"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2022-01-10",212.600006,214.699997,209.5,210.610001,1235300,207.134308
"2022-01-11",210.610001,211.759995,209.429993,211.580002,1021700,208.088287
"2022-01-12",212,212.699997,210.630005,211.929993,968700,208.43251
"2022-01-13",211.410004,213.119995,210.399994,211.369995,766500,209.055634
"2022-01-14",210.460007,213.619995,209.520004,213.100006,1111000,210.766693
"2022-01-18",212.130005,212.5,208.970001,211.160004,1104800,208.847931
"2022-01-19",211.130005,213.440002,210.360001,210.360001,826800,208.056686
"2022-01-20",210.470001,212.960007,208.479996,208.979996,933100,206.691803
"2022-01-21",209.259995,210.899994,206.320007,206.539993,1237200,204.278503
"2022-01-24",204.440002,207.559998,200.649994,207.080002,1464200,204.812607
"2022-01-25",205,206.839996,200.940002,205.960007,1765900,203.704865
"2022-01-26",204.169998,210.149994,200.789993,204.919998,1988400,202.676239
"2022-01-27",205.080002,211.630005,205.080002,208.800003,2402800,206.513763
"2022-01-28",209.839996,213,206.240005,212.820007,1500400,210.489746
"2022-01-31",210.460007,212.619995,208.380005,212.100006,1566400,209.777649
"2022-02-01",212.190002,213.610001,209.75,212.869995,1371700,210.5392
"2022-02-02",212.300003,214.449997,210.600006,214.080002,1888600,211.735947
"2022-02-03",207.839996,213.25,207.839996,212.169998,1380700,209.846863
"2022-02-04",213.509995,216.210007,210.779999,212.289993,1462300,209.965546
"2022-02-07",213.279999,213.929993,211.589996,212.119995,1045400,209.797409
"2022-02-08",213.360001,215.070007,211.880005,214.460007,1064500,212.111801
"2022-02-09",215.720001,216.169998,214.5,215.440002,1037700,213.08107
"2022-02-10",213.75,215.789993,210.309998,211.520004,1102200,209.203979
"2022-02-11",211.639999,214.940002,210.860001,213.759995,1206200,211.419449
"2022-02-14",213.75,214.639999,210.029999,211.169998,1227500,208.857819
"2022-02-15",211.979996,214.169998,211,212.770004,690100,210.440292
"2022-02-16",212.679993,215.320007,212.520004,214.410004,814100,212.062347
"2022-02-17",213.729996,215.550003,212.240005,214.399994,1014300,212.052429
"2022-02-18",213.830002,218.600006,213.830002,215.820007,1609000,213.456909
"2022-02-22",220,220.100006,215.130005,216.820007,2170000,214.445953
"2022-02-23",218.059998,218.880005,215.809998,216.270004,1744300,213.901978
"2022-02-24",216.789993,218.940002,211.410004,218.529999,2062700,216.137222
"2022-02-25",218.559998,228.199997,218.559998,227.979996,1979400,225.483749
"2022-02-28",229.589996,234.990005,229.139999,234.449997,3284600,231.882904
"2022-03-01",235,237.029999,232.100006,233.320007,2082500,230.765305
"2022-03-02",235,236.639999,229.160004,235.75,2780300,233.168686
"2022-03-03",236.779999,239.759995,236.169998,238.130005,1875300,235.522614
"2022-03-04",236.100006,245.559998,235.059998,245.289993,3300500,242.604218
"2022-03-07",245.509995,254.990005,245.479996,247.289993,4791800,244.582321
"2022-03-08",247.380005,247.860001,235.25,235.309998,2769800,232.73349
"2022-03-09",234.979996,238.419998,231.619995,236.809998,2425400,234.217056
"2022-03-10",235.990005,238.809998,234.339996,235.520004,1576800,232.941193
"2022-03-11",235.800003,238.949997,232.380005,232.479996,1804900,229.934479
"2022-03-14",234.350006,235.600006,230.470001,233.830002,1379600,231.269714
"2022-03-15",235.449997,238.410004,233.419998,237.619995,1145800,235.018188
"2022-03-16",234.440002,236.369995,224.380005,227.690002,2457600,225.19693
"2022-03-17",230.440002,232.419998,227.75,230.509995,1712500,227.986053
"2022-03-18",230.630005,231.119995,228.589996,230.229996,2605200,227.709106
"2022-03-21",231,238.490005,230.990005,236.070007,1566400,233.485184
"2022-03-22",236.149994,237.880005,234.100006,237.830002,1157800,235.225906
"2022-03-23",238.699997,241.660004,238.229996,239.690002,1370400,237.065536
"2022-03-24",240,243.360001,239.139999,241,1179400,238.361206
"2022-03-25",240.830002,244.440002,240.360001,244.360001,1127200,241.684402
"2022-03-28",242.520004,243.059998,239.479996,240.889999,1247100,238.252396
"2022-03-29",237.330002,241.190002,234.130005,241.089996,1643500,238.450211
"2022-03-30",242,245.630005,242,244.320007,1377800,241.644836
"2022-03-31",242.139999,245.570007,241.149994,241.179993,1316100,238.539215
"2022-04-01",241.169998,243.240005,239.210007,242.509995,1004800,239.85466
"2022-04-04",242.490005,242.509995,236.960007,239.229996,1158500,236.610565
"2022-04-05",238.610001,242.679993,238.610001,239.149994,1207300,236.531433
"2022-04-06",239.029999,242.050003,238.75,240.759995,1399800,238.12381
"2022-04-07",239.399994,244.729996,237.839996,243.610001,1266200,242.210205
"2022-04-08",244.919998,246.130005,241.600006,242.039993,1081400,240.649216
"2022-04-11",244.309998,246.910004,241.75,243.550003,1390400,242.150543
"2022-04-12",243.309998,246.020004,242.100006,243.820007,754600,242.419006
"2022-04-13",244.960007,246.649994,242.539993,243.710007,751500,242.309631
"2022-04-14",244.800003,245.970001,243,243.740005,957500,242.339462
"2022-04-18",243.419998,248.729996,243.300003,243.860001,1022400,242.458771
"2022-04-19",244.089996,247.139999,243.080002,246.589996,1182700,245.17308
"2022-04-20",247.300003,249.690002,246.080002,247.690002,862400,246.266754
"2022-04-21",248,248.25,241.770004,242.059998,1265000,240.669098
"2022-04-22",241.160004,242.429993,238.550003,238.789993,1076400,237.417892
"2022-04-25",239.020004,239.770004,234.850006,239.179993,1525100,237.805649
"2022-04-26",238.630005,241.619995,236.929993,236.929993,1297000,235.568573
"2022-04-27",237.660004,247,237.110001,239.979996,2282000,238.601059
"2022-04-28",242.429993,243.279999,239.350006,241.199997,1443600,239.814041
"2022-04-29",241,242,235.990005,236.529999,1839600,235.170883
"2022-05-02",236.529999,238.559998,230.429993,233.25,1776700,231.909729
"2022-05-03",234.589996,236.699997,232.389999,233.380005,1829800,232.038986
"2022-05-04",233.990005,243.360001,232.110001,242.919998,1914600,241.52417
"2022-05-05",242.460007,244.149994,238,239.240005,2174300,237.865311
"2022-05-06",238.399994,240.919998,236,239.600006,1329700,238.223251
"2022-05-09",237.979996,238.289993,228.470001,229.369995,1915600,228.052017
"2022-05-10",230,233.839996,226.770004,229.300003,1748800,227.982437
"2022-05-11",229.339996,232.479996,226.089996,226.940002,1830800,225.635986
"2022-05-12",226.020004,227.990005,219.429993,223.490005,2121700,222.205811
"2022-05-13",225.039993,227.300003,222.860001,226.309998,1557800,225.009598
"2022-05-16",226.710007,228.350006,225.259995,227.800003,1237300,226.491043
"2022-05-17",229.25,232.410004,226.830002,231.619995,1084700,230.289093
"2022-05-18",230.520004,232.25,225.449997,225.979996,1929200,224.681503
"2022-05-19",223.899994,224.389999,216.660004,217.779999,2108500,216.528625
"2022-05-20",218.380005,218.580002,210.190002,213.5,1985800,212.273209
"2022-05-23",215.190002,217.779999,214.800003,216.699997,1812500,215.454819
"2022-05-24",216.190002,220.990005,215.759995,219.820007,1480500,218.5569
"2022-05-25",219.779999,221.110001,217.600006,220.050003,1498700,218.785583
"2022-05-26",221.729996,224.050003,220.720001,221.259995,1477300,219.988617
"2022-05-27",222.649994,226.639999,222.130005,226.509995,1403900,225.20845
"2022-05-31",224.240005,226.259995,223.399994,224.910004,1637300,223.617661
"2022-06-01",227.089996,228,224.220001,226.220001,1204000,224.92012
"2022-06-02",228.669998,230.740005,223.839996,229.440002,1101700,228.121628
"2022-06-03",228.389999,231.839996,228.389999,230.130005,1410400,228.807663
"2022-06-06",231.330002,232.410004,229.479996,229.899994,956900,228.578979
"2022-06-07",228.869995,235.820007,228.149994,235.580002,1341400,234.226349
"2022-06-08",233.5,234.330002,230.770004,231.360001,1024600,230.030594
"2022-06-09",230.729996,231.600006,226.770004,226.889999,823200,225.586273
"2022-06-10",224.449997,227.110001,222.899994,224.630005,1351900,223.339264
"2022-06-13",220.910004,221.649994,216.660004,217.529999,1288500,216.28006
"2022-06-14",218.360001,218.869995,214.360001,215.899994,1182400,214.659424
"2022-06-15",217.199997,220.710007,215.320007,217.919998,1276500,216.667816
"2022-06-16",214.710007,215.679993,211.300003,211.889999,1338600,210.67247
"2022-06-17",212.210007,213.389999,208.119995,209.779999,3063800,208.574585
"2022-06-21",211.559998,218.470001,211.559998,216.550003,1233400,215.305695
"2022-06-22",213.360001,218.910004,212.869995,216.009995,1129400,214.768784
"2022-06-23",216.25,217.850006,213.949997,216.600006,1181200,215.355408
"2022-06-24",217.429993,222.729996,216.910004,222.330002,1675600,221.052475
"2022-06-27",223.070007,226.25,222.080002,223.5,1277100,222.215759
"2022-06-28",224.779999,228,220.050003,220.490005,1616900,219.223053
"2022-06-29",221.669998,221.990005,218.960007,219.279999,1235600,218.020004
