"","EMN.Open","EMN.High","EMN.Low","EMN.Close","EMN.Volume","EMN.Adjusted"
"2020-09-04",78.650002,79.43,77.540001,78.93,1438800,74.75219
"2020-09-08",77.919998,78.459999,76.440002,77.540001,1383500,73.435768
"2020-09-09",78.279999,80.169998,78.07,79.800003,945000,75.576149
"2020-09-10",79.809998,80.190002,78.190002,78.5,1039800,74.344963
"2020-09-11",79.050003,80.050003,78.239998,80,989800,75.765556
"2020-09-14",80.199997,81.010002,79.330002,81,1300100,77.350777
"2020-09-15",80.940002,81.32,79.599998,80.150002,1354500,76.539063
"2020-09-16",80.620003,83.57,80.230003,82.75,1518800,79.021927
"2020-09-17",82.279999,86.32,80.989998,85.480003,1739000,81.628937
"2020-09-18",84.410004,85.440002,83.029999,83.830002,1794800,80.053276
"2020-09-21",82.389999,82.510002,79.800003,80.57,1426300,76.94014
"2020-09-22",80.470001,81.010002,77.879997,79.010002,1002900,75.450417
"2020-09-23",78.900002,79.650002,76.860001,77.010002,977200,73.540527
"2020-09-24",76.919998,77.660004,75.720001,77.040001,781500,73.569191
"2020-09-25",76.279999,77.559998,76.010002,77.300003,607700,73.817467
"2020-09-28",78.440002,79.43,78.110001,78.510002,1035000,74.972954
"2020-09-29",78.440002,78.959999,76.919998,77.150002,535800,73.674217
"2020-09-30",77.449997,79.129997,77.449997,78.120003,1046800,74.600525
"2020-10-01",78.080002,78.760002,76.010002,76.309998,893400,72.87207
"2020-10-02",75.010002,78.989998,74.839996,78.169998,881400,74.64827
"2020-10-05",78.889999,81.010002,78.82,80.510002,886600,76.882843
"2020-10-06",81.239998,82.900002,79.93,80.25,1288200,76.634567
"2020-10-07",81.849998,84.239998,81.849998,83.519997,858600,79.757233
"2020-10-08",84,85.440002,83.709999,85.400002,807000,81.552544
"2020-10-09",86.07,86.720001,85.459999,86.160004,723100,82.278305
"2020-10-12",86.660004,86.660004,85.18,85.849998,725400,81.982262
"2020-10-13",84.900002,85.120003,83.349998,84.519997,616100,80.712181
"2020-10-14",84.82,85.940002,84.669998,85.610001,384200,81.753082
"2020-10-15",84.5,86.150002,83.959999,86.129997,603100,82.249641
"2020-10-16",86.540001,87.209999,85.980003,86.489998,471600,82.59343
"2020-10-19",86.910004,88.040001,85.620003,85.779999,744600,81.915413
"2020-10-20",86.489998,87.910004,86.349998,86.639999,386900,82.736664
"2020-10-21",86.080002,87.349998,85.139999,85.349998,487300,81.504791
"2020-10-22",85.839996,86.260002,83.239998,86.099998,662200,82.220993
"2020-10-23",86.779999,87.629997,86.139999,87.32,764900,83.38604
"2020-10-26",85.68,85.949997,83.650002,84.82,648400,80.998665
"2020-10-27",84.540001,84.709999,82.160004,82.449997,783300,78.735443
"2020-10-28",80.160004,81.050003,78.879997,80.269997,900500,76.653648
"2020-10-29",80.150002,82.639999,79.379997,81.889999,943000,78.200676
"2020-10-30",80.410004,83.290001,79.309998,80.839996,940000,77.197968
"2020-11-02",82.300003,84.279999,81.370003,83.32,934300,79.566246
"2020-11-03",84.790001,85.25,83.129997,84.629997,590800,80.81723
"2020-11-04",84.18,84.559998,81.290001,82.910004,772900,79.174721
"2020-11-05",83.82,87.449997,83.82,86.419998,519200,82.526581
"2020-11-06",86.779999,86.900002,84.739998,85.029999,506200,81.199211
"2020-11-09",90.099998,93.099998,89.269997,90.339996,1084100,86.269974
"2020-11-10",90.360001,93.839996,90.309998,93.400002,1135700,89.192131
"2020-11-11",93.150002,93.699997,90.809998,91.760002,714800,87.626015
"2020-11-12",90.730003,91.739998,90.089996,90.75,905800,86.661507
"2020-11-13",91.099998,94.32,91.099998,94,737900,89.765083
"2020-11-16",95.059998,98.519997,94.879997,98,1102300,93.584885
"2020-11-17",97,97.019997,95.410004,97.010002,1197300,92.639496
"2020-11-18",97.339996,97.910004,96.120003,96.730003,643400,92.372101
"2020-11-19",96.010002,96.540001,94.330002,96.510002,845600,92.162018
"2020-11-20",96.32,96.989998,95.440002,96.550003,761400,92.200203
"2020-11-23",97,100.07,96.720001,100,1114100,95.494774
"2020-11-24",100.900002,103.730003,99.800003,103.220001,1237000,98.569702
"2020-11-25",102,102.540001,99.410004,99.839996,855500,95.341988
"2020-11-27",100.5,100.900002,98.739998,99.900002,353300,95.399292
"2020-11-30",99.610001,99.830002,97.209999,97.400002,1454000,93.011909
"2020-12-01",99.190002,100.589996,97.879997,98.779999,707700,94.329735
"2020-12-02",99.139999,99.639999,97.830002,98.18,793200,93.75676
"2020-12-03",98.440002,99.050003,96.849998,98.150002,1063100,93.728142
"2020-12-04",99.489998,102.440002,98.93,102.389999,1167700,97.7771
"2020-12-07",101.769997,102.32,101,101.720001,1431000,97.137291
"2020-12-08",101.300003,103.650002,100.709999,103.169998,811800,98.521965
"2020-12-09",103.43,104.830002,103.139999,104.150002,1247200,99.457809
"2020-12-10",103,104.32,102.559998,102.980003,1247800,98.340538
"2020-12-11",101.970001,102.989998,101.389999,102.5,949200,97.882149
"2020-12-14",102.889999,103.389999,99.75,100.190002,1200400,96.324646
"2020-12-15",101.269997,102.010002,100.269997,101.480003,973300,97.56488
"2020-12-16",101.849998,101.849998,100.580002,101.699997,868400,97.77639
"2020-12-17",102.330002,103.07,101.370003,102.5,1028700,98.545532
"2020-12-18",102.400002,103.900002,101.68,103.68,2835800,99.68
"2020-12-21",102.540001,102.919998,100.550003,102.580002,785100,98.622429
"2020-12-22",102.82,102.82,100.860001,100.970001,919200,97.074547
"2020-12-23",101.620003,102.540001,100.809998,100.919998,511200,97.026482
"2020-12-24",100.800003,101.410004,100.199997,101.309998,154100,97.401428
"2020-12-28",102.019997,102.080002,99.519997,99.550003,330200,95.709343
"2020-12-29",100.230003,100.690002,97.879997,98.93,459500,95.113251
"2020-12-30",99.300003,100.519997,99.220001,100.269997,391200,96.40155
"2020-12-31",100.639999,100.830002,99.379997,100.279999,513700,96.411171
"2021-01-04",101.160004,101.5,98.120003,98.580002,1205600,94.776764
"2021-01-05",98.779999,102.489998,98.779999,101.43,994700,97.516815
"2021-01-06",103.129997,108.699997,102.910004,107.110001,1194600,102.977669
"2021-01-07",108.25,109.199997,107.18,107.610001,1027100,103.458382
"2021-01-08",107.010002,107.830002,104.269997,105.730003,842000,101.650917
"2021-01-11",104.68,107.279999,104.199997,107.169998,659700,103.035355
"2021-01-12",107.300003,110.269997,106.849998,110.059998,839500,105.813858
"2021-01-13",109.389999,110.190002,106.360001,106.589996,966000,102.47773
"2021-01-14",107.279999,107.370003,105.089996,106.480003,886700,102.371971
"2021-01-15",105.620003,105.870003,103.709999,104.779999,593500,100.737556
"2021-01-19",105.419998,105.540001,103.75,104.870003,499700,100.824089
"2021-01-20",105.43,105.809998,104.18,105.650002,494700,101.57399
"2021-01-21",105.769997,107.099998,105.120003,105.919998,708900,101.83358
"2021-01-22",104.68,106.910004,103.690002,106.220001,1063300,102.122002
"2021-01-25",104.720001,106.18,103.290001,104.699997,861200,100.660645
"2021-01-26",105.809998,105.910004,103.160004,103.370003,861300,99.381966
"2021-01-27",101.43,102.18,99.529999,100.300003,993600,96.430412
"2021-01-28",101.300003,101.300003,99.720001,99.919998,1397800,96.065056
"2021-01-29",100.57,101.669998,96.269997,98.349998,2675600,94.555626
"2021-02-01",100,100.260002,97.809998,100,1069200,96.141968
"2021-02-02",101.330002,102.639999,99.739998,102,1400700,98.064812
"2021-02-03",101.889999,103.139999,101.559998,102.610001,616600,98.651283
"2021-02-04",102.769997,103.410004,101.870003,102.18,670600,98.237869
"2021-02-05",103.230003,104.690002,102.459999,104.5,504200,100.468361
"2021-02-08",105.5,107.75,104.980003,107.459999,736900,103.314156
"2021-02-09",107.389999,107.470001,105.75,106.07,586300,101.977791
"2021-02-10",107.040001,107.040001,104.220001,105.099998,738000,101.045212
"2021-02-11",105.639999,107.300003,104.889999,106.480003,735000,102.371971
"2021-02-12",107,109.559998,106.940002,109.230003,1021000,105.015884
"2021-02-16",109.5,111.230003,109.5,110.32,1171800,106.063828
"2021-02-17",109.75,110.550003,108.010002,110.25,613300,105.996521
"2021-02-18",109.720001,110.059998,107.989998,108.860001,637400,104.660149
"2021-02-19",109.239998,112.639999,109.040001,111.919998,738500,107.602104
"2021-02-22",111.550003,113.989998,111.110001,113.410004,752900,109.034615
"2021-02-23",113.32,113.32,110.660004,112.360001,658800,108.025124
"2021-02-24",112.160004,114.360001,111.790001,113.370003,832100,108.996155
"2021-02-25",114,114.410004,110.050003,110.160004,727800,105.910011
"2021-02-26",109.129997,110.449997,107.160004,109.260002,973900,105.044724
"2021-03-01",111.089996,113.32,110.610001,111.839996,815200,107.525177
"2021-03-02",111.610001,114.290001,111.610001,113.339996,1088900,108.967308
"2021-03-03",113.269997,114.970001,112.889999,113.769997,1130800,109.38073
"2021-03-04",113.419998,114.239998,108.559998,111.190002,791800,106.900269
"2021-03-05",112.370003,115.779999,110.339996,115.279999,834400,110.832466
"2021-03-08",115.650002,118.82,115.120003,116.459999,721800,111.966957
"2021-03-09",116.790001,117.199997,114.260002,114.330002,850700,109.919128
"2021-03-10",114.599998,117.940002,114.599998,116.910004,808100,112.399574
"2021-03-11",117.75,119.010002,117,118.019997,690100,113.466759
"2021-03-12",117.800003,118.370003,116.629997,117.32,433600,113.457085
"2021-03-15",116.839996,117.300003,111.360001,113.410004,1194900,109.675835
"2021-03-16",113.309998,114.080002,109.800003,110.760002,968600,107.113083
"2021-03-17",111.160004,112.720001,110.129997,112.519997,926700,108.815125
"2021-03-18",113.050003,115.650002,112.410004,112.699997,846100,108.989212
"2021-03-19",112.080002,113.5,109.25,111.800003,3980900,108.118843
"2021-03-22",110.900002,112.690002,110.269997,112.230003,1014800,108.534676
"2021-03-23",110.550003,111.779999,106.110001,106.599998,1267700,103.090057
"2021-03-24",107.910004,111.169998,107.57,108.760002,980700,105.178932
"2021-03-25",108.059998,112.190002,107.709999,111.589996,947500,107.915749
"2021-03-26",113.080002,113.68,110.620003,112.68,1041000,108.969864
"2021-03-29",111.82,113.379997,110.050003,110.18,626100,106.552185
"2021-03-30",110.32,112.629997,109.900002,111.510002,801800,107.838387
"2021-03-31",111.470001,112.419998,109.360001,110.120003,1155300,106.494156
"2021-04-01",110.25,111.489998,109.279999,111.290001,797200,107.625633
"2021-04-05",112.419998,113.129997,111.139999,111.160004,1151300,107.499916
"2021-04-06",111.160004,113.82,111.080002,111.57,1052500,107.896408
"2021-04-07",111.849998,112.260002,110.830002,111.580002,683100,107.906082
"2021-04-08",111.400002,111.900002,108.68,110.029999,674300,106.40712
"2021-04-09",111.139999,112.470001,110.739998,112.230003,889700,108.534676
"2021-04-12",113.139999,114.040001,112.25,113.919998,736100,110.169029
"2021-04-13",114,114,110.980003,112.639999,775700,108.931183
"2021-04-14",112.519997,115.260002,112.519997,114.050003,723900,110.294754
"2021-04-15",114.419998,115.379997,112.870003,114.660004,689700,110.884674
"2021-04-16",115.82,116.360001,114.059998,114.940002,618500,111.155449
"2021-04-19",115.379997,115.379997,112.900002,113.559998,690000,109.820885
"2021-04-20",112.919998,113.410004,111.160004,112.07,607400,108.379944
"2021-04-21",111.82,114.5,111.290001,114.349998,439700,110.584877
"2021-04-22",114.269997,114.269997,110.400002,110.769997,973600,107.122742
"2021-04-23",111.660004,114.129997,110.690002,113.599998,940400,109.859573
"2021-04-26",113.910004,116.160004,113.910004,115.660004,694000,111.851746
"2021-04-27",114.209999,116.050003,114.209999,115.779999,581700,111.967789
"2021-04-28",116.160004,116.970001,115.25,115.360001,586500,111.561615
"2021-04-29",116.230003,116.980003,115.349998,116.599998,625200,112.760788
"2021-04-30",116.300003,118.5,115.209999,115.389999,805300,111.590637
"2021-05-03",116.93,119.300003,116.400002,118.349998,631700,114.453171
"2021-05-04",117.970001,121.150002,117.480003,121.150002,978200,117.160988
"2021-05-05",121.620003,123.809998,121.07,123.040001,819200,118.988754
"2021-05-06",123.089996,124.18,121.459999,124.040001,549200,119.955818
"2021-05-07",122.870003,125.43,122.059998,124.970001,571800,120.855202
"2021-05-10",126.410004,127.440002,124.800003,124.879997,1137300,120.768166
"2021-05-11",127.07,128.839996,125.269997,128.399994,1631700,124.172249
"2021-05-12",127.970001,128.949997,125.029999,125.080002,1140200,120.961578
"2021-05-13",125.309998,128.130005,125.080002,127.589996,616400,123.388924
"2021-05-14",127.940002,129.509995,127.75,128.990005,454800,124.742844
"2021-05-17",128.5,130.089996,127.57,129.889999,502800,125.613197
"2021-05-18",129.550003,130.039993,127.010002,127.040001,713000,122.85704
"2021-05-19",125.559998,125.669998,123.129997,124.809998,569000,120.700462
"2021-05-20",124.739998,125.400002,122.709999,122.800003,984700,118.75666
"2021-05-21",123.639999,126.330002,123.5,124.830002,766300,120.71981
"2021-05-24",125.330002,127.110001,124.629997,126.260002,538300,122.10273
"2021-05-25",127.169998,127.769997,123.459999,123.779999,998600,119.704376
"2021-05-26",123.82,124.660004,122.059998,123.660004,824400,119.588333
"2021-05-27",125.129997,125.870003,124.580002,125.110001,944600,120.990601
"2021-05-28",125.879997,125.879997,124.5,125.400002,587200,121.271049
"2021-06-01",127.739998,130.470001,127.25,130.029999,1011400,125.748581
"2021-06-02",129.610001,129.979996,127.379997,127.790001,691100,123.582344
"2021-06-03",126.949997,129.050003,126.290001,128.979996,598800,124.733154
"2021-06-04",129.649994,129.869995,128.440002,129.309998,401400,125.052292
"2021-06-07",129.940002,129.940002,127.25,127.839996,374200,123.630684
"2021-06-08",127.669998,129.229996,126.089996,128.449997,510000,124.220612
"2021-06-09",128.119995,128.440002,126.339996,126.739998,895900,122.566917
"2021-06-10",128.75,128.820007,124.919998,124.970001,364000,120.855202
"2021-06-11",125.57,126.580002,124.080002,125.330002,463600,121.203346
"2021-06-14",124.690002,124.910004,121.330002,122.099998,659500,118.733368
"2021-06-15",122.339996,123.400002,121.470001,122.389999,453900,119.015381
"2021-06-16",122.199997,122.620003,120.510002,121.480003,749200,118.130478
"2021-06-17",121.5,121.5,114.790001,116.970001,620400,113.744827
"2021-06-18",115.790001,116.68,113.940002,114.150002,1677400,111.002586
"2021-06-21",117.089996,119.589996,116.980003,119.040001,1334500,115.757751
"2021-06-22",119.459999,119.699997,117.669998,117.900002,729900,114.649185
"2021-06-23",118.18,118.68,117.010002,117.059998,612400,113.832336
"2021-06-24",117.730003,117.879997,116.400002,117.209999,724400,113.97821
"2021-06-25",117.629997,118.779999,116.580002,116.779999,750400,113.560059
"2021-06-28",116.650002,116.650002,114.360001,115.589996,681000,112.40287
"2021-06-29",116.57,117.389999,115.349998,116.099998,485300,112.898811
"2021-06-30",115.669998,117.099998,115.669998,116.75,590700,113.530891
"2021-07-01",118.010002,118.57,115.870003,116.919998,475800,113.696198
"2021-07-02",116.470001,117.050003,115.339996,116.709999,306100,113.491997
"2021-07-06",116.470001,116.790001,112.339996,113.07,618100,109.952362
"2021-07-07",112.32,114.290001,112.129997,114.120003,753000,110.973412
"2021-07-08",111.830002,112.699997,110.629997,111.519997,595500,108.445091
"2021-07-09",113.529999,115.370003,112.790001,114.949997,721600,111.780518
"2021-07-12",114.370003,115.940002,113.029999,115.230003,537000,112.052803
"2021-07-13",115.230003,115.230003,112.879997,113.540001,452900,110.409393
"2021-07-14",113.870003,114.739998,112.879997,113.370003,735300,110.244087
"2021-07-15",112.25,114.669998,112.25,112.889999,590800,109.777321
"2021-07-16",113.239998,113.839996,108.769997,109.199997,945400,106.189064
"2021-07-19",106.709999,107.010002,104.809998,105.690002,983400,102.775848
"2021-07-20",105.75,108.709999,105.160004,108.190002,827200,105.206924
"2021-07-21",109.849998,111.089996,109.160004,109.839996,512700,106.811409
"2021-07-22",109.760002,109.860001,107.839996,108.260002,625000,105.274979
"2021-07-23",109.129997,110.32,107.959999,110.050003,819900,107.015633
"2021-07-26",110.419998,112.169998,109.940002,111.790001,601700,108.707649
"2021-07-27",110.360001,112.07,108.540001,110.849998,563900,107.793564
"2021-07-28",111.019997,112.07,109.419998,111.120003,717000,108.056129
"2021-07-29",112.300003,113.110001,111.870003,112.760002,535300,109.650909
"2021-07-30",112.739998,114.239998,112.010002,112.720001,575000,109.612007
"2021-08-02",113.580002,115.82,111.879997,111.879997,479000,108.795166
"2021-08-03",112.110001,113,108.900002,111.769997,826300,108.688202
"2021-08-04",111.18,111.849998,108.940002,109.019997,460200,106.014023
"2021-08-05",111.029999,112.160004,110.410004,110.589996,636900,107.540733
"2021-08-06",111.860001,113.519997,111.849998,112.82,493200,109.709251
"2021-08-09",111.879997,113.25,111.25,112.809998,451500,109.699516
"2021-08-10",112.610001,115.43,112.610001,114.449997,459600,111.294296
"2021-08-11",115.43,116.800003,114.599998,116.75,605900,113.530891
"2021-08-12",116.470001,116.989998,114.510002,116.32,597600,113.112755
"2021-08-13",116.040001,116.629997,115.419998,115.699997,387900,112.509834
"2021-08-16",114.580002,115.220001,112.870003,114.730003,461700,111.566597
"2021-08-17",113.699997,114.059998,111.360001,113.019997,434400,109.903732
"2021-08-18",112.400002,113.800003,111,111.260002,474200,108.192261
"2021-08-19",109.5,110.82,108.480003,109.739998,752600,106.714172
"2021-08-20",109.349998,110.599998,109.169998,109.900002,519000,106.869759
"2021-08-23",110.910004,112.400002,110.82,111.779999,664800,108.697929
"2021-08-24",112.230003,113.809998,112.199997,113.029999,597600,109.913467
"2021-08-25",112.970001,114.440002,112.260002,113.849998,609600,110.710854
"2021-08-26",114.07,114.25,112.25,112.510002,441100,109.407799
"2021-08-27",113.290001,115.75,113.290001,115.269997,453600,112.09169
"2021-08-30",115.660004,116,113.440002,113.580002,942900,110.448296
"2021-08-31",113.32,113.75,112.589996,113.160004,948400,110.039879
"2021-09-01",113.470001,113.75,111.559998,112.760002,709000,109.650909
"2021-09-02",113.110001,114.599998,112.669998,113.279999,748100,110.15657
"2021-09-03",113.400002,113.760002,112.139999,112.559998,557200,109.456413
"2021-09-07",112.120003,112.720001,111.449997,111.970001,493700,108.882698
"2021-09-08",111.779999,112.080002,109.089996,109.290001,1022100,106.276581
"2021-09-09",108.260002,110.959999,107.839996,109.370003,901500,106.35437
"2021-09-10",110.150002,111.330002,109.400002,109.470001,619800,106.451622
"2021-09-13",110.559998,111.220001,108.879997,110.199997,787300,107.161484
"2021-09-14",109.989998,109.989998,104.459999,104.5,1400500,102.258934
"2021-09-15",104.370003,106.029999,104.209999,106.010002,1233000,103.736549
"2021-09-16",106.279999,106.660004,104.910004,104.959999,631800,102.709076
"2021-09-17",103.790001,104.660004,101.93,103.089996,1929800,100.879166
"2021-09-20",100.410004,101.260002,98.239998,99.650002,1138900,97.512947
"2021-09-21",100.449997,100.75,98.400002,99.18,914800,97.053024
"2021-09-22",100.5,102.410004,100.089996,100.169998,852800,98.02179
"2021-09-23",100.790001,103.459999,100.790001,101.82,705100,99.636414
"2021-09-24",101.43,102.669998,101.260002,102.199997,517300,100.008263
"2021-09-27",102.839996,106.110001,102.839996,105.5,821300,103.237488
"2021-09-28",105.870003,106.459999,104.400002,104.580002,721600,102.337219
"2021-09-29",104.599998,104.949997,103.339996,104,1102100,101.769653
"2021-09-30",104.290001,104.5,100.690002,100.739998,1106400,98.579575
"2021-10-01",101.769997,103.32,101.239998,102.5,1235200,100.301819
"2021-10-04",103.059998,104.089996,100.940002,102.110001,1531100,99.920189
"2021-10-05",102.459999,105.110001,101.75,104.620003,1225900,102.376366
"2021-10-06",103.18,103.970001,101.309998,103.120003,1162800,100.908531
"2021-10-07",104.379997,106.220001,103.779999,104.989998,722100,102.738426
"2021-10-08",104.93,105.5,104.300003,105.220001,912600,102.963493
"2021-10-11",105.279999,106.150002,104.610001,104.660004,495900,102.415504
"2021-10-12",104.089996,104.580002,103.339996,104.150002,909800,101.916443
"2021-10-13",104.139999,104.5,102.57,103.82,988500,101.593521
"2021-10-14",104.419998,107.5,103.980003,107.300003,1262400,104.998886
"2021-10-15",108.57,108.639999,107.279999,107.370003,829600,105.06739
"2021-10-18",106.699997,107.699997,106.019997,106.980003,548400,104.685753
"2021-10-19",107.650002,107.800003,106.209999,107.239998,801700,104.94017
"2021-10-20",107.139999,108.559998,107.050003,108.25,408400,105.928505
"2021-10-21",107.739998,108.040001,106.190002,107.43,665500,105.126099
"2021-10-22",107.970001,108.769997,106.889999,107.57,1060900,105.2631
"2021-10-25",108.440002,109.260002,107.290001,108.790001,791800,106.456932
"2021-10-26",109.099998,109.529999,107.949997,108.650002,709300,106.319939
"2021-10-27",108.300003,108.559998,105.510002,105.550003,1085300,103.286423
"2021-10-28",107,110.260002,107,110.040001,1046900,107.680122
"2021-10-29",110.18,110.199997,103.400002,104.029999,1655400,101.799019
"2021-11-01",101.989998,106.190002,101.43,105.470001,1325300,103.208138
"2021-11-02",106,110.199997,105.949997,109.300003,1352300,106.956001
"2021-11-03",108.93,110.199997,108.93,109.550003,1193600,107.20063
"2021-11-04",109.790001,109.959999,107.790001,108.040001,951200,105.723015
"2021-11-05",108.849998,111.860001,108.849998,111.830002,949600,109.43174
"2021-11-08",112.970001,113.980003,110.889999,111.120003,749200,108.736961
"2021-11-09",110.800003,112.550003,110.800003,112.339996,762300,109.930801
"2021-11-10",112.339996,113.040001,111.379997,112.040001,836600,109.637238
"2021-11-11",112.419998,115.330002,112.389999,115.190002,777800,112.719681
"2021-11-12",114.980003,116.550003,114.480003,115.860001,884600,113.375313
"2021-11-15",116.220001,116.349998,114.779999,115.110001,816700,112.641396
"2021-11-16",115.129997,115.860001,114.620003,114.669998,777600,112.210831
"2021-11-17",114.400002,115.360001,113.720001,113.860001,643600,111.418198
"2021-11-18",113.75,114.120003,112.459999,113.709999,537500,111.271416
"2021-11-19",112.68,114.010002,111.860001,113.18,731200,110.752785
"2021-11-22",113.32,116.279999,113.190002,114.889999,760500,112.426117
"2021-11-23",115.410004,117.190002,115.309998,116.690002,991200,114.187515
"2021-11-24",116.169998,116.650002,112.919998,113.040001,621000,110.615791
"2021-11-26",108.860001,110.760002,107.349998,110.5,438000,108.130264
"2021-11-29",111.879997,112.279999,108.489998,110.18,600100,107.817131
"2021-11-30",108.629997,109.480003,104.169998,104.290001,1726900,102.053436
"2021-12-01",106.900002,107.919998,102.620003,102.699997,1001100,100.497528
"2021-12-02",103.360001,106.199997,102.610001,105.169998,985900,102.914566
"2021-12-03",105.970001,108.57,105.75,107.760002,1425600,105.449028
"2021-12-06",109.57,111,108.650002,109.339996,1169700,106.995132
"2021-12-07",111.360001,115.099998,111,113.57,1506500,111.134422
"2021-12-08",114.93,119.260002,114.910004,117,1735200,114.49086
"2021-12-09",115.529999,117.389999,115.139999,116.25,1260500,113.75695
"2021-12-10",117.949997,118.220001,116.739998,117.300003,851600,114.784439
"2021-12-13",116.599998,116.989998,114.07,114.800003,930500,112.338051
"2021-12-14",113.839996,116.050003,112.699997,115.870003,1952400,114.140739
"2021-12-15",115.529999,117.989998,113.040001,117.919998,3063500,116.160141
"2021-12-16",119,121.050003,118.559998,120.099998,2077700,118.30761
"2021-12-17",119.769997,121.199997,118.279999,118.68,2120500,116.908798
"2021-12-20",116.760002,116.82,114.339996,115.760002,1236700,114.032379
"2021-12-21",116.879997,117.349998,114.900002,115.269997,1367700,113.549683
"2021-12-22",114.959999,116.360001,113.879997,116.160004,1231600,114.426414
"2021-12-23",116.900002,118.440002,116.690002,117.389999,708100,115.638054
"2021-12-27",117.720001,119.010002,117.059998,118.989998,393200,117.214172
"2021-12-28",118.540001,120.540001,118.540001,119.800003,539200,118.012085
"2021-12-29",119.699997,120.93,119.699997,120.269997,516200,118.47506
"2021-12-30",120.519997,121.440002,119.599998,119.699997,458500,117.913574
"2021-12-31",119.360001,121.389999,119.360001,120.910004,616100,119.105522
"2022-01-03",121.5,122.480003,119.379997,119.629997,1009700,117.84462
"2022-01-04",120.730003,122.940002,119.870003,122.160004,1943900,120.336861
"2022-01-05",123.050003,124.830002,121.809998,122.139999,1266900,120.317162
"2022-01-06",123.029999,123.639999,121.190002,122.150002,1034600,120.327019
"2022-01-07",122.339996,123.190002,121.839996,122.410004,970500,120.583138
"2022-01-10",122.029999,122.580002,118.949997,119.639999,1349300,117.854469
"2022-01-11",120.599998,121.419998,119.220001,121.400002,1136600,119.588203
"2022-01-12",122.540001,123.209999,121.790001,122.889999,1993300,121.055969
"2022-01-13",123.800003,128,123.529999,126.470001,1782200,124.582535
"2022-01-14",124.879997,127.989998,124.169998,127.540001,1684300,125.636574
"2022-01-18",127.139999,128.110001,126.059998,127.690002,1872400,125.78434
