"","IEX.Open","IEX.High","IEX.Low","IEX.Close","IEX.Volume","IEX.Adjusted"
"2022-01-14",224.029999,224.559998,218.190002,220.309998,436900,218.873703
"2022-01-18",217.580002,218.369995,212.889999,217.610001,475700,216.191315
"2022-01-19",218.649994,219.5,215.520004,216.100006,339500,214.691147
"2022-01-20",217.059998,219.539993,214.789993,216.100006,394100,214.691147
"2022-01-21",215.570007,220.869995,214.369995,219.149994,635300,217.721252
"2022-01-24",216.690002,221.410004,213.179993,220.600006,584200,219.161819
"2022-01-25",216.779999,218.589996,211.410004,215.479996,412900,214.07518
"2022-01-26",216.729996,220.119995,209.580002,211.679993,459400,210.299957
"2022-01-27",213.240005,215.339996,207.160004,208.669998,357100,207.309586
"2022-01-28",207.520004,211.399994,204.949997,211.289993,286500,209.912506
"2022-01-31",210.830002,215.660004,209.410004,215.440002,389500,214.035446
"2022-02-01",215.089996,217.029999,213.410004,216.229996,400100,214.820297
"2022-02-02",215.759995,216.229996,205.960007,206.5,1126200,205.153732
"2022-02-03",206.369995,206.449997,201.419998,202.619995,597400,201.299026
"2022-02-04",201,201.970001,196.630005,197.479996,588700,196.192535
"2022-02-07",198,199.869995,196.850006,197.979996,641900,196.68927
"2022-02-08",198.889999,199.369995,196.509995,197.740005,509900,196.450851
"2022-02-09",200,200.990005,198.470001,198.850006,485100,197.553619
"2022-02-10",195.570007,199.419998,193.419998,194.649994,492800,193.380981
"2022-02-11",195.110001,195.479996,188.160004,189.839996,712600,188.602356
"2022-02-14",190.210007,193.020004,189.639999,191.679993,733900,190.430344
"2022-02-15",194.089996,194.869995,189.990005,191.270004,644300,190.023041
"2022-02-16",191.380005,192.199997,189.360001,189.979996,430000,188.741425
"2022-02-17",188.070007,191.119995,187.940002,188.710007,618900,187.479721
"2022-02-18",188.490005,190.860001,188.449997,189.339996,648800,188.105606
"2022-02-22",189.850006,191.029999,187.559998,188.679993,471700,187.449905
"2022-02-23",189.300003,190.240005,185.300003,185.479996,445000,184.270767
"2022-02-24",182.830002,189.410004,181.660004,188.990005,523800,187.757904
"2022-02-25",188.919998,193.429993,187.979996,192.490005,351600,191.235077
"2022-02-28",189.949997,192.779999,188.899994,191.899994,781400,190.648911
"2022-03-01",191.850006,192.199997,186.210007,188.720001,583500,187.489639
"2022-03-02",189.850006,193.860001,188.419998,193.089996,366500,191.831146
"2022-03-03",193.929993,195.940002,191.610001,194.539993,399600,193.271698
"2022-03-04",192.619995,195.199997,191.289993,192.160004,492800,190.907227
"2022-03-07",192.309998,192.619995,188.139999,188.380005,281800,187.151871
"2022-03-08",189.050003,191.320007,182.990005,183.289993,700300,182.095032
"2022-03-09",187.869995,193.220001,187.570007,191.940002,608200,190.68866
"2022-03-10",188.960007,191.210007,187.110001,188.839996,322200,187.608856
"2022-03-11",190.919998,191.729996,189.539993,189.639999,495400,188.403656
"2022-03-14",192.270004,193.089996,188.130005,189.089996,313100,187.857224
"2022-03-15",190.220001,193.039993,189.610001,192.679993,313700,191.423828
"2022-03-16",193.639999,197.419998,192.610001,196.130005,306800,194.851334
"2022-03-17",194.559998,198.919998,194.559998,197.970001,358200,196.679352
"2022-03-18",201.850006,201.850006,195.75,198.990005,778600,197.692688
"2022-03-21",198.380005,199.419998,196.460007,198.470001,453300,197.176086
"2022-03-22",199.690002,199.690002,196.820007,197.25,306900,195.96405
"2022-03-23",195.229996,197.279999,192.759995,193.399994,322400,192.13913
"2022-03-24",194.169998,194.910004,192.779999,194.210007,371200,192.943863
"2022-03-25",194.809998,195.789993,192.860001,195.169998,522000,193.897598
"2022-03-28",195.419998,196.259995,192.970001,194.710007,366900,193.440598
"2022-03-29",196.300003,198.779999,195.529999,198.449997,543700,197.156219
"2022-03-30",197.699997,198.339996,194.350006,195.369995,606800,194.096283
"2022-03-31",195.539993,195.539993,190.889999,191.729996,619000,190.480026
"2022-04-01",192.720001,193.330002,190.589996,192.160004,488100,190.907227
"2022-04-04",191.869995,193.759995,188.839996,193.479996,673700,192.218613
"2022-04-05",193.389999,194.669998,191.25,192.130005,389100,190.877426
"2022-04-06",190.149994,194.779999,189.470001,194.589996,549600,193.321381
"2022-04-07",193.5,199.660004,193.5,198.720001,1071400,197.424454
"2022-04-08",198.970001,201.119995,196.559998,196.839996,436600,195.556702
"2022-04-11",197,197.899994,194.940002,195.130005,630800,193.857864
"2022-04-12",195.699997,198.149994,192.979996,193.759995,326800,192.49678
"2022-04-13",192.949997,195.690002,192.949997,195.100006,297800,193.828064
"2022-04-14",195.669998,197.210007,190.419998,190.559998,313900,189.317657
"2022-04-18",189.610001,191.759995,188.25,189.050003,215800,187.817505
"2022-04-19",189.809998,193.699997,189.809998,193.610001,315000,192.347778
"2022-04-20",195.639999,198.720001,194.190002,197.169998,320700,195.884552
"2022-04-21",198.949997,200.160004,194.320007,196.029999,290300,194.751984
"2022-04-22",194.320007,194.320007,191.270004,191.419998,290000,190.172043
"2022-04-25",191.369995,191.759995,186.970001,191.710007,504300,190.460159
"2022-04-26",189.860001,191.320007,186.850006,186.850006,410300,185.631851
"2022-04-27",192.199997,195.029999,187.630005,192.149994,820300,190.897278
"2022-04-28",192.520004,196.259995,190.360001,195.940002,584800,194.662582
"2022-04-29",196.020004,196.490005,189.460007,189.820007,517200,188.582489
"2022-05-02",190.130005,192.380005,186.5,190.080002,564400,188.84079
"2022-05-03",189.929993,193.130005,189.25,191.139999,382000,189.893875
"2022-05-04",190.529999,198.210007,189.270004,197.490005,420700,196.202484
"2022-05-05",195.75,197.089996,188.300003,189.759995,374200,188.522858
"2022-05-06",188.639999,188.949997,183.460007,188.059998,428300,186.833939
"2022-05-09",186.070007,191.809998,185.220001,189,6e+05,187.767822
"2022-05-10",190.509995,190.509995,182.270004,184.789993,639500,183.585266
"2022-05-11",183.710007,187.949997,182.410004,182.539993,618400,181.34993
"2022-05-12",181.970001,185.570007,181.130005,184.479996,458800,183.277283
"2022-05-13",185.740005,188.210007,183.800003,186.169998,295400,184.956268
"2022-05-16",184.100006,186.850006,180.690002,185.470001,339300,184.856613
"2022-05-17",188.559998,189.279999,186.110001,189.130005,299300,188.504517
"2022-05-18",186.919998,186.929993,181.039993,181.529999,463400,180.929642
"2022-05-19",179.979996,185.679993,179.300003,183.190002,417800,182.584152
"2022-05-20",184.369995,185.789993,180.529999,185.490005,1351400,184.876541
"2022-05-23",186,188.059998,184.600006,185.5,409700,184.886505
"2022-05-24",185.210007,188.179993,182.830002,187.470001,316600,186.849991
"2022-05-25",186.770004,186.789993,184.059998,185.240005,428300,184.62738
"2022-05-26",187.5,190.279999,187.119995,189.110001,246500,188.484573
"2022-05-27",191.110001,192.289993,189.679993,192.139999,397200,191.504547
"2022-05-31",189.979996,192.600006,187.880005,191.550003,584300,190.916504
"2022-06-01",192.550003,192.639999,188.389999,191.399994,301000,190.766998
"2022-06-02",191.850006,196.660004,191.539993,196.179993,219100,195.531189
"2022-06-03",194.720001,195.320007,193.639999,195.160004,200500,194.514572
"2022-06-06",196.149994,197.229996,194.660004,195.009995,170100,194.365051
"2022-06-07",193.490005,197,192.850006,196.820007,249100,196.169083
"2022-06-08",195.550003,196.869995,194.259995,194.429993,172800,193.786972
"2022-06-09",193.660004,195.360001,191.059998,191.149994,190600,190.517822
"2022-06-10",187.740005,188.600006,184.449997,185.279999,337400,184.667236
"2022-06-13",181.220001,182.619995,179.139999,180.119995,242300,179.524292
"2022-06-14",180.190002,181.639999,178,179.410004,343500,178.81665
"2022-06-15",181.100006,181.789993,177.240005,179.660004,370000,179.065826
"2022-06-16",175.320007,175.619995,172.490005,173.410004,399900,172.836502
"2022-06-17",172.820007,175.690002,172.190002,173.059998,645600,172.487656
"2022-06-21",174.419998,177.179993,173.889999,176.25,260600,175.667099
"2022-06-22",174.669998,178.630005,174.389999,176.990005,298100,176.404663
"2022-06-23",176.919998,179.759995,175.979996,179.600006,397600,179.006027
"2022-06-24",180.809998,185.740005,180.809998,185.559998,681500,184.946304
"2022-06-27",186.449997,187.089996,182.839996,184.190002,462800,183.580841
"2022-06-28",184.270004,186.220001,180.720001,180.839996,332400,180.241913
"2022-06-29",182.029999,182.029999,178.190002,181.080002,264000,180.481125
