"","UAL.Open","UAL.High","UAL.Low","UAL.Close","UAL.Volume","UAL.Adjusted"
"2022-01-20",44.349998,44.84,42.810001,42.880001,15589600,42.880001
"2022-01-21",42.669998,43.02,41.27,41.650002,16065200,41.650002
"2022-01-24",40.150002,41.490002,38.84,41.389999,20952000,41.389999
"2022-01-25",40.799999,42.110001,40.560001,41.779999,11304600,41.779999
"2022-01-26",42.459999,43.060001,41.02,41.43,13585700,41.43
"2022-01-27",41.849998,42.779999,40.709999,40.93,12936400,40.93
"2022-01-28",40.650002,40.93,38.790001,40.91,14042700,40.91
"2022-01-31",40.52,42.91,40.200001,42.880001,11871000,42.880001
"2022-02-01",43.009998,44.23,42.720001,43.959999,9614300,43.959999
"2022-02-02",43.950001,45.349998,43.200001,44.119999,12135300,44.119999
"2022-02-03",43.59,44.48,43.040001,43.080002,8016500,43.080002
"2022-02-04",42.740002,43.130001,41.98,42.82,8956900,42.82
"2022-02-07",43.369999,44.990002,43.209999,44.439999,10462900,44.439999
"2022-02-08",44.990002,46.91,44.57,46.830002,12211700,46.830002
"2022-02-09",47.27,49.290001,47.200001,48.93,15867900,48.93
"2022-02-10",48.23,50.16,47.98,49.240002,16295800,49.240002
"2022-02-11",49.299999,50.25,46.59,46.970001,15711600,46.970001
"2022-02-14",47.48,48.73,46.599998,46.93,10641700,46.93
"2022-02-15",48.599998,50.509998,48.470001,50.48,17771600,50.48
"2022-02-16",50.07,50.939999,49.619999,50.209999,10118900,50.209999
"2022-02-17",49.279999,49.720001,47.939999,48.360001,9932300,48.360001
"2022-02-18",48.220001,48.91,47.23,47.43,10238300,47.43
"2022-02-22",46.599998,47.540001,45.939999,46.32,11015100,46.32
"2022-02-23",46.849998,47.049999,43.779999,43.849998,12835900,43.849998
"2022-02-24",40.75,44.220001,40.43,44.060001,19073500,44.060001
"2022-02-25",45.009998,46.490002,44.57,45.849998,15838200,45.849998
"2022-02-28",44.110001,44.799999,43.240002,44.400002,14839900,44.400002
"2022-03-01",43.639999,43.880001,41.009998,41.849998,18149000,41.849998
"2022-03-02",42.650002,43.349998,42.330002,42.419998,12915800,42.419998
"2022-03-03",42.919998,43.290001,40.099998,40.369999,15663900,40.369999
"2022-03-04",39.259998,39.48,36.16,36.709999,36645600,36.709999
"2022-03-07",36.139999,36.5,30.870001,31.200001,45172400,31.200001
"2022-03-08",31.799999,34.240002,30.540001,32.240002,34172800,32.240002
"2022-03-09",34.439999,36.459999,34.279999,34.900002,34309000,34.900002
"2022-03-10",33.700001,35.759998,33.049999,35.200001,18456400,35.200001
"2022-03-11",35.939999,36.139999,34.669998,34.869999,15575900,34.869999
"2022-03-14",34.869999,36.43,34.25,35.02,16023200,35.02
"2022-03-15",37.259998,38.779999,37,38.240002,23183200,38.240002
"2022-03-16",39.07,41.23,38.970001,41.189999,22511200,41.189999
"2022-03-17",39.869999,41.419998,39.450001,41.419998,17002100,41.419998
"2022-03-18",40.970001,42.389999,40.599998,42.349998,15842600,42.349998
"2022-03-21",41.619999,41.709999,40.459999,40.849998,14758100,40.849998
"2022-03-22",41.25,42.720001,41.169998,42.200001,13179200,42.200001
"2022-03-23",41.759998,42.110001,41.34,41.529999,9409900,41.529999
"2022-03-24",41.759998,42.860001,41.029999,42.779999,11308400,42.779999
"2022-03-25",42.68,43.950001,42.619999,43.18,12831200,43.18
"2022-03-28",43.650002,43.91,42.59,43.860001,12507800,43.860001
"2022-03-29",45.369999,46.279999,44.84,45.669998,15886500,45.669998
"2022-03-30",45.189999,46.119999,44.939999,45.860001,9884300,45.860001
"2022-03-31",46.130001,46.860001,45.619999,46.360001,11832100,46.360001
"2022-04-01",46.509998,46.799999,45.57,45.779999,9768900,45.779999
"2022-04-04",45.43,46.009998,44.330002,45.529999,8870800,45.529999
"2022-04-05",45.689999,46.040001,44.080002,44.709999,12020400,44.709999
"2022-04-06",43.259998,43.700001,41.459999,43.07,15403100,43.07
"2022-04-07",42.830002,42.860001,41.080002,42.400002,11385900,42.400002
"2022-04-08",42.27,42.77,41.599998,41.959999,9124100,41.959999
"2022-04-11",41.220001,43.459999,41.209999,42.419998,10624300,42.419998
"2022-04-12",42.57,43.32,41.790001,42.73,9933300,42.73
"2022-04-13",44.709999,45.380001,44.009998,45.139999,16966600,45.139999
"2022-04-14",45.490002,46.509998,45.040001,45.130001,12314900,45.130001
"2022-04-18",44.18,44.959999,43.459999,43.970001,12677400,43.970001
"2022-04-19",44.52,46.139999,44.48,45.950001,13667400,45.950001
"2022-04-20",46.369999,46.939999,45.75,46.52,19528700,46.52
"2022-04-21",50.439999,52.459999,50.23,50.849998,42225000,50.849998
"2022-04-22",52.009998,53.119999,51.119999,51.459999,23701400,51.459999
"2022-04-25",51.009998,51.68,49.73,51.299999,16254000,51.299999
"2022-04-26",50.740002,51.060001,48.610001,48.860001,16046100,48.860001
"2022-04-27",48.75,50.509998,48.18,50.279999,13381900,50.279999
"2022-04-28",50.700001,51.959999,49.93,51.82,12786700,51.82
"2022-04-29",51.389999,52.48,50.310001,50.5,10699200,50.5
"2022-05-02",50.490002,50.830002,48.700001,50.189999,13391900,50.189999
"2022-05-03",50.389999,51.799999,49.650002,51.380001,12214900,51.380001
"2022-05-04",51.009998,52.130001,50.07,51.900002,12953200,51.900002
"2022-05-05",50.98,51.73,48.470001,48.900002,15536300,48.900002
"2022-05-06",48.810001,48.950001,46.5,47.52,13824500,47.52
"2022-05-09",46.560001,46.880001,42.919998,43.310001,16391900,43.310001
"2022-05-10",44.200001,44.849998,43.080002,44.119999,14104700,44.119999
"2022-05-11",43.91,45.98,42.939999,43.18,15388000,43.18
"2022-05-12",42.25,42.82,40.110001,41.5,19112400,41.5
"2022-05-13",42.349998,43.639999,42.189999,43.27,13874700,43.27
"2022-05-16",43.169998,44.599998,42.98,43.540001,9832100,43.540001
"2022-05-17",45.419998,47.099998,45.400002,46.970001,13756400,46.970001
"2022-05-18",46.209999,47.16,44.27,44.630001,12138100,44.630001
"2022-05-19",43.939999,45.360001,43.869999,44.209999,10157800,44.209999
"2022-05-20",45,45.27,42.259998,43.549999,12924300,43.549999
"2022-05-23",44.139999,45.110001,43.360001,44.759998,10144100,44.759998
"2022-05-24",43.650002,43.990002,41,41.57,13328500,41.57
"2022-05-25",41.41,43.240002,41.23,43.080002,11007500,43.080002
"2022-05-26",43.73,46.639999,43.639999,46.07,13896000,46.07
"2022-05-27",46.419998,48.630001,46.400002,48.41,10995200,48.41
"2022-05-31",46.790001,48.5,46.310001,47.630001,16931800,47.630001
"2022-06-01",48.23,48.310001,44.580002,45.490002,12460200,45.490002
"2022-06-02",45.439999,46.09,44,45.77,8383500,45.77
"2022-06-03",44.84,44.91,43.419998,44.43,10410100,44.43
"2022-06-06",45.02,45.380001,44.130001,44.759998,7860200,44.759998
"2022-06-07",44.5,46.580002,44.169998,46.450001,10441700,46.450001
"2022-06-08",45.419998,46.299999,44.5,44.599998,8219300,44.599998
"2022-06-09",44.310001,44.560001,42.669998,42.700001,10364600,42.700001
"2022-06-10",41.68,43.32,40.77,41.16,16474700,41.16
"2022-06-13",39.84,39.900002,36.77,37.02,17493500,37.02
"2022-06-14",37.48,37.759998,36.049999,36.990002,12608800,36.990002
"2022-06-15",37.529999,38.82,37.099998,37.889999,16355300,37.889999
"2022-06-16",36.43,36.59,34.349998,34.779999,15128000,34.779999
"2022-06-17",34.869999,36.560001,33.860001,36.279999,19436900,36.279999
"2022-06-21",37.349998,37.450001,35.779999,36.5,10584200,36.5
"2022-06-22",35.849998,37.310001,35.700001,36.720001,9030200,36.720001
"2022-06-23",36.5,36.700001,34.77,35.810001,11778700,35.810001
"2022-06-24",35.529999,38.630001,35.529999,38.509998,13231800,38.509998
"2022-06-27",38.82,38.82,37.119999,37.200001,9770100,37.200001
"2022-06-28",38.139999,39.880001,36.869999,36.970001,12406400,36.970001
"2022-06-29",36.25,36.34,35.189999,35.68,10245100,35.68
