"","COST.Open","COST.High","COST.Low","COST.Close","COST.Volume","COST.Adjusted"
"2022-01-06",546.200012,553.52002,543.549988,549.799988,2503100,547.131897
"2022-01-07",547.549988,548.369995,534.23999,536.179993,2323900,533.577942
"2022-01-10",529.289978,530.409973,508.5,518.799988,4916800,516.282288
"2022-01-11",518.799988,522.469971,510.290009,522.030029,2457300,519.496704
"2022-01-12",522.030029,530.030029,522.01001,525.799988,1729500,523.248291
"2022-01-13",527.640015,529.049988,515.22998,516.880005,2428100,514.371643
"2022-01-14",511.570007,512.97998,501.859985,502.98999,3872500,500.549042
"2022-01-18",494.459991,495.079987,486.859985,488.070007,3801900,485.701477
"2022-01-19",489.890015,496.23999,487.100006,490.160004,2709400,487.781281
"2022-01-20",490.75,499.880005,481.839996,482.820007,2893700,480.476929
"2022-01-21",481.920013,494.609985,481.320007,481.609985,3295600,479.272766
"2022-01-24",475.549988,489.970001,469.01001,488.899994,4412600,486.527405
"2022-01-25",479.899994,482.640015,472.369995,477.320007,3076800,475.003632
"2022-01-26",483.230011,493.869995,478.769989,483.470001,3074900,481.123749
"2022-01-27",486.920013,495.790009,480.309998,482.519989,2372300,480.178375
"2022-01-28",483.73999,492.730011,475.899994,492.429993,1918500,490.040283
"2022-01-31",492,506.420013,490.630005,505.130005,2480700,502.67865
"2022-02-01",505,509.679993,496.940002,508.410004,2347200,505.942719
"2022-02-02",511.109985,523.98999,510.339996,522.02002,2547600,519.486755
"2022-02-03",515.880005,526.440002,514.210022,521.77002,2665100,520.024902
"2022-02-04",518.109985,522,510.799988,519.77002,2387400,518.031616
"2022-02-07",521.299988,522,514.22998,515.890015,1863600,514.164551
"2022-02-08",515.890015,523.390015,510.5,521.150024,1462000,519.406982
"2022-02-09",528,534.23999,525.679993,528.830017,2256700,527.06134
"2022-02-10",520.869995,524.469971,514.75,518.47998,2558900,516.74585
"2022-02-11",518.400024,521.349976,507.380005,509.670013,2349700,507.965363
"2022-02-14",508.98999,511.529999,501.440002,506.559998,1749600,504.865784
"2022-02-15",513.340027,516,510.76001,513.919983,1984600,512.201111
"2022-02-16",511.48999,514.549988,501.709991,512.400024,1770800,510.686249
"2022-02-17",509.640015,518.210022,507.029999,515.01001,2022800,513.287476
"2022-02-18",514.890015,517.900024,510.329987,512.669983,2154700,510.955292
"2022-02-22",510,514.580017,498.160004,502.179993,2451800,500.500427
"2022-02-23",502.940002,507.970001,494.779999,495.26001,2021400,493.603577
"2022-02-24",483.269989,506.549988,482.980011,505.579987,2859800,503.889038
"2022-02-25",508.579987,518.25,505.25,517.48999,2003000,515.759155
"2022-02-28",514.299988,519.630005,511.299988,519.25,2408900,517.513367
"2022-03-01",519.460022,529.359985,519.190002,522.929993,2316000,521.18103
"2022-03-02",524,533.090027,519.77002,528,2571500,526.23407
"2022-03-03",534.48999,538.960022,529.539978,533.049988,3851800,531.267151
"2022-03-04",519.5,529.919983,511.779999,525.5,4417900,523.742371
"2022-03-07",523.450012,545.289978,523.419983,528.52002,3896900,526.752319
"2022-03-08",526.219971,539.72998,522.409973,523.359985,3649700,521.609558
"2022-03-09",527.619995,530.859985,515.710022,527.650024,2789700,525.885254
"2022-03-10",523.109985,534.369995,518.140015,532.719971,1777700,530.938232
"2022-03-11",536.619995,542.650024,526.429993,527.419983,1735100,525.655945
"2022-03-14",527.77002,535.309998,523.539978,525.950012,1950000,524.190918
"2022-03-15",530,543.849976,527.919983,542.320007,2547900,540.506165
"2022-03-16",544.530029,551.619995,531.26001,543.390015,3017200,541.572571
"2022-03-17",543.349976,553.169983,543.200012,552.789978,1974200,550.941101
"2022-03-18",552.960022,562.549988,549.51001,561.349976,3597800,559.472473
"2022-03-21",560.140015,566.75,550.840027,555.530029,3136900,553.671997
"2022-03-22",556.960022,560.349976,552.330017,559.419983,1777500,557.54895
"2022-03-23",556.950012,560.690002,551.909973,554.02002,1546800,552.167053
"2022-03-24",555.51001,558.26001,549.219971,558.109985,1614200,556.243286
"2022-03-25",559.820007,560.429993,550.22998,555.710022,1974900,553.851379
"2022-03-28",556.73999,565.26001,553.5,565.210022,2056100,563.31958
"2022-03-29",568,571.219971,564.530029,569.97998,2005400,568.073669
"2022-03-30",570.950012,578.25,568.590027,576.469971,2086500,574.541931
"2022-03-31",578.700012,586.320007,575.51001,575.849976,3439800,573.92395
"2022-04-01",577.380005,582.98999,572.309998,575.570007,1933500,573.644958
"2022-04-04",573.940002,579.690002,571.469971,575.130005,2201800,573.206421
"2022-04-05",572.590027,583.97998,572.099976,575.320007,1826800,573.395752
"2022-04-06",574.030029,586.799988,570.369995,584.789978,2646200,582.834045
"2022-04-07",592.289978,612.27002,588.780029,608.049988,4804200,606.016296
"2022-04-08",606.380005,608,597.72998,600.039978,3230200,598.033142
"2022-04-11",598.789978,601,582.799988,584.669983,2792700,582.714539
"2022-04-12",586.690002,591.72998,578.76001,581.359985,2142000,579.415588
"2022-04-13",582.469971,593.48999,582.469971,591.090027,2211800,589.113098
"2022-04-14",591.780029,596.280029,587.049988,590.390015,2206200,588.415405
"2022-04-18",585.380005,592.109985,579.599976,582.119995,2161900,580.173035
"2022-04-19",583.349976,594.830017,582,594.299988,2327800,592.312256
"2022-04-20",599.150024,605.280029,597.299988,603.530029,1793300,601.511475
"2022-04-21",607.280029,609.179993,591.150024,591.73999,2027900,589.760803
"2022-04-22",590.349976,591.900024,571.049988,571.700012,2878200,569.787903
"2022-04-25",570.309998,570.330017,553.530029,568.210022,3154500,566.309631
"2022-04-26",565.25,568.340027,553.309998,553.76001,2057400,551.907898
"2022-04-27",556.190002,563.619995,552.849976,554.080017,2261600,552.226868
"2022-04-28",555.469971,564.799988,545.799988,562,2118700,561.031616
"2022-04-29",560.929993,561.580017,529.700012,531.719971,2968000,530.803772
"2022-05-02",532.22998,539.200012,518.27002,528.950012,3303400,528.038574
"2022-05-03",530,534.27002,523.700012,528.080017,2398000,527.170105
"2022-05-04",531.599976,546.140015,522.809998,544.429993,2465200,543.491882
"2022-05-05",541.570007,542.340027,512.169983,517.320007,3977000,516.428589
"2022-05-06",514.400024,516.440002,498.820007,503.359985,3560800,502.492645
"2022-05-09",496.100006,507.049988,494.339996,498.829987,3292700,497.970459
"2022-05-10",509.700012,510.630005,495.630005,501.459991,2729400,500.595917
"2022-05-11",503.920013,508,487.809998,489.079987,2782900,488.237244
"2022-05-12",486.790009,497.26001,479.76001,486.179993,2829500,485.342255
"2022-05-13",493.109985,498.790009,489.600006,497.269989,2338600,496.413147
"2022-05-16",496.140015,497.679993,489.619995,494.529999,1579700,493.677856
"2022-05-17",489.160004,493.559998,480.230011,490.470001,2602800,489.624878
"2022-05-18",460,463.859985,424.549988,429.399994,9511600,428.660095
"2022-05-19",430.369995,430.529999,418.720001,422.929993,5839600,422.201233
"2022-05-20",428.799988,428.850006,406.51001,416.429993,5115000,415.712433
"2022-05-23",420,430,416.670013,429.480011,3687200,428.73996
"2022-05-24",424.799988,438.730011,424.350006,437.709991,3473400,436.95578
"2022-05-25",436.329987,443.26001,430.829987,440.109985,3225100,439.351624
"2022-05-26",449.100006,468.049988,447.51001,464.98999,5917600,464.188751
"2022-05-27",456.799988,474.880005,455.119995,470.76001,5719600,469.948853
"2022-05-31",470.76001,470.799988,458.029999,466.220001,4424500,465.416656
"2022-06-01",469.380005,470.5,456.700012,456.98999,2319400,456.202545
"2022-06-02",460.899994,491.130005,457.880005,487.609985,4950600,486.769775
"2022-06-03",485.029999,488.149994,475.589996,476.25,2857400,475.429382
"2022-06-06",480.5,481,468.910004,472.470001,2297000,471.655884
"2022-06-07",459.910004,473.730011,459.589996,471.779999,2435500,470.967072
"2022-06-08",471.779999,474.429993,466.890015,467.98999,1697000,467.183594
"2022-06-09",467.339996,484.23999,467.149994,472.049988,3087500,471.236603
"2022-06-10",465,468.190002,457.76001,463.309998,2549900,462.511658
"2022-06-13",450,458.640015,448.899994,452.25,3113400,451.470734
"2022-06-14",452.25,458.76001,450.279999,454.799988,2224600,454.016327
"2022-06-15",458.5,464.359985,451.390015,458.790009,2250200,457.999451
"2022-06-16",450.309998,457.769989,447.970001,451.76001,2906600,450.981567
"2022-06-17",451.049988,455.690002,443.200012,446.690002,3623400,445.920319
"2022-06-21",450.549988,464.820007,449.140015,463.109985,2420600,462.311981
"2022-06-22",459.390015,464.720001,458.5,459.959991,1827500,459.167419
"2022-06-23",466.369995,476.279999,465.709991,475,2030100,474.181519
"2022-06-24",480,484.829987,476.679993,484.369995,2862600,483.53537
"2022-06-27",485.809998,487.23999,477.350006,481.75,2034700,480.919891
"2022-06-28",483.5,487.23999,467.890015,468.609985,1754600,467.802521
"2022-06-29",470.950012,472.970001,466.420013,469.839996,1275600,469.030396
