"","WRB.Open","WRB.High","WRB.Low","WRB.Close","WRB.Volume","WRB.Adjusted"
"2022-01-10",56.68,56.826668,55.913334,56.259998,928800,55.66663
"2022-01-11",56.466667,56.733334,55.619999,56.706669,857100,56.108593
"2022-01-12",56.666668,57.113335,56.34,57.006668,811800,56.40543
"2022-01-13",57.279999,58.046665,57.080002,57.493332,1049250,56.886959
"2022-01-14",56.826668,57.186668,56.419998,57.060001,828450,56.458195
"2022-01-18",56.84,56.993332,56.099998,56.486668,822300,55.890911
"2022-01-19",56.646667,56.733334,54.993332,55.02,667950,54.439713
"2022-01-20",55.133331,56.966667,55.133331,55.533333,1139850,54.947628
"2022-01-21",55.560001,56.166668,54.926666,55.026669,1138350,54.446312
"2022-01-24",54.566666,55.759998,53.34,55.573334,1432950,54.987209
"2022-01-25",54.733334,55.593334,53.773335,54.98,1529700,54.400135
"2022-01-26",55,55.786667,54.126667,54.906666,1303800,54.327572
"2022-01-27",55.306667,56.400002,54.166668,54.226665,1325850,53.654747
"2022-01-28",55.333332,57.286667,55.013332,56.439999,3494100,55.844734
"2022-01-31",55.846668,56.619999,55.726665,56.333332,3661500,55.739193
"2022-02-01",56.093334,57.540001,56.093334,57.193333,2032050,56.590122
"2022-02-02",57.233334,58.700001,57.16,58.506668,2327700,57.889606
"2022-02-03",59.080002,59.586666,58.693333,59.293331,1801950,58.667973
"2022-02-04",59.193333,60.279999,59.073334,59.84,1753200,59.208874
"2022-02-07",60.013332,61.006668,59.873333,60.540001,1550850,59.901497
"2022-02-08",60.886665,62.013332,60.599998,61.866669,1788750,61.214172
"2022-02-09",62.113335,62.526669,61.473331,61.746666,1452900,61.095432
"2022-02-10",61.400002,62.060001,60.740002,61.293331,1587900,60.646877
"2022-02-11",60.98,61.286667,59.799999,59.98,1620150,59.347397
"2022-02-14",60.013332,60.200001,58.959999,59.66,1604400,59.030777
"2022-02-15",60.273335,60.82,59.746666,60.073334,954450,59.439751
"2022-02-16",59.779999,60.773335,59.779999,60.633331,1195050,59.993839
"2022-02-17",60.313332,60.313332,59.206669,59.84,714150,59.208874
"2022-02-18",59.653332,60.439999,59.540001,60.313332,995550,59.677216
"2022-02-22",60.326668,61.026669,59.673332,60.293331,1165500,59.657425
"2022-02-23",60.873333,60.886665,59.526669,59.566666,1115550,58.938423
"2022-02-24",58.146667,58.573334,56.953335,58.433334,1369650,57.817047
"2022-02-25",58.82,60.860001,58.82,60.793331,831300,60.152153
"2022-02-28",59.099998,60.466667,59.040001,60.200001,1143300,59.565083
"2022-03-01",59.846668,60.106667,58.333332,58.786667,913350,58.166653
"2022-03-02",59.266666,60.740002,59.266666,60.360001,861150,59.723392
"2022-03-03",60.526669,61.073334,59.866669,60.246666,978600,59.611252
"2022-03-04",59.186668,60.073334,58.693333,60.060001,957750,59.426559
"2022-03-07",59.400002,59.880001,58.873333,59.266666,988650,58.64159
"2022-03-08",59.646667,61.240002,59.02,59.486668,1369950,58.945469
"2022-03-09",61.02,61.700001,60.32,61.119999,1815150,60.563942
"2022-03-10",60.48,62.066666,60.419998,61.873333,1107600,61.310421
"2022-03-11",62.153332,63.5,62.139999,62.933334,1303800,62.360779
"2022-03-14",63.68,64.306664,62.139999,62.453335,1420800,61.885147
"2022-03-15",63.139999,63.593334,62.540001,63.333332,1605000,62.757137
"2022-03-16",63.733334,63.766666,61.866669,62.693333,1653150,62.122959
"2022-03-17",62.253334,63.5,61.900002,63.493332,1206300,62.91568
"2022-03-18",63.459999,64.099998,62.553333,64,2100450,63.41774
"2022-03-21",64.833336,65.419998,64.173332,65.313332,1010700,64.719124
"2022-03-22",65.713333,66.326668,65.173332,65.886665,1216650,65.287239
"2022-03-23",65.746666,66.453331,65.239998,65.300003,939600,64.705917
"2022-03-24",64.639999,65.790001,64.5,65.339996,1411200,64.745544
"2022-03-25",65.519997,66.120003,65.330002,65.980003,1258700,65.37973
"2022-03-28",66,66.339996,65.669998,66.260002,973400,65.657181
"2022-03-29",66.610001,67,66.07,66.75,1947200,66.142723
"2022-03-30",66.860001,67.129997,66.5,67.080002,1329300,66.469719
"2022-03-31",67,67.529999,66.370003,66.589996,2608600,65.984177
"2022-04-01",66.919998,67.580002,66.690002,67.309998,1065200,66.697624
"2022-04-04",67.160004,67.160004,65.559998,65.959999,1306100,65.359909
"2022-04-05",65.910004,67.019997,65.910004,66.419998,1408900,65.81572
"2022-04-06",66.400002,67.32,66.309998,66.800003,1088000,66.192268
"2022-04-07",66.849998,67.529999,66.370003,67.269997,1067700,66.65799
"2022-04-08",67.82,68.160004,67.32,67.699997,1245000,67.084076
"2022-04-11",67.75,68.470001,67.330002,67.459999,1035700,66.84626
"2022-04-12",67.660004,68.940002,67.459999,68.519997,1628200,67.896614
"2022-04-13",68.230003,68.879997,67.529999,68.330002,1364700,67.708351
"2022-04-14",68.32,68.639999,67.879997,68.220001,5454600,67.59935
"2022-04-18",67.699997,69.449997,67.610001,69.43,1788900,68.79834
"2022-04-19",69.459999,69.68,68.639999,69.199997,1705800,68.570427
"2022-04-20",69.629997,71.269997,69.440002,71.050003,1318000,70.403603
"2022-04-21",71.239998,71.529999,69.339996,69.519997,1846600,68.88752
"2022-04-22",69.370003,69.370003,67.910004,67.970001,1302100,67.351624
"2022-04-25",67.660004,68,66.540001,67.900002,2557200,67.282257
"2022-04-26",68.300003,69.540001,66.93,67.290001,2160400,66.677811
"2022-04-27",67.589996,69.07,67.099998,68.150002,2211100,67.529984
"2022-04-28",68.57,68.889999,67.709999,68.75,1666100,68.124527
"2022-04-29",68.510002,68.580002,66.25,66.489998,2802900,65.885086
"2022-05-02",67.019997,67.32,65.099998,66.190002,2172000,65.587814
"2022-05-03",66.660004,67.739998,66.040001,67.260002,1566500,66.648087
"2022-05-04",67.440002,69.230003,67.279999,69.010002,1594900,68.382164
"2022-05-05",68.470001,69.019997,67.209999,68.059998,1123400,67.440804
"2022-05-06",67.839996,69.050003,67.290001,68.779999,1270600,68.154251
"2022-05-09",68.410004,68.589996,67.080002,67.230003,1863500,66.618355
"2022-05-10",67.580002,68.209999,65.790001,66.349998,2261000,65.746361
"2022-05-11",66.449997,67.900002,66.279999,66.660004,1563500,66.053543
"2022-05-12",66.589996,67.050003,65.5,66.349998,1895400,65.746361
"2022-05-13",66.800003,67.400002,66.339996,67.330002,1802500,66.717445
"2022-05-16",67.489998,68.330002,67.190002,67.629997,1674500,67.014709
"2022-05-17",68.43,69.370003,67.870003,69.080002,1728300,68.451523
"2022-05-18",68.790001,68.970001,67.739998,67.910004,1296600,67.292168
"2022-05-19",67.150002,67.580002,65.120003,66.290001,1747100,65.686905
"2022-05-20",66.550003,67.050003,65.529999,66.480003,4058600,65.875183
"2022-05-23",67.330002,68.440002,66.75,67.839996,1547100,67.222801
"2022-05-24",67.959999,68.900002,66.839996,68.760002,1468200,68.134438
"2022-05-25",68.220001,69.269997,68.220001,69.010002,1228600,68.382164
"2022-05-26",69.580002,70.43,69.339996,70.110001,1103900,69.472153
"2022-05-27",70.199997,70.809998,69.989998,70.800003,1203700,70.155876
"2022-05-31",70.339996,71.410004,69.790001,71.129997,1709900,70.482872
"2022-06-01",71.050003,71.580002,69.279999,70.669998,1283100,70.027054
"2022-06-02",70.790001,70.940002,70.080002,70.900002,1343900,70.254967
"2022-06-03",70.589996,70.889999,70.419998,70.610001,1001100,69.967606
"2022-06-06",71.199997,71.800003,70.650002,71.559998,775900,70.908958
"2022-06-07",71.25,72.32,71.019997,72.269997,944000,71.612495
"2022-06-08",71.860001,71.860001,70.940002,71.019997,711300,70.373871
"2022-06-09",71.040001,71.230003,69.629997,69.650002,781500,69.016342
"2022-06-10",68.620003,69.059998,67.889999,68.260002,858000,67.638985
"2022-06-13",67.099998,67.589996,65.940002,66.300003,1189400,65.696815
"2022-06-14",66.470001,67.419998,66.150002,66.739998,1319800,66.132813
"2022-06-15",67.32,68.330002,66.389999,67.010002,1311700,66.40036
"2022-06-16",66.059998,66.660004,65.360001,66.300003,1621000,65.696815
"2022-06-17",66.440002,67.239998,65.779999,66.82,2983400,66.212082
"2022-06-21",68.019997,68.019997,66.830002,67.529999,1550100,66.915627
"2022-06-22",66.68,67.480003,66.290001,66.93,1367300,66.321083
"2022-06-23",67.25,67.830002,65.620003,65.949997,1410000,65.349998
"2022-06-24",65.800003,68.139999,65.459999,68.029999,2369200,68.029999
"2022-06-27",68.139999,69.290001,67.879997,69.190002,1299000,69.190002
"2022-06-28",69.709999,70.419998,68.790001,69.089996,1265600,69.089996
"2022-06-29",69.290001,69.559998,67.260002,67.389999,1288200,67.389999
