"","PXD.Open","PXD.High","PXD.Low","PXD.Close","PXD.Volume","PXD.Adjusted"
"2020-09-30",87.089996,87.449997,85.43,85.989998,1693000,78.648872
"2020-10-01",84.830002,86.220001,83.989998,84.57,1529900,77.350105
"2020-10-02",82.059998,87.559998,81.860001,86.540001,1874300,79.151917
"2020-10-05",88,89.389999,86.419998,89.32,962900,81.694588
"2020-10-06",90.980003,92.25,87.75,88.029999,1437200,80.514717
"2020-10-07",88.010002,89.68,87.220001,88.940002,1050400,81.347038
"2020-10-08",89.709999,90.169998,88.32,89.480003,1188500,81.840927
"2020-10-09",90.07,90.550003,87.629997,88.07,1094800,80.551308
"2020-10-12",88.290001,89.209999,86.559998,88.68,890100,81.10923
"2020-10-13",88.440002,90.589996,87.709999,88.150002,771300,80.624466
"2020-10-14",88.660004,92.629997,88.660004,90.089996,1627600,82.398849
"2020-10-15",88.260002,92.370003,87.32,92.220001,854900,84.347
"2020-10-16",91.989998,92.300003,90.220001,90.260002,1013000,82.554337
"2020-10-19",90.760002,91.139999,86.980003,87.050003,2034400,79.618385
"2020-10-20",82.75,84.82,81.389999,83.529999,4188100,76.398903
"2020-10-21",82.5,83.400002,78.120003,78.440002,4633400,71.743439
"2020-10-22",78.470001,83.5,76.580002,83,5712900,75.914139
"2020-10-23",83.800003,86.269997,83.18,85.540001,2868100,78.237305
"2020-10-26",83.699997,84.540001,81.57,82.800003,3580600,75.731209
"2020-10-27",83.160004,84.919998,82.559998,83.779999,2668500,76.627541
"2020-10-28",81.169998,83.57,80.260002,80.330002,3865500,73.472076
"2020-10-29",79.059998,81.660004,76.989998,81.419998,2347300,74.469025
"2020-10-30",81.050003,81.5,77.449997,79.559998,2677200,72.767822
"2020-11-02",80.800003,84.349998,79.050003,82.800003,2503700,75.731209
"2020-11-03",84.489998,84.860001,81.25,82.199997,1779600,75.182434
"2020-11-04",82.730003,85.93,80.120003,83.5,1984900,76.371445
"2020-11-05",81.709999,85,79.470001,79.580002,2919400,72.786102
"2020-11-06",79.93,81.370003,77.099998,77.339996,2205200,70.737335
"2020-11-09",86.190002,90.580002,84.220001,88.370003,4540000,80.825691
"2020-11-10",90.239998,92.190002,86.980003,91.75,2427600,83.91713
"2020-11-11",93.360001,93.459999,89.800003,90.639999,1639800,82.901894
"2020-11-12",89.269997,91.029999,85.68,86.269997,1849900,78.904968
"2020-11-13",87.239998,91.160004,87.239998,90.669998,1427300,82.929344
"2020-11-16",94.5,95.150002,92.43,94.709999,1944000,86.624443
"2020-11-17",93.07,96.089996,92.029999,95.910004,1240200,87.721985
"2020-11-18",96.580002,98.959999,94.57,94.610001,1552900,86.532959
"2020-11-19",93.900002,96.800003,93,96.629997,1356400,88.380516
"2020-11-20",96.239998,97.25,94.870003,95.809998,1851500,87.630516
"2020-11-23",97.5,104.529999,97.300003,104.5,2153800,95.578636
"2020-11-24",108.309998,111.43,107.650002,111.349998,3011800,101.843849
"2020-11-25",110,111.190002,108.330002,109.959999,1690800,100.572517
"2020-11-27",109.620003,111.540001,109.139999,110.07,1109200,100.673119
"2020-11-30",108.589996,108.690002,100.269997,100.580002,3450500,91.993301
"2020-12-01",103.540001,103.839996,99.099998,99.800003,1750900,91.279884
"2020-12-02",99.190002,104.940002,98.589996,101.529999,1908800,92.862198
"2020-12-03",101.949997,106.739998,100.720001,105.349998,1988800,96.356071
"2020-12-04",107.599998,114.279999,107.5,114.059998,2576000,104.322487
"2020-12-07",112.720001,112.720001,109.650002,110.279999,2052800,100.865196
"2020-12-08",109.790001,115.099998,108.730003,114.269997,1952900,104.514565
"2020-12-09",115.639999,116.230003,112.25,114.43,2038500,104.660904
"2020-12-10",113.720001,119.519997,113.720001,118.790001,1991900,108.648674
"2020-12-11",117.779999,118.269997,114.339996,115.57,1729700,105.703568
"2020-12-14",118.040001,118.209999,111.910004,113.110001,1965800,103.453598
"2020-12-15",114.5,117.769997,112.470001,117.440002,1855500,107.413925
"2020-12-16",118,119.419998,115.760002,116.889999,2459500,106.910881
"2020-12-17",117.580002,117.769997,113.550003,114.379997,1981800,104.615158
"2020-12-18",114.559998,115.199997,112.620003,114.360001,3011100,104.596863
"2020-12-21",108.949997,113.639999,107.959999,110.889999,1657900,101.423111
"2020-12-22",111.5,111.629997,108.199997,108.440002,1579700,99.182281
"2020-12-23",109.779999,114.879997,109.440002,113.120003,1417000,103.46273
"2020-12-24",112.860001,112.860001,110.760002,112.489998,487800,102.886513
"2020-12-28",112.860001,113.900002,110.150002,110.650002,1010800,101.203606
"2020-12-29",111.010002,112.089996,109.110001,110.639999,1320100,101.194458
"2020-12-30",110.360001,114.919998,109.900002,114.57,1293800,105.312462
"2020-12-31",113.400002,114.809998,112.400002,113.889999,1444700,104.687408
"2021-01-04",115.019997,116.370003,111.82,113.480003,1631300,104.310539
"2021-01-05",115.169998,124.5,114.980003,121.349998,3046000,111.544632
"2021-01-06",122.389999,128.460007,121.300003,126.360001,3447400,116.149811
"2021-01-07",128.380005,133.410004,127.279999,131.990005,2931500,121.324898
"2021-01-08",133.779999,133.779999,130.119995,131.240005,3147800,120.635498
"2021-01-11",127.129997,131.770004,126.169998,131.419998,2467300,120.800934
"2021-01-12",133.25,138.419998,132.740005,135.119995,13487100,124.201973
"2021-01-13",133.679993,134.509995,129.509995,130.929993,3363500,120.350525
"2021-01-14",130.990005,134.089996,129.889999,132.380005,3052400,121.683395
"2021-01-15",130.899994,130.960007,126.309998,127.379997,2783700,117.087379
"2021-01-19",128.720001,132.970001,128.270004,132.039993,2796800,121.370834
"2021-01-20",134.529999,134.529999,130.919998,132.130005,2291400,121.453575
"2021-01-21",131.679993,132.179993,126.93,130,3598900,119.495682
"2021-01-22",126.940002,131.740005,125.760002,131.160004,2521500,120.561958
"2021-01-25",129.380005,130.470001,125.68,129.330002,1712500,118.879822
"2021-01-26",130.710007,132.389999,123.57,123.639999,2102600,113.64959
"2021-01-27",121.800003,123.900002,117.059998,117.629997,3793500,108.125214
"2021-01-28",118.480003,123.650002,115.150002,122.599998,4512100,112.693626
"2021-01-29",121.349998,124.290001,119.839996,120.900002,2748000,111.130981
"2021-02-01",122.169998,122.989998,119.07,120.260002,1830800,110.542702
"2021-02-02",124.339996,124.669998,119.389999,119.580002,2052000,109.917641
"2021-02-03",119.529999,127.339996,119.25,126.639999,2140000,116.407173
"2021-02-04",127.029999,127.580002,123.279999,126.599998,1532200,116.370399
"2021-02-05",130.330002,130.330002,126.860001,128.240005,2000900,117.877899
"2021-02-08",129,133.940002,128.449997,133.050003,2027700,122.299232
"2021-02-09",132.289993,132.800003,128.600006,129.039993,2903200,118.613243
"2021-02-10",129.509995,134.330002,129.279999,132.350006,2684800,121.655807
"2021-02-11",131.75,132.630005,127.129997,129.869995,1881700,119.37619
"2021-02-12",129,132.889999,127.809998,132.289993,2138900,121.600639
"2021-02-16",136.110001,138.960007,135.149994,136.160004,3940800,125.157944
"2021-02-17",136.720001,137.869995,134.350006,136.199997,2664900,125.194695
"2021-02-18",135.759995,136.490005,131.759995,133.009995,2637800,122.262451
"2021-02-19",133.809998,134.720001,131.809998,133.940002,2257100,123.117325
"2021-02-22",135.100006,144.229996,134.639999,139.470001,3658400,128.2005
"2021-02-23",142.009995,145.559998,133.399994,145.240005,4105700,133.504257
"2021-02-24",143.979996,151.059998,142.630005,150.059998,3230600,137.934784
"2021-02-25",151.710007,153.210007,148.139999,149.050003,2749400,137.006378
"2021-02-26",147.669998,150.259995,141.279999,148.570007,3139400,136.565201
"2021-03-01",148.880005,150.220001,146.830002,148.470001,2245100,136.473267
"2021-03-02",148.820007,150.410004,147.320007,149.75,2019500,137.649841
"2021-03-03",151.440002,158.360001,151.240005,154.160004,2983800,141.703522
"2021-03-04",155.339996,160,152.720001,158.570007,3304700,145.757156
"2021-03-05",163,165.539993,159.610001,163.589996,3494700,150.371521
"2021-03-08",165.160004,165.580002,160.509995,162.089996,2651000,148.992737
"2021-03-09",159.690002,165.169998,156.830002,156.929993,3112000,144.24968
"2021-03-10",156.710007,158.979996,152.029999,158.5,4803800,145.69281
"2021-03-11",160.130005,165.850006,159.449997,164.580002,2795600,151.28154
"2021-03-12",165.910004,166.820007,164,165.630005,1933600,152.246704
"2021-03-15",165.619995,166.259995,163.720001,165.759995,1993900,152.366211
"2021-03-16",163.970001,165.449997,161.660004,163.029999,2506000,149.856766
"2021-03-17",163.350006,169.490005,162.399994,169.270004,3077400,155.59259
"2021-03-18",168.25,168.759995,160.630005,161.880005,3481800,148.799713
"2021-03-19",162.300003,164.770004,157.899994,163.479996,4275100,150.270416
"2021-03-22",162.660004,162.949997,158.179993,158.660004,1943400,145.83989
"2021-03-23",154.820007,162.639999,153.119995,157.339996,2852800,144.626541
"2021-03-24",160.179993,164.300003,160.080002,161.300003,1946800,148.266556
"2021-03-25",157.710007,161.800003,155.820007,161.309998,1744100,148.275742
"2021-03-26",164.220001,165.490005,161.199997,164.809998,2009700,151.492966
"2021-03-29",163.830002,163.990005,158.910004,162.279999,1347400,149.167389
"2021-03-30",159.880005,161.449997,158.279999,160.619995,1164900,148.15274
"2021-03-31",159.889999,160.520004,157.820007,158.820007,2013100,146.492493
"2021-04-01",159.679993,164.779999,158.5,164.600006,2201400,151.823853
"2021-04-05",155.429993,157.259995,151.5,152.179993,4961800,140.367859
"2021-04-06",152.990005,156.539993,150.580002,151.380005,3355800,139.629974
"2021-04-07",152.259995,154.850006,151.279999,153.529999,1901200,141.613083
"2021-04-08",151.070007,151.889999,148.759995,149.490005,2562000,137.886658
"2021-04-09",149.559998,150.610001,145.520004,147.190002,1906000,135.765198
"2021-04-12",148.889999,149,143.949997,145.020004,1740700,133.763626
"2021-04-13",145.660004,147.740005,145.100006,145.679993,1760000,134.372391
"2021-04-14",146.5,153.850006,146.5,153.100006,2727100,141.216476
"2021-04-15",151.199997,153.160004,150.220001,152.220001,2293900,140.40477
"2021-04-16",153,153,148.009995,148.410004,1753900,136.890488
"2021-04-19",149.210007,151.389999,147.559998,148.580002,1374000,137.047318
"2021-04-20",147.529999,147.649994,143.369995,145.919998,2089000,134.593765
"2021-04-21",142.789993,147.669998,141.350006,147.100006,1480700,135.682175
"2021-04-22",148.259995,148.259995,145.25,146.279999,1148800,134.925842
"2021-04-23",144.649994,147.610001,144.369995,146.449997,1337400,135.082611
"2021-04-26",146.970001,149.660004,146.009995,148.979996,1082900,137.416245
"2021-04-27",148.899994,151.610001,148.160004,151.070007,1128700,139.344025
"2021-04-28",152.460007,158.440002,152.199997,157.220001,2046100,145.016663
"2021-04-29",159.089996,161.669998,156.610001,159.570007,1606300,147.184265
"2021-04-30",158,159.270004,153.529999,153.830002,1600000,141.889801
"2021-05-03",155.960007,159.330002,155.539993,158.660004,1203500,146.344894
"2021-05-04",158.339996,160.580002,155.729996,158.449997,1788300,146.151169
"2021-05-05",160.720001,166.669998,156.660004,164.339996,2730800,151.584015
"2021-05-06",162.610001,165.130005,159.330002,164.940002,1966900,152.137451
"2021-05-07",163.039993,168.539993,161.330002,167.830002,2029000,154.803116
"2021-05-10",170,175.369995,167.449997,167.580002,2496700,154.572525
"2021-05-11",157.110001,158.759995,152.710007,157.699997,6411600,145.459412
"2021-05-12",159.289993,160.529999,155.059998,156.169998,3236800,144.048157
"2021-05-13",155.899994,157.490005,149.639999,151.869995,3194200,140.08194
"2021-05-14",154.149994,157.240005,153.880005,157.050003,1985200,144.859848
"2021-05-17",157,161.210007,154.800003,161.029999,3031600,148.53093
"2021-05-18",161.639999,162.110001,157.419998,158.369995,2238000,146.077377
"2021-05-19",154.720001,156.279999,150.949997,153.089996,2875800,141.20723
"2021-05-20",152,152.440002,148,150.649994,4580800,138.956604
"2021-05-21",153.009995,156.210007,150.690002,150.720001,2354600,139.021194
"2021-05-24",152.080002,152.630005,150.139999,151.639999,2156800,139.869797
"2021-05-25",151.360001,151.929993,147.800003,148.320007,2144400,136.80751
"2021-05-26",148.660004,150.889999,148,150.289993,2534200,138.624573
"2021-05-27",151.240005,152.160004,149.070007,151.940002,3064800,140.146484
"2021-05-28",152.419998,153.300003,151.059998,152.190002,1546400,140.377106
"2021-06-01",155,162.169998,154.759995,161.440002,2887300,148.909119
"2021-06-02",162.080002,168.759995,159.820007,166.580002,2998000,153.650162
"2021-06-03",165.619995,171.429993,164.789993,170.100006,2627500,156.896927
"2021-06-04",171.220001,172.940002,168.179993,170.300003,1889100,157.08139
"2021-06-07",170.910004,171.990005,169.300003,170.710007,1298500,157.459579
"2021-06-08",169.720001,171.649994,167.039993,169.440002,1965400,156.288162
"2021-06-09",169.850006,170.710007,166.5,167.75,2879700,154.729324
"2021-06-10",167,167,161.910004,163.130005,5433400,150.467957
"2021-06-11",164.139999,164.880005,162.449997,162.899994,2659200,150.255783
"2021-06-14",165.059998,165.580002,161.850006,162.130005,2813900,149.545547
"2021-06-15",162.669998,163.850006,161.190002,162.089996,3764000,149.508652
"2021-06-16",162.639999,163.229996,160.070007,161.410004,2856500,148.881454
"2021-06-17",160.850006,163.630005,155.399994,157.5,3564400,145.274933
"2021-06-18",155,157.059998,153.419998,154.839996,9595500,142.821381
"2021-06-21",157.529999,162.009995,157.169998,161.089996,3995800,148.586288
"2021-06-22",161.220001,163.190002,159.309998,162.220001,2311400,149.628571
"2021-06-23",163.5,167.979996,163.300003,164.25,2253400,151.500992
"2021-06-24",164.130005,165.110001,162.529999,164.110001,1768300,151.371902
"2021-06-25",165.210007,166.809998,164.009995,165.169998,4576500,152.349594
"2021-06-28",164.110001,164.110001,159.100006,160.240005,2413400,147.802261
"2021-06-29",160.800003,161.729996,158.110001,158.660004,1008100,146.858124
"2021-06-30",159.960007,163.479996,159.960007,162.520004,1851600,150.43103
"2021-07-01",167.300003,168.690002,165.509995,167.399994,2267000,154.947983
"2021-07-02",166.350006,167.539993,164.490005,166.740005,1327500,154.337082
"2021-07-06",166.690002,166.690002,160.5,160.960007,1709400,148.987045
"2021-07-07",161.369995,162.520004,156.470001,157.190002,1685500,145.497467
"2021-07-08",154.630005,159.539993,154.630005,157.240005,1992900,145.543747
"2021-07-09",159.669998,159.669998,157.449997,158,1886900,146.247223
"2021-07-12",155.440002,158.259995,154.070007,157.059998,1828000,145.377121
"2021-07-13",156.949997,158.479996,155.860001,157.190002,1606700,145.497467
"2021-07-14",158.320007,159.729996,151.559998,151.860001,1941300,140.56395
"2021-07-15",149.380005,151.800003,146.289993,147.289993,2051300,136.333862
"2021-07-16",148.679993,149.5,140.440002,140.940002,3229500,130.456238
"2021-07-19",135.589996,138.380005,133.729996,136.660004,3849200,126.494591
"2021-07-20",136.690002,139.919998,135,138.949997,2373100,128.614258
"2021-07-21",141.779999,145.800003,141,145.089996,3125000,134.297531
"2021-07-22",145.039993,145.25,141.899994,143.850006,1527500,133.149765
"2021-07-23",144.210007,144.210007,140.330002,141.949997,1111200,131.391083
"2021-07-26",142.220001,146.220001,141.75,144.660004,1129000,133.899506
"2021-07-27",143.190002,143.809998,141.029999,142.679993,1281400,132.066772
"2021-07-28",143.559998,146.089996,141.429993,144.979996,1387800,134.195709
"2021-07-29",147.229996,148.419998,145,147.070007,1644000,136.130264
"2021-07-30",145.429993,145.899994,143.289993,145.369995,1712300,134.556702
"2021-08-02",145.919998,148.419998,141.410004,142.350006,2022100,131.761337
"2021-08-03",140.800003,154.899994,140.199997,153.509995,4216600,142.091187
"2021-08-04",150.220001,153.600006,148.759995,150,3346500,138.8423
"2021-08-05",152.009995,153.649994,149.330002,151.789993,1708700,140.499161
"2021-08-06",153.649994,154.490005,151.460007,151.550003,1391900,140.277023
"2021-08-09",149.009995,150.25,147.160004,148.080002,1892900,137.065125
"2021-08-10",149.449997,152.160004,148.110001,151.479996,1947900,140.212204
"2021-08-11",151.600006,154.809998,150.009995,154,1859600,142.544754
"2021-08-12",153.860001,155.360001,152.389999,154.679993,1325900,143.174149
"2021-08-13",154.600006,154.869995,151.479996,151.600006,1151400,140.323273
"2021-08-16",150,150,147.240005,147.589996,1512700,136.611557
"2021-08-17",145.669998,147.630005,143.110001,145,1745600,134.214233
"2021-08-18",145.020004,146.570007,142.169998,142.339996,1380900,131.75209
"2021-08-19",140,142.130005,137.539993,140.470001,2336400,130.021194
"2021-08-20",139.289993,142.789993,138.570007,141.320007,1773300,130.807968
"2021-08-23",145.339996,146.880005,144.660004,145.550003,1763300,134.723297
"2021-08-24",147,148.289993,145.770004,147.839996,1554200,136.842972
"2021-08-25",148.419998,150.429993,147.020004,149.149994,1196200,138.055511
"2021-08-26",147.860001,149.229996,146.350006,146.889999,1060800,135.963623
"2021-08-27",149.199997,152.639999,149.020004,151.669998,1470300,140.388077
"2021-08-30",152.009995,153.130005,150.220001,150.279999,1198300,139.101486
"2021-08-31",148.759995,151.25,147.25,149.669998,3520000,138.53685
"2021-09-01",149.809998,151.369995,146.940002,147.919998,1637400,136.917023
"2021-09-02",147.979996,151.529999,147.979996,149.850006,1441100,140.134003
"2021-09-03",149.110001,150.740005,148.080002,149.880005,1025200,140.162048
"2021-09-07",149.009995,150.130005,146.470001,147.550003,1577200,137.983109
"2021-09-08",148.880005,149.850006,145.190002,145.300003,1275500,135.878983
"2021-09-09",144.490005,151.100006,143.630005,150.300003,2112900,140.55481
"2021-09-10",152.740005,153.229996,150.279999,151.080002,1525900,141.28421
"2021-09-13",153.210007,157.949997,153.210007,154.869995,3018400,144.828491
"2021-09-14",157.020004,157.759995,152.100006,152.949997,1574300,143.03299
"2021-09-15",155.899994,160.240005,155.789993,158.660004,2730100,148.372757
"2021-09-16",158.949997,158.949997,156.089996,157.029999,1321000,146.848434
"2021-09-17",157.619995,158.320007,155.710007,157.050003,3754000,146.867126
"2021-09-20",152.889999,153.009995,146.399994,149.360001,2766500,139.675735
"2021-09-21",150.520004,152.270004,146.910004,147.949997,1430200,138.357178
"2021-09-22",150.889999,152.339996,149.339996,150.050003,2653200,140.320999
"2021-09-23",150.800003,158.600006,150.389999,157.960007,1991300,147.718155
"2021-09-24",157.009995,163.550003,157,162.029999,2299000,151.524231
"2021-09-27",166.139999,168.850006,164.330002,168.020004,2339800,157.12587
"2021-09-28",170.139999,171.190002,167.559998,169.539993,3288200,158.547302
"2021-09-29",168.619995,171.479996,165.919998,170.300003,1793000,159.785812
"2021-09-30",170,170.240005,166.440002,166.509995,2101200,156.229797
"2021-10-01",168.169998,175.039993,167.550003,174.679993,2696800,163.895386
"2021-10-04",177.5,182.630005,176.550003,178.970001,3294300,167.920547
"2021-10-05",181.619995,184.690002,179.449997,181.960007,3167600,170.725952
"2021-10-06",178.5,183.199997,176.919998,181.800003,2411200,170.575806
"2021-10-07",180.960007,184.869995,180.100006,184.660004,2492100,173.259247
"2021-10-08",186.520004,194.080002,186.520004,193.080002,3814100,181.159409
"2021-10-11",195.610001,196.639999,192.990005,193.059998,3030600,181.14064
"2021-10-12",192.570007,194.410004,189.850006,191.360001,1804900,179.545578
"2021-10-13",188.25,191.830002,186.5,190.759995,2275700,178.98262
"2021-10-14",193.5,194.5,190.779999,191.25,1923100,179.442383
"2021-10-15",194,194.309998,190,190.089996,1878000,178.353989
"2021-10-18",192.839996,194.789993,189.160004,189.929993,2405800,178.203857
"2021-10-19",190.830002,192.309998,189.100006,190.889999,1356400,179.104599
"2021-10-20",189,192.660004,188.289993,192.050003,1523800,180.192993
"2021-10-21",190.789993,191.600006,185.880005,188.679993,1488200,177.031036
"2021-10-22",190.25,191.940002,187.009995,191.619995,1660400,179.78952
"2021-10-25",195,195.690002,191.479996,192.690002,2105100,180.793472
"2021-10-26",193,193.460007,190.889999,191.910004,1643400,180.06163
"2021-10-27",189.169998,193.410004,188.270004,188.630005,1590200,176.984131
"2021-10-28",188.169998,189.970001,187.399994,189.869995,992400,178.147568
"2021-10-29",189.520004,190.199997,186.009995,186.979996,1376700,175.436005
"2021-11-01",189.990005,190.960007,188.910004,189.889999,1426600,178.166351
"2021-11-02",188.850006,191.25,188.160004,189.740005,1460100,178.02562
"2021-11-03",187.100006,192.910004,184.75,189.830002,2769100,178.110062
"2021-11-04",193,193.860001,182.279999,185.820007,3503900,174.347626
"2021-11-05",188.740005,189.029999,184.350006,185.300003,2601100,173.859726
"2021-11-08",188,189.669998,185.789993,186.449997,1911600,174.938721
"2021-11-09",185.720001,187.979996,182.050003,187.339996,1961100,175.773758
"2021-11-10",186.720001,187.020004,180.5,182.279999,1793600,171.026184
"2021-11-11",183.789993,185.970001,182.800003,183,1322700,171.701721
"2021-11-12",181.210007,183.289993,180.759995,183.240005,1033800,171.92691
"2021-11-15",182.089996,184.270004,179.5,182.660004,1851200,171.382721
"2021-11-16",183.279999,185.020004,180.240005,183.070007,1575600,171.767395
"2021-11-17",181.75,184.990005,179.25,180.25,1443300,169.121506
"2021-11-18",180.440002,182.410004,178.330002,179.710007,1875900,168.614853
"2021-11-19",176.5,178.240005,173.880005,176.460007,2506600,165.565506
"2021-11-22",176.419998,183.380005,175.580002,180.479996,1937900,169.337296
"2021-11-23",183.779999,191.210007,183.240005,188.059998,2922600,176.449341
"2021-11-24",187.699997,192.740005,187.220001,190.25,2584800,178.50412
"2021-11-26",183,183.199997,177.440002,181.729996,2356600,170.510132
"2021-11-29",183.869995,186.990005,182.149994,183.360001,2198200,174.946777
"2021-11-30",178.740005,181.919998,176.809998,178.320007,3963500,170.138046
"2021-12-01",182.630005,183.429993,174.25,174.300003,2259300,166.30249
"2021-12-02",173.399994,178.279999,170.869995,177.009995,2127300,168.888153
"2021-12-03",180.830002,181.720001,175.110001,176.889999,1825000,168.773636
"2021-12-06",179.779999,182.059998,176.309998,179.520004,1690900,171.28299
"2021-12-07",183.020004,188.139999,182.960007,185.740005,2063200,177.217575
"2021-12-08",186.270004,187.380005,184.130005,185.279999,1438100,176.778671
"2021-12-09",183.990005,184.940002,181.940002,183.089996,1182300,174.689163
"2021-12-10",184.679993,185,179.789993,184.25,1462200,175.795929
"2021-12-13",182.089996,182.710007,176.789993,178.880005,1734000,170.672348
"2021-12-14",177.5,180.009995,176.509995,177.520004,2388900,169.374756
"2021-12-15",177.089996,178.470001,171.190002,174.160004,2585200,166.168915
"2021-12-16",176.520004,180.649994,175.899994,177.320007,2182600,169.183929
"2021-12-17",176.539993,176.539993,171.289993,173.690002,3214300,165.720459
"2021-12-20",169.369995,172.860001,166.970001,172.649994,1942500,164.72818
"2021-12-21",175.690002,179.169998,174.440002,177.929993,1582500,169.765915
"2021-12-22",177.300003,182.119995,175.800003,181,1357000,172.695068
"2021-12-23",182.039993,183.949997,180.009995,180.029999,913900,171.769577
"2021-12-27",179.649994,186.050003,177.119995,185.770004,1105800,177.246201
"2021-12-28",186.929993,187.679993,182.399994,183.809998,878500,175.376129
"2021-12-29",183.240005,185.770004,182.190002,183.559998,789700,175.137604
"2021-12-30",183.699997,184.860001,181.220001,181.279999,723900,173.548401
"2021-12-31",180.419998,183.100006,180.419998,181.880005,729100,174.122803
"2022-01-03",180.690002,187.289993,179.800003,186.889999,1483600,178.919128
"2022-01-04",189.5,193.119995,187.529999,191.279999,3013900,183.121887
"2022-01-05",193.330002,196.5,192.039993,192.919998,3036800,184.691956
"2022-01-06",198.660004,200.610001,196.389999,198.330002,3349400,189.871216
