"","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"2022-01-20",125.769997,127.279999,123.220001,123.400002,694000,120.883766
"2022-01-21",122.82,124.290001,122.25,123.220001,785200,120.707428
"2022-01-24",121.489998,123.739998,117.860001,123.019997,910600,120.511505
"2022-01-25",120.989998,124.970001,119.849998,124.739998,837400,122.196434
"2022-01-26",126.220001,128.639999,123.32,123.589996,704000,121.069878
"2022-01-27",124.150002,126.279999,121.790001,122.580002,570000,120.080482
"2022-01-28",122.32,125.470001,120.790001,125.449997,569500,122.89196
"2022-01-31",124.440002,127.720001,123.410004,127.489998,2060500,124.890358
"2022-02-01",127.25,127.760002,124.010002,126.480003,511300,123.900963
"2022-02-02",126.480003,127.650002,126.470001,126.769997,446100,124.185036
"2022-02-03",125.449997,126.639999,124.459999,124.650002,583900,122.108276
"2022-02-04",123.349998,124.459999,121.290001,122.839996,413300,120.335175
"2022-02-07",122.839996,123.839996,122.239998,122.529999,362500,120.031502
"2022-02-08",123.110001,124.220001,122.349998,122.790001,396900,120.286201
"2022-02-09",124.870003,126.519997,124.730003,126.489998,440600,123.910751
"2022-02-10",124.959999,127.370003,123.150002,124,460200,121.471527
"2022-02-11",123.059998,126.220001,119.699997,120.230003,1008400,117.778404
"2022-02-14",120.690002,121.370003,116.610001,118.120003,910000,115.711426
"2022-02-15",119.150002,120.470001,118.650002,118.989998,472400,116.563683
"2022-02-16",119.489998,120.160004,118.370003,119.709999,513400,117.269005
"2022-02-17",119.32,120.360001,118.110001,118.389999,375900,115.975922
"2022-02-18",118.150002,119.940002,117.730003,118.080002,476100,115.672249
"2022-02-22",118,119.550003,116.910004,118.309998,430300,115.897552
"2022-02-23",118.910004,119.959999,115.690002,115.790001,406700,113.42894
"2022-02-24",114,117.669998,113.099998,117.260002,573900,114.868965
"2022-02-25",118.019997,120.379997,117.709999,120.349998,460600,117.89595
"2022-02-28",117.959999,119.93,116.610001,117.580002,622300,115.182442
"2022-03-01",117.769997,118.269997,115.190002,116.400002,609700,114.026497
"2022-03-02",117.540001,119.889999,117.199997,119.360001,611500,116.92614
"2022-03-03",120,120.639999,118.519997,120.120003,428700,117.670647
"2022-03-04",118.529999,120.150002,117.589996,120.07,314900,117.621666
"2022-03-07",119.980003,120.220001,115.879997,116.110001,389500,113.742416
"2022-03-08",116.349998,120.129997,115.779999,118.699997,401900,116.279594
"2022-03-09",120.610001,122,119.230003,119.400002,369500,116.965324
"2022-03-10",117.510002,120.040001,117.040001,119.57,509800,117.131859
"2022-03-11",120.410004,121.449997,118.379997,118.440002,347900,116.024902
"2022-03-14",119,119.889999,115.860001,116.339996,464300,113.96772
"2022-03-15",116.160004,117.349998,115.239998,116.639999,566700,115.322243
"2022-03-16",117.589996,118.68,114.68,117.699997,386500,116.370262
"2022-03-17",116.779999,118.330002,116.489998,117.629997,390200,116.301056
"2022-03-18",117.449997,118.010002,116.690002,117.379997,905200,116.053879
"2022-03-21",117.220001,118.550003,116.699997,117.379997,368600,116.053879
"2022-03-22",118.599998,119.68,118.199997,118.620003,361200,117.279877
"2022-03-23",118.550003,118.650002,116.910004,117.040001,350200,115.717728
"2022-03-24",117.019997,118.07,116.650002,117.639999,299600,116.310944
"2022-03-25",118.199997,119.769997,117.800003,119.580002,331100,118.229027
"2022-03-28",119.949997,119.949997,118.410004,119.290001,394800,117.942307
"2022-03-29",120.160004,124.190002,120.150002,124.019997,592400,122.618866
"2022-03-30",124.230003,124.699997,123.089996,124.099998,556900,122.69796
"2022-03-31",124.089996,125.099998,122.059998,122.07,533700,120.690895
"2022-04-01",123.129997,124.300003,121.849998,124.230003,576900,122.8265
"2022-04-04",123.5,124,121.400002,122.980003,417700,121.590622
"2022-04-05",122.980003,123.93,121.129997,121.459999,395100,120.087784
"2022-04-06",121.480003,122.75,120.349998,122.339996,635400,120.95784
"2022-04-07",122.050003,122.050003,118.410004,119.779999,529700,118.426765
"2022-04-08",119.839996,121.360001,119,120.980003,331100,119.613213
"2022-04-11",121,121.760002,119.980003,120.599998,237500,119.237503
"2022-04-12",120.099998,122.059998,120.099998,120.540001,279900,119.178185
"2022-04-13",121.260002,122.400002,120.5,122.169998,291700,120.789764
"2022-04-14",122.580002,124.199997,122.580002,123.260002,454600,121.867455
"2022-04-18",123.139999,124.309998,121.669998,122.43,293600,121.046829
"2022-04-19",122.910004,124.889999,122.910004,124.809998,312700,123.39994
"2022-04-20",125.25,127.099998,125.25,126.480003,365400,125.051079
"2022-04-21",127.620003,128.130005,125.199997,125.290001,317400,123.874519
"2022-04-22",125.129997,125.349998,121.580002,121.790001,432300,120.414063
"2022-04-25",121.519997,121.769997,118.190002,120.629997,660200,119.267166
"2022-04-26",120.57,121.809998,119.349998,119.580002,515000,118.229027
"2022-04-27",120.010002,120.599998,118.620003,118.720001,371300,117.378746
"2022-04-28",119.449997,121.720001,118.050003,121.489998,354900,120.117447
"2022-04-29",120.790001,121.43,116.910004,117.059998,1264700,115.737495
"2022-05-02",117.650002,118.470001,112.709999,115.220001,683500,113.918289
"2022-05-03",115.809998,118.730003,114.300003,118.120003,712500,116.785522
"2022-05-04",118.349998,122.169998,118,121.650002,681100,120.275642
"2022-05-05",120.440002,123.459999,116.489998,117.580002,722400,116.251625
"2022-05-06",116.830002,117.360001,113.709999,115.139999,493700,113.839188
"2022-05-09",113.839996,114.059998,111.169998,111.510002,533300,110.250198
"2022-05-10",112.410004,113.669998,108.529999,109.580002,536300,108.342003
"2022-05-11",110.410004,112.669998,108.589996,108.82,576600,107.590591
"2022-05-12",109.309998,112.790001,108.889999,112.769997,913900,111.495964
"2022-05-13",113.559998,116.129997,113.010002,115.970001,626000,114.659813
"2022-05-16",116,116.75,115.279999,115.559998,474600,114.25444
"2022-05-17",116.5,118.550003,116.139999,118.459999,399200,117.121681
"2022-05-18",117.900002,117.900002,113.050003,113.470001,379400,112.188057
"2022-05-19",112.220001,114.010002,110.82,111.209999,382100,109.95359
"2022-05-20",112.550003,112.870003,107.540001,109.400002,462900,108.16404
"2022-05-23",111.209999,111.57,107.730003,109.599998,414800,108.361778
"2022-05-24",109.099998,111.410004,106.519997,111.18,357600,109.923927
"2022-05-25",110.800003,112.43,110.449997,112.080002,339700,110.813759
"2022-05-26",113.190002,114.110001,112.169998,113.089996,374900,111.812347
"2022-05-27",113.650002,116.050003,113.650002,115.910004,268900,114.600494
"2022-05-31",115.230003,115.5,114,114.970001,578400,113.671112
"2022-06-01",115.220001,115.220001,111.730003,113.68,314200,112.395683
"2022-06-02",113.169998,113.93,112.089996,113.910004,420500,112.623093
"2022-06-03",113.519997,113.690002,111.620003,111.919998,329600,110.655563
"2022-06-06",112.690002,113.160004,109.720001,110.470001,454600,109.221954
"2022-06-07",109.940002,112.290001,109.150002,112.260002,286200,110.99173
"2022-06-08",110.940002,111.120003,108.93,109.230003,355100,107.995964
"2022-06-09",109.110001,109.209999,105.110001,105.160004,345900,103.971947
"2022-06-10",103.199997,104.25,101.919998,101.949997,598800,100.798203
"2022-06-13",100.230003,100.370003,96.279999,96.82,778900,95.726158
"2022-06-14",96.980003,97.75,94.480003,95.160004,965600,94.084923
"2022-06-15",96.349998,97.839996,95.300003,95.93,725100,94.846214
"2022-06-16",93.959999,95.120003,92.82,93.849998,680000,92.789711
"2022-06-17",94.389999,96.620003,93.959999,94.709999,1013500,93.639999
"2022-06-21",95.870003,96.639999,94.489998,94.760002,528000,94.760002
"2022-06-22",92.809998,96.139999,92.019997,94.330002,549500,94.330002
"2022-06-23",94.669998,97.459999,94.639999,97.150002,889400,97.150002
"2022-06-24",97.860001,99.919998,97.760002,99.529999,470300,99.529999
"2022-06-27",99.550003,101.419998,98.75,100.269997,432900,100.269997
"2022-06-28",100.360001,102.309998,98.169998,98.279999,515900,98.279999
"2022-06-29",97.860001,97.860001,96.160004,96.93,638700,96.93
