"","PFG.Open","PFG.High","PFG.Low","PFG.Close","PFG.Volume","PFG.Adjusted"
"2022-01-07",75.489998,76.739998,74.919998,76.260002,1536800,74.845245
"2022-01-10",76.790001,76.839996,75.089996,75.809998,1443700,74.40358
"2022-01-11",76.330002,76.940002,75.5,76.82,823700,75.394852
"2022-01-12",77.110001,77.68,76.07,76.519997,882500,75.10041
"2022-01-13",77.220001,77.519997,76.230003,76.580002,935800,75.159309
"2022-01-14",75.389999,76.889999,74.959999,76.82,828100,75.394852
"2022-01-18",76.690002,76.830002,75.160004,75.800003,1315100,74.393776
"2022-01-19",76.019997,76.019997,74.43,74.589996,949400,73.206223
"2022-01-20",74.709999,75.68,73.5,73.639999,1673100,72.273842
"2022-01-21",73.120003,73.830002,71.660004,72,1670900,70.664268
"2022-01-24",70.650002,72.389999,68.489998,72.160004,1950600,70.821304
"2022-01-25",71.199997,73.059998,69.330002,72.620003,1478100,71.272774
"2022-01-26",73.18,74.690002,72.040001,73.059998,1272600,71.704597
"2022-01-27",74.18,75.5,71.839996,72.410004,1257900,71.066666
"2022-01-28",71.830002,72.18,70.099998,72.099998,1166500,70.762413
"2022-01-31",72.489998,73.150002,70.75,73.059998,2415800,71.704597
"2022-02-01",72.800003,74.379997,72.010002,74.18,1381700,72.803825
"2022-02-02",74.120003,74.849998,73.480003,74.019997,1281700,72.64679
"2022-02-03",74.379997,74.379997,72.589996,72.699997,1133000,71.35128
"2022-02-04",72.620003,75.610001,72.440002,74.769997,1580100,73.382881
"2022-02-07",74.940002,76.260002,74.849998,74.940002,2032000,73.549728
"2022-02-08",76.5,78.260002,75.330002,78.190002,2971900,76.739441
"2022-02-09",78.690002,79.18,78,78.949997,1664200,77.485336
"2022-02-10",79,80.360001,78.160004,78.589996,1750000,77.132011
"2022-02-11",78.239998,78.940002,75.639999,76.040001,2545800,74.629326
"2022-02-14",76.169998,76.589996,73.410004,74.190002,2108400,72.813644
"2022-02-15",75.099998,76.089996,74.610001,75.769997,1325500,74.364326
"2022-02-16",75.300003,76.360001,74.940002,75.650002,1534700,74.246552
"2022-02-17",74.800003,75.129997,72.629997,72.82,1973600,71.469063
"2022-02-18",72.629997,73.449997,72.349998,72.480003,2240900,71.135368
"2022-02-22",71.800003,72.510002,70.5,71.099998,1471500,69.780968
"2022-02-23",71.699997,72.160004,69.370003,69.559998,2747600,68.269531
"2022-02-24",67.169998,68.82,66.18,68.5,1779100,67.229195
"2022-02-25",68.940002,71.75,68.919998,71.690002,3103600,70.360023
"2022-02-28",69.730003,71.209999,69.589996,70.639999,2899600,69.329498
"2022-03-01",69.709999,70.150002,66.860001,67.470001,3206300,66.218307
"2022-03-02",68.510002,70.279999,68.120003,69.370003,2113700,68.083061
"2022-03-03",69.68,70.150002,67.860001,69.010002,1579900,67.729744
"2022-03-04",67.650002,67.739998,66.330002,67.059998,1302600,65.81591
"2022-03-07",66.230003,66.339996,64.349998,64.370003,1708000,63.175823
"2022-03-08",64.620003,66.980003,64.559998,64.889999,2369100,63.686172
"2022-03-09",65.480003,67.25,65.419998,66.169998,1093000,65.589325
"2022-03-10",65.239998,66.129997,64.800003,65.559998,775700,64.984673
"2022-03-11",66.339996,66.830002,64.980003,65.059998,1342300,64.489059
"2022-03-14",66.150002,67.309998,66,66.209999,2011300,65.628975
"2022-03-15",66.699997,67.669998,66.349998,67.480003,2786100,66.887833
"2022-03-16",68.18,70.080002,68.18,69.559998,1885000,68.94957
"2022-03-17",69.160004,70.18,68.43,70.040001,1362800,69.425362
"2022-03-18",69.720001,70.160004,68.720001,70.029999,3581700,69.415451
"2022-03-21",70.769997,70.919998,69.32,69.839996,2027300,69.227112
"2022-03-22",70.730003,71.949997,70.650002,70.980003,2195600,70.357117
"2022-03-23",71.07,71.529999,70.519997,70.790001,1844000,70.168777
"2022-03-24",71.07,72.199997,70.599998,71.849998,2637100,71.219475
"2022-03-25",71.690002,73.620003,71.489998,73.599998,1148700,72.954117
"2022-03-28",73.709999,73.709999,72.720001,73.370003,2281900,72.726143
"2022-03-29",74.169998,74.900002,73.730003,74.589996,1817900,73.935432
"2022-03-30",74.629997,75.260002,74.169998,74.559998,1059300,73.905693
"2022-03-31",74.599998,75.260002,73.400002,73.410004,2060200,72.765793
"2022-04-01",74.209999,74.760002,73.269997,73.889999,1186000,73.241577
"2022-04-04",73.510002,73.82,72.57,73.410004,1230300,72.765793
"2022-04-05",73.400002,75.010002,73.239998,74.379997,1409500,73.727272
"2022-04-06",74.029999,74.580002,73.529999,73.970001,1802400,73.320877
"2022-04-07",73.720001,73.739998,71.449997,73.059998,1593700,72.418854
"2022-04-08",73.57,74.160004,73.080002,73.620003,1608000,72.973946
"2022-04-11",74.419998,74.529999,73.230003,73.300003,1233200,72.656754
"2022-04-12",73.610001,74.809998,72.699997,72.980003,1172700,72.339561
"2022-04-13",72.550003,74.010002,72.510002,74,1006700,73.350609
"2022-04-14",74.029999,74.919998,73.900002,73.949997,1095200,73.301048
"2022-04-18",73.639999,74.400002,73.480003,73.919998,1036100,73.271309
"2022-04-19",73.93,75.330002,73.93,75.169998,1314200,74.510338
"2022-04-20",75.510002,76.629997,75.400002,76.209999,1122800,75.541214
"2022-04-21",76.879997,77.220001,74.879997,75.019997,1046700,74.361656
"2022-04-22",74.610001,74.610001,72.230003,72.339996,1308400,71.705177
"2022-04-25",71.940002,72.080002,69.330002,71.849998,2003300,71.219475
"2022-04-26",70.650002,71.839996,69.839996,69.860001,1839200,69.246941
"2022-04-27",69.760002,70.690002,69.190002,69.919998,1520200,69.306412
"2022-04-28",70.400002,70.949997,69,70.639999,1976500,70.020096
"2022-04-29",69.830002,70.739998,67.910004,68.139999,2222200,67.542038
"2022-05-02",68.220001,68.809998,67.360001,68.779999,1924300,68.176414
"2022-05-03",69.080002,70.580002,68.68,69.860001,1498000,69.246941
"2022-05-04",69.959999,73.519997,69.779999,73.410004,2348100,72.765793
"2022-05-05",72.690002,73.029999,70.519997,71.510002,2385900,70.882462
"2022-05-06",71.489998,71.57,69.480003,70.260002,3970000,69.643433
"2022-05-09",69.620003,70.360001,68.419998,68.989998,1798700,68.384575
"2022-05-10",69.830002,70.400002,67.540001,69.129997,1618900,68.523346
"2022-05-11",69.110001,70.360001,67.980003,68.07,1359000,67.472649
"2022-05-12",68.010002,68.32,65.980003,67.620003,1757900,67.026604
"2022-05-13",68.099998,70.730003,68.040001,70.019997,2264500,69.405533
"2022-05-16",70.230003,70.730003,69.25,70.080002,2671900,69.465012
"2022-05-17",71.269997,73.199997,70.849998,72.769997,1805800,72.131401
"2022-05-18",72.139999,72.269997,71.239998,71.440002,2330500,70.81308
"2022-05-19",70.370003,72.099998,69.559998,69.75,4004500,69.137909
"2022-05-20",70.360001,70.790001,67.760002,69.239998,2435800,68.632378
"2022-05-23",70.389999,70.949997,69.559998,70.529999,1637600,69.911064
"2022-05-24",69.940002,70.550003,68.050003,70.339996,2081900,69.722725
"2022-05-25",70.459999,71.410004,70.059998,70.959999,1808900,70.337288
"2022-05-26",71.610001,72.25,71.260002,71.980003,1461200,71.348343
"2022-05-27",72.389999,72.959999,71.779999,72.940002,1349600,72.299911
"2022-05-31",72.459999,73.57,71.769997,72.93,2696800,72.290001
"2022-06-01",72.589996,72.629997,70.059998,71.599998,1513200,71.599998
"2022-06-02",71.720001,72.199997,70.870003,72.190002,1213500,72.190002
"2022-06-03",71.830002,72.029999,70.779999,70.879997,1230400,70.879997
"2022-06-06",71.410004,72.300003,70.839996,71.730003,1042500,71.730003
"2022-06-07",71.290001,72.330002,70.779999,72.199997,1274900,72.199997
"2022-06-08",71.82,72.360001,71.239998,71.620003,821900,71.620003
"2022-06-09",71.610001,72.040001,70.290001,70.290001,1264200,70.290001
"2022-06-10",68.93,68.970001,66.300003,66.330002,1652500,66.330002
"2022-06-13",64.68,64.900002,63.189999,63.59,1426700,63.59
"2022-06-14",63.959999,64.900002,63.380001,63.939999,1376800,63.939999
"2022-06-15",64.82,66.010002,63.93,64.959999,1622400,64.959999
"2022-06-16",63.709999,63.779999,61.98,62.84,2965600,62.84
"2022-06-17",62.849998,64.080002,62.419998,63.860001,4598000,63.860001
"2022-06-21",65.160004,65.769997,64.080002,65.480003,1622400,65.480003
"2022-06-22",64.300003,65.940002,64.190002,65.510002,1387900,65.510002
"2022-06-23",65.779999,65.879997,64.220001,65.199997,1355900,65.199997
"2022-06-24",65.82,68.650002,65.690002,68.550003,2380900,68.550003
"2022-06-27",65.209999,69.050003,65.209999,67.779999,1711000,67.779999
"2022-06-28",68.339996,69.550003,67.830002,68.110001,1168500,68.110001
"2022-06-29",68.099998,68.379997,67.290001,67.330002,993900,67.330002
