"","CE.Open","CE.High","CE.Low","CE.Close","CE.Volume","CE.Adjusted"
"2022-01-14",171.729996,173.949997,169.940002,173.529999,543800,170.899841
"2022-01-18",172.410004,172.75,169.369995,170.520004,673400,167.935455
"2022-01-19",171.619995,171.619995,167.970001,168.100006,474800,165.552155
"2022-01-20",168.259995,169.070007,164.649994,164.990005,513400,162.489288
"2022-01-21",164.550003,165.419998,160.240005,160.649994,543900,158.215057
"2022-01-24",158.089996,161.559998,155.830002,160.800003,871300,158.362793
"2022-01-25",159.110001,161.470001,154.679993,159.839996,627900,157.417343
"2022-01-26",160.889999,163.630005,158.080002,159.639999,687100,157.220383
"2022-01-27",161.820007,165.479996,159.199997,160.070007,912300,157.643875
"2022-01-28",161.130005,161.130005,149.179993,153.179993,1890200,150.858276
"2022-01-31",150.720001,155.850006,149.300003,155.710007,1301900,153.349945
"2022-02-01",155.199997,158.130005,152.729996,157.630005,933900,155.240845
"2022-02-02",157.179993,160.070007,155.570007,158.850006,769600,156.442337
"2022-02-03",157.75,161.419998,157.729996,159.869995,691600,157.446869
"2022-02-04",158.509995,160.559998,155.089996,156.509995,883600,154.137802
"2022-02-07",157.199997,157.199997,154.050003,155.100006,652400,152.749191
"2022-02-08",155,158.740005,154.990005,158.279999,622900,155.880981
"2022-02-09",159.869995,161.369995,159.130005,160.600006,659900,158.165833
"2022-02-10",159.089996,162.080002,159.089996,160.020004,604800,157.59462
"2022-02-11",159.5,160.279999,155.169998,155.570007,809300,153.212051
"2022-02-14",156.240005,156.630005,152.199997,154.169998,1077400,151.833282
"2022-02-15",155.339996,159.220001,155.089996,158.309998,591200,155.910507
"2022-02-16",156.679993,158.240005,154.570007,156.089996,636500,153.724167
"2022-02-17",154.179993,154.970001,152.589996,152.929993,560200,150.612061
"2022-02-18",156.300003,158.029999,142.910004,144.25,2863400,142.698135
"2022-02-22",141,145.570007,140.759995,144.070007,1874400,142.520096
"2022-02-23",145,145.550003,138.139999,138.5,1386500,137.009995
"2022-02-24",134.820007,137.460007,133.5,137.210007,1672000,135.733887
"2022-02-25",138.100006,142.199997,138.059998,141.279999,1145600,139.760101
"2022-02-28",138.369995,139.800003,136.589996,139.279999,2049600,137.781616
"2022-03-01",139.440002,140.309998,134.389999,135.660004,2138500,134.200546
"2022-03-02",136.710007,143.910004,136.460007,143.289993,1703000,141.748459
"2022-03-03",144.179993,145.919998,143.289993,144.729996,1495100,143.172958
"2022-03-04",141.610001,142.75,138.720001,141.899994,1149100,140.373413
"2022-03-07",140.229996,141.100006,133.380005,133.619995,1493600,132.182495
"2022-03-08",135.369995,137.740005,132.259995,133.899994,1267200,132.459488
"2022-03-09",137.300003,140.259995,136.440002,138.610001,1322000,137.11882
"2022-03-10",136.479996,139.089996,136.479996,138.580002,1279500,137.089142
"2022-03-11",139.380005,141.389999,137.880005,138.009995,1281100,136.525269
"2022-03-14",139.270004,142.759995,137.820007,139.809998,1272100,138.305908
"2022-03-15",140.160004,140.940002,135.199997,138.539993,1556300,137.049576
"2022-03-16",140.179993,143.080002,139.339996,142.240005,916900,140.709763
"2022-03-17",140.710007,142.820007,139.789993,142.570007,1030100,141.036224
"2022-03-18",144.160004,144.160004,139.679993,142.850006,2056000,141.313202
"2022-03-21",143.529999,144.880005,141.720001,142.75,776200,141.214279
"2022-03-22",144.089996,144.589996,142.429993,143.679993,723600,142.134277
"2022-03-23",143.110001,143.589996,141.470001,141.490005,528800,139.967834
"2022-03-24",142.339996,144.050003,141.639999,143.860001,539800,142.312332
"2022-03-25",143.25,144.529999,142.789993,144.110001,539000,142.559647
"2022-03-28",143.839996,143.860001,141.470001,143.809998,593700,142.262878
"2022-03-29",145.490005,147.139999,144.889999,146.330002,763200,144.755753
"2022-03-30",146.330002,146.399994,144.070007,144.639999,762200,143.083939
"2022-03-31",144,145.809998,142.839996,142.869995,873200,141.332993
"2022-04-01",145.320007,145.320007,141.210007,143.679993,802400,142.134277
"2022-04-04",143.679993,144.460007,142.100006,143.380005,732500,141.837509
"2022-04-05",142.919998,143.789993,141.889999,142.520004,878800,140.986755
"2022-04-06",141.470001,141.639999,138.770004,140.440002,942000,138.929138
"2022-04-07",140.600006,141.889999,138.630005,141.130005,701800,139.61171
"2022-04-08",142.919998,146.509995,142.470001,144.470001,940300,142.915787
"2022-04-11",143.919998,147.699997,143.410004,144.979996,989600,143.420273
"2022-04-12",145.210007,147.649994,143.320007,143.970001,760600,142.421158
"2022-04-13",143.460007,147.330002,142.970001,147.119995,718300,145.537262
"2022-04-14",147.990005,149.389999,145.119995,145.169998,987000,143.608246
"2022-04-18",145.25,146.589996,144.490005,145.320007,452000,143.756638
"2022-04-19",145.25,148.039993,144.690002,147.389999,792500,145.804352
"2022-04-20",148.309998,150,147.929993,148.339996,965300,146.744141
"2022-04-21",150.619995,151.919998,147.630005,148.039993,547400,146.447357
"2022-04-22",147.039993,147.039993,142.660004,142.710007,486400,141.174713
"2022-04-25",141.050003,142.320007,136.889999,141.910004,713200,140.383316
"2022-04-26",141.479996,143.619995,139.240005,139.240005,498500,137.74205
"2022-04-27",139.800003,142.279999,138.470001,140.070007,969900,139.243134
"2022-04-28",140.619995,143.770004,138.679993,142.929993,1408900,142.086227
"2022-04-29",149.399994,153.979996,146.309998,146.940002,1766900,146.072571
"2022-05-02",147.330002,148.960007,142.759995,145.949997,1221500,145.088409
"2022-05-03",146.690002,150.669998,146.039993,150.339996,881600,149.452499
"2022-05-04",151.449997,156.470001,150.119995,156.080002,930900,155.158615
"2022-05-05",155.100006,155.720001,149.179993,151.550003,759500,150.655365
"2022-05-06",151.080002,151.240005,147.039993,148.990005,1238700,148.110474
"2022-05-09",146.029999,148.380005,142.710007,142.919998,1724500,142.076294
"2022-05-10",144.490005,146.169998,140.130005,140.860001,1692900,140.028458
"2022-05-11",141.720001,145.309998,141.039993,141.529999,991800,140.694504
"2022-05-12",140.559998,140.559998,135.649994,139.020004,942100,138.199326
"2022-05-13",140.130005,143.589996,140.119995,142.520004,1027800,141.678665
"2022-05-16",141.839996,146.5,138.820007,144.679993,1322300,143.825897
"2022-05-17",152.649994,156.830002,151.240005,155.509995,1765800,154.591965
"2022-05-18",153.330002,156.539993,150.75,151.309998,1042000,150.416763
"2022-05-19",149.820007,152.520004,148.529999,150.020004,934600,149.134384
"2022-05-20",152,153.869995,148.080002,150.729996,1002300,149.840195
"2022-05-23",152.759995,154.039993,150.479996,151.789993,662400,150.893936
"2022-05-24",151,151.029999,146.419998,149.470001,628800,148.587631
"2022-05-25",149.119995,151.960007,149.100006,151.470001,586000,150.575821
"2022-05-26",152.600006,156.660004,152.600006,155.75,559800,154.830566
"2022-05-27",157.360001,159.220001,156.960007,159.210007,608300,158.270142
"2022-05-31",157.690002,159.009995,156.320007,156.520004,1803100,155.596024
"2022-06-01",156.880005,158.190002,152.75,155.220001,664600,154.303696
"2022-06-02",156.350006,158.539993,155.509995,158.410004,400900,157.474869
"2022-06-03",157.160004,158.369995,156.25,156.830002,348400,155.90419
"2022-06-06",157.589996,160.919998,157.339996,159.270004,532800,158.329788
"2022-06-07",157.240005,161.369995,156.529999,161.300003,595700,160.347794
"2022-06-08",159.410004,160.389999,157.199997,158.440002,499200,157.504684
"2022-06-09",156.899994,157.929993,155.139999,155.270004,397200,154.353394
"2022-06-10",151.240005,151.389999,145.690002,145.720001,748700,144.859772
"2022-06-13",142.360001,143.369995,137.059998,137.729996,972200,136.916931
"2022-06-14",137.589996,138.910004,135.100006,136.210007,718200,135.405914
"2022-06-15",137.520004,137.759995,131.589996,134.380005,1441300,133.586716
"2022-06-16",128.479996,128.910004,121.589996,123.190002,1639800,122.462776
"2022-06-17",122.790001,125.32,119.25,122.5,3033500,121.776848
"2022-06-21",124.93,126.540001,123.300003,124.099998,1501500,123.367401
"2022-06-22",119.970001,121.949997,118.470001,120.720001,1388900,120.007355
"2022-06-23",120.660004,121.18,118.129997,120.32,1081900,119.609711
"2022-06-24",121.82,127.580002,121.349998,127.57,1968000,126.816917
"2022-06-27",126.860001,127.57,123.230003,124.709999,1070600,123.973801
"2022-06-28",125.160004,126.669998,122.239998,123.010002,1105500,122.283836
"2022-06-29",122.339996,122.699997,117.169998,119.730003,1504200,119.023201
