"","ETR.Open","ETR.High","ETR.Low","ETR.Close","ETR.Volume","ETR.Adjusted"
"2021-12-30",112.620003,112.68,111.160004,111.639999,655700,109.677765
"2021-12-31",111.419998,113.080002,110.779999,112.650002,551300,110.670021
"2022-01-03",112.650002,112.650002,110.440002,111.400002,1030000,109.441986
"2022-01-04",111.389999,112.330002,110.849998,111.279999,1097300,109.324097
"2022-01-05",110.860001,112.550003,110.860001,111.540001,886600,109.579521
"2022-01-06",110.550003,111.010002,109.220001,109.650002,1572300,107.722748
"2022-01-07",109.849998,112.809998,109.099998,112.129997,1267800,110.159149
"2022-01-10",111.879997,113.099998,111.440002,111.699997,1278200,109.73671
"2022-01-11",112.129997,112.129997,108.25,108.739998,1463100,106.828735
"2022-01-12",108.139999,109.419998,107.279999,109.239998,1362600,107.319954
"2022-01-13",109.440002,111.519997,108.82,110.639999,1133800,108.695343
"2022-01-14",110.980003,111.510002,110.050003,111.07,1124600,109.117783
"2022-01-18",110.849998,111.220001,108.120003,109.839996,1478300,107.909401
"2022-01-19",110,111.160004,109.360001,110.349998,955600,108.410439
"2022-01-20",110.629997,111.510002,109.900002,109.989998,1027800,108.05677
"2022-01-21",110.879997,110.879997,109.32,109.419998,982700,107.496788
"2022-01-24",109,109.449997,105.779999,108.190002,2138400,106.288414
"2022-01-25",106.639999,108.800003,106.339996,107.669998,1920200,105.777542
"2022-01-26",107.57,108.809998,106.790001,107.279999,1388700,105.394394
"2022-01-27",108.669998,110.580002,107.669998,109.589996,1688900,107.663795
"2022-01-28",109.260002,111.25,108.599998,111.160004,1429400,109.206207
"2022-01-31",110.440002,112.230003,109.860001,111.769997,1848700,109.805481
"2022-02-01",111.510002,111.949997,109.089996,110.010002,1446000,108.076416
"2022-02-02",110.029999,112.239998,109.559998,112.010002,1582800,110.041267
"2022-02-03",112.260002,112.589996,111.370003,111.970001,1034900,110.001968
"2022-02-04",110.989998,111.959999,109.730003,110.900002,1140100,108.950775
"2022-02-07",110.639999,111.080002,109.389999,109.660004,1377500,107.732574
"2022-02-08",110.5,110.639999,109.540001,109.980003,1140800,108.046951
"2022-02-09",110.690002,111.760002,110.220001,111.470001,1157800,109.510757
"2022-02-10",109.559998,110.139999,106.349998,106.449997,1071000,105.53521
"2022-02-11",106.739998,107.940002,105.290001,105.82,1792800,104.910629
"2022-02-14",106.330002,106.75,103.290001,104.5,1347400,103.601974
"2022-02-15",105.099998,105.610001,102.839996,103.43,1182600,102.541168
"2022-02-16",103.650002,104.559998,102.919998,103.959999,1211700,103.066612
"2022-02-17",103.519997,105.540001,103.199997,104.949997,1691200,104.048103
"2022-02-18",104.510002,105.57,104.150002,104.620003,894800,103.720947
"2022-02-22",105.059998,105.309998,103.489998,104.510002,1523700,103.611893
"2022-02-23",104.5,106.919998,104.07,104.739998,1638100,103.839905
"2022-02-24",103.82,104.230003,100.18,102.32,1457400,101.440704
"2022-02-25",103.650002,106.029999,103.360001,105.580002,1419600,104.672691
"2022-02-28",104.639999,105.720001,104.150002,105.209999,1623300,104.30587
"2022-03-01",105.309998,105.800003,102.900002,103.860001,1113200,102.967476
"2022-03-02",103.709999,107.129997,103.709999,106.620003,1496300,105.703758
"2022-03-03",106.93,110,106.900002,109.360001,1254200,108.420212
"2022-03-04",108.639999,112.32,108.300003,112.239998,1784900,111.275459
"2022-03-07",112.220001,112.419998,110.519997,111.860001,1182500,110.898727
"2022-03-08",112,112.5,109.349998,109.389999,843300,108.449951
"2022-03-09",110.419998,110.849998,107.879997,107.980003,1833100,107.052071
"2022-03-10",107.199997,109.239998,107.190002,109.010002,1166900,108.073219
"2022-03-11",108.519997,109.410004,108.260002,108.75,885500,107.815453
"2022-03-14",109.949997,110.699997,109.010002,110.269997,811200,109.322388
"2022-03-15",111.75,112.07,110.739998,111.25,1181400,110.293968
"2022-03-16",111.309998,111.610001,109.209999,110.519997,966700,109.570236
"2022-03-17",110,111.010002,109.68,110.389999,1403500,109.441353
"2022-03-18",110.629997,110.82,108.550003,109.449997,2216100,108.50943
"2022-03-21",110.209999,111.029999,109.629997,110.769997,1080600,109.818085
"2022-03-22",111.629997,111.629997,109.360001,109.68,960000,108.737457
"2022-03-23",109.809998,111.389999,109.199997,110.849998,796700,109.8974
"2022-03-24",111.029999,112.849998,111.029999,112.730003,954100,111.761253
"2022-03-25",113.470001,115.050003,113.110001,114.830002,767900,113.843201
"2022-03-28",114.900002,115.370003,113.900002,115.339996,730300,114.348816
"2022-03-29",115.68,116.400002,114.57,116.370003,695000,115.369972
"2022-03-30",116.029999,117.120003,115.699997,117.040001,624700,116.03421
"2022-03-31",117.07,118.529999,116.739998,116.75,1020700,115.746704
"2022-04-01",116.669998,120.25,116.339996,120.089996,2111000,119.057999
"2022-04-04",119.370003,119.660004,117.610001,119.410004,1231400,118.38385
"2022-04-05",119.82,122.099998,119.449997,121.309998,1589900,120.267509
"2022-04-06",121.739998,123.760002,120.870003,123.599998,1468800,122.537834
"2022-04-07",123.269997,123.730003,121.300003,122.989998,1151000,121.933075
"2022-04-08",123.68,124.050003,122.029999,123.32,892200,122.260239
"2022-04-11",123.599998,124.309998,121.400002,121.790001,804900,120.743393
"2022-04-12",121.379997,123.830002,120.480003,123.309998,1527700,122.250328
"2022-04-13",123.059998,123.620003,122.309998,123.370003,987100,122.309814
"2022-04-14",123.599998,124.760002,123.25,124.199997,925100,123.132675
"2022-04-18",124.550003,124.860001,124,124.440002,1027200,123.370621
"2022-04-19",124.620003,124.860001,122.989998,124.550003,839700,123.479675
"2022-04-20",125.620003,126.730003,124.989998,125.839996,1382900,124.758583
"2022-04-21",125.550003,126.82,124.760002,125.330002,1107200,124.252968
"2022-04-22",125.129997,125.220001,123.169998,123.339996,786900,122.280067
"2022-04-25",123.860001,123.860001,120.139999,122.239998,881500,121.189522
"2022-04-26",122.059998,123.470001,120.639999,120.660004,1002400,119.623108
"2022-04-27",119.879997,122.559998,118.120003,120.68,1263500,119.642929
"2022-04-28",121.379997,122.919998,120.050003,122.32,798600,121.268837
"2022-04-29",121.919998,122,118.660004,118.849998,1594500,117.828651
"2022-05-02",119.510002,120.260002,116.57,118.040001,1156200,117.02562
"2022-05-03",118.519997,120.050003,117.300003,117.529999,907900,116.519997
"2022-05-04",117.209999,119.059998,116.589996,118.660004,1214600,118.660004
"2022-05-05",118.050003,119.25,116.910004,118.300003,912600,118.300003
"2022-05-06",117.919998,119.550003,117.540001,119.269997,822100,119.269997
"2022-05-09",118.580002,120.5,117.150002,119.260002,1012900,119.260002
"2022-05-10",119.32,120.790001,115.139999,116.309998,1272300,116.309998
"2022-05-11",116.760002,119.519997,116.489998,117.720001,1602900,117.720001
"2022-05-12",117.610001,117.900002,114.470001,116.169998,1303800,116.169998
"2022-05-13",116.940002,117.32,115.029999,117.169998,1256200,117.169998
"2022-05-16",117.639999,118.489998,117.019997,117.790001,1117000,117.790001
"2022-05-17",117.919998,118.470001,116,118.309998,1364100,118.309998
"2022-05-18",118.779999,118.919998,116.230003,116.470001,1156200,116.470001
"2022-05-19",116.029999,116.339996,114.389999,115.669998,1053300,115.669998
"2022-05-20",115.709999,117.050003,114.160004,116.980003,1611600,116.980003
"2022-05-23",118.199997,118.989998,116.199997,116.800003,1455000,116.800003
"2022-05-24",117.279999,119.239998,115.730003,119.160004,816500,119.160004
"2022-05-25",118.919998,119.199997,118.040001,118.839996,803000,118.839996
"2022-05-26",119.75,120.519997,118.940002,119.879997,992200,119.879997
"2022-05-27",119.550003,121.339996,119.279999,121.080002,901900,121.080002
"2022-05-31",120,121.18,118.660004,120.32,1650700,120.32
"2022-06-01",120.650002,120.860001,118.849998,120.18,1090200,120.18
"2022-06-02",120.550003,121.110001,117.440002,120.410004,800300,120.410004
"2022-06-03",120.18,120.639999,119.510002,120,699600,120
"2022-06-06",120.410004,121.480003,119.860001,121.339996,798300,121.339996
"2022-06-07",121.18,121.669998,120.040001,121.309998,948300,121.309998
"2022-06-08",120.769997,120.769997,118.18,118.309998,796900,118.309998
"2022-06-09",118.370003,118.980003,116.059998,116.190002,675100,116.190002
"2022-06-10",115.010002,117.169998,114.300003,115.93,832400,115.93
"2022-06-13",114.82,115,109.18,109.699997,1152700,109.699997
"2022-06-14",109.970001,110.080002,105.790001,107.290001,1482000,107.290001
"2022-06-15",108.059998,109.400002,105.860001,107.769997,1804300,107.769997
"2022-06-16",106.190002,106.720001,105.050003,105.870003,1562300,105.870003
"2022-06-17",105.93,106.690002,101.849998,102.459999,2976000,102.459999
"2022-06-21",102.550003,105.239998,102.510002,104.699997,1408800,104.699997
"2022-06-22",104.260002,105.580002,104.199997,104.629997,996100,104.629997
"2022-06-23",104.699997,106.489998,104.540001,105.910004,969500,105.910004
"2022-06-24",106.360001,111.110001,106.300003,110.550003,1734100,110.550003
"2022-06-27",110.410004,112.059998,110.199997,111.959999,929500,111.959999
"2022-06-28",112.550003,113.330002,111.559998,111.849998,1569900,111.849998
"2022-06-29",112.129997,112.989998,111.18,111.690002,1275700,111.690002
