"","XOM.Open","XOM.High","XOM.Low","XOM.Close","XOM.Volume","XOM.Adjusted"
"2022-01-14",70.650002,72.150002,70.599998,71.870003,23012900,70.361259
"2022-01-18",72.82,73.879997,72.010002,73.080002,32841200,71.54586
"2022-01-19",73.75,73.860001,72.550003,73.110001,26431600,71.575226
"2022-01-20",72.5,74.370003,72.260002,73.269997,26774600,71.731873
"2022-01-21",73.18,73.18,71.040001,72.169998,35995200,70.654961
"2022-01-24",70.879997,73.080002,69.809998,72.790001,41507000,71.261948
"2022-01-25",72.589996,75.239998,71.389999,74.93,39278400,73.357025
"2022-01-26",75.43,76,73.489998,74.169998,35252400,72.612976
"2022-01-27",75.459999,76.010002,73.989998,75.120003,29174700,73.543037
"2022-01-28",74.970001,75.620003,73.949997,75.279999,30595700,73.699669
"2022-01-31",74.970001,76.419998,74.269997,75.959999,36085500,74.365402
"2022-02-01",76.449997,81.510002,76.269997,80.830002,61033100,79.133171
"2022-02-02",80.059998,80.809998,79.150002,80.620003,30299300,78.927582
"2022-02-03",80.089996,80.309998,79.019997,79.68,28529400,78.007309
"2022-02-04",80.870003,82.529999,80.870003,81.410004,32197500,79.700996
"2022-02-07",81.139999,83.080002,80.639999,82.389999,34949200,80.660416
"2022-02-08",82.269997,82.5,79.919998,80.260002,34356300,78.575134
"2022-02-09",79.580002,80.029999,78.709999,79,40106100,78.19899
"2022-02-10",78.720001,79.68,77.790001,78.239998,28527700,77.446693
"2022-02-11",78.620003,80.32,78.230003,80.209999,42002100,79.396721
"2022-02-14",79.580002,79.839996,77.050003,78.980003,34652800,78.179192
"2022-02-15",76.900002,78.190002,76.419998,77.989998,25075100,77.199226
"2022-02-16",78.790001,79.730003,78.040001,78.349998,21733800,77.555573
"2022-02-17",78.480003,79.120003,77.949997,78.230003,23738800,77.436798
"2022-02-18",77.160004,78.169998,76.889999,77.360001,23394800,76.575615
"2022-02-22",79.669998,79.790001,75.309998,76.459999,35947800,75.684738
"2022-02-23",76.459999,77.470001,76.129997,76.769997,25385000,75.991592
"2022-02-24",79,79.029999,74.029999,75.800003,46199900,75.031433
"2022-02-25",76.690002,77.989998,76.260002,77.839996,28310300,77.050743
"2022-02-28",76.510002,78.93,76.199997,78.419998,32204600,77.624863
"2022-03-01",78.769997,80.650002,78.330002,79.169998,40002300,78.367264
"2022-03-02",80.599998,82.150002,79.82,80.529999,44321400,79.71347
"2022-03-03",79.860001,81.769997,79.629997,81.040001,30196600,80.2183
"2022-03-04",81.050003,84.279999,80.660004,84.089996,42802200,83.237373
"2022-03-07",84.919998,87.230003,83.900002,87.120003,55207900,86.236656
"2022-03-08",89.050003,91.510002,85.43,87.779999,72082300,86.889961
"2022-03-09",84.029999,86.57,81.599998,82.790001,65466700,81.950562
"2022-03-10",84.010002,85.68,82.900002,85.360001,44644200,84.494499
"2022-03-11",84.07,86.230003,83.970001,84.919998,35303400,84.05896
"2022-03-14",83.059998,83.449997,80.5,81.879997,37462600,81.049782
"2022-03-15",78.82,79.169998,76.370003,77.220001,47957900,76.437035
"2022-03-16",77.809998,78.620003,76.25,76.93,37812300,76.149979
"2022-03-17",78.18,79.150002,77.07,78.980003,34041900,78.179192
"2022-03-18",79.059998,79.389999,78.099998,78.669998,41461500,77.87233
"2022-03-21",80.120003,82.519997,79.739998,82.199997,33089300,81.366539
"2022-03-22",81.629997,82.199997,80.790001,81.839996,23132200,81.010185
"2022-03-23",83.339996,84.269997,83.050003,83.129997,27716300,82.287109
"2022-03-24",83.459999,84.650002,82.75,83.379997,19871600,82.534576
"2022-03-25",82.919998,85.489998,82.790001,85.199997,22398300,84.336121
"2022-03-28",83.169998,83.309998,82.019997,82.809998,21552400,81.970352
"2022-03-29",80.809998,82.489998,79.760002,82.370003,27036300,81.534821
"2022-03-30",83.059998,84.010002,82.709999,83.779999,22079000,82.930519
"2022-03-31",82.870003,84.400002,82.550003,82.589996,27861500,81.752586
"2022-04-01",81.989998,84.139999,81.989998,83.120003,18671100,82.277214
"2022-04-04",83.559998,83.660004,82.050003,83.160004,20869400,82.316811
"2022-04-05",83.5,85.07,82.559998,82.730003,21753100,81.891167
"2022-04-06",83.419998,84.699997,82.940002,83.650002,24768200,82.801842
"2022-04-07",83.830002,85.440002,82.709999,85.050003,26122000,84.187645
"2022-04-08",85.169998,87.209999,85.169998,86.839996,24866500,85.959488
"2022-04-11",85.779999,85.93,83.5,83.849998,21800100,82.999809
"2022-04-12",85.709999,86.82,85.379997,85.599998,22444200,84.732063
"2022-04-13",86.610001,87.110001,85.190002,86.809998,19306800,85.929794
"2022-04-14",86.669998,88.459999,86.230003,87.830002,24566400,86.939461
"2022-04-18",88.5,88.889999,87.75,88.550003,19032300,87.652161
"2022-04-19",88.010002,88.660004,87.269997,87.760002,20382600,86.870171
"2022-04-20",87.970001,88.5,87.300003,87.959999,20689400,87.068138
"2022-04-21",88.949997,89.800003,86.790001,87.029999,29010900,86.147568
"2022-04-22",86.660004,88.120003,85,85.129997,23591600,84.26683
"2022-04-25",82.370003,82.660004,79.290001,82.260002,37698300,81.425934
"2022-04-26",82.730003,84.720001,82.18,82.290001,28941500,81.455627
"2022-04-27",83.389999,85.480003,82.279999,84.639999,32773000,83.781799
"2022-04-28",84.879997,88.139999,84.07,87.199997,33683800,86.315842
"2022-04-29",88.139999,88.139999,84.699997,85.25,34656500,84.385612
"2022-05-02",85.010002,87.040001,84.629997,86.410004,36335200,85.533859
"2022-05-03",86.260002,88.779999,86.120003,88.190002,33908100,87.295807
"2022-05-04",89.5,91.879997,88.910004,91.699997,46188400,90.77021
"2022-05-05",92.040001,92.050003,88.389999,90.309998,41013400,89.39431
"2022-05-06",90.980003,91.82,89.349998,91.690002,29619300,90.760323
"2022-05-09",89.440002,89.559998,84.019997,84.459999,45851600,83.603622
"2022-05-10",85.639999,86.889999,83.519997,85.019997,34483200,84.157944
"2022-05-11",86.43,88.940002,86.279999,86.790001,33020600,85.910004
"2022-05-12",85.949997,86.379997,83.400002,86.300003,29491500,86.300003
"2022-05-13",87.360001,88.949997,86.349998,88.860001,25798400,88.860001
"2022-05-16",88.980003,91.980003,88.970001,90.949997,26101200,90.949997
"2022-05-17",91.730003,92.449997,91.120003,92.110001,23120700,92.110001
"2022-05-18",92.510002,92.919998,89.830002,90.650002,25451200,90.650002
"2022-05-19",89,92.300003,89,91.139999,24387400,91.139999
"2022-05-20",91.93,93.589996,90.400002,91.860001,28795000,91.860001
"2022-05-23",92.660004,94.769997,92.550003,93.889999,27239300,93.889999
"2022-05-24",92.82,94.790001,92.32,94.400002,24293300,94.400002
"2022-05-25",94.580002,96.529999,94.470001,96.300003,29947800,96.300003
"2022-05-26",96.599998,97.43,96.199997,96.639999,24314800,96.639999
"2022-05-27",95.949997,97.93,95.300003,97.589996,25588800,97.589996
"2022-05-31",98.559998,99.779999,95.709999,96,44888100,96
"2022-06-01",97.019997,98.709999,96.620003,97.839996,25815400,97.839996
"2022-06-02",97.290001,98.099998,96.790001,97.669998,19089100,97.669998
"2022-06-03",97.900002,99.660004,97.900002,99.089996,21038200,99.089996
"2022-06-06",99.18,99.779999,98.669998,98.839996,20682100,98.839996
"2022-06-07",99.699997,103.43,99.489998,103.370003,37810200,103.370003
"2022-06-08",103.489998,105.57,102.980003,104.589996,31613200,104.589996
"2022-06-09",103.419998,104.57,102.160004,102.330002,26607000,102.330002
"2022-06-10",101.940002,103.349998,99.790001,100.459999,30950500,100.459999
"2022-06-13",97.519997,97.769997,93.919998,95.849998,33421000,95.849998
"2022-06-14",97.410004,98.669998,95.269997,96.099998,31264000,96.099998
"2022-06-15",95.989998,96.57,93.269997,94.889999,29620800,94.889999
"2022-06-16",92.410004,93.129997,90.279999,91.389999,35696700,91.389999
"2022-06-17",90.959999,91.349998,85.660004,86.120003,64610200,86.120003
"2022-06-21",88.580002,92.529999,88.519997,91.480003,35951500,91.480003
"2022-06-22",87.540001,89.760002,87.529999,87.860001,29727200,87.860001
"2022-06-23",88.660004,89.050003,83.519997,85.209999,35757200,85.209999
"2022-06-24",86.949997,88.400002,85.809998,86.900002,26639000,86.900002
"2022-06-27",87.809998,90.040001,87.669998,89.029999,25478700,89.029999
"2022-06-28",91.120003,93.239998,90.349998,91.5,33096900,91.5
"2022-06-29",92.980003,93.199997,87.760002,88.120003,25400900,88.120003
