"","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"2022-01-03",144.475494,145.550003,143.502502,145.074493,25214000,145.074493
"2022-01-04",145.550507,146.610001,143.816147,144.416504,22928000,144.416504
"2022-01-05",144.181,144.298004,137.523499,137.653503,49642000,137.653503
"2022-01-06",137.497498,139.686005,136.763504,137.550995,29050000,137.550995
"2022-01-07",137.904999,138.254745,135.789001,137.004501,19408000,137.004501
"2022-01-10",135.098999,138.639999,133.140503,138.574005,34096000,138.574005
"2022-01-11",138.180496,140.329498,136.813507,140.017502,23502000,140.017502
"2022-01-12",141.554504,142.814255,141.112,141.647995,23642000,141.647995
"2022-01-13",141.8405,143.185501,138.914001,139.130997,26566000,139.130997
"2022-01-14",137.5,141.2005,137.5,139.786499,23826000,139.786499
"2022-01-18",136.600006,137.391495,135.617004,136.290497,27382000,136.290497
"2022-01-19",136.938507,138.399506,135.5,135.651993,20796000,135.651993
"2022-01-20",136.514008,137.912003,133.144501,133.5065,21930000,133.5065
"2022-01-21",133.011993,134.760498,130.001007,130.091995,41920000,130.091995
"2022-01-24",126.027496,130.778503,124.641953,130.371994,55148000,130.371994
"2022-01-25",128.435501,129.338501,126.377998,126.735497,36008000,126.735497
"2022-01-26",130.592499,132.807495,127.153503,129.240005,39630000,129.240005
"2022-01-27",131.360992,132.609955,128.945007,129.121002,30248000,129.121002
"2022-01-28",130,133.370499,128.694504,133.289505,30518000,133.289505
"2022-01-31",134.197998,135.843506,132.274002,135.698502,34056000,135.698502
"2022-02-01",137.835007,138.199997,134.568253,137.878494,51204000,137.878494
"2022-02-02",151.863495,152.100006,145.557495,148.036499,89750000,148.036499
"2022-02-03",145.294998,149.117706,142.205002,142.650497,56930000,142.650497
"2022-02-04",143.016998,144.535248,139.817505,143.016006,49224000,143.016006
"2022-02-07",143.709,143.846497,138.699005,138.938004,44610000,138.938004
"2022-02-08",138.991257,139.837097,136.873001,139.212997,34256000,139.212997
"2022-02-09",140.849747,142.175507,140.376999,141.453003,28628000,141.453003
"2022-02-10",139.5,141.431,138.050003,138.602493,33018000,138.602493
"2022-02-11",138.75,139.283249,133.288498,134.130005,38808000,134.130005
"2022-02-14",133.365494,136.166504,133.302002,135.300003,26792000,135.300003
"2022-02-15",137.471497,137.899994,135.539505,136.425507,26578000,136.425507
"2022-02-16",136.430496,137.945999,134.823654,137.487503,25610000,137.487503
"2022-02-17",136.149994,136.839493,132.201996,132.308502,30968000,132.308502
"2022-02-18",133.037506,133.824005,130.307053,130.467499,31858000,130.467499
"2022-02-22",129.985001,131.900757,127.740997,129.402496,38906000,129.402496
"2022-02-23",131.078506,131.748993,127.503502,127.584999,26432000,127.584999
"2022-02-24",125,133.037003,124.764503,132.673492,43166000,132.673492
"2022-02-25",133.525497,135.389008,131.764999,134.519501,26236000,134.519501
"2022-02-28",133.2845,135.640503,132.825256,134.891006,29676000,134.891006
"2022-03-01",134.479996,136.110992,133.378494,134.167999,24640000,134.167999
"2022-03-02",134.608246,135.615494,133.432495,134.751495,23966000,134.751495
"2022-03-03",135.9785,136.713806,133.431,134.307999,19780000,134.307999
"2022-03-04",133.382507,134.199005,130.408493,132.121994,24446000,132.121994
"2022-03-07",131.904007,131.904007,126.410004,126.4645,39178000,126.4645
"2022-03-08",126.250504,131.246506,125.860748,127.278503,35250000,127.278503
"2022-03-09",131.399994,134.198502,130.087997,133.865997,32258000,133.865997
"2022-03-10",131.462494,133.538498,131.401001,132.682007,24266000,132.682007
"2022-03-11",133.999496,134.199997,130.296494,130.475494,26600000,130.475494
"2022-03-14",130.572998,131.026001,126.413002,126.740997,30254000,126.740997
"2022-03-15",127.741501,130.517242,126.568001,129.660507,30292000,129.660507
"2022-03-16",131,133.770996,129.201004,133.690506,32058000,133.690506
"2022-03-17",133.320999,134.739502,132.718994,134.600494,23994000,134.600494
"2022-03-18",133.884003,136.913498,132.932007,136.801498,45900000,136.801498
"2022-03-21",136.847504,137.582504,134.611496,136.4785,26632000,136.4785
"2022-03-22",136.5,141.5,136.5,140.277496,29776000,140.277496
"2022-03-23",139.138504,140.024994,138.166504,138.503494,25302000,138.503494
"2022-03-24",139.272507,141.3965,138.039398,141.311996,20544000,141.311996
"2022-03-25",141.753998,141.959503,139.699493,141.5215,19270000,141.5215
"2022-03-28",140.684494,141.976501,139.828156,141.949997,23774000,141.949997
"2022-03-29",143.160507,144.162506,142.483994,143.25,28678000,143.25
"2022-03-30",142.869995,143.480499,142.167999,142.644501,21046000,142.644501
"2022-03-31",142.448502,142.644501,139.619003,139.649506,29516000,139.649506
"2022-04-01",140.009995,140.949997,138.796997,140.699997,23480000,140.699997
"2022-04-04",140.824493,144.043747,140.824493,143.642502,19076000,143.642502
"2022-04-05",143.399506,143.589996,140.943497,141.063004,19256000,141.063004
"2022-04-06",139.161499,139.848495,136.418106,137.175995,23574000,137.175995
"2022-04-07",136.617996,137.701508,134.857254,136.464996,19448000,136.464996
"2022-04-08",136.25,136.25,133.752502,134.010498,16434000,134.010498
"2022-04-11",132.899994,132.939194,129.617493,129.796494,24188000,129.796494
"2022-04-12",132.423492,132.423492,127.575996,128.374496,23004000,128.374496
"2022-04-13",128.626495,130.655746,128.438599,130.285995,19542000,130.285995
"2022-04-14",130.649506,130.710251,127.111504,127.252998,23484000,127.252998
"2022-04-18",127.410004,128.712006,126.578453,127.960999,14918000,127.960999
"2022-04-19",128.076996,130.903748,127.4515,130.531006,22720000,130.531006
"2022-04-20",131.283997,131.923492,127.894051,128.245499,22610000,128.245499
"2022-04-21",129.350006,130.307495,124.650002,124.9375,30158000,124.9375
"2022-04-22",125,125.452003,119.140503,119.613998,46410000,119.613998
"2022-04-25",119.429497,123.278,118.769249,123.25,34522000,123.25
"2022-04-26",122.75,122.75,119.16185,119.505997,49394000,119.505997
"2022-04-27",114.373001,117.5,113.124252,115.0205,62238000,115.0205
"2022-04-28",117.114998,120.438499,115.143898,119.411499,36790000,119.411499
"2022-04-29",117.578003,118.959999,114.694,114.966499,33694000,114.966499
"2022-05-02",113.906502,117.3395,113.399498,117.156998,30280000,117.156998
"2022-05-03",116.764999,119.300003,116.626999,118.129501,21216000,118.129501
"2022-05-04",118.003502,123.142998,115.738503,122.574997,33232000,122.574997
"2022-05-05",120.220497,121.233253,115.182503,116.746498,43090000,116.746498
"2022-05-06",115.518997,117.498497,114.142998,115.660004,35310000,115.660004
"2022-05-09",113.303497,115.562897,112.551498,113.084,34520000,113.084
"2022-05-10",116.040497,116.691002,113.383301,114.584503,31158000,114.584503
"2022-05-11",113.710503,116.670998,113.650002,113.960999,36502000,113.960999
"2022-05-12",111.938004,114.856499,110.113503,113.161003,41464000,113.161003
"2022-05-13",114.845497,118.084999,114,116.515503,29738000,116.515503
"2022-05-16",115.384003,116.607498,114.334999,114.792503,23282000,114.792503
"2022-05-17",117.227501,117.227501,115.337502,116.7015,21576000,116.7015
"2022-05-18",115.237503,115.695648,112.141998,112.401001,27982000,112.401001
"2022-05-19",111.841003,113.587502,110.468002,110.745499,29192000,110.745499
"2022-05-20",112.085503,112.550003,106.373001,109.313004,37586000,109.313004
"2022-05-23",110.103996,112.005501,109.154251,111.666496,31558000,111.666496
"2022-05-24",106.377502,106.394997,102.208,105.926003,60386000,105.926003
"2022-05-25",105.141998,106.544701,104.21125,105.8395,37900000,105.8395
"2022-05-26",106.050499,108.955254,105.487999,108.295998,30288000,108.295998
"2022-05-27",109.788498,112.867996,109.550003,112.799004,29924000,112.799004
"2022-05-31",113.079002,116.433502,112.572502,114.039001,51302000,114.039001
"2022-06-01",114.931503,117.399002,113.550499,114.137001,28630000,114.137001
"2022-06-02",114.188004,117.898003,113.307999,117.746002,27472000,117.746002
"2022-06-03",115.9925,116.364502,113.667999,114.564003,25052000,114.564003
"2022-06-06",116.7425,119.398499,116.528297,117.010498,23786000,117.010498
"2022-06-07",115.648003,117.74865,115.125504,117.2295,26414000,117.2295
"2022-06-08",116.876503,118.646004,116.696747,117.237999,22544000,117.237999
"2022-06-09",116.341499,118.349998,114.866997,114.917999,23142000,114.917999
"2022-06-10",112.78125,113.497002,110.861,111.427498,31324000,111.427498
"2022-06-13",107.445999,109.218498,106.588051,106.876503,36756000,106.876503
"2022-06-14",106.889999,108.457497,106.351997,107.194,25480000,107.194
"2022-06-15",108.899498,112.063004,108.118752,110.390503,33192000,110.390503
"2022-06-16",108.149498,109.290497,105.792503,106.636002,35314000,106.636002
"2022-06-17",106.535004,109.249496,105.628548,107.865501,43516000,107.865501
"2022-06-21",109.702003,112.672997,109.293503,112.014999,39010000,112.014999
"2022-06-22",111.163002,113.769501,110.724297,112.033997,23922000,112.033997
"2022-06-23",112.949997,113.196503,111.028999,112.684502,24710000,112.684502
"2022-06-24",113.602997,118.637497,113.602997,118.538002,39122000,118.538002
"2022-06-27",118.934998,119.25,116.000748,116.622498,32840000,116.622498
"2022-06-28",116.350998,117.856499,112.444,112.571503,28232000,112.571503
"2022-06-29",112.148499,113.664497,111.554001,112.2565,18628000,112.2565
