"","DOW.Open","DOW.High","DOW.Low","DOW.Close","DOW.Volume","DOW.Adjusted"
"2020-08-21",43.5,43.869999,43.25,43.59,2511600,39.667973
"2020-08-24",44.299999,46.150002,44.02,46.119999,4609000,41.970333
"2020-08-25",46.41,46.66,45.473,45.59,4188000,41.488018
"2020-08-26",45.68,46.66,45.279999,46.34,3928500,42.17054
"2020-08-27",46.68,46.950001,45.810001,46.16,3702300,42.006729
"2020-08-28",45.41,46.209999,44.970001,46.049999,3772900,42.551914
"2020-08-31",45.990002,46.110001,45.09,45.119999,3916800,41.692558
"2020-09-01",44.790001,47.279999,44.470001,47.27,5428300,43.679241
"2020-09-02",47.68,49.279999,47.419998,49.220001,7305900,45.481117
"2020-09-03",49.279999,49.799999,47.919998,48.389999,6726900,44.714161
"2020-09-04",49.290001,49.700001,48.080002,48.599998,5325900,44.908207
"2020-09-08",47.689999,48.415001,47.435001,47.93,4280800,44.289104
"2020-09-09",48.57,49.880001,48.5,49.23,4168100,45.490353
"2020-09-10",49.299999,49.75,48.66,48.700001,4211300,45.000614
"2020-09-11",49.209999,50.419998,49.040001,49.849998,6225700,46.063255
"2020-09-14",50.07,50.509998,49.695,50.09,5298900,46.28503
"2020-09-15",50.610001,51.560001,50.389999,51.07,4771700,47.190578
"2020-09-16",50.189999,51.099998,49.43,49.700001,5863500,45.924656
"2020-09-17",49.369999,51.25,48.849998,50.970001,5253700,47.098183
"2020-09-18",50.529999,51.23,50.25,50.369999,6271100,46.543751
"2020-09-21",49.040001,49.330002,47.18,47.91,6468800,44.270626
"2020-09-22",47.98,48.154999,47.200001,47.799999,4181900,44.16898
"2020-09-23",47.68,48.119999,46.470001,46.740002,4018000,43.189503
"2020-09-24",46.669998,46.990002,45.689999,46.41,4648700,42.884567
"2020-09-25",45.77,46.400002,45.630001,46.040001,4090200,42.542675
"2020-09-28",46.5,48.279999,46.5,47.48,3993100,43.873283
"2020-09-29",47.23,47.779999,46.259998,46.57,2716800,43.032417
"2020-09-30",47.189999,48.119999,46.610001,47.049999,4663200,43.475956
"2020-10-01",47.209999,47.5,45.93,46.110001,3407600,42.607357
"2020-10-02",45.369999,47.470001,45.130001,47.310001,4559000,43.716202
"2020-10-05",47.900002,48.882999,47.700001,48.580002,3913400,44.889729
"2020-10-06",49.119999,49.790001,47.860001,47.880001,4474700,44.242905
"2020-10-07",48.450001,49.060001,48,48.299999,4506400,44.631001
"2020-10-08",48.619999,49.41,48.476002,49.380001,2962000,45.62896
"2020-10-09",49.799999,50.09,48.700001,49.360001,4472800,45.610474
"2020-10-12",49.400002,49.5,48.262001,48.580002,3005700,44.889729
"2020-10-13",48.48,48.98,47.799999,47.880001,6832200,44.242905
"2020-10-14",47.84,48.970001,47.419998,48.830002,5322100,45.120735
"2020-10-15",47.880001,49.075001,47.84,49.009998,2793200,45.28706
"2020-10-16",49.369999,49.994999,49.130001,49.299999,2754300,45.555038
"2020-10-19",49.330002,50.330002,48.740002,48.84,2903500,45.129978
"2020-10-20",49.349998,50.150002,49.209999,49.34,2503600,45.591999
"2020-10-21",49.380001,49.715,48.549999,48.549999,4092500,44.862007
"2020-10-22",49.810001,50.16,47.150002,48.82,5244000,45.1115
"2020-10-23",49.52,49.950001,48.41,48.529999,3123400,44.843525
"2020-10-26",47.939999,48.139999,46.817001,47.150002,4026400,43.568356
"2020-10-27",46.919998,47.189999,46.389999,46.57,4141200,43.032417
"2020-10-28",44.939999,45.700001,44.330002,45.18,6157100,41.748005
"2020-10-29",44.630001,46.66,44.57,46.25,4300100,42.736721
"2020-10-30",45.860001,46.189999,44.73,45.490002,5165900,42.034454
"2020-11-02",46.25,48.060001,45.880001,47.82,3675800,44.187462
"2020-11-03",48.25,49.029999,47.66,48.73,3293500,45.028336
"2020-11-04",47.950001,48.34,46.251999,46.450001,4542300,42.921532
"2020-11-05",46.900002,49.450001,46.880001,48.970001,4253000,45.250103
"2020-11-06",49.23,49.82,48.030998,48.23,3061500,44.566315
"2020-11-09",51.59,54.18,51.540001,52.119999,9208300,48.160816
"2020-11-10",52.330002,53.700001,52.07,53.459999,6148700,49.399029
"2020-11-11",53.5,53.605,52.02,52.209999,4118500,48.243984
"2020-11-12",51.740002,52.07,50.540001,51.040001,3467600,47.162861
"2020-11-13",50.27,52.130001,50.200001,51.970001,3482900,48.022217
"2020-11-16",53.549999,53.939999,52.139999,53.93,4075600,49.833336
"2020-11-17",53.16,54.560001,52.830002,54.48,4795000,50.341549
"2020-11-18",54.650002,56.275002,54.529999,55.299999,5903500,51.099255
"2020-11-19",54.91,55.490002,53.919998,55.34,3514000,51.136219
"2020-11-20",55.07,55.419998,54.279999,54.73,2871700,50.572559
"2020-11-23",55.279999,56.290001,55.279999,55.939999,4560700,51.690643
"2020-11-24",57,58.18,56.610001,57.73,4442800,53.344669
"2020-11-25",57.450001,57.450001,56.165001,56.43,4158500,52.143421
"2020-11-27",55.91,56.049999,55.009998,55.400002,2847400,51.83466
"2020-11-30",54.889999,55,52.799999,53.009998,8760600,49.598469
"2020-12-01",54.43,54.43,52.900002,53.529999,4328700,50.084999
"2020-12-02",53.32,53.564999,52.689999,53.200001,3723000,49.776241
"2020-12-03",52.990002,53.889,52.799999,53.599998,3213800,50.150497
"2020-12-04",53.810001,55.099998,53.799999,55.049999,3294500,51.507183
"2020-12-07",54.93,54.939999,53.02,53.209999,3602700,49.785595
"2020-12-08",52.900002,54.669998,52.799999,54.549999,3161500,51.039352
"2020-12-09",54.939999,55.75,54.349998,54.66,3219100,51.142281
"2020-12-10",54.66,55.110001,54.040001,54.43,3402000,50.927082
"2020-12-11",54.290001,54.450001,53.57,54,2674800,50.524757
"2020-12-14",54.599998,54.759998,53.029999,53.060001,3121900,49.645248
"2020-12-15",53.849998,54.150002,53.150002,54.130001,2335500,50.646393
"2020-12-16",54.029999,54.110001,53.240002,53.830002,1948800,50.365696
"2020-12-17",54.200001,54.330002,53.584999,53.830002,2222300,50.365696
"2020-12-18",55.110001,55.75,54.240002,55.66,11536700,52.077927
"2020-12-21",54.049999,55.200001,53.73,55.080002,4458800,51.535255
"2020-12-22",55.009998,55.27,54.439999,54.669998,2268300,51.151634
"2020-12-23",55.02,55.77,54.73,54.75,2251600,51.226486
"2020-12-24",54.919998,54.967999,54.334999,54.790001,1074700,51.263916
"2020-12-28",55.27,55.77,54.18,54.290001,3668200,50.796093
"2020-12-29",54.5,54.82,53.849998,54.330002,2222000,50.833519
"2020-12-30",54.349998,55.66,54.299999,55.470001,3790000,51.90015
"2020-12-31",55.470001,56.099998,55.110001,55.5,2663500,51.928226
"2021-01-04",55.82,56.120998,53.650002,54.040001,4852800,50.562183
"2021-01-05",54.139999,56.169998,54,55.799999,3112800,52.208916
"2021-01-06",56.950001,59.209999,56.549999,58.43,6208400,54.669655
"2021-01-07",59,59.77,58.105,58.509998,4437600,54.744507
"2021-01-08",58.369999,58.860001,57.75,58.209999,4063500,54.463818
"2021-01-11",57.700001,58.950001,57.25,58.860001,3455900,55.071983
"2021-01-12",59.32,61.209999,59,61.040001,6235000,57.111687
"2021-01-13",60.75,61.310001,59.66,60.029999,3236300,56.166687
"2021-01-14",60.209999,60.5,59.419998,59.650002,3578800,55.81115
"2021-01-15",58.619999,58.82,57.130001,57.310001,6692900,53.621738
"2021-01-19",57.759998,58.200001,56.330002,57.549999,4919300,53.846291
"2021-01-20",57.869999,58.630001,57.23,58.57,3724400,54.800648
"2021-01-21",58.509998,58.77,57.310001,57.560001,3442000,53.855652
"2021-01-22",56.990002,57.785,56.869999,57.5,2621500,53.799507
"2021-01-25",56.860001,57.419998,55.66,57.23,3682400,53.546886
"2021-01-26",57.889999,58.25,55.700001,55.740002,3060300,52.152782
"2021-01-27",54.639999,55.080002,52.66,54.389999,6283500,50.889652
"2021-01-28",54.139999,54.849998,53,54.380001,5817000,50.880302
"2021-01-29",53.849998,54.705002,51.759998,51.900002,8895400,48.55991
"2021-02-01",52.389999,52.84,51.330002,52.75,4128300,49.355206
"2021-02-02",53.560001,54.869999,52.869999,54.610001,5229500,51.095501
"2021-02-03",54.310001,55.395,54.039001,55.349998,3984200,51.787872
"2021-02-04",55.470001,56.369999,54.82,56.34,4312200,52.714161
"2021-02-05",56.740002,57.830002,56.439999,57.240002,3732500,53.556248
"2021-02-08",57.75,58.259998,57.209999,57.349998,2543200,53.659161
"2021-02-09",57.5,57.514999,56.369999,56.599998,4209500,52.957432
"2021-02-10",57,58.380001,56.48,57.669998,3453000,53.958565
"2021-02-11",57.810001,57.939999,56.689999,57.669998,2326500,53.958565
"2021-02-12",57.560001,58.27,57.445,58.150002,1975100,54.407681
"2021-02-16",58.900002,59.355,58.540001,58.75,4072700,54.969063
"2021-02-17",58.580002,58.91,57.610001,58.540001,3277800,54.772583
"2021-02-18",58.299999,58.665001,57.099998,57.560001,3112600,53.855652
"2021-02-19",57.75,60.529999,57.75,60.389999,4037100,56.503521
"2021-02-22",60.619999,62.560001,60.200001,62.48,5672600,58.459015
"2021-02-23",62.939999,62.970001,61.509998,62.119999,4147200,58.122181
"2021-02-24",62,63.98,61.943001,63.689999,4668600,59.591145
"2021-02-25",62.48,62.837002,61.125,61.349998,3260300,58.039635
"2021-02-26",60.849998,61.049999,58.799999,59.310001,6399700,56.109715
"2021-03-01",61.150002,62.27,60.57,61.540001,4083800,58.219383
"2021-03-02",62.209999,64.040001,61.799999,62.73,7316000,59.345173
"2021-03-03",62.5,63.389999,62.009998,62.25,5390300,58.891071
"2021-03-04",62.060001,62.619999,60.09,61.200001,6050400,57.897728
"2021-03-05",62.119999,63.040001,60.75,62.91,3883800,59.515457
"2021-03-08",63.169998,64.269997,62.509998,63.439999,4437600,60.016861
"2021-03-09",63.669998,63.709999,61.91,62.259998,5823200,58.900536
"2021-03-10",62.619999,64.459999,62.369999,64.089996,4238500,60.631786
"2021-03-11",64.330002,65.269997,64.220001,64.32,3651800,60.849377
"2021-03-12",64.68,65.050003,63.880001,64.339996,2690800,60.868294
"2021-03-15",64.07,64.290001,62.450001,62.900002,5353300,59.506008
"2021-03-16",62.689999,63.830002,61.860001,63.18,6461600,59.770889
"2021-03-17",63.48,66.25,63.18,66.010002,5138900,62.448196
"2021-03-18",66.059998,67.269997,64.629997,64.720001,4203500,61.227798
"2021-03-19",64.720001,64.800003,62.66,63.91,6445800,60.461502
"2021-03-22",63.799999,63.799999,62.400002,63.509998,4631100,60.083084
"2021-03-23",62.669998,62.688,60.400002,60.75,5523500,57.472008
"2021-03-24",61.599998,63.419998,61.403,62.040001,4322600,58.692406
"2021-03-25",61.470001,63.310001,61.25,63.240002,3921200,59.827656
"2021-03-26",63.389999,64.139999,63.09,63.990002,4256300,60.537186
"2021-03-29",63.619999,65.120003,63.5,63.900002,3193700,60.452042
"2021-03-30",63.720001,64.790001,63.48,64.610001,2605100,61.123734
"2021-03-31",64.269997,64.959999,63.509998,63.939999,3643800,60.489887
"2021-04-01",63.950001,64.720001,63.48,64.599998,3698900,61.114269
"2021-04-05",65,65.220001,64.25,64.589996,4077900,61.104805
"2021-04-06",64.239998,65.389999,64.129997,64.599998,3420300,61.114269
"2021-04-07",64.489998,64.970001,63.66,63.990002,2374000,60.537186
"2021-04-08",63.860001,64.029999,62.619999,63.189999,3638900,59.780354
"2021-04-09",63.189999,63.560001,62.540001,63.139999,3721000,59.733047
"2021-04-12",63.599998,64.150002,63.299999,63.790001,3143800,60.347977
"2021-04-13",63.59,63.68,62.450001,63.310001,4471600,59.893879
"2021-04-14",63.59,64.779999,63.360001,64.239998,4234400,60.773693
"2021-04-15",64.879997,64.919998,63.799999,64.57,2632500,61.085892
"2021-04-16",65.269997,65.510002,64.260002,64.68,3698800,61.189957
"2021-04-19",64.800003,65.040001,63.939999,64.550003,2566600,61.066971
"2021-04-20",64,64.050003,62.279999,62.48,4532200,59.108662
"2021-04-21",62.459999,65.019997,62.375,64.82,4283500,61.322395
"2021-04-22",64,64.050003,60.720001,60.93,12028900,57.6423
"2021-04-23",61.099998,62.490002,60.450001,62.110001,5682300,58.758629
"2021-04-26",62.360001,62.82,61.93,62.200001,4871600,58.843769
"2021-04-27",62.27,62.849998,61.720001,62.650002,3781300,59.269493
"2021-04-28",63.029999,64.065002,62.700001,63.310001,5584300,59.893879
"2021-04-29",63.82,64.690002,63.435001,64.059998,4366000,60.603409
"2021-04-30",63.450001,63.709999,62.299999,62.5,4932300,59.127583
"2021-05-03",63.18,65.035004,63.119999,64.550003,6327800,61.066971
"2021-05-04",64.25,66.269997,63.799999,66.220001,7367200,62.646862
"2021-05-05",66.489998,68.235001,66.139999,68.07,7467100,64.397034
"2021-05-06",68.019997,69.089996,67.169998,69.040001,4670600,65.314697
"2021-05-07",68.349998,69.32,67.779999,69.040001,5174900,65.314697
"2021-05-10",69.75,70.599998,68.660004,68.730003,5039000,65.021423
"2021-05-11",67.839996,68.900002,67.199997,68.57,5693400,64.870056
"2021-05-12",68.75,69.099998,67.400002,67.599998,4886200,63.952389
"2021-05-13",67.459999,68.599998,67.32,68.080002,3068400,64.406487
"2021-05-14",68.5,70.040001,68.370003,69.830002,4817200,66.062073
"2021-05-17",69.580002,71.080002,69.470001,70.910004,3607500,67.083794
"2021-05-18",71,71.379997,69.510002,69.529999,3523800,65.778252
"2021-05-19",68.5,68.910004,67.269997,68.550003,4398500,64.851135
"2021-05-20",68.459999,68.720001,67.860001,68.260002,3126500,64.57679
"2021-05-21",68.68,69.599998,68.550003,68.830002,3855700,65.116028
"2021-05-24",69.589996,70.010002,69.095001,69.550003,3420100,65.79718
"2021-05-25",69.459999,70.449997,68.959999,69.040001,4419400,65.314697
"2021-05-26",68.830002,69.639999,68.209999,69.57,6059200,65.816086
"2021-05-27",69.32,69.959999,68.239998,68.660004,6256600,65.61541
"2021-05-28",69.080002,69.169998,67.709999,68.419998,3815200,65.386047
"2021-06-01",69.169998,70.529999,68.849998,70.410004,4139100,67.287804
"2021-06-02",70.32,70.32,68.860001,68.949997,4797800,65.892548
"2021-06-03",69.349998,70.699997,68.441002,70.610001,4322500,67.478935
"2021-06-04",71,71.139999,69.879997,70.370003,3041900,67.24958
"2021-06-07",70.370003,70.470001,68.889999,69.239998,2803900,66.169685
"2021-06-08",69.019997,69.720001,68.309998,69.379997,3469400,66.303482
"2021-06-09",69.25,69.510002,68.470001,68.839996,3379200,65.787422
"2021-06-10",69.989998,70.169998,67.949997,67.989998,4022000,64.975113
"2021-06-11",68.470001,69.019997,67.839996,68,2726100,64.984665
"2021-06-14",67.830002,68.18,66.629997,66.959999,3712800,63.99078
"2021-06-15",66.910004,67.425003,66.440002,67.220001,3255000,64.239265
"2021-06-16",67.010002,67.120003,65.199997,65.589996,5428800,62.681538
"2021-06-17",65.769997,65.800003,62.330002,63.540001,5696100,60.722446
"2021-06-18",62.549999,63.049999,61.880001,61.98,8745300,59.231621
"2021-06-21",63.139999,63.949001,62.790001,63.110001,5260000,60.311512
"2021-06-22",63.459999,63.82,62.68,63.5,4019100,60.684219
"2021-06-23",64,64.269997,63.099998,63.150002,3254400,60.349743
"2021-06-24",63.779999,63.830002,62.759998,63.110001,4253700,60.311512
"2021-06-25",63.25,63.869999,63.110001,63.290001,4259700,60.483528
"2021-06-28",63.299999,63.299999,62.169998,62.900002,2727000,60.110828
"2021-06-29",63.279999,63.810001,62.580002,62.98,2652900,60.187279
"2021-06-30",62.849998,63.619999,62.75,63.279999,3356500,60.473972
"2021-07-01",64.220001,64.419998,63.419998,63.5,3324700,60.684219
"2021-07-02",63.330002,63.77,62.799999,63.509998,3172800,60.693771
"2021-07-06",63.400002,63.450001,61.404999,61.93,3727000,59.183838
"2021-07-07",61.700001,62.490002,61.094002,62.25,3424300,59.489643
"2021-07-08",61,62.02,60.650002,61.41,4251300,58.686893
"2021-07-09",62.23,63.669998,62.099998,63.080002,5063200,60.282845
"2021-07-12",62.560001,63.599998,61.974998,63.220001,3100400,60.416634
"2021-07-13",63.419998,63.689999,62.32,62.700001,3074500,59.919697
"2021-07-14",62.939999,63.645,62.169998,62.32,2571700,59.556541
"2021-07-15",61.799999,62.720001,61.689999,61.91,2745800,59.164719
"2021-07-16",61.299999,61.720001,59.799999,60.009998,6961300,57.348976
"2021-07-19",58.139999,58.48,57.055,57.790001,7815400,55.227417
"2021-07-20",58.139999,59.189999,57.627998,58.619999,6771700,56.020611
"2021-07-21",59.52,60.049999,59.055,59.73,7428300,57.08139
"2021-07-22",58.560001,60.889999,58,60.48,7111300,57.798134
"2021-07-23",60.84,61.279999,59.799999,60.110001,4690500,57.444538
"2021-07-26",60.200001,62.040001,60.200001,62.009998,6534300,59.260288
"2021-07-27",61.509998,62.419998,60.860001,61.950001,3568500,59.202946
"2021-07-28",61.830002,62.299999,61.060001,61.869999,4113600,59.126495
"2021-07-29",62.439999,62.93,62.009998,62.599998,3708600,59.824127
"2021-07-30",62.490002,63.224998,61.665001,62.16,4646800,59.403637
"2021-08-02",62.299999,63.59,61.189999,61.220001,3714500,58.505325
"2021-08-03",61.150002,62.27,60.154999,62.23,4819700,59.470531
"2021-08-04",61.740002,62.200001,60.98,60.990002,3340100,58.285522
"2021-08-05",61.290001,61.799999,60.900002,61,3037100,58.295074
"2021-08-06",61.610001,62.369999,61.549999,62,3142800,59.250732
"2021-08-09",61.720001,62.224998,61.360001,61.82,3178100,59.078716
"2021-08-10",62.02,63.57,61.939999,63.119999,3560000,60.321068
"2021-08-11",63.419998,64.300003,63.220001,64.239998,3583600,61.391403
"2021-08-12",64.360001,64.620003,63.303001,64.010002,3581400,61.171608
"2021-08-13",63.970001,64.099998,63.349998,63.689999,2385600,60.865791
"2021-08-16",63.200001,63.595001,62.139999,63.32,3163400,60.512199
"2021-08-17",62.689999,62.875,61.139999,62.310001,3974300,59.546989
"2021-08-18",61.91,62.830002,61.709999,61.880001,4574000,59.136055
"2021-08-19",61.040001,61.389999,60.150002,60.549999,3981600,57.865028
"2021-08-20",60.41,61.110001,60.32,60.889999,3203600,58.189953
"2021-08-23",61.5,62.419998,61.459999,62.060001,3439900,59.308075
"2021-08-24",62.459999,63.529999,62.459999,63.259998,2896000,60.454865
"2021-08-25",63.299999,64.18,62.82,63.869999,3246700,61.037811
"2021-08-26",63.84,64.559998,63.470001,63.650002,3618500,60.827568
"2021-08-27",64.190002,65.855003,64.120003,65.379997,5348700,62.480846
"2021-08-30",65,65.328003,63.950001,63.98,3925000,61.804657
"2021-08-31",63.700001,63.880001,62.689999,62.900002,5450000,60.761379
"2021-09-01",62.830002,63,61.810001,62.540001,3949200,60.41362
"2021-09-02",62.759998,63.360001,62.419998,62.619999,3414600,60.490894
"2021-09-03",62.450001,62.825001,61.669998,62.119999,3690400,60.007893
"2021-09-07",61.98,62.299999,61.639999,61.869999,2514300,59.766392
"2021-09-08",61.830002,62.110001,60.509998,60.689999,4629000,58.626514
"2021-09-09",60.25,61.189999,60.07,60.279999,4439100,58.230453
"2021-09-10",60.849998,61.439999,60.34,60.41,4093300,58.356037
"2021-09-13",61.27,61.59,60.215,60.720001,4549200,58.655499
"2021-09-14",61.240002,61.299999,59.521999,59.650002,4493600,57.62188
"2021-09-15",59.75,60.669998,59.669998,60.200001,5167600,58.153179
"2021-09-16",60.139999,60.32,59.07,59.470001,4650700,57.447998
"2021-09-17",58.799999,59.169998,57.470001,57.75,9622900,55.786476
"2021-09-20",56.259998,57.130001,55.310001,56.18,7683900,54.269859
"2021-09-21",56.59,56.860001,55.209999,55.529999,6156400,53.641956
"2021-09-22",56.259998,56.98,56.255001,56.299999,6823800,54.385777
"2021-09-23",56.77,58.044998,56.599998,57.43,7814100,55.477356
"2021-09-24",57.200001,57.34,56.740002,56.810001,7964900,54.878437
"2021-09-27",56.880001,60.380001,56.880001,59.689999,12374000,57.660515
"2021-09-28",60.150002,60.645,59.139999,59.459999,6681800,57.438339
"2021-09-29",59.459999,59.599998,58.77,58.82,4578800,56.820099
"2021-09-30",58.919998,59.169998,57.549999,57.560001,4929000,55.60294
"2021-10-01",57.669998,59.009998,57.25,58.580002,6925300,56.588261
"2021-10-04",58.580002,59,57.68,58.240002,5652900,56.259819
"2021-10-05",58.259998,59.445,58.099998,59.099998,5646200,57.090576
"2021-10-06",58.360001,58.57,56.299999,57.16,8699100,55.216537
"2021-10-07",57.889999,59.470001,57.790001,58.509998,7235900,56.520634
"2021-10-08",58.810001,59.290001,58.400002,58.709999,4260200,56.713833
"2021-10-11",59.25,59.779999,58.209999,58.23,4139000,56.250156
"2021-10-12",58.02,58.369999,57.5,57.740002,5443800,55.776821
"2021-10-13",57.919998,58.049999,56.650002,56.91,7689800,54.975037
"2021-10-14",57.43,58.779999,57.139999,58.740002,6430400,56.742821
"2021-10-15",59.470001,59.73,58.84,58.959999,4288200,56.955338
"2021-10-18",57.700001,59.389999,57.599998,58.950001,4660100,56.945679
"2021-10-19",59.09,59.27,58.540001,59.189999,3650600,57.177513
"2021-10-20",59.16,60.608002,58.941002,59.889999,5875300,57.853714
"2021-10-21",60.07,61.169998,57.959999,59.259998,8916600,57.245136
"2021-10-22",59.639999,60.189999,58.380001,58.400002,5889500,56.414379
"2021-10-25",59.240002,59.535,58.610001,58.709999,6293200,56.713833
"2021-10-26",58.709999,59.759998,58.18,58.709999,6875200,56.713833
"2021-10-27",58.580002,58.580002,55.900002,56,11512700,54.095978
"2021-10-28",56.25,56.860001,56.209999,56.57,5974400,54.646599
"2021-10-29",56.130001,56.650002,55.66,55.970001,5894900,54.066998
"2021-11-01",56.009998,57.98,56.009998,57.439999,7562000,55.487015
"2021-11-02",57.639999,58.740002,57.240002,58.470001,5929500,56.481998
"2021-11-03",58.490002,59.584999,58.09,59.049999,6234300,57.042274
"2021-11-04",59,59.014999,56.794998,57.169998,9047900,55.226196
"2021-11-05",57.240002,58.744999,57.240002,58.310001,4979100,56.327435
"2021-11-08",58.93,59.68,58.294998,58.57,4894100,56.578598
"2021-11-09",58.540001,59.119999,58.395,58.790001,4447800,56.791115
"2021-11-10",58.84,59.290001,58.490002,58.759998,5103900,56.762135
"2021-11-11",59.080002,59.98,59.02,59.68,4140400,57.65086
"2021-11-12",59.790001,60.549999,59.459999,60.060001,3499400,58.017941
"2021-11-15",60.5,60.82,59.779999,59.919998,3470400,57.882694
"2021-11-16",59.970001,59.990002,58.84,58.860001,4004700,56.858738
"2021-11-17",58.68,58.98,58.169998,58.34,3342400,56.356419
"2021-11-18",58.349998,58.369999,57.669998,57.98,3801500,56.008659
"2021-11-19",57.450001,57.52,56.029999,57.34,7424300,55.390419
"2021-11-22",57.560001,59.290001,57.41,58.790001,5309200,56.791115
"2021-11-23",59.34,59.720001,58.830002,59.18,5279400,57.167858
"2021-11-24",58.900002,59.369999,58.59,58.630001,3307100,56.636559
"2021-11-26",56.639999,57.77,55.98,57.599998,4317500,55.641575
"2021-11-29",57.900002,58.380001,56.380001,56.860001,4564300,55.602463
"2021-11-30",56.259998,56.490002,54.41,54.93,10398200,53.715149
"2021-12-01",55.490002,55.799999,52.700001,52.759998,9113300,51.593136
"2021-12-02",52.5,53.474998,52.07,53.18,7333300,52.003853
"2021-12-03",53,53.82,52.73,53.07,6969100,51.896282
"2021-12-06",54.360001,54.717999,53.84,53.880001,6066400,52.68837
"2021-12-07",54.450001,55.380001,54.27,54.860001,5806900,53.646698
"2021-12-08",55.310001,55.48,54.779999,54.91,5013700,53.695587
"2021-12-09",54.240002,54.580002,53.724998,54.389999,5607700,53.187088
"2021-12-10",55.150002,55.259998,54.285,54.68,3628600,53.470676
"2021-12-13",54.459999,54.650002,53.067001,53.32,5398800,52.140755
"2021-12-14",53.25,54.5,53.138,53.880001,4048700,52.68837
"2021-12-15",53.790001,54.07,52.860001,54.040001,4955200,52.84483
"2021-12-16",54.43,55.360001,54.27,54.599998,5605900,53.392445
"2021-12-17",54.529999,54.665001,53.380001,54.099998,10400000,52.903503
"2021-12-20",53.099998,53.59,52.470001,53.509998,6251000,52.32655
"2021-12-21",54.169998,54.810001,53.900002,54.200001,4422000,53.001293
"2021-12-22",54.119999,54.380001,53.639999,54.23,3729600,53.030628
"2021-12-23",54.5,55.702999,54.349998,55.139999,6240200,53.920502
"2021-12-27",55.310001,55.889999,55.169998,55.869999,3249000,54.634354
"2021-12-28",56.009998,57,55.91,56.630001,4748100,55.377548
"2021-12-29",56.669998,57.110001,56.560001,57.060001,3580900,55.798042
"2021-12-30",57.200001,57.830002,56.724998,56.779999,3678700,55.524231
"2021-12-31",56.84,56.991001,56.294998,56.720001,3093900,55.465561
"2022-01-03",57.200001,57.900002,56.790001,56.869999,5231900,55.61224
"2022-01-04",57.25,58.700001,57.099998,58.41,9068000,57.118183
"2022-01-05",58.790001,59.59,58.314999,58.349998,6706300,57.059505
"2022-01-06",58.490002,58.860001,57.240002,58.240002,5820800,56.951942
"2022-01-07",58.630001,59.514999,58.43,59.099998,4633100,57.792923
"2022-01-10",58.84,59.299999,57.985001,58.400002,5544300,57.108406
"2022-01-11",59.049999,59.470001,58.41,59.18,5720400,57.871155
"2022-01-12",59.514999,60.139999,58.889999,59.259998,3742400,57.949383
"2022-01-13",59.299999,60.227001,59.207001,59.939999,4482600,58.614346
