"","RSG.Open","RSG.High","RSG.Low","RSG.Close","RSG.Volume","RSG.Adjusted"
"2022-01-03",139.190002,139.460007,133.679993,135.410004,1150600,134.47081
"2022-01-04",135.979996,137.839996,135.850006,136.580002,912500,135.632706
"2022-01-05",136.710007,137.320007,133.770004,134.160004,1011800,133.229477
"2022-01-06",134.460007,136.190002,133.550003,134.419998,841600,133.487671
"2022-01-07",134.300003,134.589996,132.539993,133.770004,910600,132.842178
"2022-01-10",132.929993,132.929993,130.369995,131.630005,1196800,130.717041
"2022-01-11",131.800003,132.119995,130.100006,132.100006,1087100,131.183777
"2022-01-12",132.610001,132.800003,130.75,131.820007,1393800,130.905716
"2022-01-13",132.190002,132.190002,130.240005,130.639999,1141700,129.733887
"2022-01-14",129.809998,130.259995,128.759995,129.860001,1235900,128.95929
"2022-01-18",128.740005,129.369995,127.330002,128.610001,1443500,127.717972
"2022-01-19",128.699997,130.429993,128.110001,129.149994,1025700,128.254227
"2022-01-20",129.369995,130.759995,128.240005,128.350006,1238300,127.459778
"2022-01-21",128.399994,130.139999,127.440002,127.989998,1167500,127.102272
"2022-01-24",126.709999,127.900002,124.339996,127.599998,1858900,126.714973
"2022-01-25",125.989998,126.860001,123.75,124.830002,1633900,123.964188
"2022-01-26",125.410004,127.410004,124.190002,125.089996,1740800,124.222374
"2022-01-27",125.739998,127.379997,123.120003,123.589996,1323100,122.732788
"2022-01-28",123.720001,126.589996,122.330002,126.580002,1196200,125.702057
"2022-01-31",125.669998,127.769997,125.669998,127.660004,1389300,126.774559
"2022-02-01",127.629997,128.419998,124.459999,125.980003,1733500,125.106209
"2022-02-02",125.669998,128.979996,125.059998,128.690002,1988300,127.797417
"2022-02-03",127.510002,129.059998,126.879997,127.080002,1046200,126.198586
"2022-02-04",126.419998,127.900002,125.300003,126.459999,1167100,125.582878
"2022-02-07",126.519997,127.809998,126.150002,126.419998,1023200,125.543159
"2022-02-08",126.75,127.239998,125.790001,126.949997,1289300,126.069481
"2022-02-09",125.440002,128.289993,125.260002,127.639999,1829800,126.7547
"2022-02-10",125.879997,128.199997,125.019997,125.730003,2133000,124.857948
"2022-02-11",124.690002,125.480003,119.190002,120.18,3188300,119.346443
"2022-02-14",120.18,120.510002,117,118.57,2768100,117.747612
"2022-02-15",119.970001,120.260002,117.919998,118.459999,2250700,117.638367
"2022-02-16",118.300003,118.540001,115.669998,117.550003,2384800,116.734688
"2022-02-17",117.550003,118.419998,116.669998,116.730003,1204700,115.92038
"2022-02-18",116.639999,118.129997,115.860001,117.540001,1952700,116.724747
"2022-02-22",118.5,118.879997,116.379997,117.160004,1385600,116.347389
"2022-02-23",117.389999,118.010002,115.860001,115.959999,1701800,115.155708
"2022-02-24",114.379997,117.970001,113.57,117.470001,1604000,116.655235
"2022-02-25",118.010002,120.959999,117.5,120.889999,1114800,120.051514
"2022-02-28",119.720001,121.599998,119.309998,120.279999,1880300,119.445747
"2022-03-01",120.300003,121.730003,120.010002,121.220001,1766700,120.379227
"2022-03-02",121.449997,126,121.449997,124.849998,2176700,123.984055
"2022-03-03",125.379997,126.989998,125.309998,126.25,1236600,125.374336
"2022-03-04",125.110001,130.169998,124.940002,129.970001,2232900,129.068542
"2022-03-07",129.619995,130.089996,127.160004,127.959999,2297400,127.072479
"2022-03-08",127.68,128.740005,123.019997,123.110001,1972400,122.256119
"2022-03-09",124.720001,126.370003,123.760002,125.769997,1429100,124.897667
"2022-03-10",124.690002,126.870003,124.660004,126.790001,920300,125.910591
"2022-03-11",127.339996,128.279999,126.459999,126.540001,899100,125.662331
"2022-03-14",127.330002,128.490005,126.160004,128.470001,1648600,127.578941
"2022-03-15",129.690002,129.779999,127.709999,129.059998,970400,128.164856
"2022-03-16",129.660004,130.619995,127.93,130.029999,948600,129.128113
"2022-03-17",130.149994,131.669998,129.869995,131.529999,900200,130.617722
"2022-03-18",131.850006,132.050003,130,131.490005,1429700,130.578003
"2022-03-21",131.399994,132.160004,130.800003,131.529999,714900,130.617722
"2022-03-22",132.110001,132.160004,129.460007,129.520004,901900,128.621658
"2022-03-23",129.070007,130.570007,128.610001,129.479996,790100,128.581924
"2022-03-24",129.809998,130.940002,129.169998,130.190002,769000,129.287018
"2022-03-25",130.619995,131.600006,129.960007,131.5,614700,130.587936
"2022-03-28",131.860001,133.240005,131.330002,133.059998,849400,132.1371
"2022-03-29",133.529999,134,132.449997,133.630005,1242800,132.703171
"2022-03-30",133.600006,134.699997,133.210007,134.690002,545700,133.755798
"2022-03-31",134.520004,135.270004,132.490005,132.5,1269000,132.031906
"2022-04-01",132.630005,133.399994,131.710007,133.25,1054800,132.779266
"2022-04-04",133,133.429993,131.399994,132.139999,948600,131.673172
"2022-04-05",132.039993,134.889999,131.679993,133.270004,1104200,132.799194
"2022-04-06",132.690002,134.289993,132.279999,133.440002,1281100,132.968597
"2022-04-07",133.229996,135.880005,132.820007,135.279999,1303000,134.802094
"2022-04-08",135.800003,136.559998,135.080002,135.830002,937200,135.350143
"2022-04-11",135.979996,136.720001,135.330002,135.770004,1171200,135.290359
"2022-04-12",135.289993,136.369995,133.580002,133.910004,863900,133.436935
"2022-04-13",133.800003,134.570007,132.229996,133.149994,849600,132.679611
"2022-04-14",133.669998,134.630005,132.639999,132.710007,890700,132.24118
"2022-04-18",133.110001,133.710007,131.699997,132.300003,761500,131.832611
"2022-04-19",133.020004,134.119995,132.800003,133.720001,906200,133.247604
"2022-04-20",134.570007,135.380005,133.929993,134.320007,790800,133.84549
"2022-04-21",134.940002,136.279999,134.369995,134.809998,1032400,134.33374
"2022-04-22",134.75,135.070007,132.259995,132.399994,1501500,131.932251
"2022-04-25",132.279999,132.690002,130.389999,132.449997,1261700,131.982086
"2022-04-26",134.160004,137.660004,133.559998,134.979996,2081700,134.503143
"2022-04-27",134.990005,138.050003,134.789993,137.059998,1799200,136.57579
"2022-04-28",136.850006,138.399994,135.910004,138.110001,999600,137.622086
"2022-04-29",137.330002,137.610001,134.029999,134.270004,1610500,133.795654
"2022-05-02",134.039993,135.229996,129.440002,130.990005,1943200,130.527252
"2022-05-03",131.149994,133.410004,130.779999,131.229996,1202200,130.766388
"2022-05-04",131.429993,133.770004,130.279999,133.570007,1270600,133.098129
"2022-05-05",133.039993,133.529999,129.399994,130.330002,1332800,129.869583
"2022-05-06",130.960007,136.089996,130.619995,135.190002,2450200,134.712402
"2022-05-09",134.020004,134.740005,130.100006,130.949997,1595300,130.487381
"2022-05-10",131.789993,132.649994,127.93,129.110001,1377500,128.653885
"2022-05-11",128.759995,131.240005,128.509995,129.139999,1146000,128.683777
"2022-05-12",129.389999,130.139999,126.620003,127.720001,1866600,127.268799
"2022-05-13",129.5,131.289993,128.649994,130.889999,1743300,130.427597
"2022-05-16",130.889999,132.300003,129.520004,130.820007,967600,130.357849
"2022-05-17",131.399994,132.380005,129.740005,132.330002,1332600,131.862518
"2022-05-18",131.619995,132.360001,127.919998,128.089996,1159700,127.637482
"2022-05-19",127.019997,128.570007,125.410004,127.510002,1395700,127.05954
"2022-05-20",128.309998,129.610001,126.699997,129.449997,1142900,128.992676
"2022-05-23",130,131.520004,129.289993,130.960007,1177500,130.49736
"2022-05-24",131.339996,133.720001,130.770004,133.449997,1113000,132.978546
"2022-05-25",133.449997,133.809998,132.320007,132.949997,2718700,132.480316
"2022-05-26",133.990005,134.809998,133.570007,134.139999,1108700,133.666107
"2022-05-27",134.570007,136.940002,134.149994,136.869995,1129200,136.386459
"2022-05-31",136.130005,136.75,133.270004,133.839996,3575800,133.367172
"2022-06-01",133.419998,134.529999,133.419998,133.970001,1186600,133.496719
"2022-06-02",134.149994,135.600006,132.850006,135.389999,838300,134.911697
"2022-06-03",134.600006,135.009995,133.710007,134.410004,854400,133.935165
"2022-06-06",135.020004,135.100006,133.139999,133.240005,1072300,132.769302
"2022-06-07",132.759995,135.399994,132.419998,135.369995,895100,134.891769
"2022-06-08",134.550003,134.550003,131.940002,132.179993,759100,131.713028
"2022-06-09",132.039993,132.639999,128.410004,128.479996,1253700,128.026108
"2022-06-10",126.970001,128.070007,125.730003,126.540001,1494400,126.092964
"2022-06-13",124.699997,126.010002,123.610001,124.190002,1386100,123.751266
"2022-06-14",124.099998,125.080002,122.32,123.059998,1285900,122.625252
"2022-06-15",123.82,124.879997,121.949997,123.360001,1387500,122.924202
"2022-06-16",121.970001,122.760002,120.809998,121.760002,1355300,121.329849
"2022-06-17",121.989998,122.360001,119.720001,120.730003,1925200,120.30349
"2022-06-21",121.949997,124.93,121.709999,124.529999,1263300,124.090065
"2022-06-22",123.57,126.709999,123.120003,124.970001,1140300,124.528511
"2022-06-23",125.5,126.860001,125.080002,126.709999,951300,126.26236
"2022-06-24",127.5,130.240005,127.279999,129.899994,1781700,129.441086
"2022-06-27",129.589996,130.470001,129.009995,129.399994,1153200,128.942856
"2022-06-28",129.830002,130.839996,127.779999,127.910004,990700,127.45813
"2022-06-29",128.300003,130.449997,127.32,130.210007,946000,129.75
