"","DPZ.Open","DPZ.High","DPZ.Low","DPZ.Close","DPZ.Volume","DPZ.Adjusted"
"2022-01-24",431.869995,457.059998,429.820007,456.23999,710700,453.626312
"2022-01-25",449.059998,450.720001,435.51001,436.359985,576200,433.860199
"2022-01-26",441.809998,445.029999,421.380005,423.700012,480100,421.272766
"2022-01-27",425.200012,437.01001,423.179993,429.579987,458800,427.119049
"2022-01-28",428.980011,441.01001,423.040009,441.01001,437300,438.483612
"2022-01-31",442.730011,455.440002,439.529999,454.649994,497500,452.045441
"2022-02-01",456.040009,461.209991,450.100006,458.299988,520500,455.6745
"2022-02-02",460.540009,463.720001,450.790009,451.940002,481700,449.350983
"2022-02-03",448.040009,452.51001,439.730011,443.790009,411000,441.24765
"2022-02-04",444.140015,446.559998,432,438.070007,353600,435.560425
"2022-02-07",439.769989,441.190002,433.429993,434.359985,362600,431.871643
"2022-02-08",433.269989,441.48999,430.519989,438.730011,325200,436.216644
"2022-02-09",443.970001,449.450012,439.559998,444.76001,372000,442.212097
"2022-02-10",434.98999,447.619995,433.399994,438.579987,548400,436.067505
"2022-02-11",440.160004,442.079987,428.570007,431.519989,344800,429.047913
"2022-02-14",432.779999,435.100006,425.790009,430.709991,276600,428.242584
"2022-02-15",431.769989,434.76001,429.179993,432,343500,429.525208
"2022-02-16",429.070007,434,425.329987,433.339996,339900,430.857513
"2022-02-17",429.890015,438.059998,427.970001,430.529999,370800,428.063599
"2022-02-18",432.160004,441.170013,432.160004,435.619995,371500,433.124451
"2022-02-22",432.730011,435.970001,420.369995,422.109985,393900,419.691833
"2022-02-23",423.890015,424.380005,397.190002,402.089996,1100300,399.78653
"2022-02-24",394.25,419.779999,390.339996,417.410004,624400,415.018768
"2022-02-25",417.089996,430.25,406.040009,429.980011,560700,427.516785
"2022-02-28",423.350006,434.529999,420.619995,432.209991,772100,429.733978
"2022-03-01",394.5,448.98999,391.630005,432.209991,1499300,429.733978
"2022-03-02",425.329987,430.940002,414.019989,423.25,668600,420.825317
"2022-03-03",425.130005,425.130005,401.839996,402.670013,528900,400.36322
"2022-03-04",402.660004,414.75,400.790009,413.709991,474500,411.339966
"2022-03-07",413.670013,417.940002,400.059998,400.070007,546200,397.778107
"2022-03-08",396,410.149994,391.880005,393.149994,412300,390.897766
"2022-03-09",393.75,401.619995,389.269989,397.190002,573300,394.914612
"2022-03-10",395.200012,396,388.350006,393.140015,254800,390.887848
"2022-03-11",393.640015,395.619995,383.309998,386.369995,332800,384.156586
"2022-03-14",385.959991,393.369995,381.23999,386.179993,279500,385.063965
"2022-03-15",387.420013,393.970001,386.76001,389.910004,311100,388.783203
"2022-03-16",393.140015,405.519989,391.130005,405.470001,453200,404.298218
"2022-03-17",405,410.51001,402.470001,409.459991,294400,408.276672
"2022-03-18",409.820007,416.470001,409.820007,415.660004,431000,414.458771
"2022-03-21",415.329987,418.519989,396.179993,400.049988,438900,398.89386
"2022-03-22",400.859985,401.640015,394.209991,396.829987,497400,395.683167
"2022-03-23",396.559998,397.709991,390.140015,393.940002,322600,392.801544
"2022-03-24",394.899994,394.899994,386.559998,393.200012,289500,392.06369
"2022-03-25",393.970001,394.73999,386.230011,394.73999,488400,393.599213
"2022-03-28",397.579987,399.630005,388.339996,399.070007,501000,397.916718
"2022-03-29",402.459991,414.519989,401.630005,412.01001,525600,410.819336
"2022-03-30",412.029999,413.350006,402.970001,406.269989,345700,405.095886
"2022-03-31",408.76001,410.059998,404.700012,407.01001,740900,405.833771
"2022-04-01",405.359985,405.779999,390.230011,397.179993,628500,396.032166
"2022-04-04",398,404.850006,393.279999,403.790009,586500,402.623077
"2022-04-05",394,403.279999,391.019989,391.170013,572000,390.039551
"2022-04-06",387.600006,393.059998,378.459991,391.100006,586200,389.969757
"2022-04-07",389.339996,398.910004,386.779999,397.399994,471900,396.251526
"2022-04-08",404.149994,404.149994,394.029999,394.790009,691700,393.649078
"2022-04-11",389.089996,395.809998,385.459991,387.920013,425300,386.79895
"2022-04-12",390.609985,396.450012,388.100006,388.570007,439900,387.447052
"2022-04-13",387.790009,392.450012,386.01001,392.160004,381600,391.026703
"2022-04-14",390.940002,393.140015,386.899994,387.23999,256000,386.12088
"2022-04-18",384.410004,388.119995,376.809998,379.48999,339400,378.39328
"2022-04-19",378.579987,397.720001,378.579987,394.079987,424700,392.941132
"2022-04-20",394.630005,397.570007,390.109985,396.48999,324200,395.344147
"2022-04-21",399.480011,402.769989,390.799988,391,366500,389.870026
"2022-04-22",390.98999,392.670013,378.040009,378.829987,287900,377.735199
"2022-04-25",377.209991,379.339996,369.380005,378.160004,678200,377.067139
"2022-04-26",377.339996,379.940002,366.630005,369.730011,715000,368.66153
"2022-04-27",370,377.660004,368.26001,372.910004,710400,371.832306
"2022-04-28",350.950012,361.690002,335.630005,353.880005,1938100,352.85733
"2022-04-29",347.790009,348.880005,337.850006,338,877200,337.023193
"2022-05-02",341.820007,352.269989,337.540009,351.119995,733100,350.105286
"2022-05-03",349.279999,349.279999,339.589996,343.839996,613100,342.846313
"2022-05-04",345.089996,354.209991,337.799988,353.200012,608500,352.179291
"2022-05-05",347.790009,352.25,339.940002,341.690002,591500,340.702545
"2022-05-06",339.619995,346.019989,335.299988,341.790009,602600,340.802246
"2022-05-09",335.549988,338.869995,331.470001,333.600006,596900,332.635925
"2022-05-10",338.589996,342,327.119995,335.720001,509900,334.749786
"2022-05-11",334.839996,335.619995,324.51001,325.130005,513700,324.190399
"2022-05-12",323.089996,337.779999,321.149994,327.850006,705800,326.902557
"2022-05-13",331.73999,343.549988,330.440002,340.940002,529000,339.954712
"2022-05-16",340.200012,340.200012,330.720001,336.450012,374900,335.477692
"2022-05-17",340.380005,340.380005,331.119995,336.459991,431100,335.48764
"2022-05-18",331,331.609985,322.609985,328.019989,546700,327.072021
"2022-05-19",326.649994,339.730011,325.480011,336.429993,473300,335.457733
"2022-05-20",338.48999,342.369995,330.579987,341.690002,590900,340.702545
"2022-05-23",344.910004,346.660004,333.559998,343.01001,471500,342.018738
"2022-05-24",340.769989,344.630005,335.600006,342.170013,571600,341.181152
"2022-05-25",342.26001,356.200012,342.26001,352.570007,511200,351.551117
"2022-05-26",355.459991,362.040009,354.670013,355.609985,431000,354.582306
"2022-05-27",357.459991,366.079987,356.350006,365.910004,501800,364.852539
"2022-05-31",364.609985,366.519989,359.040009,363.170013,640100,362.120483
"2022-06-01",364.970001,365.329987,359.049988,360.850006,428700,359.807159
"2022-06-02",362.429993,375.48999,361.179993,372.869995,448700,371.792419
"2022-06-03",367.600006,373.399994,366.170013,368.119995,359800,367.056152
"2022-06-06",370.01001,378.480011,368.290009,377.269989,473800,376.179718
"2022-06-07",371.049988,385.75,371.049988,385.279999,404700,384.166565
"2022-06-08",383.440002,391.660004,383.440002,384,449100,382.890259
"2022-06-09",380.670013,388.200012,379.179993,385.440002,556800,384.326111
"2022-06-10",381.230011,382.920013,376.559998,380.5,522400,379.400391
"2022-06-13",370.720001,383.309998,370.720001,380.630005,806500,379.529999
"2022-06-14",378.070007,384,375.899994,377.130005,636600,377.130005
"2022-06-15",378.190002,387.670013,378.190002,385.420013,471700,385.420013
"2022-06-16",378.440002,386.630005,374.730011,379.549988,490100,379.549988
"2022-06-17",381.149994,381.859985,375.970001,379.170013,552400,379.170013
"2022-06-21",380.51001,388.559998,379.299988,386.359985,448000,386.359985
"2022-06-22",385.369995,395.390015,382.040009,389.76001,439200,389.76001
"2022-06-23",392.380005,398.339996,387.600006,398.130005,461800,398.130005
"2022-06-24",400,400,390.119995,396.540009,709400,396.540009
"2022-06-27",398.549988,401.109985,392.369995,397.579987,604100,397.579987
"2022-06-28",396.420013,399.420013,390.160004,390.709991,449400,390.709991
"2022-06-29",391.820007,392.880005,386.329987,389.040009,466300,389.040009
