"","ATO.Open","ATO.High","ATO.Low","ATO.Close","ATO.Volume","ATO.Adjusted"
"2022-01-21",104.989998,106.029999,104.510002,104.589996,1350700,103.285103
"2022-01-24",104.599998,105.279999,99.82,102.32,1270000,101.043427
"2022-01-25",101.730003,104.5,101.18,103.919998,1566200,102.623459
"2022-01-26",103.739998,105.339996,102.760002,103.650002,1564600,102.356834
"2022-01-27",104.410004,106.459999,104.129997,104.830002,1259700,103.52211
"2022-01-28",104.57,106.169998,103.580002,106.110001,1271600,104.78614
"2022-01-31",105.099998,107.550003,104.690002,107.220001,2251500,105.882294
"2022-02-01",107.279999,107.300003,105.339996,106.279999,1119300,104.954018
"2022-02-02",105.830002,107.43,105.550003,106.790001,1104400,105.457657
"2022-02-03",106.769997,107.129997,105.580002,106.779999,964700,105.447777
"2022-02-04",105.989998,106.809998,104.699997,105.760002,951200,104.440514
"2022-02-07",105.800003,106.440002,104.800003,105.940002,871800,104.618271
"2022-02-08",106.25,107,105.860001,106.57,1063100,105.240402
"2022-02-09",106.260002,109.220001,106.260002,108.849998,1203600,107.491959
"2022-02-10",108.050003,108.349998,105.419998,105.949997,940700,104.628136
"2022-02-11",106.080002,107.82,105.57,106.68,859600,105.34903
"2022-02-14",106.879997,107.169998,104.529999,105.980003,1040000,104.657768
"2022-02-15",106.32,106.839996,105.07,105.529999,860300,104.213379
"2022-02-16",105.739998,106.550003,104.779999,106.089996,706400,104.766388
"2022-02-17",105.82,107.209999,104.769997,106.660004,961900,106.008759
"2022-02-18",105.25,107.089996,105.25,106.040001,2331400,105.392548
"2022-02-22",105.989998,107.349998,105.620003,106.260002,1190000,105.611198
"2022-02-23",106.169998,106.730003,105.169998,105.389999,1539500,104.746513
"2022-02-24",104.800003,105.25,102.300003,104.75,2330500,104.11042
"2022-02-25",105.760002,109.339996,105.68,109.089996,1311100,108.42392
"2022-02-28",108.040001,110.379997,108.040001,109.809998,2296500,109.139519
"2022-03-01",109.629997,110.68,109.110001,109.93,2193300,109.258789
"2022-03-02",110,111.790001,109.459999,111.139999,1338700,110.461403
"2022-03-03",111.870003,113.769997,111.860001,113.739998,1162300,113.045525
"2022-03-04",113.330002,116.260002,112.489998,116.150002,1156400,115.440819
"2022-03-07",116.230003,116.809998,114.639999,116.010002,1539300,115.301674
"2022-03-08",116.370003,116.370003,113.400002,113.400002,1197900,112.707603
"2022-03-09",114.150002,114.709999,112.150002,112.18,1096200,111.495056
"2022-03-10",111.339996,113.699997,111.279999,113.290001,798200,112.598274
"2022-03-11",113.309998,114.43,112.379997,113.739998,1308300,113.045525
"2022-03-14",114.239998,114.470001,111.239998,112.860001,898600,112.170898
"2022-03-15",114.419998,114.720001,113.050003,114.110001,1193700,113.413269
"2022-03-16",113.849998,114.480003,111.730003,114.349998,1206600,113.651802
"2022-03-17",114.589996,115.489998,114.019997,114.470001,737000,113.771072
"2022-03-18",114.449997,115.400002,112.489998,112.730003,2273600,112.041702
"2022-03-21",113,115.279999,112.919998,115.239998,726500,114.536369
"2022-03-22",115.669998,116,113.75,114.160004,756700,113.462967
"2022-03-23",114.389999,115.029999,112.629997,114.309998,673000,113.612045
"2022-03-24",114.610001,115.889999,114.25,115.669998,792000,114.963745
"2022-03-25",116.32,118.589996,115.949997,118.519997,905000,117.796341
"2022-03-28",118.470001,118.470001,117.129997,117.790001,1134800,117.070801
"2022-03-29",117.410004,119.190002,117.139999,119.18,728700,118.452316
"2022-03-30",119.139999,120.410004,118.110001,120.370003,931900,119.635048
"2022-03-31",120.040001,120.940002,119.480003,119.489998,1157100,118.760422
"2022-04-01",119.559998,121.459999,118.82,121.410004,995000,120.668701
"2022-04-04",120.75,120.830002,118.160004,119.18,1042400,118.452316
"2022-04-05",119.449997,120.959999,119.279999,120.230003,745800,119.495903
"2022-04-06",120.669998,122.110001,119.720001,122.050003,1013900,121.304794
"2022-04-07",121.989998,121.989998,119.269997,120.860001,1112800,120.122055
"2022-04-08",121.07,121.82,119.769997,121.709999,947800,120.966866
"2022-04-11",122.150002,122.5,120.099998,120.510002,902200,119.774193
"2022-04-12",120.080002,121.290001,119.150002,120.199997,762300,119.46608
"2022-04-13",120.529999,120.949997,118.580002,119.900002,862100,119.167915
"2022-04-14",120.879997,121,119.709999,119.739998,939200,119.008888
"2022-04-18",119.949997,121.82,119.019997,119.599998,630000,118.869743
"2022-04-19",120.120003,120.870003,119.75,120.610001,532400,119.873581
"2022-04-20",121.5,122.959999,120.800003,122.690002,628200,121.940887
"2022-04-21",122.32,122.620003,120.980003,121.160004,686200,120.420227
"2022-04-22",121,121,118.57,118.699997,844100,117.975243
"2022-04-25",118.669998,119.07,116.18,117.699997,1052000,116.981346
"2022-04-26",117.879997,118.849998,116.93,117.050003,874900,116.33532
"2022-04-27",117.230003,118.25,115.419998,116.059998,797300,115.351364
"2022-04-28",116.730003,117.580002,115.800003,116.809998,819500,116.096779
"2022-04-29",116.480003,116.480003,113.010002,113.400002,2886900,112.707603
"2022-05-02",114.18,114.660004,110.669998,111.760002,1086400,111.077621
"2022-05-03",112.239998,114.559998,111.959999,112.610001,915500,111.922432
"2022-05-04",113.260002,115.309998,113.099998,115.309998,994200,114.605942
"2022-05-05",115.290001,117.5,113.93,115.040001,1006600,114.337593
"2022-05-06",114.309998,115.300003,113.349998,114.900002,1356500,114.198448
"2022-05-09",114.540001,114.75,113.019997,113.629997,1134400,112.936195
"2022-05-10",113.75,115.230003,111.57,113.110001,952600,112.419373
"2022-05-11",113.620003,115.540001,112.190002,112.620003,1064600,111.932373
"2022-05-12",112.660004,113.379997,111.07,112.089996,1184800,111.405602
"2022-05-13",111.889999,113.519997,111.160004,112.959999,1086200,112.270287
"2022-05-16",113.580002,114.300003,112.760002,113.160004,1234000,112.46907
"2022-05-17",113.760002,113.879997,111.690002,113.75,1040900,113.055466
"2022-05-18",114.370003,114.370003,111.599998,111.849998,1080400,111.167068
"2022-05-19",111.169998,111.93,109.919998,111.370003,937800,110.690002
"2022-05-20",110.540001,112.120003,109.940002,111.699997,981400,111.699997
"2022-05-23",112.959999,114.129997,111.709999,113.669998,1294900,113.669998
"2022-05-24",114.169998,116.440002,113.550003,116.029999,937900,116.029999
"2022-05-25",115.900002,116.790001,115.419998,115.919998,1013600,115.919998
"2022-05-26",116.400002,117.459999,116.07,116.739998,1083900,116.739998
"2022-05-27",116.510002,117.650002,115.839996,117.639999,909200,117.639999
"2022-05-31",116.489998,116.489998,115.099998,116.309998,2783200,116.309998
"2022-06-01",116.690002,117.099998,114.709999,116.43,993000,116.43
"2022-06-02",116.639999,117.620003,113.620003,116.599998,725000,116.599998
"2022-06-03",116.239998,116.760002,115.559998,116.110001,652400,116.110001
"2022-06-06",116.449997,117.389999,116.099998,116.760002,715600,116.760002
"2022-06-07",116.470001,117.489998,115.940002,117.43,714800,117.43
"2022-06-08",117.099998,117.330002,115.059998,115.220001,630500,115.220001
"2022-06-09",115.269997,115.650002,112.900002,112.949997,554400,112.949997
"2022-06-10",112.190002,112.910004,111.5,111.970001,646000,111.970001
"2022-06-13",110.769997,111.230003,106.519997,107.010002,856500,107.010002
"2022-06-14",107.209999,108.360001,104.410004,105.540001,906700,105.540001
"2022-06-15",106.169998,108.029999,105.220001,106.089996,982500,106.089996
"2022-06-16",104.849998,105.150002,103.660004,104.580002,990800,104.580002
"2022-06-17",105.059998,105.480003,102.040001,103.510002,2207000,103.510002
"2022-06-21",103.669998,105.980003,103.5,105.470001,839700,105.470001
"2022-06-22",104.239998,106.370003,104.239998,105.660004,627900,105.660004
"2022-06-23",106.230003,107.300003,106.209999,107.040001,669800,107.040001
"2022-06-24",107.650002,109.669998,107.410004,109.239998,723400,109.239998
"2022-06-27",108.93,110.970001,108.889999,110.75,511100,110.75
"2022-06-28",111.050003,112.169998,110.470001,110.650002,521200,110.650002
"2022-06-29",110.82,111.330002,110.089996,110.900002,726800,110.900002
