"","AXP.Open","AXP.High","AXP.Low","AXP.Close","AXP.Volume","AXP.Adjusted"
"2021-12-30",164.619995,165.800003,164,164.160004,1632900,162.676727
"2021-12-31",164.100006,165.169998,163.25,163.600006,1743600,162.121796
"2022-01-03",164.509995,168.399994,164.399994,168.210007,3236400,166.69014
"2022-01-04",169.720001,174.050003,169.600006,173.610001,4799500,172.041336
"2022-01-05",174.710007,176.309998,171.5,171.759995,4491900,170.208054
"2022-01-06",172.539993,173.690002,169.75,172.899994,2649400,171.767776
"2022-01-07",172.490005,175.360001,171.860001,174.380005,3043000,173.238098
"2022-01-10",176.210007,176.210007,170.5,173.740005,4269400,172.602295
"2022-01-11",174.539993,175.720001,172.490005,175.380005,2762700,174.231537
"2022-01-12",176.229996,176.820007,174.169998,174.470001,3224300,173.327499
"2022-01-13",174.919998,176.380005,172.850006,173.289993,3808800,172.155228
"2022-01-14",168.710007,168.710007,164.710007,168.399994,6508500,167.297241
"2022-01-18",167.910004,168.940002,164.839996,166.169998,4336300,165.081848
"2022-01-19",166.729996,166.729996,161.169998,161.389999,3592000,160.33316
"2022-01-20",161.119995,164.570007,159.460007,160.919998,4205600,159.866241
"2022-01-21",159.949997,161.880005,157.679993,158.740005,3779100,157.700516
"2022-01-24",155.820007,159.449997,152.850006,158.929993,5405000,157.889252
"2022-01-25",166.139999,174.470001,159.660004,173.110001,13320800,171.976395
"2022-01-26",176.949997,179.220001,173.029999,175.320007,8257300,174.171936
"2022-01-27",176.699997,178.199997,170.630005,171.899994,3649900,170.774323
"2022-01-28",171.759995,177.210007,169.770004,177.059998,4271500,175.900543
"2022-01-31",175.910004,180.130005,175.220001,179.820007,5524300,178.642471
"2022-02-01",179.919998,184.039993,179,183.539993,3471200,182.338104
"2022-02-02",182.509995,184.580002,181.639999,184.160004,2841400,182.954056
"2022-02-03",184.800003,185.800003,182.320007,184.039993,3380900,182.834824
"2022-02-04",184.910004,188.679993,184.179993,185.850006,4075800,184.63298
"2022-02-07",185.630005,188.910004,184.75,187.869995,3260800,186.63974
"2022-02-08",188.080002,194.529999,187.610001,194,5133900,192.729599
"2022-02-09",194.300003,198.720001,194.300003,196.399994,4614200,195.113892
"2022-02-10",196.360001,198.229996,194.610001,195.509995,4511100,194.229721
"2022-02-11",195.429993,197.199997,190.449997,191.809998,4834900,190.55394
"2022-02-14",192.259995,194.149994,190.919998,192.350006,3841300,191.090424
"2022-02-15",194.649994,198.360001,194.179993,197.979996,4134300,196.683548
"2022-02-16",197.5,199.550003,197.240005,198.380005,4122600,197.080933
"2022-02-17",195.630005,197.380005,194.270004,195.710007,3051700,194.428421
"2022-02-18",194.919998,197.75,194.199997,194.880005,2806300,193.603851
"2022-02-22",195.179993,196.149994,191.75,192.440002,3420600,191.17984
"2022-02-23",194.350006,194.449997,188.550003,188.949997,3562100,187.712677
"2022-02-24",180.470001,188.5,179.050003,188.350006,5886600,187.116608
"2022-02-25",189.660004,194.25,189.460007,193.710007,5426200,192.441513
"2022-02-28",189.630005,195.130005,189.229996,194.539993,5787800,193.266068
"2022-03-01",194.669998,194.770004,176.770004,178.059998,8562500,176.893982
"2022-03-02",179.789993,182.240005,178.100006,180.309998,4058800,179.129257
"2022-03-03",182.110001,183.449997,178.729996,179.889999,3339900,178.712006
"2022-03-04",176.619995,176.830002,170.820007,172.949997,5348600,171.817444
"2022-03-07",170.130005,170.759995,159.080002,159.130005,7760400,158.087967
"2022-03-08",160.520004,166.289993,155.720001,160.050003,7058900,159.001923
"2022-03-09",168.020004,170.729996,166.710007,168.649994,4788200,167.545609
"2022-03-10",165.589996,170.960007,164.830002,169.600006,3840900,168.48941
"2022-03-11",171.75,172.309998,167.630005,167.899994,3e+06,166.800522
"2022-03-14",171.330002,174.710007,169.710007,172.789993,4614600,171.658493
"2022-03-15",173.589996,178.300003,173.369995,176.039993,3827300,174.887207
"2022-03-16",179.179993,182.759995,176.300003,180.610001,5239300,179.427292
"2022-03-17",180.179993,187.710007,180.059998,186.970001,6398900,185.745636
"2022-03-18",188.690002,191,184.839996,190.720001,8744100,189.4711
"2022-03-21",190.770004,191.5,187.559998,189.089996,3166200,187.851761
"2022-03-22",190.5,194.350006,190.059998,191.330002,3007000,190.077103
"2022-03-23",188.830002,189.619995,185.179993,186.020004,3664600,184.80188
"2022-03-24",186.610001,189.369995,185.699997,188.889999,2424400,187.653076
"2022-03-25",190.410004,191.259995,189,190.279999,1871900,189.033966
"2022-03-28",189.949997,189.949997,186.289993,189.699997,3043700,188.457764
"2022-03-29",192.330002,194,190.360001,190.940002,2764100,189.689651
"2022-03-30",191.389999,192.100006,188.399994,189.759995,2278000,188.51738
"2022-03-31",189.529999,191.110001,186.940002,187,3801600,185.775452
"2022-04-01",188.199997,189.419998,186.279999,187.169998,2647000,185.944336
"2022-04-04",187.619995,188.5,185.589996,187.660004,2971400,186.431122
"2022-04-05",187.490005,190.839996,184.800003,185.399994,2974700,184.185928
"2022-04-06",184.490005,184.869995,181.729996,183.710007,3143300,182.507004
"2022-04-07",181.520004,183.270004,179.110001,182.389999,4062400,181.709976
"2022-04-08",183,186.720001,181.929993,183.699997,3075600,183.015091
"2022-04-11",181.059998,182.440002,177.25,177.570007,4816800,176.907959
"2022-04-12",176.570007,179.25,174.710007,175.539993,4348900,174.885513
"2022-04-13",174.229996,180.020004,174,179.589996,2980600,178.92041
"2022-04-14",179.270004,182.470001,178.679993,181.160004,2667100,180.484573
"2022-04-18",181.330002,185.889999,181,184.479996,2182700,183.792175
"2022-04-19",185.009995,188.089996,184.710007,187.169998,2713800,186.472153
"2022-04-20",188.330002,190.149994,187.639999,188.460007,2256200,187.757355
"2022-04-21",190.940002,192.419998,184.580002,185.740005,3973200,185.047501
"2022-04-22",185.429993,185.550003,180.320007,180.539993,4373700,179.866867
"2022-04-25",179.979996,184.259995,177.990005,184.100006,4408900,183.413605
"2022-04-26",183.25,183.910004,178.539993,178.649994,3728100,177.983917
"2022-04-27",177.660004,179.410004,175.5,177.630005,4085800,176.967728
"2022-04-28",180.350006,183.889999,177.610001,181.979996,2703200,181.301498
"2022-04-29",180.089996,182.309998,174.330002,174.710007,3210100,174.058624
"2022-05-02",174.649994,174.880005,167.509995,171.619995,3881800,170.980133
"2022-05-03",173,174,170.330002,172.110001,3152300,171.468307
"2022-05-04",172.220001,178.169998,171.199997,177.820007,2930400,177.157028
"2022-05-05",176.639999,176.759995,169.330002,171.009995,2987100,170.372406
"2022-05-06",169.169998,169.990005,165.009995,167.149994,3129800,166.526794
"2022-05-09",165.029999,166.020004,160.380005,161.020004,4485200,160.419662
"2022-05-10",163.419998,164.729996,158.389999,161.830002,3014800,161.226639
"2022-05-11",161.729996,164.940002,159.039993,159.389999,2644300,158.795731
"2022-05-12",155.600006,157.160004,149.880005,153.270004,5314800,152.698547
"2022-05-13",155.960007,160.089996,155.880005,158.75,3625100,158.158112
"2022-05-16",157.410004,158.740005,154.320007,156.429993,2811300,155.846756
"2022-05-17",161.070007,162.759995,158.399994,161.850006,2928100,161.246567
"2022-05-18",160.789993,160.850006,155.399994,156.100006,2697700,155.518005
"2022-05-19",153.570007,156.460007,153.25,154,2768300,153.425827
"2022-05-20",154.350006,154.800003,149.710007,153.240005,2982500,152.668671
"2022-05-23",156.610001,159.559998,156.020004,159.039993,2726600,158.447037
"2022-05-24",157.289993,157.970001,152.919998,155.630005,2817800,155.049759
"2022-05-25",157.139999,161.759995,156.070007,160.509995,4381000,159.911545
"2022-05-26",162.699997,166.770004,162.699997,165.369995,2463900,164.753433
"2022-05-27",167.080002,169.679993,166.039993,169.600006,2157500,168.967667
"2022-05-31",167.940002,170.779999,167.039993,168.820007,4123500,168.190582
"2022-06-01",168.699997,169.369995,163.839996,165.759995,2276400,165.141983
"2022-06-02",166.139999,169.190002,165.929993,169.139999,1707000,168.509384
"2022-06-03",166.899994,168.039993,165.979996,166.830002,1390700,166.207993
"2022-06-06",169.100006,170.259995,166.270004,167.020004,1486000,166.397293
"2022-06-07",164.639999,169.479996,164.449997,168.690002,2083100,168.061066
"2022-06-08",166.75,168.639999,165.190002,165.960007,2313900,165.341248
"2022-06-09",166.220001,166.570007,160.929993,160.979996,2273800,160.379807
"2022-06-10",157.259995,157.880005,154.360001,154.419998,2733300,153.844254
"2022-06-13",149.860001,151.029999,145.380005,146.289993,4156500,145.744568
"2022-06-14",145.949997,147.399994,143.25,144.600006,3574800,144.060883
"2022-06-15",146.690002,147.889999,143.440002,146.220001,3327800,145.674835
"2022-06-16",142.589996,142.600006,136.490005,137.5,4815100,136.98735
"2022-06-17",138,145.559998,137.589996,144.179993,10033600,143.642441
"2022-06-21",148.699997,148.699997,144.160004,144.759995,3518800,144.220276
"2022-06-22",142.229996,146.350006,141.339996,144.389999,3419000,143.851654
"2022-06-23",144.520004,144.630005,139.470001,141.649994,3915000,141.121872
"2022-06-24",141.630005,146.270004,141,146.149994,8957200,145.605087
"2022-06-27",147.990005,148.770004,143.949997,144.289993,3151500,143.752029
"2022-06-28",146.080002,149.509995,141.850006,142.190002,2649300,141.659866
"2022-06-29",141.649994,141.679993,138.449997,139.470001,4164900,138.949997
