"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2020-11-13",660,671.099976,658.289978,669.77002,664100,644.562927
"2020-11-16",682.5,682.5,669.27002,676.429993,607600,650.972168
"2020-11-17",676.460022,676.460022,664.51001,667.48999,768900,642.368652
"2020-11-18",670.799988,676.650024,668.950012,669.890015,509000,644.678284
"2020-11-19",665.969971,675.340027,663.23999,673.47998,471200,648.133118
"2020-11-20",674.02002,675.75,669,672.710022,396200,647.392212
"2020-11-23",676.880005,689,673.840027,682.869995,505400,657.169861
"2020-11-24",694.669983,700.659973,686.5,699.299988,652000,672.981445
"2020-11-25",698.119995,704.26001,696.419983,703.609985,401200,677.129211
"2020-11-27",706.75,718.849976,705.140015,715.109985,313400,688.196411
"2020-11-30",710.309998,713.190002,697.72998,698.349976,888400,672.0672
"2020-12-01",709.669983,720.51001,705.200012,715.22998,549500,688.311829
"2020-12-02",715,718.809998,708.97998,718.359985,484100,691.324097
"2020-12-03",718.359985,721.820007,711.76001,715.419983,604400,691.991516
"2020-12-04",713.419983,720.289978,696.549988,703.469971,816100,680.4328
"2020-12-07",702.700012,709.580017,699.030029,709.48999,680600,686.255676
"2020-12-08",706.789978,718.549988,703.47998,713.919983,598200,690.540527
"2020-12-09",715.840027,716.150024,696.840027,701.679993,489400,678.701416
"2020-12-10",699.590027,702.73999,694.25,698.409973,438600,675.538513
"2020-12-11",692.299988,697.030029,689.450012,695.200012,488100,672.433655
"2020-12-14",700.530029,700.549988,683.460022,683.919983,658500,661.523071
"2020-12-15",691.52002,704.130005,690.330017,698.179993,617300,675.316101
"2020-12-16",704,708.799988,693.549988,698.369995,849400,675.499817
"2020-12-17",703,709.679993,699.289978,706.01001,832200,682.889709
"2020-12-18",705.150024,706.599976,691.5,698.799988,1610700,675.91571
"2020-12-21",694,703.52002,689.169983,698.830017,631800,675.944824
"2020-12-22",700,703.659973,691.75,693.52002,596900,670.808716
"2020-12-23",702,708.169983,696.210022,703.640015,752600,680.597351
"2020-12-24",703.359985,710.840027,703.359985,707.179993,173300,684.021362
"2020-12-28",714.590027,715.119995,709.070007,710.179993,272300,686.923157
"2020-12-29",713.73999,715.320007,705.609985,706.280029,318400,683.150818
"2020-12-30",713.299988,716.940002,708,708.940002,355300,685.723755
"2020-12-31",707.47998,722.419983,706.919983,721.539978,361500,697.911072
"2021-01-04",730.599976,730.599976,702.039978,710.820007,623600,687.542114
"2021-01-05",708.809998,717.210022,705.26001,714.580017,431400,691.179016
"2021-01-06",718.76001,744.789978,716.099976,734.960022,730700,710.891663
"2021-01-07",748.340027,753.27002,743.01001,750.419983,656000,725.845276
"2021-01-08",757.150024,759.369995,747.419983,756.450012,622900,731.677856
"2021-01-11",752.820007,770.400024,750.51001,766.679993,614400,741.572815
"2021-01-12",763.51001,779.309998,763.5,777.73999,675900,752.27063
"2021-01-13",778.700012,788,776.609985,779.75,848600,754.214844
"2021-01-14",750,765.859985,739.059998,743.5,1642900,719.151917
"2021-01-15",742.179993,754.440002,724,727.76001,1174500,703.927429
"2021-01-19",737.719971,744.419983,729.02002,733.650024,852400,709.624512
"2021-01-20",738.710022,742.419983,729.150024,741.539978,747600,717.256104
"2021-01-21",744.710022,745.77002,737,742.200012,639600,717.894592
"2021-01-22",739.900024,743.72998,730.820007,735.049988,565700,710.978577
"2021-01-25",730.820007,735.77002,713.630005,722.97998,806400,699.303955
"2021-01-26",726.98999,733.900024,720.039978,721.849976,827900,698.210876
"2021-01-27",713.200012,713.98999,685.690002,697.789978,1104400,674.938843
"2021-01-28",701.5,731.02002,699.429993,719.909973,822400,696.334473
"2021-01-29",715.359985,717.080017,698.619995,701.26001,801100,678.295288
"2021-02-01",708,713.950012,701.27002,713.169983,483100,689.815186
"2021-02-02",719.369995,733.320007,719.369995,729.5,879300,705.610413
"2021-02-03",720,727.440002,716.549988,724.080017,685300,700.367859
"2021-02-04",724.299988,737.659973,724.299988,732.450012,636400,708.463806
"2021-02-05",734.190002,737.47998,725.119995,726.330017,474900,702.544312
"2021-02-08",730.679993,731.73999,720.650024,726.450012,532900,702.660278
"2021-02-09",727.75,731.309998,719.349976,728.799988,451000,704.93335
"2021-02-10",732.409973,732.969971,721,723.169983,663100,699.487671
"2021-02-11",729.619995,729.710022,716.869995,721.429993,803900,697.804749
"2021-02-12",715.349976,731.5,712.690002,722.97998,862800,699.303955
"2021-02-16",728.669983,737.719971,726.919983,730.309998,571400,706.393921
"2021-02-17",725.97998,728.700012,718.469971,721.390015,567100,697.765991
"2021-02-18",716.429993,717.119995,696.47998,703.530029,1078700,680.490906
"2021-02-19",707.419983,716.580017,706.5,710.109985,804200,686.855408
"2021-02-22",705.380005,705.97998,697.27002,703.140015,829900,680.113647
"2021-02-23",700.51001,705.669983,688.309998,703.159973,926300,680.133057
"2021-02-24",704.5,713.22998,700.390015,712.099976,583200,688.780151
"2021-02-25",714.22998,714.5,692.150024,694.789978,591000,672.037109
"2021-02-26",697.789978,701.02002,689.280029,694.5,768500,671.756592
"2021-03-01",706.820007,721.969971,705.210022,719.200012,652800,695.647705
"2021-03-02",719.72998,723.599976,713.609985,716.309998,455100,692.852356
"2021-03-03",718.539978,721.380005,701.299988,701.48999,703000,678.517761
"2021-03-04",693.400024,698.859985,676.419983,683.210022,915400,664.75
"2021-03-05",691.900024,704.030029,670.280029,702.280029,698500,683.30481
"2021-03-08",699.559998,712.169983,696.840027,698.960022,649800,680.074463
"2021-03-09",707.97998,725.23999,703.900024,722,959700,702.491882
"2021-03-10",726.690002,733.590027,724.200012,728.5,823300,708.816223
"2021-03-11",732.47998,733.690002,719.330017,722.119995,751600,702.608704
"2021-03-12",719.280029,722.619995,712.5,716.190002,528700,696.838928
"2021-03-15",720.710022,720.710022,707.27002,719.01001,526800,699.582764
"2021-03-16",721.940002,727.390015,715.76001,723.070007,562200,703.53302
"2021-03-17",721.349976,730.400024,719.909973,728.219971,463600,708.543823
"2021-03-18",728.98999,739.950012,722.460022,723.72998,640100,704.175171
"2021-03-19",720.26001,740.650024,713.51001,729.640015,1452200,709.925415
"2021-03-22",729.640015,736.190002,725.570007,730.919983,524700,711.170898
"2021-03-23",729.780029,729.780029,714.169983,716.570007,556700,697.208679
"2021-03-24",721.099976,731.200012,721.099976,722.75,544700,703.22168
"2021-03-25",723.549988,728.679993,712.27002,727.5,462800,707.843262
"2021-03-26",731.320007,758.219971,731.320007,756.900024,803700,736.449036
"2021-03-29",746.580017,761.849976,744.929993,757.859985,581700,737.382935
"2021-03-30",755.059998,763.419983,746.960022,749.26001,598800,729.015381
"2021-03-31",749.969971,762.25,748.849976,753.960022,638100,733.58844
"2021-04-01",759.780029,767.190002,757.599976,766.830017,549200,746.110596
"2021-04-05",772.450012,787.76001,771.830017,784.02002,593500,762.836243
"2021-04-06",786.47998,786.47998,778.72998,781.710022,492300,760.588562
"2021-04-07",783.320007,790.219971,781,788,477100,766.708557
"2021-04-08",791,802.01001,789.090027,800.599976,558500,778.96814
"2021-04-09",802.679993,810.619995,799.590027,808.349976,484200,786.508728
"2021-04-12",804.609985,809.669983,801.51001,807.97998,482800,786.148682
"2021-04-13",804.700012,806.630005,799.530029,802.48999,376200,780.807068
"2021-04-14",799.530029,811.380005,798.140015,801.070007,552900,779.425476
"2021-04-15",812.190002,827.849976,810,817.840027,766900,795.742371
"2021-04-16",823.820007,825.52002,805.52002,811.450012,774600,789.525024
"2021-04-19",811.059998,815.5,806.429993,811.090027,491100,789.174744
"2021-04-20",807.26001,813.450012,800.840027,804.960022,525200,783.210449
"2021-04-21",802.960022,812.390015,799.590027,811.530029,388500,789.602905
"2021-04-22",811.01001,811.01001,793.530029,795.320007,520000,773.830872
"2021-04-23",798.429993,816.909973,795.890015,813.169983,489800,791.198547
"2021-04-26",814.52002,822.280029,814.02002,818.320007,478200,796.209412
"2021-04-27",817.700012,822.690002,812.679993,820.51001,328200,798.34021
"2021-04-28",819.869995,821.02002,815.299988,816.280029,335300,794.224548
"2021-04-29",824.299988,829.51001,817.070007,827.320007,455200,804.966248
"2021-04-30",821.780029,822.830017,813.780029,819.299988,451200,797.162842
"2021-05-03",825,832.400024,821.049988,825.619995,490100,803.312195
"2021-05-04",822.25,837.159973,819,836.429993,557900,813.830017
"2021-05-05",840.150024,852.119995,838.969971,851.01001,569900,828.016113
"2021-05-06",851.359985,867.390015,849.090027,867.099976,666600,843.671387
"2021-05-07",860.440002,877.059998,858.200012,873.830017,474200,850.219543
"2021-05-10",875.440002,880.799988,857.419983,857.450012,566400,834.282104
"2021-05-11",848.27002,855.309998,835,844.099976,671900,821.292847
"2021-05-12",839.789978,849.97998,819.940002,823.5,649700,801.249451
"2021-05-13",823.5,845.210022,822.099976,838.98999,554700,816.320862
"2021-05-14",848.650024,860.840027,845.400024,856.869995,481500,833.717773
"2021-05-17",856.900024,860.150024,846.090027,849.460022,347600,826.507996
"2021-05-18",852.820007,855.799988,839.580017,840.140015,373700,817.439819
"2021-05-19",828.080017,838.969971,821.02002,838.52002,632900,815.863586
"2021-05-20",841.549988,851.570007,836.650024,844.880005,360800,822.051758
"2021-05-21",848.52002,864.849976,848.52002,860.77002,692800,837.512451
"2021-05-24",866.450012,877.090027,866.169983,872.359985,566800,848.789246
"2021-05-25",877.099976,881.299988,871.460022,874.27002,625600,850.647705
"2021-05-26",883.429993,888.289978,870.330017,876.72998,616200,853.041138
"2021-05-27",878.73999,884.450012,875.169983,876.429993,704600,852.749268
"2021-05-28",879.23999,880,874.539978,877.039978,435400,853.342773
"2021-06-01",887.900024,889.98999,876.01001,876.909973,407400,853.216309
"2021-06-02",878.47998,887.950012,876.809998,887.419983,543400,863.442322
"2021-06-03",880,888.400024,873.400024,881.01001,430800,861.213562
"2021-06-04",883.909973,887,877.840027,886.849976,647000,866.922363
"2021-06-07",888.659973,890,879.469971,884.960022,400300,865.074829
"2021-06-08",884.299988,886.530029,878.090027,884.52002,303300,864.644714
"2021-06-09",885.5,886.460022,869.840027,870.940002,463100,851.369873
"2021-06-10",879.73999,880.530029,867.340027,867.440002,423300,847.948486
"2021-06-11",874.679993,880.929993,873,880.659973,444000,860.871399
"2021-06-14",881,881.700012,873.52002,876.780029,363700,857.078674
"2021-06-15",878.650024,884.890015,872.039978,881.01001,442600,861.213562
"2021-06-16",880,880,862.919983,869.349976,595600,849.815552
"2021-06-17",870,874.159973,861.23999,868.820007,569900,849.297424
"2021-06-18",850.919983,856.869995,839.01001,840.780029,1059000,821.887573
"2021-06-21",849,862.299988,846.969971,861.26001,575800,841.90741
"2021-06-22",861.559998,869.429993,856.75,864.76001,668500,845.328674
"2021-06-23",866.47998,868.700012,863.469971,865.419983,566400,845.973816
"2021-06-24",872.450012,873.97998,861.049988,867.340027,662000,847.850769
"2021-06-25",871.799988,877.25,868.659973,874.030029,742100,854.390442
"2021-06-28",875.969971,880.679993,868.02002,878.73999,373700,858.994507
"2021-06-29",880.929993,886.98999,871.309998,873.530029,742800,853.901672
"2021-06-30",871,877.159973,869.460022,874.969971,575600,855.309265
"2021-07-01",877.070007,879.75,872.190002,879.22998,426300,859.473511
"2021-07-02",882.02002,894.890015,880.840027,893.630005,430300,873.549927
"2021-07-06",895,895.659973,886.030029,892.679993,527400,872.621338
"2021-07-07",889.929993,902.719971,889.929993,900.940002,468500,880.69574
"2021-07-08",888.679993,888.679993,872.72998,876.5,629800,856.804871
"2021-07-09",890.530029,901.900024,888.710022,901.309998,764400,881.057373
"2021-07-12",901.309998,920.309998,899.570007,915.919983,861900,895.339111
"2021-07-13",918,918,905.070007,908.070007,590200,887.665527
"2021-07-14",885.030029,893.98999,869.98999,880.320007,993900,860.539063
"2021-07-15",876.119995,889.469971,875.280029,880,620000,860.226196
"2021-07-16",882.900024,883.159973,873,875.02002,983100,855.358154
"2021-07-19",857.640015,863.590027,839.690002,845.159973,946300,826.169067
"2021-07-20",847.469971,881.309998,845,878.840027,899800,859.092346
"2021-07-21",882.900024,892.619995,882.200012,882.679993,445500,862.846008
"2021-07-22",883.780029,884.969971,866.27002,866.859985,601000,847.381531
"2021-07-23",871.330017,878.080017,867.789978,868.950012,528500,849.424622
"2021-07-26",867.72998,875.73999,866.940002,871.48999,414400,851.907532
"2021-07-27",865.630005,869.780029,857.820007,861.880005,476100,842.513489
"2021-07-28",861.619995,864.169983,854.119995,860.710022,389200,841.36969
"2021-07-29",866.140015,872.359985,856.76001,869.390015,335200,849.854736
"2021-07-30",868.25,875.210022,863.98999,867.169983,503700,847.68457
"2021-08-02",873.299988,881.570007,871.450012,873.26001,386100,853.637695
"2021-08-03",877.789978,881.72998,867.669983,880.210022,391600,860.43158
"2021-08-04",878.890015,888.549988,876.099976,882.01001,390700,862.191101
"2021-08-05",885.700012,893.109985,885.700012,889.280029,349400,869.297729
"2021-08-06",890,900,887.590027,896.090027,472000,875.954712
"2021-08-09",897.98999,905.590027,889.969971,901.969971,347000,881.702576
"2021-08-10",901.960022,916.919983,901.059998,912.559998,382600,892.054688
"2021-08-11",917.599976,922.340027,914.349976,917.090027,349200,896.482849
"2021-08-12",914.530029,920,913.719971,918.539978,299100,897.900269
"2021-08-13",916.099976,920.47998,912.51001,916.859985,292700,896.257935
"2021-08-16",915.840027,924.969971,907.01001,924.890015,320600,904.107605
"2021-08-17",917.76001,921.440002,901.099976,909.619995,381700,889.180725
"2021-08-18",904.419983,913.130005,901.669983,901.909973,384000,881.643921
"2021-08-19",892.609985,908.789978,888.5,903.780029,427500,883.471924
"2021-08-20",905.890015,922.599976,903.599976,917.169983,384700,896.560974
"2021-08-23",922.950012,933.929993,922.559998,927.859985,351300,907.010803
"2021-08-24",929,933.679993,924.789978,929.190002,288500,908.310974
"2021-08-25",933.549988,945.859985,930.289978,939.52002,329900,918.408813
"2021-08-26",942.409973,942.599976,934.169983,935.880005,272300,914.850586
"2021-08-27",938.799988,955.130005,938.799988,954.940002,454600,933.4823
"2021-08-30",959.309998,959.890015,947.580017,948.080017,284000,926.776489
"2021-08-31",950.140015,953.23999,940.049988,943.289978,595000,922.094055
"2021-09-01",945,947.48999,937.01001,943.820007,324200,922.612244
"2021-09-02",949.369995,954.849976,946.099976,950.669983,349400,929.308289
"2021-09-03",944.700012,949.340027,934.119995,937.280029,418700,920.216858
"2021-09-07",933.289978,935.5,918.580017,924.830017,357500,907.99353
"2021-09-08",926.309998,929.880005,918.619995,924.340027,258500,907.512451
"2021-09-09",923.299988,934.97998,918.619995,922.140015,478300,905.352478
"2021-09-10",929.169983,929.570007,915.02002,916.619995,332200,899.932922
"2021-09-13",923.25,924.200012,906,916.26001,422800,899.579529
"2021-09-14",916,916.880005,897.23999,901.950012,574200,885.530029
"2021-09-15",902,913.869995,900,909.650024,494600,893.089905
"2021-09-16",908.130005,909.419983,884.109985,890.440002,726600,874.229553
"2021-09-17",878.01001,887.559998,868.809998,876.630005,1272100,860.671021
"2021-09-20",853.080017,857.630005,841.26001,857.27002,767800,841.663452
"2021-09-21",861.73999,863.539978,839.280029,845.23999,596700,829.852417
"2021-09-22",856.450012,858.97998,847.809998,851.049988,544100,835.556641
"2021-09-23",861,881.330017,860.890015,876.169983,526000,860.219299
"2021-09-24",870,876.599976,866.960022,874.619995,322500,858.697571
"2021-09-27",873,875.669983,868.02002,875.469971,416800,859.532104
"2021-09-28",870.609985,873.76001,855.460022,860.570007,642500,844.90332
"2021-09-29",861.590027,864.159973,855.890015,856.570007,547200,840.976135
"2021-09-30",862.159973,862.659973,838.159973,838.659973,562700,823.392212
"2021-10-01",843.200012,849.719971,823.48999,841.890015,477400,826.563477
"2021-10-04",837.119995,844.039978,818.72998,825.559998,596000,810.530701
"2021-10-05",829.140015,843.840027,822.909973,838.780029,445200,823.510071
"2021-10-06",828.919983,837.809998,820.960022,837.549988,472500,822.302429
"2021-10-07",845.52002,855.059998,841.460022,842.349976,434000,827.015015
"2021-10-08",839.960022,846.659973,836.580017,844.400024,350300,829.027771
"2021-10-11",841.080017,860.609985,838.630005,839.72998,531600,824.442749
"2021-10-12",843.390015,843.390015,831.559998,836.190002,823300,820.967163
"2021-10-13",862,877.130005,852.01001,867.809998,1453900,852.011536
"2021-10-14",882,896.719971,867.25,892.51001,802800,876.261902
"2021-10-15",904.609985,915.22998,894.030029,907.26001,1023000,890.743347
"2021-10-18",902,907.169983,894.51001,896.309998,541000,879.992737
"2021-10-19",899.320007,904.640015,894.830017,901.650024,408400,885.235535
"2021-10-20",905.25,905.809998,897.059998,902.929993,380500,886.492188
"2021-10-21",902.929993,909.849976,900.900024,903.719971,333100,887.267822
"2021-10-22",904.799988,916.059998,900.01001,914.969971,372100,898.312988
"2021-10-25",918.539978,931.929993,912.02002,924.73999,452400,907.905151
"2021-10-26",933.539978,938.929993,928.349976,931.580017,377800,914.620667
"2021-10-27",930.190002,939.349976,916.590027,917.27002,452800,900.571167
"2021-10-28",916.23999,935.830017,916.23999,935.47998,352200,918.449646
"2021-10-29",930.97998,947.859985,930.559998,943.460022,484700,926.284363
"2021-11-01",947.190002,949.380005,929.679993,936.22998,399200,919.185913
"2021-11-02",935.549988,950.919983,932.349976,947.849976,381700,930.594421
"2021-11-03",952.169983,953.75,944.299988,951.700012,387200,934.374329
"2021-11-04",955.909973,964.090027,947.109985,954.039978,351000,936.671753
"2021-11-05",962.309998,967.940002,951.359985,955.109985,340100,937.722229
"2021-11-08",960,966.830017,957.51001,965.869995,372400,948.286377
"2021-11-09",962.719971,971.780029,952.900024,966.75,394100,949.15033
"2021-11-10",962,963.159973,951.26001,959.210022,340400,941.74762
"2021-11-11",958.76001,969.320007,958.01001,965.599976,266900,948.02124
"2021-11-12",971.52002,973.159973,962.309998,971.48999,387500,953.804077
"2021-11-15",971.01001,971.5,951.01001,953.23999,678600,935.88623
"2021-11-16",953.23999,956.630005,941.22998,948.950012,472100,931.674438
"2021-11-17",944.450012,946.340027,922.159973,931.539978,677300,914.58136
"2021-11-18",934.880005,940.530029,918.72998,922.77002,681600,905.971008
"2021-11-19",922.400024,925.48999,910.030029,914.950012,738700,898.293396
"2021-11-22",920,929.909973,912.969971,919.330017,520600,902.593689
"2021-11-23",922.27002,936.659973,918.26001,935.429993,686100,918.400513
"2021-11-24",932.320007,939.419983,925.090027,930.719971,438900,913.776245
"2021-11-26",902.77002,914.059998,896.849976,901.640015,543200,885.225708
"2021-11-29",914.780029,934.76001,905.820007,928,610600,911.105774
"2021-11-30",919.609985,924.98999,902.02002,904.609985,1057500,888.141541
"2021-12-01",921.5,929.440002,899.780029,900.330017,707900,883.939575
"2021-12-02",901.51001,924.059998,901.159973,918.849976,630700,902.122375
"2021-12-03",923.099976,924,887.780029,899.570007,641300,883.193359
"2021-12-06",901.22998,905.950012,890.419983,896.700012,442800,884.436157
"2021-12-07",911.700012,924.47998,908.530029,920.919983,616200,908.32489
"2021-12-08",928.47998,932.159973,914.940002,923.859985,413500,911.22467
"2021-12-09",918.890015,926.929993,914.690002,919.080017,376600,906.510071
"2021-12-10",925.919983,929.200012,919.47998,925.159973,453500,912.506897
"2021-12-13",924.01001,925.5,914.140015,917.659973,463300,905.109436
"2021-12-14",910,915.460022,893.039978,902.380005,828900,890.038513
"2021-12-15",905.75,915.22998,891.049988,914.909973,465900,902.397034
"2021-12-16",925.460022,933.059998,916.369995,921.549988,474000,908.946289
"2021-12-17",917.72998,923.97998,903.400024,913.570007,724700,901.075439
"2021-12-20",899.900024,900.909973,884.330017,897.289978,549500,885.018066
"2021-12-21",904.909973,914.190002,900.25,910.869995,381500,898.412354
"2021-12-22",911.559998,918.27002,908.02002,911.539978,350300,899.073181
"2021-12-23",913.780029,923.340027,912.090027,913.919983,416300,901.420654
"2021-12-27",918.799988,923.130005,912,922.570007,410900,909.952332
"2021-12-28",923.780029,929.059998,921.130005,921.820007,385200,909.212646
"2021-12-29",921.27002,922.960022,907.679993,909.719971,392000,897.278076
"2021-12-30",911.719971,918.059998,906.469971,913.76001,315900,901.262817
"2021-12-31",915.340027,919.820007,913.5,915.559998,215100,903.038208
"2022-01-03",918.340027,922.070007,905.429993,911.72998,470800,899.260559
"2022-01-04",917.719971,927.47998,916.559998,917.219971,495800,904.675476
"2022-01-05",918.150024,925.5,890.830017,891.77002,573300,879.573608
"2022-01-06",893.359985,898.179993,884.030029,895.48999,637000,883.242676
"2022-01-07",895.27002,896.630005,884,892.27002,643300,880.066711
"2022-01-10",888.700012,889.869995,862.840027,873.340027,788500,861.395691
"2022-01-11",871.75,888.909973,861.77002,888.190002,744500,876.042542
"2022-01-12",895.549988,899.969971,880.859985,885.109985,650900,873.004639
"2022-01-13",890.72998,891.159973,864.119995,867.580017,795900,855.714417
"2022-01-14",845,858.75,832.869995,848.599976,1239700,836.993958
"2022-01-18",835,839.950012,824.190002,832,1018400,820.621033
"2022-01-19",840,840,825,825.5,795100,814.209961
"2022-01-20",828.159973,846.669983,823.73999,826.549988,945800,815.245605
"2022-01-21",825.900024,825.900024,798.789978,800.919983,1248100,789.966125
