"","GL.Open","GL.High","GL.Low","GL.Close","GL.Volume","GL.Adjusted"
"2022-01-14",102.949997,106,102.230003,105.970001,457600,105.52523
"2022-01-18",106,106.489998,103.540001,105.120003,483400,104.678795
"2022-01-19",105.529999,105.529999,103.410004,104.099998,406400,103.663078
"2022-01-20",104.230003,105.699997,103.160004,103.309998,458600,102.876396
"2022-01-21",103.220001,103.220001,100.769997,100.989998,504000,100.566132
"2022-01-24",99.790001,102.360001,98.279999,102.059998,498100,101.631645
"2022-01-25",100.709999,103.650002,98.480003,102.57,660000,102.139503
"2022-01-26",103.220001,104.809998,102.040001,102.660004,506900,102.229126
"2022-01-27",103.550003,104.339996,100.199997,101.099998,523700,100.675667
"2022-01-28",100.769997,102.080002,98.940002,102.040001,497200,101.611725
"2022-01-31",101.169998,102.419998,101.150002,102.300003,516600,101.870644
"2022-02-01",101.860001,103.32,100.709999,102.75,682300,102.318748
"2022-02-02",102.32,104.290001,102.279999,104.010002,607900,103.573456
"2022-02-03",104.300003,104.32,100.779999,102.419998,732000,101.990128
"2022-02-04",102.190002,104.980003,101.769997,103.870003,390400,103.434044
"2022-02-07",104.080002,105.019997,103.699997,103.790001,379400,103.354385
"2022-02-08",104.790001,106.339996,104.099998,105.970001,607100,105.52523
"2022-02-09",106.120003,107.449997,106.120003,106.239998,418700,105.794098
"2022-02-10",105.919998,108.610001,105.519997,106.120003,602200,105.674599
"2022-02-11",105.800003,107.43,104.620003,105.279999,580800,104.838127
"2022-02-14",105.279999,105.43,103.32,104.029999,631600,103.593376
"2022-02-15",105.260002,106.5,105.160004,105.540001,511800,105.097038
"2022-02-16",104.860001,106.349998,104.860001,105.889999,421300,105.445564
"2022-02-17",104.620003,105.099998,103.650002,104.639999,718400,104.200813
"2022-02-18",104.160004,105.550003,104.160004,105.080002,818800,104.638969
"2022-02-22",105.080002,105.330002,103.07,104,497600,103.563499
"2022-02-23",104.639999,105.300003,102.849998,103.230003,444100,102.796738
"2022-02-24",100.440002,100.849998,97.989998,100.099998,907700,99.679871
"2022-02-25",100.82,104.150002,100.82,103.559998,729100,103.125343
"2022-02-28",101.010002,101.769997,100.220001,100.959999,1080000,100.536263
"2022-03-01",99.68,100.239998,96.690002,97,1129800,96.59288
"2022-03-02",98.160004,100.699997,97.790001,99.940002,510400,99.520538
"2022-03-03",100.220001,100.559998,98.839996,99.629997,396100,99.211838
"2022-03-04",97.190002,97.870003,96,97.190002,560100,96.782089
"2022-03-07",96.089996,96.260002,94.110001,94.239998,495100,93.84446
"2022-03-08",95.449997,95.93,93.669998,94.639999,837200,94.24279
"2022-03-09",97.720001,99.110001,97.32,97.449997,666000,97.040985
"2022-03-10",96.040001,97.919998,95.470001,96.080002,659400,95.676743
"2022-03-11",96.699997,97.889999,96.440002,96.849998,673200,96.443512
"2022-03-14",98.75,99.209999,96.75,97.139999,350900,96.732292
"2022-03-15",97.839996,98.629997,96.839996,97.720001,552000,97.30986
"2022-03-16",98.75,99.720001,97.989998,99.459999,756300,99.042549
"2022-03-17",98.919998,98.919998,97.57,98.620003,630200,98.206085
"2022-03-18",98.489998,98.489998,96.910004,98.230003,1138000,97.817726
"2022-03-21",99.019997,99.519997,97.870003,99.510002,725500,99.092346
"2022-03-22",100.860001,102.239998,100.489998,101.389999,984500,100.964455
"2022-03-23",100.980003,101.540001,99.610001,99.639999,537400,99.221802
"2022-03-24",99.949997,100.699997,99.809998,100.43,600200,100.008476
"2022-03-25",100.610001,102.269997,100.290001,102.269997,820500,101.840759
"2022-03-28",102.279999,102.279999,101.339996,102.029999,752500,101.601768
"2022-03-29",103.190002,104.089996,102.470001,102.889999,659000,102.45816
"2022-03-30",103,103.300003,101.739998,102.099998,484600,101.671471
"2022-03-31",101.599998,103.080002,100.589996,100.599998,775200,100.177765
"2022-04-01",101.269997,101.75,100.029999,100.5,448400,100.285538
"2022-04-04",99.919998,100.019997,98.57,99.010002,584200,98.798721
"2022-04-05",98.739998,101.449997,98.739998,100.830002,661600,100.614838
"2022-04-06",100.599998,102.349998,100.309998,101.57,806600,101.353256
"2022-04-07",101.360001,101.949997,99.919998,101.5,674400,101.283401
"2022-04-08",102.07,103.080002,101.139999,102.529999,504500,102.311203
"2022-04-11",102.970001,104.830002,102.599998,102.82,560600,102.600586
"2022-04-12",102.470001,103.75,100.989998,101.440002,407900,101.223534
"2022-04-13",100.68,102.419998,100.389999,102.309998,414100,102.091675
"2022-04-14",102.449997,103.410004,102.230003,102.93,373200,102.71035
"2022-04-18",102.220001,103.459999,101.629997,101.870003,341500,101.652618
"2022-04-19",102.510002,102.889999,101.57,102.690002,600600,102.470863
"2022-04-20",103.239998,105.599998,103.150002,105.349998,541200,105.125183
"2022-04-21",106.050003,106.68,104.480003,105.910004,776100,105.683998
"2022-04-22",105.169998,105.580002,103.379997,103.459999,715700,103.23922
"2022-04-25",102.629997,102.910004,98.910004,102.029999,721000,101.812271
"2022-04-26",100.519997,102.050003,99.949997,100.029999,526100,99.816536
"2022-04-27",100.269997,101.889999,100,100.550003,373600,100.335434
"2022-04-28",101.449997,101.879997,99.809998,101.790001,451400,101.572784
"2022-04-29",101.209999,101.300003,97.900002,98.080002,479100,97.870705
"2022-05-02",98.699997,99.5,96.459999,98.099998,353600,97.890656
"2022-05-03",98.57,99.690002,98,99.040001,360800,98.828651
"2022-05-04",99.239998,102.160004,98.75,102.089996,437500,101.872139
"2022-05-05",100.800003,101.379997,98.699997,99.459999,457900,99.247757
"2022-05-06",99.389999,100.699997,98.610001,100.029999,416000,99.816536
"2022-05-09",99.099998,99.959999,98.029999,98.540001,333400,98.32972
"2022-05-10",99.110001,99.940002,96.389999,97.349998,378500,97.142258
"2022-05-11",97.839996,99.209999,97.089996,97.160004,469700,96.952667
"2022-05-12",97.190002,97.190002,93.540001,95.150002,658500,94.946953
"2022-05-13",95.68,97.209999,95.480003,96.18,607200,95.974754
"2022-05-16",95.889999,97.190002,94.949997,96.269997,596800,96.06456
"2022-05-17",97.970001,98.529999,96.889999,98.279999,574000,98.070274
"2022-05-18",97.800003,97.800003,95.5,95.809998,405300,95.605545
"2022-05-19",94.639999,95.419998,92.5,93.879997,517800,93.679657
"2022-05-20",94.400002,95.099998,91.839996,93.559998,479400,93.360344
"2022-05-23",95.230003,96.139999,94.550003,95.660004,403300,95.455872
"2022-05-24",95.580002,95.580002,92.830002,94.739998,393300,94.537827
"2022-05-25",94.120003,95.5,94.099998,95.209999,507800,95.006821
"2022-05-26",96.279999,97.300003,96.059998,96.93,447400,96.723152
"2022-05-27",97.139999,98.139999,96.779999,98.099998,339300,97.890656
"2022-05-31",97.309998,98.260002,96.809998,97.57,957700,97.361786
"2022-06-01",97.870003,98.010002,95.779999,97.32,399600,97.11232
"2022-06-02",97.589996,98.07,96.25,98.040001,308700,97.830788
"2022-06-03",97.550003,97.57,96.309998,96.400002,284600,96.19429
"2022-06-06",97.389999,98.57,96.459999,97.720001,262300,97.511467
"2022-06-07",97.129997,99.050003,96.790001,99.019997,267000,98.808693
"2022-06-08",98.309998,98.769997,96.959999,97.220001,250000,97.012535
"2022-06-09",97.309998,97.309998,95.389999,95.43,363700,95.226357
"2022-06-10",93.379997,93.849998,91.760002,91.82,543500,91.624062
"2022-06-13",90.160004,90.639999,87.870003,88.379997,418800,88.191399
"2022-06-14",88.739998,90.089996,88.68,89.449997,508500,89.259117
"2022-06-15",91.900002,94.669998,91.830002,93.260002,742900,93.060989
"2022-06-16",91.800003,92.129997,89.75,90.440002,867500,90.247009
"2022-06-17",90.82,92.410004,90.540001,92.110001,1404000,91.913445
"2022-06-21",93.970001,94.959999,93.360001,94.760002,562300,94.557785
"2022-06-22",92.970001,94.860001,92.809998,94.410004,590200,94.208534
"2022-06-23",94.790001,95.309998,93.800003,94.769997,697700,94.567764
"2022-06-24",95.739998,99.400002,95.360001,99.160004,1154800,98.948402
"2022-06-27",99.25,99.290001,98.150002,98.860001,569300,98.64904
"2022-06-28",100.040001,100.68,97.910004,98.059998,390400,97.850739
"2022-06-29",98.239998,98.559998,97.330002,97.940002,372900,97.731003
