"","APTV.Open","APTV.High","APTV.Low","APTV.Close","APTV.Volume","APTV.Adjusted"
"2022-01-12",161.779999,163.809998,157.320007,159.789993,1532200,159.789993
"2022-01-13",160.529999,163.520004,158.5,158.570007,1984500,158.570007
"2022-01-14",156,156.369995,148.779999,152.600006,2237400,152.600006
"2022-01-18",151.619995,151.669998,147.729996,149.559998,1865600,149.559998
"2022-01-19",151.300003,151.360001,145.740005,145.880005,1468500,145.880005
"2022-01-20",146.649994,148.919998,141.729996,142,1519800,142
"2022-01-21",140.820007,144.5,139.649994,140.190002,2900300,140.190002
"2022-01-24",134.669998,140.220001,127.860001,139.889999,2837300,139.889999
"2022-01-25",136.029999,138.259995,132.889999,135.929993,2162900,135.929993
"2022-01-26",138.899994,141.570007,132.889999,135.210007,1569000,135.210007
"2022-01-27",137.429993,139.389999,130.050003,132.009995,2125400,132.009995
"2022-01-28",131.770004,132.039993,127.629997,130.979996,3273600,130.979996
"2022-01-31",130.889999,136.929993,130.419998,136.580002,3579400,136.580002
"2022-02-01",138.309998,141.259995,135.440002,139.990005,3510000,139.990005
"2022-02-02",140.429993,141.809998,138.039993,139.789993,1944400,139.789993
"2022-02-03",134.509995,139.389999,131.690002,131.860001,2601100,131.860001
"2022-02-04",129.279999,134.100006,128.839996,132.199997,2620000,132.199997
"2022-02-07",132.240005,134.190002,130.630005,130.839996,1614000,130.839996
"2022-02-08",131.300003,134.770004,129.889999,134.240005,2025900,134.240005
"2022-02-09",136.009995,139.589996,135.919998,139.279999,1686100,139.279999
"2022-02-10",136.899994,141.139999,134.899994,135.919998,1977300,135.919998
"2022-02-11",135.919998,137.389999,132.449997,134,1961000,134
"2022-02-14",134.259995,137.979996,134.259995,136.600006,2442800,136.600006
"2022-02-15",139.449997,143.990005,139.229996,143.610001,2572900,143.610001
"2022-02-16",140.419998,147.050003,140.419998,146.259995,1861600,146.259995
"2022-02-17",143.679993,145.830002,142.119995,143.130005,1554000,143.130005
"2022-02-18",143.699997,144.720001,140.309998,141.149994,1227500,141.149994
"2022-02-22",140.449997,142.039993,135.720001,137.520004,1302500,137.520004
"2022-02-23",139.289993,139.289993,132.570007,133.25,1396900,133.25
"2022-02-24",127.339996,134.330002,125.559998,134.220001,2223400,134.220001
"2022-02-25",135.139999,136.830002,132.940002,136,1448200,136
"2022-02-28",132.789993,133.979996,127.690002,129.440002,2816000,129.440002
"2022-03-01",128.699997,129.199997,117,118.050003,4974300,118.050003
"2022-03-02",119.519997,122.870003,118.129997,121.709999,3267200,121.709999
"2022-03-03",121.830002,122.529999,116.129997,116.870003,2093800,116.870003
"2022-03-04",114.360001,114.620003,104.309998,105.870003,5645900,105.870003
"2022-03-07",105.43,106.639999,97.290001,97.629997,4971200,97.629997
"2022-03-08",99.93,105.709999,94.75,100.139999,6261000,100.139999
"2022-03-09",107.699997,108.620003,103.970001,104.610001,2756900,104.610001
"2022-03-10",101.099998,106.080002,100.540001,105.68,3082800,105.68
"2022-03-11",107.010002,107.620003,104.449997,106.150002,2859500,106.150002
"2022-03-14",105.93,109.449997,104,104.470001,2840500,104.470001
"2022-03-15",105.949997,110.550003,105.550003,108.07,1966000,108.07
"2022-03-16",110.389999,117.43,110.389999,116.709999,3168600,116.709999
"2022-03-17",113.360001,117.68,112.779999,115.699997,1684200,115.699997
"2022-03-18",115.239998,119.769997,114.110001,118.699997,2667000,118.699997
"2022-03-21",117.970001,118.849998,114.940002,116.190002,2776800,116.190002
"2022-03-22",116.959999,118.660004,116.209999,118.300003,2083100,118.300003
"2022-03-23",118,119.099998,117.230003,117.940002,4250900,117.940002
"2022-03-24",119.059998,119.379997,117.529999,118.779999,1816600,118.779999
"2022-03-25",118.279999,119.489998,116.410004,118.239998,1415200,118.239998
"2022-03-28",118.239998,119.25,117.440002,118.849998,1530900,118.849998
"2022-03-29",125.980003,129.179993,123.349998,126.139999,2424200,126.139999
"2022-03-30",123.330002,124.5,121.779999,122.160004,1299800,122.160004
"2022-03-31",120.459999,121.910004,119.650002,119.709999,2424300,119.709999
"2022-04-01",120.529999,121.989998,118.459999,119.07,1819700,119.07
"2022-04-04",119,119.610001,117.959999,118.730003,1371200,118.730003
"2022-04-05",116.57,117.459999,111.970001,112.779999,2275700,112.779999
"2022-04-06",112.800003,112.800003,109.470001,111.389999,2220800,111.389999
"2022-04-07",110.139999,111.07,107.389999,110.220001,1572500,110.220001
"2022-04-08",109.349998,111.169998,108.169998,108.370003,1581200,108.370003
"2022-04-11",107.279999,112.449997,106.669998,108.209999,2282300,108.209999
"2022-04-12",110.540001,113.199997,109.860001,110.860001,2105100,110.860001
"2022-04-13",110.160004,111.699997,108.580002,108.900002,1981200,108.900002
"2022-04-14",109.139999,110.120003,107.150002,107.510002,1180700,107.510002
"2022-04-18",103.209999,107.029999,103.209999,105.779999,1427800,105.779999
"2022-04-19",106.370003,110.830002,106.370003,110.470001,1122000,110.470001
"2022-04-20",111.629997,113.730003,110.989998,111.040001,1419800,111.040001
"2022-04-21",114.510002,115.239998,109.050003,109.459999,1202100,109.459999
"2022-04-22",107.550003,109.239998,106.25,106.480003,1289900,106.480003
"2022-04-25",106.129997,107.940002,104.010002,107.629997,1599000,107.629997
"2022-04-26",106.080002,107.269997,101.769997,102.510002,1621400,102.510002
"2022-04-27",102.959999,105.769997,102.339996,103.709999,1274500,103.709999
"2022-04-28",106.010002,108.5,103.07,107.839996,1395400,107.839996
"2022-04-29",107.400002,109.900002,106.080002,106.400002,1423100,106.400002
"2022-05-02",106.120003,108.839996,103.989998,108.690002,1486000,108.690002
"2022-05-03",108.489998,109.199997,106.540001,107.610001,3006900,107.610001
"2022-05-04",107.290001,110.639999,105.559998,110.419998,2978300,110.419998
"2022-05-05",106.080002,110.940002,103.400002,104.629997,2492000,104.629997
"2022-05-06",104.470001,104.699997,98.959999,101.839996,2474500,101.839996
"2022-05-09",99.940002,100.82,94.720001,95.209999,2133400,95.209999
"2022-05-10",97.980003,98.18,92.169998,95.900002,2841600,95.900002
"2022-05-11",96.349998,98.010002,90.589996,90.739998,2837200,90.739998
"2022-05-12",89.529999,93.610001,88.150002,91.489998,2683000,91.489998
"2022-05-13",94.050003,98.669998,93.260002,98.129997,1536800,98.129997
"2022-05-16",96.089996,96.830002,92.260002,95.120003,2998700,95.120003
"2022-05-17",98.080002,99.25,96.830002,99.169998,1696700,99.169998
"2022-05-18",96.910004,98.389999,93.949997,94.150002,1911100,94.150002
"2022-05-19",93.93,97.32,92.940002,94.93,2330500,94.93
"2022-05-20",97.25,97.660004,90.629997,93.580002,1812100,93.580002
"2022-05-23",95.330002,95.330002,92.410004,94,2036000,94
"2022-05-24",93.110001,93.540001,90.360001,91.07,1691900,91.07
"2022-05-25",90.510002,94.190002,89.839996,93.5,1208800,93.5
"2022-05-26",95.480003,102.459999,95.459999,101.75,3394500,101.75
"2022-05-27",103.209999,105.449997,103,104.349998,2486700,104.349998
"2022-05-31",104.349998,107.300003,102.360001,106.239998,3235200,106.239998
"2022-06-01",106.769997,108.470001,105.190002,107.519997,2510800,107.519997
"2022-06-02",108,110.989998,107.529999,110.889999,1781100,110.889999
"2022-06-03",108.110001,109.260002,106.019997,106.279999,1253300,106.279999
"2022-06-06",108.519997,111.029999,107.440002,109.889999,1745400,109.889999
"2022-06-07",108.230003,111.110001,107.339996,109.660004,1298300,109.660004
"2022-06-08",109.349998,111.370003,107.919998,109.769997,1055100,109.769997
"2022-06-09",108.669998,109.739998,107.18,107.220001,813600,107.220001
"2022-06-10",104.5,105.959999,101.099998,101.32,1485600,101.32
"2022-06-13",97.779999,98.209999,93.540001,95.239998,1796500,95.239998
"2022-06-14",95.629997,96.620003,94.050003,94.919998,1721000,94.919998
"2022-06-15",96.650002,97.839996,91.18,95.459999,3937900,95.459999
"2022-06-16",92.029999,92.330002,85.279999,86.160004,2731500,86.160004
"2022-06-17",85.889999,88.43,84.139999,86.839996,3739500,86.839996
"2022-06-21",90.040001,91.330002,88.459999,90.690002,2218300,90.690002
"2022-06-22",89.690002,93.639999,89.379997,90.959999,1861300,90.959999
"2022-06-23",90.830002,92.400002,89.75,92.139999,2723800,92.139999
"2022-06-24",93,97.160004,92.75,97.089996,2437000,97.089996
"2022-06-27",97.900002,99.089996,96.139999,97.5,2209400,97.5
"2022-06-28",97.629997,100.330002,95.519997,95.610001,1679900,95.610001
"2022-06-29",94.589996,94.970001,91.629997,92.769997,1285000,92.769997
