"","CNC.Open","CNC.High","CNC.Low","CNC.Close","CNC.Volume","CNC.Adjusted"
"2022-01-07",76.669998,77.220001,75.529999,76.339996,4364800,76.339996
"2022-01-10",76.690002,78.190002,75.589996,77.839996,5675500,77.839996
"2022-01-11",77.389999,80.110001,77.389999,80.019997,3880000,80.019997
"2022-01-12",79.93,80.529999,79.540001,80.32,2791700,80.32
"2022-01-13",80.160004,80.760002,79.440002,79.879997,3221100,79.879997
"2022-01-14",79.669998,80.580002,78.940002,80.550003,3550100,80.550003
"2022-01-18",79.860001,79.949997,78.519997,78.690002,3460800,78.690002
"2022-01-19",79.25,79.970001,77.339996,77.610001,3462300,77.610001
"2022-01-20",77.610001,80.209999,77.529999,78.949997,3567600,78.949997
"2022-01-21",79.5,79.879997,76.889999,77.139999,3120800,77.139999
"2022-01-24",76.459999,77.879997,74.760002,77.529999,3855900,77.529999
"2022-01-25",76.5,76.870003,75.029999,76.370003,2710600,76.370003
"2022-01-26",76.370003,77.300003,74.470001,75.339996,3087900,75.339996
"2022-01-27",77.099998,77.190002,75.110001,76.269997,5524800,76.269997
"2022-01-28",75.900002,77.360001,75.5,77.269997,2246600,77.269997
"2022-01-31",76.82,77.949997,76.480003,77.760002,2535400,77.760002
"2022-02-01",78.029999,78.449997,76.029999,76.949997,2675600,76.949997
"2022-02-02",76.830002,79.230003,76.790001,78.82,2481900,78.82
"2022-02-03",81.370003,81.830002,78.620003,81.529999,6046400,81.529999
"2022-02-04",80.449997,82.589996,78.940002,80.57,3364500,80.57
"2022-02-07",80.660004,81.589996,80.160004,80.790001,2759100,80.790001
"2022-02-08",80.089996,86.010002,80.089996,85.669998,4990700,85.669998
"2022-02-09",86.400002,86.809998,85.669998,85.949997,2429000,85.949997
"2022-02-10",84.940002,85.879997,83.779999,84.150002,1775800,84.150002
"2022-02-11",83.910004,84.599998,82.809998,83.32,1676100,83.32
"2022-02-14",83.32,83.580002,81.540001,82.010002,1690600,82.010002
"2022-02-15",83.110001,84.25,82.900002,84.080002,1948400,84.080002
"2022-02-16",83.720001,84.550003,83.400002,84.220001,2675300,84.220001
"2022-02-17",83.919998,83.989998,82.480003,82.809998,1408300,82.809998
"2022-02-18",82.400002,83.75,81.82,82.059998,1890500,82.059998
"2022-02-22",82.349998,82.349998,80.440002,81.330002,1676600,81.330002
"2022-02-23",81.940002,82.690002,81.190002,81.349998,1769200,81.349998
"2022-02-24",79.75,81.029999,79.129997,80.839996,2366400,80.839996
"2022-02-25",80.370003,83.650002,80.220001,83.519997,2055400,83.519997
"2022-02-28",81.489998,82.790001,80.889999,82.620003,2718500,82.620003
"2022-03-01",82.25,83.43,81.32,83.150002,2076900,83.150002
"2022-03-02",83.639999,85.099998,83.5,84.68,1855500,84.68
"2022-03-03",84.82,85.089996,83.150002,84.779999,1550600,84.779999
"2022-03-04",83,86.160004,82.620003,86.050003,2392000,86.050003
"2022-03-07",85.839996,86.239998,82.709999,83.489998,3039500,83.489998
"2022-03-08",83.110001,83.720001,81.529999,81.57,2198500,81.57
"2022-03-09",83.059998,83.360001,81.339996,82.849998,3064000,82.849998
"2022-03-10",81.690002,84.559998,81.690002,84.440002,2279700,84.440002
"2022-03-11",84.349998,85.150002,83.209999,83.410004,2202100,83.410004
"2022-03-14",84.599998,84.709999,83.449997,84.330002,3026800,84.330002
"2022-03-15",84.919998,86.260002,84.370003,85.610001,2186600,85.610001
"2022-03-16",86.370003,87.470001,85.510002,86.870003,2986700,86.870003
"2022-03-17",86.160004,87.989998,85.580002,87.980003,2687900,87.980003
"2022-03-18",88.099998,88.279999,86.620003,87.739998,4278100,87.739998
"2022-03-21",87.639999,88.610001,86.290001,86.75,2726300,86.75
"2022-03-22",87.239998,88.110001,86.650002,87.57,3188800,87.57
"2022-03-23",84.779999,85.5,82.410004,82.459999,5499500,82.459999
"2022-03-24",82.709999,85.050003,82.580002,84.709999,2711300,84.709999
"2022-03-25",85.010002,85.809998,83.989998,85.589996,1756900,85.589996
"2022-03-28",86.239998,86.279999,84.730003,85.239998,2887600,85.239998
"2022-03-29",86.349998,86.349998,84.169998,84.93,2808300,84.93
"2022-03-30",85,86.610001,85,86.360001,2569700,86.360001
"2022-03-31",85.57,86.199997,84.160004,84.190002,3140900,84.190002
"2022-04-01",84.959999,86.019997,84.480003,85.510002,2110700,85.510002
"2022-04-04",85.370003,85.68,83.690002,84.18,2119600,84.18
"2022-04-05",84.139999,85.760002,84.019997,84.830002,2382300,84.830002
"2022-04-06",84.620003,87.220001,84.400002,87.120003,2510300,87.120003
"2022-04-07",87.139999,89.209999,86.519997,88.559998,3505500,88.559998
"2022-04-08",88.93,89.790001,88.129997,88.480003,2397200,88.480003
"2022-04-11",89.059998,89.059998,86.720001,86.900002,1436700,86.900002
"2022-04-12",86.540001,87.519997,85.599998,85.809998,1773500,85.809998
"2022-04-13",86,86.559998,85.300003,86.209999,2687000,86.209999
"2022-04-14",86.790001,88.190002,86.470001,86.540001,1548700,86.540001
"2022-04-18",86.57,86.75,84.559998,84.879997,2066200,84.879997
"2022-04-19",85.5,86.800003,85.269997,85.989998,1735700,85.989998
"2022-04-20",87.120003,89.099998,86.910004,89.010002,2098500,89.010002
"2022-04-21",89.25,89.919998,87.599998,87.839996,2198200,87.839996
"2022-04-22",87.059998,87.089996,84.260002,84.410004,1777200,84.410004
"2022-04-25",84.129997,84.870003,82.529999,84.860001,2470400,84.860001
"2022-04-26",85.519997,86.019997,81.599998,81.879997,4097000,81.879997
"2022-04-27",82.830002,83.019997,80.169998,80.720001,3553500,80.720001
"2022-04-28",81.410004,82.129997,80.300003,81.589996,3495600,81.589996
"2022-04-29",80.989998,82.550003,80.330002,80.550003,3948800,80.550003
"2022-05-02",80.989998,81.459999,78.129997,79.059998,3344500,79.059998
"2022-05-03",80.889999,82.32,80.160004,80.339996,2976300,80.339996
"2022-05-04",81.150002,83.349998,79.610001,82.910004,2306000,82.910004
"2022-05-05",82.169998,85.93,82.110001,84.82,4679500,84.82
"2022-05-06",84.480003,85.129997,82.410004,84.029999,2252800,84.029999
"2022-05-09",83.269997,83.5,78.669998,79.190002,3382100,79.190002
"2022-05-10",80.550003,81.18,78.660004,79.959999,2544200,79.959999
"2022-05-11",79.809998,84.459999,79.760002,80.650002,3672200,80.650002
"2022-05-12",80.720001,81.650002,79.32,81.230003,3348300,81.230003
"2022-05-13",81.690002,82.790001,81,82.32,2570800,82.32
"2022-05-16",83.080002,85.980003,82.720001,84.720001,3299600,84.720001
"2022-05-17",85.75,85.82,83.900002,84.099998,3007400,84.099998
"2022-05-18",83.690002,83.970001,81.050003,81.769997,1979300,81.769997
"2022-05-19",80.779999,83.419998,80.580002,82.639999,1995900,82.639999
"2022-05-20",82.900002,85.019997,82.269997,84.959999,2554400,84.959999
"2022-05-23",85.629997,86.730003,85.120003,86.040001,2430700,86.040001
"2022-05-24",86.370003,87.339996,85.349998,87.209999,2167700,87.209999
"2022-05-25",86.650002,86.650002,84.389999,85.309998,2524900,85.309998
"2022-05-26",81.989998,83.470001,81.010002,81.889999,4892900,81.889999
"2022-05-27",82.440002,84.43,82.040001,84.410004,4457900,84.410004
"2022-05-31",83.919998,84.059998,81.07,81.440002,6281200,81.440002
"2022-06-01",81.900002,82.349998,80.300003,81.209999,2242100,81.209999
"2022-06-02",81.360001,82.650002,79.889999,82.559998,1948500,82.559998
"2022-06-03",82.309998,82.629997,81.669998,81.970001,1446700,81.970001
"2022-06-06",82.790001,83.709999,82.300003,83.239998,1273900,83.239998
"2022-06-07",83.029999,83.5,82.32,83.349998,1483400,83.349998
"2022-06-08",82.889999,83.43,82.269997,82.599998,1019900,82.599998
"2022-06-09",82.339996,82.339996,79.970001,80.019997,1950400,80.019997
"2022-06-10",78.230003,80.400002,77.660004,79.510002,2169200,79.510002
"2022-06-13",77.989998,78.110001,75.410004,75.699997,2781600,75.699997
"2022-06-14",76.010002,76.629997,74.860001,76.230003,2643400,76.230003
"2022-06-15",76.980003,78.330002,76.269997,77.459999,3449500,77.459999
"2022-06-16",76.300003,77.389999,75.169998,76.639999,4130500,76.639999
"2022-06-17",78.5,79.300003,76.110001,76.32,6174000,76.32
"2022-06-21",78.190002,81.589996,77.940002,80.860001,5984600,80.860001
"2022-06-22",80.440002,82.709999,80.230003,81.870003,3169600,81.870003
"2022-06-23",82.330002,84.279999,82.050003,83.639999,2914300,83.639999
"2022-06-24",83.790001,83.879997,82.089996,82.949997,3802100,82.949997
"2022-06-27",83.25,85.160004,82.790001,84.57,2212800,84.57
"2022-06-28",85.330002,86.980003,84.07,84.330002,2843600,84.330002
"2022-06-29",84.5,85.709999,83.889999,84.940002,2935500,84.940002
