"","WYNN.Open","WYNN.High","WYNN.Low","WYNN.Close","WYNN.Volume","WYNN.Adjusted"
"2020-10-07",75.919998,75.949997,74.230003,75.059998,2847200,75.059998
"2020-10-08",75.279999,76.089996,73.910004,74.32,2743700,74.32
"2020-10-09",74.629997,75.529999,72.449997,72.669998,3095200,72.669998
"2020-10-12",72.849998,74.199997,72.349998,74.110001,2072300,74.110001
"2020-10-13",73.18,73.18,69.489998,71.739998,5278400,71.739998
"2020-10-14",71.489998,72.550003,70.760002,71.699997,3263900,71.699997
"2020-10-15",71.449997,72.75,70.660004,72.699997,2571600,72.699997
"2020-10-16",72.529999,73.370003,70.919998,71.120003,3007600,71.120003
"2020-10-19",71.400002,72.239998,69.5,69.669998,3848200,69.669998
"2020-10-20",70.160004,73.080002,70.010002,72.440002,3506700,72.440002
"2020-10-21",72.010002,73.400002,71.32,72.849998,2532200,72.849998
"2020-10-22",75.230003,76.650002,74.150002,76.43,4012000,76.43
"2020-10-23",76.650002,76.839996,74.790001,76.559998,2143300,76.559998
"2020-10-26",74.589996,74.660004,71.769997,73.519997,2959400,73.519997
"2020-10-27",73.610001,73.870003,71.169998,71.830002,2438200,71.830002
"2020-10-28",70.709999,70.839996,67.699997,69.010002,4421100,69.010002
"2020-10-29",69.279999,73.120003,69.050003,72.190002,3936700,72.190002
"2020-10-30",71.349998,73.309998,70.25,72.43,3303900,72.43
"2020-11-02",74.419998,76.07,73.400002,75.849998,3955100,75.849998
"2020-11-03",76.629997,77.160004,74.110001,74.57,3082800,74.57
"2020-11-04",75.080002,77.779999,73.699997,76.120003,4412300,76.120003
"2020-11-05",77.379997,80.489998,76.849998,80.129997,5303100,80.129997
"2020-11-06",77.889999,80.900002,77.510002,80.07,3461900,80.07
"2020-11-09",95.169998,105.93,95,102.239998,18916800,102.239998
"2020-11-10",100,102.190002,95.400002,96.660004,5302700,96.660004
"2020-11-11",97.199997,97.199997,91,91.709999,5046800,91.709999
"2020-11-12",89.690002,89.889999,85.959999,86.669998,7160600,86.669998
"2020-11-13",87.699997,92.660004,86.459999,92.190002,4172000,92.190002
"2020-11-16",97.669998,98.360001,93.440002,94.739998,4496000,94.739998
"2020-11-17",93.309998,96.32,91.400002,94.230003,2500500,94.230003
"2020-11-18",94.550003,98.860001,93.699997,95.639999,3339200,95.639999
"2020-11-19",96.93,99.470001,96.269997,98.75,2764400,98.75
"2020-11-20",97.82,98.800003,95.290001,95.290001,3589000,95.290001
"2020-11-23",95.5,96.790001,94.120003,95.480003,3332600,95.480003
"2020-11-24",97.589996,102.910004,97.410004,102.760002,4229700,102.760002
"2020-11-25",101.650002,101.720001,99.059998,100.400002,2225700,100.400002
"2020-11-27",101.330002,103.389999,100.669998,101.220001,1419600,101.220001
"2020-11-30",100.989998,101.660004,97.230003,100.5,3071400,100.5
"2020-12-01",102.019997,104.690002,100.889999,102.360001,2816000,102.360001
"2020-12-02",101.75,106.459999,100.739998,105.129997,2956500,105.129997
"2020-12-03",107.110001,110.389999,105.900002,108.489998,3167800,108.489998
"2020-12-04",109.5,113.519997,108.199997,113.5,2997700,113.5
"2020-12-07",112.760002,112.940002,109.519997,111.32,3736500,111.32
"2020-12-08",110.629997,113.169998,110.330002,111.309998,2846100,111.309998
"2020-12-09",112.879997,113.540001,109.339996,111.160004,2159200,111.160004
"2020-12-10",109.089996,113.089996,109.089996,112.879997,1840700,112.879997
"2020-12-11",112.669998,113.379997,109.599998,110.980003,2162900,110.980003
"2020-12-14",112.410004,112.739998,107.199997,107.540001,2856100,107.540001
"2020-12-15",109.220001,114.75,108.519997,114.099998,3196300,114.099998
"2020-12-16",113.5,116.290001,112.550003,115.230003,2319500,115.230003
"2020-12-17",116.800003,117.190002,114.139999,114.809998,2046300,114.809998
"2020-12-18",114.550003,116.529999,113.010002,115.93,3196300,115.93
"2020-12-21",110.709999,113.779999,108.730003,112.540001,3809700,112.540001
"2020-12-22",112.269997,113.279999,110.709999,112.610001,1637000,112.610001
"2020-12-23",113.93,116.93,113.620003,115.300003,1998000,115.300003
