"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2020-08-19",62.040001,62.830002,61.16,61.400002,1483800,57.945301
"2020-08-20",60.709999,61.400002,60.48,61,1444100,57.567795
"2020-08-21",60.990002,61.779999,60.560001,61.66,1547700,58.190655
"2020-08-24",61.84,66.029999,61.84,65.980003,2334400,62.267597
"2020-08-25",66.5,66.5,64.339996,64.440002,1905500,60.814243
"2020-08-26",64.18,64.870003,63.619999,64.059998,1822200,60.45562
"2020-08-27",64.629997,67.010002,64.540001,66.620003,2785100,62.871586
"2020-08-28",66.839996,68.209999,65.779999,67.940002,3013400,64.117317
"2020-08-31",67.879997,67.949997,65.129997,65.75,2526700,62.050541
"2020-09-01",65.25,66.93,65.050003,66.559998,1795300,62.814964
"2020-09-02",67.309998,68.660004,66.650002,68.410004,2013200,64.560867
"2020-09-03",68.730003,70.559998,68.169998,68.540001,3054300,64.683548
"2020-09-04",69.349998,69.809998,67.690002,68.220001,1988500,64.381554
"2020-09-08",67.449997,69.480003,67.190002,68.379997,2446500,64.532562
"2020-09-09",67.760002,69.209999,66.709999,68,2503400,64.627602
"2020-09-10",68.650002,69.669998,67.870003,68.389999,2004400,64.998253
"2020-09-11",69.18,70.709999,67.889999,70.029999,2377700,66.556923
"2020-09-14",70.940002,73.580002,70.349998,73.209999,2422300,69.579208
"2020-09-15",75.610001,76.239998,73.629997,74.790001,3607200,71.080856
"2020-09-16",75,77.300003,74.580002,76.440002,2769200,72.649025
"2020-09-17",75.610001,76.809998,74.080002,74.589996,2672600,70.89077
"2020-09-18",73.809998,74.57,71.970001,72.129997,5273500,68.552765
"2020-09-21",70.849998,71.120003,68.230003,68.690002,2207000,65.283379
"2020-09-22",69.010002,69.989998,68.150002,69.279999,2028600,65.844116
"2020-09-23",70.650002,72.519997,68.879997,69.07,2696100,65.644531
"2020-09-24",68.559998,70.279999,66.949997,69.370003,2442900,65.929657
"2020-09-25",69.190002,70.980003,68.709999,70.540001,1736600,67.041626
"2020-09-28",71.809998,72.389999,71.050003,71.190002,1269400,67.659401
"2020-09-29",70.879997,71.099998,68.849998,69.660004,1886700,66.205276
"2020-09-30",70.559998,71.290001,69.650002,70.25,1979600,66.766022
"2020-10-01",70.82,71.830002,70.440002,71.580002,1742000,68.03006
"2020-10-02",69.730003,72.82,69.690002,72.529999,1261700,68.93293
"2020-10-05",73.440002,75.040001,73.290001,74.910004,1651500,71.194901
"2020-10-06",75,77.379997,74.529999,74.660004,2146500,70.957306
"2020-10-07",75.82,77.129997,75.82,76.959999,1843500,73.143227
"2020-10-08",77.540001,78.459999,77.050003,78.330002,1349100,74.44529
"2020-10-09",77.660004,78.059998,76.419998,77.610001,2134700,73.760994
"2020-10-12",77.959999,78.470001,77.349998,77.870003,1842000,74.008102
"2020-10-13",77.139999,77.860001,76.239998,76.82,1554400,73.01017
"2020-10-14",76.110001,77.160004,75.379997,75.739998,2228100,71.983734
"2020-10-15",75.550003,78.190002,75.290001,77.739998,2025800,73.884544
"2020-10-16",78,79,74.18,75.82,4038400,72.059769
"2020-10-19",74.5,75.910004,72.209999,72.540001,3307600,68.942429
"2020-10-20",72.349998,73.610001,72.120003,72.370003,3003400,68.780869
"2020-10-21",72.68,73.830002,72.199997,72.75,2440200,69.142021
"2020-10-22",73.089996,74.150002,72.260002,73.959999,2939900,70.292007
"2020-10-23",74.68,75.110001,73.32,74.830002,1534800,71.118866
"2020-10-26",73.779999,73.989998,72.629997,73.75,1893800,70.09243
"2020-10-27",73.849998,73.940002,71.82,72.379997,1834800,68.790375
"2020-10-28",71.099998,71.629997,68.209999,68.389999,2568800,64.998253
"2020-10-29",68.169998,69.269997,67.629997,68.860001,2050700,65.444939
"2020-10-30",68.610001,68.879997,66.260002,67.199997,3192900,63.867264
"2020-11-02",68.639999,69.910004,67.620003,68.769997,1804400,65.359398
"2020-11-03",69.669998,71.300003,69.239998,70.75,1239600,67.241211
"2020-11-04",70.980003,71.120003,69.510002,69.580002,1817900,66.12925
"2020-11-05",70.239998,71.699997,70.239998,71.440002,1941000,67.896988
"2020-11-06",71.120003,71.639999,69.860001,70.010002,1597900,66.53791
"2020-11-09",78.220001,83.480003,77.529999,77.809998,4586300,73.951065
"2020-11-10",77.75,78.18,76.629997,77.529999,3051500,73.684959
"2020-11-11",77.989998,78.040001,76.129997,76.989998,3267900,73.171745
"2020-11-12",76.419998,77.010002,75.160004,76.160004,1618100,72.382904
"2020-11-13",76.889999,79.57,76.889999,79.510002,2127900,75.566772
"2020-11-16",81.730003,82.330002,80.260002,82.279999,2457500,78.199394
"2020-11-17",81.919998,85.830002,81.199997,85.110001,2525000,80.889038
"2020-11-18",85.260002,86.910004,84.82,85.559998,3996700,81.316704
"2020-11-19",84.25,85.540001,82.669998,84.959999,2185100,80.746475
"2020-11-20",85,85.589996,84.279999,84.870003,2173200,80.66095
"2020-11-23",85.68,86.900002,84.940002,86.550003,1546800,82.257637
"2020-11-24",87.949997,89.260002,87.139999,88.75,2913500,84.348511
"2020-11-25",87.5,87.879997,86.389999,87.57,1330600,83.227043
"2020-11-27",88.07,88.07,85.18,85.720001,1041100,81.468781
"2020-11-30",85,85.160004,82.889999,83.400002,5198800,79.263847
"2020-12-01",84.980003,85.449997,83.910004,84.809998,1615700,80.603912
"2020-12-02",84.43,85.970001,83.730003,85.480003,1243900,81.2407
"2020-12-03",85.279999,87.529999,85,86.220001,1632200,81.943985
"2020-12-04",86.940002,89.190002,86.419998,89.150002,1702500,84.728676
"2020-12-07",88.239998,88.860001,87.139999,88.300003,1348100,83.920837
"2020-12-08",87.849998,89.639999,87.410004,89.260002,2164100,84.833229
"2020-12-09",89.389999,89.589996,87.739998,88.129997,2326900,84.221596
"2020-12-10",87.849998,88.650002,86.370003,86.900002,1679300,83.046158
"2020-12-11",86.480003,87.330002,85.599998,86.660004,2088200,82.816795
"2020-12-14",87.470001,87.599998,85.690002,85.75,1918900,81.947159
"2020-12-15",86.879997,87.470001,85.849998,87.25,2803500,83.38063
"2020-12-16",87.139999,87.5,86.059998,86.370003,2200100,82.539665
"2020-12-17",87.129997,87.550003,85.919998,86.550003,1830700,82.711678
"2020-12-18",86.580002,86.690002,84.540001,84.879997,5399200,81.115738
"2020-12-21",83.779999,85.620003,83.629997,84.93,2266600,81.163513
"2020-12-22",84.949997,84.949997,82.620003,82.879997,2943100,79.20443
"2020-12-23",83.620003,84.860001,83.129997,84.269997,1707800,80.532791
"2020-12-24",84.599998,84.599998,83.230003,83.900002,546900,80.179192
"2020-12-28",84.860001,86.25,84.519997,85.449997,1810800,81.660446
"2020-12-29",85.739998,86.089996,83.879997,84.760002,1184800,81.001068
"2020-12-30",84.900002,86.389999,84.889999,86.150002,1165900,82.329414
"2020-12-31",85.760002,86.010002,85.190002,85.410004,1090800,81.622238
"2021-01-04",86.580002,87.129997,84.330002,85.120003,2119400,81.3451
"2021-01-05",84.050003,86.110001,84.050003,85.330002,1503100,81.545776
"2021-01-06",85.970001,88.239998,85.970001,87.480003,2445700,83.600441
"2021-01-07",88.419998,89.68,88,88.279999,2063800,84.364952
"2021-01-08",88.889999,89.169998,87.099998,87.849998,1829800,83.954025
"2021-01-11",86.879997,88.209999,86.769997,87.080002,1696000,83.218178
"2021-01-12",87.139999,87.93,86.360001,87.550003,1356000,83.667328
"2021-01-13",87.290001,87.470001,85.040001,85.57,2455000,81.775131
"2021-01-14",86.019997,86.379997,85.029999,85.389999,1667600,81.603127
"2021-01-15",84.25,85.269997,83.529999,83.910004,2869300,80.188759
"2021-01-19",84.019997,84.300003,81.839996,81.949997,2517700,78.315674
"2021-01-20",82.370003,83.129997,81.620003,82.330002,2525200,78.678818
"2021-01-21",83.160004,84.419998,82.5,84.169998,3459200,80.437218
"2021-01-22",83.510002,84.410004,83.190002,83.860001,2678800,80.140968
"2021-01-25",83.68,85.43,83.230003,84.809998,3326100,81.048843
"2021-01-26",85.480003,86.440002,84.860001,85.129997,3199500,81.354645
"2021-01-27",83.769997,85.959999,78.720001,79.150002,6890700,75.639862
"2021-01-28",79.739998,81.260002,78.900002,79.370003,4044900,75.85009
"2021-01-29",78.919998,79.099998,76.419998,76.870003,4454100,73.460968
"2021-02-01",77.169998,78.75,76.68,78.620003,2050700,75.133362
"2021-02-02",79.57,80.839996,79.120003,80.269997,2234400,76.710182
"2021-02-03",80.099998,80.290001,78.809998,79.050003,1551000,75.544289
"2021-02-04",79.760002,81.57,79.43,81.360001,1489300,77.751839
"2021-02-05",82.080002,82.589996,81.230003,81.860001,1187800,78.229668
"2021-02-08",82.209999,82.330002,80.610001,81.699997,1290400,78.076767
"2021-02-09",81.809998,82.800003,80.849998,81.050003,1706300,77.455597
"2021-02-10",81.480003,81.699997,80.379997,80.93,1236400,77.340912
"2021-02-11",80.870003,81.540001,80.25,80.489998,1397700,76.920425
"2021-02-12",79.599998,80.040001,78.93,79.510002,1580100,75.983894
"2021-02-16",79.809998,81.110001,79.360001,80.879997,1745100,77.293121
"2021-02-17",80.230003,80.379997,78.709999,79.519997,1372300,75.993446
"2021-02-18",79.18,79.720001,78.040001,79.589996,1200000,76.060341
"2021-02-19",79.410004,80.610001,79.110001,80.400002,1645500,76.834427
"2021-02-22",79.940002,81.150002,79.790001,80.809998,1501900,77.226234
"2021-02-23",81.639999,81.68,79.279999,79.720001,1838600,76.184563
"2021-02-24",79.669998,82.120003,79.339996,81.959999,1667400,78.325241
"2021-02-25",81.889999,82.059998,79.690002,80.07,1261000,76.519058
"2021-02-26",80.580002,80.730003,78.709999,79.129997,2092000,75.62075
"2021-03-01",80,82.57,79.830002,81.169998,2804800,77.570267
"2021-03-02",81.029999,82.459999,80.660004,82.190002,2088500,78.545044
"2021-03-03",82.220001,83.720001,81.120003,81.199997,2210200,77.598938
"2021-03-04",81.199997,81.660004,75.879997,77.699997,3448900,74.25415
"2021-03-05",78.629997,79.129997,76.129997,78.769997,2596000,75.276703
"2021-03-08",82.110001,82.769997,80.589996,81.5,3537900,77.885635
"2021-03-09",81.139999,81.309998,79.489998,79.5,2518500,76.433876
"2021-03-10",79.919998,80.809998,79.559998,79.669998,3076800,76.597321
"2021-03-11",79.769997,79.980003,78.220001,79.5,3403700,76.433876
"2021-03-12",79.849998,80.150002,78.379997,79.089996,2934600,76.039688
"2021-03-15",78.830002,80,78.050003,79.769997,3250600,76.693451
"2021-03-16",79.889999,79.949997,75.760002,75.919998,4304400,72.991943
"2021-03-17",75.900002,78.82,75.550003,78.349998,3720700,75.328224
"2021-03-18",78.330002,80.699997,78.059998,79.300003,3409600,76.241585
"2021-03-19",78.93,80.18,77.870003,79.629997,9526800,76.558861
"2021-03-22",80.220001,80.279999,78.75,79.82,2463400,76.741531
"2021-03-23",78.940002,79.489998,76.199997,76.459999,2537300,73.511116
"2021-03-24",76.959999,78.720001,76.599998,76.660004,2126300,73.7034
"2021-03-25",76.019997,78.410004,75.379997,78.110001,2010200,75.097481
"2021-03-26",78.860001,80.349998,78.480003,80.209999,2668100,77.116478
"2021-03-29",80.019997,80.870003,78.43,78.779999,2150100,75.741638
"2021-03-30",78.639999,80.419998,78.43,80.129997,1568600,77.039574
"2021-03-31",79.970001,80.980003,79.879997,79.919998,1904300,76.837662
"2021-04-01",80.330002,80.639999,78.879997,79.489998,2082600,76.424255
"2021-04-05",80.550003,83.339996,79.779999,83.110001,3460400,79.90464
"2021-04-06",82.980003,84.349998,82.93,83.68,2497400,80.45266
"2021-04-07",83.769997,84.660004,83.580002,83.980003,1496000,80.741089
"2021-04-08",83.739998,83.940002,82.949997,83.110001,2540800,79.90464
"2021-04-09",83.589996,84.949997,83.5,84.940002,2819800,81.664063
"2021-04-12",84.110001,85.540001,84.019997,85.400002,2150900,82.106323
"2021-04-13",84.800003,84.82,82.849998,83.839996,1835800,80.606483
"2021-04-14",83.919998,84.709999,83.459999,83.980003,1794700,80.741089
"2021-04-15",84.739998,84.739998,83.620003,84.010002,1917800,80.769936
"2021-04-16",84.709999,85.25,84.290001,84.739998,1855400,81.471779
"2021-04-19",84.75,84.75,83.419998,83.980003,1968400,80.741089
"2021-04-20",83.519997,84.760002,82.639999,84.550003,2722400,81.289108
"2021-04-21",84.57,87.220001,84.379997,87,2815300,83.644608
"2021-04-22",87.089996,87.18,85.970001,86.389999,2852100,83.058144
"2021-04-23",87.059998,88.690002,86.529999,88.379997,2613100,84.97139
"2021-04-26",88.400002,89.5,87.300003,87.800003,2883900,84.413765
"2021-04-27",88.050003,89.400002,87.870003,89.139999,2090800,85.702072
"2021-04-28",89.129997,90.139999,88.68,89.32,1807000,85.875137
"2021-04-29",90.150002,90.790001,88.709999,88.790001,2020700,85.365578
"2021-04-30",88.82,88.93,87.279999,87.660004,4351800,84.27916
"2021-05-03",88.389999,90.260002,88.110001,89.830002,2071300,86.365471
"2021-05-04",89.449997,90.089996,88.25,90.050003,2532400,86.576996
"2021-05-05",89.580002,90.580002,88.349998,88.519997,2321100,85.105988
"2021-05-06",89.510002,89.510002,88.489998,89.269997,1907800,85.827057
"2021-05-07",88.970001,90.480003,88.82,89.879997,1645900,86.413536
"2021-05-10",90,90.349998,86.860001,86.940002,2924400,83.586929
"2021-05-11",86.379997,86.809998,84.959999,85.300003,3245700,82.010185
"2021-05-12",84.610001,85.970001,83.400002,83.639999,2421600,80.414207
"2021-05-13",83.940002,85.309998,83.07,84.029999,1643700,80.789162
"2021-05-14",84.459999,85.709999,84.290001,85.440002,3528000,82.144775
"2021-05-17",85.830002,86.830002,85.029999,86.650002,2051200,83.308113
"2021-05-18",87.269997,87.360001,86.190002,86.5,2319400,83.163887
"2021-05-19",85.889999,85.910004,84.019997,84.699997,2638700,81.433319
"2021-05-20",84.580002,85.360001,82.349998,84.82,3672400,81.548698
"2021-05-21",80.260002,81.330002,77.139999,77.239998,11165400,74.26104
"2021-05-24",78.040001,78.169998,76.410004,76.610001,6818000,73.655327
"2021-05-25",77.010002,78.699997,76.849998,78.169998,3483300,75.155159
"2021-05-26",78.379997,79.629997,77.629997,79.220001,2748900,76.164673
"2021-05-27",80.040001,80.269997,79.32,79.599998,2549500,76.530014
"2021-05-28",79.959999,80.089996,79.160004,79.720001,1689500,76.645378
"2021-06-01",80.230003,80.639999,79.379997,79.860001,1853200,76.779984
"2021-06-02",79.849998,80.010002,78.889999,79.199997,2186600,76.145432
"2021-06-03",78.970001,79.400002,78.07,79.279999,1781300,76.222351
"2021-06-04",79.25,79.610001,77.870003,79.029999,1575000,75.981995
"2021-06-07",79.629997,80.160004,78.769997,79.269997,1500900,76.212738
"2021-06-08",79.07,80.150002,78.559998,79.769997,1637400,76.693451
"2021-06-09",79.379997,79.639999,78.360001,78.459999,1680100,75.900215
"2021-06-10",78.879997,79.279999,78.339996,78.550003,3224100,75.987282
"2021-06-11",79.230003,82.25,78.75,82.129997,3350800,79.45047
"2021-06-14",82.059998,82.449997,80.690002,81.360001,2742600,78.705597
"2021-06-15",81.480003,82,80.720001,81.970001,1584900,79.295692
"2021-06-16",82.089996,82.089996,80.650002,81.470001,2098700,78.812012
"2021-06-17",80.900002,81.32,78.870003,80.650002,2885000,78.018768
"2021-06-18",79.830002,80.760002,79.400002,79.669998,3241800,77.07074
"2021-06-21",79.949997,81.349998,79.949997,80.599998,1443500,77.970398
"2021-06-22",80.260002,81.470001,79.860001,81.209999,1541700,78.560493
"2021-06-23",81.529999,82.190002,81.220001,81.879997,1713400,79.208626
"2021-06-24",82.32,82.5,81.199997,81.370003,1821600,78.715271
"2021-06-25",82.279999,83.93,82.190002,82.879997,6731500,80.176003
"2021-06-28",82.449997,82.82,80.099998,80.169998,1824400,77.55442
"2021-06-29",80.580002,82.239998,80.150002,81.050003,1629700,78.405716
"2021-06-30",81.139999,82.169998,80.660004,82.040001,1650300,79.363411
"2021-07-01",82.330002,83.489998,82.220001,83.290001,1978900,80.572632
"2021-07-02",83.75,84.610001,83.269997,84.440002,3346900,81.68512
"2021-07-06",83.970001,84.25,81.080002,82.360001,1921600,79.672974
"2021-07-07",82.300003,82.57,81.279999,82.010002,1073500,79.334389
"2021-07-08",80.75,81.440002,79.57,80.860001,1774500,78.221909
"2021-07-09",81.790001,83.099998,81.660004,83.07,2007400,80.35981
"2021-07-12",82.25,83.220001,81.870003,82.790001,1661800,80.088951
"2021-07-13",82.699997,82.849998,81.32,81.769997,1225300,79.102219
"2021-07-14",80.75,81.769997,80.269997,80.300003,1697800,77.680176
"2021-07-15",79.699997,80.57,79.18,79.760002,1994600,77.157799
"2021-07-16",80.010002,80.379997,76.900002,77.419998,2502000,74.894142
"2021-07-19",75.839996,76.230003,74.5,75.459999,3018100,72.998085
"2021-07-20",75.519997,78.629997,75.279999,78.169998,2391300,75.619667
"2021-07-21",78.550003,80.599998,78.550003,79.93,2470100,77.32225
"2021-07-22",79.580002,80.699997,79.160004,80.389999,2082400,77.767242
"2021-07-23",81.910004,83.449997,81.160004,83.080002,2815900,80.369484
"2021-07-26",83.080002,83.879997,82.559998,83.25,1826900,80.533936
"2021-07-27",82.970001,83.870003,82.519997,83.360001,1895900,80.64035
"2021-07-28",83.370003,83.879997,81.489998,82.800003,2203800,80.098633
"2021-07-29",83.599998,84.959999,83.239998,84.550003,2319000,81.791527
"2021-07-30",83.410004,83.639999,78.900002,80.199997,7096800,77.583443
"2021-08-02",81.209999,82.660004,80.839996,81.830002,3640800,79.160263
"2021-08-03",82.5,82.769997,80.910004,81.57,1924400,78.908745
"2021-08-04",81.059998,81.330002,79.059998,79.269997,2583300,76.683777
"2021-08-05",79.290001,80.620003,79.169998,80.559998,2125900,77.931702
"2021-08-06",81.25,81.779999,80.370003,80.620003,1358600,77.989746
"2021-08-09",80.160004,80.309998,79.269997,79.68,1061700,77.080406
"2021-08-10",79.870003,81.309998,79.440002,80.75,1527600,78.115501
"2021-08-11",80.5,81.419998,80.010002,81.330002,2314100,78.676575
"2021-08-12",81.389999,81.699997,80.260002,80.510002,1304900,77.883331
"2021-08-13",80.379997,80.870003,79.93,80.809998,1674400,78.173538
"2021-08-16",80.139999,80.540001,79.230003,79.739998,1374600,77.138443
"2021-08-17",78.550003,79.07,76.129997,77.050003,2366700,74.536217
"2021-08-18",76.529999,77.279999,76.029999,76.150002,1522900,73.665581
"2021-08-19",74.919998,76.309998,74.790001,75.93,2027300,73.452759
"2021-08-20",75.940002,76.589996,75.480003,76.43,1266900,73.936447
"2021-08-23",77.169998,77.389999,76.489998,76.809998,1570000,74.304047
"2021-08-24",76.860001,77.550003,76.660004,76.980003,1904900,74.468498
"2021-08-25",77.029999,77.32,76.07,77.059998,1293300,74.545891
"2021-08-26",76.769997,76.790001,75.400002,76.5,2078700,74.004158
"2021-08-27",76.660004,77.260002,76.279999,76.629997,1489900,74.129913
"2021-08-30",76.959999,77.68,76.849998,76.980003,1237800,74.468498
"2021-08-31",76.860001,77.209999,76.160004,76.470001,1901100,73.975143
"2021-09-01",76.110001,76.830002,75.900002,76.300003,2646300,73.810684
"2021-09-02",76.5,76.589996,75.279999,75.830002,2433800,73.356018
"2021-09-03",75.870003,76.690002,75.779999,76.230003,2492200,73.742966
"2021-09-07",75.919998,76.190002,71.68,71.860001,5225400,69.515533
"2021-09-08",71.910004,72.739998,70.800003,71.209999,2761400,68.886749
"2021-09-09",71.010002,72.550003,71.010002,72.150002,2407200,70.279678
"2021-09-10",72.470001,72.93,70.900002,70.949997,2628100,69.110779
"2021-09-13",71.330002,71.980003,70.959999,71.760002,2247400,69.899788
"2021-09-14",71.790001,71.790001,69.809998,70.470001,2448200,68.643219
"2021-09-15",70.169998,70.360001,68.93,69.279999,2951700,67.484077
"2021-09-16",69.220001,70.129997,69.059998,69.150002,2460200,67.357445
"2021-09-17",68.870003,69.980003,68.809998,69.550003,4244000,67.747078
"2021-09-20",67.480003,68.910004,66.730003,67.75,3804300,65.993736
"2021-09-21",68.089996,68.489998,66.019997,66.25,5172100,64.532616
"2021-09-22",66.410004,66.949997,65.339996,66.050003,3674200,64.337807
"2021-09-23",66.879997,68,66.68,67.360001,2291200,65.613846
"2021-09-24",66.5,68.419998,65.769997,67.959999,2785900,66.198288
"2021-09-27",68.309998,69.449997,67.959999,68.169998,2713500,66.402847
"2021-09-28",68,68.669998,67.239998,67.989998,2501600,66.227516
"2021-09-29",68.260002,69.669998,67.900002,68.540001,4309000,66.763252
"2021-09-30",68.209999,68.339996,66.519997,66.989998,5222100,65.253433
"2021-10-01",67.209999,68.410004,66.410004,68.199997,3016200,66.432068
"2021-10-04",68.360001,70.010002,68.25,68.779999,3711000,66.99704
"2021-10-05",68.080002,68.68,67.290001,67.459999,3708700,65.71125
"2021-10-06",66.830002,67.07,65.660004,66.980003,3101100,65.243706
"2021-10-07",68.349998,69.349998,67.910004,68.400002,3510100,66.626884
"2021-10-08",67.839996,68.220001,67.169998,68,2841600,66.237251
"2021-10-11",68.190002,70.669998,68.190002,69.370003,4324200,67.571739
"2021-10-12",69.519997,73.029999,69.510002,72.300003,6053800,70.425789
"2021-10-13",72.330002,73.139999,71.93,72.300003,4335000,70.425789
"2021-10-14",73.160004,73.690002,72.57,73.550003,2710600,71.643387
"2021-10-15",74.010002,74.25,73.110001,73.550003,2752800,71.643387
"2021-10-18",72.540001,73.699997,72.32,72.93,2314000,71.039459
"2021-10-19",73.449997,73.629997,72.75,73.510002,2013300,71.604424
"2021-10-20",73.739998,74.129997,73.120003,73.93,1696500,72.013535
"2021-10-21",74.160004,75.400002,73.709999,74.07,2680900,72.14991
"2021-10-22",71.269997,73.580002,69.449997,70.739998,6454200,68.906219
"2021-10-25",70.910004,71.309998,69.599998,70.730003,4049100,68.896492
"2021-10-26",71.239998,72.879997,71.129997,72.269997,2980600,70.396561
"2021-10-27",72.300003,72.550003,70.510002,70.830002,3310000,68.993896
"2021-10-28",71.220001,73.18,71.059998,72.769997,2606800,70.883606
"2021-10-29",72.459999,73.260002,71.790001,72.879997,4409000,70.990746
"2021-11-01",72.839996,73.949997,72.709999,73.129997,1801200,71.234268
"2021-11-02",73.459999,73.589996,71.559998,72.07,1701700,70.201752
"2021-11-03",72.370003,74.480003,72.150002,74.389999,2208400,72.461609
"2021-11-04",74.660004,75.57,73.18,73.370003,2535600,71.468056
"2021-11-05",74.870003,75.93,73.650002,74.040001,1932400,72.120689
"2021-11-08",73.809998,74.830002,73.279999,74.779999,1779300,72.841499
"2021-11-09",75,75.489998,74.440002,75.18,1433300,73.231133
"2021-11-10",74.730003,75.790001,74.690002,75.529999,2083600,73.572052
"2021-11-11",75.919998,76.480003,75.599998,75.730003,1431300,73.766876
"2021-11-12",75.940002,76.93,75.870003,76.699997,1576200,74.711723
"2021-11-15",77.139999,78.080002,77.07,77.260002,2619100,75.257217
"2021-11-16",77.290001,78.910004,77.059998,78.010002,1852500,75.98777
"2021-11-17",77.699997,78.040001,76.129997,76.510002,1953800,74.526657
"2021-11-18",77.410004,77.410004,76.330002,76.379997,2882300,74.400024
"2021-11-19",76.019997,76.790001,75.529999,75.989998,2812700,74.020134
"2021-11-22",76.139999,76.989998,75.25,76.25,2352400,74.273399
"2021-11-23",76.330002,76.779999,75.870003,76.260002,1266700,74.283134
"2021-11-24",74.290001,75.959999,73.349998,75.599998,2351200,73.640244
"2021-11-26",72.639999,74.18,71.449997,73.980003,1906800,72.062241
"2021-11-29",74.580002,75,73.25,73.730003,2371500,71.818726
"2021-11-30",72.959999,73.510002,71.410004,71.730003,4357500,69.870567
"2021-12-01",73.389999,74.82,70.800003,70.830002,3820400,68.993896
"2021-12-02",71.309998,74.25,71.089996,74.07,3137500,72.14991
"2021-12-03",74.480003,75.300003,73.769997,74.510002,2356400,72.578499
"2021-12-06",75.779999,76.900002,75.139999,75.540001,3469100,73.581802
"2021-12-07",76.470001,77.75,76.110001,76.860001,2591100,74.867577
"2021-12-08",77.019997,78.169998,76.57,77.120003,2585600,75.120842
"2021-12-09",75.949997,76.919998,75.949997,76.029999,1591000,74.542381
"2021-12-10",76.720001,77.32,75.889999,75.980003,2248000,74.49337
"2021-12-13",75.730003,76.330002,74.150002,74.790001,1923000,73.326645
"2021-12-14",73.980003,74.260002,73.260002,73.57,3018400,72.130516
"2021-12-15",73.339996,74.129997,72.290001,73.800003,3439100,72.356018
"2021-12-16",74.059998,74.919998,72.25,72.379997,3447600,70.963799
"2021-12-17",71.830002,73.309998,70.629997,70.980003,6636100,69.591194
"2021-12-20",69.870003,69.870003,67.650002,68.089996,4965900,66.757736
"2021-12-21",68.800003,70.089996,68.730003,69.919998,3005400,68.551933
"2021-12-22",70.010002,70.379997,69.129997,69.470001,1714200,68.110741
"2021-12-23",69.419998,69.800003,68.480003,69.449997,1944300,68.091125
"2021-12-27",69.639999,71.120003,69.550003,71.080002,1588700,69.68924
"2021-12-28",71.050003,72.169998,70.980003,71.699997,1178000,70.297104
"2021-12-29",71.889999,72.940002,71.639999,72.389999,1457700,70.973602
"2021-12-30",72.410004,73.660004,72.410004,73.190002,1107400,71.757957
"2021-12-31",73.059998,73.5,72.599998,73.220001,1115800,71.787361
"2022-01-03",73.720001,73.93,72.980003,73.709999,1910900,72.267776
"2022-01-04",74.139999,76.419998,73.940002,75.760002,1642700,74.277664
"2022-01-05",76.110001,76.610001,74.080002,74.190002,1856500,72.738388
