"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2022-01-13",362.059998,367.359985,360.119995,365.179993,1244000,360.429077
"2022-01-14",365.179993,372.98999,363.970001,372.619995,2165000,367.772278
"2022-01-18",370.450012,377.359985,368.859985,376.540009,2471600,371.641327
"2022-01-19",375.5,381.450012,374.179993,377.329987,3336700,372.421021
"2022-01-20",377.01001,381.149994,374.01001,375.130005,2109100,370.249664
"2022-01-21",374,377.100006,369.679993,371.200012,2795400,366.370789
"2022-01-24",369.549988,374.540009,365.339996,373.329987,3022300,368.473022
"2022-01-25",377.850006,388,370.779999,387.170013,3182400,382.133026
"2022-01-26",388,393.630005,383.700012,391.23999,3640500,386.150024
"2022-01-27",389.390015,395.600006,384.73999,389.079987,2566200,384.018127
"2022-01-28",389.100006,393.329987,384.779999,393.149994,2145100,388.035187
"2022-01-31",390.5,390.98999,384.679993,389.130005,2363400,384.067505
"2022-02-01",390.220001,390.51001,386.209991,387.01001,1951100,381.975098
"2022-02-02",386.109985,388.350006,385.01001,387.339996,1620600,382.300781
"2022-02-03",388.179993,392.170013,386.390015,389.700012,1649000,384.630096
"2022-02-04",388,392.839996,385.320007,389.329987,1645800,384.264893
"2022-02-07",392,395.579987,388.299988,392.339996,1243000,387.235718
"2022-02-08",395.679993,396.839996,390.600006,396.040009,1311400,390.887634
"2022-02-09",395.5,397.619995,393.690002,394.540009,1541900,389.407135
"2022-02-10",393.040009,395.660004,383.929993,385.429993,2301100,380.415619
"2022-02-11",386.76001,398.850006,385.350006,396.190002,3276400,391.035645
"2022-02-14",393.980011,395.519989,383.790009,386.970001,2799800,381.935608
"2022-02-15",381.910004,387.299988,378.320007,382.220001,2418600,377.247406
"2022-02-16",382.850006,388.709991,382,386.899994,1776800,381.866516
"2022-02-17",386.119995,391.690002,385.769989,388.769989,1248800,383.712158
"2022-02-18",389.140015,391.079987,385.709991,386.459991,1459900,381.432251
"2022-02-22",391.269989,393.420013,385.070007,386.200012,1680900,381.175629
"2022-02-23",389.170013,390.279999,384.5,388.899994,1839500,383.840485
"2022-02-24",398.230011,398.980011,387.420013,395.709991,4140900,390.56189
"2022-02-25",395.230011,414.450012,395.220001,409.48999,3376300,404.162628
"2022-02-28",413.809998,433.899994,413.5,433.799988,5808600,431.104126
"2022-03-01",435,458.529999,435,456.609985,5719300,453.772369
"2022-03-02",445.369995,451.559998,429.279999,450,5003400,447.203461
"2022-03-03",444.720001,455.899994,437.440002,447.820007,4603500,445.037018
"2022-03-04",450.049988,462.660004,443.070007,458.149994,3320300,455.302826
"2022-03-07",463.01001,479.98999,463,466.149994,5210100,463.253113
"2022-03-08",463.779999,468,448.359985,448.98999,4133700,446.199738
"2022-03-09",437.5,455.73999,432.429993,448.720001,3477300,445.931427
"2022-03-10",450.630005,456.959991,442.23999,444.359985,3049600,441.598511
"2022-03-11",442,448.690002,438.609985,439.040009,2649100,436.311584
"2022-03-14",449.440002,449.779999,439.209991,444.450012,2475700,441.687988
"2022-03-15",444.75,450.420013,440.279999,448.670013,1778700,445.881744
"2022-03-16",435.049988,436.890015,411.359985,421.339996,5815500,418.721588
"2022-03-17",427.059998,431.779999,424.799988,428.589996,2947700,425.926514
"2022-03-18",434.670013,437.48999,421.700012,426.179993,5215700,423.531494
"2022-03-21",431.630005,447.929993,431.630005,440,3245200,437.265625
"2022-03-22",439.450012,443.839996,434.190002,440.589996,2113800,437.851959
"2022-03-23",444,447.5,442.350006,445.25,1715100,442.483002
"2022-03-24",445.299988,451.5,443.230011,449.730011,1375400,446.93515
"2022-03-25",450.029999,457.529999,450,453.660004,1646300,450.840729
"2022-03-28",449.320007,450.459991,443.309998,444.980011,1676200,442.214691
"2022-03-29",433.25,438.119995,429.320007,437.149994,2451100,434.433319
"2022-03-30",439.320007,447.059998,439.309998,445.950012,1719500,443.17865
"2022-03-31",441.959991,448.869995,441,441.399994,1660700,438.656921
"2022-04-01",442.220001,448.98999,438.820007,445.980011,1174200,443.208466
"2022-04-04",447.480011,448,439.549988,444.01001,1166300,441.250702
"2022-04-05",445,454.809998,443.380005,447.23999,2240200,444.460632
"2022-04-06",446.380005,457.559998,446.380005,454.579987,1941400,451.755005
"2022-04-07",453,467.399994,450.790009,465.51001,2032700,462.617096
"2022-04-08",467.720001,471.589996,459.609985,461.519989,1710700,458.651886
"2022-04-11",463.790009,474.450012,462.190002,464.25,1911200,461.364929
"2022-04-12",466.200012,471.73999,461.380005,467.549988,1502300,464.644409
"2022-04-13",471,474.609985,466.25,469.190002,1212400,466.274231
"2022-04-14",471.910004,473.730011,466.040009,467.660004,1965200,464.753723
"2022-04-18",467,471.970001,459.109985,467.440002,1638900,464.535095
"2022-04-19",462.48999,475.5,458.429993,459.899994,2044000,457.041931
"2022-04-20",459.880005,461.359985,452.779999,453.869995,1636200,451.049408
"2022-04-21",455,455.950012,438.850006,439.540009,1937600,436.808502
"2022-04-22",440.890015,450.899994,438.390015,445.790009,1451700,443.019653
"2022-04-25",443,444.820007,433.269989,442.890015,1499800,440.137665
"2022-04-26",447.040009,452.320007,443.179993,446.089996,1440400,443.31778
"2022-04-27",446.230011,452,439.269989,444.980011,1017500,442.214691
"2022-04-28",449,449,437.519989,441.709991,1348800,438.964996
"2022-04-29",444.429993,445.01001,430.380005,432.119995,1479500,429.434601
"2022-05-02",429.600006,437.48999,426.149994,430.809998,1397100,428.132721
"2022-05-03",434.380005,437.600006,430.959991,434.769989,1332000,432.068115
"2022-05-04",437.029999,445.98999,434.890015,445.73999,1172600,442.96994
"2022-05-05",445.73999,447.470001,438.609985,443.149994,1183800,440.396027
"2022-05-06",441.529999,449.579987,439.910004,449.429993,1409800,446.637024
"2022-05-09",447.029999,448.779999,437.119995,438.839996,1354500,436.112823
"2022-05-10",439.940002,446.5,437.5,439.130005,978500,436.401031
"2022-05-11",437.5,444.98999,436.619995,440.410004,1018200,437.673065
"2022-05-12",439.26001,441.320007,428.350006,434.589996,1390200,431.889252
"2022-05-13",435.359985,437.709991,429,435.170013,1114700,432.465637
"2022-05-16",435,440.369995,432.160004,437.549988,1004700,434.830841
"2022-05-17",439.809998,442.220001,431.26001,441,798100,438.259399
"2022-05-18",441,442.070007,433.100006,434.329987,986900,431.630829
"2022-05-19",430.850006,432.98999,419.290009,425.619995,1539800,422.974976
"2022-05-20",428,428,417.290009,424.149994,1632500,421.514099
"2022-05-23",427.440002,435.649994,427.440002,433.029999,1038200,430.338928
"2022-05-24",433,443.309998,433,442.779999,1034100,440.028351
"2022-05-25",443.480011,448.630005,441.299988,447.540009,1032200,444.758759
"2022-05-26",450,454.059998,447.769989,447.98999,1143100,445.205963
"2022-05-27",451.140015,451.470001,444.459991,450.559998,1265800,447.759979
"2022-05-31",443,445,438.410004,440.109985,2539100,440.109985
"2022-06-01",443.029999,443.850006,436.48999,439.299988,1199000,439.299988
"2022-06-02",441.76001,442.540009,430.440002,441.109985,1210000,441.109985
"2022-06-03",440,446.579987,439.160004,442.690002,928000,442.690002
"2022-06-06",443.820007,446,441.559998,443.410004,690000,443.410004
"2022-06-07",442,456.670013,441.399994,456.299988,1126000,456.299988
"2022-06-08",452,454.640015,442.910004,443.410004,1151600,443.410004
"2022-06-09",443.420013,443.549988,432.5,432.720001,995100,432.720001
"2022-06-10",431,434.350006,425.75,430.190002,1165700,430.190002
"2022-06-13",424.399994,428.359985,421.519989,423.929993,1483000,423.929993
"2022-06-14",424.01001,424.160004,411.109985,416.170013,1497800,416.170013
"2022-06-15",417.559998,419,408.869995,414.100006,1241700,414.100006
"2022-06-16",410.429993,412.890015,403.019989,404.790009,1580300,404.790009
"2022-06-17",403.570007,405.399994,394.660004,404.01001,3757100,404.01001
"2022-06-21",412,420.5,409.01001,418.959991,1474400,418.959991
"2022-06-22",414.059998,420.420013,411.790009,415.450012,1073300,415.450012
"2022-06-23",415.369995,416.269989,407.179993,410.619995,988700,410.619995
"2022-06-24",415.839996,419.480011,410.679993,419.040009,1768000,419.040009
"2022-06-27",419.040009,423.190002,417.470001,419.25,779000,419.25
"2022-06-28",423,427.559998,419.350006,420.709991,953300,420.709991
"2022-06-29",423.059998,424.410004,416.429993,418.890015,733800,418.890015
