"","ES.Open","ES.High","ES.Low","ES.Close","ES.Volume","ES.Adjusted"
"2022-01-06",89.349998,89.830002,88.519997,88.900002,1146400,87.570114
"2022-01-07",88.959999,90.230003,88.199997,89.660004,1043800,88.318748
"2022-01-10",88.610001,89.580002,88.160004,88.989998,1537100,87.65876
"2022-01-11",89.059998,89.459999,85.830002,86.629997,1902800,85.334068
"2022-01-12",86.209999,87.720001,85.730003,87.489998,1558200,86.181206
"2022-01-13",87.75,88.290001,86.779999,88.07,1142800,86.752533
"2022-01-14",87.980003,88.18,86.599998,87.379997,1195900,86.072845
"2022-01-18",86.849998,87.099998,84.919998,86.800003,1538200,85.501534
"2022-01-19",86.580002,87.879997,86.410004,86.870003,945000,85.570488
"2022-01-20",87.220001,87.779999,86.550003,86.669998,1087900,85.373474
"2022-01-21",87.43,88.459999,86.779999,87.110001,2010000,85.806892
"2022-01-24",87.459999,88.080002,84.050003,86.150002,2821200,84.861252
"2022-01-25",85.440002,86.260002,84.57,85.57,1411700,84.289925
"2022-01-26",85.690002,86.360001,84.230003,84.650002,1953800,83.38369
"2022-01-27",85.32,86.790001,84.970001,85.739998,1104900,84.457382
"2022-01-28",85.239998,87.370003,84.709999,87.209999,2593500,85.905396
"2022-01-31",86.699997,89.730003,86.559998,89.489998,2298600,88.151283
"2022-02-01",89.160004,89.860001,87.099998,87.970001,1931800,86.654022
"2022-02-02",87.870003,89.080002,87.510002,88.68,2037000,87.353401
"2022-02-03",88.660004,89.269997,87.779999,88.07,1970500,86.752533
"2022-02-04",87.300003,88.690002,86.290001,87.739998,2426700,86.427467
"2022-02-07",87.629997,88.709999,86.779999,88.489998,1568100,87.166245
"2022-02-08",88.839996,89,87.660004,87.760002,1911500,86.447166
"2022-02-09",88.370003,88.57,87.019997,87.360001,1885500,86.053154
"2022-02-10",86.239998,86.419998,84.379997,84.690002,2124500,83.423096
"2022-02-11",85,85.279999,83.809998,84.120003,1677600,82.861618
"2022-02-14",83.949997,84.300003,81.699997,82.209999,3978500,80.980194
"2022-02-15",82.5,82.849998,81.720001,82.169998,2928100,80.940788
"2022-02-16",82.120003,82.480003,81.089996,81.650002,2374500,80.428574
"2022-02-17",80.419998,82.75,79.010002,82.279999,3924300,81.049141
"2022-02-18",81.370003,82.849998,81.32,82.82,2208900,81.581062
"2022-02-22",82.970001,83.18,81.919998,82.410004,1785000,81.1772
"2022-02-23",81.300003,81.769997,79.639999,79.699997,2592300,78.507736
"2022-02-24",79.650002,80.019997,78.629997,79.720001,2995400,78.527443
"2022-02-25",80.510002,82.220001,80.010002,81.809998,3039500,80.586174
"2022-02-28",81.150002,82,80.910004,81.800003,3998600,80.576332
"2022-03-01",81.889999,82.400002,79.760002,80.440002,2787800,79.236671
"2022-03-02",80,81,79.470001,80.75,3372100,80.177948
"2022-03-03",81.169998,83.809998,80.610001,83.470001,3948300,82.878685
"2022-03-04",83.220001,86.550003,82.910004,85.940002,2704200,85.331184
"2022-03-07",85.769997,86.910004,84.860001,86.660004,1995900,86.046089
"2022-03-08",86.57,86.900002,84.459999,85.089996,2296300,84.487206
"2022-03-09",84.779999,85.139999,84.010002,84.190002,2721000,83.593582
"2022-03-10",83.900002,84.650002,83.400002,84.360001,2394800,83.762375
"2022-03-11",84.559998,85.120003,83.720001,83.809998,1998200,83.21627
"2022-03-14",84.419998,85.040001,82.779999,83.220001,2429200,82.630455
"2022-03-15",84.010002,84.269997,83.360001,84.169998,3722500,83.573723
"2022-03-16",84.089996,84.360001,82.349998,84.029999,2327400,83.434715
"2022-03-17",83.879997,85.129997,83.690002,84.260002,2013200,83.663086
"2022-03-18",84.57,84.860001,83.050003,83.43,4032300,82.838966
"2022-03-21",83.489998,84.779999,83.489998,84.519997,1567000,83.921242
"2022-03-22",84.870003,84.870003,83.610001,84.199997,1636000,83.603508
"2022-03-23",84.330002,85.349998,83.919998,84.68,1685300,84.080109
"2022-03-24",84.75,85.559998,84.489998,85.419998,1309300,84.814865
"2022-03-25",85.93,86.68,85.529999,86.660004,969200,86.046089
"2022-03-28",86.959999,87.040001,86.18,87.029999,1115800,86.41346
"2022-03-29",87.540001,87.839996,86.720001,87.779999,993600,87.15815
"2022-03-30",87.769997,88.68,87.410004,88.639999,1451100,88.012054
"2022-03-31",88.629997,89.209999,88.139999,88.190002,1604600,87.565247
"2022-04-01",88.190002,89.870003,87.620003,89.839996,1650500,89.203552
"2022-04-04",89.449997,89.580002,87.959999,89.120003,1148600,88.488663
"2022-04-05",89.25,90.959999,89.25,90.089996,1654100,89.451782
"2022-04-06",90.580002,92.349998,90.150002,92.25,1371600,91.596481
"2022-04-07",92.139999,92.550003,91.169998,92.139999,2021000,91.487259
"2022-04-08",92.529999,93.330002,91.940002,92.529999,1117000,91.874496
"2022-04-11",92.910004,93.25,91.589996,91.779999,1368500,91.129814
"2022-04-12",91.510002,93.029999,90.779999,92.839996,1556500,92.182297
"2022-04-13",92.879997,93,92.059998,92.510002,1390400,91.854645
"2022-04-14",92.760002,93.199997,92.339996,92.599998,1191500,91.944
"2022-04-18",92.610001,93.139999,91.239998,91.669998,648300,91.020592
"2022-04-19",91.860001,92.779999,91.540001,92.5,1347900,91.844711
"2022-04-20",93.379997,93.82,92.860001,93.260002,933100,92.599327
"2022-04-21",93.150002,94.629997,92.639999,93.099998,1032200,92.44046
"2022-04-22",93,93.239998,91.879997,92,1089600,91.348251
"2022-04-25",92.32,92.519997,89.480003,90.690002,1299000,90.047539
"2022-04-26",90.25,91.529999,89.709999,89.720001,1202900,89.084404
"2022-04-27",89.809998,90.809998,88.839996,89.510002,1065800,88.875893
"2022-04-28",89.919998,90.610001,89.120003,90.199997,1291400,89.561005
"2022-04-29",89.830002,89.870003,87.220001,87.400002,2291800,86.780846
"2022-05-02",88.110001,88.589996,85.290001,86.18,1465800,85.569489
"2022-05-03",86.809998,88.330002,86.190002,86.720001,1644800,86.105659
"2022-05-04",87.040001,88.699997,86.690002,88.57,1733100,87.942551
"2022-05-05",88.269997,91.989998,88.169998,89.82,2401800,89.183701
"2022-05-06",89.290001,91.410004,89.290001,90.400002,2038000,89.75959
"2022-05-09",90.300003,91.480003,89.550003,90.540001,1595200,89.898598
"2022-05-10",90.580002,92.029999,88.290001,89.129997,1562200,88.498581
"2022-05-11",89.139999,91.040001,89,89.290001,1333100,88.657455
"2022-05-12",88.919998,89.540001,87.510002,88.919998,1844900,88.29007
"2022-05-13",89.440002,89.669998,87.919998,89.339996,1525200,88.707092
"2022-05-16",89.629997,90.120003,88.720001,89.269997,1598500,88.637589
"2022-05-17",89.309998,90.129997,88.019997,90.059998,952200,89.421997
"2022-05-18",89.809998,90.050003,88.839996,89.18,1758100,89.18
"2022-05-19",88.970001,90.160004,87.669998,89.440002,1936100,89.440002
"2022-05-20",89.650002,90.440002,88.860001,90.370003,1487000,90.370003
"2022-05-23",91.339996,91.879997,90.209999,91.290001,1670500,91.290001
"2022-05-24",91.620003,92.68,90.040001,92.639999,2652600,92.639999
"2022-05-25",92.809998,92.959999,91.889999,92.150002,1455000,92.150002
"2022-05-26",92.709999,92.769997,92.040001,92.190002,1043700,92.190002
"2022-05-27",91.900002,93.330002,91.440002,93.300003,1232400,93.300003
"2022-05-31",92.690002,93.029999,91.449997,92.32,2526700,92.32
"2022-06-01",92.550003,92.550003,91.239998,92.120003,1602800,92.120003
"2022-06-02",92.580002,92.730003,90.410004,92.419998,1099400,92.419998
"2022-06-03",92.129997,92.830002,91.830002,92.300003,691500,92.300003
"2022-06-06",92.519997,93.050003,92.120003,92.279999,672200,92.279999
"2022-06-07",92.139999,92.889999,91.269997,92.839996,1032900,92.839996
"2022-06-08",92.480003,92.480003,90.519997,90.620003,1047700,90.620003
"2022-06-09",90.760002,91.389999,87.769997,87.82,981400,87.82
"2022-06-10",87.010002,88.739998,86.650002,88.029999,1439000,88.029999
"2022-06-13",87.129997,87.440002,83.510002,83.900002,1475400,83.900002
"2022-06-14",84.080002,84.650002,79.839996,80.739998,1592800,80.739998
"2022-06-15",81.410004,81.970001,79.75,80.580002,2150500,80.580002
"2022-06-16",79.419998,79.419998,78.07,78.809998,2214000,78.809998
"2022-06-17",79.190002,79.57,77.07,77.980003,3451500,77.980003
"2022-06-21",77.980003,80.040001,77.709999,79.559998,1563700,79.559998
"2022-06-22",79.190002,81.080002,79.190002,80.580002,1203100,80.580002
"2022-06-23",80.849998,82.379997,80.82,82.099998,1263300,82.099998
"2022-06-24",82.360001,83.620003,81.860001,83.349998,1449500,83.349998
"2022-06-27",82.989998,84.110001,82.650002,84.089996,1279600,84.089996
"2022-06-28",84.459999,85.400002,83.349998,83.419998,2258600,83.419998
"2022-06-29",83.720001,84.010002,83.190002,83.480003,1576400,83.480003
