"","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"2022-01-11",82.059998,83.089996,81.5,83.029999,1981700,81.805702
"2022-01-12",83.160004,83.870003,82.669998,83.720001,2137700,82.485535
"2022-01-13",83.800003,84.959999,83.699997,84.010002,1898200,82.771255
"2022-01-14",82.900002,85.160004,82.290001,84.970001,2544200,83.717102
"2022-01-18",84.459999,84.459999,83.25,83.769997,4331400,82.534798
"2022-01-19",83.910004,83.910004,81.480003,81.580002,3371400,80.37709
"2022-01-20",81.769997,81.839996,79.019997,79.18,3676800,78.012482
"2022-01-21",78.43,78.900002,76.919998,77.470001,3068400,76.327698
"2022-01-24",76.029999,77.459999,74.190002,77.150002,3807300,76.012413
"2022-01-25",76,77.480003,74.400002,76.830002,2629000,75.697128
"2022-01-26",77.230003,78.32,75.800003,76.739998,2384200,75.608459
"2022-01-27",77.919998,78.730003,75.559998,76.489998,2355900,75.362137
"2022-01-28",76.110001,76.18,74.190002,76.07,2201100,74.948334
"2022-01-31",75.360001,76.620003,74.580002,76.599998,4476900,75.47052
"2022-02-01",76.879997,78.209999,76.410004,77.889999,2985200,76.741501
"2022-02-02",78.050003,79.370003,77.300003,79.150002,2632600,77.982918
"2022-02-03",78.480003,79.080002,77.660004,77.720001,2295800,76.574005
"2022-02-04",76.989998,77.68,75.910004,76.059998,3252100,74.938477
"2022-02-07",76.029999,76.489998,75.260002,75.370003,3582600,74.258659
"2022-02-08",77.919998,80.470001,76.860001,80.129997,4903600,78.948463
"2022-02-09",80.690002,82.019997,80.480003,81.489998,2889200,80.288414
"2022-02-10",80.849998,82.529999,80.07,80.330002,3303300,79.145523
"2022-02-11",80.529999,81.540001,78.93,79.279999,3852700,78.111
"2022-02-14",79.040001,80.209999,78.870003,79.32,1967600,78.150414
"2022-02-15",79.839996,81.720001,79.75,81.669998,1804200,80.465759
"2022-02-16",81.410004,82.519997,81.199997,82.120003,2646200,80.909134
"2022-02-17",81,81.330002,79.25,79.730003,1801400,78.554367
"2022-02-18",83.07,84.080002,78.43,78.769997,5488800,77.608521
"2022-02-22",78.25,78.889999,76.959999,77.959999,3827300,76.810463
"2022-02-23",78.449997,78.459999,74.739998,75.050003,4773700,73.943382
"2022-02-24",72.949997,76.019997,72.110001,75.57,5051600,74.455711
"2022-02-25",75.910004,78.639999,75.879997,78.07,3135500,77.25621
"2022-02-28",76.75,78.18,76.400002,77.370003,4246600,76.563507
"2022-03-01",77.480003,77.620003,74.660004,75.620003,5270200,74.831749
"2022-03-02",76.239998,77.900002,75.370003,77.099998,3755600,76.296318
"2022-03-03",77.650002,78.239998,76.040001,76.889999,2132300,76.088509
"2022-03-04",75.529999,75.540001,73.839996,74.389999,3619400,73.614563
"2022-03-07",73.650002,73.879997,69.010002,69.07,5419000,68.350021
"2022-03-08",69.440002,70.809998,67.550003,68.809998,4167000,68.092735
"2022-03-09",71.010002,73.82,70.550003,72.489998,3915700,71.734367
"2022-03-10",71.139999,72.620003,70.970001,72.080002,2885600,71.328644
"2022-03-11",72.599998,73.830002,72.260002,72.489998,3720300,71.734367
"2022-03-14",73.160004,73.459999,71.440002,71.739998,3013700,70.992188
"2022-03-15",72.099998,72.760002,70.440002,71.870003,2567400,71.120834
"2022-03-16",72.809998,75.379997,72.760002,74.239998,2904600,73.466133
"2022-03-17",73.019997,75.809998,73.019997,75.809998,3061900,75.019768
"2022-03-18",75.669998,76.809998,74.690002,76.709999,5368600,75.910385
"2022-03-21",77,77.5,75.870003,76.75,2558100,75.949966
"2022-03-22",77.449997,77.860001,76.559998,77.029999,2273100,76.227043
"2022-03-23",76.57,76.709999,75.300003,75.940002,2125400,75.148415
"2022-03-24",76.25,76.449997,75.540001,76.300003,1999100,75.504662
"2022-03-25",76.57,77.150002,76.080002,77.089996,1249600,76.286423
"2022-03-28",76.459999,76.599998,75.239998,76.339996,1857200,75.544235
"2022-03-29",77.540001,78.980003,77.470001,78,2087200,77.186943
"2022-03-30",77.779999,78.019997,76.25,76.540001,1997900,75.742157
"2022-03-31",75.830002,76.220001,73.550003,73.580002,2992000,72.813011
"2022-04-01",74.120003,74.940002,72.940002,74.75,2748000,73.970818
"2022-04-04",74.580002,75.330002,74.019997,74.879997,2693700,74.099457
"2022-04-05",74.360001,75.059998,72.830002,73,2270100,72.239059
"2022-04-06",72.029999,72.129997,69.029999,70.18,4492900,69.448448
"2022-04-07",70.019997,70.169998,67.489998,69.709999,3656400,68.983353
"2022-04-08",70.239998,70.440002,68.639999,68.839996,3113000,68.122421
"2022-04-11",68.5,70.120003,68.010002,68.480003,2446000,67.766182
"2022-04-12",68.650002,69.82,68.050003,68.459999,2225700,67.746384
"2022-04-13",68.43,69.050003,68.199997,68.970001,1866300,68.251068
"2022-04-14",68.980003,69.769997,68.5,68.699997,2698400,67.983871
"2022-04-18",68.419998,69.260002,68.129997,68.599998,1991700,67.884926
"2022-04-19",68.449997,69.860001,68.389999,69.269997,1759100,68.547928
"2022-04-20",69.830002,71.459999,69.779999,70.559998,2022400,69.824486
"2022-04-21",71.82,71.959999,69.5,69.669998,1636900,68.943771
"2022-04-22",68.980003,69.279999,67.230003,67.290001,2481200,66.588577
"2022-04-25",66.839996,67.980003,65.559998,67.800003,3120900,67.093262
"2022-04-26",67.470001,68.220001,66.150002,66.169998,2108900,65.480255
"2022-04-27",66.440002,67.25,65.68,66.190002,3181400,65.500046
"2022-04-28",66.809998,67.580002,65.410004,67.580002,2783500,66.875557
"2022-04-29",67.300003,68.349998,65.650002,65.93,2605000,65.242752
"2022-05-02",65.68,66.209999,64.349998,65.900002,3804800,65.213066
"2022-05-03",66.25,67.550003,64.940002,66.379997,3474800,65.688057
"2022-05-04",67.220001,68.940002,65.550003,68.779999,2639500,68.063042
"2022-05-05",67.730003,68.139999,65.43,66.139999,3273000,65.450562
"2022-05-06",65.959999,66.459999,64.800003,65.419998,3510300,64.738068
"2022-05-09",63.98,65.620003,63.959999,64.330002,3583300,63.659431
"2022-05-10",65.120003,65.660004,62.209999,63.32,3738300,62.659958
"2022-05-11",63.119999,65.449997,63.040001,63.380001,2701700,62.719334
"2022-05-12",63.23,64.029999,62.099998,63.25,2697400,62.590691
"2022-05-13",63.990002,65.190002,63.700001,64.139999,2736900,63.471413
"2022-05-16",63.27,64.849998,62.619999,64.129997,2336400,63.461514
"2022-05-17",65.440002,66.739998,64.800003,66.410004,2760900,65.717758
"2022-05-18",65.589996,66.07,64.07,64.279999,3100500,63.609951
"2022-05-19",63.759998,65.339996,63.299999,64.32,3551900,63.64954
"2022-05-20",64.540001,64.870003,62.110001,63.849998,3877400,63.184437
"2022-05-23",64.809998,65.779999,64.050003,65.470001,2933000,64.787552
"2022-05-24",65.239998,65.269997,63.580002,64.639999,2313100,63.966198
"2022-05-25",64.650002,65.959999,63.950001,65.410004,2467500,64.72818
"2022-05-26",66.150002,67.709999,66.110001,67.370003,2790500,66.66774
"2022-05-27",67.379997,68.459999,67.019997,68.360001,2833300,67.980415
"2022-05-31",67.650002,68.919998,66.959999,67.849998,10260800,67.473244
"2022-06-01",68.769997,68.93,66.43,67.419998,2725100,67.045631
"2022-06-02",68,68.849998,67.620003,68.82,2399800,68.437859
"2022-06-03",68.129997,68.419998,66.57,66.919998,2481400,66.548409
"2022-06-06",67.489998,68.540001,67.059998,67.669998,2362100,67.294243
"2022-06-07",66.779999,68,66.32,67.970001,1930400,67.592583
"2022-06-08",67.239998,68.279999,67.169998,67.639999,2102900,67.264412
"2022-06-09",67.089996,67.68,66.110001,66.120003,1681900,65.752853
"2022-06-10",64.629997,64.699997,63.25,63.529999,2629700,63.177231
"2022-06-13",61.799999,62.27,60.450001,60.869999,2448300,60.532001
"2022-06-14",60.830002,61.060001,59.709999,60.369999,2305100,60.034779
"2022-06-15",61.23,61.779999,59.48,60.349998,2253700,60.014889
"2022-06-16",58.049999,58.130001,56.009998,56.779999,4423300,56.464714
"2022-06-17",56.619999,56.919998,55.18,56.290001,4679000,55.977436
"2022-06-21",57.459999,57.509998,56.25,56.860001,2891300,56.54427
"2022-06-22",55.080002,56.639999,55.040001,55.91,2731400,55.599545
"2022-06-23",55.709999,56.48,54.59,55.349998,2844600,55.042652
"2022-06-24",55.790001,58.57,55.790001,58.549999,10846800,58.224884
"2022-06-27",58.459999,58.549999,57.279999,57.57,3582200,57.250328
"2022-06-28",58.009998,58.84,57.09,57.330002,2569600,57.011662
"2022-06-29",57.189999,57.220001,55.560001,56.330002,2483100,56.017216
