"","NFLX.Open","NFLX.High","NFLX.Low","NFLX.Close","NFLX.Volume","NFLX.Adjusted"
"2022-01-11",536.98999,543.909973,530.070007,540.840027,3077800,540.840027
"2022-01-12",544.27002,544.27002,532.02002,537.219971,3787400,537.219971
"2022-01-13",537.059998,540.789978,518.26001,519.200012,4475100,519.200012
"2022-01-14",517.599976,538.369995,511.880005,525.690002,7861100,525.690002
"2022-01-18",520.080017,521.75,508.679993,510.799988,4839100,510.799988
"2022-01-19",515,523.210022,510.51001,515.859985,4353500,515.859985
"2022-01-20",517.75,526.640015,506.929993,508.25,12659000,508.25
"2022-01-21",400.429993,409.149994,379.98999,397.5,58904300,397.5
"2022-01-24",383.910004,387.26001,351.459991,387.149994,32346000,387.149994
"2022-01-25",379.140015,387.709991,365.130005,366.420013,15145800,366.420013
"2022-01-26",378.269989,382.660004,356.619995,359.700012,12684000,359.700012
"2022-01-27",382.059998,394.799988,378.100006,386.700012,24324700,386.700012
"2022-01-28",386.76001,387,372.079987,384.359985,11966600,384.359985
"2022-01-31",401.970001,427.700012,398.200012,427.140015,20047500,427.140015
"2022-02-01",432.959991,458.480011,425.540009,457.130005,22568100,457.130005
"2022-02-02",448.25,451.980011,426.480011,429.480011,14346000,429.480011
"2022-02-03",421.440002,429.26001,404.279999,405.600006,9905200,405.600006
"2022-02-04",407.309998,412.769989,396.640015,410.170013,7789800,410.170013
"2022-02-07",410.170013,412.350006,393.549988,402.100006,8232900,402.100006
"2022-02-08",398.179993,406.609985,395.829987,403.529999,6818500,403.529999
"2022-02-09",408.649994,412.980011,398.790009,412.890015,7738200,412.890015
"2022-02-10",402.100006,408,396.359985,406.269989,8452900,406.269989
"2022-02-11",405.329987,411.609985,387.649994,391.309998,7558900,391.309998
"2022-02-14",387.589996,409.359985,386.890015,396.570007,7202200,396.570007
"2022-02-15",403.790009,409.160004,401.01001,407.459991,5392300,407.459991
"2022-02-16",401.529999,401.559998,390.380005,398.079987,5277700,398.079987
"2022-02-17",394.23999,399.109985,385.700012,386.670013,4669200,386.670013
"2022-02-18",392.529999,402.869995,389.049988,391.290009,6801700,391.290009
"2022-02-22",388.950012,392.420013,373.019989,377.380005,6697500,377.380005
"2022-02-23",382.720001,386,366.660004,367.459991,4614300,367.459991
"2022-02-24",355.089996,390.730011,354.720001,390.029999,7068700,390.029999
"2022-02-25",386.609985,391.290009,375.579987,390.799988,4841600,390.799988
"2022-02-28",387.329987,397.75,382.130005,394.519989,5035000,394.519989
"2022-03-01",391.600006,395,383.709991,386.23999,3290400,386.23999
"2022-03-02",388.929993,389.220001,375.209991,380.029999,5356800,380.029999
"2022-03-03",386,386.119995,364.649994,368.070007,6076800,368.070007
"2022-03-04",368,374.820007,357.170013,361.730011,5325500,361.730011
"2022-03-07",360.410004,362,350.200012,350.26001,5708400,350.26001
"2022-03-08",349.799988,358.859985,340.670013,341.76001,6428700,341.76001
"2022-03-09",357.690002,364.140015,350.51001,358.790009,6520200,358.790009
"2022-03-10",356.200012,367.019989,353.299988,356.769989,4807800,356.769989
"2022-03-11",361.190002,363.359985,340,340.320007,4819900,340.320007
"2022-03-14",338.720001,341.320007,329.820007,331.01001,5907800,331.01001
"2022-03-15",335.100006,345.359985,332.359985,343.75,5460600,343.75
"2022-03-16",348.200012,359.98999,343.059998,357.529999,6982500,357.529999
"2022-03-17",359.700012,373.309998,354.880005,371.399994,5818300,371.399994
"2022-03-18",372,381.799988,368.470001,380.600006,8324800,380.600006
"2022-03-21",378.019989,381.820007,368.940002,374.589996,4866500,374.589996
"2022-03-22",371.140015,386.660004,366.76001,382.920013,4242800,382.920013
"2022-03-23",379.769989,382.459991,374.48999,374.48999,3729000,374.48999
"2022-03-24",379.76001,379.76001,368.899994,375.709991,3888500,375.709991
"2022-03-25",377.070007,377.640015,366.429993,373.850006,3574500,373.850006
"2022-03-28",375.230011,380.279999,366.730011,378.51001,4323400,378.51001
"2022-03-29",384.390015,396.5,380.329987,391.820007,5880700,391.820007
"2022-03-30",389.549988,392.700012,378.630005,381.470001,4023300,381.470001
"2022-03-31",383.589996,384,373.609985,374.589996,4134700,374.589996
"2022-04-01",376.799988,380.869995,368.5,373.470001,4644200,373.470001
"2022-04-04",373.549988,396.019989,373.130005,391.5,7001800,391.5
"2022-04-05",389.299988,390,377.309998,380.149994,4234500,380.149994
"2022-04-06",374.149994,376.470001,362.730011,368.350006,4354900,368.350006
"2022-04-07",365,368.540009,353.690002,362.149994,4948900,362.149994
"2022-04-08",361.959991,362.5,354.869995,355.880005,4025200,355.880005
"2022-04-11",350,354.779999,345.200012,348,3777100,348
"2022-04-12",355.910004,359.410004,342.25,344.100006,3824300,344.100006
"2022-04-13",343.920013,352,341.160004,350.429993,3231000,350.429993
"2022-04-14",350.950012,352,339.859985,341.130005,4343800,341.130005
"2022-04-18",340,342.359985,331.619995,337.859985,5105000,337.859985
"2022-04-19",333.220001,351.679993,333.220001,348.609985,20906900,348.609985
"2022-04-20",245.199997,248.699997,212.509995,226.190002,133387500,226.190002
"2022-04-21",220,227.679993,211.520004,218.220001,53501600,218.220001
"2022-04-22",220.179993,226.270004,210.050003,215.520004,37515100,215.520004
"2022-04-25",213.809998,216.660004,204.509995,209.910004,28152000,209.910004
"2022-04-26",208.800003,209.149994,198.279999,198.399994,20318100,198.399994
"2022-04-27",194.009995,200.190002,187.770004,188.539993,22298400,188.539993
"2022-04-28",191.559998,201.479996,185.600006,199.520004,21363200,199.520004
"2022-04-29",198.679993,204.710007,190,190.360001,16391900,190.360001
"2022-05-02",191.710007,200.210007,190.009995,199.460007,14591600,199.460007
"2022-05-03",198.289993,203.199997,194.770004,199.869995,11839400,199.869995
"2022-05-04",197.649994,204.380005,191.009995,204.009995,12218800,204.009995
"2022-05-05",200.449997,200.710007,186,188.320007,13971300,188.320007
"2022-05-06",186.75,187.210007,175.809998,180.970001,17185500,180.970001
"2022-05-09",177.660004,183.199997,172.300003,173.100006,14031300,173.100006
"2022-05-10",176.009995,181.869995,170.570007,177.660004,13883900,177.660004
"2022-05-11",176.089996,180.919998,165.550003,166.369995,12665500,166.369995
"2022-05-12",163.960007,177.580002,162.710007,174.309998,17662100,174.309998
"2022-05-13",177.160004,187.770004,176.009995,187.639999,13136300,187.639999
"2022-05-16",193.300003,195.889999,185.699997,186.509995,16145000,186.509995
"2022-05-17",189.169998,191.399994,185.169998,190.559998,9876700,190.559998
"2022-05-18",186.720001,187.699997,176.270004,177.190002,9665600,177.190002
"2022-05-19",178.050003,186.300003,175.710007,183.479996,10448500,183.479996
"2022-05-20",185.869995,190.190002,179.770004,186.350006,10429400,186.350006
"2022-05-23",186.149994,187.660004,177.889999,187.440002,9602000,187.440002
"2022-05-24",182,184,177.169998,180.339996,7706400,180.339996
"2022-05-25",180.279999,188.869995,180.169998,187.830002,8522100,187.830002
"2022-05-26",186.490005,192.339996,183.089996,191.399994,8049900,191.399994
"2022-05-27",193.190002,195.25,190.369995,195.190002,8586000,195.190002
"2022-05-31",196.179993,199.949997,190.800003,197.440002,11398500,197.440002
"2022-06-01",198.699997,202.740005,191.660004,192.910004,8416200,192.910004
"2022-06-02",192.020004,205.470001,191.720001,205.089996,9623100,205.089996
"2022-06-03",200.139999,202.949997,198.050003,198.979996,7191800,198.979996
"2022-06-06",202.089996,203.869995,195.380005,197.139999,5372000,197.139999
"2022-06-07",194.869995,199.600006,193,198.610001,4839500,198.610001
"2022-06-08",197.949997,207.380005,197.639999,202.830002,7244100,202.830002
"2022-06-09",200.649994,201.690002,192.539993,192.770004,6949000,192.770004
"2022-06-10",182.639999,185.860001,180.850006,182.940002,13065600,182.940002
"2022-06-13",177.070007,179.089996,168.960007,169.690002,10222400,169.690002
"2022-06-14",169.75,172.059998,164.279999,167.539993,11555300,167.539993
"2022-06-15",169.259995,183.850006,168.529999,180.110001,12396000,180.110001
"2022-06-16",174,176.270004,171.559998,173.350006,8201300,173.350006
"2022-06-17",173.630005,179.649994,173.339996,175.509995,12133400,175.509995
"2022-06-21",177.600006,178.619995,169.800003,170.910004,12177600,170.910004
"2022-06-22",170.75,182.820007,170.199997,178.889999,11992400,178.889999
"2022-06-23",180.5,182.759995,175.869995,181.710007,9538200,181.710007
"2022-06-24",183.5,191.190002,181.839996,190.850006,12424000,190.850006
"2022-06-27",191.770004,191.779999,182.389999,189.139999,8363900,189.139999
"2022-06-28",189.199997,192.199997,179.369995,179.600006,7185400,179.600006
"2022-06-29",179.550003,180.669998,175.100006,178.360001,5766800,178.360001
