"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"2020-08-17",102.5,104.300003,102.099998,104.050003,4852100,101.622124
"2020-08-18",103.32,104.599998,102.910004,104.379997,3333700,101.944405
"2020-08-19",104.620003,104.830002,103.260002,103.529999,2726700,101.114243
"2020-08-20",103,104.18,102.959999,103.75,3332400,101.329117
"2020-08-21",103.790001,104.440002,103.330002,104.199997,2333500,101.768616
"2020-08-24",104.709999,105.989998,103.989998,105.809998,3492300,103.341049
"2020-08-25",105.889999,105.889999,104.010002,104.440002,3434800,102.003014
"2020-08-26",104.5,105.419998,103.599998,105,1944400,102.549942
"2020-08-27",105.169998,105.470001,104.43,105.010002,2968300,102.559708
"2020-08-28",105.730003,105.849998,104.839996,105.559998,2053100,103.096878
"2020-08-31",105.75,106.629997,105.459999,106.230003,2321500,103.751259
"2020-09-01",105.900002,106.550003,105.760002,106.519997,2670700,104.034477
"2020-09-02",106.010002,106.989998,105.669998,106.330002,3027800,103.848923
"2020-09-03",106.760002,106.870003,102.650002,103.220001,4110300,100.81147
"2020-09-04",103.330002,103.720001,98.639999,100.080002,4906700,97.744751
"2020-09-08",99.330002,99.650002,98.370003,98.82,3258100,96.514145
"2020-09-09",99.779999,102.089996,99.32,101.209999,2718400,98.848381
"2020-09-10",99.839996,100.379997,98.190002,98.25,5602700,95.957458
"2020-09-11",98.690002,99.260002,97.510002,98.230003,3219900,95.93792
"2020-09-14",99.370003,100.860001,98.900002,100.459999,2994400,98.115875
"2020-09-15",100.589996,101.349998,100.330002,100.529999,3270600,98.478325
"2020-09-16",101,102.470001,100.739998,100.910004,2258100,98.850571
"2020-09-17",99.860001,100.400002,99.239998,99.959999,2520700,97.919968
"2020-09-18",100,100.599998,98.760002,99.209999,4798600,97.185265
"2020-09-21",97.769997,99.339996,97.639999,99.269997,2923300,97.244034
"2020-09-22",99.370003,100,97.620003,98.800003,2522500,96.783646
"2020-09-23",98.949997,99.720001,96.790001,97,2456300,95.020378
"2020-09-24",97.209999,98.699997,96.669998,98.330002,2531000,96.323227
"2020-09-25",97.470001,100.620003,97.440002,100.559998,2512400,98.507713
"2020-09-28",101.279999,102.309998,101.110001,101.230003,1855900,99.16404
"2020-09-29",101.410004,101.779999,96.900002,99.169998,4536100,97.146072
"2020-09-30",99.540001,101.150002,99.169998,100.050003,2344600,98.008141
"2020-10-01",101.089996,102.110001,100.529999,101.43,2239200,99.359962
"2020-10-02",100.230003,101.849998,100.190002,101.339996,1925400,99.27179
"2020-10-05",101.779999,102.07,100.769997,101.809998,1635700,99.732201
"2020-10-06",102.489998,102.489998,100.599998,101.010002,2470300,98.948524
"2020-10-07",101.480003,102.160004,100.290001,100.849998,2383200,98.791794
"2020-10-08",101.290001,102.269997,100.940002,101.440002,2251500,99.369759
"2020-10-09",101.970001,102.290001,101.160004,101.389999,1910900,99.32077
"2020-10-12",101.68,103.110001,101.550003,102.959999,3357400,100.858734
"2020-10-13",103,103.879997,101.980003,102.650002,3454100,100.555069
"2020-10-14",102.870003,103.449997,101.599998,102.309998,2602900,100.222
"2020-10-15",101.230003,102.25,100.900002,102.07,2144700,99.986885
"2020-10-16",102.470001,102.629997,101.169998,101.300003,2410600,99.232613
"2020-10-19",101.650002,101.669998,98.32,98.449997,2806000,96.440781
"2020-10-20",98.940002,100.970001,98.839996,99.949997,2026500,97.910164
"2020-10-21",99.82,100.760002,99.07,99.470001,1847900,97.439949
"2020-10-22",99.599998,100.209999,99.120003,99.360001,1973800,97.332207
"2020-10-23",100,100.080002,98.75,98.949997,2039900,96.930573
"2020-10-26",98.050003,98.25,97.18,97.760002,2552100,95.76487
"2020-10-27",97.959999,98.639999,97.480003,97.559998,1922700,95.568947
"2020-10-28",95.849998,96.110001,93.639999,93.769997,3170400,91.856285
"2020-10-29",93.360001,96.330002,92.410004,95.699997,3823000,93.746895
"2020-10-30",94.949997,95.870003,93.360001,94.400002,3520600,92.473427
"2020-11-02",95.870003,97.339996,93.970001,94.660004,3016600,92.728142
"2020-11-03",95.959999,97.860001,95.300003,96.059998,2251200,94.099556
"2020-11-04",97.529999,100.629997,96.57,98.360001,2989700,96.352615
"2020-11-05",101.910004,102.330002,100.440002,100.959999,6270000,98.899551
"2020-11-06",101.190002,101.489998,98.57,100.660004,2542300,98.605682
"2020-11-09",105.040001,105.040001,97.900002,98.220001,5231500,96.215485
"2020-11-10",98.019997,98.309998,96.139999,98,3570100,95.999962
"2020-11-11",99.080002,100.860001,99.07,99.980003,2352600,97.939545
"2020-11-12",99.779999,99.779999,97.580002,98.309998,2104200,96.303627
"2020-11-13",98.720001,99.68,98.400002,99.349998,1446000,97.322418
"2020-11-16",100.139999,100.360001,98.900002,99.709999,1996700,97.675064
"2020-11-17",99.290001,100.470001,98.75,100.029999,2056500,97.988533
"2020-11-18",99.879997,100.68,99.220001,99.459999,1954300,97.430168
"2020-11-19",101,101.760002,99.519997,100.900002,2278900,98.840782
"2020-11-20",100.889999,101.790001,100.889999,101.059998,3639400,98.997505
"2020-11-23",101.5,103.150002,101.269997,102.360001,2131300,100.270981
"2020-11-24",102.610001,103.959999,102.099998,103.07,2470400,100.966484
"2020-11-25",103.449997,104.129997,102.5,103.93,1930100,101.808937
"2020-11-27",104.129997,105.029999,103.949997,104.989998,1593300,102.847305
"2020-11-30",104.970001,105.650002,104.550003,105.510002,4146500,103.356697
"2020-12-01",106.209999,107.370003,105.639999,107.160004,4498900,104.97303
"2020-12-02",106.839996,107.209999,105.650002,106.559998,2627300,104.385254
"2020-12-03",106.389999,108.040001,105.760002,107.459999,4226400,105.266884
"2020-12-04",108.029999,109.849998,108.029999,109.230003,2376200,107.000786
"2020-12-07",109.18,110.610001,109.040001,110.279999,2293600,108.02935
"2020-12-08",110.010002,110.400002,109.199997,110.059998,2451100,107.813835
"2020-12-09",109.839996,110.709999,109.050003,110.169998,2217300,107.921593
"2020-12-10",109.779999,110.379997,108.82,109.239998,2193800,107.010574
"2020-12-11",108.809998,109.720001,108.120003,108.82,1985300,106.599144
"2020-12-14",109.440002,110.190002,107.660004,107.709999,1984500,105.511787
"2020-12-15",108.43,111.050003,108.050003,110.980003,3565700,109.018715
"2020-12-16",111.279999,112.279999,110.699997,111.309998,2559400,109.342873
"2020-12-17",111.989998,113.010002,111.559998,112.790001,2640400,110.796722
"2020-12-18",112.650002,113.339996,111.849998,112.830002,4366200,110.836014
"2020-12-21",112.099998,112.910004,110.529999,112.540001,2256500,110.551132
"2020-12-22",112.550003,113.309998,112.099998,113.160004,1924500,111.160187
"2020-12-23",113.599998,114.290001,112.110001,112.18,1185900,110.197502
"2020-12-24",111.959999,112.949997,111.809998,112.690002,511200,110.698486
"2020-12-28",113.559998,113.709999,112.629997,113.589996,1303500,111.582565
"2020-12-29",114.129997,114.129997,112.839996,112.900002,1427600,110.904778
"2020-12-30",113.43,113.620003,112.870003,113.150002,1080300,111.15036
"2020-12-31",113.239998,115.400002,113.010002,115.290001,1474300,113.252541
"2021-01-04",115.900002,116.25,112.370003,113.300003,2726500,111.297714
"2021-01-05",113,113.809998,112.949997,113.540001,2286200,111.533463
"2021-01-06",113.800003,116.57,112.760002,115.739998,2581600,113.69458
"2021-01-07",115.349998,116.300003,114.889999,115.809998,2357800,113.763344
"2021-01-08",116.489998,118.080002,116.089996,117.629997,2405600,115.551186
"2021-01-11",117.18,118.809998,116.860001,117.650002,1857300,115.570831
"2021-01-12",118.459999,119.019997,117.230003,117.860001,2775200,115.777122
"2021-01-13",117.669998,118.470001,117.610001,117.839996,2394500,115.757462
"2021-01-14",117.410004,117.620003,114.900002,115.620003,2626300,113.576714
"2021-01-15",115.010002,115.620003,114.599998,115.190002,2586600,113.154312
"2021-01-19",115.440002,115.839996,114.209999,114.879997,2980300,112.849785
"2021-01-20",115.459999,115.459999,113.519997,114.690002,2260300,112.663139
"2021-01-21",114.540001,114.75,112.830002,112.919998,1505100,110.924416
"2021-01-22",112.529999,112.940002,111.580002,111.919998,1926200,109.942101
"2021-01-25",111.93,113.089996,111.75,112.459999,2811200,110.472549
"2021-01-26",112.730003,113.18,111.849998,112.650002,1564900,110.659187
"2021-01-27",111.900002,112.400002,108.949997,109.349998,2410500,107.417519
"2021-01-28",109.790001,114.599998,109.099998,112.610001,2859700,110.619904
"2021-01-29",111.57,111.870003,109.220001,110.349998,2791300,108.399834
"2021-02-01",111.540001,113.860001,111.120003,113.410004,2557900,111.405769
"2021-02-02",114.080002,117.599998,113.970001,116.779999,2429000,114.716202
"2021-02-03",116.639999,117.25,115.300003,115.300003,2079800,113.26236
"2021-02-04",116.93,117.050003,114.089996,114.550003,2856800,112.525612
"2021-02-05",115,115.150002,111.739998,114.190002,3430200,112.171989
"2021-02-08",114.480003,114.580002,113.150002,113.459999,2511300,111.45488
"2021-02-09",113.419998,113.959999,113.099998,113.260002,2091600,111.258415
"2021-02-10",113.610001,114.059998,110.550003,111.660004,2580500,109.686684
"2021-02-11",112.269997,112.269997,110.110001,111.300003,2274800,109.333046
"2021-02-12",111.089996,111.489998,110.309998,111.07,1681500,109.107124
"2021-02-16",112.059998,112.57,110.669998,112.419998,2708600,110.433258
"2021-02-17",112.07,112.949997,111.199997,112.779999,2730200,110.786888
"2021-02-18",112.639999,114.199997,112.290001,113.860001,1938200,111.847816
"2021-02-19",114.160004,114.489998,113.029999,113.349998,3279700,111.346817
"2021-02-22",112.459999,112.769997,110.650002,111.720001,2294600,109.745628
"2021-02-23",111.300003,111.559998,109.099998,111.419998,3627300,109.450928
"2021-02-24",111.389999,111.93,110.089996,111.459999,2581400,109.490211
"2021-02-25",110.93,113.589996,110.93,112,3470600,110.020683
"2021-02-26",112.610001,112.989998,110.139999,110.309998,3260400,108.360535
"2021-03-01",111.120003,114.260002,110.980003,113.739998,2297900,111.729919
"2021-03-02",113.769997,114.970001,113.080002,113.620003,1872400,111.612053
"2021-03-03",113,113.339996,111.540001,111.639999,3542600,109.667053
"2021-03-04",111.330002,113.470001,110.019997,111.129997,3317600,109.166054
"2021-03-05",112.040001,115.440002,110.599998,114.970001,3007500,112.938194
"2021-03-08",115,116.059998,113.610001,113.739998,2741100,111.729919
"2021-03-09",114.07,116.769997,114.010002,114.410004,2786600,112.388092
"2021-03-10",115.139999,116.099998,114.629997,115.580002,2116600,113.537407
"2021-03-11",115.879997,116.220001,114.889999,115.199997,1882500,113.164116
"2021-03-12",115.5,115.769997,114.75,115.32,1485300,113.282013
"2021-03-15",115.370003,116,114.620003,115.660004,1756500,113.616005
"2021-03-16",115.690002,116.080002,114.389999,114.660004,1436700,112.955963
"2021-03-17",115.239998,115.239998,113.379997,113.699997,2027400,112.010216
"2021-03-18",113.57,113.68,111.559998,111.639999,2876100,109.98085
"2021-03-19",111.440002,112.519997,110.800003,111.199997,3531400,109.547379
"2021-03-22",110.870003,112.190002,110.230003,111.550003,1782900,109.892174
"2021-03-23",111.449997,112.519997,111.209999,111.650002,1948800,109.9907
"2021-03-24",111.690002,113.220001,111.129997,112.610001,1984200,110.936424
"2021-03-25",112.720001,112.720001,111.5,112.279999,2053300,110.611328
"2021-03-26",112.669998,113.720001,111.779999,113.639999,1839700,111.951111
"2021-03-29",113.199997,113.760002,111.709999,113.279999,1966500,111.596466
"2021-03-30",112.57,113.019997,110.970001,111.230003,1874800,109.576935
"2021-03-31",110.940002,112.839996,110.940002,111.68,2210500,110.020248
"2021-04-01",112.43,114.209999,111.93,114.199997,1956000,112.502792
"2021-04-05",114.860001,115.43,114.190002,115.110001,1508800,113.399277
"2021-04-06",115.029999,115.230003,113.730003,113.910004,2196300,112.217117
"2021-04-07",114.110001,114.879997,113.639999,114.75,2436100,113.044617
"2021-04-08",115.57,116.199997,115.059998,116.040001,2644900,114.315445
"2021-04-09",116.519997,117.279999,115.970001,117.169998,1657600,115.428658
"2021-04-12",116.839996,117.889999,116.660004,117.709999,2070800,115.960632
"2021-04-13",117.580002,119.239998,117.25,118.720001,1690400,116.955612
"2021-04-14",118.699997,119.93,117.959999,118.190002,1773700,116.433495
"2021-04-15",118.639999,119.879997,118.599998,119.860001,2091600,118.078674
"2021-04-16",120.400002,121.080002,119.559998,120.730003,2414400,118.935745
"2021-04-19",120.379997,120.540001,118.959999,119.739998,2085300,117.960457
"2021-04-20",119.779999,120.5,119.339996,119.760002,2693600,117.980164
"2021-04-21",120.230003,120.860001,119.129997,119.529999,1908400,117.753571
"2021-04-22",119.050003,120.790001,118.889999,119.839996,1645100,118.058968
"2021-04-23",120.349998,121.970001,120,121.269997,1375500,119.467712
"2021-04-26",121.43,121.900002,120.779999,120.860001,1156700,119.06382
"2021-04-27",120.68,121.389999,120.260002,121.230003,1662400,119.428314
"2021-04-28",121.480003,121.510002,118.5,119.07,2618900,117.300415
"2021-04-29",118.940002,119,115.910004,117.68,3624100,115.931084
"2021-04-30",117.099998,117.709999,115.459999,117.709999,3183300,115.960632
"2021-05-03",117.769997,118.160004,115.07,115.459999,2672000,113.744064
"2021-05-04",114.650002,114.779999,113.279999,114.540001,3270400,112.837738
"2021-05-05",115.07,115.879997,114.110001,114.720001,2558100,113.015076
"2021-05-06",114.989998,115.050003,113.050003,113.620003,2269000,111.931419
"2021-05-07",114.120003,115.519997,113.699997,114.809998,2240600,113.103729
"2021-05-10",114.639999,115.93,114.139999,114.279999,1743100,112.581596
"2021-05-11",113.290001,113.849998,112.019997,113.07,1904800,111.389587
"2021-05-12",112.970001,113.989998,111.389999,111.459999,2599600,109.803505
"2021-05-13",112.349998,113.410004,111.870003,112.169998,2753600,110.502968
"2021-05-14",112.709999,113.739998,112.110001,113.260002,2163400,111.576767
"2021-05-17",113.489998,113.660004,111.93,112.470001,1537900,110.798508
"2021-05-18",112.239998,112.400002,110.660004,110.760002,2186700,109.113914
"2021-05-19",110,110.989998,109.040001,110.739998,3252700,109.094215
"2021-05-20",110.940002,112.82,110.660004,111.959999,3039100,110.296082
"2021-05-21",112.360001,113.690002,112.349998,113.160004,2578900,111.478256
"2021-05-24",113.660004,114.379997,112.699997,112.970001,2218300,111.291077
"2021-05-25",113.269997,113.43,112.110001,112.379997,1591200,110.709846
"2021-05-26",113.089996,113.809998,111.959999,112.370003,2508800,110.699997
"2021-05-27",112.82,112.989998,111.970001,112.019997,3545800,110.355186
"2021-05-28",112.419998,113.139999,112.07,112.879997,3193400,111.202408
"2021-06-01",113.860001,114,109.599998,109.809998,3792500,108.17804
"2021-06-02",110.059998,111.940002,110.059998,111.75,3261900,110.089211
"2021-06-03",111.480003,112.550003,110.760002,111.599998,2508300,109.941429
"2021-06-04",111.959999,112.559998,111.419998,112.18,2367800,110.512817
"2021-06-07",112.230003,112.230003,110.18,110.400002,1910900,108.759277
"2021-06-08",110.580002,111.419998,110.019997,111.080002,2520500,109.429169
"2021-06-09",111.150002,111.720001,110.739998,110.849998,2018700,109.202583
"2021-06-10",110.790001,111.949997,110.739998,111.720001,2848600,110.059654
"2021-06-11",112.099998,113.150002,112.099998,112.669998,3121900,110.995537
"2021-06-14",112.699997,113.919998,112.239998,113.839996,4195900,112.148132
"2021-06-15",113.889999,114.68,113.230003,114.040001,2554100,112.671791
"2021-06-16",114.489998,114.900002,113.410004,113.839996,3245400,112.474182
"2021-06-17",113.800003,114.419998,113.010002,114.019997,2813700,112.652016
"2021-06-18",113.599998,113.68,112.330002,112.760002,7058400,111.40715
"2021-06-21",113.120003,114.220001,112.199997,113.699997,3099500,112.335861
"2021-06-22",113.650002,114.800003,113.540001,114.449997,2329400,113.076874
"2021-06-23",116.459999,117.139999,115.639999,116.639999,3183700,115.240593
"2021-06-24",116.870003,118.110001,116.559998,118.089996,3062300,116.673187
"2021-06-25",118.669998,119.470001,118.309998,119.32,5260500,117.888443
"2021-06-28",119.230003,119.660004,117.809998,118.790001,3159600,117.364799
"2021-06-29",119.080002,119.449997,118.489998,118.760002,1579800,117.335152
"2021-06-30",118.660004,118.910004,118.260002,118.699997,1750800,117.275871
"2021-07-01",118.910004,119.279999,118.68,118.839996,1962000,117.414192
"2021-07-02",119.120003,119.150002,118.540001,118.830002,1350400,117.40432
"2021-07-06",119.059998,119.190002,117.190002,117.980003,2200800,116.564522
"2021-07-07",118.790001,119.110001,117.690002,118,2201900,116.584267
"2021-07-08",116.849998,118.230003,116.510002,118.059998,2177100,116.643562
"2021-07-09",118.080002,119,117.949997,118.970001,1611300,117.542633
"2021-07-12",118.989998,119.349998,118.57,119.059998,2302200,117.631554
"2021-07-13",119.040001,119.300003,118.419998,118.690002,1359400,117.265999
"2021-07-14",118.300003,118.690002,117.470001,118.18,2922100,116.762115
"2021-07-15",117.620003,118.419998,117.5,117.989998,1607200,116.574387
"2021-07-16",118.360001,118.839996,117.739998,118.059998,1435200,116.643562
"2021-07-19",117.239998,118.400002,116.620003,117.360001,3704600,115.951958
"2021-07-20",117.550003,119.660004,117.410004,119.139999,2180800,117.710602
"2021-07-21",119.5,120.830002,119.360001,120.230003,1541700,118.787521
"2021-07-22",120.599998,120.650002,119.629997,120.370003,1541700,118.925842
"2021-07-23",120.540001,121.599998,120.389999,121.360001,1347100,119.903969
"2021-07-26",121.150002,121.18,119.790001,120.43,1283500,118.985115
"2021-07-27",120.279999,121.839996,119.860001,121.050003,1941900,119.597687
"2021-07-28",121.379997,121.809998,120.550003,121.32,1672400,119.864441
"2021-07-29",119.82,122.419998,119.75,120.82,3461600,119.370438
"2021-07-30",119.730003,121.389999,119.610001,119.830002,2381300,118.392311
"2021-08-02",120.25,120.620003,119.239998,119.43,1993200,117.997116
"2021-08-03",119.150002,119.559998,117.559998,119.120003,2256200,117.690842
"2021-08-04",119.089996,119.790001,118.5,119.529999,1459000,118.095917
"2021-08-05",119.93,119.980003,118.57,119.419998,1600200,117.987244
"2021-08-06",119.889999,120.230003,119.480003,120,1505700,118.560287
"2021-08-09",120.18,120.519997,119.260002,119.970001,1412900,118.530647
"2021-08-10",120.220001,120.220001,118.75,119.589996,1776400,118.155197
"2021-08-11",119.970001,120.089996,118.510002,118.720001,1600500,117.295647
"2021-08-12",118.459999,118.459999,117.25,118.040001,1733200,116.623795
"2021-08-13",118,118.120003,116.660004,116.879997,1356500,115.477715
"2021-08-16",116.440002,118.099998,115.949997,118.040001,1505600,116.623795
"2021-08-17",117.620003,118.309998,117.089996,117.610001,1673700,116.198959
"2021-08-18",117.769997,117.860001,115.309998,115.389999,2444800,114.005592
"2021-08-19",114.279999,116.779999,114.019997,116.379997,2061300,114.983719
"2021-08-20",116.720001,117.919998,116.190002,117.150002,1982400,115.744476
"2021-08-23",117.709999,118.720001,117.529999,118.07,1504200,116.653442
"2021-08-24",118.300003,118.389999,117.120003,117.400002,989900,115.99147
"2021-08-25",117.610001,117.910004,117.199997,117.300003,1037000,115.892677
"2021-08-26",117.480003,117.779999,117.139999,117.550003,1509100,116.139679
"2021-08-27",117.769997,118.57,117.550003,118.410004,1598500,116.989357
"2021-08-30",118.699997,120.080002,118.419998,119.360001,1374400,117.927956
"2021-08-31",119.550003,119.940002,119.199997,119.529999,2399700,118.095917
"2021-09-01",119.730003,120.949997,118.949997,120.620003,1398900,119.172836
"2021-09-02",120.940002,121.5,120.010002,120.730003,1376800,119.281525
"2021-09-03",120.459999,121.68,120.459999,121.129997,1874700,119.67672
"2021-09-07",121.010002,121.010002,118.400002,118.739998,2929300,117.315399
"2021-09-08",118.629997,119.93,118.25,119.739998,2516500,118.303398
"2021-09-09",119.900002,120.809998,119.410004,119.449997,2099700,118.016876
"2021-09-10",120,120,118.720001,118.839996,1893800,117.414192
"2021-09-13",119.669998,120.599998,117.32,118.550003,2654700,117.127678
"2021-09-14",118.949997,119.330002,118.510002,119.260002,1926400,117.829163
"2021-09-15",119.129997,119.720001,118.379997,118.760002,3189400,117.660736
"2021-09-16",118.730003,119.269997,118.290001,118.93,2049900,117.829155
"2021-09-17",118.470001,118.739998,117.290001,117.699997,4100800,116.610542
"2021-09-20",116.459999,117.540001,115.620003,116.830002,2783800,115.748604
"2021-09-21",117.010002,117.980003,116.5,116.739998,2644100,115.659431
"2021-09-22",117.290001,117.529999,116.470001,116.910004,2726100,115.827866
"2021-09-23",117.440002,119.25,117.300003,118.910004,2087500,117.809357
"2021-09-24",118.650002,119.910004,118.370003,119.739998,1796300,118.63166
"2021-09-27",119.919998,119.919998,117.870003,118.639999,2733800,117.541847
"2021-09-28",118,118.290001,115.669998,116.550003,2758900,115.471191
"2021-09-29",117,118.300003,116.769997,116.900002,2446800,115.817947
"2021-09-30",117.220001,117.690002,114.739998,114.82,2452500,113.757202
"2021-10-01",115.410004,116.190002,113.900002,115.400002,2465500,114.331841
"2021-10-04",115.230003,116.220001,113.93,114.699997,2472500,113.638321
"2021-10-05",115.589996,118.5,115.230003,118.080002,2569500,116.98703
"2021-10-06",117.839996,122.68,117.620003,122.620003,4649300,121.485008
"2021-10-07",123.699997,127.059998,123.599998,126.400002,3649200,125.230019
"2021-10-08",126.739998,128.229996,126.010002,128.100006,2124000,126.914284
"2021-10-11",128.160004,129.380005,127.300003,127.57,2260900,126.389191
"2021-10-12",127.93,128.770004,127.239998,127.540001,2012000,126.359467
"2021-10-13",128.039993,128.610001,126.629997,128.350006,1931000,127.161964
"2021-10-14",129.490005,129.669998,128.520004,128.75,2210900,127.558258
"2021-10-15",129.809998,129.809998,128.429993,129.389999,2376100,128.192337
"2021-10-18",131,131.360001,129.350006,130.300003,2112100,129.093918
"2021-10-19",130.559998,131.160004,130.259995,130.910004,1419100,129.698273
"2021-10-20",131.350006,131.740005,129.820007,130.220001,1400600,129.014664
"2021-10-21",130.25,130.559998,129.240005,129.610001,1758900,128.410309
"2021-10-22",129.75,131.860001,129.740005,131.600006,1575800,130.381897
"2021-10-25",131.850006,133.229996,131.309998,133.039993,1532200,131.808548
"2021-10-26",134.080002,135.820007,133.679993,133.720001,2401300,132.482254
"2021-10-27",133.330002,134.710007,132.820007,132.960007,2203400,131.729309
"2021-10-28",133.130005,138,133.130005,135.490005,3167000,134.235886
"2021-10-29",135.089996,138.820007,135.050003,138.460007,2588800,137.178391
"2021-11-01",138.869995,139.330002,136.949997,137.130005,1859100,135.860703
"2021-11-02",137.399994,139.789993,137.350006,138.809998,2522100,137.525146
"2021-11-03",138.300003,138.970001,136.100006,137.190002,2166900,135.920166
"2021-11-04",137.490005,138.320007,136.029999,136.520004,3529100,135.256348
"2021-11-05",137.190002,137.990005,135.639999,136.080002,2482700,134.820419
"2021-11-08",136.429993,136.770004,135.139999,135.75,2434300,134.493469
"2021-11-09",135.539993,135.970001,134.919998,135.479996,2365800,134.225967
"2021-11-10",135.080002,135.550003,133.779999,134.210007,2056200,132.967743
"2021-11-11",134,134.660004,133.539993,134,1498700,132.759674
"2021-11-12",134.600006,135.399994,134.070007,135.289993,3116100,134.037735
"2021-11-15",135.669998,136.149994,134.830002,135.289993,1367200,134.037735
"2021-11-16",135.479996,136.800003,135.360001,136.070007,1744000,134.810516
"2021-11-17",135.729996,136.509995,134.779999,136.270004,1979400,135.008667
"2021-11-18",136.779999,136.860001,135.339996,135.369995,1686300,134.116989
"2021-11-19",135.270004,135.320007,133.240005,133.300003,2477200,132.066147
"2021-11-22",133.660004,134.779999,132.779999,132.979996,1888400,131.7491
"2021-11-23",132.449997,132.889999,130.910004,132.050003,2324900,130.827728
"2021-11-24",132.110001,132.589996,131.320007,132.270004,2007700,131.045685
"2021-11-26",131.160004,132.210007,129.240005,129.679993,1539100,128.47966
"2021-11-29",130.720001,132.610001,130.509995,131.899994,2275100,130.679092
"2021-11-30",130.820007,132.570007,130.279999,130.720001,4043600,129.51004
"2021-12-01",132.100006,132.960007,128.960007,129.020004,2845400,127.825775
"2021-12-02",129.460007,132.539993,129.080002,131.220001,2648800,130.005402
"2021-12-03",131.75,132.039993,128.539993,130.190002,2604600,128.98494
"2021-12-06",131.600006,131.789993,130.259995,130.860001,1889100,129.648743
"2021-12-07",132.389999,134.279999,131.940002,134.009995,3090900,132.769577
"2021-12-08",134.270004,135.929993,133.75,135.559998,1807400,134.305222
"2021-12-09",134.979996,135.419998,133.869995,134.600006,2095500,133.354126
"2021-12-10",135.199997,135.979996,134.330002,135.539993,1742500,134.285416
"2021-12-13",135.589996,136.179993,135.009995,135.580002,2716300,134.325043
"2021-12-14",134.820007,135,131.919998,133.809998,2806100,132.571426
"2021-12-15",134.080002,135.259995,133.039993,135.119995,1692300,133.869293
"2021-12-16",135.440002,136.729996,135.029999,135.990005,2603100,135.061111
"2021-12-17",135.580002,135.619995,133.199997,133.380005,4208000,132.468948
"2021-12-20",132.169998,132.770004,130.889999,132.559998,1516400,131.654541
"2021-12-21",133.380005,134.259995,132.559998,134.059998,1713500,133.144287
"2021-12-22",133.899994,135.339996,133.369995,135.240005,1083500,134.316238
"2021-12-23",135.600006,136.619995,135.360001,135.839996,1212300,134.91214
"2021-12-27",135.850006,137.830002,135.850006,137.75,852800,136.809082
"2021-12-28",137.800003,138.240005,137.410004,137.630005,1033500,136.689911
"2021-12-29",137.960007,138.460007,137.130005,137.240005,946100,136.302582
"2021-12-30",137.380005,137.990005,136.679993,136.779999,758000,135.845718
"2021-12-31",136.479996,137.429993,136.479996,136.770004,856900,135.835785
"2022-01-03",136.529999,136.699997,133.179993,133.949997,1792000,133.035049
"2022-01-04",134.220001,134.809998,132.630005,134.070007,1857200,133.154236
