"","IRM.Open","IRM.High","IRM.Low","IRM.Close","IRM.Volume","IRM.Adjusted"
"2022-01-24",42.880001,44.57,42.049999,44.369999,3290300,43.265606
"2022-01-25",43.869999,44.369999,43.080002,44.02,2831000,42.92432
"2022-01-26",44.360001,45.32,43.810001,44.279999,3234500,43.177845
"2022-01-27",44.630001,44.919998,43.389999,43.66,1635400,42.57328
"2022-01-28",43.68,45.029999,42.91,45,2579300,43.879929
"2022-01-31",44.740002,46.290001,44.68,45.919998,9852700,44.777023
"2022-02-01",46,46.34,45.610001,46.119999,2391800,44.972046
"2022-02-02",46.349998,46.91,46.23,46.639999,1785300,45.479103
"2022-02-03",46.299999,46.490002,45.73,45.889999,1571200,44.747776
"2022-02-04",45.59,46.25,45.189999,45.639999,1569200,44.503994
"2022-02-07",45.599998,45.849998,45.130001,45.27,1209300,44.143208
"2022-02-08",45.200001,45.23,44.27,44.75,1951200,43.636147
"2022-02-09",45.310001,46.09,45.310001,46.07,1734100,44.923294
"2022-02-10",45.490002,46.009998,44.639999,44.77,1380300,43.655651
"2022-02-11",44.77,45.18,44.080002,44.43,1570300,43.324112
"2022-02-14",44.290001,44.540001,43.490002,43.650002,1467600,42.56353
"2022-02-15",44.259998,44.52,43.549999,43.75,1443300,42.661041
"2022-02-16",43.779999,44.290001,43.669998,44.009998,1551600,42.914566
"2022-02-17",43.91,44.07,43.470001,43.57,1049500,42.485519
"2022-02-18",43.459999,43.84,42.959999,43.009998,1659800,41.939457
"2022-02-22",42.790001,43.290001,42.169998,42.68,2200000,41.617672
"2022-02-23",42.84,43.290001,42.099998,42.240002,2109100,41.188625
"2022-02-24",41.900002,45.549999,41.669998,45.43,3370400,44.299225
"2022-02-25",46.470001,48.91,46,48.669998,3710800,47.458576
"2022-02-28",47.830002,49.779999,47.400002,49.18,3937000,47.955883
"2022-03-01",49.529999,50.150002,49.07,49.669998,2963800,48.433685
"2022-03-02",49.669998,50.810001,49.209999,50.48,2713600,49.223526
"2022-03-03",50.759998,51.939999,50.470001,51.73,2169400,50.442413
"2022-03-04",51.360001,52.220001,50.919998,52.139999,2218300,50.842209
"2022-03-07",52,52.18,50.93,51.07,2120100,49.79884
"2022-03-08",51,51.91,50.560001,50.740002,2540200,49.477058
"2022-03-09",51.310001,51.970001,51,51.09,1482000,49.818344
"2022-03-10",50.720001,51.48,50.27,51.389999,1440200,50.110874
"2022-03-11",51.619999,51.970001,50.490002,50.529999,1649300,49.272278
"2022-03-14",49.360001,49.52,47.23,48.029999,3168200,47.415352
"2022-03-15",48.119999,48.91,47.700001,48.68,2240300,48.057034
"2022-03-16",49,49.43,47.889999,49.110001,2040400,48.481533
"2022-03-17",49.169998,49.82,48.91,49.57,1168100,48.935642
"2022-03-18",49.240002,49.610001,48.919998,49.470001,3483000,48.836926
"2022-03-21",49.490002,50.599998,49.490002,50.150002,1563400,49.508224
"2022-03-22",50.400002,51.25,50.009998,50.950001,2118400,50.297985
"2022-03-23",50.990002,52.389999,50.560001,52.150002,2689500,51.482628
"2022-03-24",52.02,52.889999,51.740002,52.490002,1707500,51.818279
"2022-03-25",52.75,53.389999,52.459999,53.34,1157000,52.657398
"2022-03-28",53.189999,53.82,53.049999,53.68,1117800,52.99305
"2022-03-29",53.98,55.18,53.84,55.119999,2492100,54.414619
"2022-03-30",54.98,55.490002,54.549999,55.459999,1782000,54.750267
"2022-03-31",55.599998,56.509998,55.150002,55.41,2774800,54.700909
"2022-04-01",55.580002,56.349998,55.07,56.23,1889600,55.510414
"2022-04-04",56.23,56.25,55.27,55.830002,1406800,55.115536
"2022-04-05",55.720001,56.369999,55.18,55.27,1514400,54.562702
"2022-04-06",55.02,56.200001,54.619999,56.169998,1679700,55.45118
"2022-04-07",55.77,56.43,55.419998,55.650002,1468100,54.93784
"2022-04-08",55.700001,56.279999,55.169998,55.93,1259200,55.214252
"2022-04-11",55.880001,56.150002,54.93,55.529999,1068800,54.81937
"2022-04-12",55.610001,56.82,55.560001,55.950001,1817600,55.233997
"2022-04-13",56.220001,56.68,55.740002,55.950001,1287000,55.233997
"2022-04-14",56.110001,56.299999,55.389999,55.419998,1242300,54.710777
"2022-04-18",55.419998,56.369999,55.419998,56.07,856600,55.352463
"2022-04-19",56.25,56.919998,56.169998,56.459999,1133700,55.737469
"2022-04-20",56.639999,57.959999,56.560001,57.720001,1231400,56.98135
"2022-04-21",58,58.610001,57.5,57.580002,1001800,56.84314
"2022-04-22",57.57,57.669998,56.619999,56.68,953400,55.954655
"2022-04-25",56.25,56.400002,54.779999,55.720001,1674500,55.006943
"2022-04-26",55.759998,56.169998,54.610001,54.639999,1749500,53.940762
"2022-04-27",54.889999,55.27,54.279999,54.419998,1787300,53.723576
"2022-04-28",55.09,55.950001,54.540001,55.709999,1177900,54.997066
"2022-04-29",55.66,55.82,53.59,53.73,1864800,53.042408
"2022-05-02",53.630001,53.830002,49.310001,50.700001,2685300,50.051186
"2022-05-03",51.18,52.98,51,52.57,1711700,51.897251
"2022-05-04",52.610001,54.650002,52.360001,54.639999,1913800,53.940762
"2022-05-05",54.290001,54.880001,53.66,54.580002,3057600,53.881531
"2022-05-06",53.880001,54.41,53.169998,54.240002,1600500,53.545883
"2022-05-09",53.490002,53.860001,52.830002,53.009998,1923900,52.331619
"2022-05-10",53.32,53.84,50.98,51.5,2039500,50.840946
"2022-05-11",51.560001,51.91,50.490002,50.549999,1855200,49.903103
"2022-05-12",50.549999,51.91,50.279999,51.900002,1484600,51.235828
"2022-05-13",51.91,52.43,51.450001,52.330002,1457200,51.660324
"2022-05-16",52.48,53.380001,52.23,53.029999,1204300,52.351364
"2022-05-17",53.599998,53.830002,52.689999,53.509998,1318600,52.825222
"2022-05-18",53.18,53.369999,50.740002,51.02,1635000,50.367088
"2022-05-19",50.5,50.91,48.619999,48.630001,2874200,48.007675
"2022-05-20",49.459999,50.18,48.380001,49.490002,3043100,48.85667
"2022-05-23",50,51.009998,49.509998,50.98,1415800,50.327599
"2022-05-24",50.669998,51.389999,49.93,51.290001,1423200,50.633633
"2022-05-25",51,51.639999,50.759998,51.34,985700,50.682995
"2022-05-26",51.369999,52.23,51.080002,51.959999,1320200,51.295059
"2022-05-27",52.380001,54.970001,52.169998,54.939999,1644300,54.236923
"2022-05-31",54.400002,54.700001,52.98,53.900002,3855700,53.210232
"2022-06-01",53.98,54.220001,52.650002,53.419998,1028000,52.736374
"2022-06-02",53.07,53.810001,52.549999,53.799999,1046000,53.111511
"2022-06-03",53.48,54.419998,52.950001,53.57,1577000,52.884457
"2022-06-06",54.07,54.220001,52.990002,53.09,957100,52.410599
"2022-06-07",52.880001,54.560001,52.830002,54.490002,927100,53.792683
"2022-06-08",54.209999,54.380001,53.110001,53.220001,1238800,52.538937
"2022-06-09",53.130001,53.380001,52.27,52.290001,941600,51.620838
"2022-06-10",51.689999,52.279999,51.009998,51.040001,1400500,50.386833
"2022-06-13",50,50.32,48.09,48.369999,1685000,47.750999
"2022-06-14",47.869999,47.900002,46.610001,47.279999,2176100,47.279999
"2022-06-15",47.790001,48.57,46.849998,47.970001,1745900,47.970001
"2022-06-16",46.970001,47.049999,45.849998,46.110001,1371300,46.110001
"2022-06-17",46.439999,47.02,45.919998,46.220001,2614400,46.220001
"2022-06-21",46.66,47.599998,46.27,47.189999,1446000,47.189999
"2022-06-22",46.610001,48.669998,46.59,48.150002,1574500,48.150002
"2022-06-23",48.169998,48.66,47.41,47.950001,1517300,47.950001
"2022-06-24",48.709999,49.889999,48.599998,49.459999,2310600,49.459999
"2022-06-27",49.470001,50.529999,49.299999,50.310001,1450400,50.310001
"2022-06-28",50.580002,50.75,49.09,49.16,980500,49.16
"2022-06-29",48.849998,49.150002,47.990002,48.18,1644800,48.18
