"","PARA.Open","PARA.High","PARA.Low","PARA.Close","PARA.Volume","PARA.Adjusted"
"2022-01-21",32.700001,32.82,31.129999,31.25,21435800,30.73163
"2022-01-24",30.469999,32.580002,29.83,32.549999,18787300,32.010067
"2022-01-25",32.209999,33.150002,31.190001,32.860001,11808800,32.314922
"2022-01-26",33.150002,33.310001,31.200001,31.67,15505200,31.144665
"2022-01-27",32.110001,32.419998,31.24,31.41,14309800,30.888977
"2022-01-28",31.42,33.060001,31.01,32.970001,14852900,32.4231
"2022-01-31",32.689999,33.849998,32.189999,33.450001,10162300,32.895138
"2022-02-01",33.099998,34.240002,32.779999,33.700001,8991500,33.140991
"2022-02-02",33.529999,33.549999,32.669998,32.77,10144600,32.226418
"2022-02-03",32.5,34.080002,32.349998,33.099998,9594900,32.550941
"2022-02-04",33.130001,33.790001,32.669998,33.41,8516300,32.855804
"2022-02-07",33.529999,34.380001,33.5,34,8546300,33.436016
"2022-02-08",34.02,34.799999,33.650002,34.529999,9715300,33.957222
"2022-02-09",34.799999,35.869999,34.439999,35.779999,10466300,35.186485
"2022-02-10",35.509998,36.689999,35.279999,35.880001,11436200,35.284832
"2022-02-11",35.810001,36.830002,35.599998,36,10450100,35.40284
"2022-02-14",35.900002,36.389999,34.889999,35.029999,10548200,34.448929
"2022-02-15",35,36.029999,34.75,35.990002,13294700,35.393005
"2022-02-16",30.24,30.33,27.84,29.58,87606200,29.089333
"2022-02-17",29.51,30.450001,29.1,29.35,12100500,28.863148
"2022-02-18",29,29.639999,27.620001,28.379999,17020000,27.909237
"2022-02-22",28.120001,29.139999,27.75,27.85,13261100,27.388029
"2022-02-23",28.07,28.93,27.799999,28.4,14566900,27.928905
"2022-02-24",27.35,29.07,27.25,29.049999,13670600,28.568123
"2022-02-25",29.1,29.68,28.379999,29.559999,9130000,29.069664
"2022-02-28",28.82,30.9,28.82,30.610001,23784100,30.102249
"2022-03-01",30.6,33.040001,30.42,32.259998,21537700,31.724878
"2022-03-02",32.540001,35.740002,32.5,35.240002,30575500,34.655449
"2022-03-03",34.75,35.529999,34.450001,35.439999,15983400,34.852127
"2022-03-04",34.939999,35.59,33.669998,34.07,17458900,33.504856
"2022-03-07",33.73,34.169998,33.169998,33.52,14670000,32.963978
"2022-03-08",33.490002,35.41,33.400002,33.75,12438500,33.190163
"2022-03-09",34.919998,35.130001,33.580002,33.740002,8303800,33.180328
"2022-03-10",33.450001,33.939999,32.549999,33.23,10428900,32.678787
"2022-03-11",33.57,33.669998,32.490002,32.619999,6783900,32.078903
"2022-03-14",33.02,36.470001,32.849998,35.77,25229200,35.437386
"2022-03-15",35.5,36.16,34.459999,35.209999,13143100,34.882591
"2022-03-16",35.290001,36.290001,35.25,36.25,10120500,35.912922
"2022-03-17",35.860001,36.939999,35.68,36.869999,9887800,36.527153
"2022-03-18",36.919998,37.259998,35.990002,37.09,26711400,36.74511
"2022-03-21",37.07,37.740002,35.84,36.400002,9914000,36.061527
"2022-03-22",36.599998,38.490002,36.41,37.43,15019400,37.081947
"2022-03-23",37.23,38.459999,37.16,37.619999,8950100,37.27018
"2022-03-24",37.720001,37.970001,37.34,37.889999,5347500,37.53767
"2022-03-25",37.759998,38.700001,37.669998,38.48,7591800,38.122185
"2022-03-28",38.419998,39.209999,36.990002,37.599998,9030100,37.250366
"2022-03-29",37.93,38.259998,37.580002,38.18,6210200,37.824974
"2022-03-30",37.889999,38.549999,37.84,38.099998,4589500,37.745716
"2022-03-31",37.77,38.189999,37.560001,37.810001,7264200,37.458416
"2022-04-01",37.919998,38.16,36.810001,37.400002,7748400,37.052227
"2022-04-04",37.389999,37.82,36.279999,37.720001,8486100,37.369251
"2022-04-05",37.66,38.040001,36.709999,36.84,6770000,36.497433
"2022-04-06",36.369999,36.669998,35.389999,35.849998,10361600,35.51664
"2022-04-07",35.650002,35.860001,34.380001,35.310001,10673500,34.981663
"2022-04-08",35.09,36.049999,35.009998,35.939999,8966300,35.605801
"2022-04-11",35.790001,37,35.779999,35.91,5494300,35.57608
"2022-04-12",36.110001,36.869999,35.889999,36.060001,5670600,35.724689
"2022-04-13",35.950001,36.43,35.799999,36.240002,4497900,35.903015
"2022-04-14",36.349998,36.98,36.02,36.41,3950800,36.071434
"2022-04-18",36.360001,36.529999,35.669998,35.970001,4182200,35.635525
"2022-04-19",35.900002,36.509998,35.77,36.279999,5788100,35.942642
"2022-04-20",34.459999,34.560001,31.83,33.16,20866000,32.851654
"2022-04-21",33.610001,33.900002,31.889999,32.310001,8322900,32.00956
"2022-04-22",32.150002,32.459999,30.719999,31.040001,9089800,30.751368
"2022-04-25",30.540001,31.43,30.35,31.200001,7009500,30.90988
"2022-04-26",30.719999,31.08,29.35,29.370001,8956400,29.096897
"2022-04-27",29.27,29.639999,28.58,28.93,7891100,28.660988
"2022-04-28",29.18,29.280001,28.08,29.049999,6742100,28.779871
"2022-04-29",28.99,29.790001,28.959999,29.120001,7523000,28.849222
"2022-05-02",29.139999,30.73,29.09,30.27,12111200,29.988527
"2022-05-03",28.51,30.049999,27.58,29.879999,18703000,29.602152
"2022-05-04",29.77,30.32,28.700001,30.18,13527200,29.899364
"2022-05-05",29.85,30.67,29.280001,29.719999,10597700,29.443642
"2022-05-06",29.5,29.5,27.59,27.91,11249300,27.650473
"2022-05-09",27.24,27.74,26.74,27.440001,9804200,27.184843
"2022-05-10",27.700001,28.139999,27.120001,27.42,8890300,27.16503
"2022-05-11",27.35,27.860001,26.629999,26.690001,7066800,26.441816
"2022-05-12",26.530001,27.82,26.110001,27.120001,11178700,26.867819
"2022-05-13",27.639999,28.42,27.4,28.35,7768500,28.086382
"2022-05-16",28.469999,28.73,27.76,28.02,7932500,27.759449
"2022-05-17",30.84,32.610001,30.459999,32.32,27198900,32.019463
"2022-05-18",31.870001,33.389999,31.49,31.549999,13586400,31.256624
"2022-05-19",31.42,32.849998,31.389999,32.220001,10148600,31.920395
"2022-05-20",32.490002,32.799999,31.370001,32.639999,9845700,32.336487
"2022-05-23",32.860001,33.59,32.220001,33.09,8864300,32.782307
"2022-05-24",32.23,32.470001,31.059999,31.799999,7081200,31.504299
"2022-05-25",31.950001,32.709999,31.809999,32.349998,10647900,32.049183
"2022-05-26",32.43,33.029999,32.23,32.400002,6418200,32.098721
"2022-05-27",32.700001,33.959999,32.459999,33.91,9179100,33.594681
"2022-05-31",34.060001,34.5,33.389999,34.330002,13664700,34.010777
"2022-06-01",34.470001,34.5,31.709999,32.349998,12810000,32.049183
"2022-06-02",31.450001,31.52,30.389999,31.43,19731900,31.137741
"2022-06-03",31.209999,31.559999,30.49,30.799999,8667900,30.513597
"2022-06-06",30.82,31.07,30.34,30.42,6316500,30.137133
"2022-06-07",30.34,30.629999,29.9,30.559999,5179000,30.275829
"2022-06-08",30.4,31.07,30.299999,30.74,4649600,30.454157
"2022-06-09",30.6,30.65,29.110001,29.15,6872100,28.878941
"2022-06-10",28.719999,28.98,28.01,28.09,10028800,27.828798
"2022-06-13",27.5,27.5,25.52,25.809999,19415400,25.57
"2022-06-14",25.84,26.08,25.17,25.41,13727100,25.41
"2022-06-15",25.66,26.129999,25.23,25.65,9804300,25.65
"2022-06-16",25.200001,25.43,23.690001,24.25,14417200,24.25
"2022-06-17",24.25,25,24.040001,24.559999,14274000,24.559999
"2022-06-21",25.290001,25.389999,24.459999,24.6,10581800,24.6
"2022-06-22",24.280001,24.74,24.16,24.440001,6624400,24.440001
"2022-06-23",24.440001,24.57,24.030001,24.52,5325000,24.52
"2022-06-24",24.65,25.879999,24.610001,25.76,7957000,25.76
"2022-06-27",25.959999,26.190001,25.5,25.98,5007100,25.98
"2022-06-28",26.030001,26.6,25.52,25.559999,4538200,25.559999
"2022-06-29",25.58,25.629999,24.620001,25.08,5194600,25.08
