"","AWK.Open","AWK.High","AWK.Low","AWK.Close","AWK.Volume","AWK.Adjusted"
"2022-01-18",161.039993,163.729996,159.710007,162.009995,1166900,160.672363
"2022-01-19",161.589996,164.330002,160.770004,161.020004,940900,159.690552
"2022-01-20",161.559998,164.699997,159.529999,162.699997,1067300,161.356674
"2022-01-21",164.080002,165.339996,161.179993,161.389999,910200,160.057495
"2022-01-24",160.800003,162.639999,155.25,159.789993,1417600,158.470703
"2022-01-25",157.779999,159.880005,155.440002,157,1147000,155.703735
"2022-01-26",157.449997,159.470001,154.570007,155.550003,1090300,154.265717
"2022-01-27",156.880005,159.410004,155.660004,156.149994,921300,154.860748
"2022-01-28",156.270004,157.839996,153.360001,157.839996,903300,156.536789
"2022-01-31",157.119995,161.119995,156.679993,160.800003,966500,159.472366
"2022-02-01",161,161.440002,156.570007,158.710007,904800,157.399628
"2022-02-02",158.389999,160.979996,157.240005,160.820007,863100,159.492203
"2022-02-03",159.25,159.740005,157.300003,157.509995,732500,156.209518
"2022-02-04",156.570007,157.309998,153.770004,155.5,895600,154.21611
"2022-02-07",155.699997,156.210007,153.529999,155.419998,942400,154.736832
"2022-02-08",155.5,157.830002,155.059998,155.660004,912000,154.975769
"2022-02-09",156.990005,157.149994,154.429993,155.729996,904800,155.045456
"2022-02-10",152.75,154.259995,150.050003,150.410004,854100,149.748856
"2022-02-11",151.339996,152.270004,148.380005,149.460007,950200,148.803024
"2022-02-14",149.470001,150.910004,146.190002,148.029999,1232400,147.379303
"2022-02-15",149.399994,149.619995,145.389999,146.770004,1849100,146.124847
"2022-02-16",147.059998,147.100006,144.339996,146.289993,1870200,145.646957
"2022-02-17",147.919998,149.149994,144.199997,148.059998,1407700,147.40918
"2022-02-18",147,149.470001,146.240005,148.259995,2489500,147.608292
"2022-02-22",147.160004,149.449997,145.289993,147.830002,1098300,147.180191
"2022-02-23",149.300003,150.059998,146.580002,146.729996,997800,146.085022
"2022-02-24",144.949997,149.039993,144.660004,148.600006,1234100,147.946808
"2022-02-25",149.5,152.770004,148.919998,152.690002,1150000,152.018829
"2022-02-28",152.369995,152.970001,149.279999,151.089996,3606100,150.425858
"2022-03-01",151.289993,153.210007,148.679993,151.020004,1356600,150.356171
"2022-03-02",150.630005,152.529999,150.580002,152.100006,821700,151.431427
"2022-03-03",152.5,155.660004,152.5,154.940002,1084600,154.258942
"2022-03-04",155.039993,161.440002,154.940002,161.039993,1597000,160.332123
"2022-03-07",161.720001,161.990005,158.100006,159.220001,1244400,158.520126
"2022-03-08",157.410004,159.320007,153.520004,154.25,1363200,153.571976
"2022-03-09",155.960007,156.770004,152.610001,153.789993,881200,153.113983
"2022-03-10",153.240005,153.289993,151.149994,153.130005,958700,152.456894
"2022-03-11",153.330002,154.929993,151.259995,152.080002,964500,151.411514
"2022-03-14",153.610001,154.949997,151.639999,152.619995,1013400,151.949127
"2022-03-15",154.960007,156.330002,153.289993,155.949997,677100,155.264496
"2022-03-16",156.059998,156.949997,154.130005,156.149994,985400,155.463608
"2022-03-17",156.119995,158.740005,155.770004,157.429993,638400,156.737976
"2022-03-18",157.970001,160.759995,157.5,158.720001,1800700,158.022324
"2022-03-21",158.100006,159.940002,156.380005,157.009995,657300,156.319824
"2022-03-22",157.110001,157.669998,155.270004,156.580002,876800,155.891724
"2022-03-23",156.669998,157.289993,155.330002,155.600006,760200,154.916046
"2022-03-24",156.039993,158.25,155.610001,158.149994,520800,157.454819
"2022-03-25",158.570007,159.630005,157.830002,159.550003,507100,158.848679
"2022-03-28",160.490005,161.419998,159.460007,161.419998,512700,160.710449
"2022-03-29",163.539993,164.539993,162.690002,164.440002,678500,163.717178
"2022-03-30",164.410004,166.089996,163.020004,165.850006,715200,165.120987
"2022-03-31",165.779999,167.470001,165.520004,165.529999,986900,164.802383
"2022-04-01",165.729996,168.970001,164.339996,168.839996,590500,168.097839
"2022-04-04",168.320007,168.529999,164.619995,166.25,607500,165.519226
"2022-04-05",166.570007,168.649994,166.440002,167.639999,871300,166.903107
"2022-04-06",167.539993,169.440002,167.119995,168.990005,897000,168.247177
"2022-04-07",169.880005,171.770004,167.600006,171.139999,822100,170.387726
"2022-04-08",171.050003,173.869995,169.600006,169.869995,773100,169.123306
"2022-04-11",170,170.809998,168,169.220001,873600,168.476166
"2022-04-12",169,171.119995,168.259995,168.550003,777000,167.809113
"2022-04-13",168.550003,168.949997,166.419998,167.149994,825600,166.415253
"2022-04-14",167.820007,168.679993,166.070007,166.160004,581900,165.429626
"2022-04-18",166.100006,167.139999,161.5,162.440002,635000,161.725967
"2022-04-19",162.889999,164.570007,162.130005,164.380005,582300,163.65744
"2022-04-20",166.039993,169.130005,165.550003,167.559998,783800,166.823456
"2022-04-21",167.960007,169.160004,165.179993,165.309998,942600,164.583344
"2022-04-22",165.490005,166.509995,163.110001,164.199997,993100,163.478226
"2022-04-25",164.800003,164.830002,158.229996,160.809998,820300,160.103134
"2022-04-26",160.479996,161.529999,157.910004,158.259995,726300,157.564331
"2022-04-27",157.399994,159.039993,156.020004,156.240005,921000,155.553223
"2022-04-28",156.380005,161.330002,155.770004,160.679993,786500,159.973694
"2022-04-29",159.179993,159.889999,153.729996,154.080002,1358600,153.402725
"2022-05-02",154.839996,154.929993,147.559998,148.830002,1349300,148.175797
"2022-05-03",149.070007,153.059998,148.960007,149.619995,1111900,148.962311
"2022-05-04",149.990005,152.770004,148.949997,152.5,852500,151.829666
"2022-05-05",151.550003,152.369995,147.110001,148.360001,693300,147.707855
"2022-05-06",146.830002,149.639999,146.639999,149.009995,1110000,148.354996
"2022-05-09",147.279999,147.940002,144.940002,145.789993,953900,145.789993
"2022-05-10",146.009995,148.119995,142.630005,143.550003,1065600,143.550003
"2022-05-11",143.639999,146.220001,143.139999,144.039993,1004000,144.039993
"2022-05-12",144.240005,146.229996,143.740005,145.820007,1255200,145.820007
"2022-05-13",147.029999,147.910004,145.110001,146.479996,710800,146.479996
"2022-05-16",146.339996,148.070007,145.699997,145.970001,780800,145.970001
"2022-05-17",146.729996,146.729996,143.919998,146.410004,664300,146.410004
"2022-05-18",146.449997,147.580002,143.919998,144.279999,676800,144.279999
"2022-05-19",144.070007,145.470001,142.360001,145.050003,940300,145.050003
"2022-05-20",145.830002,146.660004,143.229996,145.570007,2038000,145.570007
"2022-05-23",147.279999,148.619995,146.139999,148.360001,972500,148.360001
"2022-05-24",148.419998,149.100006,144.130005,148.470001,1315500,148.470001
"2022-05-25",147.850006,148.639999,146.309998,146.889999,677200,146.889999
"2022-05-26",148.369995,149.429993,147.809998,148.820007,829700,148.820007
"2022-05-27",148.860001,152.089996,148.389999,151.759995,843700,151.759995
"2022-05-31",150.589996,151.839996,147.320007,151.25,1555900,151.25
"2022-06-01",151.75,153.699997,151.300003,151.919998,1237900,151.919998
"2022-06-02",152.740005,155.279999,150.179993,155.059998,812900,155.059998
"2022-06-03",154.050003,156.460007,153.669998,155.149994,768700,155.149994
"2022-06-06",156.160004,157.270004,154.919998,155.100006,606300,155.100006
"2022-06-07",154.649994,157.210007,153.570007,156.850006,827900,156.850006
"2022-06-08",155.860001,156.389999,152.910004,153.600006,532000,153.600006
"2022-06-09",153.110001,154.850006,150.429993,150.559998,704600,150.559998
"2022-06-10",148.089996,149.800003,146.110001,148.270004,845000,148.270004
"2022-06-13",145.820007,145.869995,140.149994,140.660004,1044500,140.660004
"2022-06-14",140.710007,140.710007,132.160004,133.470001,1299500,133.470001
"2022-06-15",134.690002,137.330002,132.389999,135.020004,1061900,135.020004
"2022-06-16",132.580002,133.360001,129.919998,130.880005,1070000,130.880005
"2022-06-17",129.660004,132.679993,129.449997,131.839996,1640400,131.839996
"2022-06-21",132.899994,135.029999,132.229996,134.440002,953900,134.440002
"2022-06-22",133.160004,138.990005,133.160004,137.009995,897400,137.009995
"2022-06-23",137.979996,144.770004,137.75,144.580002,1136400,144.580002
"2022-06-24",146.029999,148.660004,144.669998,148.339996,1079400,148.339996
"2022-06-27",147.880005,149.199997,147.050003,148.949997,881800,148.949997
"2022-06-28",149.089996,149.509995,144.979996,145.100006,772700,145.100006
"2022-06-29",145.610001,146.270004,144.5,145.820007,671300,145.820007
