"","ED.Open","ED.High","ED.Low","ED.Close","ED.Volume","ED.Adjusted"
"2022-01-06",86.050003,86.139999,84.910004,85.370003,3841800,83.854774
"2022-01-07",85.019997,86.07,84.5,85.669998,3727400,84.149445
"2022-01-10",85.75,86.18,84.489998,84.779999,3870600,83.275246
"2022-01-11",84.75,85.089996,82.099998,83.07,2965500,81.595596
"2022-01-12",82.660004,83.260002,82.330002,83.190002,2147400,81.71347
"2022-01-13",83.139999,84.260002,82.839996,83.940002,1584700,82.450157
"2022-01-14",84,84.230003,82.93,83.519997,2202900,82.037605
"2022-01-18",82.809998,82.940002,81.349998,81.989998,3263300,80.53476
"2022-01-19",82.099998,82.980003,81.599998,82.150002,1976400,80.691925
"2022-01-20",81.879997,82.800003,81.43,82.040001,2727100,80.583878
"2022-01-21",82.639999,83.720001,82.279999,82.660004,4222100,81.192871
"2022-01-24",82.5,83.339996,80.110001,81.989998,3852200,80.53476
"2022-01-25",81.339996,82.709999,81.300003,81.809998,3044400,80.357956
"2022-01-26",81.809998,82.449997,80.779999,81.379997,4293100,79.935593
"2022-01-27",82.150002,83.43,81.900002,82.760002,2890800,81.2911
"2022-01-28",82.760002,84.739998,82.199997,84.629997,2515600,83.127907
"2022-01-31",85,86.550003,84.419998,86.449997,5553800,84.915604
"2022-02-01",86.769997,87.199997,85.129997,86.050003,2343300,84.522705
"2022-02-02",85.709999,87.239998,85.529999,87.150002,1798400,85.60318
"2022-02-03",86.980003,87.669998,86.650002,86.989998,1382700,85.446022
"2022-02-04",86.209999,86.980003,85.269997,86.089996,2578800,84.561989
"2022-02-07",86.209999,86.910004,85.389999,86.599998,1759000,85.062943
"2022-02-08",86.849998,87.110001,86.190002,86.419998,1602400,84.886139
"2022-02-09",86.870003,87.18,86.199997,86.379997,1461700,84.84684
"2022-02-10",85.650002,85.93,83.830002,84.029999,1592100,82.538559
"2022-02-11",84.220001,84.940002,83.75,84.260002,1671200,82.764473
"2022-02-14",84.370003,84.709999,82.110001,83.019997,1902600,81.546478
"2022-02-15",82.620003,82.889999,80.919998,81.360001,1268700,80.683716
"2022-02-16",81.25,81.57,80.110001,81.080002,2466800,80.406044
"2022-02-17",81.269997,81.889999,80.410004,81.449997,1939000,80.772964
"2022-02-18",81.190002,84.800003,81.120003,84.610001,3880200,83.9067
"2022-02-22",84.720001,85.290001,83.290001,84.75,2382100,84.045532
"2022-02-23",85.010002,85.43,84.279999,84.400002,2387200,83.698448
"2022-02-24",83.949997,84.400002,81.540001,83.309998,2479300,82.6175
"2022-02-25",84.279999,86.330002,84,85.940002,1883800,85.225647
"2022-02-28",85.089996,86.129997,84.900002,85.769997,2439400,85.057053
"2022-03-01",86.239998,87.139999,84.309998,85.379997,2122200,84.670296
"2022-03-02",85.510002,87.580002,85.510002,86.910004,1728700,86.187584
"2022-03-03",87,88.410004,86.970001,88.290001,1700500,87.556107
"2022-03-04",88,89.900002,87.839996,89.879997,1754300,89.132889
"2022-03-07",89.919998,90.279999,88.68,90.139999,1809100,89.390732
"2022-03-08",90.449997,90.980003,88.739998,88.75,1546000,88.012283
"2022-03-09",89.529999,89.830002,88.160004,88.379997,1524200,87.645355
"2022-03-10",88.050003,89.699997,88.019997,89.470001,1353200,88.726303
"2022-03-11",89.309998,90.620003,89.160004,89.339996,1405900,88.597374
"2022-03-14",90.040001,90.379997,88.800003,89.519997,1443400,88.775879
"2022-03-15",90.43,90.809998,89.75,90.400002,1545200,89.648567
"2022-03-16",90.139999,90.339996,88.43,89.639999,1651600,88.89489
"2022-03-17",89.769997,90.540001,89.080002,90.010002,1913800,89.26181
"2022-03-18",89.949997,90,88.099998,88.699997,3430900,87.9627
"2022-03-21",89.199997,90.400002,89.150002,89.57,1247600,88.82547
"2022-03-22",89.830002,89.870003,88.449997,89.290001,1441400,88.547798
"2022-03-23",89.510002,90.519997,88.650002,89.940002,1265100,89.192398
"2022-03-24",90.459999,91.43,89.839996,91.410004,1462800,90.650177
"2022-03-25",91.68,92.949997,91.5,92.68,1565300,91.909615
"2022-03-28",92.830002,93.129997,91.75,93.050003,1185100,92.276543
"2022-03-29",93.089996,93.690002,92.510002,93.519997,1284100,92.74263
"2022-03-30",93.650002,94.75,93.209999,94.730003,1352300,93.942581
"2022-03-31",94.68,95.739998,94.440002,94.68,2073600,93.89299
"2022-04-01",94.360001,96.110001,93.599998,96.110001,1906700,95.311104
"2022-04-04",95.720001,95.720001,93.989998,95.449997,1893300,94.656586
"2022-04-05",95.5,97,95.5,96.150002,1545500,95.350777
"2022-04-06",96.589996,98.540001,96.089996,98.400002,1835000,97.582069
"2022-04-07",98.400002,98.650002,97.120003,97.559998,1956000,96.749054
"2022-04-08",98,98.190002,96.519997,97.910004,1546100,97.096146
"2022-04-11",97.129997,97.849998,96.209999,96.599998,1861200,95.797035
"2022-04-12",96.089996,97.980003,95.699997,97.800003,2667200,96.987061
"2022-04-13",98,98.089996,97.059998,97.900002,1792900,97.086227
"2022-04-14",98.260002,98.589996,97.730003,98.029999,1272500,97.215149
"2022-04-18",98.400002,98.610001,96.540001,96.940002,1003300,96.134209
"2022-04-19",97.410004,98.239998,97.080002,98.010002,1132800,97.195313
"2022-04-20",98.650002,99.220001,98.379997,98.410004,1344100,97.591995
"2022-04-21",98.120003,99.129997,97.669998,98.190002,1913500,97.373817
"2022-04-22",98,98.139999,96.330002,96.489998,2026900,95.687943
"2022-04-25",97.010002,97.010002,94.129997,96.050003,1666300,95.25161
"2022-04-26",95.93,97.32,95.129997,95.160004,1436100,94.369003
"2022-04-27",95.260002,96.290001,94.199997,94.730003,1431700,93.942581
"2022-04-28",95.050003,95.949997,94.449997,95.440002,1096800,94.646675
"2022-04-29",95.040001,95.110001,92.620003,92.739998,3999900,91.969116
"2022-05-02",93.610001,93.900002,90.949997,92.010002,1721900,91.245186
"2022-05-03",92.120003,94.239998,92.080002,92.279999,1518600,91.512939
"2022-05-04",92.889999,93.639999,92.349998,93.5,1859800,92.722801
"2022-05-05",93.169998,93.919998,92.18,92.660004,1606100,91.889786
"2022-05-06",91.599998,94.470001,91,93.980003,1747200,93.198814
"2022-05-09",93.389999,95.470001,92.209999,94.379997,2088900,93.595482
"2022-05-10",94.470001,96.019997,91.989998,92.650002,2107400,91.879868
"2022-05-11",93.029999,95.599998,92.720001,94.279999,1662400,93.496315
"2022-05-12",94.339996,94.93,92.949997,94.349998,2167500,93.565735
"2022-05-13",95.010002,95.470001,93.75,95.400002,1735600,94.60701
"2022-05-16",95.699997,96.129997,94.860001,95.040001,1639500,94.25
"2022-05-17",94.889999,95.669998,93.059998,95.5,1589500,95.5
"2022-05-18",95.849998,96.400002,95.019997,95.220001,2151000,95.220001
"2022-05-19",94.970001,94.989998,93.330002,94.82,1991600,94.82
"2022-05-20",95.050003,96.029999,94.379997,95.809998,2400400,95.809998
"2022-05-23",97.449997,98.839996,96.5,97.68,2778300,97.68
"2022-05-24",97.790001,100.480003,97.150002,100.389999,1853100,100.389999
"2022-05-25",100.389999,100.760002,99.709999,100.32,1877800,100.32
"2022-05-26",100.900002,101.120003,99.760002,99.870003,1480100,99.870003
"2022-05-27",99.349998,100.669998,99.25,100.580002,1321800,100.580002
"2022-05-31",99.779999,100.360001,98.830002,99.260002,3889500,99.260002
"2022-06-01",99.330002,99.400002,97.480003,98.629997,1970800,98.629997
"2022-06-02",98.949997,98.989998,96.779999,98.580002,1487700,98.580002
"2022-06-03",98.43,98.690002,97.800003,97.910004,1093800,97.910004
"2022-06-06",98.400002,99.239998,97.669998,98.099998,983900,98.099998
"2022-06-07",97.809998,98.629997,96.800003,98.480003,1810900,98.480003
"2022-06-08",98.099998,98.260002,96.839996,97.040001,1054800,97.040001
"2022-06-09",97.019997,97.309998,94.400002,94.510002,1270700,94.510002
"2022-06-10",93.57,95.879997,93.019997,95.150002,1946400,95.150002
"2022-06-13",94.239998,94.800003,90.639999,91.150002,2157400,91.150002
"2022-06-14",91.239998,91.68,87.580002,88.779999,1922300,88.779999
"2022-06-15",89.300003,89.839996,87.18,88.25,1924800,88.25
"2022-06-16",87.43,89.459999,86.260002,87.669998,2640700,87.669998
"2022-06-17",87.919998,88.279999,86.089996,86.879997,4185900,86.879997
"2022-06-21",86.879997,88.5,86.650002,88.209999,2130800,88.209999
"2022-06-22",87.809998,89.580002,87.730003,88.900002,1732700,88.900002
"2022-06-23",89.080002,91.639999,89.019997,91.309998,1800900,91.309998
"2022-06-24",91.639999,93.18,91.370003,92.93,1667000,92.93
"2022-06-27",92.589996,94.019997,92.25,93.559998,1350600,93.559998
"2022-06-28",93.980003,94.769997,93.82,94.120003,1575100,94.120003
"2022-06-29",94.230003,95.110001,94.230003,94.720001,1257200,94.720001
