"","ROST.Open","ROST.High","ROST.Low","ROST.Close","ROST.Volume","ROST.Adjusted"
"2022-01-05",113.330002,113.769997,109.599998,109.660004,2345100,108.863144
"2022-01-06",110.400002,110.620003,108.300003,109.440002,1844400,108.644737
"2022-01-07",108.669998,108.669998,104.900002,104.989998,2999200,104.227074
"2022-01-10",104.32,104.419998,100.940002,103.120003,4096400,102.370659
"2022-01-11",102.959999,107.07,102.599998,106.93,2645100,106.152977
"2022-01-12",107.610001,108.669998,104.559998,105.440002,2260900,104.673805
"2022-01-13",105.739998,106.330002,104.449997,104.730003,1960700,103.968964
"2022-01-14",103.82,104.139999,100.559998,102.269997,3552200,101.526833
"2022-01-18",100.980003,101.150002,98.790001,99.209999,4103200,98.489075
"2022-01-19",99.959999,100.93,98.860001,99.029999,2118500,98.310379
"2022-01-20",99.419998,100.860001,97.150002,97.43,2379800,96.722008
"2022-01-21",97.489998,98.68,95.050003,95.43,3086000,94.736534
"2022-01-24",93.599998,98.449997,92.940002,98.25,4575900,97.536041
"2022-01-25",95.910004,97.949997,94.290001,96.610001,3139100,95.907967
"2022-01-26",97.279999,99.32,94,94.760002,3125200,94.071411
"2022-01-27",96.379997,97.82,94.419998,94.870003,2214700,94.180618
"2022-01-28",94.349998,95.830002,92.550003,95.769997,4187700,95.074059
"2022-01-31",95.110001,97.949997,94.900002,97.75,2891500,97.03968
"2022-02-01",98.260002,99.139999,97.519997,98.540001,3762500,97.823944
"2022-02-02",98.980003,99.410004,96.620003,97.330002,2966300,96.622734
"2022-02-03",97.019997,97.279999,94.290001,94.379997,3057100,93.694168
"2022-02-04",93.510002,94.870003,92.099998,94.160004,3617800,93.475769
"2022-02-07",94.550003,95.089996,92.970001,93.349998,2512900,92.671654
"2022-02-08",93.800003,96.150002,93.139999,95.480003,2161600,94.786179
"2022-02-09",96.879997,97.959999,96.559998,97.419998,2827100,96.712074
"2022-02-10",94.32,98.010002,94.32,96.57,2470000,95.868256
"2022-02-11",96.489998,97.029999,93.940002,94.269997,2187700,93.584961
"2022-02-14",94.910004,95.690002,93.330002,94.269997,2320400,93.584961
"2022-02-15",95.599998,96.589996,94.940002,96.190002,2565200,95.49102
"2022-02-16",95.779999,96.529999,94.449997,95.699997,2431600,95.004578
"2022-02-17",94.379997,95.620003,91.349998,91.75,3101500,91.083282
"2022-02-18",91.440002,94.209999,91.260002,93.470001,3260000,92.790779
"2022-02-22",93.32,95.510002,91.900002,92.239998,3364800,91.569717
"2022-02-23",89.529999,90.309998,86.529999,88.019997,5274900,87.380379
"2022-02-24",86.720001,90.790001,86.150002,90.639999,4279900,89.981346
"2022-02-25",91,92.959999,89.769997,92.730003,2525100,92.056168
"2022-02-28",91.199997,91.970001,90.220001,91.389999,3177700,90.725899
"2022-03-01",91,91.919998,88.959999,89.550003,4002500,88.899269
"2022-03-02",95.160004,97.610001,94.080002,95,5477000,94.309669
"2022-03-03",94.93,94.93,92.160004,93.529999,3266600,92.850349
"2022-03-04",92.690002,93.040001,88.870003,89.440002,4347900,88.79007
"2022-03-07",89.739998,89.940002,85.089996,85.120003,4641900,84.501465
"2022-03-08",85.480003,88.739998,84.440002,85.860001,3160200,85.236076
"2022-03-09",88.279999,89.300003,86.629997,88.57,3488200,87.926384
"2022-03-10",87.040001,89.800003,86.309998,89.599998,2235100,88.948898
"2022-03-11",90.709999,91.099998,87.599998,87.760002,2228200,87.122276
"2022-03-14",88.290001,88.730003,85.580002,85.760002,2063100,85.438606
"2022-03-15",87.459999,88.580002,86.07,87.459999,2744000,87.132233
"2022-03-16",88.620003,91.349998,88.400002,91.339996,3376600,90.997696
"2022-03-17",90.339996,92.589996,90.050003,92.209999,2467400,91.864433
"2022-03-18",91.389999,93.470001,90.769997,93.330002,4463400,92.98024
"2022-03-21",93.830002,94.25,90.440002,91.07,2095200,90.728706
"2022-03-22",91.900002,93.379997,91.099998,91.68,2008000,91.336418
"2022-03-23",90.989998,91.07,88.940002,89.739998,2858800,89.403687
"2022-03-24",90.349998,90.720001,89.150002,90.419998,1739400,90.081139
"2022-03-25",91.279999,91.540001,88.629997,90.220001,2284200,89.881897
"2022-03-28",90.330002,91.589996,89.400002,91.559998,1496500,91.216866
"2022-03-29",93.18,95.940002,93.139999,95.550003,2467100,95.191925
"2022-03-30",94.540001,94.830002,92.449997,92.610001,2188100,92.262939
"2022-03-31",92.169998,92.800003,90.400002,90.459999,2927900,90.120995
"2022-04-01",91.339996,91.480003,89.949997,90.610001,2160700,90.270432
"2022-04-04",90.989998,93.540001,90.309998,93.169998,2416800,92.820839
"2022-04-05",92.199997,94.080002,90.980003,93.150002,2451800,92.800911
"2022-04-06",91.410004,95.110001,91.07,94.190002,3356700,93.837021
"2022-04-07",93.239998,95.82,92.18,95.349998,2811100,94.992668
"2022-04-08",95.190002,98.309998,95.110001,96.839996,2722400,96.477081
"2022-04-11",99.160004,102.5,98.849998,99.709999,3994400,99.336327
"2022-04-12",100.260002,103.519997,100.260002,102.190002,4825600,101.807037
"2022-04-13",102.519997,104.059998,102.459999,102.93,2300100,102.544258
"2022-04-14",102.699997,104.690002,102.699997,103.080002,2165800,102.693703
"2022-04-18",102.410004,105.019997,102.300003,104.489998,2969700,104.098412
"2022-04-19",104.379997,107.849998,104.330002,107.360001,3030200,106.957657
"2022-04-20",107.919998,109.349998,107.809998,108.410004,2072700,108.003731
"2022-04-21",109.410004,110.419998,106.769997,107.18,2536800,106.778336
"2022-04-22",105.949997,106.410004,103.290001,103.459999,2430100,103.072273
"2022-04-25",103.18,105.879997,101.970001,105.610001,2748200,105.214218
"2022-04-26",104.279999,105.199997,102.970001,103.029999,2425000,102.643883
"2022-04-27",102.720001,102.970001,100.360001,101.25,2648000,100.87056
"2022-04-28",102.440002,104.489998,101.370003,104.169998,2373300,103.77961
"2022-04-29",102.519997,103.279999,99.5,99.769997,2696800,99.396103
"2022-05-02",100.400002,101.730003,98.879997,101.32,3059100,100.940292
"2022-05-03",101.620003,101.68,98.82,100.449997,2449700,100.073555
"2022-05-04",100.489998,104.209999,98.919998,103.919998,2449200,103.530548
"2022-05-05",102.400002,103.309998,98.480003,99.889999,2719500,99.515656
"2022-05-06",99.129997,99.220001,95.07,96.239998,3446300,95.879333
"2022-05-09",95.5,96.349998,93.029999,93.410004,3225500,93.059944
"2022-05-10",94.68,95.120003,87.82,89.620003,5568400,89.284142
"2022-05-11",89.099998,90.489998,87.68,87.849998,3338000,87.520775
"2022-05-12",87.150002,89.68,86.959999,89.120003,3092000,88.786018
"2022-05-13",90.029999,92.199997,89.709999,92.059998,2701800,91.714996
"2022-05-16",91.529999,92.370003,90.050003,91.809998,2563900,91.465935
"2022-05-17",91.5,93.150002,89.360001,93.059998,3958400,92.71125
"2022-05-18",95.360001,98.410004,92.160004,92.800003,7013200,92.452225
"2022-05-19",92.029999,94.669998,91.209999,92.699997,7356600,92.352592
"2022-05-20",70,74.650002,69.75,71.870003,34575500,71.600662
"2022-05-23",72.269997,79.800003,72.239998,78.75,12789900,78.45488
"2022-05-24",77.709999,78.589996,75.580002,77.610001,6149500,77.319153
"2022-05-25",77.360001,82.57,76.589996,81.360001,4410400,81.055099
"2022-05-26",82.400002,87.32,82.379997,86.989998,5308700,86.663994
"2022-05-27",87.370003,89.220001,86.089996,87.309998,3767500,86.982796
"2022-05-31",86.349998,86.449997,84.129997,85.019997,4228700,84.701378
"2022-06-01",85.400002,85.75,82.360001,82.660004,3805800,82.350227
"2022-06-02",82.5,83.790001,81.900002,83.209999,3585300,82.898163
"2022-06-03",82.5,83.970001,82.25,82.720001,3059400,82.410004
"2022-06-06",82.919998,83.25,81.120003,81.330002,2676000,81.330002
"2022-06-07",79.459999,81.410004,78.93,80.510002,3671800,80.510002
"2022-06-08",80.57,83.230003,79.690002,81.050003,2557300,81.050003
"2022-06-09",80.150002,80.879997,79.68,79.760002,2719700,79.760002
"2022-06-10",78.330002,79.349998,77.150002,77.199997,3983400,77.199997
"2022-06-13",75.260002,75.959999,74.459999,74.830002,4753300,74.830002
"2022-06-14",74.959999,75.720001,73.360001,74,3113300,74
"2022-06-15",74.75,76.970001,74.75,76,2616400,76
"2022-06-16",74.160004,74.459999,72.949997,73.610001,3303200,73.610001
"2022-06-17",73.709999,75.709999,73.43,74.760002,5539300,74.760002
"2022-06-21",75.620003,76.309998,74.309998,75.099998,3204600,75.099998
"2022-06-22",73.910004,74.769997,72.510002,72.809998,3335100,72.809998
"2022-06-23",73.290001,74.279999,72.220001,73.980003,2821900,73.980003
"2022-06-24",74.989998,78.269997,74.690002,77.529999,10913200,77.529999
"2022-06-27",77.510002,78.279999,75.839996,76.339996,2123200,76.339996
"2022-06-28",76.610001,77.309998,72.660004,72.779999,3612500,72.779999
"2022-06-29",72.400002,72.709999,71.480003,71.809998,2807200,71.809998
