"","TXN.Open","TXN.High","TXN.Low","TXN.Close","TXN.Volume","TXN.Adjusted"
"2022-01-04",191,192.100006,188.199997,190.800003,4137500,187.032822
"2022-01-05",190.410004,191.610001,186.649994,186.820007,5047400,183.131393
"2022-01-06",186.669998,188.520004,185.789993,186.759995,4502600,183.072586
"2022-01-07",181.970001,184.059998,178.899994,179.440002,7414200,175.897125
"2022-01-10",177.899994,183.229996,176.880005,182.960007,7195800,179.34761
"2022-01-11",182.5,186.080002,181.210007,184.639999,5239300,180.994446
"2022-01-12",186,187.339996,184.399994,186.029999,4240100,182.356995
"2022-01-13",188.970001,189.630005,183.610001,184.149994,5361100,180.514114
"2022-01-14",183.259995,187.199997,183,187.009995,4731400,183.317627
"2022-01-18",183.610001,184.360001,181.259995,182.279999,7382800,178.681046
"2022-01-19",183.440002,183.580002,178.190002,178.300003,5207300,174.779617
"2022-01-20",178.779999,180.559998,173.380005,173.449997,6057800,170.025375
"2022-01-21",174.059998,179.550003,173.330002,175.639999,11527900,172.172119
"2022-01-24",175.779999,178.619995,171.119995,178.339996,11717600,174.818817
"2022-01-25",174.910004,178.009995,173.039993,173.960007,8157600,170.525314
"2022-01-26",182.270004,183.25,176.179993,178.330002,12852700,174.809036
"2022-01-27",180.899994,181.020004,173.100006,174.809998,6752900,171.358521
"2022-01-28",173.809998,177.470001,169.389999,177.289993,7322100,174.940414
"2022-01-31",177.679993,179.639999,175.839996,179.490005,6980800,177.111252
"2022-02-01",179.589996,181.669998,176.630005,181.289993,6233700,178.887405
"2022-02-02",181.550003,188.25,181.490005,187.839996,8993800,185.350601
"2022-02-03",185.240005,186.550003,174.880005,175.589996,11691400,173.262955
"2022-02-04",172.479996,172.770004,167.509995,171.419998,11408600,169.148209
"2022-02-07",172.479996,172.5,168.910004,169.949997,6418900,167.697693
"2022-02-08",170.029999,173.190002,168.5,172.630005,4622000,170.342178
"2022-02-09",174.270004,177.199997,173.059998,176.710007,7140600,174.368118
"2022-02-10",172.160004,176.830002,169.740005,170.660004,7583400,168.398285
"2022-02-11",169.929993,171.360001,163.649994,164.399994,7564200,162.221237
"2022-02-14",163.940002,165.649994,161.039993,162.470001,7468000,160.316833
"2022-02-15",164.809998,166.770004,164.080002,166.169998,6969700,163.967789
"2022-02-16",164.789993,168.960007,164.229996,168.240005,4594300,166.010361
"2022-02-17",166.070007,167.389999,164.199997,164.649994,6807700,162.467926
"2022-02-18",165.25,168.110001,164.039993,166.740005,6359100,164.530243
"2022-02-22",166.059998,171.139999,165.009995,166.690002,7293800,164.480896
"2022-02-23",168.020004,169.960007,165.369995,165.639999,5893900,163.444809
"2022-02-24",163.779999,169.929993,161.190002,169.589996,7754800,167.342453
"2022-02-25",169.729996,170.970001,167.139999,170.820007,4830100,168.556168
"2022-02-28",168.630005,170.539993,166.990005,169.990005,5656600,167.737167
"2022-03-01",169.360001,170.009995,164.369995,167.289993,6049600,165.072937
"2022-03-02",168.490005,171.509995,167.839996,170.100006,5304100,167.845703
"2022-03-03",171.720001,172.75,169.309998,171,5154200,168.73378
"2022-03-04",169.479996,171.759995,168.139999,169.979996,6804700,167.727295
"2022-03-07",170.860001,170.970001,164.759995,164.889999,7064800,162.704742
"2022-03-08",164.830002,172.699997,162.389999,167.339996,7486500,165.122284
"2022-03-09",172.600006,173.990005,169.440002,172.460007,6047300,170.174438
"2022-03-10",169.479996,173.419998,168.589996,172.75,6079100,170.460587
"2022-03-11",173.899994,175.429993,169.940002,170.360001,4869700,168.102249
"2022-03-14",169.960007,171.649994,166.089996,166.720001,4863200,164.510498
"2022-03-15",168.580002,172.639999,167.889999,172.320007,5138600,170.036285
"2022-03-16",173.759995,176.470001,171.429993,176.330002,5660400,173.993134
"2022-03-17",175.839996,178.479996,175.240005,178.470001,4930700,176.104782
"2022-03-18",178.199997,180.350006,175.740005,180.100006,9031500,177.713181
"2022-03-21",179.289993,181.210007,177.729996,180.460007,5030600,178.068405
"2022-03-22",180.880005,182.740005,180,182.350006,3802900,179.933365
"2022-03-23",182,183,179.029999,179.080002,4821100,176.706696
"2022-03-24",180.339996,184.330002,179.630005,184.210007,4169400,181.768707
"2022-03-25",184.669998,186.199997,183.199997,184.899994,3738800,182.449554
"2022-03-28",183.160004,185.789993,182.009995,185.679993,3117000,183.219223
"2022-03-29",187.970001,191.339996,187.289993,191.009995,5835700,188.478592
"2022-03-30",190,190.899994,186.710007,187.449997,3865700,184.965759
"2022-03-31",188.130005,188.619995,183.179993,183.479996,7170700,181.04837
"2022-04-01",184.429993,184.880005,179.75,182.080002,4631700,179.666931
"2022-04-04",181.550003,183.350006,180.570007,182.710007,4644800,180.288589
"2022-04-05",181.630005,181.850006,176.369995,177.179993,6956500,174.831863
"2022-04-06",175,179.610001,174.820007,177.25,6932900,174.900955
"2022-04-07",176.25,178.929993,175.300003,177.600006,4178500,175.246307
"2022-04-08",177.190002,177.300003,173.830002,174.110001,4504500,171.802567
"2022-04-11",172.770004,174.440002,171.779999,171.940002,4347800,169.661316
"2022-04-12",175.419998,176.369995,172.389999,173,4550800,170.707275
"2022-04-13",173.309998,175.490005,172.410004,175.110001,5229100,172.789307
"2022-04-14",174.910004,176.110001,173.529999,173.660004,4578500,171.358536
"2022-04-18",173,177.580002,173,176.559998,3564000,174.220078
"2022-04-19",175.410004,179.339996,175.229996,179.059998,4671900,176.686966
"2022-04-20",181.600006,183.660004,179.080002,179.419998,4553700,177.042175
"2022-04-21",181.360001,183.240005,176.770004,177.229996,4735000,174.88121
"2022-04-22",177.309998,177.630005,172.929993,173.309998,6355900,171.013168
"2022-04-25",173.059998,175.169998,171.669998,173.910004,8737600,171.605209
"2022-04-26",171.429993,172.490005,168.369995,168.440002,9591700,166.207703
"2022-04-27",160.550003,171.919998,160.5,169.389999,12570400,167.145111
"2022-04-28",170.059998,176.880005,169.990005,175.850006,8233600,173.519516
"2022-04-29",174.039993,176.029999,169.929993,170.25,6698600,167.993713
"2022-05-02",170.550003,174.119995,168.080002,174,5851500,171.694016
"2022-05-03",173.880005,174.789993,172,172.539993,5438600,170.253372
"2022-05-04",173.179993,176.869995,167.330002,176.229996,10311500,173.894455
"2022-05-05",174.399994,174.979996,168.649994,170.279999,7740400,168.023315
"2022-05-06",167.839996,170.080002,165.740005,167.449997,5724800,166.354309
"2022-05-09",166.110001,168.460007,164.100006,164.940002,7929700,163.860733
"2022-05-10",168.380005,170.839996,166.300003,168.240005,7033300,167.139145
"2022-05-11",166.729996,170.339996,164.240005,164.690002,5892800,163.612366
"2022-05-12",163.889999,166.449997,162.669998,165.899994,5936100,164.814438
"2022-05-13",168.410004,170.679993,167.580002,169.740005,5329900,168.629333
"2022-05-16",168.070007,170.139999,166.830002,168.5,3648900,167.39743
"2022-05-17",172.100006,175.110001,171.320007,174.979996,5851300,173.835037
"2022-05-18",173.399994,174.910004,169.679993,170.300003,5747200,169.185669
"2022-05-19",169.860001,170.740005,167.160004,167.619995,5399600,166.523193
"2022-05-20",168.600006,170.300003,164.210007,169.809998,6278300,168.698868
"2022-05-23",170.270004,170.889999,168.229996,169.929993,5384100,168.818069
"2022-05-24",168.289993,169.479996,166.369995,167.860001,5121700,166.761627
"2022-05-25",168.089996,170.979996,167.009995,170.009995,4712100,168.897552
"2022-05-26",170.320007,174.830002,169.289993,174.130005,4536600,172.990601
"2022-05-27",175.520004,178.350006,175.520004,177.970001,5857900,176.805466
"2022-05-31",176.740005,178.289993,173.809998,176.759995,9408000,175.603378
"2022-06-01",177.509995,177.589996,172.699997,174.419998,4681600,173.278702
"2022-06-02",174,176.800003,172.389999,176.720001,6521600,175.563644
"2022-06-03",174.869995,175.5,171.990005,172.330002,4485500,171.202377
"2022-06-06",173.649994,174.259995,167.380005,167.759995,5603800,166.662277
"2022-06-07",166.119995,170.080002,165.240005,169.850006,4416100,168.738617
"2022-06-08",169.75,169.75,164.770004,165.369995,5112600,164.287918
"2022-06-09",165.009995,166.729996,161.460007,161.580002,5353200,160.52272
"2022-06-10",159.160004,160.429993,157.679993,157.779999,6511000,156.747574
"2022-06-13",154.899994,156.929993,153.139999,153.529999,7765000,152.525391
"2022-06-14",155.149994,155.940002,153.039993,154.080002,4772600,153.071793
"2022-06-15",155.720001,157.910004,153.320007,155.919998,5442100,154.89975
"2022-06-16",151.520004,152.559998,150.199997,151.369995,6843700,150.379517
"2022-06-17",151.839996,153.210007,149.100006,150.199997,11262500,149.217178
"2022-06-21",151.820007,154.580002,151.729996,153.460007,6283100,152.455856
"2022-06-22",151.960007,153.940002,151.160004,152.600006,4242900,151.601486
"2022-06-23",152.830002,153.210007,149.25,151.139999,4318200,150.151031
"2022-06-24",153.009995,156.130005,152.490005,155.949997,6425900,154.92955
"2022-06-27",156.990005,157.619995,155.130005,155.619995,5762300,154.601715
"2022-06-28",156.740005,158.990005,154.080002,154.160004,4687500,153.151276
"2022-06-29",152.440002,153.289993,150.940002,152.779999,4348300,151.780304
