"","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"2022-01-04",145.395996,146.485001,143.716507,144.399506,28400000,144.399506
"2022-01-05",144.419998,144.499496,137.688004,137.774994,54618000,137.774994
"2022-01-06",136.998505,139.940002,136.558502,137.747498,37348000,137.747498
"2022-01-07",138.145493,138.448502,135.766495,137.016998,29760000,137.016998
"2022-01-10",135.078003,138.819504,133.164505,138.669495,44408000,138.669495
"2022-01-11",138.007004,140.216003,136.692505,139.735992,28730000,139.735992
"2022-01-12",141.149994,142.608002,140.694504,141.430496,26108000,141.430496
"2022-01-13",141.539993,142.850006,138.408997,138.587006,31436000,138.587006
"2022-01-14",137.078995,140.742004,136.998505,139.480499,29662000,139.480499
"2022-01-18",136.175003,137.1315,135.438507,135.998001,34872000,135.998001
"2022-01-19",136.523499,137.959503,135.015503,135.116501,28648000,135.116501
"2022-01-20",136.25,137.626007,132.964493,133.307495,29908000,133.307495
"2022-01-21",132.593506,134.865494,130.086502,130.351501,55652000,130.351501
"2022-01-24",125.977997,131.203003,124.5,130.804001,76622000,130.804001
"2022-01-25",128.740005,129.399002,126.500504,126.934998,46960000,126.934998
"2022-01-26",131.119003,133,127.141998,129.233002,49130000,129.233002
"2022-01-27",131.304001,132.652496,128.932495,129.005005,31950000,129.005005
"2022-01-28",129.658997,133.356506,128.485001,133.350998,34362000,133.350998
"2022-01-31",134.162003,135.473007,132.209503,135.303497,39986000,135.303497
"2022-02-01",137.594498,137.792999,134.3685,137.643997,68644000,137.643997
"2022-02-02",151.25,151.546494,145.522507,148,123200000,148
"2022-02-03",145.705505,149.675003,142.665497,143.089996,71518000,143.089996
"2022-02-04",143.444504,144.875,140.514999,143.292999,57998000,143.292999
"2022-02-07",144.25,144.25,138.899994,139.201004,54974000,139.201004
"2022-02-08",139.026505,140,137.014008,139.399002,54284000,139.399002
"2022-02-09",140.963501,142.524506,140.186996,141.591995,40144000,141.591995
"2022-02-10",139.703506,141.484497,137.957001,138.619995,39330000,138.619995
"2022-02-11",138.600006,139.156494,133.399994,134.282501,39958000,134.282501
"2022-02-14",133.2565,136.300003,133.2565,135.526001,34302000,135.526001
"2022-02-15",137.570496,138.108505,135.821503,136.608505,26680000,136.608505
"2022-02-16",136.6465,138.085999,134.923996,137.738007,25022000,137.738007
"2022-02-17",136.242996,137.113495,132.4785,132.539001,38950000,132.539001
"2022-02-18",133.466995,134.070007,130.196503,130.403,45620000,130.403
"2022-02-22",129.837997,132.180496,128.223495,129.813507,44990000,129.813507
"2022-02-23",131.648499,132.050995,127.527496,127.587997,32786000,127.587997
"2022-02-24",124.953499,133,124.953499,132.690994,54456000,132.690994
"2022-02-25",133.552002,135.2715,131.751495,134.459503,36406000,134.459503
"2022-02-28",133.050003,135.751495,132.592499,135.057007,38864000,135.057007
"2022-03-01",134.878494,136.255493,133.218506,134.061493,26496000,134.061493
"2022-03-02",134.628006,135.262497,133.071503,134.571503,23520000,134.571503
"2022-03-03",136.009995,136.439499,133.025497,133.899506,24604000,133.899506
"2022-03-04",132.927505,133.851501,130.337494,131.906494,30430000,131.906494
"2022-03-07",131.488007,131.735001,126.294998,126.378502,45112000,126.378502
"2022-03-08",126.25,131.25,125.6745,127.1045,40428000,127.1045
"2022-03-09",131.25,133.735504,129.900497,133.419998,37026000,133.419998
"2022-03-10",131.266006,133.272003,130.912506,132.429504,27102000,132.429504
"2022-03-11",133.488495,133.795502,129.6315,129.870499,31526000,129.870499
"2022-03-14",130.25,130.408997,125.275002,125.950996,38812000,125.950996
"2022-03-15",126.975998,129.854507,125.720497,129.197998,30920000,129.197998
"2022-03-16",130.733002,133.332993,128.734497,133.280502,35576000,133.280502
"2022-03-17",133.149002,134.080505,132.184998,133.839005,28264000,133.839005
"2022-03-18",133.4245,136.244003,132.258499,136.125504,44566000,136.125504
"2022-03-21",136.163498,137.050003,134.092499,136.101501,26832000,136.101501
"2022-03-22",136.101501,141.050003,136.101501,139.867996,35496000,139.867996
"2022-03-23",138.702499,139.588501,137.835007,138.275497,25154000,138.275497
"2022-03-24",139.199997,141.619003,137.750504,141.572006,26396000,141.572006
"2022-03-25",141.916,142.035004,139.737503,141.673004,24126000,141.673004
"2022-03-28",140.900497,142.002502,139.811493,141.455505,35050000,141.455505
"2022-03-29",142.647507,143.793503,142.038498,142.505493,34318000,142.505493
"2022-03-30",142.460007,142.720505,141.600006,141.938507,19884000,141.938507
"2022-03-31",142.052994,142.108002,139.024506,139.067505,37524000,139.067505
"2022-04-01",139.5,140.470993,138.307495,140.150497,25942000,140.150497
"2022-04-04",140.358505,143.712006,140.310501,142.971497,25942000,142.971497
"2022-04-05",142.869003,142.990494,140.382507,140.591003,21418000,140.591003
"2022-04-06",138.75,139.360504,135.516998,136.548004,32468000,136.548004
"2022-04-07",136.009995,137.164505,134.227493,135.888504,26234000,135.888504
"2022-04-08",135.583496,135.669998,132.9655,133.287506,25142000,133.287506
"2022-04-11",131.823502,132.092499,128.668503,128.823502,36884000,128.823502
"2022-04-12",131.600006,131.600006,126.789001,127.7145,32710000,127.7145
"2022-04-13",128,130.334,127.740997,129.893997,27928000,129.893997
"2022-04-14",130.479507,130.479507,126.600998,126.730003,31598000,126.730003
"2022-04-18",127,128.212494,126.181999,127.676498,20808000,127.676498
"2022-04-19",127.691498,130.332993,126.999496,130.009003,26490000,130.009003
"2022-04-20",130.891998,131.399002,127.5,128.039993,31696000,128.039993
"2022-04-21",129.25,130.098495,124.526497,124.814499,36446000,124.814499
"2022-04-22",125,125.402,118.925003,119.635498,56884000,119.635498
"2022-04-25",119.100998,123.277496,118.511002,123.073997,46128000,123.073997
"2022-04-26",122.294502,122.510002,118.511002,118.650002,73054000,118.650002
"2022-04-27",114.469498,117.241997,112.736504,114.294502,91820000,114.294502
"2022-04-28",116.415001,119.649498,114.114998,118.522499,48884000,118.522499
"2022-04-29",116.734497,117.919998,113.814499,114.109497,42676000,114.109497
"2022-05-02",113.404999,116.745499,112.599998,116.583,35534000,116.583
"2022-05-03",116.430496,118.442001,116.0345,117.334,24968000,117.334
"2022-05-04",117.031502,122.8545,115.115997,122.261002,49916000,122.261002
"2022-05-05",120.204002,121.039001,115.005501,116.505501,45840000,116.505501
"2022-05-06",115.184502,117.571503,114.015503,115.746498,39710000,115.746498
"2022-05-09",113.25,115.077003,112.000504,112.511002,40802000,112.511002
"2022-05-10",115.5075,116.25,112.900497,114.394997,39900000,114.394997
"2022-05-11",113.236504,116.364502,113.236504,113.602501,37534000,113.602501
"2022-05-12",111.377502,114.294998,109.824501,112.844002,53836000,112.844002
"2022-05-13",114.532997,117.875,113.605003,116.050499,35038000,116.050499
"2022-05-16",114.955498,116.169998,113.889503,114.445,25990000,114.445
"2022-05-17",116.8405,116.900002,114.870003,116.473,23054000,116.473
"2022-05-18",115,115.400002,111.555496,111.899498,35126000,111.899498
"2022-05-19",111.431503,113.010002,110,110.384003,34144000,110.384003
"2022-05-20",111.950996,112.183502,105.796501,108.907997,48962000,108.907997
"2022-05-23",109.587502,112.147499,108.740997,111.487999,37184000,111.487999
"2022-05-24",105.772003,106.458504,101.884499,105.970001,76780000,105.970001
"2022-05-25",104.985497,106.5,103.856499,105.805,40258000,105.805
"2022-05-26",105.677002,108.649498,105.224998,107.792503,37948000,107.792503
"2022-05-27",109.483002,112.318001,109.138496,112.316498,37914000,112.316498
"2022-05-31",112.746498,115.735001,112.078499,113.762001,50012000,113.762001
"2022-06-01",114.855003,117.101501,113.25,113.891998,36606000,113.891998
"2022-06-02",114,117.899498,112.946503,117.622498,37992000,117.622498
"2022-06-03",116.0625,116.321503,113.518501,114.541,26136000,114.541
"2022-06-06",116.704498,119.347,116.164001,116.820503,33542000,116.820503
"2022-06-07",115.480499,117.691002,115.052002,117.149498,31590000,117.149498
"2022-06-08",116.761497,118.570503,116.599998,117.194,26108000,117.194
"2022-06-09",116.327499,118.299004,114.776001,114.835503,25798000,114.835503
"2022-06-10",112.445,113.278999,110.365997,111.161499,41452000,111.161499
"2022-06-13",106.786499,108.791496,106.119003,106.392502,47252000,106.392502
"2022-06-14",106.535004,107.9245,105.800003,106.7155,33706000,106.7155
"2022-06-15",108.544998,111.4235,107.669502,109.764503,39698000,109.764503
"2022-06-16",107.221001,108.648499,105.138,106.033501,51684000,106.033501
"2022-06-17",106.033501,108.699501,105.045998,107.143501,51376000,107.143501
"2022-06-21",108.929497,112.489502,108.599998,111.543999,47416000,111.543999
"2022-06-22",110.556503,113.346497,110.3825,111.487503,30774000,111.487503
"2022-06-23",112.231499,112.7425,110.500504,112.241997,28362000,112.241997
"2022-06-24",112.995003,118.079002,112.952499,117.974998,41164000,117.974998
"2022-06-27",118.273003,118.579498,115.179497,115.833504,36420000,115.833504
"2022-06-28",115.802498,117.309502,111.848,112.0075,35792000,112.0075
"2022-06-29",111.552002,113.1605,110.872498,111.7015,24716000,111.7015
