"","FANG.Open","FANG.High","FANG.Low","FANG.Close","FANG.Volume","FANG.Adjusted"
"2022-01-06",122.949997,124.419998,121.129997,123.650002,3343300,120.215317
"2022-01-07",124,124.690002,120.220001,121.519997,2441400,118.144485
"2022-01-10",121.599998,121.82,117.68,121.349998,2356800,117.97921
"2022-01-11",122.220001,124.919998,118.889999,124.360001,3423500,120.905594
"2022-01-12",125.610001,125.690002,122.279999,124.57,3475000,121.109764
"2022-01-13",124.190002,127.269997,123.529999,124.080002,2634300,120.633377
"2022-01-14",124.599998,129.339996,124.599998,129.210007,1942200,125.62088
"2022-01-18",130.389999,131.75,123.800003,125.940002,4453700,122.441719
"2022-01-19",127.010002,127.800003,123.510002,125.709999,2098600,122.218102
"2022-01-20",123.050003,129.169998,121.699997,121.910004,2670500,118.523659
"2022-01-21",119.220001,120.760002,115.419998,117.989998,3212200,114.71254
"2022-01-24",112.980003,120.139999,109.209999,119.419998,3537000,116.102814
"2022-01-25",118.580002,128.130005,115.190002,126.980003,3375500,123.452827
"2022-01-26",129.720001,131.589996,125.150002,127.400002,3170400,123.861153
"2022-01-27",131.5,134.059998,126.010002,128.639999,2673700,125.066711
"2022-01-28",129.259995,130.529999,125.059998,128.720001,2358700,125.144493
"2022-01-31",128,129.619995,125.199997,126.160004,2421900,122.655602
"2022-02-01",124.82,131.229996,122.599998,130.210007,3556400,126.593109
"2022-02-02",129.990005,131.820007,127.239998,130.970001,2201100,127.331993
"2022-02-03",129.429993,130.600006,126.739998,129.389999,1822000,125.795876
"2022-02-04",131.639999,135.699997,130.830002,132.059998,2799500,128.391708
"2022-02-07",131,133.089996,128.460007,130.179993,2070100,126.563927
"2022-02-08",129.149994,129.610001,122.080002,124.370003,3257900,120.915329
"2022-02-09",124.489998,129.490005,124.489998,128.880005,1794100,125.300056
"2022-02-10",128.089996,134.089996,127.559998,130.419998,2416700,126.797264
"2022-02-11",131.820007,136.550003,129.910004,135.570007,3674500,131.804214
"2022-02-14",134.080002,135.5,128.919998,130.470001,2986200,126.845879
"2022-02-15",126,128.410004,123.120003,127.879997,2331200,124.32782
"2022-02-16",129.080002,133.610001,128.190002,129.820007,2270900,126.213936
"2022-02-17",129.619995,132.949997,129.130005,129.690002,1933200,126.087555
"2022-02-18",128,132.479996,127.379997,131.470001,2856800,127.8181
"2022-02-22",134.949997,136.320007,126.25,128.029999,4222400,124.473656
"2022-02-23",129.559998,134.600006,127.720001,129.559998,3944000,125.961159
"2022-02-24",133.119995,133.169998,123.160004,127.889999,4639500,124.337547
"2022-02-25",127.57,133.979996,127.57,133.270004,3169100,129.5681
"2022-02-28",132.25,138.470001,131.259995,138.100006,3783500,134.263931
"2022-03-01",139.669998,142.089996,133.960007,136.830002,3782000,133.029205
"2022-03-02",140.190002,140.229996,135.440002,136.669998,2960700,132.873657
"2022-03-03",133.850006,135.940002,132.970001,134.119995,2327100,130.969452
"2022-03-04",134.5,139.580002,134.300003,137.800003,3083700,134.563019
"2022-03-07",139.110001,140.229996,130.369995,134.440002,4263200,131.281952
"2022-03-08",136.009995,140.720001,129.350006,134.440002,4156700,131.281952
"2022-03-09",132.850006,132.850006,125.889999,130.050003,4367400,126.995071
"2022-03-10",130.960007,134.600006,129.350006,134.070007,3019700,130.920639
"2022-03-11",132.080002,134.059998,129.240005,129.669998,2354700,126.623993
"2022-03-14",127.870003,128.669998,122.650002,126.190002,2915000,123.225746
"2022-03-15",120.800003,126.099998,119.43,124.559998,3328700,121.634033
"2022-03-16",124.620003,126.739998,123.330002,125.629997,3209300,122.678894
"2022-03-17",128.779999,134.830002,128.720001,133.880005,3426900,130.735107
"2022-03-18",133.669998,135.460007,131.050003,131.449997,4813900,128.362183
"2022-03-21",135,140.490005,134.270004,139.880005,4203600,136.594162
"2022-03-22",139.330002,139.669998,135.820007,137.350006,2898000,134.123596
"2022-03-23",140.220001,142.850006,138.25,142.639999,2748800,139.289322
"2022-03-24",142.5,144.800003,141.389999,143.190002,2042100,139.826401
"2022-03-25",141.919998,147.990005,141.919998,146.509995,2169400,143.068405
"2022-03-28",142.029999,142.520004,139.210007,140.699997,1948600,137.394897
"2022-03-29",135.830002,139.139999,133.300003,138.729996,2263600,135.471176
"2022-03-30",141.419998,142.449997,138.199997,139.149994,1563300,135.881302
"2022-03-31",137.639999,141.210007,137.080002,137.080002,1887700,133.85994
"2022-04-01",137.179993,140.509995,136.419998,138.440002,1825100,135.187988
"2022-04-04",140,140.929993,137.5,139.589996,1403400,136.310974
"2022-04-05",139.119995,142.990005,135.169998,135.479996,1847900,132.297516
"2022-04-06",137.320007,138.380005,133.479996,135.059998,1650800,131.887375
"2022-04-07",137.309998,138.169998,132.929993,136.949997,1877300,133.732986
"2022-04-08",136.380005,142.389999,136.380005,141.990005,2257300,138.654602
"2022-04-11",138.940002,139.169998,133.539993,135.110001,2391300,131.936203
"2022-04-12",137.270004,142.089996,137.270004,139.179993,1659800,135.910599
"2022-04-13",141.300003,142.779999,138.679993,140.339996,1626000,137.04335
"2022-04-14",139.009995,140.919998,137.649994,138.440002,1589200,135.187988
"2022-04-18",139.580002,141.050003,137.419998,140,1716300,136.711334
"2022-04-19",138.949997,140.580002,137.020004,137.919998,1950700,134.680191
"2022-04-20",139.039993,142.160004,137.449997,141.899994,1882600,138.566696
"2022-04-21",143.619995,145.970001,136.690002,137.350006,2427300,134.123596
"2022-04-22",136.770004,137.470001,129.570007,130.100006,2228000,127.0439
"2022-04-25",125.25,126.879997,119.760002,125.82,2901100,122.864433
"2022-04-26",125.389999,129.550003,124.739998,125.389999,1587200,122.444534
"2022-04-27",126.489998,128.070007,121.599998,126.639999,1549900,123.665169
"2022-04-28",127.919998,131.539993,123.239998,129.470001,1896300,126.428696
"2022-04-29",129.850006,132.050003,125.309998,126.230003,1748800,123.264809
"2022-05-02",124,127.639999,122.550003,127.5,2298000,124.504967
"2022-05-03",133.869995,136.789993,128.350006,136.110001,3555100,132.91272
"2022-05-04",140.25,142.860001,136.550003,142.490005,2581900,139.142853
"2022-05-05",143.600006,144.940002,135.479996,138.589996,2854100,135.334457
"2022-05-06",141.479996,143.600006,137.600006,142.929993,2732200,139.57251
"2022-05-09",138.600006,139.479996,127.910004,129.490005,3314700,126.448227
"2022-05-10",132.619995,135.740005,125,129.839996,3144900,126.790001
"2022-05-11",129.080002,133.130005,125,125.269997,2705600,125.269997
"2022-05-12",123.5,127.68,121.830002,127.040001,3362800,127.040001
"2022-05-13",129.860001,135.779999,129.759995,133.429993,2781600,133.429993
"2022-05-16",133.089996,135.130005,131.119995,131.300003,3959200,131.300003
"2022-05-17",133.860001,133.860001,129.470001,131.449997,2993400,131.449997
"2022-05-18",132.100006,132.25,126.400002,128.360001,3284800,128.360001
"2022-05-19",124.82,132.130005,124.690002,129.820007,2942600,129.820007
"2022-05-20",130.75,133.929993,127.199997,130.279999,3060100,130.279999
"2022-05-23",131.5,136.220001,129.820007,136.110001,3308000,136.110001
"2022-05-24",135.070007,136.619995,131.779999,135.779999,2542900,135.779999
"2022-05-25",137.860001,142.639999,137.210007,141.75,3404000,141.75
"2022-05-26",143.779999,147.929993,143.300003,146.429993,3329200,146.429993
"2022-05-27",146.020004,153.070007,145.460007,152.660004,3007600,152.660004
"2022-05-31",157.009995,159.690002,150.610001,152.020004,5259000,152.020004
"2022-06-01",154,156.389999,150.889999,152.889999,3194600,152.889999
"2022-06-02",151.350006,155.699997,149.25,153.899994,2084900,153.899994
"2022-06-03",153.660004,155.720001,153.050003,154.660004,1786900,154.660004
"2022-06-06",155.759995,156.860001,153.25,155.809998,1561900,155.809998
"2022-06-07",154.729996,161.059998,154.440002,160.399994,2588100,160.399994
"2022-06-08",161.539993,162.240005,158.820007,160.309998,2131500,160.309998
"2022-06-09",159.669998,161.240005,157.669998,157.830002,2012400,157.830002
"2022-06-10",155.210007,158.039993,152.889999,155.490005,2074600,155.490005
"2022-06-13",149.490005,150.460007,142.149994,147.800003,3571800,147.800003
"2022-06-14",151.779999,154.279999,147.229996,149.630005,2928600,149.630005
"2022-06-15",148.910004,151,144.119995,146.759995,3256400,146.759995
"2022-06-16",141.669998,143.669998,132.600006,133.679993,4887500,133.679993
"2022-06-17",132.110001,133.25,119.559998,122.290001,9378300,122.290001
"2022-06-21",127.25,133.399994,127,132.279999,4853800,132.279999
"2022-06-22",123.5,129.009995,122.309998,126.099998,4888000,126.099998
"2022-06-23",127,128.339996,117.370003,119.239998,4647300,119.239998
"2022-06-24",121.550003,125.809998,118.050003,119.699997,8193000,119.699997
"2022-06-27",121,125.910004,119.830002,124.389999,3281100,124.389999
"2022-06-28",128.75,131.429993,125.800003,129.800003,3428400,129.800003
"2022-06-29",131.179993,132.619995,122.080002,122.309998,3422600,122.309998
