"","MOH.Open","MOH.High","MOH.Low","MOH.Close","MOH.Volume","MOH.Adjusted"
"2022-01-21",281.549988,283.839996,277.399994,278.079987,213800,278.079987
"2022-01-24",276.100006,280.829987,270.01001,279.769989,299500,279.769989
"2022-01-25",273.470001,274.26001,263.640015,270.209991,293300,270.209991
"2022-01-26",270.660004,275.589996,265,268.279999,256800,268.279999
"2022-01-27",270.089996,283.980011,270.089996,275.850006,517900,275.850006
"2022-01-28",276.880005,285.76001,273.200012,285.109985,351200,285.109985
"2022-01-31",284.829987,290.929993,282.140015,290.480011,706600,290.480011
"2022-02-01",292.079987,292.25,284.579987,287.589996,262500,287.589996
"2022-02-02",288.51001,298.779999,288.309998,295.660004,280500,295.660004
"2022-02-03",296.779999,301.299988,295.040009,297.609985,397100,297.609985
"2022-02-04",293.649994,302.299988,288.899994,298.769989,361100,298.769989
"2022-02-07",299.600006,301.589996,295.880005,297.799988,241700,297.799988
"2022-02-08",295.230011,308.910004,295,307.630005,538800,307.630005
"2022-02-09",310.390015,311.230011,305.519989,307.420013,350400,307.420013
"2022-02-10",296.529999,322.869995,294.589996,306.160004,755900,306.160004
"2022-02-11",307.130005,311.640015,300.75,303.230011,321200,303.230011
"2022-02-14",302.839996,309.470001,302.839996,307.51001,442000,307.51001
"2022-02-15",310.390015,320.079987,308.660004,319.790009,452700,319.790009
"2022-02-16",316.369995,324.600006,316.369995,322.429993,352900,322.429993
"2022-02-17",321.420013,322.459991,318.179993,319.839996,308800,319.839996
"2022-02-18",319.420013,326,314.209991,314.869995,324600,314.869995
"2022-02-22",313.209991,314.100006,304.040009,307.679993,356800,307.679993
"2022-02-23",309.410004,312.179993,303.329987,303.929993,225100,303.929993
"2022-02-24",297.75,308.480011,295.209991,307.529999,314700,307.529999
"2022-02-25",308.579987,318.850006,308.579987,318.339996,336600,318.339996
"2022-02-28",313.48999,313.5,294.019989,306.869995,1832600,306.869995
"2022-03-01",306.100006,313.98999,295.23999,311.880005,13995600,311.880005
"2022-03-02",315,323.369995,307.149994,308.51001,1055600,308.51001
"2022-03-03",309.420013,316.420013,306.529999,314.119995,589400,314.119995
"2022-03-04",306.130005,324.579987,304.779999,323.630005,559000,323.630005
"2022-03-07",321,321,308.350006,311.820007,573600,311.820007
"2022-03-08",308.589996,312.269989,300.399994,308.570007,623100,308.570007
"2022-03-09",315.839996,317.359985,309.040009,312.25,460500,312.25
"2022-03-10",308.779999,317.029999,306.359985,316.220001,439600,316.220001
"2022-03-11",317,319.899994,312.200012,313.109985,290900,313.109985
"2022-03-14",316.51001,317.01001,306.540009,308.700012,397600,308.700012
"2022-03-15",312.450012,328.359985,308.670013,327.769989,559900,327.769989
"2022-03-16",329.019989,334.309998,323.559998,329.850006,512100,329.850006
"2022-03-17",327.980011,337.440002,327.51001,337.410004,421700,337.410004
"2022-03-18",336.690002,344.690002,330.700012,343.350006,810600,343.350006
"2022-03-21",343.350006,347.619995,335.179993,337.339996,403300,337.339996
"2022-03-22",338.700012,341.459991,335.920013,338.170013,239600,338.170013
"2022-03-23",335.160004,338.269989,331.450012,331.859985,295600,331.859985
"2022-03-24",332.920013,337.970001,331.970001,337.5,393900,337.5
"2022-03-25",337.73999,340.359985,335.029999,340.109985,217700,340.109985
"2022-03-28",341.119995,343.720001,339.869995,342.609985,317600,342.609985
"2022-03-29",345.089996,345.089996,338.959991,343.429993,223000,343.429993
"2022-03-30",343.649994,345.019989,339.799988,341.380005,222300,341.380005
"2022-03-31",339.600006,341.049988,333.339996,333.589996,388300,333.589996
"2022-04-01",335.649994,340.959991,334.100006,339.410004,261200,339.410004
"2022-04-04",338.399994,340.529999,327.51001,328.670013,447400,328.670013
"2022-04-05",327.049988,334.450012,324.790009,329.290009,354800,329.290009
"2022-04-06",329.459991,339.200012,328.309998,338.720001,377400,338.720001
"2022-04-07",337.640015,343.820007,336.700012,342.299988,283400,342.299988
"2022-04-08",342.279999,343.48999,336.950012,337.600006,366400,337.600006
"2022-04-11",339.130005,342.98999,332.720001,333.059998,396800,333.059998
"2022-04-12",333.179993,337.690002,331.029999,331.880005,261300,331.880005
"2022-04-13",331.709991,335.459991,330.579987,334.170013,291800,334.170013
"2022-04-14",335.649994,342.380005,335.570007,335.940002,232800,335.940002
"2022-04-18",336.209991,336.320007,331.399994,332.76001,222800,332.76001
"2022-04-19",335.399994,337.220001,332.51001,335.570007,311400,335.570007
"2022-04-20",338.089996,348.559998,337.190002,347.529999,339000,347.529999
"2022-04-21",348.950012,350.190002,338.910004,340.76001,242100,340.76001
"2022-04-22",338.730011,338.730011,324.679993,325.179993,470600,325.179993
"2022-04-25",324.649994,327.630005,320.470001,326.720001,317500,326.720001
"2022-04-26",323.929993,326.890015,321.380005,321.549988,388600,321.549988
"2022-04-27",322.950012,328.339996,319.470001,323.839996,555600,323.839996
"2022-04-28",321.450012,325,310.350006,315.380005,707100,315.380005
"2022-04-29",312.670013,318.980011,311.329987,313.450012,490500,313.450012
"2022-05-02",316.690002,316.690002,301.839996,306.450012,434600,306.450012
"2022-05-03",308.170013,312.899994,306.019989,307.019989,287400,307.019989
"2022-05-04",308.880005,313.269989,302.440002,312.100006,306600,312.100006
"2022-05-05",311.329987,313.200012,305.459991,311.559998,401400,311.559998
"2022-05-06",307.940002,314.640015,305.339996,308.109985,311800,308.109985
"2022-05-09",304.350006,305.640015,295.559998,296.5,406800,296.5
"2022-05-10",299.619995,299.619995,289.040009,292.5,434100,292.5
"2022-05-11",291.200012,301.279999,288.25,288.540009,434700,288.540009
"2022-05-12",288.600006,290,283.019989,289.709991,355700,289.709991
"2022-05-13",290.880005,296.709991,288.089996,295.890015,290100,295.890015
"2022-05-16",294.929993,307.350006,294.019989,303.579987,425500,303.579987
"2022-05-17",306.130005,310.820007,302.549988,307.679993,389200,307.679993
"2022-05-18",305.890015,307.660004,300.130005,304,600200,304
"2022-05-19",299.880005,313.980011,299.880005,309.320007,482300,309.320007
"2022-05-20",309.350006,314.5,301.320007,309.529999,392000,309.529999
"2022-05-23",312.23999,314.649994,308.910004,311.809998,316300,311.809998
"2022-05-24",313.109985,313.769989,304.829987,312.589996,280600,312.589996
"2022-05-25",311.589996,315.910004,308.880005,314.679993,383800,314.679993
"2022-05-26",306,306,292.790009,299.019989,590400,299.019989
"2022-05-27",299.579987,306.109985,297.290009,305.079987,642800,305.079987
"2022-05-31",302.700012,302.700012,289.100006,290.220001,617800,290.220001
"2022-06-01",291.410004,292.609985,280.709991,287.380005,727400,287.380005
"2022-06-02",288,291.149994,281.540009,289.190002,526400,289.190002
"2022-06-03",287.609985,287.670013,281.100006,281.73999,314800,281.73999
"2022-06-06",284.399994,286.920013,281.880005,286.649994,309600,286.649994
"2022-06-07",286.929993,288.459991,283.350006,288.100006,213000,288.100006
"2022-06-08",286.790009,288.829987,283.140015,283.450012,205700,283.450012
"2022-06-09",281.970001,283.200012,276.109985,276.98999,442600,276.98999
"2022-06-10",273.140015,279.329987,271.200012,276.410004,379300,276.410004
"2022-06-13",270.769989,271.859985,261.029999,262.190002,412400,262.190002
"2022-06-14",262.109985,264.119995,256.959991,261.690002,458800,261.690002
"2022-06-15",264.399994,265.350006,255.380005,260.339996,449300,260.339996
"2022-06-16",255.139999,256.880005,252.419998,254.729996,505900,254.729996
"2022-06-17",256.859985,259.549988,249.779999,251.75,777900,251.75
"2022-06-21",256.26001,259.769989,254.759995,258.579987,550700,258.579987
"2022-06-22",256.970001,262.730011,255.479996,260.549988,312900,260.549988
"2022-06-23",261.809998,266.179993,260.73999,265.609985,339300,265.609985
"2022-06-24",267.649994,269.299988,262.709991,267.130005,1424900,267.130005
"2022-06-27",268.899994,277.440002,266.869995,274.559998,350000,274.559998
"2022-06-28",275.679993,279.980011,272,272.230011,246200,272.230011
"2022-06-29",274.26001,282.359985,271.809998,281.459991,418600,281.459991
