"","MU.Open","MU.High","MU.Low","MU.Close","MU.Volume","MU.Adjusted"
"2022-01-03",93.910004,95.839996,93.480003,95.75,18705500,95.43248
"2022-01-04",95.599998,96.589996,93.540001,96.339996,19725000,96.020523
"2022-01-05",95.379997,98.449997,94.349998,94.400002,28613100,94.08696
"2022-01-06",95.099998,96.709999,94.120003,95.650002,22320300,95.332817
"2022-01-07",96.089996,97.190002,93.940002,94.449997,14857900,94.136787
"2022-01-10",94.260002,95.669998,91.040001,93.889999,20290000,93.578651
"2022-01-11",92.459999,94.269997,91.650002,94.199997,14924900,93.887619
"2022-01-12",95.160004,96.230003,93.779999,95.110001,13339200,94.794601
"2022-01-13",96.5,98.110001,95.300003,95.620003,23679800,95.302917
"2022-01-14",94.440002,97.43,94.400002,97.360001,18385000,97.037148
"2022-01-18",95.529999,95.949997,92.540001,92.870003,19900500,92.562035
"2022-01-19",93.720001,94.779999,89.769997,90,19043800,89.701546
"2022-01-20",90.279999,90.330002,84.93,85.07,24701300,84.787903
"2022-01-21",84.220001,85.139999,81.519997,81.93,29716300,81.65831
"2022-01-24",80.269997,83.040001,77.639999,82.949997,29757100,82.674927
"2022-01-25",80.919998,82.419998,79.650002,80.720001,22128400,80.452324
"2022-01-26",83.25,84.790001,80.610001,81.970001,21018700,81.698181
"2022-01-27",83.510002,83.699997,78.389999,78.720001,22694000,78.458954
"2022-01-28",77.370003,79.279999,75.519997,79.269997,24434600,79.007126
"2022-01-31",78.959999,82.309998,78.019997,82.269997,21898200,81.997177
"2022-02-01",82.199997,82.389999,80.419998,81.449997,15237400,81.179901
"2022-02-02",82.919998,84.699997,82.540001,84.510002,19862800,84.229752
"2022-02-03",82.669998,85.18,81.709999,81.970001,19598200,81.698181
"2022-02-04",81.220001,82.190002,79.839996,81.169998,15657500,80.900833
"2022-02-07",81.360001,82.040001,80.480003,80.870003,11799800,80.60183
"2022-02-08",81.150002,84.400002,81,84.120003,18315700,83.841049
"2022-02-09",84.599998,88.779999,83.559998,88.120003,22386900,87.827789
"2022-02-10",89.190002,94.639999,88.480003,91.019997,33820700,90.718163
"2022-02-11",91.279999,94.580002,88.949997,89.760002,3.1e+07,89.462349
"2022-02-14",91.989998,93.169998,88.709999,89.860001,23499100,89.562012
"2022-02-15",91.010002,96.5,91.010002,96,27069700,95.681648
"2022-02-16",94.440002,96.489998,93.57,96.059998,15573600,95.741455
"2022-02-17",95.040001,96,93.489998,93.730003,17943300,93.419189
"2022-02-18",94.529999,94.68,88.900002,90.800003,19530500,90.498901
"2022-02-22",89.839996,93.970001,88.669998,90.57,24825700,90.269661
"2022-02-23",91.470001,91.870003,87.07,87.309998,19135400,87.02047
"2022-02-24",84.129997,88.940002,83.790001,88.830002,24472300,88.535431
"2022-02-25",87.959999,90.480003,87.279999,90.099998,15008700,89.801216
"2022-02-28",88.449997,89.75,87.160004,88.860001,17269800,88.565331
"2022-03-01",88.559998,89.839996,84.660004,86.260002,20794800,85.973953
"2022-03-02",87.169998,94.07,87.029999,93.300003,28398700,92.990608
"2022-03-03",91.620003,92.190002,88.389999,89.18,22099800,88.88427
"2022-03-04",87.419998,87.419998,80.519997,81.910004,28211500,81.638382
"2022-03-07",81.760002,82.970001,75.629997,75.699997,26715500,75.448967
"2022-03-08",76.25,80.25,73.93,77.160004,28343200,76.904137
"2022-03-09",79.970001,80.489998,77.540001,79.440002,19647900,79.176575
"2022-03-10",77.739998,77.739998,73.809998,75.720001,21692000,75.46891
"2022-03-11",76.660004,76.699997,72.639999,72.82,22786500,72.578514
"2022-03-14",71.75,72.480003,68.959999,69.400002,24893400,69.169861
"2022-03-15",70.050003,73.529999,68.339996,73.110001,22851000,72.867561
"2022-03-16",76.470001,79.709999,76.150002,79.669998,35742800,79.4058
"2022-03-17",78.199997,80.580002,77.199997,80.519997,21612200,80.252983
"2022-03-18",79.099998,81.199997,78.059998,79.410004,28601200,79.146667
"2022-03-21",78.989998,79.889999,75.529999,78.349998,30878200,78.090179
"2022-03-22",77.699997,79.730003,77.510002,79.120003,16768000,78.857635
"2022-03-23",77.860001,78.220001,75.080002,75.650002,28059800,75.399139
"2022-03-24",75.900002,78.540001,75.32,78.209999,23348000,77.950645
"2022-03-25",78.269997,78.300003,75.129997,78.099998,22491000,77.841011
"2022-03-28",78.589996,80.18,77.269997,79.860001,26605300,79.595177
"2022-03-29",82.099998,82.550003,79.260002,82.050003,41290700,81.777916
"2022-03-30",84.300003,86.239998,78.599998,79.160004,70087000,78.897507
"2022-03-31",77.669998,79.959999,76.830002,77.889999,34588600,77.631706
"2022-04-01",78.43,78.910004,74.059998,76.18,33536100,75.927383
"2022-04-04",76.900002,78.18,76.510002,77.669998,24305700,77.412437
"2022-04-05",76.709999,78.019997,74.300003,74.610001,21171400,74.362587
"2022-04-06",73.18,74.889999,71.470001,73.779999,28080100,73.535339
"2022-04-07",73.669998,74.68,72.129997,73.279999,22658600,73.036995
"2022-04-08",72.5,72.849998,70.830002,72.139999,20562600,71.999031
"2022-04-11",70.550003,72.910004,70.089996,72.029999,21127900,71.889244
"2022-04-12",72.790001,73.589996,71.57,71.959999,18658500,71.819382
"2022-04-13",72.360001,73.75,71.860001,72.379997,18892000,72.238556
"2022-04-14",72.559998,72.809998,70.089996,70.129997,18543500,69.99295
"2022-04-18",70.25,72.099998,70.050003,71.150002,17476700,71.010963
"2022-04-19",70.959999,73.410004,70.769997,72.730003,15139000,72.587875
"2022-04-20",73.809998,76.230003,72.889999,73.199997,19042600,73.056953
"2022-04-21",73.970001,74.489998,70.650002,70.919998,17645300,70.78141
"2022-04-22",70.639999,70.980003,69.309998,69.410004,18682400,69.274368
"2022-04-25",68.419998,70.169998,67.93,70.120003,20072100,69.982979
"2022-04-26",68.690002,69.160004,67.040001,67.080002,18628700,66.948921
"2022-04-27",66.129997,68.480003,65.860001,66.470001,17123600,66.340111
"2022-04-28",67.650002,70.809998,67.059998,70.18,21058400,70.042862
"2022-04-29",69.099998,71.330002,68.019997,68.190002,16843500,68.056747
"2022-05-02",68.160004,70.739998,67.580002,70.599998,15342800,70.462036
"2022-05-03",70.470001,71.959999,70.199997,71.260002,13539100,71.12075
"2022-05-04",71.769997,73.900002,70.160004,73.620003,17201900,73.476143
"2022-05-05",72.309998,72.559998,70.360001,71.290001,16603600,71.150688
"2022-05-06",70.550003,71.910004,68.889999,70.349998,15159800,70.212524
"2022-05-09",69.199997,71.400002,67.480003,67.93,21770900,67.797256
"2022-05-10",69.57,70.589996,67.610001,68.910004,17662700,68.775345
"2022-05-11",68.660004,70.879997,66.82,66.959999,17237300,66.829147
"2022-05-12",66,68.900002,65.870003,67.709999,27022900,67.577682
"2022-05-13",69.099998,72.629997,68.019997,71.919998,22872000,71.779457
"2022-05-16",71.510002,72.040001,70.32,70.470001,13394700,70.332291
"2022-05-17",72.25,74.730003,72.150002,74.480003,17671500,74.334457
"2022-05-18",73.18,74.220001,70.089996,71.050003,20635100,70.911163
"2022-05-19",70.760002,71.699997,69.050003,69.400002,17558000,69.264381
"2022-05-20",70.599998,70.690002,66.110001,68.900002,20313300,68.765358
"2022-05-23",68.769997,70.199997,68.519997,69.589996,12356200,69.45401
"2022-05-24",68.360001,68.410004,66.010002,66.620003,18764500,66.489815
"2022-05-25",65.93,68.849998,65.900002,67.870003,16241200,67.737373
"2022-05-26",66.389999,71.040001,66.349998,70.599998,14902500,70.462036
"2022-05-27",71.760002,73.440002,71.639999,73.32,13078700,73.17672
"2022-05-31",73.470001,74.480003,71.93,73.839996,15453000,73.695702
"2022-06-01",74.5,75.389999,72.550003,73.550003,13595400,73.406273
"2022-06-02",73.129997,75.410004,73.129997,75.370003,11373200,75.222717
"2022-06-03",71.690002,71.690002,69.110001,69.940002,30306600,69.803329
"2022-06-06",70.739998,72.139999,70.010002,70.449997,13198700,70.312325
"2022-06-07",68.650002,70.870003,68.120003,70.760002,14328000,70.621727
"2022-06-08",69.839996,70.400002,67.760002,68.599998,16363000,68.465942
"2022-06-09",67.940002,68.690002,66,66.019997,15073700,65.890984
"2022-06-10",64.839996,65.559998,62.279999,62.619999,26626900,62.497631
"2022-06-13",60.02,60.959999,58.580002,58.84,24278600,58.725018
"2022-06-14",59.360001,59.869999,57.720001,58.700001,17036000,58.585293
"2022-06-15",59.330002,60.080002,57.549999,59.119999,19726200,59.004471
"2022-06-16",57,57,54.25,55.009998,22706200,54.9025
"2022-06-17",55.900002,56.32,53.599998,55.75,24139800,55.641056
"2022-06-21",56.82,57.919998,56.34,56.799999,15502800,56.689003
"2022-06-22",55.959999,57.139999,55.599998,56.34,13513800,56.229904
"2022-06-23",56.610001,56.830002,54.959999,56.220001,13366600,56.110138
"2022-06-24",57.150002,59,57.130001,58.439999,15647600,58.325798
"2022-06-27",59.580002,60.049999,58.369999,58.779999,16159900,58.665134
"2022-06-28",58.98,60.59,57.810001,57.860001,19393600,57.746933
"2022-06-29",57.23,57.52,55.32,56.02,17351400,55.91053
