"","CBRE.Open","CBRE.High","CBRE.Low","CBRE.Close","CBRE.Volume","CBRE.Adjusted"
"2022-01-11",103.629997,105.470001,101.5,105.279999,1014000,105.279999
"2022-01-12",105.889999,107.07,105.709999,106.480003,964800,106.480003
"2022-01-13",106.949997,107.669998,105.43,105.68,725000,105.68
"2022-01-14",104.519997,104.879997,101.989998,103.830002,761100,103.830002
"2022-01-18",102.449997,102.669998,101.010002,101.410004,1172000,101.410004
"2022-01-19",102.139999,102.220001,98.860001,98.889999,1305900,98.889999
"2022-01-20",99.779999,102.089996,98.959999,99.709999,1920500,99.709999
"2022-01-21",100.900002,102.529999,100.099998,101.510002,1848800,101.510002
"2022-01-24",99.160004,100.849998,96.199997,100.75,1950500,100.75
"2022-01-25",99.040001,100.220001,95.730003,95.860001,2758700,95.860001
"2022-01-26",97.120003,100.07,95.959999,96.720001,1810200,96.720001
"2022-01-27",98.089996,99.459999,94.949997,95.370003,1423100,95.370003
"2022-01-28",95.940002,98.370003,94.389999,98.330002,1696500,98.330002
"2022-01-31",97.720001,101.699997,97.290001,101.339996,1893200,101.339996
"2022-02-01",101.529999,102.199997,99.940002,101.529999,1027500,101.529999
"2022-02-02",101.800003,103.980003,101.790001,103.230003,1499400,103.230003
"2022-02-03",102.220001,103.25,101.860001,102.120003,1138600,102.120003
"2022-02-04",101,102.480003,100.050003,101.230003,1323900,101.230003
"2022-02-07",101.269997,103.540001,101.050003,102.190002,1190900,102.190002
"2022-02-08",103.019997,104.57,102.57,103.839996,1563900,103.839996
"2022-02-09",105.139999,106.599998,105.139999,106,1185900,106
"2022-02-10",104.349998,106.330002,103.360001,104.209999,1173900,104.209999
"2022-02-11",104.589996,104.589996,100.379997,101.510002,1300200,101.510002
"2022-02-14",101.480003,102.050003,97.400002,98.209999,1602900,98.209999
"2022-02-15",99.690002,101.260002,99.269997,99.980003,1674900,99.980003
"2022-02-16",99.480003,101.970001,99.480003,101.650002,1694800,101.650002
"2022-02-17",99.940002,101.349998,99.5,99.800003,1500100,99.800003
"2022-02-18",99.68,101.529999,99.230003,99.690002,1222400,99.690002
"2022-02-22",99.889999,100.349998,98.129997,99.169998,1770700,99.169998
"2022-02-23",99.519997,100.32,95.690002,96.050003,2453200,96.050003
"2022-02-24",92.019997,94.550003,91.099998,93.839996,2926900,93.839996
"2022-02-25",94.769997,100.209999,93.779999,98.629997,2345500,98.629997
"2022-02-28",96.419998,98.309998,95.309998,96.849998,2813800,96.849998
"2022-03-01",96.860001,97.510002,95.080002,95.540001,2177600,95.540001
"2022-03-02",96.93,98.540001,96.290001,97.989998,1554300,97.989998
"2022-03-03",98.540001,98.959999,94.93,95.389999,2168700,95.389999
"2022-03-04",93.239998,94.139999,87.949997,89.709999,2608200,89.709999
"2022-03-07",89.620003,90.269997,86.290001,86.459999,3098700,86.459999
"2022-03-08",87.099998,87.889999,84.620003,84.849998,3232300,84.849998
"2022-03-09",88.019997,89.150002,86.989998,87.769997,2234000,87.769997
"2022-03-10",85.879997,88.160004,85.510002,87.879997,2092800,87.879997
"2022-03-11",89.139999,89.360001,87.459999,87.57,1441900,87.57
"2022-03-14",88.589996,89.800003,86.540001,87.400002,1852400,87.400002
"2022-03-15",88.379997,89.290001,86.339996,87.57,2664000,87.57
"2022-03-16",89.239998,90.980003,88.150002,90.970001,2356900,90.970001
"2022-03-17",89.779999,91.339996,89.410004,91.050003,2227200,91.050003
"2022-03-18",91.089996,91.639999,90.110001,91.089996,2762300,91.089996
"2022-03-21",91.220001,91.709999,89.739998,90.269997,1511400,90.269997
"2022-03-22",91.089996,92.290001,90.690002,91.580002,1615900,91.580002
"2022-03-23",90.400002,91.32,89.150002,89.330002,1815500,89.330002
"2022-03-24",89.239998,90.059998,88.660004,90.059998,1770500,90.059998
"2022-03-25",90.449997,90.449997,88.650002,90.239998,1828600,90.239998
"2022-03-28",90.690002,90.970001,89.190002,89.699997,1917400,89.699997
"2022-03-29",91.18,93.860001,91.18,93.349998,2198200,93.349998
"2022-03-30",92.720001,94.209999,92.019997,92.769997,1278700,92.769997
"2022-03-31",92.5,93.519997,91.449997,91.519997,2479100,91.519997
"2022-04-01",92,92.800003,91.089996,91.730003,1533000,91.730003
"2022-04-04",92.089996,92.540001,91.349998,92.25,1407300,92.25
"2022-04-05",92.32,92.800003,90.349998,90.919998,1486100,90.919998
"2022-04-06",89.940002,90.370003,88.629997,89,1771600,89
"2022-04-07",88.220001,88.669998,85.550003,86.769997,2171800,86.769997
"2022-04-08",87.089996,87.68,86.07,86.440002,1573400,86.440002
"2022-04-11",86.010002,87.610001,85.599998,86.629997,2702400,86.629997
"2022-04-12",87.040001,88.519997,85.620003,85.93,1747800,85.93
"2022-04-13",85.639999,87.160004,85.639999,86.400002,1328900,86.400002
"2022-04-14",86.620003,87.370003,85.449997,85.559998,1265600,85.559998
"2022-04-18",85.419998,86.370003,85.139999,85.639999,1707900,85.639999
"2022-04-19",85.809998,87.370003,85.690002,86.459999,3408500,86.459999
"2022-04-20",86.949997,88.589996,86.629997,87.629997,2807900,87.629997
"2022-04-21",88.730003,89.760002,86.339996,86.540001,1558500,86.540001
"2022-04-22",86.43,86.519997,84.410004,84.57,2010900,84.57
"2022-04-25",83.639999,84.870003,82.839996,84.660004,2058800,84.660004
"2022-04-26",83.809998,84.019997,82.629997,82.639999,1738100,82.639999
"2022-04-27",82.93,84.230003,82.620003,82.93,1862500,82.93
"2022-04-28",84.080002,85.970001,83.300003,85.610001,1441700,85.610001
"2022-04-29",85.019997,85.989998,82.870003,83.040001,2192100,83.040001
"2022-05-02",83.519997,84.089996,80.43,82.440002,1699400,82.440002
"2022-05-03",82.300003,84.260002,81.879997,83.580002,1989900,83.580002
"2022-05-04",83.400002,85.580002,82.220001,85.57,2079600,85.57
"2022-05-05",84.32,85.959999,81.190002,81.769997,2823500,81.769997
"2022-05-06",81.449997,83.110001,80.209999,81.220001,2750600,81.220001
"2022-05-09",80.5,81.75,78.959999,79.510002,2457600,79.510002
"2022-05-10",80.360001,81.040001,77.160004,78.540001,2561200,78.540001
"2022-05-11",78.550003,79.809998,77.559998,78.089996,2301300,78.089996
"2022-05-12",77.720001,78.660004,76.970001,78.330002,2474100,78.330002
"2022-05-13",79.290001,81.190002,78.730003,80.800003,2156400,80.800003
"2022-05-16",80.589996,80.860001,79.040001,79.830002,2186700,79.830002
"2022-05-17",81.559998,82.709999,80.769997,82.650002,2394600,82.650002
"2022-05-18",81.260002,82.330002,78.559998,79.010002,2686800,79.010002
"2022-05-19",78.309998,80.980003,78.279999,79.910004,2533700,79.910004
"2022-05-20",81.129997,81.209999,77.559998,78.970001,2405400,78.970001
"2022-05-23",80.050003,80.650002,78.300003,80.269997,1453500,80.269997
"2022-05-24",79.580002,79.739998,76.349998,78.82,2320500,78.82
"2022-05-25",78.239998,80.489998,78.230003,79.279999,2772000,79.279999
"2022-05-26",79.949997,82.309998,79.650002,81.93,2500100,81.93
"2022-05-27",82.709999,84.330002,82.519997,84.050003,1855200,84.050003
"2022-05-31",83.519997,83.870003,82.389999,82.839996,3583500,82.839996
"2022-06-01",83.160004,83.160004,79.540001,79.589996,2042900,79.589996
"2022-06-02",79.599998,82.489998,79.440002,82.489998,1373100,82.489998
"2022-06-03",81.239998,81.309998,79.389999,79.900002,1285900,79.900002
"2022-06-06",80.68,81.300003,80.089996,80.730003,1645800,80.730003
"2022-06-07",80.07,80.75,79.419998,80.669998,2204800,80.669998
"2022-06-08",79.889999,80.25,77.900002,78.349998,1202100,78.349998
"2022-06-09",77.5,77.580002,75.099998,75.160004,1822500,75.160004
"2022-06-10",73.800003,74.5,72.919998,73.349998,1959600,73.349998
"2022-06-13",71.129997,71.809998,69.440002,70,2915800,70
"2022-06-14",70.129997,71.120003,69.760002,70.580002,2534200,70.580002
"2022-06-15",71.510002,72.389999,70.480003,71.400002,2976400,71.400002
"2022-06-16",68.269997,69.599998,67.68,68.150002,2615800,68.150002
"2022-06-17",68.919998,70.870003,68.389999,70.160004,5839400,70.160004
"2022-06-21",71.279999,71.760002,70.019997,71.040001,3006900,71.040001
"2022-06-22",70.150002,71.809998,70,71.129997,2808700,71.129997
"2022-06-23",71.529999,72.089996,71.18,71.769997,1993200,71.769997
"2022-06-24",72.349998,73.540001,71.889999,73.129997,4312100,73.129997
"2022-06-27",73.470001,74.620003,72.709999,73.870003,1674700,73.870003
"2022-06-28",74.669998,75.43,73.300003,73.459999,1618300,73.459999
"2022-06-29",73.400002,73.779999,72.379997,73.68,2154600,73.68
