"","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"2022-01-03",138.380005,138.770004,134.850006,136.529999,1251400,135.228943
"2022-01-04",137.179993,138.240005,136.289993,137.259995,935900,135.951981
"2022-01-05",137.5,138,135.449997,135.520004,977900,134.228592
"2022-01-06",136,137.630005,135.279999,136.919998,862400,135.615234
"2022-01-07",136.360001,137.119995,135.320007,135.350006,833700,134.060211
"2022-01-10",134.759995,135,132.220001,133.460007,1606900,132.188202
"2022-01-11",133.119995,133.350006,130.490005,130.660004,2338500,129.414886
"2022-01-12",131.110001,131.360001,128.619995,129.149994,2539000,127.919266
"2022-01-13",129.289993,129.639999,128.490005,128.809998,1667400,127.582512
"2022-01-14",128.119995,128.550003,126.339996,127.059998,1493500,125.849197
"2022-01-18",126.010002,126.75,125.440002,126.379997,1378300,125.175674
"2022-01-19",126.82,127.07,124.32,124.5,2100100,123.313591
"2022-01-20",125.169998,125.300003,123.5,123.620003,2929400,122.441978
"2022-01-21",124.349998,125.769997,123.410004,124.239998,2130000,123.056061
"2022-01-24",122.669998,126.559998,121.660004,126.339996,2927300,125.136055
"2022-01-25",124.550003,125,121.75,122.050003,2667400,120.88694
"2022-01-26",122.099998,123.480003,119.150002,120.139999,1958600,118.995132
"2022-01-27",121.190002,121.830002,119.120003,119.82,2680500,118.678185
"2022-01-28",120.230003,122.25,118.440002,122.239998,3465700,121.075127
"2022-01-31",122.160004,125.489998,121.830002,125.169998,2414100,123.977203
"2022-02-01",125.059998,125.230003,122.529999,123.580002,1485800,122.402359
"2022-02-02",123.790001,125.580002,123.550003,125.190002,1640300,123.997017
"2022-02-03",124.519997,127.139999,124.43,125.349998,1172600,124.155487
"2022-02-04",124.379997,126.349998,123.449997,125.269997,1381100,124.076256
"2022-02-07",125.199997,126.650002,124.559998,125.080002,1666600,123.888062
"2022-02-08",125.379997,125.910004,123.910004,124.970001,2345200,123.779106
"2022-02-09",127.910004,132.869995,127.209999,127.699997,3703000,126.483093
"2022-02-10",126.010002,127.25,123.75,124.150002,2178600,122.966927
"2022-02-11",124.330002,125.300003,121.510002,122.07,2929300,120.906746
"2022-02-14",122.25,122.940002,120.540001,121.400002,2660300,120.243134
"2022-02-15",122.779999,124.07,122.349998,123,4146800,121.827888
"2022-02-16",122.650002,123.660004,121.82,123.349998,2172500,122.174545
"2022-02-17",123.589996,125.25,122.790001,123.480003,2689500,122.871094
"2022-02-18",123.239998,126.900002,123.099998,125.800003,2359400,125.179657
"2022-02-22",125.019997,125.940002,123.419998,124.07,1863800,123.458183
"2022-02-23",124.699997,124.699997,121.5,121.589996,2272500,120.99041
"2022-02-24",119.059998,121.75,118.529999,121.360001,2447600,120.761551
"2022-02-25",121.860001,123.720001,121.019997,123.720001,1498200,123.109909
"2022-02-28",121.809998,123.330002,121.080002,122.580002,2235500,121.975533
"2022-03-01",121.580002,121.839996,119.25,120.019997,1835700,119.428154
"2022-03-02",120.540001,122.629997,120.379997,122,1269200,121.398392
"2022-03-03",122.370003,122.419998,119.150002,119.699997,1331500,119.109734
"2022-03-04",118.489998,118.879997,116.339996,118.730003,1666700,118.144524
"2022-03-07",118.050003,118.050003,113.230003,113.300003,2689000,112.741295
"2022-03-08",113.260002,118.470001,112.510002,115.239998,2287200,114.671722
"2022-03-09",118,118.769997,115.629997,116.019997,1477400,115.447876
"2022-03-10",114.5,115.940002,114.040001,115.82,2448500,115.248863
"2022-03-11",116.75,118.370003,116.160004,116.260002,2080500,115.686699
"2022-03-14",115.279999,116.190002,111.629997,113.419998,3414100,112.860703
"2022-03-15",114.779999,116.470001,114.239998,114.650002,1670300,114.084641
"2022-03-16",116.800003,119.599998,116.519997,119.550003,2152800,118.96048
"2022-03-17",118.639999,119.050003,117.93,119.029999,1483500,118.443039
"2022-03-18",119.010002,122.43,118.279999,121.989998,3361800,121.388443
"2022-03-21",121.839996,122.360001,117.800003,118.540001,1930700,117.955452
"2022-03-22",118.690002,119.309998,118.129997,118.669998,1179300,118.084808
"2022-03-23",117.75,117.989998,115.760002,115.959999,1798900,115.388176
"2022-03-24",117.220001,120,115.919998,119.699997,1858300,119.109734
"2022-03-25",120.190002,120.190002,118.730003,119.620003,1254700,119.030128
"2022-03-28",119.970001,121.190002,119.019997,121.190002,1280800,120.592392
"2022-03-29",122.769997,124.339996,121.75,122.220001,1692400,121.61731
"2022-03-30",121.510002,123.050003,120.610001,120.839996,2022800,120.24411
"2022-03-31",121.190002,122.309998,118.489998,118.529999,3932200,117.945503
"2022-04-01",118.93,119.510002,117.669998,118.82,2884000,118.23407
"2022-04-04",118.360001,118.400002,115.550003,117.699997,1980400,117.119591
"2022-04-05",116.830002,118.870003,116.68,117.639999,2010900,117.059891
"2022-04-06",117.019997,119.370003,116.050003,118.620003,1683100,118.035065
"2022-04-07",118.269997,120.839996,117.489998,120.400002,2008900,119.806282
"2022-04-08",118.720001,120.650002,118.720001,119.169998,1743200,118.582344
"2022-04-11",118.93,120.480003,117.980003,118.309998,2199600,117.726585
"2022-04-12",119,120.449997,118.400002,119.889999,2396300,119.298798
"2022-04-13",119.959999,122.129997,119.760002,121.870003,1710900,121.269035
"2022-04-14",122.129997,123.099998,122,122.970001,1830700,122.363609
"2022-04-18",122.389999,123.68,122.220001,123.169998,2731500,122.562622
"2022-04-19",123.139999,124.82,123.139999,124.639999,1864300,124.025375
"2022-04-20",125,126.400002,125,125.699997,1773400,125.080147
"2022-04-21",126.519997,127.279999,124.120003,124.440002,1781000,123.826363
"2022-04-22",124.080002,124.400002,122,122.400002,2758300,121.796425
"2022-04-25",121.5,122.290001,119.809998,121.269997,2540100,120.671989
"2022-04-26",120.300003,120.699997,116.550003,116.690002,2070200,116.114578
"2022-04-27",116.769997,118.940002,116.540001,116.900002,2022800,116.32354
"2022-04-28",118.169998,120.75,118.169998,119.519997,1150600,118.930618
"2022-04-29",118.650002,120.120003,116.870003,117.010002,1373000,116.432999
"2022-05-02",116.900002,117.690002,113.730003,115.760002,2136800,115.189163
"2022-05-03",116.160004,116.599998,113.269997,115.07,1844900,114.502563
"2022-05-04",114.550003,118.93,113.019997,118.489998,2153200,117.905701
"2022-05-05",117.349998,117.849998,114.68,115.620003,1365800,115.049858
"2022-05-06",114.900002,116.470001,114.029999,115.389999,1247500,114.820984
"2022-05-09",113.75,113.970001,109.980003,110.099998,2423100,109.557076
"2022-05-10",111.339996,112.290001,109.419998,110.739998,1560400,110.193916
"2022-05-11",109.760002,110.690002,108.550003,108.900002,2100900,108.362991
"2022-05-12",108.730003,112,108.57,110.510002,1928800,109.965057
"2022-05-13",111.919998,114.010002,111.650002,112.830002,1228900,112.273613
"2022-05-16",112.510002,112.949997,111.120003,112.18,1524900,111.626816
"2022-05-17",113.519997,113.669998,111.769997,112.470001,1111900,111.91539
"2022-05-18",111.400002,111.650002,108.790001,109.459999,2927500,108.920227
"2022-05-19",109.080002,110.849998,108.589996,109.970001,1613800,109.427719
"2022-05-20",110.989998,112,109.610001,111.919998,1773600,111.368095
"2022-05-23",113,113.889999,110.970001,113.82,1591300,113.258728
"2022-05-24",113.269997,114.160004,112.580002,114.07,1915300,113.5075
"2022-05-25",113.75,115.879997,113.75,115.589996,1793100,115.019997
"2022-05-26",115.690002,118.580002,115.550003,117.760002,1502300,117.760002
"2022-05-27",118.379997,119.769997,118.379997,119.769997,1335200,119.769997
"2022-05-31",118.559998,122.050003,118.120003,121.470001,2511200,121.470001
"2022-06-01",121.910004,122,119.360001,119.419998,1353600,119.419998
"2022-06-02",119.470001,120.330002,118.080002,120.300003,1001500,120.300003
"2022-06-03",119.360001,119.970001,118.370003,118.620003,957500,118.620003
"2022-06-06",119.269997,120.669998,118.690002,119.379997,1175500,119.379997
"2022-06-07",118.209999,120.279999,118.129997,120.209999,1047300,120.209999
"2022-06-08",119.730003,121,119.239998,120.510002,1164800,120.510002
"2022-06-09",119.760002,119.760002,117.230003,117.32,1052700,117.32
"2022-06-10",115.309998,116.449997,114.230003,114.410004,1222900,114.410004
"2022-06-13",111.800003,112.589996,109.900002,111.089996,1657100,111.089996
"2022-06-14",111.449997,112.440002,110.089996,110.230003,1356000,110.230003
"2022-06-15",111.199997,113.25,110.32,111.900002,1200500,111.900002
"2022-06-16",109.739998,110.080002,108.370003,109.139999,1359300,109.139999
"2022-06-17",109.459999,110.169998,108.690002,109.5,2587300,109.5
"2022-06-21",111,111.900002,109.25,111.57,1676900,111.57
"2022-06-22",110.470001,112.389999,110.269997,111.459999,1652900,111.459999
"2022-06-23",111.910004,112.489998,110.769997,112.330002,1391000,112.330002
"2022-06-24",113.290001,114.690002,112.849998,114.419998,2016900,114.419998
"2022-06-27",114.629997,116.269997,114.07,116.239998,1167000,116.239998
"2022-06-28",117.279999,118.029999,113.129997,113.480003,1065300,113.480003
"2022-06-29",113.580002,114.32,112.699997,113.830002,920700,113.830002
