"","URI.Open","URI.High","URI.Low","URI.Close","URI.Volume","URI.Adjusted"
"2020-09-25",164.910004,169.690002,164.309998,168.139999,545200,168.139999
"2020-09-28",172.130005,178.639999,170.990005,175.729996,782700,175.729996
"2020-09-29",174.889999,176.619995,171.5,174.210007,599700,174.210007
"2020-09-30",175.559998,179.449997,171.75,174.5,800900,174.5
"2020-10-01",176.580002,176.580002,171.880005,175.350006,911500,175.350006
"2020-10-02",171.75,186.240005,171.75,185.020004,1159000,185.020004
"2020-10-05",187.199997,198.619995,186.600006,197.699997,1539700,197.699997
"2020-10-06",197.970001,200.649994,193.470001,193.869995,1171200,193.869995
"2020-10-07",197.820007,201.509995,196.080002,198.960007,770500,198.960007
"2020-10-08",201,202,197.039993,199.490005,609000,199.490005
"2020-10-09",201.149994,203.570007,195.929993,196.940002,819200,196.940002
"2020-10-12",197.539993,200.360001,194.179993,199.100006,665400,199.100006
"2020-10-13",196.649994,197.259995,192.119995,194.270004,780400,194.270004
"2020-10-14",196.160004,197,187.789993,188.130005,1045200,188.130005
"2020-10-15",186.589996,189.5,185.429993,188.429993,783800,188.429993
"2020-10-16",189.710007,196.050003,188.570007,192.940002,806400,192.940002
"2020-10-19",191.009995,194.800003,186.660004,187.440002,668500,187.440002
"2020-10-20",189.600006,192.490005,188.770004,189.320007,576600,189.320007
"2020-10-21",188.440002,190.949997,185.570007,186.869995,552000,186.869995
"2020-10-22",186.539993,189.279999,184.020004,185.399994,686500,185.399994
"2020-10-23",187.919998,189.089996,184.089996,188.240005,519100,188.240005
"2020-10-26",184.630005,185.289993,179.410004,182.119995,551300,182.119995
"2020-10-27",182.449997,182.449997,174.75,174.809998,1014800,174.809998
"2020-10-28",169,172.839996,167.25,170.729996,1153800,170.729996
"2020-10-29",175.490005,176.979996,169.270004,173.220001,1151500,173.220001
"2020-10-30",171.910004,179.380005,170.139999,178.289993,1234400,178.289993
"2020-11-02",181,192.960007,180.570007,192.669998,1327400,192.669998
"2020-11-03",197,202.940002,195.190002,201.449997,1425700,201.449997
"2020-11-04",188.050003,190,178.850006,179.190002,2760200,179.190002
"2020-11-05",185,191.990005,183.009995,188.470001,1404300,188.470001
"2020-11-06",188.470001,194.850006,187.979996,191.460007,801300,191.460007
"2020-11-09",205.020004,213,202.350006,205.820007,1330500,205.820007
"2020-11-10",205.080002,212.800003,205.080002,209.270004,801900,209.270004
"2020-11-11",209.970001,210.229996,203.470001,207.25,477000,207.25
"2020-11-12",204.559998,205.270004,198.740005,201.919998,567900,201.919998
"2020-11-13",205.300003,209.479996,204.149994,207.270004,634700,207.270004
"2020-11-16",211.270004,217.880005,207.839996,217.830002,1315800,217.830002
"2020-11-17",214,216.449997,211.279999,214.619995,641800,214.619995
"2020-11-18",216,220.809998,214.089996,216.25,1103500,216.25
"2020-11-19",214.470001,217.100006,209.160004,217,779300,217
"2020-11-20",222.839996,223.889999,218.589996,219.800003,1023300,219.800003
"2020-11-23",223.559998,227.809998,221.929993,226.309998,830300,226.309998
"2020-11-24",230.460007,240.259995,229,237.910004,1185000,237.910004
"2020-11-25",235.110001,235.899994,228.360001,230.460007,760100,230.460007
"2020-11-27",230.190002,234.550003,230.190002,232.910004,336700,232.910004
"2020-11-30",231.720001,232,226.059998,226.979996,1273600,226.979996
"2020-12-01",232.979996,236.119995,230.679993,233.639999,796900,233.639999
"2020-12-02",232.600006,233.800003,228.970001,231.399994,651500,231.399994
"2020-12-03",231.610001,238.509995,230.929993,236.949997,858100,236.949997
"2020-12-04",239.300003,245.809998,238.610001,245.619995,783600,245.619995
"2020-12-07",243.449997,246.589996,241.039993,246.479996,652200,246.479996
"2020-12-08",244.639999,249.589996,241.279999,243,718800,243
"2020-12-09",249.600006,249.600006,243.979996,246.75,874500,246.75
"2020-12-10",243.759995,244.940002,239.360001,241.979996,754800,241.979996
"2020-12-11",240.179993,243.580002,239.149994,240.759995,728500,240.759995
"2020-12-14",245.089996,245.089996,238.520004,238.889999,650100,238.889999
"2020-12-15",231.729996,239.669998,231.009995,238.979996,770100,238.979996
"2020-12-16",240.419998,240.419998,230.270004,232.490005,886800,232.490005
"2020-12-17",229.679993,232.520004,226.600006,229.160004,1090800,229.160004
"2020-12-18",228.679993,229.949997,224.699997,227.539993,1231900,227.539993
"2020-12-21",221.220001,231.25,217.389999,229.550003,752200,229.550003
"2020-12-22",231.050003,231.279999,223.740005,227.389999,515800,227.389999
"2020-12-23",229.860001,231.990005,227.720001,230.929993,581100,230.929993
"2020-12-24",230.669998,233.160004,228.949997,232.619995,213200,232.619995
"2020-12-28",233.410004,234.509995,226.570007,226.990005,447200,226.990005
"2020-12-29",227.589996,229.369995,223.720001,226.429993,485800,226.429993
"2020-12-30",227.860001,231.179993,227.5,230.059998,327900,230.059998
"2020-12-31",229.729996,233.830002,228,231.910004,523000,231.910004
"2021-01-04",234,236.300003,224.520004,229.649994,967300,229.649994
"2021-01-05",229.199997,239.429993,228.610001,235.570007,774600,235.570007
"2021-01-06",248.149994,262.040009,248.149994,256.549988,1988100,256.549988
"2021-01-07",261.329987,267.589996,259.049988,264.679993,1031100,264.679993
"2021-01-08",264.5,266.549988,253.479996,260.149994,708100,260.149994
"2021-01-11",255.149994,261.450012,255,257.450012,445100,257.450012
"2021-01-12",259.179993,264.089996,257.809998,262.140015,713300,262.140015
"2021-01-13",260.799988,261.450012,253.639999,254.449997,678800,254.449997
"2021-01-14",258.769989,264.399994,255.020004,260.369995,661400,260.369995
"2021-01-15",256.76001,258.420013,250.610001,255.139999,658300,255.139999
"2021-01-19",260,266.589996,259.570007,260.829987,763200,260.829987
"2021-01-20",263.799988,264.200012,258.609985,260.200012,495200,260.200012
"2021-01-21",260.01001,261.790009,258,259.220001,426400,259.220001
"2021-01-22",255.369995,259.75,254.5,258.589996,481800,258.589996
"2021-01-25",256.51001,261.98999,251.929993,253.520004,670500,253.520004
"2021-01-26",257.390015,257.589996,247.410004,248.210007,495800,248.210007
"2021-01-27",240.119995,241.820007,228.220001,236.270004,1264400,236.270004
"2021-01-28",245.699997,257.570007,243,253.559998,1172600,253.559998
"2021-01-29",251.630005,251.880005,238.550003,243.009995,1117000,243.009995
"2021-02-01",247.919998,254.210007,245,253.279999,710400,253.279999
"2021-02-02",257.720001,261.940002,249.75,250.669998,749900,250.669998
"2021-02-03",252.339996,255.389999,248.070007,250.800003,514500,250.800003
"2021-02-04",252.789993,260.450012,251.25,259.829987,712100,259.829987
"2021-02-05",261,266.670013,261,265.730011,617300,265.730011
"2021-02-08",267.470001,274.119995,266.730011,272.230011,741900,272.230011
"2021-02-09",270.040009,278.859985,267.269989,277.279999,711000,277.279999
"2021-02-10",279.720001,285.029999,275.529999,276.829987,842800,276.829987
"2021-02-11",277.850006,282.959991,274.579987,279.820007,645100,279.820007
"2021-02-12",279.799988,287.230011,279.119995,286.220001,494600,286.220001
"2021-02-16",290,293.470001,288.079987,288.079987,1105700,288.079987
"2021-02-17",286.01001,287.320007,274.279999,277.809998,726700,277.809998
"2021-02-18",273.730011,275.600006,267.420013,274.790009,758900,274.790009
"2021-02-19",278.079987,291.329987,278.070007,290.01001,691900,290.01001
"2021-02-22",288,302.700012,287.309998,298.48999,965700,298.48999
"2021-02-23",296.950012,308.859985,286.420013,306.359985,1292900,306.359985
"2021-02-24",310,321.940002,307.779999,312.519989,1253800,312.519989
"2021-02-25",311.730011,312.209991,292,295.109985,1298200,295.109985
"2021-02-26",298.540009,301.549988,285,297.380005,1007900,297.380005
"2021-03-01",304.109985,305.98999,299.089996,302.48999,696000,302.48999
"2021-03-02",304.049988,304.049988,292.420013,293.420013,694800,293.420013
"2021-03-03",294.619995,302.700012,293.079987,294.929993,644500,294.929993
"2021-03-04",294.549988,303.100006,282.700012,288.600006,1180400,288.600006
"2021-03-05",293.119995,302.100006,282.200012,300.959991,733300,300.959991
"2021-03-08",303.910004,308.140015,300.480011,302.600006,863000,302.600006
"2021-03-09",302.459991,304.209991,293.549988,295.25,720400,295.25
"2021-03-10",296.730011,304.589996,296.079987,303.059998,488400,303.059998
"2021-03-11",305.600006,314.100006,304.089996,310.779999,502100,310.779999
"2021-03-12",310.769989,319.109985,309.059998,317.859985,580300,317.859985
"2021-03-15",319.079987,323.829987,311.609985,323.480011,553000,323.480011
"2021-03-16",322.119995,322.119995,311.75,314.859985,802100,314.859985
"2021-03-17",317.640015,324.220001,311,321.899994,526700,321.899994
"2021-03-18",321.899994,330.790009,317.329987,318.119995,607900,318.119995
"2021-03-19",316.429993,319.959991,305.559998,316,970000,316
"2021-03-22",315,316.720001,308.529999,311.480011,603000,311.480011
"2021-03-23",308.109985,310.309998,297.5,299.929993,774500,299.929993
"2021-03-24",308.98999,313.100006,304.890015,305.410004,607700,305.410004
"2021-03-25",304.140015,315.649994,299.820007,314.23999,655600,314.23999
"2021-03-26",318.269989,330.170013,315.5,329.859985,839800,329.859985
"2021-03-29",329.5,335.589996,322.720001,324.470001,902900,324.470001
"2021-03-30",324.720001,336.320007,324.720001,333.209991,1181900,333.209991
"2021-03-31",334,339.720001,325.809998,329.309998,1398300,329.309998
"2021-04-01",331.51001,334.290009,324.269989,331.709991,771600,331.709991
"2021-04-05",337,338.48999,330.940002,331.529999,590900,331.529999
"2021-04-06",331,341,323.769989,325.429993,835700,325.429993
"2021-04-07",326,326.5,319.119995,322,730200,322
"2021-04-08",320.959991,324.23999,313.519989,321.25,620000,321.25
"2021-04-09",321,325.119995,317.459991,324.709991,575900,324.709991
"2021-04-12",326.609985,328.959991,323.320007,327.869995,506300,327.869995
"2021-04-13",324.209991,326.579987,316.670013,325.570007,477400,325.570007
"2021-04-14",325.279999,331.630005,324.149994,325.059998,716000,325.059998
"2021-04-15",328.220001,328.220001,319.559998,325.390015,592600,325.390015
"2021-04-16",329.630005,332.410004,325.320007,328.140015,765600,328.140015
"2021-04-19",325.390015,326.470001,318.829987,324.589996,779400,324.589996
"2021-04-20",322.299988,322.299988,304.299988,310.73999,908800,310.73999
"2021-04-21",308.149994,316.970001,304.660004,316.75,730800,316.75
"2021-04-22",318.799988,320,309.730011,309.98999,851400,309.98999
"2021-04-23",313.769989,320.549988,311.450012,318.940002,716600,318.940002
"2021-04-26",320.429993,326.51001,320.399994,324.970001,547900,324.970001
"2021-04-27",322.720001,325.089996,318.01001,324.820007,606600,324.820007
"2021-04-28",323.549988,327.890015,322.480011,324.850006,545300,324.850006
"2021-04-29",331.309998,331.309998,315.929993,327.329987,823100,327.329987
"2021-04-30",323.23999,326.420013,319.48999,319.950012,559700,319.950012
"2021-05-03",324.579987,328.51001,319.51001,321.799988,457500,321.799988
"2021-05-04",321.029999,330.660004,317.429993,329.950012,849900,329.950012
"2021-05-05",330.75,336.76001,324.100006,332.709991,706600,332.709991
"2021-05-06",332.709991,342.959991,331.76001,342.579987,699600,342.579987
"2021-05-07",341.880005,348.410004,336.769989,347.329987,531900,347.329987
"2021-05-10",348.5,354.600006,346.779999,348.140015,796000,348.140015
"2021-05-11",342.25,345.329987,335.98999,340.329987,697300,340.329987
"2021-05-12",340.339996,343.290009,328.019989,329.290009,584700,329.290009
"2021-05-13",330.589996,339.25,328.170013,333.059998,573500,333.059998
"2021-05-14",337.160004,343.279999,334.670013,341.790009,477600,341.790009
"2021-05-17",339.829987,341.839996,333.480011,341.040009,356200,341.040009
"2021-05-18",340.350006,341.619995,331.119995,331.329987,438300,331.329987
"2021-05-19",325.640015,325.640015,315.279999,321.339996,981400,321.339996
"2021-05-20",321.630005,322.929993,314.309998,319.309998,711600,319.309998
"2021-05-21",322.779999,327,318.709991,321.450012,534300,321.450012
"2021-05-24",323.230011,327.850006,318.940002,325.920013,417300,325.920013
"2021-05-25",328.630005,332.649994,323.690002,324.380005,569500,324.380005
"2021-05-26",322.640015,327.600006,322.359985,326.820007,537900,326.820007
"2021-05-27",332.899994,335.25,329.959991,333.630005,953400,333.630005
"2021-05-28",333.589996,336.049988,328.119995,333.959991,547500,333.959991
"2021-06-01",338.609985,341.25,337.660004,339.450012,544100,339.450012
"2021-06-02",339.440002,339.440002,334.980011,338.470001,774000,338.470001
"2021-06-03",337.609985,340.850006,332.75,336.119995,596500,336.119995
"2021-06-04",336.339996,337.73999,328.100006,332.070007,474600,332.070007
"2021-06-07",333.679993,334.179993,315,316.019989,1189100,316.019989
"2021-06-08",316.100006,326.100006,313.369995,324.23999,734300,324.23999
"2021-06-09",321.839996,323.940002,313.019989,314.709991,709400,314.709991
"2021-06-10",318.769989,320.600006,302.73999,303.320007,1339500,303.320007
"2021-06-11",304.309998,308.470001,302.029999,305.339996,963200,305.339996
"2021-06-14",304.170013,306.649994,298.559998,302.980011,913400,302.980011
"2021-06-15",304.48999,310.670013,303.410004,309.829987,739600,309.829987
"2021-06-16",307.589996,310.019989,302.779999,307.019989,747600,307.019989
"2021-06-17",308,309.880005,289.899994,294.179993,1045500,294.179993
"2021-06-18",287.049988,291.320007,285.589996,288.950012,1464000,288.950012
"2021-06-21",293.350006,301.890015,292.450012,299.209991,677100,299.209991
"2021-06-22",300.769989,304.690002,294.790009,303.75,711500,303.75
"2021-06-23",310,313.970001,307.359985,308.119995,836000,308.119995
"2021-06-24",310.519989,320.649994,309.51001,316.799988,1151300,316.799988
"2021-06-25",325.829987,325.829987,312.369995,312.970001,1512200,312.970001
"2021-06-28",313.179993,319,307.649994,318.049988,926400,318.049988
"2021-06-29",319.700012,323.540009,314.589996,315.019989,625200,315.019989
"2021-06-30",313.149994,320,312.519989,319.01001,708000,319.01001
"2021-07-01",323.200012,324.429993,319.450012,321.350006,593300,321.350006
"2021-07-02",319.769989,322.410004,318.670013,319.570007,459700,319.570007
"2021-07-06",319.790009,320,307.75,311.429993,888700,311.429993
"2021-07-07",310,315.299988,307.070007,312.790009,592600,312.790009
"2021-07-08",304.100006,311.809998,300.070007,306.220001,927000,306.220001
"2021-07-09",312.5,317.869995,311.660004,317.480011,860900,317.480011
"2021-07-12",315.200012,322.98999,313.890015,321.589996,870100,321.589996
"2021-07-13",319.73999,320.640015,314.309998,314.450012,598400,314.450012
"2021-07-14",316.290009,318.790009,310.220001,312.589996,463800,312.589996
"2021-07-15",310.100006,318.48999,309.73999,314.709991,684000,314.709991
"2021-07-16",317.660004,317.959991,304.160004,306.079987,868400,306.079987
"2021-07-19",297.630005,299.649994,291.390015,298.850006,978400,298.850006
"2021-07-20",297.910004,313.029999,296.5,311.600006,711400,311.600006
"2021-07-21",315.399994,323.880005,314.73999,323.190002,982200,323.190002
"2021-07-22",322.420013,323.649994,316.779999,319.970001,583000,319.970001
"2021-07-23",322.109985,325.100006,318.26001,324.059998,543200,324.059998
"2021-07-26",324.630005,329.5,324.049988,327.910004,677200,327.910004
"2021-07-27",326.200012,332.230011,323.269989,326.75,607000,326.75
"2021-07-28",328,331.51001,320.850006,325.890015,973400,325.890015
"2021-07-29",317.519989,325.700012,308.470001,322.459991,1752500,322.459991
"2021-07-30",319.640015,332.149994,319.230011,329.549988,703800,329.549988
"2021-08-02",332.649994,336.329987,325.48999,326.269989,1014200,326.269989
"2021-08-03",327.690002,338.690002,323.029999,338.230011,777100,338.230011
"2021-08-04",335.140015,335.179993,323.420013,323.670013,630200,323.670013
"2021-08-05",326.130005,331,324.440002,325.390015,341800,325.390015
"2021-08-06",330,332.190002,326.23999,331.450012,371000,331.450012
"2021-08-09",331.339996,336.309998,326.23999,332.839996,367900,332.839996
"2021-08-10",332.529999,342.640015,330.149994,340.540009,509900,340.540009
"2021-08-11",344,357.850006,341.149994,357.5,1052600,357.5
"2021-08-12",359.299988,364.299988,356.640015,361.339996,992100,361.339996
"2021-08-13",360.440002,361.329987,350.970001,353.109985,580300,353.109985
"2021-08-16",349.799988,352.859985,345.670013,351.209991,413300,351.209991
"2021-08-17",348.350006,348.720001,340.040009,345.100006,574000,345.100006
"2021-08-18",342.279999,349.899994,339.630005,340.160004,407500,340.160004
"2021-08-19",332.299988,336.350006,329.049988,331.440002,498300,331.440002
"2021-08-20",329.779999,332.609985,324.799988,330.130005,486800,330.130005
"2021-08-23",333.470001,339.410004,331.709991,338,498400,338
"2021-08-24",339.23999,346.209991,338.98999,343.910004,335000,343.910004
"2021-08-25",345.480011,354.029999,344.480011,350.369995,411400,350.369995
"2021-08-26",351.25,352.549988,346.230011,347.640015,349500,347.640015
"2021-08-27",349.619995,356.779999,348.820007,355.220001,476100,355.220001
"2021-08-30",357.390015,357.450012,351.959991,354.350006,311300,354.350006
"2021-08-31",355.070007,356.540009,351.76001,352.649994,519700,352.649994
"2021-09-01",352.380005,353.73999,343.709991,347.329987,493800,347.329987
"2021-09-02",350.73999,356.600006,348.5,353.75,363000,353.75
"2021-09-03",352.100006,353.119995,346.679993,351.369995,366700,351.369995
"2021-09-07",348.910004,350.790009,345.519989,345.75,380300,345.75
"2021-09-08",343.670013,345.339996,336.160004,339.709991,574300,339.709991
"2021-09-09",338.700012,346.420013,338.220001,342.079987,523600,342.079987
"2021-09-10",346.380005,347.600006,340.529999,341.290009,409500,341.290009
"2021-09-13",344,346.869995,340.140015,343.470001,541400,343.470001
"2021-09-14",346.019989,346.019989,328,331.299988,518700,331.299988
"2021-09-15",331,342.470001,330.149994,341.600006,479300,341.600006
"2021-09-16",343.809998,354.390015,342.880005,346.200012,702800,346.200012
"2021-09-17",343.5,349.130005,337.980011,341.459991,920000,341.459991
"2021-09-20",329.359985,333.709991,323.920013,329.619995,675200,329.619995
"2021-09-21",334.799988,334.98999,325.410004,330.26001,567400,330.26001
"2021-09-22",337,349.359985,334.959991,345.899994,1080300,345.899994
"2021-09-23",348.170013,361.540009,346.040009,355.269989,884600,355.269989
"2021-09-24",354.130005,361,353.670013,356.51001,440800,356.51001
"2021-09-27",356.679993,369.170013,356.679993,365.839996,543500,365.839996
"2021-09-28",366.549988,369.220001,358.25,362.829987,659600,362.829987
"2021-09-29",366.910004,366.910004,359.799988,362.089996,469700,362.089996
"2021-09-30",362.160004,363.299988,350.649994,350.929993,807900,350.929993
"2021-10-01",351,361.190002,350.059998,358.149994,927900,358.149994
"2021-10-04",355.619995,357.299988,346.01001,348.76001,611800,348.76001
"2021-10-05",352.75,357.880005,346.049988,353.049988,858700,353.049988
"2021-10-06",347,352.890015,340.589996,346.670013,727500,346.670013
"2021-10-07",351.959991,357.549988,350.220001,352.429993,523400,352.429993
"2021-10-08",348.980011,352.190002,342.380005,342.559998,426600,342.559998
"2021-10-11",342.5,349.579987,341.730011,342.910004,443000,342.910004
"2021-10-12",345.329987,347.320007,340.880005,342.720001,386400,342.720001
"2021-10-13",342.790009,347.350006,336.970001,339.450012,387900,339.450012
"2021-10-14",344.279999,353.179993,343.059998,352.339996,418500,352.339996
"2021-10-15",357.01001,359.730011,348.570007,349.339996,606600,349.339996
"2021-10-18",346.660004,351.140015,344.079987,350.269989,422400,350.269989
"2021-10-19",351.5,357.369995,350.200012,353.440002,349500,353.440002
"2021-10-20",352.410004,367.660004,351.320007,365.920013,622700,365.920013
"2021-10-21",362.359985,366.649994,359.160004,365.399994,370000,365.399994
"2021-10-22",366.459991,370.380005,364.619995,368.290009,353700,368.290009
"2021-10-25",368.809998,370.130005,364.630005,366.26001,535100,366.26001
"2021-10-26",368,369.75,357.029999,357.190002,591500,357.190002
"2021-10-27",356.529999,359.660004,346.790009,347.549988,716600,347.549988
"2021-10-28",364.75,373.549988,349.25,367.179993,1300300,367.179993
"2021-10-29",369.690002,380.170013,368.459991,379.109985,1041400,379.109985
"2021-11-01",380.5,384.920013,379.179993,383.329987,638000,383.329987
"2021-11-02",385.959991,391.660004,382.720001,386.190002,536500,386.190002
"2021-11-03",383.950012,386.98999,377.049988,381.269989,665000,381.269989
"2021-11-04",385.76001,387.75,380.929993,385.970001,487700,385.970001
"2021-11-05",389.730011,396.970001,389.100006,391.959991,475000,391.959991
"2021-11-08",411.359985,414.98999,392.51001,392.790009,1052400,392.790009
"2021-11-09",392,395.269989,387.929993,391.5,349800,391.5
"2021-11-10",389.630005,391.420013,377.619995,379.980011,635400,379.980011
"2021-11-11",380.869995,387.869995,378.950012,382.450012,384700,382.450012
"2021-11-12",383.190002,387.029999,381.720001,382.959991,353200,382.959991
"2021-11-15",386.200012,389.149994,383.410004,384.290009,310200,384.290009
"2021-11-16",385.950012,387.48999,380.790009,381.670013,381300,381.670013
"2021-11-17",379.799988,381.980011,374.299988,379.730011,536000,379.730011
"2021-11-18",380.410004,382.470001,376,377.869995,318400,377.869995
"2021-11-19",374.980011,380.660004,371.75,375.26001,479900,375.26001
"2021-11-22",379.359985,386.859985,376.75,376.950012,489300,376.950012
"2021-11-23",376.619995,378.880005,371.399994,375.190002,1009400,375.190002
"2021-11-24",371.799988,376.940002,371.01001,373.890015,361700,373.890015
"2021-11-26",360.519989,364.660004,354.26001,362.230011,542900,362.230011
"2021-11-29",367.369995,368.899994,356.420013,357.019989,658900,357.019989
"2021-11-30",354.070007,355.48999,338.040009,338.73999,1463100,338.73999
"2021-12-01",348.950012,349.75,332.700012,332.820007,984500,332.820007
"2021-12-02",335.25,343.820007,335,339.420013,670500,339.420013
"2021-12-03",343.790009,343.790009,326.880005,332.829987,818600,332.829987
"2021-12-06",335.200012,348,329.200012,344.890015,1518400,344.890015
"2021-12-07",354.339996,364.480011,352.01001,356.75,852100,356.75
"2021-12-08",356.640015,361.019989,356.040009,356.959991,544000,356.959991
"2021-12-09",361,362.190002,355.029999,356.529999,589200,356.529999
"2021-12-10",358.5,360,344.829987,347.809998,599900,347.809998
"2021-12-13",346.910004,347.350006,335.309998,338.26001,675200,338.26001
"2021-12-14",335.670013,342.070007,333.420013,337.579987,471100,337.579987
"2021-12-15",336.290009,342.679993,327.75,341.149994,671100,341.149994
"2021-12-16",346.329987,349.040009,335.339996,337.470001,522400,337.470001
"2021-12-17",336.98999,337.519989,327.75,332.329987,1147600,332.329987
"2021-12-20",325.809998,326.040009,316.619995,321.980011,752600,321.980011
"2021-12-21",315.549988,330.190002,315,328.950012,624000,328.950012
"2021-12-22",329.899994,331.839996,323.290009,325.670013,598900,325.670013
"2021-12-23",327.869995,335.859985,327.869995,331.730011,372600,331.730011
"2021-12-27",333,333.5,328.549988,333.5,382100,333.5
"2021-12-28",333.290009,337.570007,331.179993,333.570007,254500,333.570007
"2021-12-29",334.869995,336.109985,332.589996,334.119995,354500,334.119995
"2021-12-30",333.519989,336.01001,329.720001,329.890015,336600,329.890015
"2021-12-31",328.290009,334.179993,325.519989,332.290009,659700,332.290009
"2022-01-03",333.26001,338.75,329.269989,330.640015,524400,330.640015
"2022-01-04",334.829987,349.140015,333.299988,347.089996,698800,347.089996
"2022-01-05",347.299988,351.5,333.25,335.019989,801100,335.019989
"2022-01-06",337.959991,338.589996,330.779999,335.170013,537000,335.170013
"2022-01-07",335.100006,338.720001,325.589996,325.980011,796000,325.980011
"2022-01-10",327.630005,328.190002,316.75,322.209991,794700,322.209991
"2022-01-11",323.029999,334.76001,315.679993,333.98999,885700,333.98999
"2022-01-12",338.279999,345,331.299988,331.950012,1032200,331.950012
"2022-01-13",333.920013,345.279999,333.920013,336.209991,731700,336.209991
"2022-01-14",333.529999,335.769989,322.869995,327.820007,589000,327.820007
"2022-01-18",323.579987,324.950012,313.850006,314.200012,764300,314.200012
"2022-01-19",317.589996,317.600006,307.040009,307.299988,663800,307.299988
"2022-01-20",309.690002,317.600006,306.230011,307.109985,732500,307.109985
"2022-01-21",302.329987,309.450012,294.959991,297.170013,938000,297.170013
