"","LDOS.Open","LDOS.High","LDOS.Low","LDOS.Close","LDOS.Volume","LDOS.Adjusted"
"2022-01-18",93.050003,93.949997,91.559998,93.220001,1291800,92.554466
"2022-01-19",93.349998,94.790001,92.919998,93.629997,876300,92.961533
"2022-01-20",94.010002,94.540001,92.849998,93.059998,781600,92.395599
"2022-01-21",93.099998,93.339996,91.870003,92.18,704300,91.521889
"2022-01-24",91.029999,93.32,89.629997,93.040001,1155200,92.375748
"2022-01-25",91.949997,94.5,90.889999,93.32,1513800,92.653748
"2022-01-26",93.860001,95.230003,92.949997,93.790001,1220600,93.120392
"2022-01-27",93,93,87.709999,88.620003,1733500,87.987312
"2022-01-28",87.870003,87.870003,84.209999,87,2071100,86.378868
"2022-01-31",86.489998,89.879997,86.489998,89.449997,1200100,88.811378
"2022-02-01",89.389999,90.239998,87.800003,88.57,868600,87.93766
"2022-02-02",88.25,90.379997,87.589996,89.989998,932700,89.347527
"2022-02-03",90.110001,90.760002,89.059998,89.980003,588100,89.337593
"2022-02-04",89.790001,89.860001,87.760002,89.07,691100,88.434097
"2022-02-07",89.360001,89.440002,88.220001,88.580002,813400,87.947594
"2022-02-08",89.239998,89.239998,85.93,86.43,1263500,85.812943
"2022-02-09",86.769997,88.480003,86.43,88.43,1042100,87.798668
"2022-02-10",87.860001,89.300003,87.580002,87.769997,865400,87.143372
"2022-02-11",87.779999,89.400002,87.099998,88.989998,1115700,88.354668
"2022-02-14",88.989998,88.989998,86.620003,87.360001,1700100,86.736305
"2022-02-15",82.529999,85.040001,81.07,84.5,1937900,83.896721
"2022-02-16",84.129997,88.870003,83.779999,88.720001,1768300,88.086594
"2022-02-17",87.220001,91.989998,87,91.809998,1413100,91.154533
"2022-02-18",91.809998,93.080002,90.610001,93.010002,1780700,92.345963
"2022-02-22",92.93,93.050003,90.230003,90.690002,1318600,90.042526
"2022-02-23",91.209999,92.68,90.610001,91.050003,1216800,90.399956
"2022-02-24",91.169998,95.529999,90.389999,95.480003,1758000,94.798332
"2022-02-25",95.839996,97.370003,95.18,97.150002,1254100,96.456413
"2022-02-28",97.400002,102.220001,96.900002,101.839996,2988200,101.112915
"2022-03-01",102.739998,105.839996,102.68,104.75,2075700,104.002151
"2022-03-02",104.629997,104.919998,101.080002,104.040001,1501000,103.297211
"2022-03-03",104.720001,105.529999,103.540001,105.080002,1395300,104.329788
"2022-03-04",105.099998,107.769997,104.510002,107.709999,1431900,106.94101
"2022-03-07",108,109.389999,106.18,106.860001,1390800,106.097076
"2022-03-08",106.010002,106.489998,101.93,102.199997,1329600,101.470352
"2022-03-09",102.080002,104.290001,100.089996,102.889999,1323600,102.155418
"2022-03-10",102.339996,104.169998,102.019997,103.019997,627000,102.284492
"2022-03-11",103.07,104.120003,101.900002,101.970001,735100,101.241997
"2022-03-14",102.139999,103.349998,101.309998,102.449997,1001800,102.078949
"2022-03-15",102.419998,104.050003,101.93,103.970001,894000,103.593445
"2022-03-16",103.650002,104.629997,100.480003,102.059998,1209700,101.690361
"2022-03-17",102.559998,104.839996,101.550003,103.989998,1157500,103.613373
"2022-03-18",103.389999,106.129997,103.239998,105.480003,3922800,105.097977
"2022-03-21",105.480003,108,105.279999,106.370003,930600,105.984756
"2022-03-22",106.379997,107.75,105.800003,106.419998,811600,106.034569
"2022-03-23",106.559998,107.370003,105.690002,106.830002,944200,106.443092
"2022-03-24",105.610001,108.690002,105.260002,107.540001,744300,107.15052
"2022-03-25",107.949997,109.620003,107.099998,108.529999,564100,108.136932
"2022-03-28",108.349998,109.349998,107.25,109.050003,564100,108.655052
"2022-03-29",107.760002,108.290001,106.25,107.360001,740800,106.971169
"2022-03-30",107.379997,109.040001,107.370003,108.419998,829700,108.027328
"2022-03-31",108.07,109.400002,107.550003,108.019997,932500,107.628777
"2022-04-01",107.709999,108.949997,106.919998,108.300003,598500,107.907768
"2022-04-04",108.239998,108.32,106.32,107.230003,661200,106.841644
"2022-04-05",107.260002,108.879997,106.739998,107.199997,866000,106.811745
"2022-04-06",107.32,108.650002,107.199997,107.480003,1221400,107.090736
"2022-04-07",107.5,108.400002,106.699997,108.07,1346800,107.678596
"2022-04-08",108.849998,109.879997,107.889999,107.989998,746600,107.598885
"2022-04-11",108.309998,109.459999,107.470001,108.169998,694100,107.778236
"2022-04-12",108.139999,109.900002,108.029999,108.300003,495900,107.907768
"2022-04-13",108.550003,109.580002,107.739998,108.730003,490700,108.336212
"2022-04-14",109.199997,110.650002,108.809998,109.059998,584400,108.665009
"2022-04-18",108.779999,110.32,108.43,109.260002,653800,108.864288
"2022-04-19",109.43,110.620003,109.099998,109.610001,588000,109.21302
"2022-04-20",109.970001,111.120003,109.599998,109.870003,584600,109.472084
"2022-04-21",110.169998,110.419998,109.300003,109.779999,638400,109.382401
"2022-04-22",109.32,110.190002,108.139999,108.25,529900,107.857948
"2022-04-25",107.900002,107.900002,105.459999,107.169998,1019800,106.781853
"2022-04-26",107.190002,108.790001,106.589996,106.629997,690600,106.243813
"2022-04-27",106.720001,107.389999,105.559998,106.239998,686700,105.855225
"2022-04-28",106.589996,106.589996,104.349998,105.029999,1047100,104.649605
"2022-04-29",104.849998,105.730003,103.160004,103.510002,1318500,103.135117
"2022-05-02",103.379997,105.25,102.779999,103.510002,1087000,103.135117
"2022-05-03",102.169998,103.519997,99.650002,102.519997,1686500,102.148697
"2022-05-04",102.599998,106,102.5,104.779999,1284900,104.400513
"2022-05-05",104.769997,105.25,102.879997,104.059998,820700,103.683121
"2022-05-06",103.82,104.580002,102.400002,103.209999,684300,102.836197
"2022-05-09",102.489998,103.209999,99.110001,99.379997,827300,99.020065
"2022-05-10",99.660004,102.169998,99.660004,101.230003,1157900,100.863373
"2022-05-11",101.160004,103.370003,100.839996,101.209999,895500,100.843445
"2022-05-12",101.199997,102.559998,99.82,100.57,1002300,100.205757
"2022-05-13",100.980003,102.400002,100.75,101.639999,518300,101.271881
"2022-05-16",102.260002,103.709999,101.660004,103.199997,600100,102.826233
"2022-05-17",103.529999,104.57,102.620003,104.400002,534900,104.021889
"2022-05-18",103.940002,104.239998,101.309998,101.690002,530600,101.321709
"2022-05-19",100.730003,102.519997,100.150002,101.519997,676100,101.152313
"2022-05-20",101.510002,101.510002,98.879997,100.599998,699200,100.235649
"2022-05-23",101.309998,102.440002,100.519997,101.849998,584400,101.481125
"2022-05-24",101.849998,102.489998,100.519997,101.970001,723100,101.600693
"2022-05-25",102.150002,102.82,101.459999,102.389999,526600,102.019165
"2022-05-26",103.18,104.410004,103.129997,103.629997,436200,103.254677
"2022-05-27",103.980003,105.379997,103.790001,105.360001,535800,104.978409
"2022-05-31",104.82,105.110001,103.599998,104.5,1031900,104.121529
"2022-06-01",104.849998,105.050003,103.150002,104.739998,546500,104.360657
"2022-06-02",104.720001,105.889999,102.970001,105.650002,500800,105.267365
"2022-06-03",105.269997,106.230003,104.699997,105.779999,492900,105.396889
"2022-06-06",106.139999,106.940002,105.559998,105.919998,591700,105.536385
"2022-06-07",103.779999,107.309998,103.449997,107.07,670800,106.68222
"2022-06-08",106.519997,106.550003,103.839996,103.910004,404200,103.533669
"2022-06-09",104.139999,104.599998,102.779999,102.830002,489500,102.457573
"2022-06-10",101.75,101.940002,100.610001,100.720001,640800,100.355217
"2022-06-13",99.279999,100.529999,98.300003,99.400002,823000,99.040001
"2022-06-14",98.830002,99.529999,96.800003,97.910004,914400,97.910004
"2022-06-15",98.559998,99.339996,97.300003,98.790001,758800,98.790001
"2022-06-16",97.5,97.580002,94.970001,95.360001,847900,95.360001
"2022-06-17",94.959999,95.239998,91.720001,94.150002,2671800,94.150002
"2022-06-21",95.660004,97.220001,94.739998,96.900002,647500,96.900002
"2022-06-22",95.910004,97.800003,95.370003,97.440002,779100,97.440002
"2022-06-23",98.279999,98.900002,96.519997,97.540001,626400,97.540001
"2022-06-24",98.540001,101.830002,97.910004,101.57,1314300,101.57
"2022-06-27",101.519997,102.760002,100.760002,101.690002,544100,101.690002
"2022-06-28",102.099998,102.559998,98.949997,99.260002,680800,99.260002
"2022-06-29",99.82,99.82,98.480003,99.349998,685600,99.349998
