"","CINF.Open","CINF.High","CINF.Low","CINF.Close","CINF.Volume","CINF.Adjusted"
"2022-01-11",119,119.660004,118.160004,119.480003,536800,118.150475
"2022-01-12",119.489998,120.300003,118.360001,118.879997,515600,117.557137
"2022-01-13",119.199997,122.599998,119.190002,120.989998,691600,119.643661
"2022-01-14",120.080002,120.629997,118.730003,119.540001,541900,118.209801
"2022-01-18",119.239998,120,116.910004,117.370003,491900,116.06395
"2022-01-19",117.769997,117.769997,114.860001,114.970001,432100,113.690659
"2022-01-20",115.709999,118.660004,115.410004,115.779999,627100,114.491638
"2022-01-21",115.580002,116.980003,114.300003,114.459999,727900,113.186325
"2022-01-24",113.480003,117.519997,112.129997,117.169998,820900,115.866165
"2022-01-25",116.040001,116.459999,113.330002,115.089996,595700,113.809311
"2022-01-26",116.110001,117.639999,113.57,114.980003,693100,113.700546
"2022-01-27",116.160004,117.919998,112.919998,113.470001,706700,112.207344
"2022-01-28",113.029999,117.519997,112.980003,117.43,664600,116.123276
"2022-01-31",116.739998,117.980003,115.639999,117.830002,984900,116.518829
"2022-02-01",117.480003,118.879997,116.559998,118.32,586100,117.003372
"2022-02-02",117.900002,121.18,117.900002,120.940002,658400,119.594223
"2022-02-03",120.510002,121.75,120.059998,120.489998,696000,119.149223
"2022-02-04",120.540001,122.989998,120.169998,121.690002,619800,120.335876
"2022-02-07",122.160004,122.620003,120.75,121.32,466000,119.969994
"2022-02-08",121.949997,123.75,121.110001,123.160004,710100,121.78952
"2022-02-09",123.870003,124.940002,122.949997,123.139999,517000,121.769737
"2022-02-10",122.400002,124.129997,121.870003,122.540001,941500,121.176422
"2022-02-11",122.720001,123.529999,120.400002,121.139999,894300,119.791992
"2022-02-14",121.139999,121.639999,117.669998,119.480003,1051100,118.150475
"2022-02-15",120.910004,122.239998,119.949997,120.690002,876200,119.347008
"2022-02-16",123.260002,128.149994,123.260002,128.139999,1377900,126.714096
"2022-02-17",127.339996,129.169998,125.059998,126.25,963400,124.845131
"2022-02-18",126,127.019997,124.800003,125.580002,743900,124.182587
"2022-02-22",125.110001,125.510002,122.360001,123.940002,745500,122.560837
"2022-02-23",124.620003,124.919998,121.959999,122.440002,594400,121.07753
"2022-02-24",119.709999,119.709999,116.769997,119.419998,1085700,118.091133
"2022-02-25",120.589996,125.059998,120.589996,124.940002,702200,123.549713
"2022-02-28",122.269997,123.93,121.260002,122.790001,680100,121.42363
"2022-03-01",121.650002,122.220001,118.959999,120.050003,756000,118.714127
"2022-03-02",120.959999,123.860001,120.959999,123.389999,642300,122.01696
"2022-03-03",123.870003,124.879997,122.769997,124.360001,510900,122.976166
"2022-03-04",123,123.589996,121.080002,123.199997,556700,121.829071
"2022-03-07",122.529999,122.589996,119.690002,119.730003,879900,118.397682
"2022-03-08",120.68,122.25,118.720001,119.32,712200,117.992249
"2022-03-09",122.43,123.68,121.139999,121.360001,639300,120.009544
"2022-03-10",120.300003,122.489998,119.629997,122.160004,467400,120.800644
"2022-03-11",122.900002,124.669998,121.57,121.690002,524400,120.335876
"2022-03-14",124.870003,130.229996,124.309998,128.039993,1372400,126.615204
"2022-03-15",128.820007,131.029999,128.259995,130.720001,674200,129.265396
"2022-03-16",131.179993,133.330002,129.240005,130.5,753400,129.047852
"2022-03-17",128.990005,132.630005,128.990005,132.270004,650100,131.493393
"2022-03-18",132.289993,132.539993,127.650002,127.940002,3549000,127.18882
"2022-03-21",128.820007,131.139999,128.479996,131.110001,724000,130.34021
"2022-03-22",132.270004,132.639999,130.559998,131.690002,603600,130.916809
"2022-03-23",131.479996,132.690002,131.119995,131.740005,721400,130.966507
"2022-03-24",132.669998,134.960007,131.990005,134.820007,620400,134.028427
"2022-03-25",135.029999,136.979996,134.910004,136.889999,455400,136.086273
"2022-03-28",136.759995,136.850006,134.350006,135.770004,471800,134.972855
"2022-03-29",136.669998,137.320007,135.5,136.559998,373600,135.758209
"2022-03-30",136.940002,138.199997,136.350006,138.149994,454800,137.338867
"2022-03-31",138.669998,138.990005,135.580002,135.960007,729300,135.161743
"2022-04-01",137.160004,138.149994,135.740005,138.070007,620100,137.259354
"2022-04-04",137.460007,137.610001,134.399994,135.130005,429200,134.336609
"2022-04-05",134.740005,137.139999,134.619995,135.279999,417700,134.485718
"2022-04-06",134.630005,138.389999,134.490005,137.369995,729200,136.563446
"2022-04-07",137.199997,137.729996,135.729996,136.990005,538400,136.185684
"2022-04-08",137.660004,138.130005,136.229996,137.889999,540000,137.080399
"2022-04-11",138.229996,139.820007,136.339996,136.479996,468400,135.67868
"2022-04-12",136.550003,138.160004,135.679993,136.839996,457800,136.03656
"2022-04-13",136.520004,138.119995,135.169998,137.839996,380200,137.030685
"2022-04-14",137.669998,138.949997,137.350006,138.190002,358500,137.378647
"2022-04-18",137.759995,139.080002,137.330002,138.589996,387200,137.776291
"2022-04-19",138.929993,139.100006,137.899994,138.839996,545000,138.024811
"2022-04-20",139.330002,141.460007,139.009995,141.25,553400,140.42067
"2022-04-21",141.710007,143.220001,140.110001,140.279999,419300,139.45636
"2022-04-22",139.880005,139.880005,136.419998,136.660004,464300,135.85762
"2022-04-25",136.550003,136.550003,132.839996,136.080002,824500,135.281021
"2022-04-26",134.619995,136.710007,133.830002,134.029999,672700,133.243057
"2022-04-27",134.460007,136.449997,133.520004,135.009995,591400,134.2173
"2022-04-28",135.210007,136.539993,133.619995,136,670800,135.201492
"2022-04-29",133.919998,133.919998,122.25,122.660004,2466000,121.939827
"2022-05-02",123.07,124.400002,118.699997,120.75,1090600,120.041031
"2022-05-03",121.580002,123.68,121.470001,122.169998,768700,121.452698
"2022-05-04",122.169998,127.389999,121.830002,127.339996,744200,126.592339
"2022-05-05",126,127.010002,124.059998,125.849998,691100,125.111092
"2022-05-06",125.510002,126.980003,124.230003,126.459999,533800,125.717506
"2022-05-09",125.160004,126.120003,124.099998,125.019997,737900,124.285957
"2022-05-10",126.290001,127.209999,123.910004,125,865000,124.266083
"2022-05-11",125.239998,126.790001,124.669998,125.150002,599200,124.415199
"2022-05-12",124.989998,125.349998,122.739998,124.82,884000,124.087135
"2022-05-13",125.089996,126.5,124.650002,126.230003,506300,125.488861
"2022-05-16",126.07,127.010002,125.019997,126.110001,438800,125.36956
"2022-05-17",127.260002,127.900002,125.870003,126.970001,469300,126.224518
"2022-05-18",126.480003,126.529999,124.339996,124.809998,425200,124.077194
"2022-05-19",122.989998,124.290001,119.980003,122.669998,670300,121.94976
"2022-05-20",123.419998,124.080002,120.260002,121.980003,813800,121.263817
"2022-05-23",123.669998,125.93,122.739998,125.339996,555700,124.60408
"2022-05-24",124.989998,125.68,122.809998,125.089996,641200,124.355545
"2022-05-25",124.599998,125.900002,123.379997,124.440002,567500,123.709373
"2022-05-26",124.970001,127.690002,124.949997,127.059998,371300,126.31398
"2022-05-27",127.440002,128.440002,127.089996,128.419998,282500,127.666
"2022-05-31",127.419998,128.850006,125.800003,127.860001,634700,127.109291
"2022-06-01",128.039993,128.199997,124.129997,126.110001,374000,125.36956
"2022-06-02",126.160004,127.440002,124.309998,127.349998,250400,126.60228
"2022-06-03",126.760002,127.110001,125.919998,126.339996,255000,125.598206
"2022-06-06",127.269997,128.580002,126.279999,128.119995,328200,127.36776
"2022-06-07",127.650002,128.570007,127,128.339996,324900,127.586464
"2022-06-08",127.559998,127.730003,126.209999,126.510002,232100,125.76722
"2022-06-09",126.559998,127.68,123.410004,123.419998,263000,122.695358
"2022-06-10",121.349998,121.529999,119.809998,119.900002,575100,119.19603
"2022-06-13",117.5,118.419998,115.599998,116.330002,589000,115.646988
"2022-06-14",117.120003,117.879997,115.510002,116.419998,531100,115.736458
"2022-06-15",118.349998,119.470001,115.989998,117.519997,547900,116.829994
"2022-06-16",115.279999,115.279999,111.839996,112.699997,710500,112.699997
"2022-06-17",113.199997,114.900002,112.57,113.970001,1383800,113.970001
"2022-06-21",115.489998,116,113.809998,115.550003,640800,115.550003
"2022-06-22",114.309998,116.919998,113.919998,115.720001,523400,115.720001
"2022-06-23",115.970001,116.470001,112.849998,113.580002,687400,113.580002
"2022-06-24",114.839996,117.120003,113.82,116.5,1721000,116.5
"2022-06-27",116.809998,117.480003,116.040001,117.18,564400,117.18
"2022-06-28",118.160004,119.57,117.580002,117.639999,462900,117.639999
"2022-06-29",118.029999,118.75,117.279999,117.900002,529400,117.900002
