"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2022-01-07",262.690002,266.609985,262.040009,263.98999,1646000,261.769104
"2022-01-10",262.619995,262.619995,252.509995,256.549988,4553800,254.391693
"2022-01-11",256.549988,257.390015,252.139999,255.539993,2018300,253.390182
"2022-01-12",256.079987,259.01001,254.779999,256.209991,1413500,254.054535
"2022-01-13",257.209991,260.109985,256.299988,257.670013,1658500,255.502304
"2022-01-14",254.589996,256.660004,253.259995,256.220001,1393600,254.064468
"2022-01-18",252.660004,254.240005,250.25,253.330002,1918700,251.198792
"2022-01-19",253.330002,255.809998,252.179993,252.190002,1302800,250.068375
"2022-01-20",253.720001,256,250.639999,250.740005,1671600,248.630569
"2022-01-21",249.630005,249.990005,243.940002,244.910004,3063600,242.849625
"2022-01-24",239.559998,245.949997,236.850006,245.720001,3051500,243.652802
"2022-01-25",241.740005,246.740005,239.009995,244.039993,2032200,241.986923
"2022-01-26",245.809998,248.25,241.220001,243.160004,2010800,241.114349
"2022-01-27",245.25,247.639999,239.679993,241.929993,1865700,239.894684
"2022-01-28",241.139999,244.910004,239.130005,244.779999,2287600,242.720718
"2022-01-31",244.029999,246.160004,241,245.860001,3395900,243.791626
"2022-02-01",254.779999,256.48999,251.300003,252,4598800,249.879974
"2022-02-02",253.440002,253.5,248.850006,251.820007,1746900,249.701492
"2022-02-03",249.880005,251.380005,247.059998,247.320007,1803300,245.239349
"2022-02-04",246.240005,247.070007,242.039993,244.110001,2142000,242.056351
"2022-02-07",244.899994,245.539993,242.619995,243.729996,1622600,241.679535
"2022-02-08",244.740005,246.320007,243,243.860001,1983100,241.808456
"2022-02-09",245.789993,248.600006,243.610001,244.240005,1729200,242.185272
"2022-02-10",242.380005,243.820007,239.539993,240.410004,2614000,238.387482
"2022-02-11",240.050003,240.5,231.229996,232.210007,4681000,230.25647
"2022-02-14",231.330002,232.220001,226.970001,228.460007,2510300,226.53801
"2022-02-15",231.720001,234.169998,230.009995,230.399994,2617000,228.461685
"2022-02-16",229,230.389999,224.419998,229.009995,2443600,227.083374
"2022-02-17",227.429993,227.860001,224.100006,224.369995,1415900,222.482422
"2022-02-18",223.630005,225.070007,220.809998,222.229996,1658500,220.360413
"2022-02-22",220.149994,221.649994,216.330002,217.789993,2521400,215.957764
"2022-02-23",218.679993,220.039993,214.75,214.839996,2253300,213.032578
"2022-02-24",208,216.570007,206.309998,215.919998,3002400,214.103516
"2022-02-25",216.539993,222.639999,216.160004,220.720001,1963900,218.863113
"2022-02-28",217.179993,222.639999,215.710007,222.270004,2477700,220.400085
"2022-03-01",221.039993,221.949997,212.639999,214.910004,2081800,213.102005
"2022-03-02",216.440002,222.580002,214.300003,219.25,2270600,217.405487
"2022-03-03",222.630005,224.949997,220.199997,221.309998,2467700,219.448151
"2022-03-04",218,219,212.300003,214.539993,2457300,213.458496
"2022-03-07",212,213.369995,200.639999,201.089996,3471100,200.076294
"2022-03-08",202.580002,209.369995,199.029999,203.990005,2928200,202.961685
"2022-03-09",209,218.410004,209,216.720001,3192400,215.627518
"2022-03-10",212.800003,219.720001,212.350006,219.279999,2535300,218.174606
"2022-03-11",220,220.410004,212.729996,213.179993,2346300,212.105347
"2022-03-14",212.509995,214.919998,208.809998,211.130005,2180700,210.065704
"2022-03-15",214.789993,217.580002,211.929993,216.229996,1858400,215.139984
"2022-03-16",218.919998,226.020004,218.75,225.929993,3088000,224.791077
"2022-03-17",221.729996,229.419998,220.389999,227.979996,5701400,226.83075
"2022-03-18",220,220.190002,212.929993,218.910004,9268400,217.806473
"2022-03-21",217.720001,223.199997,217.470001,222.160004,3434400,221.0401
"2022-03-22",223.089996,228.699997,222.490005,226.570007,2627700,225.427872
"2022-03-23",224.740005,226.070007,221.059998,221.470001,1733600,220.353577
"2022-03-24",222.679993,225.449997,220.610001,225.119995,2006600,223.985168
"2022-03-25",225.990005,227.050003,223.960007,226.559998,1452900,225.417908
"2022-03-28",226.839996,230.160004,225.619995,230.050003,1728100,228.89032
"2022-03-29",236.75,241.570007,236.050003,238.570007,4055800,237.367371
"2022-03-30",237.25,238.190002,234.149994,235.25,2111300,234.064102
"2022-03-31",233.320007,235.830002,231.279999,231.389999,1778600,230.223557
"2022-04-01",231.389999,231.679993,221,221.25,3435700,220.134674
"2022-04-04",218.389999,220.860001,216.740005,217.990005,3479800,216.891113
"2022-04-05",215.330002,218.839996,210.669998,211.029999,3124100,209.966202
"2022-04-06",209.5,209.5,203.550003,204,3492800,202.971634
"2022-04-07",203.720001,205.039993,199.210007,203.770004,3223300,202.742798
"2022-04-08",202.089996,203.679993,199.589996,201.520004,2321200,200.504135
"2022-04-11",199.610001,207.649994,199.610001,204.119995,2081000,203.091019
"2022-04-12",204.130005,207.169998,202.330002,204.380005,2031800,203.349731
"2022-04-13",204.399994,207.550003,203.089996,206.309998,1365500,205.269989
"2022-04-14",207.050003,208.5,204.949997,205.740005,1922300,204.702866
"2022-04-18",205.520004,206.979996,201.970001,203.259995,1510100,202.235367
"2022-04-19",204.550003,210.089996,204.270004,208.809998,1761400,207.757385
"2022-04-20",210.539993,214.070007,209.080002,209.190002,1824900,208.135468
"2022-04-21",209.979996,210.75,205.5,206.860001,2099500,205.817215
"2022-04-22",205.619995,207.910004,204.259995,205.210007,2114800,204.175537
"2022-04-25",204.050003,205.800003,197.699997,205.399994,2162600,204.364578
"2022-04-26",204.470001,205.289993,198.229996,200,1927500,198.991806
"2022-04-27",198.220001,201.559998,196.149994,199.259995,1613700,198.255524
"2022-04-28",201.820007,207.070007,200.589996,206.850006,2261400,205.807281
"2022-04-29",205.339996,208.869995,198,198.740005,2338600,197.738159
"2022-05-02",198.940002,200.479996,192.820007,197.009995,2225600,196.016861
"2022-05-03",197.259995,200.600006,195.600006,199.440002,1957800,198.434631
"2022-05-04",200.600006,210.029999,199.130005,209.490005,2454400,208.43396
"2022-05-05",207,210.550003,204.929993,207.240005,2646500,206.195313
"2022-05-06",206.419998,212.440002,203.25,210.210007,2357600,209.150345
"2022-05-09",207.320007,212.580002,205.679993,208.270004,2320600,207.220108
"2022-05-10",210.279999,211.550003,202.899994,208.059998,2278600,207.011169
"2022-05-11",207.710007,212.169998,206.429993,207.199997,2807900,206.155502
"2022-05-12",205.320007,208.339996,202.309998,208.199997,2345500,207.150467
"2022-05-13",208.690002,215.059998,208.619995,211.289993,2077100,210.224884
"2022-05-16",210.470001,211.940002,208.350006,209.720001,1301600,208.662796
"2022-05-17",214.470001,222.520004,213.929993,221.5,2927500,220.383423
"2022-05-18",217.220001,218.550003,202.610001,203.570007,3721100,202.543808
"2022-05-19",201.089996,203.169998,195.539993,199.050003,2598700,198.046585
"2022-05-20",201.960007,201.960007,195.429993,200.899994,2253900,199.887253
"2022-05-23",202.190002,206.970001,200.639999,204.690002,1696200,203.658157
"2022-05-24",202.649994,206,197.279999,205.25,1929700,204.215332
"2022-05-25",202.729996,205.449997,198.820007,204.309998,2197300,203.280075
"2022-05-26",207.259995,213.600006,206.809998,212.289993,1764200,211.219833
"2022-05-27",212.889999,220.100006,212.889999,219.669998,2146600,218.562637
"2022-05-31",217.779999,225.910004,215.169998,224.580002,3063800,223.447891
"2022-06-01",225,226.330002,216.259995,218.669998,1987300,217.567688
"2022-06-02",218.589996,224.410004,218.25,221.520004,1642100,220.40332
"2022-06-03",219.889999,221.270004,217.740005,218.699997,1379600,217.597534
"2022-06-06",221,225.149994,219.949997,222.850006,1562900,221.726624
"2022-06-07",218.929993,221.970001,216.589996,221.369995,1115100,220.254074
"2022-06-08",217.880005,220.529999,215.729996,217.169998,1556300,216.075241
"2022-06-09",217.199997,221.360001,215.399994,217,1846500,215.906097
"2022-06-10",214.139999,215.119995,206.630005,206.770004,2263300,205.727676
"2022-06-13",201.5,205.050003,198.419998,200.979996,1983000,199.966858
"2022-06-14",220.399994,232.289993,219.580002,229.949997,13008700,228.790817
"2022-06-15",230.75,239.210007,229.350006,232.779999,5035800,231.606552
"2022-06-16",226.360001,227.419998,223.410004,225.309998,3063700,224.17421
"2022-06-17",224.100006,231.429993,222.860001,229.899994,5287600,228.741074
"2022-06-21",234.149994,236.5,228.860001,230.520004,2342200,229.357956
"2022-06-22",227.149994,231.75,227.139999,229.020004,2033600,227.865509
"2022-06-23",229.5,230.25,224.360001,228.130005,4305100,226.979996
"2022-06-24",237.020004,248.759995,236.339996,243.240005,8395200,243.240005
"2022-06-27",246.940002,247.929993,240.199997,240.470001,2536800,240.470001
"2022-06-28",244,248.149994,239.619995,240.089996,2587800,240.089996
"2022-06-29",241,242,226.699997,233.809998,3736800,233.809998
