"","DFS.Open","DFS.High","DFS.Low","DFS.Close","DFS.Volume","DFS.Adjusted"
"2022-01-07",122.720001,127.18,121.860001,125.690002,2024700,124.477829
"2022-01-10",126.959999,127.540001,123.589996,127.519997,2054600,126.290176
"2022-01-11",127.849998,128.649994,126.459999,128.580002,1199900,127.339958
"2022-01-12",129,130.169998,127.400002,127.800003,1496200,126.567482
"2022-01-13",128.619995,130.809998,128.380005,129.399994,2073200,128.152039
"2022-01-14",126.800003,128.419998,125.269997,127.540001,2347700,126.309982
"2022-01-18",127.050003,127.220001,122.199997,123.720001,2507000,122.526825
"2022-01-19",124.32,124.529999,118.290001,118.5,2915000,117.35717
"2022-01-20",117.730003,120.959999,115.900002,116.800003,3616100,115.673569
"2022-01-21",116.510002,117.599998,113.949997,114.449997,1958300,113.346222
"2022-01-24",114.550003,115.68,110,115.339996,2650600,114.227638
"2022-01-25",113.260002,120.260002,112.910004,118.440002,2362100,117.297752
"2022-01-26",118.68,120.720001,115.589996,117.220001,2096500,116.089516
"2022-01-27",118.959999,119.669998,112.82,113.220001,1742500,112.12809
"2022-01-28",112.57,113.870003,110.459999,113.739998,1555600,112.643074
"2022-01-31",112.43,115.860001,111.739998,115.75,1291000,114.63369
"2022-02-01",115.43,118.309998,115.059998,118.019997,1285300,116.881798
"2022-02-02",117.370003,117.970001,115.400002,117.459999,1658600,116.327194
"2022-02-03",117.150002,118.5,115.629997,115.940002,1344300,114.821861
"2022-02-04",116.300003,118.379997,116,117.230003,1441900,116.099419
"2022-02-07",117.489998,119.239998,116.650002,118.419998,1143500,117.277939
"2022-02-08",119.559998,123.32,118.800003,122.959999,1512800,121.774155
"2022-02-09",123.900002,125.970001,123.029999,124.849998,1437100,123.645927
"2022-02-10",124.489998,127.650002,124.099998,124.769997,2025700,123.566696
"2022-02-11",123.839996,127.029999,123.129997,124.139999,2061500,122.94278
"2022-02-14",125.480003,126.940002,123.260002,124.160004,1914000,122.962585
"2022-02-15",125.639999,129.119995,125.370003,127.529999,1681100,126.300087
"2022-02-16",125.949997,128.119995,125.949997,126.82,1025600,126.091293
"2022-02-17",125.370003,125.529999,122.580002,123.080002,1722000,122.37278
"2022-02-18",122.18,125.349998,122.18,123.809998,1630200,123.098587
"2022-02-22",123.730003,124.690002,121.099998,122.010002,1335700,121.308929
"2022-02-23",123.309998,123.309998,119.629997,120.019997,1582600,119.33036
"2022-02-24",114.580002,118.440002,113.419998,118.269997,1985500,117.590416
"2022-02-25",119.519997,124.720001,119.379997,124.010002,1781700,123.29744
"2022-02-28",120.279999,123.830002,120.25,123.440002,1888100,122.730713
"2022-03-01",122.75,123.150002,113.389999,113.889999,3053700,113.235588
"2022-03-02",115.339996,117.150002,113.510002,116.120003,2064700,115.452774
"2022-03-03",116.559998,117.68,112.440002,114.57,1855800,113.911682
"2022-03-04",111.5,111.949997,108.120003,110.220001,1977900,109.586678
"2022-03-07",108.68,109.230003,101.269997,101.349998,2521400,100.767639
"2022-03-08",101.800003,106.260002,100.07,103.279999,2514100,102.686554
"2022-03-09",108.199997,110.5,105.760002,107,2275500,106.385178
"2022-03-10",104.400002,106.239998,101.989998,104.800003,2376900,104.197823
"2022-03-11",105.959999,107.529999,103.050003,104.470001,2274300,103.869713
"2022-03-14",107.199997,111.019997,105.989998,108.760002,2592200,108.135063
"2022-03-15",109,114.099998,108.919998,110.290001,1977300,109.656273
"2022-03-16",112.220001,116.209999,111.589996,114.150002,2137700,113.494095
"2022-03-17",110.629997,113.650002,110.589996,113.620003,2183400,112.96714
"2022-03-18",113.529999,116.410004,111.949997,115.839996,4667500,115.174377
"2022-03-21",116.019997,116.620003,111.519997,112.129997,2212200,111.485695
"2022-03-22",113.660004,117.059998,113.599998,114.739998,1582400,114.080704
"2022-03-23",113.599998,114.199997,109.839996,110.650002,1742500,110.014206
"2022-03-24",111.639999,112.25,110.029999,111.900002,1423100,111.257027
"2022-03-25",112.589996,113.610001,111.870003,113.25,1240600,112.599266
"2022-03-28",111.559998,111.980003,108.75,111.279999,1272200,110.640587
"2022-03-29",113.419998,114.82,112.800003,114.300003,1312500,113.643234
"2022-03-30",114.300003,114.849998,112.629997,113.290001,1290400,112.639038
"2022-03-31",113.519997,114.269997,110.18,110.190002,1792200,109.556847
"2022-04-01",111.089996,112.669998,109.529999,110.120003,1300200,109.487251
"2022-04-04",110.440002,112.300003,108.989998,110.82,1560500,110.183228
"2022-04-05",110.690002,112.07,110.150002,110.75,1473800,110.113632
"2022-04-06",110.129997,112.07,109.760002,110.5,1376900,109.865067
"2022-04-07",110.129997,111.019997,107.349998,109.160004,1651300,108.532768
"2022-04-08",109.980003,112.860001,109.599998,111.57,1000700,110.928917
"2022-04-11",111.5,113.800003,110.949997,111.169998,1249900,110.531212
"2022-04-12",110.809998,114.25,110.790001,111.830002,1093200,111.187424
"2022-04-13",110.269997,112.879997,110.139999,112.669998,922100,112.022598
"2022-04-14",113.080002,113.589996,112.129997,112.18,803000,111.535416
"2022-04-18",112.029999,117.07,112.029999,116.43,1139600,115.760994
"2022-04-19",116.699997,119.470001,116.5,118.75,1451600,118.067665
"2022-04-20",120,121.110001,118.400002,118.82,1235500,118.13726
"2022-04-21",119.82,120.940002,116.150002,116.529999,1245800,115.86042
"2022-04-22",115.830002,116.150002,112.199997,112.370003,1332300,111.724327
"2022-04-25",110.989998,112.910004,108.82,112.639999,1162000,111.992767
"2022-04-26",111.110001,113.290001,109.379997,109.389999,1162000,108.761444
"2022-04-27",107.800003,109.330002,105.68,107.010002,2157200,106.395119
"2022-04-28",116.949997,118.910004,110.199997,115.980003,2806100,115.313583
"2022-04-29",116.760002,118.410004,112.120003,112.459999,1890400,111.813805
"2022-05-02",113.279999,113.699997,110.589996,113.279999,1571500,112.629089
"2022-05-03",114.150002,117.279999,112.580002,115.559998,1863900,114.895988
"2022-05-04",115.660004,121.169998,115.190002,120.580002,1552700,119.887146
"2022-05-05",118.769997,120.300003,114.43,115.440002,2439400,114.77668
"2022-05-06",114.779999,115.370003,110.68,111.010002,1977000,110.372139
"2022-05-09",109.139999,110.809998,107.059998,107.269997,1859100,106.653625
"2022-05-10",107.949997,109.18,103.150002,105.209999,2372100,104.605461
"2022-05-11",105.410004,109.220001,104.5,104.629997,1278700,104.028793
"2022-05-12",102,103.279999,98.379997,101.349998,2043000,100.767639
"2022-05-13",103.080002,106.279999,103.080002,104.900002,1582500,104.297249
"2022-05-16",104.080002,105.18,101.849998,103,1607600,102.408165
"2022-05-17",106.419998,108.669998,105.349998,107.949997,1804200,107.329712
"2022-05-18",105.699997,107.099998,104.360001,105.099998,2618100,104.496094
"2022-05-19",102.93,105.339996,102.730003,104.080002,2276600,103.481956
"2022-05-20",105.5,105.879997,101.18,103.82,1796600,103.22345
"2022-05-23",106.620003,109.209999,106.349998,108.110001,2034600,107.4888
"2022-05-24",107,107.230003,102.879997,104.419998,1734500,103.82
"2022-05-25",103.290001,108.68,103.290001,107.669998,1958600,107.669998
"2022-05-26",108.669998,111.739998,108.669998,110.779999,1785900,110.779999
"2022-05-27",111.099998,112.730003,110.800003,112.199997,1690500,112.199997
"2022-05-31",110.989998,113.879997,110.900002,113.489998,2798900,113.489998
"2022-06-01",113.32,114.32,109.68,111.199997,1377300,111.199997
"2022-06-02",112.040001,112.830002,110.650002,112.769997,1283600,112.769997
"2022-06-03",111.330002,112.599998,110.25,110.279999,1218000,110.279999
"2022-06-06",110.900002,112.050003,109.389999,111,1229800,111
"2022-06-07",110,113.510002,109.93,113.199997,1067000,113.199997
"2022-06-08",112.080002,113.410004,110.160004,110.379997,1200700,110.379997
"2022-06-09",110.07,110.440002,106.110001,106.129997,1648100,106.129997
"2022-06-10",103.290001,104.660004,98.010002,98.139999,2558700,98.139999
"2022-06-13",94.389999,96.580002,91.410004,91.860001,3527200,91.860001
"2022-06-14",92.43,93.440002,91.300003,91.839996,2694800,91.839996
"2022-06-15",93.68,96.279999,92.550003,94.68,3006900,94.68
"2022-06-16",91.900002,92.080002,88.019997,89.529999,2959200,89.529999
"2022-06-17",90.260002,95.129997,90.110001,94.419998,4807000,94.419998
"2022-06-21",97.599998,98.389999,93.260002,94.480003,2148200,94.480003
"2022-06-22",92.980003,94.870003,92.620003,94.019997,1711400,94.019997
"2022-06-23",93.800003,94.489998,91.959999,94.099998,1996700,94.099998
"2022-06-24",95.669998,100.050003,95.410004,99.169998,5446700,99.169998
"2022-06-27",99.910004,100.330002,98.089996,98.629997,1961900,98.629997
"2022-06-28",100.110001,101.43,96.889999,97.309998,1625300,97.309998
"2022-06-29",96.559998,96.900002,94.410004,95.589996,1547000,95.589996
