"","COO.Open","COO.High","COO.Low","COO.Close","COO.Volume","COO.Adjusted"
"2020-09-22",343.660004,343.660004,334.48999,339.25,250400,339.140778
"2020-09-23",338.690002,340.320007,332.850006,333.630005,213500,333.522552
"2020-09-24",331.040009,332.5,326.790009,329.029999,182500,328.924042
"2020-09-25",327.220001,334.420013,326.75,333.23999,198700,333.13266
"2020-09-28",337.609985,340.679993,333.709991,334.119995,182800,334.01239
"2020-09-29",335.48999,339.929993,333.26001,333.589996,185800,333.482605
"2020-09-30",334.869995,340.540009,334.5,337.119995,265700,337.011444
"2020-10-01",339.970001,341.609985,336.670013,338.769989,211800,338.660919
"2020-10-02",335.269989,337.98999,329.299988,335.429993,180300,335.32196
"2020-10-05",338,343.720001,338,342.820007,206300,342.709595
"2020-10-06",341.75,349.829987,340.809998,342.019989,221100,341.909851
"2020-10-07",343.100006,351.73999,343.100006,350.869995,189400,350.757019
"2020-10-08",350,356.609985,349.160004,354.75,142700,354.635773
"2020-10-09",356.850006,359.399994,354.779999,357.850006,136300,357.734772
"2020-10-12",359.130005,364.049988,356.970001,360.630005,174100,360.513885
"2020-10-13",360.070007,361.970001,354.230011,356.23999,157100,356.125275
"2020-10-14",356,358.859985,351.660004,353.869995,173500,353.756042
"2020-10-15",350,354.929993,348.76001,353.420013,163500,353.306213
"2020-10-16",355.76001,358.299988,351.829987,353.700012,145100,353.586121
"2020-10-19",353.579987,357.320007,347.5,348.420013,154200,348.307831
"2020-10-20",351.279999,353.709991,346.470001,347.459991,160400,347.348114
"2020-10-21",348.450012,352.290009,346.320007,348.790009,149000,348.677673
"2020-10-22",349.279999,354.76001,348.850006,353.179993,112500,353.066284
"2020-10-23",354.029999,356.880005,351.420013,356.450012,144100,356.335236
"2020-10-26",352.119995,352.220001,345.279999,348.170013,193000,348.057922
"2020-10-27",349.079987,351.899994,345.190002,346.350006,154600,346.238464
"2020-10-28",340.959991,340.959991,332.809998,333.570007,203600,333.462616
"2020-10-29",332.390015,332.390015,324.01001,324.140015,278100,324.035645
"2020-10-30",323.970001,327.359985,314.290009,319.049988,353000,318.947235
"2020-11-02",323.829987,329.070007,319.51001,320.519989,263000,320.416779
"2020-11-03",325.399994,332.059998,323.829987,323.959991,158400,323.855682
"2020-11-04",328.709991,336.040009,325.290009,331.420013,204600,331.313324
"2020-11-05",335.040009,337.660004,331.679993,332,180200,331.893097
"2020-11-06",333.470001,336.880005,333.390015,333.910004,113800,333.80249
"2020-11-09",344.709991,371.589996,344.709991,351.73999,410100,351.62674
"2020-11-10",351.179993,352.559998,341.429993,346.390015,261500,346.278473
"2020-11-11",348.359985,349.470001,340.640015,343.299988,246700,343.189453
"2020-11-12",342.279999,343.299988,332.619995,336.98999,252300,336.881439
"2020-11-13",338.640015,342.420013,338.640015,341.350006,206500,341.240082
"2020-11-16",345.630005,347.48999,338.679993,340.700012,186400,340.590332
"2020-11-17",338.25,338.25,331.720001,332.450012,226900,332.342957
"2020-11-18",332.709991,334.390015,327.829987,329.589996,344900,329.483856
"2020-11-19",329.029999,333.040009,328.829987,332.230011,425400,332.123016
"2020-11-20",332.929993,339.420013,331.170013,331.369995,450800,331.263306
"2020-11-23",334.059998,337.779999,327.670013,329.890015,274900,329.783783
"2020-11-24",331.320007,333.670013,324.709991,325.459991,305500,325.355194
"2020-11-25",325.630005,333.089996,324.339996,329.01001,252900,328.904083
"2020-11-27",331.470001,340.720001,330.26001,340.709991,182500,340.600281
"2020-11-30",339.619995,339.720001,329.309998,335.220001,566400,335.112091
"2020-12-01",338.369995,339.320007,333.790009,334.040009,223700,333.932434
"2020-12-02",332.73999,335.790009,331.119995,334.609985,206600,334.502228
"2020-12-03",336.380005,344.399994,332.230011,337.980011,308200,337.871185
"2020-12-04",335,346.679993,327.440002,345.709991,454700,345.598694
"2020-12-07",345.709991,348,340.970001,342.059998,215000,341.949829
"2020-12-08",341.820007,346.109985,340.76001,345.73999,228300,345.628662
"2020-12-09",344.859985,348.109985,341.600006,342.579987,256800,342.469666
"2020-12-10",342.309998,348.609985,341.5,347.799988,289200,347.688019
"2020-12-11",347.209991,347.209991,338.519989,339.160004,214300,339.050812
"2020-12-14",342.279999,349.190002,341.059998,342.850006,245600,342.739594
"2020-12-15",343.480011,346.309998,341.75,342.450012,223700,342.339722
"2020-12-16",341.410004,344.869995,339.459991,343.940002,177500,343.829285
"2020-12-17",344.76001,352.529999,343.440002,351.519989,305600,351.406799
"2020-12-18",352.839996,354.089996,346.609985,349.630005,496100,349.517426
"2020-12-21",345.600006,349.23999,337.399994,348.559998,185500,348.447784
"2020-12-22",350.200012,356.339996,346.76001,352.690002,248400,352.576416
"2020-12-23",354.950012,357.720001,353.459991,356,159300,355.885376
"2020-12-24",358.609985,360.429993,356.209991,358.369995,77100,358.254578
"2020-12-28",360.799988,363.399994,358.339996,359.959991,122000,359.844055
"2020-12-29",361.26001,361.450012,355.600006,357.269989,105100,357.154968
"2020-12-30",357.209991,360.640015,355.410004,356.450012,113100,356.335236
"2020-12-31",357.269989,363.5,354.470001,363.320007,158500,363.203003
"2021-01-04",365,367.029999,353.019989,357.26001,283100,357.144989
"2021-01-05",357.730011,363.649994,356.570007,361.470001,170400,361.353638
"2021-01-06",361.549988,367.390015,361.200012,366.309998,207900,366.192047
"2021-01-07",366.829987,371.290009,362.929993,365.059998,218100,364.942444
"2021-01-08",364.880005,369.209991,359.410004,363.230011,349400,363.113037
"2021-01-11",361.730011,362.679993,358.529999,359.649994,321700,359.534149
"2021-01-12",358.359985,360.700012,354.070007,358.01001,367200,357.894745
"2021-01-13",360.730011,382.540009,360.01001,381.76001,485600,381.637085
"2021-01-14",381.529999,381.700012,374.149994,375.149994,222000,375.029205
"2021-01-15",375.480011,378.609985,371.329987,376.890015,248800,376.768646
"2021-01-19",381.450012,389.269989,378.559998,387.420013,477200,387.295288
"2021-01-20",387,389.440002,381.059998,384.76001,255100,384.636108
"2021-01-21",383.070007,383.399994,372.470001,376.890015,225900,376.798035
"2021-01-22",377.410004,387.079987,377.410004,380,282500,379.907257
"2021-01-25",380.679993,383.959991,377.529999,383.649994,192700,383.556366
"2021-01-26",385,385.660004,376.980011,377.420013,239600,377.327911
"2021-01-27",368.5,372.320007,359.839996,360.709991,395500,360.621979
"2021-01-28",362.23999,369.209991,360.420013,364.700012,236100,364.611023
"2021-01-29",363.089996,368.089996,361.329987,364.040009,258000,363.951172
"2021-02-01",367.450012,368.140015,360.880005,365.109985,210700,365.020874
"2021-02-02",366.170013,379.730011,366.170013,375.119995,355100,375.028442
"2021-02-03",376.230011,377.76001,373.220001,375.440002,160800,375.348358
"2021-02-04",378.429993,386.190002,376.679993,384.109985,304600,384.016235
"2021-02-05",386.899994,391.959991,384.579987,386.970001,293500,386.87558
"2021-02-08",386.160004,388.570007,383.549988,384.920013,140400,384.82608
"2021-02-09",383.890015,385.299988,379.079987,380.730011,226000,380.637085
"2021-02-10",382.230011,385.48999,377.959991,378.98999,198200,378.897522
"2021-02-11",381.950012,385.480011,381.119995,385,192500,384.906036
"2021-02-12",382.109985,386.5,380.649994,385.399994,142100,385.305939
"2021-02-16",388.329987,391.859985,385.410004,386.459991,258500,386.365662
"2021-02-17",384.529999,387.329987,380.25,384.649994,153700,384.556122
"2021-02-18",383.820007,389.609985,381.109985,388.75,259600,388.65509
"2021-02-19",389.859985,393.429993,383.040009,388.51001,337000,388.415192
"2021-02-22",387.649994,391.660004,385.619995,390.670013,216500,390.574677
"2021-02-23",391.670013,394.410004,388.75,391.440002,307100,391.344482
"2021-02-24",391.589996,396.859985,391.309998,392.570007,230500,392.474182
"2021-02-25",392.910004,394.859985,387.709991,392.130005,319300,392.034302
"2021-02-26",393.890015,393.890015,385.709991,386.130005,297200,386.035767
"2021-03-01",387.76001,396.049988,386.5,390.850006,311500,390.754608
"2021-03-02",389.790009,389.790009,384.529999,387.920013,188900,387.825317
"2021-03-03",386.130005,387.519989,380.220001,381.109985,255800,381.016968
"2021-03-04",384.809998,384.809998,368.049988,371.559998,461600,371.46933
"2021-03-05",393.859985,401.920013,376.549988,388.170013,699600,388.075287
"2021-03-08",386,394.48999,383.799988,385.480011,569100,385.385925
"2021-03-09",386,391.690002,382.119995,382.380005,314900,382.286682
"2021-03-10",383.709991,386.75,381.440002,382.950012,236000,382.856537
"2021-03-11",383.5,390.98999,378.799988,379.619995,232500,379.527344
"2021-03-12",379.549988,381.160004,374.089996,376.390015,261300,376.298157
"2021-03-15",376.299988,387.540009,376.299988,387.029999,309300,386.935547
"2021-03-16",386.559998,393.329987,380.890015,382.190002,244500,382.096741
"2021-03-17",379.140015,381.540009,374.48999,375.720001,308300,375.628326
"2021-03-18",375.589996,385.440002,375.589996,378.779999,368100,378.687531
"2021-03-19",377.679993,386.290009,377.679993,384.019989,476100,383.92627
"2021-03-22",384.019989,388.230011,380.109985,386.369995,355200,386.275696
"2021-03-23",387.26001,389.839996,382.130005,383.339996,303400,383.246429
"2021-03-24",383.339996,385.429993,378.070007,380.309998,295200,380.217194
"2021-03-25",378.630005,383.049988,375.679993,382.420013,207700,382.326691
"2021-03-26",382.980011,383.890015,379.480011,383.850006,247400,383.756348
"2021-03-29",381.279999,386.450012,379.5,384.619995,233100,384.526123
"2021-03-30",382.48999,386.049988,382.230011,384.890015,182100,384.796082
"2021-03-31",386.089996,390.140015,381.019989,384.089996,274300,383.996277
"2021-04-01",383.579987,387.410004,381,385.48999,251800,385.395874
"2021-04-05",388.730011,389.320007,386.190002,387.73999,241400,387.645355
"2021-04-06",388.920013,390.850006,387.209991,389.290009,368400,389.195007
"2021-04-07",386.440002,388.959991,381.070007,382.690002,354700,382.596588
"2021-04-08",384.089996,387.899994,380.459991,381.019989,324900,380.927002
"2021-04-09",382.880005,386.049988,380.109985,386.049988,277300,385.95578
"2021-04-12",386.059998,388.790009,385.670013,388.019989,228000,387.925262
"2021-04-13",387.109985,392,385.640015,390.890015,177200,390.794617
"2021-04-14",390.549988,393.890015,387.75,391.049988,188700,390.954559
"2021-04-15",391.899994,400.649994,391.390015,400,345800,399.902374
"2021-04-16",400.730011,403.190002,396.75,399.519989,321300,399.422485
"2021-04-19",398.5,401.480011,397.200012,399.329987,287400,399.232513
"2021-04-20",399.040009,403.450012,396.929993,400.480011,316800,400.382233
"2021-04-21",402.190002,405.450012,399.230011,404.019989,320400,403.921387
"2021-04-22",405.589996,410.76001,403.619995,405.279999,328300,405.181091
"2021-04-23",407.690002,414.369995,406.100006,411.309998,220700,411.209625
"2021-04-26",411.190002,414.089996,408.26001,409.649994,207500,409.550018
"2021-04-27",408,412.440002,404.76001,407.420013,182400,407.320587
"2021-04-28",407.98999,410.730011,403.51001,407.059998,205900,406.960632
"2021-04-29",409.190002,410.130005,405.01001,407.589996,147200,407.490509
"2021-04-30",407.609985,413.809998,407.109985,410.890015,227300,410.789734
"2021-05-03",412.779999,415.959991,408.220001,412.070007,226100,411.969421
"2021-05-04",411.480011,413.700012,408.369995,411.600006,267800,411.499573
"2021-05-05",411.820007,412.369995,398,400.880005,353700,400.782135
"2021-05-06",399.200012,405.820007,397.079987,405.5,219200,405.401031
"2021-05-07",404.899994,411.76001,404.299988,404.339996,201200,404.241302
"2021-05-10",404.339996,407.790009,401.820007,401.820007,168700,401.721924
"2021-05-11",397.660004,399.910004,387.790009,388.309998,309400,388.21524
"2021-05-12",388.600006,390.109985,384.519989,384.720001,253800,384.626099
"2021-05-13",384.959991,391.399994,384.440002,387.880005,249900,387.785339
"2021-05-14",390.079987,391.470001,387.859985,389.190002,242200,389.095001
"2021-05-17",388.929993,389.920013,385.630005,388.220001,135700,388.125275
"2021-05-18",388.5,391.929993,384.940002,385.070007,279600,384.976044
"2021-05-19",382.299988,382.709991,378.940002,381.970001,266300,381.87677
"2021-05-20",381.799988,390.170013,380.269989,389.109985,180300,389.015045
"2021-05-21",390.690002,396.559998,386.730011,388.429993,616100,388.335175
"2021-05-24",392.369995,396.079987,389.299988,394.5,265900,394.403717
"2021-05-25",394.350006,397.369995,392.850006,394.48999,295600,394.393707
"2021-05-26",393.880005,394.470001,389.799988,392.109985,302100,392.014282
"2021-05-27",394.459991,396.220001,391,395.070007,513100,394.973572
"2021-05-28",397.880005,398.950012,393.119995,393.450012,180600,393.353973
"2021-06-01",395.540009,397.070007,389.540009,390.390015,211600,390.294708
"2021-06-02",390.640015,393.26001,383.920013,384.690002,331300,384.5961
"2021-06-03",381.540009,385.380005,378.190002,384.089996,310700,383.996277
"2021-06-04",385.130005,390.690002,380.630005,381.959991,413700,381.86676
"2021-06-07",382.309998,384.649994,373.809998,374.399994,349200,374.308624
"2021-06-08",375.980011,375.980011,369.23999,372.359985,308900,372.269135
"2021-06-09",372.839996,375.26001,370.420013,372.410004,237300,372.319122
"2021-06-10",373.450012,377.230011,371.5,374.119995,275700,374.028687
"2021-06-11",373.779999,376.950012,371.51001,375.190002,280700,375.09845
"2021-06-14",377.160004,377.160004,374.630005,376.540009,191200,376.44812
"2021-06-15",377.380005,379.589996,376.070007,376.869995,216700,376.778015
"2021-06-16",378.929993,383.98999,377,381.529999,367400,381.43689
"2021-06-17",379.279999,386.299988,379.279999,381.880005,270300,381.786804
"2021-06-18",381.910004,385.5,378.660004,383.959991,735600,383.866272
"2021-06-21",385.929993,393.970001,384.559998,389.440002,260700,389.344971
"2021-06-22",390.579987,394.700012,389.369995,390.73999,431100,390.644653
"2021-06-23",388.380005,390,386.019989,387.690002,189200,387.595398
"2021-06-24",389.829987,393.100006,389.200012,390.609985,221300,390.514648
"2021-06-25",391.100006,397,390.880005,396.429993,503000,396.333221
"2021-06-28",397.380005,397.450012,392.059998,395.5,200900,395.403473
"2021-06-29",395.73999,397.970001,394.179993,397.119995,188700,397.023071
"2021-06-30",396.359985,397.660004,393.660004,396.269989,232900,396.173279
"2021-07-01",396.720001,404.799988,396.720001,403,263700,402.901642
"2021-07-02",403.220001,408.109985,403.049988,407.75,209500,407.650513
"2021-07-06",406.829987,409.940002,403.570007,409.549988,169000,409.450043
"2021-07-07",410.220001,415,408.230011,413.820007,249800,413.719025
"2021-07-08",410.079987,411.790009,406.100006,410.649994,213900,410.549774
"2021-07-09",410.720001,412.839996,409.01001,411.230011,184700,411.129639
"2021-07-12",412.890015,413.570007,410.799988,410.850006,391600,410.749725
"2021-07-13",409.480011,410.769989,406.459991,409.079987,257800,408.980164
"2021-07-14",408.660004,409.190002,404.149994,405.51001,183500,405.411041
"2021-07-15",403.390015,405.480011,399.899994,402.76001,166200,402.661713
"2021-07-16",404.170013,407,402.640015,403.890015,159500,403.791443
"2021-07-19",400.640015,402.570007,393.049988,396.76001,272300,396.663177
"2021-07-20",397.869995,407.119995,397.459991,402.320007,191900,402.221832
"2021-07-21",403.76001,403.76001,397.079987,401.5,220000,401.402008
"2021-07-22",402.440002,404.079987,400.410004,404.079987,159800,403.981384
"2021-07-23",405.429993,410.350006,404.720001,410.070007,127600,409.96991
"2021-07-26",408.179993,408.859985,405.200012,405.609985,144800,405.540649
"2021-07-27",403.869995,410.130005,401.25,410,233500,409.929932
"2021-07-28",411.100006,415.769989,411.100006,413.640015,177100,413.569305
"2021-07-29",415.709991,418.850006,414.959991,416.899994,246200,416.828735
"2021-07-30",418.609985,424.529999,417.160004,421.769989,178300,421.697906
"2021-08-02",422.820007,425.049988,419.980011,423.609985,211600,423.537567
"2021-08-03",425.019989,425.040009,420.700012,423.980011,168500,423.907532
"2021-08-04",422.890015,423.089996,413.429993,414.130005,251000,414.059235
"2021-08-05",415.130005,415.790009,408.109985,411.700012,205400,411.629639
"2021-08-06",414.070007,414.26001,409.649994,413,222300,412.929413
"2021-08-09",414.269989,414.269989,406.26001,407.279999,258500,407.210388
"2021-08-10",406.570007,407.76001,401.98999,406.549988,146100,406.480469
"2021-08-11",407.609985,410.619995,405.890015,408.200012,166900,408.130219
"2021-08-12",411.899994,440.369995,411.899994,440.119995,719600,440.044769
"2021-08-13",439.01001,442.670013,434.950012,436.98999,246800,436.915283
"2021-08-16",437.200012,439.570007,432.579987,439.540009,252600,439.464874
"2021-08-17",439.359985,444.26001,437.01001,438.589996,296300,438.515015
"2021-08-18",439.179993,442.619995,432.279999,432.609985,310100,432.536041
"2021-08-19",430.5,445.359985,430.5,442.040009,279900,441.964447
"2021-08-20",440.890015,445.809998,439.869995,444.179993,540200,444.104065
"2021-08-23",446,446.559998,442.350006,444.839996,225000,444.763947
"2021-08-24",444.200012,450,444.200012,447.790009,197300,447.71347
"2021-08-25",446.51001,449.98999,443.809998,446.73999,151000,446.663605
"2021-08-26",445.399994,446.700012,443.420013,446.070007,193100,445.993774
"2021-08-27",447.980011,449.769989,444.920013,446.579987,161000,446.503662
"2021-08-30",448.070007,455.029999,447.109985,449.380005,194300,449.303192
"2021-08-31",448.459991,451.51001,444.609985,450.709991,351200,450.632935
"2021-09-01",448.559998,451.859985,446.170013,450.970001,256700,450.892914
"2021-09-02",452.859985,455.809998,447.720001,450.369995,258700,450.292999
"2021-09-03",455.200012,463.589996,451,455.920013,344000,455.842102
"2021-09-07",454.679993,455.76001,447.200012,447.829987,395800,447.753448
"2021-09-08",447.549988,456,444.519989,454.019989,313400,453.942383
"2021-09-09",454.98999,455.920013,447.98999,448.140015,161400,448.063416
"2021-09-10",449.630005,451.920013,444.540009,451.359985,281000,451.282837
"2021-09-13",453.769989,453.769989,436.070007,440.570007,259900,440.49469
"2021-09-14",443.880005,444.570007,438.25,441.470001,210100,441.394531
"2021-09-15",440.549988,446.609985,439.309998,445.029999,187300,444.953918
"2021-09-16",445.540009,445.540009,439.640015,442.75,168000,442.674316
"2021-09-17",441.559998,441.720001,435.390015,436.600006,481500,436.52536
"2021-09-20",432.23999,434.399994,426.26001,429.899994,343700,429.826508
"2021-09-21",433.720001,435.859985,426.709991,426.75,219400,426.677063
"2021-09-22",428.410004,436.230011,425.01001,433.76001,393800,433.685852
"2021-09-23",434.779999,444.220001,433.839996,439.339996,538900,439.264893
"2021-09-24",439.170013,441.820007,436.480011,439.380005,305100,439.304901
"2021-09-27",437.450012,438.329987,428.980011,431.480011,362400,431.40625
"2021-09-28",429.850006,431.26001,419.079987,424,308200,423.927521
"2021-09-29",424.940002,425.329987,419.279999,422.299988,201200,422.227814
"2021-09-30",422.700012,428.149994,413.179993,413.309998,234800,413.239349
"2021-10-01",413.869995,418.440002,408.679993,416.880005,182800,416.808746
"2021-10-04",414.859985,414.859985,404.850006,408.579987,195000,408.510132
"2021-10-05",411.549988,419.98999,411.269989,414.959991,368200,414.889069
"2021-10-06",412.299988,414.660004,405.940002,414.640015,233000,414.569122
"2021-10-07",419.440002,424.589996,414.369995,414.880005,229300,414.809082
"2021-10-08",414.589996,416.940002,410,410.589996,155900,410.519806
"2021-10-11",409.350006,412.309998,403.790009,404,214100,403.930939
"2021-10-12",406.279999,408.190002,400.850006,401.839996,191000,401.771301
"2021-10-13",402.179993,405.589996,398.459991,401.100006,243600,401.031433
"2021-10-14",403.25,406.51001,399.5,401.299988,220200,401.231384
"2021-10-15",402.950012,404.76001,397.559998,398.309998,213300,398.241913
"2021-10-18",396.399994,397.390015,392.100006,396.700012,299600,396.632202
"2021-10-19",399.070007,407.01001,399,402.200012,195100,402.131256
"2021-10-20",404.269989,412.600006,402.820007,410.600006,268300,410.529816
"2021-10-21",411.5,416.220001,410.119995,411.559998,135400,411.489655
"2021-10-22",411,417.429993,410,417.019989,192300,416.94873
"2021-10-25",418.519989,418.519989,412.540009,414.950012,263500,414.879089
"2021-10-26",419.589996,419.589996,410.929993,416.540009,163900,416.468811
"2021-10-27",415.940002,415.940002,409.470001,411.950012,176800,411.879578
"2021-10-28",413.540009,418.839996,411.839996,416.73999,162100,416.668732
"2021-10-29",416.429993,419.869995,413.220001,416.920013,217800,416.848755
"2021-11-01",417.190002,424.5,416.209991,421.940002,263100,421.867859
"2021-11-02",421.98999,423.350006,418.779999,420.640015,181900,420.568115
"2021-11-03",420.790009,423.589996,416.26001,422.519989,153100,422.447754
"2021-11-04",421.649994,423.600006,418.48999,420.660004,153000,420.588104
"2021-11-05",419.48999,426,419.48999,424.220001,165300,424.147491
"2021-11-08",427.269989,432.160004,424.109985,431.609985,154900,431.536224
"2021-11-09",431.890015,434.899994,429.799988,433.630005,107900,433.555908
"2021-11-10",433.100006,435.790009,431.079987,434.119995,194000,434.045776
"2021-11-11",429.25,429.25,409.089996,410.839996,353700,410.769775
"2021-11-12",410.839996,418.839996,408.679993,417.720001,227600,417.64859
"2021-11-15",420.420013,422.880005,415.350006,416.440002,192800,416.368805
"2021-11-16",418.48999,420.48999,415.170013,415.709991,207500,415.638947
"2021-11-17",416.609985,418.359985,407.820007,408.579987,233100,408.510132
"2021-11-18",408.51001,408.51001,397.320007,404.890015,395600,404.820831
"2021-11-19",406.359985,407.649994,402.950012,405.070007,587100,405.000763
"2021-11-22",403.899994,405.630005,401.079987,402.869995,212700,402.801147
"2021-11-23",402.079987,404.529999,395.619995,398.440002,248100,398.371887
"2021-11-24",395.890015,397.630005,389.420013,390.839996,327100,390.773193
"2021-11-26",387.029999,388.029999,378.859985,379.940002,278200,379.875061
"2021-11-29",384.160004,389.670013,380.980011,381.190002,454400,381.124847
"2021-11-30",378.869995,383.070007,372.98999,376.470001,569600,376.40567
"2021-12-01",381.700012,385.299988,373.429993,373.529999,280200,373.466156
"2021-12-02",373.209991,379.450012,368.779999,377.950012,502700,377.885406
"2021-12-03",378.350006,394.899994,374.029999,391.559998,931400,391.493042
"2021-12-06",392.660004,402.26001,389.359985,399.970001,338900,399.901642
"2021-12-07",402.200012,409.230011,401.390015,406.170013,296000,406.100586
"2021-12-08",406.149994,415.829987,406.149994,414.929993,397200,414.85907
"2021-12-09",412.420013,416.359985,408.429993,408.429993,193200,408.360168
"2021-12-10",410.970001,410.970001,396.920013,399.579987,379400,399.511688
"2021-12-13",398.720001,400.140015,393.450012,394.350006,608100,394.282623
"2021-12-14",392.970001,403.559998,391.220001,392.329987,428500,392.262939
"2021-12-15",392.600006,402.670013,388.230011,400.549988,326100,400.481506
"2021-12-16",402.040009,408.459991,392.450012,394.869995,505000,394.80249
"2021-12-17",393.399994,400.019989,388.559998,393.470001,549400,393.40274
"2021-12-20",389.920013,391.149994,384.559998,389.730011,405100,389.663391
"2021-12-21",390.230011,397.429993,390.059998,395.790009,579300,395.722351
"2021-12-22",396.179993,404.769989,396.179993,404.619995,259300,404.550812
"2021-12-23",407.5,413.420013,404.160004,411.209991,211400,411.139709
"2021-12-27",412.309998,420.399994,412.309998,420.029999,195800,419.958191
"2021-12-28",420.380005,422.440002,419.059998,420.410004,149800,420.338135
"2021-12-29",421.160004,423.5,418.859985,420.679993,159400,420.608093
"2021-12-30",421.25,427.790009,420.410004,424.019989,162500,423.94751
"2021-12-31",422.170013,424.5,418.619995,418.940002,152200,418.868408
"2022-01-03",428.160004,429.630005,418.450012,421.600006,347500,421.527924
"2022-01-04",422.549988,424.940002,416.820007,417,198700,416.928741
"2022-01-05",417.519989,422.630005,410.040009,410.480011,182000,410.409851
"2022-01-06",408.279999,414.779999,404.279999,410.730011,301600,410.65979
"2022-01-07",409.029999,414.609985,406.450012,408.640015,308100,408.57016
"2022-01-10",407.359985,416.48999,403.220001,416.089996,602000,416.01886
"2022-01-11",414.929993,422.440002,411.839996,422.290009,397800,422.217834
"2022-01-12",422.75,423.869995,414.589996,420.700012,346900,420.628082
"2022-01-13",421.410004,425.149994,415.619995,416.130005,578700,416.058868
"2022-01-14",414.850006,416.399994,404.630005,410.519989,760200,410.449829
"2022-01-18",405.700012,406.730011,396.5,399.869995,458500,399.801636
"2022-01-19",400.070007,403.019989,397.140015,398.149994,597500,398.08194
