"","DG.Open","DG.High","DG.Low","DG.Close","DG.Volume","DG.Adjusted"
"2022-01-06",226.690002,236.5,226.690002,235.800003,3011800,234.699814
"2022-01-07",235.550003,240.139999,234.649994,238.270004,2315700,237.158279
"2022-01-10",238.270004,239.75,234.699997,236.309998,2460900,235.207428
"2022-01-11",235.970001,237,227.529999,228.649994,2644400,227.58316
"2022-01-12",229.25,229.389999,227.020004,228.600006,1324600,227.533401
"2022-01-13",228.160004,228.990005,222.729996,223.059998,1940200,222.019241
"2022-01-14",218.990005,219.710007,213.449997,217.080002,4141900,216.067154
"2022-01-18",212.789993,216.300003,208.399994,213.110001,2700700,212.115662
"2022-01-19",214.509995,221.229996,213.940002,219.940002,2327600,218.913803
"2022-01-20",221.660004,222.380005,211.270004,212.100006,3147500,211.110382
"2022-01-21",211.669998,214.869995,210.160004,210.179993,2060100,209.199326
"2022-01-24",208.449997,216.919998,208.020004,216.580002,2468400,215.569473
"2022-01-25",215.309998,215.350006,209.179993,212.009995,2283200,211.020782
"2022-01-26",212.630005,214.360001,203.169998,204.710007,2327700,203.754852
"2022-01-27",205,209.169998,204.979996,205.339996,2232300,204.381912
"2022-01-28",205.160004,205.160004,200.740005,204.330002,2080400,203.376633
"2022-01-31",204.509995,209.139999,204.389999,208.479996,2901900,207.507263
"2022-02-01",208.419998,209.929993,205.419998,209.119995,1705400,208.144287
"2022-02-02",208.490005,210.240005,206.539993,206.690002,2020300,205.725632
"2022-02-03",205.539993,207.660004,205.070007,205.369995,1850700,204.411774
"2022-02-04",205.75,205.75,200.470001,202.360001,2006000,201.415833
"2022-02-07",202.539993,203.410004,200.240005,200.589996,1622000,199.654068
"2022-02-08",200.880005,204.410004,199.509995,202.770004,2913500,201.823914
"2022-02-09",203.820007,206.289993,203.369995,205.789993,2354100,204.829819
"2022-02-10",203.110001,205.5,200.960007,202.100006,1854200,201.157043
"2022-02-11",202.630005,203.199997,200.369995,200.630005,1212000,199.693909
"2022-02-14",200.850006,201.399994,199.220001,200.610001,1442400,199.673996
"2022-02-15",201.300003,201.589996,198.25,199.149994,1721700,198.220795
"2022-02-16",198.220001,199.119995,194.320007,197.350006,2661500,196.429199
"2022-02-17",196.710007,198.729996,196,197.119995,1853300,196.200272
"2022-02-18",196.960007,201.600006,196.759995,199.970001,3468300,199.036987
"2022-02-22",198.470001,199.330002,191.289993,191.940002,2167700,191.044449
"2022-02-23",192.279999,192.990005,188.059998,188.339996,1654100,187.461243
"2022-02-24",185.149994,191.289993,185.149994,190.800003,2083100,189.90976
"2022-02-25",195.809998,199.429993,192.270004,198.990005,2561500,198.061539
"2022-02-28",197.910004,199.639999,195.630005,198.339996,1569700,197.414581
"2022-03-01",199.5,204.679993,199.429993,201.050003,2408700,200.111938
"2022-03-02",199.899994,206.679993,199.669998,205.410004,1696900,204.451599
"2022-03-03",206.440002,208.520004,205,206.289993,1793100,205.327469
"2022-03-04",206,211.110001,205.100006,210.979996,2365800,209.995605
"2022-03-07",211.009995,213.630005,203.580002,203.720001,2112100,202.769485
"2022-03-08",203.149994,205.350006,198.669998,199.259995,2363800,198.330292
"2022-03-09",203.179993,208.929993,201.529999,207.220001,1508800,206.253159
"2022-03-10",205,206.820007,202.490005,206.080002,1174200,205.118469
"2022-03-11",206.460007,208.839996,205.179993,205.550003,2362600,204.590942
"2022-03-14",206.720001,210.759995,205.350006,208.690002,1454400,207.716293
"2022-03-15",209.410004,215.279999,209.410004,214.25,2793300,213.250336
"2022-03-16",214.25,215.789993,210.789993,212.490005,2584800,211.498566
"2022-03-17",220.139999,222.399994,212.639999,221.940002,4386400,220.904465
"2022-03-18",222.210007,230.009995,221.050003,229.630005,3100000,228.558594
"2022-03-21",228.75,232.770004,226.75,228.399994,1879000,227.33432
"2022-03-22",229.429993,229.839996,224.990005,226.059998,1798600,225.005234
"2022-03-23",225.369995,225.990005,219.820007,221.550003,1819600,220.516281
"2022-03-24",222.139999,222.869995,218.929993,220.899994,1541300,219.869308
"2022-03-25",221.710007,222.320007,219.199997,221.470001,1286000,220.436661
"2022-03-28",221.5,226.339996,221.5,226.300003,1385700,225.244125
"2022-03-29",228.240005,230.820007,226.220001,228.520004,3336200,227.453781
"2022-03-30",227.169998,229.639999,226.880005,227.470001,1288400,226.408661
"2022-03-31",226.389999,228.089996,222.460007,222.630005,2164500,221.591263
"2022-04-01",223.089996,226.75,222.630005,226.300003,1538800,225.244125
"2022-04-04",225.619995,226.820007,224.919998,226.270004,1501700,225.762955
"2022-04-05",225.389999,230.199997,225.389999,229.360001,2073300,228.846024
"2022-04-06",228.830002,239.320007,228.059998,239,3548600,238.464432
"2022-04-07",238.009995,243.360001,237.039993,241.690002,2786400,241.148407
"2022-04-08",244.119995,246.139999,242.380005,245.800003,2733500,245.249191
"2022-04-11",245.419998,247.149994,240.570007,240.770004,1958900,240.230469
"2022-04-12",241.300003,246.149994,241.300003,243.830002,1500600,243.2836
"2022-04-13",242.589996,245.929993,242.240005,245.389999,1328100,244.840103
"2022-04-14",247.259995,250.300003,246.869995,248.770004,2094300,248.21254
"2022-04-18",246.949997,251.539993,246.279999,250.179993,1332900,249.61937
"2022-04-19",251.580002,256.690002,251.179993,255.360001,2018300,254.787766
"2022-04-20",257.48999,259.369995,256.970001,259.040009,2117800,258.459534
"2022-04-21",260,262.209991,255.589996,255.830002,1945900,255.256714
"2022-04-22",255.619995,255.619995,248.539993,248.809998,1659200,248.252441
"2022-04-25",248.809998,249.759995,244.550003,248.490005,1859200,247.933167
"2022-04-26",247.110001,250.089996,245,245,1472700,244.450974
"2022-04-27",244.580002,247.389999,242.990005,243.5,1366400,242.954346
"2022-04-28",245.679993,247.839996,242.559998,246.580002,1241800,246.027435
"2022-04-29",245.089996,245.369995,237.089996,237.529999,1993600,236.997711
"2022-05-02",238.509995,239.399994,232.240005,236.169998,1691200,235.640762
"2022-05-03",237.149994,239.570007,235.389999,236.960007,1187900,236.429001
"2022-05-04",237.889999,242.279999,236.160004,241.910004,1416800,241.367905
"2022-05-05",241.179993,241.759995,231.630005,233.639999,1577100,233.11644
"2022-05-06",230.979996,235.270004,230.320007,233.559998,2525400,233.036621
"2022-05-09",232.830002,237,230.649994,231.369995,2000900,230.851517
"2022-05-10",233.330002,235.360001,226.710007,227.5,1678300,226.990189
"2022-05-11",228.289993,232.460007,227.070007,228.369995,1620900,227.858246
"2022-05-12",229.110001,233.649994,228.380005,231.860001,2384400,231.340424
"2022-05-13",233.330002,233.779999,229.419998,232.330002,1630500,231.809372
"2022-05-16",233.479996,235.679993,230.809998,234.169998,1037800,233.645248
"2022-05-17",226.110001,228.979996,223.080002,227.550003,2231800,227.040085
"2022-05-18",210.369995,210.759995,196.490005,202.259995,5494400,201.806747
"2022-05-19",199.440002,205.389999,193.169998,201.330002,3691100,200.878845
"2022-05-20",197.960007,199,183.25,187.600006,4569600,187.179611
"2022-05-23",188.559998,194.649994,187.600006,194.419998,2936100,193.984329
"2022-05-24",192.619995,197.589996,192.380005,195.949997,2444600,195.510895
"2022-05-25",195,197.309998,193.559998,195.339996,3004400,194.902252
"2022-05-26",224.779999,229.449997,216.059998,222.130005,6165900,221.632233
"2022-05-27",224.380005,230.800003,224.380005,228.380005,2783200,227.868225
"2022-05-31",225.820007,226.770004,218.809998,220.339996,3672400,219.846237
"2022-06-01",223.050003,224.600006,218.399994,218.820007,1930000,218.329651
"2022-06-02",219.25,224.869995,218.5,224.720001,1483000,224.216431
"2022-06-03",222.570007,229.070007,222.570007,226.949997,1943800,226.441422
"2022-06-06",228.610001,232.649994,227.179993,232.470001,1879200,231.949066
"2022-06-07",228.570007,235.360001,227.300003,234.320007,1984600,233.794922
"2022-06-08",233.5,236.100006,232.309998,233.729996,984000,233.206238
"2022-06-09",233.910004,239.970001,233.509995,237.710007,1855000,237.177322
"2022-06-10",234.710007,236,231.910004,233.360001,1417100,232.837067
"2022-06-13",229.649994,233.25,227.619995,230.929993,1934800,230.412506
"2022-06-14",231.080002,234.240005,227.809998,230.020004,1463100,229.504547
"2022-06-15",230.199997,234.179993,229.25,232.25,1457600,231.729553
"2022-06-16",232.839996,234.639999,229.710007,232.229996,2257100,231.709595
"2022-06-17",231.639999,232.119995,227.899994,230.800003,3634800,230.282806
"2022-06-21",231.570007,239.110001,231.210007,238.970001,1700100,238.434494
"2022-06-22",238.100006,241.199997,236.699997,240.520004,2040400,239.981018
"2022-06-23",243.110001,245.380005,240.690002,243.610001,1719900,243.064102
"2022-06-24",244.869995,249.380005,244.460007,247.899994,3158300,247.344482
"2022-06-27",248,251.210007,245.050003,246.759995,1429300,246.207031
"2022-06-28",247.179993,250.889999,243.330002,243.580002,1280300,243.034164
"2022-06-29",245.009995,248.139999,243.210007,247.050003,1116500,246.496384
