"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"2022-01-04",169.630005,172.279999,168.839996,171.460007,2065400,169.547699
"2022-01-05",171.889999,172.910004,168.830002,169.009995,1718600,167.125015
"2022-01-06",168.899994,170.740005,168.399994,169.410004,1433800,167.520569
"2022-01-07",169.5,170.880005,167.809998,167.850006,2079800,165.977966
"2022-01-10",166.509995,166.899994,162.800003,166.419998,1896400,164.563904
"2022-01-11",167,168.029999,164.649994,167.759995,1075600,165.888962
"2022-01-12",169.169998,172,168.699997,171.460007,1983400,169.547699
"2022-01-13",171.539993,172.289993,170.369995,171.179993,1336100,169.270798
"2022-01-14",168.940002,171.710007,167.600006,170.919998,2824600,169.013702
"2022-01-18",168.509995,169.169998,164.690002,166.630005,2106900,164.771576
"2022-01-19",166.789993,167.130005,163.190002,163.389999,2368300,161.567688
"2022-01-20",163.990005,165.320007,160.770004,161.059998,2067500,159.263687
"2022-01-21",161.350006,163.740005,159.619995,160.539993,2242000,158.749481
"2022-01-24",157.539993,161.270004,153.899994,160.720001,2614400,158.927475
"2022-01-25",158.070007,159.389999,153.330002,157.440002,2487000,155.684052
"2022-01-26",159.130005,161.259995,156.259995,158.240005,2024100,156.475143
"2022-01-27",160.410004,161,154.259995,155.419998,1679300,153.686584
"2022-01-28",154.550003,156.809998,151.630005,156.690002,2339400,154.942429
"2022-01-31",155.630005,158.539993,154.5,158.429993,2192600,156.66301
"2022-02-01",158.949997,159.910004,156.520004,159.389999,1571400,157.612305
"2022-02-02",159.779999,161.850006,158.949997,161.410004,1565600,159.609787
"2022-02-03",159.429993,161.75,156.449997,156.830002,2492400,155.080856
"2022-02-04",154.570007,155.949997,150.240005,151,4095500,149.315887
"2022-02-07",152.770004,153.039993,149.669998,150.130005,3515900,148.455582
"2022-02-08",150.190002,152,148.619995,151.5,2586400,149.810318
"2022-02-09",153.679993,157.050003,153.210007,156.850006,2809600,155.100647
"2022-02-10",154.020004,158.259995,153.850006,154.789993,2450800,153.063599
"2022-02-11",154.899994,154.899994,149.399994,150.660004,2104900,148.979675
"2022-02-14",150.979996,153,149.289993,152.169998,2206400,150.472824
"2022-02-15",154.369995,156.130005,153.850006,155.529999,2061600,153.795349
"2022-02-16",154.860001,157.490005,154.779999,157.029999,2194000,155.278625
"2022-02-17",155.779999,156.110001,152.039993,152.399994,1324800,150.700256
"2022-02-18",152.339996,154.190002,151.699997,153.360001,3466600,151.649551
"2022-02-22",153.289993,154.360001,150.710007,151.759995,1684000,150.067413
"2022-02-23",152.429993,152.889999,148.919998,149.309998,1506000,147.64473
"2022-02-24",145.860001,150.789993,144.259995,150.309998,2168800,148.633575
"2022-02-25",150.300003,154.240005,150.100006,154.119995,2427400,152.401077
"2022-02-28",151.809998,155.050003,151.25,154.289993,2454800,152.569183
"2022-03-01",154,154.679993,144.369995,146.449997,4790400,144.81662
"2022-03-02",147.710007,152.880005,147.360001,152.169998,1880700,150.472824
"2022-03-03",153.080002,156.199997,153.080002,154.970001,2861400,153.241608
"2022-03-04",151.990005,153.449997,147.809998,149.779999,2678900,148.109482
"2022-03-07",149.789993,149.789993,145.009995,145.789993,2411600,144.163986
"2022-03-08",146.929993,151.570007,145.570007,146.199997,2235300,144.569412
"2022-03-09",150.25,151.5,148.979996,149.119995,1794200,147.456848
"2022-03-10",145.089996,149.059998,145.089996,148.199997,1782300,147.347488
"2022-03-11",149.360001,150.330002,146.740005,146.919998,1350000,146.074844
"2022-03-14",147.899994,150.820007,147.160004,148.460007,1581600,147.606003
"2022-03-15",150.179993,150.740005,148.070007,150.270004,1541700,149.405579
"2022-03-16",151.979996,154.449997,150.039993,153.339996,1892400,152.457916
"2022-03-17",151.929993,154.710007,151.009995,154.690002,1389900,153.800156
"2022-03-18",155.259995,155.970001,151.509995,155.580002,2792200,154.685043
"2022-03-21",156.080002,156.350006,153.309998,154.600006,1934300,153.710678
"2022-03-22",155.770004,156.009995,154.199997,155.25,1226800,154.356934
"2022-03-23",154.050003,154.940002,152.339996,152.429993,1331900,151.553146
"2022-03-24",153.399994,153.649994,152.360001,153.199997,1078300,152.318726
"2022-03-25",153.770004,154.789993,152.839996,154.179993,1196500,153.293076
"2022-03-28",153.259995,154.210007,152.139999,154.210007,1239800,153.322922
"2022-03-29",156.460007,158.009995,155.270004,157.529999,1530800,156.62381
"2022-03-30",156.330002,157.320007,154.770004,155.460007,1294100,154.565735
"2022-03-31",155.059998,156.360001,151.589996,151.759995,2286200,150.887009
"2022-04-01",153.449997,153.449997,150.399994,151.809998,2098900,150.936722
"2022-04-04",150.919998,151.039993,148.320007,150.919998,1435100,150.051834
"2022-04-05",150.729996,151.279999,145.910004,146.610001,2046700,145.766632
"2022-04-06",144.360001,145.279999,142.839996,144.860001,2701400,144.026703
"2022-04-07",143.660004,146.639999,142.889999,145.869995,1788100,145.030884
"2022-04-08",145.619995,147.309998,144.460007,145.179993,1644400,144.344849
"2022-04-11",144.660004,146.279999,142.029999,142.270004,1800200,141.451599
"2022-04-12",142.889999,144.970001,140.020004,140.820007,1766200,140.009949
"2022-04-13",140.580002,142.710007,140.580002,141.770004,1530600,140.954483
"2022-04-14",141.009995,142.710007,139.410004,139.910004,1833000,139.105179
"2022-04-18",139.679993,142.110001,139.600006,140.660004,1561100,139.850861
"2022-04-19",141.720001,146.070007,140.800003,145.770004,1826700,144.931473
"2022-04-20",147.369995,150.559998,147.369995,149.380005,1834600,148.520706
"2022-04-21",151.690002,153.270004,149.199997,149.949997,2293900,149.087418
"2022-04-22",148.5,148.960007,145.889999,146.039993,1655100,145.199905
"2022-04-25",145.899994,147.089996,142.720001,147.070007,1905500,146.223999
"2022-04-26",145.179993,146.949997,143.5,143.779999,2313700,142.952911
"2022-04-27",143.75,146.889999,143.470001,145.710007,1930300,144.871811
"2022-04-28",146.100006,148.080002,144.279999,147.880005,2473700,147.029327
"2022-04-29",147.75,149.830002,144.770004,145.020004,2467500,144.185791
"2022-05-02",144.990005,147.020004,143.419998,146.5,2732700,145.657272
"2022-05-03",144.509995,150.960007,144.509995,146.580002,3004900,145.736801
"2022-05-04",146.800003,150.710007,143.979996,149.929993,2558100,149.067535
"2022-05-05",148.720001,150.880005,147.100006,148.380005,3871000,147.526459
"2022-05-06",147.789993,148.460007,144.449997,147.289993,2101800,146.442719
"2022-05-09",145.339996,149.309998,145.050003,147.960007,3028900,147.108871
"2022-05-10",149.009995,149.910004,140.529999,140.979996,3543000,140.169022
"2022-05-11",141.130005,144.300003,140.220001,140.809998,1852300,140
"2022-05-12",139.470001,142.529999,138.690002,141.75,2251900,141.75
"2022-05-13",142.850006,143.440002,139.649994,141.330002,2813100,141.330002
"2022-05-16",140.559998,140.740005,137.550003,138.979996,2551900,138.979996
"2022-05-17",141.410004,143.839996,140.789993,143.380005,1988500,143.380005
"2022-05-18",141.089996,141.789993,135.960007,136.520004,1946500,136.520004
"2022-05-19",135,138.009995,132.380005,136.080002,2992300,136.080002
"2022-05-20",136.869995,137.429993,132.160004,134.139999,4686600,134.139999
"2022-05-23",135.619995,136.869995,133.160004,136.759995,2169600,136.759995
"2022-05-24",132.979996,134.619995,130.440002,133.830002,2709700,133.830002
"2022-05-25",133.509995,135.279999,131.5,134.080002,1877500,134.080002
"2022-05-26",135.740005,137.220001,133.679993,136.279999,1366400,136.279999
"2022-05-27",137.600006,139.880005,137.089996,139.820007,1459000,139.820007
"2022-05-31",138.350006,140.029999,136.809998,138.600006,2900500,138.600006
"2022-06-01",139.940002,140.25,136.449997,137.720001,1750800,137.720001
"2022-06-02",139.509995,140.919998,137.449997,140.820007,1289900,140.820007
"2022-06-03",139.639999,140.960007,139.350006,140.350006,1421300,140.350006
"2022-06-06",142.289993,142.699997,141.130005,141.360001,1659400,141.360001
"2022-06-07",140.600006,145.490005,139.669998,145.410004,2237400,145.410004
"2022-06-08",144.399994,146.289993,143.410004,144.479996,2274000,144.479996
"2022-06-09",143.369995,145.210007,142.429993,142.5,1594800,142.5
"2022-06-10",139.789993,140.639999,136.830002,137.029999,1543800,137.029999
"2022-06-13",134.770004,134.770004,132,132.850006,1596700,132.850006
"2022-06-14",132.850006,134.470001,129.199997,130.520004,1927300,130.520004
"2022-06-15",131.550003,132.75,128.869995,131.009995,1658600,131.009995
"2022-06-16",127.910004,128.460007,125.139999,126.110001,2006500,126.110001
"2022-06-17",125.120003,127.349998,124.57,125.519997,3126500,125.519997
"2022-06-21",126.709999,127.519997,125.110001,126.139999,1584400,126.139999
"2022-06-22",123.690002,126.949997,123.690002,126.220001,1921700,126.220001
"2022-06-23",125.269997,127.260002,124.120003,126.889999,2022800,126.889999
"2022-06-24",128.470001,131.910004,127.580002,131.830002,1974200,131.830002
"2022-06-27",132.770004,133.5,131.149994,132.25,1597000,132.25
"2022-06-28",132.839996,133.929993,129.25,129.320007,1914900,129.320007
"2022-06-29",129.690002,130.089996,126.040001,127.269997,1740100,127.269997
