"","CTXS.Open","CTXS.High","CTXS.Low","CTXS.Close","CTXS.Volume","CTXS.Adjusted"
"2022-01-10",95.330002,97.239998,94.139999,97.220001,1179100,97.220001
"2022-01-11",96.910004,98.349998,96.510002,98.129997,1559000,98.129997
"2022-01-12",97.68,98.470001,96.040001,96.82,818100,96.82
"2022-01-13",96.660004,97.830002,94.300003,94.82,1640600,94.82
"2022-01-14",94.529999,96.260002,94.449997,95.800003,1995600,95.800003
"2022-01-18",102.599998,102.599998,99.260002,101,4204600,101
"2022-01-19",100.25,105.349998,100.010002,104.699997,2805300,104.699997
"2022-01-20",104.400002,105.25,102.290001,102.419998,1166000,102.419998
"2022-01-21",103.620003,104.040001,100.57,101.120003,1979600,101.120003
"2022-01-24",99.400002,106.669998,98.010002,106.339996,2644700,106.339996
"2022-01-25",104.220001,105.449997,99.959999,101.379997,2497500,101.379997
"2022-01-26",103,103.480003,101.040001,102.480003,1428800,102.480003
"2022-01-27",102.470001,103.660004,100.349998,100.709999,2203400,100.709999
"2022-01-28",100.709999,105.709999,99.559998,105.550003,2379200,105.550003
"2022-01-31",101.779999,102,101.330002,101.940002,14314000,101.940002
"2022-02-01",101.870003,102.82,101.779999,102.360001,4134400,102.360001
"2022-02-02",102.25,102.599998,101.839996,102.089996,3298800,102.089996
"2022-02-03",102.099998,102.589996,101.860001,102.25,3530500,102.25
"2022-02-04",102.239998,102.75,101.919998,102.360001,2342900,102.360001
"2022-02-07",102.43,102.529999,101.720001,101.739998,4193300,101.739998
"2022-02-08",102.129997,102.290001,101.849998,102.160004,2415100,102.160004
"2022-02-09",102.18,102.639999,101.860001,102.43,2133900,102.43
"2022-02-10",102.199997,102.379997,102.010002,102.150002,2676800,102.150002
"2022-02-11",102.25,102.5,101.879997,101.989998,3158700,101.989998
"2022-02-14",102.059998,102.32,101.900002,101.959999,5094500,101.959999
"2022-02-15",102.059998,102.370003,101.970001,102.129997,4074900,102.129997
"2022-02-16",102.089996,102.110001,101.849998,101.949997,4556100,101.949997
"2022-02-17",102,102.239998,101.540001,101.669998,3881600,101.669998
"2022-02-18",101.849998,102.07,101.699997,101.879997,2711600,101.879997
"2022-02-22",101.800003,102,101.529999,101.870003,3575400,101.870003
"2022-02-23",101.830002,102.050003,101.660004,101.75,3625300,101.75
"2022-02-24",101.5,102.330002,101.449997,102.209999,4771700,102.209999
"2022-02-25",102.050003,102.669998,101.93,102.599998,3108700,102.599998
"2022-02-28",102.169998,102.519997,101.989998,102.5,3545800,102.5
"2022-03-01",102.260002,102.730003,102.150002,102.660004,2355400,102.660004
"2022-03-02",102.400002,102.620003,102.190002,102.209999,3397600,102.209999
"2022-03-03",102.349998,102.470001,101.889999,102.019997,3638700,102.019997
"2022-03-04",101.959999,102.059998,101.5,101.5,4705000,101.5
"2022-03-07",101.339996,101.650002,100.809998,101.230003,3324400,101.230003
"2022-03-08",101.199997,101.900002,101.019997,101.489998,2062800,101.489998
"2022-03-09",101.5,101.940002,101.260002,101.919998,2012800,101.919998
"2022-03-10",101.599998,101.660004,101.25,101.449997,1776000,101.449997
"2022-03-11",101.440002,101.629997,100.980003,101.019997,2368600,101.019997
"2022-03-14",101.080002,101.18,100.129997,100.510002,2849800,100.510002
"2022-03-15",100.690002,100.739998,99.5,100.489998,2392400,100.489998
"2022-03-16",100.540001,101.160004,100.029999,101.160004,2683200,101.160004
"2022-03-17",101.290001,101.290001,100.5,101.110001,2267400,101.110001
"2022-03-18",101.019997,101.110001,99.980003,100.739998,6852500,100.739998
"2022-03-21",101.120003,101.410004,100.529999,100.559998,1265000,100.559998
"2022-03-22",100.610001,100.989998,100.5,100.900002,1043300,100.900002
"2022-03-23",100.900002,101.239998,100.760002,101.120003,1519800,101.120003
"2022-03-24",101.139999,101.150002,100.849998,100.860001,1133500,100.860001
"2022-03-25",100.93,101.269997,100.75,101.080002,1052200,101.080002
"2022-03-28",101.099998,101.209999,100.889999,101.019997,1193800,101.019997
"2022-03-29",101.290001,101.480003,100.900002,101.470001,1056200,101.470001
"2022-03-30",101.449997,101.68,101.209999,101.489998,892000,101.489998
"2022-03-31",101.489998,101.489998,100.580002,100.900002,1491000,100.900002
"2022-04-01",101.010002,101.489998,100.870003,101.489998,817500,101.489998
"2022-04-04",101.199997,101.660004,101.160004,101.419998,991000,101.419998
"2022-04-05",101.379997,101.620003,101.25,101.400002,638000,101.400002
"2022-04-06",101.239998,101.459999,101.139999,101.290001,872800,101.290001
"2022-04-07",101.290001,101.360001,101.089996,101.290001,650200,101.290001
"2022-04-08",101.349998,101.440002,101.209999,101.290001,534500,101.290001
"2022-04-11",101.269997,101.349998,101.040001,101.139999,684300,101.139999
"2022-04-12",101.199997,101.290001,100.779999,100.93,1399700,100.93
"2022-04-13",101.07,102.010002,101.07,102,1227800,102
"2022-04-14",102.339996,102.339996,101.830002,102.239998,935100,102.239998
"2022-04-18",102.150002,102.190002,101.809998,102.019997,1193600,102.019997
"2022-04-19",102.099998,102.110001,101.860001,101.940002,1027900,101.940002
"2022-04-20",101.949997,102.099998,101.800003,101.849998,1033000,101.849998
"2022-04-21",102.040001,102.07,101.449997,101.559998,1236200,101.559998
"2022-04-22",101.800003,101.949997,101.230003,101.5,1056200,101.5
"2022-04-25",101.309998,101.629997,101.160004,101.290001,1202800,101.290001
"2022-04-26",101.330002,101.440002,100.75,100.769997,1667900,100.769997
"2022-04-27",101,101.169998,100.629997,100.760002,901700,100.760002
"2022-04-28",100.919998,101.029999,100.620003,100.709999,773900,100.709999
"2022-04-29",100.75,100.82,99.910004,100.099998,1122700,100.099998
"2022-05-02",100.209999,100.449997,99.949997,100,1311400,100
"2022-05-03",100.199997,101.309998,100.150002,101.230003,1150700,101.230003
"2022-05-04",101.379997,101.75,100.940002,101.699997,1526400,101.699997
"2022-05-05",101.519997,101.68,101.029999,101.400002,1054600,101.400002
"2022-05-06",101.160004,101.349998,100.620003,101,1477600,101
"2022-05-09",100.620003,100.959999,100.010002,100.019997,1408300,100.019997
"2022-05-10",100.360001,100.550003,99.779999,100.290001,1526600,100.290001
"2022-05-11",100.25,100.400002,100,100.080002,555400,100.080002
"2022-05-12",99.959999,100.080002,99.099998,99.830002,1167900,99.830002
"2022-05-13",99.830002,99.860001,98.779999,99.150002,1074200,99.150002
"2022-05-16",99.07,99.489998,98.730003,99.279999,1019900,99.279999
"2022-05-17",99.230003,100.800003,99.199997,100.790001,921700,100.790001
"2022-05-18",100.550003,100.620003,99.550003,99.68,841800,99.68
"2022-05-19",99.599998,99.910004,99.419998,99.459999,661000,99.459999
"2022-05-20",99.879997,100.059998,99.010002,99.269997,712200,99.269997
"2022-05-23",99.769997,100.190002,99.599998,99.779999,1318100,99.779999
"2022-05-24",99.989998,100.07,99.419998,99.519997,1617600,99.519997
"2022-05-25",99.5,99.889999,99.309998,99.639999,997400,99.639999
"2022-05-26",99.800003,100.849998,99.669998,100.43,779300,100.43
"2022-05-27",100.43,100.970001,100.110001,100.949997,626000,100.949997
"2022-05-31",101.059998,101.199997,100.25,100.690002,1617100,100.690002
"2022-06-01",100.940002,101.019997,100.699997,100.839996,598900,100.839996
"2022-06-02",100.980003,101.419998,100.910004,101.349998,455400,101.349998
"2022-06-03",101.269997,101.510002,101.110001,101.410004,506000,101.410004
"2022-06-06",99.800003,100.559998,99.220001,99.339996,2081700,99.339996
"2022-06-07",99.459999,99.5,98.510002,98.769997,1100200,98.769997
"2022-06-08",98.690002,98.82,98.400002,98.739998,835600,98.739998
"2022-06-09",98.800003,99.900002,98.699997,99.050003,792900,99.050003
"2022-06-10",98.610001,98.690002,97.589996,97.940002,1012900,97.940002
"2022-06-13",96.769997,97,94.720001,95.389999,1931800,95.389999
"2022-06-14",95.650002,95.82,89.339996,92.410004,4098700,92.410004
"2022-06-15",92.720001,93.419998,91.82,92.709999,1497700,92.709999
"2022-06-16",91.629997,91.699997,88.660004,89.760002,2225900,89.760002
"2022-06-17",91.370003,96.550003,91.370003,94.940002,2761400,94.940002
"2022-06-21",95.879997,98.559998,95.459999,97.620003,2115500,97.620003
"2022-06-22",97.099998,97.849998,96.330002,97.389999,940300,97.389999
"2022-06-23",97.599998,98.580002,97.470001,98.419998,868900,98.419998
"2022-06-24",98.459999,98.540001,95.309998,96.589996,1855600,96.589996
"2022-06-27",97,98,96.660004,96.760002,660900,96.760002
"2022-06-28",97,97.239998,95.980003,96.150002,855300,96.150002
"2022-06-29",96.339996,97.339996,96.050003,96.839996,675500,96.839996
