"","FTNT.Open","FTNT.High","FTNT.Low","FTNT.Close","FTNT.Volume","FTNT.Adjusted"
"2022-01-13",64.108002,64.559998,61.452,61.576,6471000,61.576
"2022-01-14",61.049999,62.776001,60.632,62.507999,6412000,62.507999
"2022-01-18",60.816002,63.528,60.610001,61.694,7610000,61.694
"2022-01-19",62.470001,64.632004,61.348,61.431999,5922000,61.431999
"2022-01-20",61.995998,63.588001,60.93,60.998001,5268000,60.998001
"2022-01-21",60.372002,60.880001,57.650002,57.73,9746500,57.73
"2022-01-24",56.532001,58.150002,52.568001,58.074001,16821500,58.074001
"2022-01-25",56.756001,56.886002,54.226002,54.59,8703000,54.59
"2022-01-26",56.360001,57.301998,53.661999,54.23,8629000,54.23
"2022-01-27",55.130001,56.334,53.731998,53.944,6165500,53.944
"2022-01-28",54.75,56.512001,53.040001,56.431999,7346500,56.431999
"2022-01-31",56.431999,59.619999,55.911999,59.448002,9103500,59.448002
"2022-02-01",59.568001,60.625999,58.358002,60.436001,6467000,60.436001
"2022-02-02",61.223999,62.200001,60.604,61.976002,8535500,61.976002
"2022-02-03",59.896,62.105999,59.074001,59.400002,8857500,59.400002
"2022-02-04",60.813999,63.466,57.835999,62.866001,12722500,62.866001
"2022-02-07",62.284,63.380001,61.153999,61.444,5925000,61.444
"2022-02-08",61.186001,63.194,60.889999,62.972,4988000,62.972
"2022-02-09",64,66.052002,63.709999,65.968002,6909000,65.968002
"2022-02-10",64.25,66.472,64.103996,65.071999,5765000,65.071999
"2022-02-11",65.258003,65.956001,61.638,62.054001,5881000,62.054001
"2022-02-14",62.223999,63.355999,61.290001,62.07,5370000,62.07
"2022-02-15",63.372002,64.671997,62.98,64.484001,3830000,64.484001
"2022-02-16",63.492001,64.304001,62.068001,64.071999,4955500,64.071999
"2022-02-17",63.526001,63.526001,61.846001,62.108002,3957000,62.108002
"2022-02-18",62.214001,62.862,60.787998,60.970001,4612000,60.970001
"2022-02-22",60.405998,61.34,58.59,59.48,6688500,59.48
"2022-02-23",60.09,60.740002,56.683998,56.902,6862000,56.902
"2022-02-24",55.576,63.694,55.188,63.290001,12905500,63.290001
"2022-02-25",63.391998,65.112,62,64.994003,6182500,64.994003
"2022-02-28",64.510002,69.089996,64.304001,68.903999,12006500,68.903999
"2022-03-01",69.209999,70.304001,66.844002,67.566002,8148000,67.566002
"2022-03-02",67.93,69.374001,66.473999,68.961998,5867000,68.961998
"2022-03-03",69.225998,69.657997,66.307999,67.269997,5678000,67.269997
"2022-03-04",67.255997,67.809998,65.292,67.092003,6077500,67.092003
"2022-03-07",66.744003,67.592003,58.167999,58.273998,12903000,58.273998
"2022-03-08",56.914001,57.299999,54.5,55.366001,10565500,55.366001
"2022-03-09",57.021999,57.860001,54.806,57.486,10994500,57.486
"2022-03-10",56.860001,57.945999,55.512001,57.352001,7338000,57.352001
"2022-03-11",58.411999,58.411999,55.703999,55.826,6845000,55.826
"2022-03-14",55.265999,56.422001,53.054001,55.088001,9983000,55.088001
"2022-03-15",55.689999,56.796001,54.751999,56.664001,6130000,56.664001
"2022-03-16",56.77,59.566002,56.34,59.507999,9152500,59.507999
"2022-03-17",58.742001,60.708,57.84,60.695999,8120000,60.695999
"2022-03-18",60.598,64.232002,60.060001,63.993999,13095000,63.993999
"2022-03-21",63.068001,63.771999,61.161999,62.905998,7950500,62.905998
"2022-03-22",62.644001,65.356003,62.400002,65.138,6457500,65.138
"2022-03-23",64.75,65.910004,63.633999,64.286003,3931500,64.286003
"2022-03-24",64.503998,67.269997,63.666,67.141998,4998500,67.141998
"2022-03-25",66.599998,67.230003,64.405998,66.545998,4292500,66.545998
"2022-03-28",66.599998,68.246002,65.921997,67.706001,3872000,67.706001
"2022-03-29",68.912003,69.718002,67.272003,69.496002,6421000,69.496002
"2022-03-30",69,70.160004,68.001999,68.386002,3578000,68.386002
"2022-03-31",68.251999,70.596001,68.251999,68.348,6092500,68.348
"2022-04-01",68.202003,69.019997,67.204002,67.802002,3621500,67.802002
"2022-04-04",68.496002,69.526001,68.07,69.337997,3355000,69.337997
"2022-04-05",69.248001,69.396004,67.730003,68.377998,4341500,68.377998
"2022-04-06",67.061996,67.557999,65.704002,66.414001,4918500,66.414001
"2022-04-07",66.253998,68.903999,66.253998,67.624001,5227500,67.624001
"2022-04-08",67.024002,68.342003,66.779999,67.166,3617500,67.166
"2022-04-11",66.138,66.767998,64.93,65.613998,4485000,65.613998
"2022-04-12",67.061996,68.344002,65.489998,66.019997,3894000,66.019997
"2022-04-13",66.398003,68.540001,66.103996,68.171997,3954500,68.171997
"2022-04-14",68.57,68.678001,66.209999,66.351997,3645000,66.351997
"2022-04-18",65.886002,66.844002,64.650002,66.084,3188000,66.084
"2022-04-19",65.874001,67.232002,65.092003,67.038002,3805000,67.038002
"2022-04-20",67.599998,69.730003,67.346001,68.115997,5339000,68.115997
"2022-04-21",68.916,71.515999,64.085999,64.251999,6071000,64.251999
"2022-04-22",64.18,64.767998,60.728001,60.858002,5262000,60.858002
"2022-04-25",60.425999,64.862,60.202,64.697998,6626000,64.697998
"2022-04-26",63.866001,64.288002,61.287998,61.299999,4976500,61.299999
"2022-04-27",61.316002,63.147999,59.928001,60.063999,5187000,60.063999
"2022-04-28",60.848,62.377998,59.334,61.73,5961500,61.73
"2022-04-29",61.243999,61.976002,57.528,57.801998,6013000,57.801998
"2022-05-02",57.712002,58.897999,56.706001,58.403999,6456000,58.403999
"2022-05-03",58.403999,58.799999,56.726002,57.306,5069500,57.306
"2022-05-04",56.838001,57.698002,53.551998,57.473999,11359000,57.473999
"2022-05-05",60.599998,61.278,55.16,56.903999,13191000,56.903999
"2022-05-06",55.824001,55.900002,52.652,53.273998,7995000,53.273998
"2022-05-09",51.952,52.380001,48.726002,49.043999,10737000,49.043999
"2022-05-10",51.756001,53.459999,49.104,52.358002,13170000,52.358002
"2022-05-11",52.32,55.748001,51.875999,52.192001,15667500,52.192001
"2022-05-12",51.400002,55.48,50.799999,53.332001,10798000,53.332001
"2022-05-13",54.512001,56.698002,54.467999,56.310001,8673500,56.310001
"2022-05-16",55.860001,57.476002,54.956001,55.113998,6360500,55.113998
"2022-05-17",56.686001,57.400002,55.034,56.562,7720500,56.562
"2022-05-18",55.316002,56.655998,53.686001,54.116001,11199000,54.116001
"2022-05-19",53.518002,56.321999,53.144001,55.032001,8350500,55.032001
"2022-05-20",57.259998,57.799999,54.245998,57.056,11468000,57.056
"2022-05-23",57.290001,58.506001,56.717999,57.273998,7018000,57.273998
"2022-05-24",56.408001,61.919998,55.313999,57.167999,8979500,57.167999
"2022-05-25",56.189999,58.144001,56.035999,57.464001,6623500,57.464001
"2022-05-26",57.537998,59.428001,56.916,58.860001,6211000,58.860001
"2022-05-27",59.43,59.928001,58.456001,59.574001,9173000,59.574001
"2022-05-31",59.453999,59.632,57.813999,58.827999,9866000,58.827999
"2022-06-01",59.251999,59.849998,57.444,57.812,5257000,57.812
"2022-06-02",57.911999,61.066002,57.641998,60.644001,5513000,60.644001
"2022-06-03",59.624001,59.928001,58.396,59.327999,4924500,59.327999
"2022-06-06",60.183998,60.298,59.032001,59.394001,3275500,59.394001
"2022-06-07",58.743999,61.296001,58.548,61.076,4148000,61.076
"2022-06-08",60.82,61.416,60.042,60.105999,3418500,60.105999
"2022-06-09",60.512001,62.405998,59.534,60.700001,5970000,60.700001
"2022-06-10",59.591999,59.942001,57.363998,57.661999,6866000,57.661999
"2022-06-13",55.598,55.830002,53.009998,53.298,6939000,53.298
"2022-06-14",53.748001,54.306,53.023998,53.846001,4913500,53.846001
"2022-06-15",54.490002,56.588001,54.138,55.504002,5361000,55.504002
"2022-06-16",54.088001,54.554001,52.335999,52.745998,5731000,52.745998
"2022-06-17",52.624001,54.298,52.599998,53.798,11750500,53.798
"2022-06-21",55.18,57,55.094002,56.202,5768500,56.202
"2022-06-22",55.198002,56.911999,55.099998,55.688,4096500,55.688
"2022-06-23",56.200001,57.360001,55.189999,56.799999,4602300,56.799999
"2022-06-24",57.509998,59.380001,56.380001,59.130001,7996300,59.130001
"2022-06-27",58.970001,60.389999,57.580002,58.849998,3179500,58.849998
"2022-06-28",59.610001,60.59,57.060001,57.290001,4750500,57.290001
"2022-06-29",57.25,57.950001,56.450001,57.169998,3357600,57.169998
