"","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
"2022-01-27",621.119995,625.76001,590.109985,593.880005,257200,593.880005
"2022-01-28",590.01001,604.27002,575.030029,604.150024,346900,604.150024
"2022-01-31",599,616.869995,599,616.190002,211300,616.190002
"2022-02-01",615.820007,627.400024,610.380005,624.47998,231300,624.47998
"2022-02-02",620.400024,629.809998,612.26001,628.070007,214100,628.070007
"2022-02-03",625.25,626.289978,614.5,619.320007,193200,619.320007
"2022-02-04",613.700012,626.48999,610.219971,619.630005,340300,619.630005
"2022-02-07",623.070007,637.830017,621.840027,633.23999,402900,633.23999
"2022-02-08",609.200012,649.169983,609.200012,645.820007,453900,645.820007
"2022-02-09",650,665.659973,648.570007,650.25,359300,650.25
"2022-02-10",645.400024,661.73999,643.97998,649.23999,301300,649.23999
"2022-02-11",651.090027,655.02002,633.140015,638.330017,336300,638.330017
"2022-02-14",642.690002,646.75,626.859985,630.73999,247000,630.73999
"2022-02-15",639.159973,656.429993,636.080017,656.210022,312900,656.210022
"2022-02-16",657.659973,670.630005,652.630005,667.969971,245100,667.969971
"2022-02-17",664.059998,664.059998,652.690002,657.799988,240600,657.799988
"2022-02-18",658.590027,661.27002,648.380005,648.960022,232900,648.960022
"2022-02-22",650.01001,654.539978,640,646.099976,270900,646.099976
"2022-02-23",654.309998,658.950012,625.080017,627.119995,322500,627.119995
"2022-02-24",609.929993,649.77002,608.840027,649.179993,423800,649.179993
"2022-02-25",653.900024,667.590027,650.190002,662.450012,356100,662.450012
"2022-02-28",657.969971,674.48999,654.140015,666.590027,363700,666.590027
"2022-03-01",663.780029,667.409973,650.919983,654.830017,529700,654.830017
"2022-03-02",659.559998,681.419983,656.52002,675.51001,493600,675.51001
"2022-03-03",678.030029,678.030029,652.969971,654.48999,354300,654.48999
"2022-03-04",649.049988,649.049988,624.539978,633.059998,507900,633.059998
"2022-03-07",637.140015,637.140015,591.950012,591.969971,634800,591.969971
"2022-03-08",593.450012,609.469971,586.830017,596.830017,586600,596.830017
"2022-03-09",615.27002,639.02002,611.609985,633.929993,406600,633.929993
"2022-03-10",620.330017,647.469971,620.330017,633.679993,315200,633.679993
"2022-03-11",638.539978,646.919983,623.27002,623.98999,292600,623.98999
"2022-03-14",625.330017,632.429993,613.869995,618.429993,510100,618.429993
"2022-03-15",628.549988,648.72998,624.369995,646.030029,341000,646.030029
"2022-03-16",651.630005,668.150024,640.140015,656,358800,656
"2022-03-17",650,663.48999,650,663.02002,287200,663.02002
"2022-03-18",671.960022,671.960022,656.469971,661.359985,614800,661.359985
"2022-03-21",653.299988,658.659973,647.099976,655.289978,264100,655.289978
"2022-03-22",658.309998,674.469971,656.080017,671.679993,306300,671.679993
"2022-03-23",665.640015,674.169983,659.669983,660.840027,167400,660.840027
"2022-03-24",663.48999,676.119995,662.369995,675.700012,231200,675.700012
"2022-03-25",677.429993,684.619995,671.960022,675.530029,192700,675.530029
"2022-03-28",674.23999,676.580017,659.919983,668.619995,219100,668.619995
"2022-03-29",677.349976,684.710022,669.26001,684.289978,276000,684.289978
"2022-03-30",683,684.719971,667.969971,672.309998,345800,672.309998
"2022-03-31",670.590027,673.97998,651.150024,651.539978,623600,651.539978
"2022-04-01",656.299988,667.320007,648.73999,667.039978,489500,667.039978
"2022-04-04",668.52002,670.320007,660.669983,669.390015,243700,669.390015
"2022-04-05",668.159973,678.080017,650.070007,651.429993,304200,651.429993
"2022-04-06",645.320007,651.289978,640.590027,647.98999,307900,647.98999
"2022-04-07",645.97998,654.940002,639.390015,651.390015,217400,651.390015
"2022-04-08",653.080017,655.690002,640.320007,640.820007,160100,640.820007
"2022-04-11",638.25,647.320007,633.359985,633.530029,178100,633.530029
"2022-04-12",635.98999,648.049988,633.25,636.51001,222800,636.51001
"2022-04-13",639.73999,643.280029,633.369995,636.169983,226600,636.169983
"2022-04-14",640.22998,648.26001,637.049988,638.47998,325200,638.47998
"2022-04-18",639.119995,639.119995,625.52002,633.190002,445600,633.190002
"2022-04-19",633.190002,647.150024,633.190002,643.73999,160200,643.73999
"2022-04-20",646.960022,649.880005,642.219971,643.340027,145500,643.340027
"2022-04-21",658.26001,658.26001,632.049988,634.159973,237800,634.159973
"2022-04-22",632,641.450012,623.400024,624.01001,283700,624.01001
"2022-04-25",618.289978,627.02002,613.52002,626.640015,305000,626.640015
"2022-04-26",619.789978,627,613.789978,613.789978,215700,613.789978
"2022-04-27",611.400024,619.799988,603.450012,615.26001,258700,615.26001
"2022-04-28",620.549988,624.23999,609.02002,618.830017,206300,618.830017
"2022-04-29",614.549988,617.799988,593.609985,594.809998,281200,594.809998
"2022-05-02",594.98999,607.409973,586.150024,602.880005,423900,602.880005
"2022-05-03",607.75,613.039978,597.289978,604.219971,340700,604.219971
"2022-05-04",602.789978,624.179993,596.580017,621.72998,282100,621.72998
"2022-05-05",616.76001,617.460022,591.539978,597.640015,312500,597.640015
"2022-05-06",595.77002,598.880005,576.52002,584.119995,337900,584.119995
"2022-05-09",575.799988,577.169983,540.280029,545.690002,700400,545.690002
"2022-05-10",564,582.280029,550.950012,566.23999,630100,566.23999
"2022-05-11",563.539978,589.919983,563.539978,570.77002,422500,570.77002
"2022-05-12",569.080017,570.539978,537.549988,549.929993,492800,549.929993
"2022-05-13",555.309998,570.200012,555.309998,563.809998,263100,563.809998
"2022-05-16",558.880005,565.340027,545.780029,546.22998,334000,546.22998
"2022-05-17",557.059998,566.710022,549.200012,556.859985,286800,556.859985
"2022-05-18",547.070007,553.630005,533.73999,536.51001,549200,536.51001
"2022-05-19",531.26001,550.969971,531.22998,541.140015,452700,541.140015
"2022-05-20",548.299988,552.530029,538.200012,550.23999,529300,550.23999
"2022-05-23",555.73999,567.72998,552.380005,565.159973,421700,565.159973
"2022-05-24",573.380005,582.159973,561.5,579.590027,641900,579.590027
"2022-05-25",578.73999,593.830017,573.880005,593,6e+05,593
"2022-05-26",597.5,607.169983,594,599.75,444500,599.75
"2022-05-27",602.559998,614.150024,601.429993,612.27002,357200,612.27002
"2022-05-31",603.409973,608,594.590027,605.369995,547400,605.369995
"2022-06-01",607.640015,608.23999,588.109985,600.090027,266700,600.090027
"2022-06-02",602.200012,616.820007,598.51001,616.280029,259700,616.280029
"2022-06-03",609.650024,617.969971,605.390015,616.349976,160400,616.349976
"2022-06-06",625.289978,628.440002,615.299988,624.390015,225900,624.390015
"2022-06-07",618.640015,633.340027,618.25,632.909973,211400,632.909973
"2022-06-08",627.039978,627.820007,614.859985,616.719971,258100,616.719971
"2022-06-09",614.77002,614.77002,605.700012,607.900024,208500,607.900024
"2022-06-10",593.880005,598.630005,580.039978,581.130005,296700,581.130005
"2022-06-13",565,565,542.070007,545.52002,376000,545.52002
"2022-06-14",549.97998,549.97998,522.130005,527.650024,537400,527.650024
"2022-06-15",536.200012,554.130005,532.77002,547.789978,381200,547.789978
"2022-06-16",536.23999,540.559998,510.98999,513.690002,442000,513.690002
"2022-06-17",500.480011,523.919983,500.079987,516.02002,770400,516.02002
"2022-06-21",525.349976,528.710022,517.330017,523.659973,363300,523.659973
"2022-06-22",513.840027,535.169983,513.840027,525.570007,373500,525.570007
"2022-06-23",527.450012,527.450012,513.460022,518.830017,251300,518.830017
"2022-06-24",525,539.169983,525,538.75,478000,538.75
"2022-06-27",541,542.669983,529.190002,533.799988,284800,533.799988
"2022-06-28",538.650024,551.669983,532.059998,532.599976,301300,532.599976
"2022-06-29",534.72998,537.940002,519.460022,525.580017,313900,525.580017
