"","HIG.Open","HIG.High","HIG.Low","HIG.Close","HIG.Volume","HIG.Adjusted"
"2021-12-30",69.720001,70.099998,69.089996,69.120003,637500,68.379768
"2021-12-31",68.970001,69.480003,68.889999,69.040001,582700,68.300621
"2022-01-03",69.300003,70.110001,69.18,69.510002,1048300,68.765594
"2022-01-04",70,71.160004,69.980003,70.830002,1573400,70.071457
"2022-01-05",71.160004,71.849998,70.279999,70.360001,1360100,69.606491
"2022-01-06",71.160004,71.699997,70.339996,71.5,1835700,70.734276
"2022-01-07",71.690002,72.080002,71.25,72.059998,1575500,71.288284
"2022-01-10",72.449997,72.779999,71.32,71.839996,1409100,71.070633
"2022-01-11",72.07,72.440002,70.93,72.400002,1325100,71.624641
"2022-01-12",72.519997,73.110001,72.190002,72.32,1122600,71.545494
"2022-01-13",72.669998,73.379997,72.139999,72.410004,2483400,71.634537
"2022-01-14",71.82,72.629997,71.629997,72.449997,1894700,71.674103
"2022-01-18",72.32,72.690002,71.07,71.32,1867400,70.556206
"2022-01-19",71.580002,71.879997,70.370003,70.459999,1589500,69.705414
"2022-01-20",71.099998,73.129997,70.699997,71.099998,2017500,70.338562
"2022-01-21",71.199997,71.32,69.199997,69.32,2235200,68.577621
"2022-01-24",68.639999,71,67.290001,70.580002,2868300,69.824135
"2022-01-25",69.959999,70.989998,68.580002,70.379997,1709800,69.626266
"2022-01-26",70.360001,71.529999,69.419998,70.230003,1430200,69.477882
"2022-01-27",70.550003,71.849998,69.449997,69.870003,1792400,69.121735
"2022-01-28",69.919998,71.25,69.690002,71.199997,2095100,70.437485
"2022-01-31",70.529999,71.919998,70.169998,71.870003,2507600,71.100319
"2022-02-01",71.589996,72.32,70.93,72.120003,1720700,71.347641
"2022-02-02",71.699997,73.370003,71.699997,73.120003,1838700,72.336937
"2022-02-03",73.389999,73.639999,71.919998,72.190002,2549500,71.416893
"2022-02-04",70.050003,71.550003,68.379997,70.519997,3954300,69.764771
"2022-02-07",70.309998,70.860001,69.889999,70.230003,3098000,69.477882
"2022-02-08",70.910004,73.07,70.5,72.760002,2585300,71.980789
"2022-02-09",72.959999,73.760002,72.900002,73.019997,1564700,72.237999
"2022-02-10",72.669998,74.910004,72.489998,72.959999,2561100,72.178642
"2022-02-11",72.690002,73.389999,71.260002,71.540001,2303600,70.773857
"2022-02-14",71.68,72.110001,68.959999,69.660004,3247900,68.913986
"2022-02-15",70.279999,71.949997,70.120003,71.010002,1500400,70.249527
"2022-02-16",70.730003,71.769997,70.5,71.220001,1186900,70.457275
"2022-02-17",70.839996,71.459999,70.279999,70.620003,1325800,69.863708
"2022-02-18",70.300003,71.360001,70.230003,70.529999,1299500,69.774666
"2022-02-22",70.730003,71.279999,69.669998,70.309998,2010500,69.557022
"2022-02-23",70.68,70.970001,69.209999,69.410004,2196300,68.666664
"2022-02-24",67.720001,68.010002,65.459999,67.480003,2813000,66.757332
"2022-02-25",67.959999,70.889999,67.660004,70.739998,1829500,69.982422
"2022-02-28",68.559998,69.800003,68.309998,69.480003,2283200,69.112053
"2022-03-01",68.730003,69.110001,66.150002,66.489998,2789400,66.137886
"2022-03-02",67.18,69.489998,67.089996,69.18,1528100,68.813637
"2022-03-03",69.419998,69.779999,68.400002,69.269997,1182100,68.90316
"2022-03-04",67.980003,68.040001,66.339996,67.470001,2977900,67.112694
"2022-03-07",66.669998,66.900002,65.190002,65.379997,3010000,65.03376
"2022-03-08",66.209999,67.650002,64.959999,65.919998,2348100,65.5709
"2022-03-09",67.889999,68.879997,67.620003,67.889999,1832800,67.530472
"2022-03-10",66.589996,67.470001,65.889999,66.860001,2227500,66.505928
"2022-03-11",67.68,68.440002,66.720001,66.949997,2391600,66.595444
"2022-03-14",67.419998,68.699997,66.559998,67.5,3115400,67.14254
"2022-03-15",68.269997,68.410004,67.07,68.089996,1669300,67.729408
"2022-03-16",68.75,69.760002,67.720001,69.739998,3276000,69.370674
"2022-03-17",69.239998,70.5,68.93,70.339996,2877300,69.967491
"2022-03-18",70.07,70.959999,68.870003,70.849998,7605900,70.474792
"2022-03-21",71.650002,72.5,70.580002,71.510002,1907000,71.131302
"2022-03-22",72.080002,72.809998,71.440002,71.779999,2259200,71.399872
"2022-03-23",71.330002,71.900002,70.769997,70.879997,2173000,70.504631
"2022-03-24",71.019997,71.809998,70.690002,71.639999,2562200,71.260612
"2022-03-25",71.68,72.830002,71.68,72.709999,2028500,72.324944
"2022-03-28",72.68,72.68,71.599998,72.400002,1299900,72.016586
"2022-03-29",73.150002,73.5,72.540001,73.379997,1954400,72.991394
"2022-03-30",73.559998,73.989998,73.07,73.519997,1333300,73.130653
"2022-03-31",73.790001,73.980003,71.800003,71.809998,2129400,71.42971
"2022-04-01",72.169998,73.040001,72.010002,72.540001,1534900,72.155846
"2022-04-04",72.269997,72.370003,70.809998,71.019997,1586700,70.64389
"2022-04-05",71.029999,72.610001,71.029999,71.470001,1649300,71.091515
"2022-04-06",71.43,72.82,71.260002,71.93,1872100,71.54908
"2022-04-07",71.830002,72.660004,71.040001,72.449997,1720300,72.066322
"2022-04-08",73.019997,74.480003,72.370003,74.129997,1839300,73.737427
"2022-04-11",74.32,75.300003,73.809998,74.120003,1631300,73.727478
"2022-04-12",74.510002,75.599998,74.220001,74.410004,1948100,74.015945
"2022-04-13",74,75.400002,73.919998,75.349998,1401100,74.950966
"2022-04-14",75.419998,76,74.889999,74.949997,1309300,74.553078
"2022-04-18",74.57,75.830002,74.57,75.050003,1300200,74.652557
"2022-04-19",75.290001,75.860001,72.220001,73.470001,2691200,73.080925
"2022-04-20",73.580002,74.980003,73.580002,74.650002,1450300,74.254677
"2022-04-21",75.669998,76,72.959999,73.110001,2497500,72.722832
"2022-04-22",73.019997,73.019997,71.43,71.510002,2390000,71.131302
"2022-04-25",71.050003,71.480003,69.519997,71.400002,2637300,71.021881
"2022-04-26",70.690002,71.68,69.919998,69.940002,1379200,69.569618
"2022-04-27",70.110001,70.809998,69.690002,69.989998,2611900,69.619347
"2022-04-28",70.68,71.43,69.269997,71.269997,2324800,70.89257
"2022-04-29",70.25,72.650002,69.230003,69.93,3152800,69.559669
"2022-05-02",70.620003,70.809998,68.639999,70.099998,2786200,69.728767
"2022-05-03",70.650002,71.93,69.919998,70.669998,2834000,70.295746
"2022-05-04",70.940002,73.410004,70.68,73.260002,2090500,72.872032
"2022-05-05",72.480003,73.300003,71.290001,72.010002,1645600,71.628654
"2022-05-06",71.959999,72.540001,71.220001,72.110001,1583400,71.728127
"2022-05-09",71.57,72.129997,70.519997,70.800003,2209100,70.425064
"2022-05-10",71.190002,71.93,69.269997,70.019997,1874900,69.649185
"2022-05-11",70.110001,71.5,69.739998,69.800003,1447100,69.430359
"2022-05-12",69.860001,70.470001,68.349998,69.099998,2233100,68.734062
"2022-05-13",69.529999,70.220001,68.940002,69.550003,2220800,69.181686
"2022-05-16",69.730003,70.470001,69.080002,69.260002,1603600,68.893219
"2022-05-17",70.120003,70.980003,69.900002,70.980003,1834900,70.604111
"2022-05-18",70.510002,70.949997,68.550003,68.760002,2262300,68.395866
"2022-05-19",68.010002,69.050003,66.970001,67.440002,2742900,67.082855
"2022-05-20",67.690002,68.25,65.589996,66.790001,4071000,66.436295
"2022-05-23",68.050003,69.18,67.290001,68.629997,2031800,68.266548
"2022-05-24",68.860001,69.120003,67.339996,68.949997,2276100,68.584854
"2022-05-25",68.860001,70.419998,68.5,69.849998,1948800,69.480087
"2022-05-26",70.800003,71.029999,70.269997,70.699997,2619400,70.325584
"2022-05-27",70.739998,72.739998,70.400002,72.699997,1999200,72.314995
"2022-05-31",71.849998,73.010002,71.5,72.510002,3083900,72.510002
"2022-06-01",72.68,72.709999,70.510002,71.279999,2190100,71.279999
"2022-06-02",71.599998,71.980003,70.610001,71.949997,823200,71.949997
"2022-06-03",71.889999,71.980003,71.330002,71.879997,1197200,71.879997
"2022-06-06",72.43,73.110001,71.730003,72.769997,1694800,72.769997
"2022-06-07",72.519997,73.540001,72.150002,73.43,1223400,73.43
"2022-06-08",73.07,73.07,71.660004,71.790001,1606900,71.790001
"2022-06-09",71.669998,71.779999,69.650002,69.779999,1748000,69.779999
"2022-06-10",68.419998,69,67.839996,68.279999,1658000,68.279999
"2022-06-13",67.120003,67.339996,65.699997,66.089996,1814000,66.089996
"2022-06-14",66.400002,67.230003,66.019997,66.599998,1349800,66.599998
"2022-06-15",67.400002,68.110001,66.400002,67.029999,1819000,67.029999
"2022-06-16",65.660004,65.75,63.880001,64.370003,2033000,64.370003
"2022-06-17",64.260002,64.839996,63.700001,64.349998,3909200,64.349998
"2022-06-21",65.540001,65.639999,64.620003,65.07,1513400,65.07
"2022-06-22",64.019997,66.080002,63.650002,65.230003,2103400,65.230003
"2022-06-23",65.360001,65.389999,62.400002,62.810001,1813200,62.810001
"2022-06-24",63.23,66.080002,63.060001,65.690002,2649300,65.690002
"2022-06-27",65.860001,66.150002,65.059998,65.769997,1284200,65.769997
"2022-06-28",66.669998,67.32,65.419998,65.459999,1238900,65.459999
"2022-06-29",65.790001,65.800003,64.82,64.93,1481100,64.93
