"","MO.Open","MO.High","MO.Low","MO.Close","MO.Volume","MO.Adjusted"
"2022-01-14",50.369999,50.91,50.09,50.810001,10421500,48.997501
"2022-01-18",50.970001,51.369999,50.360001,50.459999,8876200,48.659981
"2022-01-19",50.43,50.52,49.860001,50.09,6430200,48.303181
"2022-01-20",49.869999,50.619999,49.59,50.330002,9469700,48.534622
"2022-01-21",50.470001,50.98,50.09,50.32,8908700,48.524979
"2022-01-24",50.23,50.689999,48.849998,49.950001,12646900,48.168175
"2022-01-25",49.470001,50.259998,48.650002,50.029999,9660300,48.245319
"2022-01-26",50.060001,50.400002,49.119999,49.470001,11715000,47.705299
"2022-01-27",49.900002,51.209999,49.57,50.34,11280600,48.544262
"2022-01-28",49.950001,50.509998,49.389999,50.48,7551400,48.679268
"2022-01-31",50.09,51.07,50,50.880001,9212600,49.065002
"2022-02-01",50.970001,51.029999,50.360001,50.639999,7129400,48.833561
"2022-02-02",50.57,50.919998,50.389999,50.5,6804400,48.698555
"2022-02-03",50.900002,50.990002,50.259998,50.419998,6014600,48.621407
"2022-02-04",50.23,50.720001,49.889999,50.189999,6886800,48.399612
"2022-02-07",50.279999,50.709999,50,50.389999,7034600,48.592476
"2022-02-08",50.650002,50.82,50.200001,50.419998,5491200,48.621407
"2022-02-09",50.560001,50.889999,50.509998,50.599998,6280400,48.794987
"2022-02-10",50.599998,51.040001,50,50.18,7728100,48.389969
"2022-02-11",50.220001,50.720001,50.130001,50.369999,6836800,48.573193
"2022-02-14",50.369999,50.599998,49.48,50.09,6975300,48.303181
"2022-02-15",50.330002,50.720001,50.049999,50.32,5562900,48.524979
"2022-02-16",50.34,50.939999,50.139999,50.610001,7224800,48.80463
"2022-02-17",50.299999,51.470001,50.240002,51.369999,7751900,49.537521
"2022-02-18",51.349998,52.169998,51.259998,51.740002,11325200,49.894325
"2022-02-22",51.689999,51.939999,50.740002,51.279999,8579900,49.450729
"2022-02-23",51.490002,52.060001,51.200001,51.950001,8759700,50.096832
"2022-02-24",50.720001,50.889999,48.610001,49.57,19492500,47.801731
"2022-02-25",50.09,51.98,50.060001,51.48,11780700,49.643597
"2022-02-28",50.880001,51.369999,50.560001,51.290001,8646400,49.460377
"2022-03-01",51.259998,51.93,50.740002,51.57,9693000,49.730385
"2022-03-02",51.5,53.290001,51.41,52.810001,12796800,50.926155
"2022-03-03",52.82,53.84,52.810001,53.169998,11822500,51.273308
"2022-03-04",52.029999,53.549999,52,53.490002,8947400,51.581898
"2022-03-07",52.799999,53.529999,52.240002,52.849998,9596500,50.964725
"2022-03-08",52.900002,53.119999,50.639999,50.889999,14529600,49.074642
"2022-03-09",51.549999,51.77,50.900002,51,9772300,49.180717
"2022-03-10",50.889999,51.439999,50.310001,51.23,7567200,49.402515
"2022-03-11",51.080002,51.549999,50.41,50.48,9435200,48.679268
"2022-03-14",50.650002,51.119999,49.790001,50.540001,11266400,48.737129
"2022-03-15",51.34,51.869999,51.049999,51.540001,8346900,49.701458
"2022-03-16",51.16,51.450001,50.450001,51.279999,10695500,49.450729
"2022-03-17",51.279999,51.880001,51.080002,51.689999,7801800,49.846104
"2022-03-18",51.959999,52.080002,51.349998,51.68,25045000,49.836464
"2022-03-21",51.849998,52.580002,51.799999,52.25,9326900,50.386131
"2022-03-22",53.259998,53.959999,52.84,53.310001,9172800,51.408318
"2022-03-23",53.459999,53.639999,53.139999,53.220001,8843900,51.321529
"2022-03-24",52.5,52.68,51.889999,52.5,11448500,51.498093
"2022-03-25",52.75,53.639999,52.709999,53.619999,7636000,52.596718
"2022-03-28",52.439999,52.77,51.509998,52.029999,10200300,51.03706
"2022-03-29",51.810001,52.040001,51.200001,51.68,8526400,50.693741
"2022-03-30",51.709999,52.049999,51.43,52.049999,6650400,51.056679
"2022-03-31",51.990002,52.490002,51.869999,52.25,7020700,51.252861
"2022-04-01",52.560001,52.790001,52.139999,52.709999,5420400,51.704082
"2022-04-04",52.720001,52.830002,52.049999,52.720001,6688200,51.713894
"2022-04-05",52.470001,53.360001,52.389999,52.639999,7848600,51.635418
"2022-04-06",53.419998,53.869999,53.200001,53.830002,7713400,52.802711
"2022-04-07",53.720001,53.790001,53.139999,53.73,6174900,52.704617
"2022-04-08",53.75,54.369999,53.639999,54.110001,7424500,53.077366
"2022-04-11",54.48,54.759998,54.060001,54.450001,6399800,53.410877
"2022-04-12",54.279999,54.950001,54.169998,54.91,8068000,53.862099
"2022-04-13",54.849998,55.330002,54.669998,54.799999,8709600,53.754196
"2022-04-14",54.73,55.259998,54.650002,54.98,12214100,53.930763
"2022-04-18",54.91,55.169998,54.599998,54.599998,5754300,53.558014
"2022-04-19",54.970001,55.32,54.740002,55.220001,7072400,54.166183
"2022-04-20",55.34,55.599998,55.02,55.369999,6989300,54.31332
"2022-04-21",55.470001,57.049999,55.360001,56.529999,8659800,55.451183
"2022-04-22",56.5,56.650002,55.470001,55.529999,8469900,54.470264
"2022-04-25",55.189999,55.470001,54.419998,55.23,12144400,54.175991
"2022-04-26",55.330002,55.73,54.860001,54.880001,6913400,53.832672
"2022-04-27",54.900002,55.709999,54.759998,54.919998,7946600,53.871906
"2022-04-28",54,55.450001,53.25,55.200001,8153900,54.146564
"2022-04-29",55.950001,56.990002,55.529999,55.57,10862800,54.509502
"2022-05-02",56.09,56.360001,54.470001,55.380001,10164800,54.323132
"2022-05-03",55.439999,55.970001,54.799999,55.439999,8455900,54.381985
"2022-05-04",55.709999,56.41,55.299999,56.400002,7910100,55.323666
"2022-05-05",56.450001,56.740002,55.630001,55.950001,10016300,54.882252
"2022-05-06",55.689999,56.75,55.59,56.57,11512300,55.490417
"2022-05-09",56.5,57.029999,55.119999,55.259998,16925900,54.205418
"2022-05-10",53.84,53.990002,50.360001,51.57,25354700,50.585838
"2022-05-11",51.990002,52.75,51.540001,51.689999,16080100,50.703548
"2022-05-12",52.200001,52.75,51.66,52.169998,12185000,51.174389
"2022-05-13",52.459999,53.099998,52.290001,53.040001,8144600,52.027786
"2022-05-16",53.209999,54.110001,52.950001,53.740002,7263300,52.714428
"2022-05-17",54.02,54.459999,53.619999,54.240002,8465300,53.204887
"2022-05-18",54.16,54.189999,53.02,53.200001,9922500,52.184734
"2022-05-19",52.610001,52.779999,51.02,51.09,13690300,50.115002
"2022-05-20",51.380001,51.799999,50.599998,51.09,16223600,50.115002
"2022-05-23",51.560001,52.419998,51.560001,52.119999,10535400,51.125343
"2022-05-24",52.27,53,52.02,52.93,10561600,51.919884
"2022-05-25",53.07,54.080002,52.75,53.889999,9198000,52.861565
"2022-05-26",53.889999,54.889999,53.889999,54.5,7276700,53.459923
"2022-05-27",54.619999,54.759998,54.110001,54.43,7356700,53.391258
"2022-05-31",54.299999,54.349998,53.509998,54.09,11325100,53.057747
"2022-06-01",54.23,54.369999,53.43,54.080002,6797300,53.047939
"2022-06-02",54.169998,54.25,52.880001,54.150002,5882200,53.116604
"2022-06-03",54.049999,54.369999,53.669998,53.82,4785100,52.7929
"2022-06-06",53.98,54.16,53.509998,53.59,8198200,52.567291
"2022-06-07",53.27,54.060001,53.009998,54.009998,5439700,52.979271
"2022-06-08",52.049999,52.25,49.43,49.490002,31794300,48.545536
"2022-06-09",49.52,50.32,48.639999,48.66,25295200,47.731373
"2022-06-10",48.09,49.389999,47.91,48.939999,13395400,48.006027
"2022-06-13",47.939999,48.439999,47,47.16,18091300,46.259998
"2022-06-14",46.400002,46.619999,45.82,46.290001,12989100,46.290001
"2022-06-15",46.66,46.959999,45.119999,45.669998,22244800,45.669998
"2022-06-16",44.919998,45.48,44.34,45.380001,16086500,45.380001
"2022-06-17",45.779999,45.779999,45.049999,45.310001,30811200,45.310001
"2022-06-21",45.610001,45.779999,45.02,45.700001,14934100,45.700001
"2022-06-22",45.279999,45.279999,41,41.5,41732700,41.5
"2022-06-23",41.34,42.59,41.34,42.509998,18681700,42.509998
"2022-06-24",43.279999,43.830002,42.220001,43.400002,31383200,43.400002
"2022-06-27",43.57,44,43.139999,43.189999,11770300,43.189999
"2022-06-28",43.720001,44.119999,43.009998,43.189999,9856600,43.189999
"2022-06-29",41.549999,42.75,41.419998,41.759998,12371600,41.759998
