"","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"2020-10-28",162.520004,165.509995,160.970001,161.160004,3233500,156.048798
"2020-10-29",160.410004,165.740005,159.419998,164.600006,3113600,159.3797
"2020-10-30",161.539993,165.759995,161.050003,164.949997,4389500,159.718597
"2020-11-02",169.199997,174.5,168.110001,173.610001,4198300,168.103958
"2020-11-03",175.529999,180.389999,174.25,179.210007,3719800,173.526337
"2020-11-04",176.440002,182.429993,173.279999,178.910004,4318600,173.235855
"2020-11-05",180.389999,184.380005,180.220001,183.279999,4585100,177.46727
"2020-11-06",183.529999,186,182.880005,184.270004,3080300,178.425858
"2020-11-09",204.899994,210,193.419998,196.990005,7735200,190.742447
"2020-11-10",199.410004,203.020004,198.130005,201.979996,5882200,195.574203
"2020-11-11",202.300003,202.949997,198.339996,199.289993,3238500,192.969498
"2020-11-12",197.550003,199.309998,195.679993,197.240005,2659800,191.879944
"2020-11-13",198.839996,201.899994,198.839996,201.539993,2355200,196.06308
"2020-11-16",205.990005,209.610001,203.399994,208.589996,4898800,202.921494
"2020-11-17",206.910004,206.910004,203.360001,205.330002,3447800,199.750092
"2020-11-18",204.5,204.970001,200.960007,201.110001,4422300,195.644775
"2020-11-19",201.279999,203.089996,199.889999,202.720001,3263000,197.211014
"2020-11-20",201.770004,203.330002,200.5,202,2359000,196.51059
"2020-11-23",203.649994,205.300003,203.419998,204.580002,2806400,199.020477
"2020-11-24",208.300003,208.789993,206.740005,207.889999,4053600,202.240524
"2020-11-25",208,208.639999,206.550003,207.679993,2434300,202.036224
"2020-11-27",207.669998,209.419998,207.600006,209.410004,1434200,203.719208
"2020-11-30",207.169998,208.25,203.919998,203.919998,6465700,198.378403
"2020-12-01",207.089996,209.830002,205.929993,206.199997,3795500,200.596436
"2020-12-02",205.990005,209.039993,205.970001,208,2459900,202.347534
"2020-12-03",206.610001,209.440002,206.410004,208.220001,2779400,202.561554
"2020-12-04",209.389999,212.889999,209.389999,212.679993,3198800,206.90036
"2020-12-07",211.509995,211.789993,209.350006,211.100006,2595100,205.363297
"2020-12-08",210.320007,213.059998,209.899994,212.070007,2302300,206.306946
"2020-12-09",212.839996,213.820007,210.720001,212.240005,2946400,206.472321
"2020-12-10",210.25,212.800003,210.220001,211.970001,2987200,206.209641
"2020-12-11",209.550003,215.259995,209.550003,214.630005,3120700,208.797363
"2020-12-14",216,216.699997,211.699997,211.850006,3345300,206.092911
"2020-12-15",214,214.899994,211.880005,214.169998,2502500,208.349854
"2020-12-16",213.389999,214.330002,209.229996,210.309998,2930100,204.594742
"2020-12-17",210.949997,211.940002,210,211.940002,2148300,206.180466
"2020-12-18",212.289993,212.509995,208.619995,210.039993,6686200,204.332092
"2020-12-21",205.630005,211.160004,204.850006,210.660004,2467500,204.935257
"2020-12-22",210.570007,211.210007,207.850006,207.940002,2019600,202.289185
"2020-12-23",209.610001,212.139999,209.240005,209.990005,2046700,204.283463
"2020-12-24",210.529999,210.699997,208.600006,209.529999,754900,203.835953
"2020-12-28",211,211.229996,209.380005,209.940002,1715700,204.234818
"2020-12-29",211.399994,211.399994,207.880005,209.130005,1527600,203.446838
"2020-12-30",210,211.589996,209.559998,210.949997,1602100,205.217346
"2020-12-31",211,213,209.669998,212.699997,1406400,206.919785
"2021-01-04",212.839996,213.009995,206.360001,207.949997,2328900,202.298889
"2021-01-05",206.979996,210.190002,206.979996,208.460007,2172100,202.795059
"2021-01-06",209.449997,213.979996,209.229996,212.259995,2747900,206.49176
"2021-01-07",212.889999,214.009995,210.800003,212.610001,2057300,206.83226
"2021-01-08",212.800003,213.410004,207.669998,210.029999,3278900,204.322372
"2021-01-11",208.110001,209.619995,207.830002,208.360001,2938900,202.697739
"2021-01-12",207.860001,209.479996,205.259995,208.880005,2498800,203.203613
"2021-01-13",208.279999,208.619995,206.399994,207.020004,2145100,201.39415
"2021-01-14",208.039993,209.779999,207.179993,208.610001,3661500,202.940964
"2021-01-15",207.529999,207.860001,205.199997,205.970001,3887500,200.372711
"2021-01-19",208.240005,208.759995,206.449997,206.759995,2656300,201.14122
"2021-01-20",207.919998,208.669998,206.669998,208.080002,2452400,202.425369
"2021-01-21",206.860001,207.809998,205.100006,205.229996,2705100,199.652802
"2021-01-22",204.259995,204.460007,201.389999,202.25,3502700,196.753784
"2021-01-25",201.339996,202.559998,200.100006,201.869995,4737700,196.384109
"2021-01-26",203.839996,204.770004,200.979996,201.059998,2201900,195.596115
"2021-01-27",198.110001,200.759995,196.529999,199.380005,4108600,193.961792
"2021-01-28",200.619995,205.350006,199.630005,202.839996,3731700,197.327774
"2021-01-29",196.509995,200.940002,194.550003,195.369995,4635100,190.060745
"2021-02-01",197.550003,197.770004,195.279999,195.559998,2889000,190.245605
"2021-02-02",197.830002,200.869995,197.509995,200.119995,2767800,194.681686
"2021-02-03",199.630005,199.899994,197.410004,199.139999,1910100,193.728317
"2021-02-04",199.830002,201.460007,198.830002,200.589996,2273300,195.138885
"2021-02-05",202.229996,203.869995,201.279999,202.919998,1868100,197.405563
"2021-02-08",203.820007,204.899994,202.559998,203.860001,2075700,198.320053
"2021-02-09",203.600006,203.800003,201.080002,202.020004,1794000,196.530029
"2021-02-10",203,203.350006,201.179993,202.160004,1894600,196.666229
"2021-02-11",202.179993,203.100006,200.880005,202.179993,1709000,196.685699
"2021-02-12",202.369995,203.789993,201.649994,203.570007,1990300,198.037918
"2021-02-16",204.860001,205.570007,201.880005,203.440002,2283400,197.911438
"2021-02-17",201.360001,202.190002,199.860001,201.899994,2910200,196.413284
"2021-02-18",201.5,204.820007,200.649994,203.520004,1764900,197.989288
"2021-02-19",204.119995,206.830002,203.320007,203.559998,2434400,198.028214
"2021-02-22",203.039993,204.300003,202.419998,203.619995,2205300,198.086548
"2021-02-23",205.009995,205.839996,202.970001,205.039993,2459300,199.467957
"2021-02-24",204.889999,212.139999,203.5,211.029999,3341500,205.295181
"2021-02-25",209.949997,210.460007,204.259995,204.789993,2735000,200.106613
"2021-02-26",205.630005,205.800003,202.070007,202.350006,3665700,197.722427
"2021-03-01",204.330002,208.149994,203.690002,206.220001,2536000,201.503937
"2021-03-02",206.770004,207.990005,205.179993,206.580002,2500200,201.855682
"2021-03-03",206.119995,209.449997,206.119995,207.009995,2706400,202.275833
"2021-03-04",207.350006,208.039993,200.509995,202.940002,2798800,198.298935
"2021-03-05",204.529999,207.460007,201.779999,206.580002,2857800,201.855682
"2021-03-08",207.539993,212.449997,207.199997,207.699997,3215900,202.950073
"2021-03-09",208.990005,209.940002,206.490005,207.610001,2643300,202.862122
"2021-03-10",207.679993,213.270004,207.649994,212.910004,4332500,208.040924
"2021-03-11",211.789993,214.759995,211.199997,212.5,2959700,207.640289
"2021-03-12",213.289993,215.389999,213.199997,214.380005,1839200,209.47731
"2021-03-15",213.710007,217,212.699997,216.199997,2561000,211.255676
"2021-03-16",216.360001,216.470001,211.410004,211.809998,2577700,206.96608
"2021-03-17",213.5,214.429993,211.940002,213.029999,2730200,208.158173
"2021-03-18",213.5,219,213.179993,215.020004,4293900,210.102676
"2021-03-19",215.369995,215.589996,212.169998,212.910004,10110800,208.040924
"2021-03-22",211.110001,212.679993,209.529999,212.130005,3306500,207.278778
"2021-03-23",210.419998,212.350006,207.869995,208.589996,1913800,203.819702
"2021-03-24",209.960007,215.050003,209.889999,212.220001,2562100,207.366699
"2021-03-25",212.210007,214.050003,208.25,213.880005,2217500,208.988754
"2021-03-26",215.119995,218.690002,214.139999,218.529999,2540000,213.532394
"2021-03-29",217.649994,219.669998,217.139999,218.880005,3063900,213.87442
"2021-03-30",219,219.309998,217.050003,218.089996,2448100,213.102463
"2021-03-31",218.190002,219.169998,216.75,217.070007,2450000,212.105804
"2021-04-01",217.960007,217.970001,215.490005,216.800003,2109600,211.841965
"2021-04-05",218.710007,220.110001,218.369995,219.270004,2258700,214.255493
"2021-04-06",219.570007,221.050003,218.509995,219.190002,1796000,214.177307
"2021-04-07",218.220001,219.880005,217.279999,218.5,1717200,213.503082
"2021-04-08",218.179993,219.960007,216.639999,219.860001,2071700,214.831985
"2021-04-09",227.5,227.630005,223.309998,226.979996,3861900,221.789154
"2021-04-12",225.639999,229.229996,225.559998,228.600006,2660100,223.372101
"2021-04-13",229.210007,229.949997,227.600006,229,2749900,223.762955
"2021-04-14",228,230.990005,228,229.380005,2186500,224.134262
"2021-04-15",230.229996,230.710007,228.570007,229.839996,2009400,224.58374
"2021-04-16",231.679993,232.350006,230.050003,232.110001,4098100,226.801849
"2021-04-19",231.710007,232.110001,230.5,230.970001,2904400,225.687927
"2021-04-20",230,230.190002,225.779999,227.330002,2050600,222.131149
"2021-04-21",227.130005,230.669998,226.929993,230.5,1722400,225.228653
"2021-04-22",230.399994,232.029999,228.800003,229.259995,2516200,224.017014
"2021-04-23",225.199997,226.949997,222.220001,224.5,5310400,219.365875
"2021-04-26",225.589996,225.740005,221.259995,221.520004,3611400,216.454025
"2021-04-27",222.020004,223.75,221.110001,222.929993,2786500,217.831757
"2021-04-28",222.740005,224.139999,222.5,222.869995,2167900,217.773132
"2021-04-29",223.710007,224.160004,221.679993,223.899994,1789700,218.779572
"2021-04-30",223.020004,223.580002,221.039993,223.039993,2216900,217.939255
"2021-05-03",224.240005,224.779999,222.259995,223.199997,2218700,218.095612
"2021-05-04",222.139999,225.600006,220.75,225.429993,2827000,220.274612
"2021-05-05",226.289993,227.270004,225.759995,226.190002,2713900,221.017212
"2021-05-06",227.25,228.820007,225.449997,228.660004,2052900,223.43074
"2021-05-07",228.130005,229.699997,226.369995,228.789993,1957100,223.557755
"2021-05-10",229,232.649994,229,230.940002,2391600,225.6586
"2021-05-11",228.059998,229.259995,224.25,229.160004,3380200,223.919312
"2021-05-12",226.639999,227.259995,219.889999,220.039993,4197100,215.007858
"2021-05-13",218.830002,224.869995,218.740005,223.679993,2904700,219.49231
"2021-05-14",225.740005,228.229996,224.860001,227.360001,2081300,223.103409
"2021-05-17",227.860001,227.860001,224.740005,226.470001,2058100,222.230072
"2021-05-18",225.369995,225.990005,222.229996,222.320007,2400400,218.157776
"2021-05-19",220.669998,221.470001,216.779999,221.320007,3050200,217.176498
"2021-05-20",220.490005,222.889999,220.470001,222.130005,2207800,217.971313
"2021-05-21",223,225.630005,222.660004,223.199997,2274600,219.021301
"2021-05-24",224.5,225.520004,223.169998,225,1813500,220.787598
"2021-05-25",225,225.710007,223.389999,224.039993,1804600,219.845551
"2021-05-26",224.960007,224.990005,223.309998,224.270004,1747800,220.071274
"2021-05-27",226.690002,231.740005,226.589996,231.270004,6646900,226.940216
"2021-05-28",232,232.240005,230.309998,230.910004,2529300,226.586945
"2021-06-01",232.889999,233.690002,231.509995,232.949997,2234000,228.588745
"2021-06-02",234.020004,234.020004,230.5,230.740005,2225400,226.420135
"2021-06-03",230.710007,231.639999,228.470001,229.199997,2321300,224.908966
"2021-06-04",229.759995,230.75,229.190002,230.050003,1300000,225.743042
"2021-06-07",229.509995,230.360001,227.529999,228.190002,2032400,223.917862
"2021-06-08",228.309998,230.820007,227.440002,229.809998,1720600,225.507538
"2021-06-09",229.820007,230.399994,227.600006,227.809998,1973400,223.544983
"2021-06-10",229.119995,230.059998,226.149994,226.25,2223600,222.014206
"2021-06-11",227.75,228.330002,223.960007,225.179993,1998600,220.964218
"2021-06-14",224.919998,224.949997,222.729996,223.169998,2586100,218.991852
"2021-06-15",223.020004,223.860001,221.669998,222.5,2063000,218.334381
"2021-06-16",222.5,222.899994,218.600006,218.990005,3052300,214.890106
"2021-06-17",219.199997,220.199997,214.729996,216.289993,2425400,212.240662
"2021-06-18",213.600006,215.289993,211.960007,212.5,5426300,208.521606
"2021-06-21",214.740005,217.429993,214.339996,216,2872400,211.9561
"2021-06-22",215.679993,216.800003,214.880005,215.490005,2110900,211.455643
"2021-06-23",215.669998,216.369995,214.559998,214.660004,2234200,210.64119
"2021-06-24",215.789993,218.039993,214.649994,217.690002,3364300,213.614456
"2021-06-25",217.869995,220.169998,217.330002,218.740005,5219100,214.644791
"2021-06-28",219.119995,220.110001,216.300003,216.789993,2360300,212.731293
"2021-06-29",217.029999,218.360001,215.419998,215.949997,3001900,211.907028
"2021-06-30",215.529999,219.860001,215.529999,219.350006,2866300,215.243378
"2021-07-01",220.580002,221.259995,219.660004,220.619995,1630200,216.489594
"2021-07-02",220.990005,222.050003,219.710007,221.320007,1542700,217.176498
"2021-07-06",220.089996,220.949997,215.929993,218.559998,1935600,214.468155
"2021-07-07",218.029999,221.589996,218.009995,220.740005,1563200,216.607361
"2021-07-08",218.559998,220.710007,217.130005,219.320007,2404700,215.213943
"2021-07-09",221.029999,224.600006,220.740005,224.339996,2161800,220.139954
"2021-07-12",222.880005,225.699997,222.130005,225.020004,2066300,220.80722
"2021-07-13",225.850006,225.850006,223.710007,224.080002,1417300,219.884811
"2021-07-14",224.169998,228.759995,224.169998,227.770004,2631800,223.505737
"2021-07-15",230,233.429993,229.039993,232.809998,5546800,228.45137
"2021-07-16",232.190002,233.860001,229.619995,230.330002,3592800,226.017807
"2021-07-19",225.669998,226.610001,220.009995,220.660004,6107100,216.528839
"2021-07-20",221.639999,231.270004,221.5,229.660004,28237100,225.360352
"2021-07-21",229.199997,232.070007,228.729996,231.850006,4554700,227.509354
"2021-07-22",232.710007,234.25,230.130005,232.740005,3680200,228.382706
"2021-07-23",229,231.119995,226.179993,229.320007,3908400,225.026733
"2021-07-26",228.479996,229.759995,225.220001,229.25,2776700,224.958038
"2021-07-27",228.679993,232.270004,228.089996,230.360001,2167100,226.047256
"2021-07-28",230.070007,232.279999,229.369995,230.490005,1713900,226.174835
"2021-07-29",232.889999,233.25,231.339996,232.880005,1501900,228.520081
"2021-07-30",232.789993,233.940002,232.080002,233.789993,2237300,229.41304
"2021-08-02",235.139999,236.860001,232.220001,232.419998,2025300,228.06868
"2021-08-03",233.169998,233.850006,230.580002,232.649994,1783000,228.294373
"2021-08-04",231.800003,232.979996,228.910004,229.589996,2324000,225.291656
"2021-08-05",229.529999,231.550003,228.949997,229.880005,1467200,225.576233
"2021-08-06",230,230.889999,229.009995,229.679993,1327400,225.379974
"2021-08-09",228.770004,229.320007,227.550003,228.229996,1369800,223.957108
"2021-08-10",228.410004,232.070007,228.119995,231.880005,2388800,227.538788
"2021-08-11",232.600006,234.679993,231.869995,234.179993,2098500,229.795731
"2021-08-12",233.520004,233.75,230.699997,231.940002,1917200,228.505127
"2021-08-13",231.850006,232.660004,231.149994,231.759995,1404700,228.327774
"2021-08-16",231.860001,233.800003,230.169998,233.740005,1794500,230.278473
"2021-08-17",233.190002,233.699997,228.339996,231.449997,2679100,228.022369
"2021-08-18",229.960007,231.490005,228.240005,228.419998,2555300,225.037247
"2021-08-19",227.580002,229.240005,226.039993,227.729996,1945100,224.357483
"2021-08-20",228.130005,228.729996,226.509995,227.699997,2081000,224.327911
"2021-08-23",227.25,231.610001,227.25,229.110001,2143300,225.717041
"2021-08-24",228.850006,230.919998,228.309998,230.440002,1265400,227.027344
"2021-08-25",230.860001,232.339996,228.800003,230.660004,1804200,227.24408
"2021-08-26",230.080002,231.179993,229.429993,230.880005,1303100,227.460831
"2021-08-27",231.580002,233.559998,230.660004,231.139999,1663600,227.716965
"2021-08-30",231.220001,232.779999,230.559998,231.869995,1318300,228.436172
"2021-08-31",231.429993,232.649994,230.570007,231.910004,1956300,228.475555
"2021-09-01",232.949997,233.190002,229.300003,229.800003,2484300,226.39682
"2021-09-02",230.919998,231.440002,229.770004,230.970001,1594500,227.5495
"2021-09-03",231,231,227.770004,228.360001,1622400,224.978134
"2021-09-07",227.699997,227.699997,222.770004,222.929993,3222400,219.62854
"2021-09-08",222.75,224.899994,221.820007,224.399994,2428600,221.076782
"2021-09-09",223.910004,224.979996,222.330002,222.929993,1937900,219.62854
"2021-09-10",222.970001,225.190002,222.210007,222.369995,2357900,219.076843
"2021-09-13",224.320007,225.710007,222.210007,223.600006,2771400,220.288635
"2021-09-14",224.050003,224.119995,219.710007,220.190002,2699700,216.929138
"2021-09-15",220.630005,222.910004,220.139999,221.690002,2021700,218.406921
"2021-09-16",221.270004,221.410004,218.520004,219.649994,2393500,216.39711
"2021-09-17",219.860001,219.860001,217.5,218.490005,4391600,215.254318
"2021-09-20",216.089996,217.839996,214.190002,215.729996,4008500,212.535172
"2021-09-21",216.789993,216.940002,214.350006,214.899994,2568700,211.717468
"2021-09-22",216.440002,218.429993,216.320007,217.020004,2281100,213.806076
"2021-09-23",217.300003,221.369995,217.300003,219.699997,2180000,216.446381
"2021-09-24",219.740005,220.809998,218.470001,219.190002,1949100,215.943939
"2021-09-27",218.940002,219.830002,217.729996,217.899994,2199300,214.67305
"2021-09-28",216.619995,218.350006,214.470001,214.970001,2654100,211.786438
"2021-09-29",215.830002,216.410004,214.550003,214.919998,2109000,211.737183
"2021-09-30",216.169998,216.25,212.100006,212.279999,2934400,209.136276
"2021-10-01",212.979996,216.419998,211.639999,215.649994,2276500,212.45636
"2021-10-04",215.25,216.619995,213.190002,214.210007,2632200,211.037704
"2021-10-05",213.610001,217.050003,213.610001,215.720001,1560100,212.525345
"2021-10-06",213.770004,216.990005,213.119995,216.860001,1735900,213.648453
"2021-10-07",218,219.860001,217.710007,218.369995,1852600,215.136078
"2021-10-08",218.679993,219.550003,216.740005,217.699997,1344800,214.475998
"2021-10-11",217.380005,218.220001,215.259995,215.289993,1355200,212.1017
"2021-10-12",215.699997,216.240005,213.929993,214.330002,1383700,211.155914
"2021-10-13",215.289993,216.679993,212.940002,215.580002,1600200,212.387405
"2021-10-14",217.160004,218.779999,216.529999,218.589996,1425500,215.352829
"2021-10-15",220.300003,221.449997,219.259995,220.720001,2180600,217.451279
"2021-10-18",218.580002,221.470001,217.839996,220.630005,1883300,217.362625
"2021-10-19",221.360001,221.839996,219.460007,221.779999,1599600,218.49559
"2021-10-20",222.229996,223.690002,220.830002,223.639999,1656900,220.328033
"2021-10-21",223.619995,224.860001,221.240005,224.520004,2649200,221.195007
"2021-10-22",222.970001,223.899994,217.240005,217.399994,3498600,214.18045
"2021-10-25",216.809998,219,215.649994,217.539993,2710400,214.318359
"2021-10-26",218.199997,220.470001,216.770004,218.320007,2443900,215.086838
"2021-10-27",218.100006,218.160004,215.220001,215.720001,1647100,212.525345
"2021-10-28",214.380005,218.779999,214.380005,218.479996,1947900,215.244461
"2021-10-29",218,220.300003,217.059998,218.619995,2615300,215.382385
"2021-11-01",218.699997,220.050003,218.070007,219.759995,1697800,216.505508
"2021-11-02",220.539993,221.970001,219.25,221.190002,2297400,217.914337
"2021-11-03",220.910004,223.050003,219.580002,222.800003,2057300,219.500488
"2021-11-04",222.669998,224.839996,222.080002,222.490005,2320000,219.195084
"2021-11-05",224.240005,227.610001,223.820007,226.059998,2329200,222.712204
"2021-11-08",227.809998,228.240005,224.380005,225.729996,1715400,222.387085
"2021-11-09",225.699997,228.259995,225.350006,227.75,2369000,224.377167
"2021-11-10",227.270004,227.910004,225.179993,225.410004,1324800,223.031525
"2021-11-11",225.5,225.5,220.600006,221.009995,1595800,218.677948
"2021-11-12",221.940002,222.539993,219.5,222.389999,2184600,220.043396
"2021-11-15",222.630005,224.039993,221.639999,222.470001,1207900,220.122543
"2021-11-16",222.619995,223.279999,221.059998,221.369995,1648500,219.034149
"2021-11-17",220.990005,221.289993,219.600006,220.490005,1896600,218.163452
"2021-11-18",219.5,220.949997,219.020004,220.699997,1688300,218.371216
"2021-11-19",221.009995,221.199997,217.169998,218.490005,2096100,216.184555
"2021-11-22",218.330002,221.050003,218.029999,218.139999,2451600,215.838242
"2021-11-23",217.360001,218.460007,215.149994,216,4021400,213.720825
"2021-11-24",215.139999,215.910004,211.839996,212.210007,3266000,209.97081
"2021-11-26",204.949997,209,202.570007,208.210007,3857800,206.013031
"2021-11-29",210.210007,210.210007,207,207.660004,2598100,205.468826
"2021-11-30",206.229996,206.470001,201.110001,202.240005,5680300,200.106018
"2021-12-01",205.649994,205.880005,199.179993,199.419998,3123100,197.315765
"2021-12-02",200.960007,205.449997,199.5,204,6004900,201.847443
"2021-12-03",204.009995,204.479996,201,203.5,3545900,201.352722
"2021-12-06",205.229996,208.089996,204.869995,206.25,4376400,204.0737
"2021-12-07",207.330002,209.600006,205.759995,207.149994,4786700,204.964188
"2021-12-08",204.839996,205.330002,202.520004,204.649994,4997400,202.49057
"2021-12-09",204.580002,207.160004,202.949997,206,4992000,203.82634
"2021-12-10",206.839996,210.039993,205.820007,209.809998,3410200,207.596146
"2021-12-13",209.800003,210.75,208.600006,209.229996,2892300,207.022263
"2021-12-14",208.830002,211.539993,205.910004,206.679993,3790600,204.499161
"2021-12-15",207.550003,210.399994,205.240005,209.759995,2952000,207.546661
"2021-12-16",211.25,211.279999,209.300003,209.610001,2993200,207.398239
"2021-12-17",209.460007,210.110001,204.710007,205.169998,5579100,203.005096
"2021-12-20",202.119995,202.649994,198.100006,199.850006,3387400,197.741241
"2021-12-21",201.149994,202.779999,200.309998,201.669998,2628200,199.542023
"2021-12-22",201.220001,202,200.080002,201.839996,3111100,199.710236
"2021-12-23",203.199997,206.309998,203,205.220001,2376100,203.054565
"2021-12-27",205.690002,206.639999,204.910004,206.429993,2486400,204.251801
"2021-12-28",206.470001,208.110001,206.220001,207.050003,1971200,204.865265
"2021-12-29",207.910004,208.039993,206.460007,207.529999,1714500,205.340195
"2021-12-30",208.100006,208.899994,206.910004,207.110001,1273100,204.924637
"2021-12-31",206.860001,209.190002,206.380005,208.509995,1536500,206.309845
"2022-01-03",207.860001,209.350006,205.559998,206.800003,2578600,204.617905
"2022-01-04",206.710007,209.550003,205.649994,209,3256400,206.794678
