"","FTV.Open","FTV.High","FTV.Low","FTV.Close","FTV.Volume","FTV.Adjusted"
"2022-01-05",74.209999,74.779999,72.029999,72.309998,2781200,72.1436
"2022-01-06",72.599998,73.050003,72.080002,72.449997,1374900,72.283272
"2022-01-07",72.349998,72.779999,71.75,71.949997,1822000,71.784431
"2022-01-10",71.519997,72.209999,70.459999,72.089996,2488700,71.924103
"2022-01-11",72.379997,73.529999,71.790001,73.419998,2490700,73.251045
"2022-01-12",73.730003,74.110001,73.139999,73.75,2052000,73.580284
"2022-01-13",74.040001,74.389999,73.279999,73.529999,2694900,73.360794
"2022-01-14",72.720001,73.089996,71.440002,72.5,3180300,72.33316
"2022-01-18",71.510002,73.199997,70.974998,72.760002,3738800,72.592567
"2022-01-19",73.019997,73.220001,71.809998,72.239998,2522600,72.073761
"2022-01-20",72.529999,72.918999,71.199997,71.309998,2197900,71.145897
"2022-01-21",71.07,72.029999,70.389999,71.760002,7303600,71.594864
"2022-01-24",70.940002,72.150002,69.790001,71.959999,2778800,71.794403
"2022-01-25",70.860001,70.970001,69.18,69.879997,2600600,69.719193
"2022-01-26",70.559998,71.43,69.012001,69.629997,2124500,69.469765
"2022-01-27",69.959999,70.43,68.07,68.660004,2582900,68.501999
"2022-01-28",68.309998,69.764999,67.580002,69.709999,2353600,69.549583
"2022-01-31",69.459999,70.730003,69.038002,70.540001,2809400,70.37767
"2022-02-01",70.199997,70.921997,69.709999,70.629997,2691000,70.467461
"2022-02-02",70.589996,71.779999,70.349998,71.620003,2893500,71.455193
"2022-02-03",69.220001,69.690002,66.040001,66.050003,8557500,65.89801
"2022-02-04",65.160004,65.639999,63.040001,64.389999,5975600,64.241821
"2022-02-07",64.260002,64.5,63.599998,63.880001,3591700,63.732998
"2022-02-08",63.880001,65.660004,63.630001,65.57,3232500,65.419106
"2022-02-09",66.379997,67.199997,66.209999,66.480003,2636000,66.327019
"2022-02-10",65.099998,66.589996,64.769997,65.760002,3261300,65.608673
"2022-02-11",65.775002,66.279999,64.690002,65.260002,5221700,65.109833
"2022-02-14",65.169998,65.800003,64.730003,65.050003,2918900,64.900307
"2022-02-15",65.980003,66.209999,65.300003,65.690002,1993300,65.538841
"2022-02-16",65.190002,65.690002,64.394997,65.360001,1897000,65.209595
"2022-02-17",64.830002,64.849998,63.16,63.369999,5404400,63.224171
"2022-02-18",63.720001,64.800003,63.386002,63.75,3022700,63.603298
"2022-02-22",63.029999,64.014999,62.970001,63.700001,3935700,63.553413
"2022-02-23",63.869999,63.93,62.419998,62.560001,3035000,62.416039
"2022-02-24",61.419998,64.43,60.959999,64.370003,3797800,64.293816
"2022-02-25",64.129997,65.830002,63.98,65.489998,2643600,65.412483
"2022-02-28",64.43,65.029999,64.029999,64.75,2866000,64.673363
"2022-03-01",64.599998,64.839996,62.884998,63.360001,3060900,63.285007
"2022-03-02",63.77,64.629997,63.529999,64.199997,2599900,64.124008
"2022-03-03",64.43,64.459999,62.290001,62.880001,5074600,62.805576
"2022-03-04",61.700001,62.389999,60.369999,60.599998,4570300,60.528271
"2022-03-07",60.599998,60.630001,57.709999,57.779999,6226000,57.711609
"2022-03-08",57.790001,58.18,56.279999,56.290001,7310900,56.223373
"2022-03-09",57.790001,59.615002,57.709999,58.490002,5818800,58.420773
"2022-03-10",57.48,57.790001,56.060001,56.48,7528600,56.413147
"2022-03-11",56.98,57.610001,56.16,56.240002,6499800,56.173435
"2022-03-14",57.950001,58.560001,56.838001,56.959999,4396400,56.892578
"2022-03-15",57.299999,58.32,56.599998,56.990002,2928400,56.922546
"2022-03-16",57.5,60.09,57.5,59.580002,3878300,59.50948
"2022-03-17",60,61.02,59.380001,61,3564100,60.927799
"2022-03-18",61.02,62.259998,60.849998,61.900002,4418600,61.826736
"2022-03-21",61.59,62.099998,61.064999,61.380001,2082500,61.30735
"2022-03-22",61.599998,62.34,61.380001,61.419998,1560300,61.347301
"2022-03-23",60.880001,61.200001,60.27,60.310001,2542900,60.238617
"2022-03-24",60.549999,61.450001,60.310001,61.32,2245000,61.247421
"2022-03-25",61.48,61.810001,61.150002,61.549999,1767400,61.477146
"2022-03-28",61.419998,62.119999,61.169998,62.080002,1721300,62.006523
"2022-03-29",63.07,63.93,62.619999,63.279999,1802300,63.205097
"2022-03-30",62.68,63.209999,61.900002,62.130001,1662000,62.056461
"2022-03-31",61.880001,62.240002,60.93,60.93,2381200,60.857883
"2022-04-01",61.380001,61.555,60.18,60.630001,3331800,60.558239
"2022-04-04",60.720001,61.259998,59.98,60.91,3810700,60.837906
"2022-04-05",60.91,61.139999,59.57,59.849998,2246800,59.77916
"2022-04-06",58.939999,59.48,58.16,59.279999,2337800,59.209835
"2022-04-07",59,60.036999,58.490002,59.75,2260100,59.679279
"2022-04-08",59.82,60.055,59.099998,59.459999,2709600,59.389622
"2022-04-11",59.349998,59.619999,58.669998,58.849998,2305000,58.780342
"2022-04-12",59.060001,59.849998,58.27,58.610001,2246600,58.540627
"2022-04-13",58.419998,59.189999,58.27,59.150002,2275100,59.07999
"2022-04-14",59.330002,59.509998,58.029999,58.18,2501600,58.111137
"2022-04-18",57.740002,58.375,57.470001,57.860001,1623500,57.791515
"2022-04-19",58.009998,59.255001,58.009998,59.080002,1842800,59.010075
"2022-04-20",59.700001,60.549999,59.57,59.959999,1559100,59.88903
"2022-04-21",60.650002,60.650002,59.389999,59.700001,3259100,59.629337
"2022-04-22",59.189999,59.325001,57.68,57.799999,1822400,57.731586
"2022-04-25",57.360001,57.880001,56.27,57.849998,1879100,57.781525
"2022-04-26",57.18,57.75,56.575001,56.91,3382100,56.84264
"2022-04-27",56.82,58.049999,56.82,57.73,3268000,57.661667
"2022-04-28",58,59.009998,56.330002,58.639999,5258800,58.570591
"2022-04-29",58.099998,58.810001,57.34,57.5,4315000,57.431942
"2022-05-02",57.470001,59.235001,57.047001,58.77,3802700,58.700439
"2022-05-03",58.549999,60.23,58.424999,59.59,3470600,59.519466
"2022-05-04",60.119999,62.950001,59.799999,62.709999,5104000,62.635773
"2022-05-05",61.669998,63.209999,60.66,61.080002,5269100,61.007706
"2022-05-06",60.709999,60.990002,59.349998,60.779999,2843700,60.708057
"2022-05-09",59.860001,60.709999,58.974998,59.23,3709500,59.159893
"2022-05-10",59.689999,60.189999,57.34,58.41,4113600,58.340862
"2022-05-11",58.290001,59.240002,57.5,57.580002,2393800,57.511848
"2022-05-12",57.18,58.23,56.419998,57.529999,2609000,57.461906
"2022-05-13",57.889999,59.07,57.700001,58.5,3014500,58.430759
"2022-05-16",57.990002,58.580002,57.5,58.119999,1924600,58.051205
"2022-05-17",59.049999,59.880001,58.84,59.599998,1643100,59.529453
"2022-05-18",58.889999,59.330002,57.529999,57.790001,2589100,57.7216
"2022-05-19",57.369999,59.294998,57.369999,58.580002,2813100,58.510666
"2022-05-20",59.099998,59.23,56.380001,58.27,2745600,58.201031
"2022-05-23",58.900002,59.169998,57.830002,58.669998,2296700,58.600555
"2022-05-24",58.529999,59.189999,57.860001,58.970001,2853000,58.900204
"2022-05-25",58.360001,59.549999,58.240002,59.139999,2103900,59.07
"2022-05-26",60,61.099998,59.509998,60.599998,2165400,60.599998
"2022-05-27",61.189999,62.009998,61.02,62,1973200,62
"2022-05-31",61.09,62.115002,60.669998,61.77,6271300,61.77
"2022-06-01",62.23,62.310001,60.455002,61.369999,1881300,61.369999
"2022-06-02",61.68,63.16,61.09,63.139999,1995400,63.139999
"2022-06-03",62.470001,62.779999,62.119999,62.580002,1659500,62.580002
"2022-06-06",63.360001,63.549999,62.860001,63,1349500,63
"2022-06-07",62.580002,63.700001,62.349998,63.669998,1567300,63.669998
"2022-06-08",63.119999,63.990002,62.82,62.970001,1274200,62.970001
"2022-06-09",62.73,62.77,60.970001,61.130001,2987200,61.130001
"2022-06-10",60.060001,60.18,58.57,59.16,2837500,59.16
"2022-06-13",57.75,58.709999,56.695,57.080002,3399700,57.080002
"2022-06-14",57.080002,57.5,55.380001,56.07,2611100,56.07
"2022-06-15",56.549999,57.400002,55.764999,56.639999,2600500,56.639999
"2022-06-16",55.369999,55.509998,53.200001,53.75,3448200,53.75
"2022-06-17",53.650002,54.325001,53.049999,53.560001,5326800,53.560001
"2022-06-21",54.439999,54.549999,53.549999,54.07,2686400,54.07
"2022-06-22",53.27,54.900002,53.27,54.540001,2127700,54.540001
"2022-06-23",54.450001,54.98,53.73,54.77,2283200,54.77
"2022-06-24",55.259998,56.32,55.16,56.279999,3650600,56.279999
"2022-06-27",56.450001,56.639999,55.59,55.700001,1639800,55.700001
"2022-06-28",55.93,56.470001,54.895,54.93,1010100,54.93
"2022-06-29",54.919998,54.919998,53.779999,54.529999,1432300,54.529999
