"","MDLZ.Open","MDLZ.High","MDLZ.Low","MDLZ.Close","MDLZ.Volume","MDLZ.Adjusted"
"2022-01-12",67.18,67.529999,66.830002,67.370003,5798100,66.616158
"2022-01-13",67.25,67.769997,67.080002,67.639999,6692100,66.883133
"2022-01-14",67.459999,68.160004,67.080002,68.099998,6337600,67.33799
"2022-01-18",67.260002,67.419998,66.650002,67.370003,6739500,66.616158
"2022-01-19",67.559998,68.169998,67.449997,67.599998,7244900,66.843582
"2022-01-20",67.580002,68.18,67.459999,67.760002,10461100,67.001793
"2022-01-21",68.230003,69.470001,68.199997,68.360001,18880800,67.595078
"2022-01-24",68.610001,68.910004,66.059998,67.610001,13793300,66.853477
"2022-01-25",67.279999,67.309998,66.209999,66.980003,12863000,66.230522
"2022-01-26",66.470001,67.489998,66.120003,66.620003,10027600,65.874557
"2022-01-27",67.209999,68.639999,66.940002,67.470001,12175700,66.715042
"2022-01-28",65.129997,66.540001,63.900002,66.419998,15471000,65.676788
"2022-01-31",66.260002,67.360001,65.709999,67.029999,9657600,66.279961
"2022-02-01",66.989998,67.32,66.059998,66.68,6609500,65.933876
"2022-02-02",66.809998,68.050003,66.510002,67.900002,6882100,67.140228
"2022-02-03",67.720001,68.459999,67.459999,67.940002,7276500,67.179779
"2022-02-04",67.610001,68.139999,66.849998,67.019997,7909600,66.270065
"2022-02-07",67.290001,67.760002,66.790001,67.480003,6760900,66.72493
"2022-02-08",67.720001,68.290001,67.410004,68.050003,6590200,67.288551
"2022-02-09",68.480003,68.589996,67.790001,67.959999,5557700,67.199562
"2022-02-10",67.239998,67.889999,66.559998,66.769997,7609200,66.022865
"2022-02-11",67.080002,67.379997,66.550003,66.699997,8130100,65.953651
"2022-02-14",66.940002,67.019997,65.349998,66.139999,7225500,65.399918
"2022-02-15",66.300003,66.739998,65.57,65.870003,6779000,65.132942
"2022-02-16",66.029999,66.519997,65.199997,65.709999,6103200,64.974731
"2022-02-17",65.580002,66.32,65.129997,66.059998,7492700,65.320816
"2022-02-18",66.029999,66.529999,65.620003,66,6050500,65.261482
"2022-02-22",66.550003,66.669998,65.75,66.470001,8937100,65.726227
"2022-02-23",66.650002,66.980003,66.190002,66.279999,7177300,65.538353
"2022-02-24",65.309998,65.870003,63.220001,64.650002,10323900,63.926598
"2022-02-25",65.019997,66.790001,64.900002,66.760002,7561800,66.012993
"2022-02-28",65.57,65.940002,64.669998,65.480003,7916600,64.747307
"2022-03-01",64.989998,65.449997,64.129997,64.339996,8740800,63.62006
"2022-03-02",64.230003,65.07,63.98,64.699997,7452400,63.976032
"2022-03-03",65.099998,65.489998,64.650002,64.910004,6539700,64.183693
"2022-03-04",64.040001,64.260002,63.209999,63.830002,10949600,63.115772
"2022-03-07",63.759998,63.759998,62.18,62.529999,13768300,61.830315
"2022-03-08",62.470001,62.799999,60.709999,60.799999,13037600,60.119675
"2022-03-09",61.599998,62.080002,61.09,61.290001,8709400,60.604195
"2022-03-10",60.619999,60.709999,59.68,60.16,7342000,59.486832
"2022-03-11",60.5,61.07,59.02,59.119999,9385100,58.458469
"2022-03-14",59.48,60.43,59.209999,59.34,9806700,58.67601
"2022-03-15",59.84,61.279999,59.59,61.169998,9677200,60.485531
"2022-03-16",61.459999,62.169998,61.02,61.950001,12071100,61.256805
"2022-03-17",61.959999,62.779999,61.34,62.27,7243600,61.573227
"2022-03-18",61.549999,61.880001,60.950001,61.509998,12832900,60.821728
"2022-03-21",61.540001,61.889999,61.09,61.369999,8934000,60.683296
"2022-03-22",61.68,61.830002,60.869999,61.57,7529800,60.881058
"2022-03-23",61.669998,62.060001,60.73,60.779999,7435600,60.099895
"2022-03-24",61.119999,61.169998,60.299999,60.849998,10921000,60.169113
"2022-03-25",61,61.790001,60.959999,61.52,6223100,60.831619
"2022-03-28",61.650002,61.810001,61.150002,61.57,8029500,60.881058
"2022-03-29",62.060001,63.07,62.060001,63.060001,9902500,62.354385
"2022-03-30",62.650002,62.860001,62.16,62.75,6171600,62.394157
"2022-03-31",62.799999,63.130001,62.599998,62.779999,8379600,62.423988
"2022-04-01",63,63.639999,62.200001,63.529999,6898700,63.169735
"2022-04-04",63.360001,63.52,62.470001,63.040001,6155500,62.682514
"2022-04-05",62.779999,63.77,62.779999,63.009998,5364800,62.652683
"2022-04-06",63.049999,63.59,62.720001,63.209999,5389600,62.851547
"2022-04-07",63.139999,63.18,61.950001,62.889999,7458000,62.533363
"2022-04-08",63.09,63.59,62.779999,63.400002,7833600,63.040474
"2022-04-11",63.959999,64.150002,63.299999,63.41,9693800,63.050415
"2022-04-12",64.080002,64.330002,63.290001,63.669998,7379200,63.308941
"2022-04-13",63.689999,64.080002,63.419998,63.849998,5873500,63.487919
"2022-04-14",64.150002,64.220001,63.68,63.720001,6651300,63.358658
"2022-04-18",63.619999,64.019997,63.25,63.57,5777600,63.209507
"2022-04-19",63.740002,65.5,63.599998,65.209999,7233700,64.84021
"2022-04-20",65.239998,65.970001,65.239998,65.730003,8234600,65.357262
"2022-04-21",65.849998,66.349998,65.739998,65.839996,6418800,65.466629
"2022-04-22",65.980003,66.18,65.040001,65.059998,7740700,64.691055
"2022-04-25",65.610001,65.970001,64.519997,65.779999,8913900,65.406975
"2022-04-26",65.860001,66.029999,64.040001,64.040001,9883800,63.676846
"2022-04-27",65.540001,65.660004,63.93,64.050003,9892400,63.68679
"2022-04-28",64.199997,66.330002,64.110001,66.220001,9786400,65.844482
"2022-04-29",65.959999,66.040001,64.360001,64.480003,10385400,64.114349
"2022-05-02",65.309998,65.480003,62.990002,63.790001,10049400,63.428261
"2022-05-03",64.110001,64.889999,63.639999,64.690002,9538700,64.323158
"2022-05-04",64.519997,66.300003,64.43,66.190002,8348000,65.814651
"2022-05-05",65.720001,66.07,64.809998,65.230003,8843800,64.8601
"2022-05-06",65.050003,65.940002,64.75,65.730003,9037800,65.357262
"2022-05-09",65.400002,66.709999,65.230003,66.279999,11709000,65.904137
"2022-05-10",66.889999,67.93,65.709999,65.919998,10974900,65.546181
"2022-05-11",65.610001,66.410004,65.43,65.559998,9728200,65.188217
"2022-05-12",65.639999,65.900002,64.839996,65.68,8676400,65.307541
"2022-05-13",65.830002,66.459999,65.360001,66.379997,7884200,66.003571
"2022-05-16",66.400002,66.449997,65.800003,66.129997,7955000,65.75499
"2022-05-17",66.139999,66.25,64.540001,65.720001,10053400,65.347321
"2022-05-18",65.400002,65.449997,60.709999,60.939999,12698500,60.594421
"2022-05-19",60.330002,61.560001,59.650002,61.110001,10834400,60.763458
"2022-05-20",61.220001,61.459999,60.41,61.189999,14293200,60.843002
"2022-05-23",62.060001,62.419998,61.509998,62.040001,7476200,61.688187
"2022-05-24",61.970001,63.040001,61.759998,63,6505400,62.642742
"2022-05-25",62.810001,62.98,61.779999,62.369999,8517400,62.016312
"2022-05-26",62.299999,63.23,62.27,62.5,5930800,62.145576
"2022-05-27",62.790001,63.759998,62.5,63.759998,8631200,63.39843
"2022-05-31",63.619999,63.939999,62.610001,63.560001,8767500,63.199566
"2022-06-01",63.450001,63.740002,62.080002,62.91,7621800,62.553249
"2022-06-02",62.849998,63.060001,61.470001,63.040001,7719200,62.682514
"2022-06-03",62.84,63.040001,62.080002,62.41,6221300,62.056087
"2022-06-06",62.709999,63.139999,62.220001,62.450001,4556100,62.09586
"2022-06-07",61.959999,63.34,61.880001,63.240002,5929700,62.881382
"2022-06-08",63,63.16,62.509998,62.619999,3861200,62.264893
"2022-06-09",62.439999,63.02,61.200001,61.23,7124600,60.882778
"2022-06-10",60.509998,61.310001,60.040001,60.799999,8265400,60.455215
"2022-06-13",60.200001,60.299999,58.970001,59.200001,8704100,58.864288
"2022-06-14",59.52,59.599998,57.82,58.470001,7096500,58.138432
"2022-06-15",58.939999,59.880001,58.290001,59.040001,9212300,58.705196
"2022-06-16",58.400002,59.18,57.990002,58.610001,7999200,58.277637
"2022-06-17",58.720001,59.200001,58.099998,58.799999,11416100,58.466557
"2022-06-21",59.279999,60.080002,58.290001,59.82,10582700,59.480774
"2022-06-22",59.84,60.740002,59.630001,60.279999,10349500,59.938164
"2022-06-23",60.540001,61.400002,60.52,61.040001,6459900,60.693855
"2022-06-24",61.59,62.709999,61.32,62.650002,6571600,62.294727
"2022-06-27",62.150002,62.810001,62.080002,62.630001,5213300,62.274841
"2022-06-28",62.869999,63.18,61.560001,61.720001,6735200,61.369999
"2022-06-29",61.5,62.360001,61.490002,62.049999,5056600,62.049999
