"","IP.Open","IP.High","IP.Low","IP.Close","IP.Volume","IP.Adjusted"
"2020-08-28",34.753788,35.142044,34.630684,34.971592,1786541,32.70137
"2020-08-31",34.96212,34.96212,34.223484,34.346592,2953421,32.11694
"2020-09-01",34.29924,35.539772,34.02462,35.530304,3488074,33.223808
"2020-09-02",35.625,36.808712,35.35038,36.780304,5664384,34.39267
"2020-09-03",36.846592,37.443184,35.823864,36.306816,4328227,33.949921
"2020-09-04",36.979168,37.26326,36.344696,36.960228,4095168,34.560913
"2020-09-08",36.818184,36.969696,35.29356,35.33144,4867315,33.037865
"2020-09-09",35.89962,36.647728,35.568184,36.259472,3175181,33.905651
"2020-09-10",36.392044,36.676136,35.9375,35.95644,2511802,33.622288
"2020-09-11",36.145832,37.064396,35.89962,36.85606,2516554,34.463505
"2020-09-14",37.282196,38.806816,37.1875,38.626896,5546534,36.119389
"2020-09-15",38.82576,39.545456,38.607956,39.45076,4170778,36.889774
"2020-09-16",39.6875,40.132576,39.223484,39.696972,3735283,37.119999
"2020-09-17",39.176136,40.814396,38.740528,40.615528,4811875,37.978924
"2020-09-18",40.321972,40.795456,39.76326,39.820076,4923283,37.235115
"2020-09-21",38.929924,39.289772,38.125,38.863636,2991542,36.340759
"2020-09-22",38.702652,39.02462,38.181816,38.617424,2086973,36.110531
"2020-09-23",38.579544,38.655304,37.140152,37.1875,3216259,34.77343
"2020-09-24",37.291668,37.83144,36.647728,37.130684,2070288,34.720306
"2020-09-25",36.704544,39.308712,36.344696,38.977272,6448358,36.447021
"2020-09-28",39.308712,39.545456,38.51326,38.98674,3563366,36.455868
"2020-09-29",39.071972,39.071972,37.689396,38.14394,2965670,35.667782
"2020-09-30",38.210228,38.835228,38.068184,38.390152,2622365,35.898014
"2020-10-01",38.626896,38.977272,37.727272,37.83144,2873693,35.375568
"2020-10-02",37.22538,38.607956,37.073864,38.333332,2966621,35.844879
"2020-10-05",38.873104,39.602272,38.702652,39.232956,2545171,36.686108
"2020-10-06",39.29924,39.526516,38.47538,38.51326,2824166,36.013134
"2020-10-07",38.910984,39.753788,38.797348,39.592804,2967677,37.022598
"2020-10-08",39.592804,40.255684,39.573864,40.23674,2185709,37.624725
"2020-10-09",41.240528,41.85606,40.407196,40.407196,4915786,37.784122
"2020-10-12",41.609848,42.632576,41.060604,42.11174,4775021,39.378006
"2020-10-13",41.742424,42.272728,41.164772,41.676136,2878867,38.97068
"2020-10-14",41.922348,42.594696,41.922348,42.291668,3071482,39.546261
"2020-10-15",41.751896,43.191288,41.63826,43.134472,3968976,40.334351
"2020-10-16",43.901516,44.327652,43.390152,44.071972,5185277,41.210991
"2020-10-19",44.289772,44.535984,43.901516,44.214016,3404755,41.343811
"2020-10-20",44.70644,44.801136,43.67424,43.939396,3004742,41.087021
"2020-10-21",43.835228,44.564396,43.636364,44.015152,2498918,41.157867
"2020-10-22",43.873104,44.223484,43.607956,44.119316,1853174,41.255264
"2020-10-23",44.327652,44.678028,43.863636,43.939396,2063424,41.087021
"2020-10-26",43.267044,43.607956,42.53788,42.88826,2595542,40.104118
"2020-10-27",42.784092,42.88826,41.988636,42.017044,2856374,39.289463
"2020-10-28",41.193184,41.590908,40.435604,40.719696,3754186,38.076332
"2020-10-29",40.501896,41.988636,40.227272,41.515152,3156067,38.820148
"2020-10-30",41.410984,41.79924,40.89962,41.429924,2695968,38.740456
"2020-11-02",42.178028,42.878788,41.714016,42.660984,2827440,39.891598
"2020-11-03",43.47538,44.280304,43.134472,44.053028,3067891,41.193279
"2020-11-04",43.551136,43.901516,42.367424,42.698864,2304614,39.927021
"2020-11-05",43.08712,45,42.859848,44.403408,2905795,41.520916
"2020-11-06",44.61174,44.867424,43.560604,44.02462,2128157,41.166714
"2020-11-09",46.01326,47.660984,44.76326,44.848484,3979114,41.937096
"2020-11-10",45.047348,46.278408,44.66856,46.23106,3160608,43.229916
"2020-11-11",46.410984,46.666668,45.539772,46.089016,3469277,43.097095
"2020-11-12",45.60606,45.776516,43.939396,44.592804,2928816,41.698013
"2020-11-13",44.602272,45.520832,44.602272,45.35038,2544010,42.873478
"2020-11-16",46.79924,47.57576,46.164772,47.310604,4229914,44.726631
"2020-11-17",46.95076,47.840908,46.505684,47.433712,5941584,44.843021
"2020-11-18",47.556816,47.926136,46.922348,46.931816,3191971,44.368538
"2020-11-19",46.534092,46.751896,45.9375,46.619316,3668966,44.073105
"2020-11-20",46.58144,47.11174,46.117424,46.808712,3558509,44.252151
"2020-11-23",47.471592,47.840908,47.159092,47.357956,2926070,44.771404
"2020-11-24",47.840908,49.232956,47.821972,49.119316,3083520,46.436558
"2020-11-25",48.522728,48.816288,47.916668,48.36174,2439254,45.720356
"2020-11-27",47.973484,48.494316,47.613636,48.001896,971520,45.380173
"2020-11-30",47.840908,47.935604,46.714016,46.85606,3618912,44.296917
"2020-12-01",47.566288,47.916668,46.884472,47.20644,2678544,44.628162
"2020-12-02",47.045456,47.642044,46.865528,47.215908,1809878,44.637108
"2020-12-03",47.130684,47.301136,45.35038,45.681816,4795507,43.18681
"2020-12-04",46.17424,46.458332,45.511364,46.278408,4276694,43.750816
"2020-12-07",46.316288,46.316288,45.407196,46.089016,3312355,43.571766
"2020-12-08",45.814396,46.505684,45.719696,46.48674,2243472,43.947773
"2020-12-09",46.401516,47.130684,46.401516,46.91288,2794598,44.350632
"2020-12-10",46.410984,46.846592,45.89962,46.060604,2236714,43.544907
"2020-12-11",45.804924,46.297348,45.511364,46.051136,1956874,43.535957
"2020-12-14",46.714016,46.789772,45.454544,45.464016,2647286,42.980904
"2020-12-15",45.928028,46.54356,45.823864,46.54356,2531338,44.001488
"2020-12-16",46.789772,47.017044,46.54356,46.695076,2354458,44.14473
"2020-12-17",46.827652,47.14962,46.306816,47.11174,2093520,44.538631
"2020-12-18",47.11174,47.46212,46.695076,47.329544,5824896,44.744541
"2020-12-21",46.52462,46.903408,45.767044,46.85606,3656083,44.296917
"2020-12-22",47.102272,47.339016,46.695076,46.780304,2287402,44.2253
"2020-12-23",47.092804,47.320076,46.685604,46.922348,2462698,44.359589
"2020-12-24",47.102272,47.159092,46.590908,47.121212,463690,44.547588
"2020-12-28",47.357956,47.452652,46.695076,46.770832,1506278,44.216347
"2020-12-29",46.875,46.969696,46.221592,46.373104,1096128,43.84034
"2020-12-30",46.448864,47.14962,46.448864,47.007576,1253789,44.440155
"2020-12-31",46.922348,47.159092,46.401516,47.083332,1433098,44.511776
"2021-01-04",47.007576,47.329544,45.58712,45.91856,2798506,43.410625
"2021-01-05",46.164772,47.594696,46.164772,47.102272,2338723,44.529686
"2021-01-06",48.20076,50.558712,47.821972,50.03788,3734544,47.304955
"2021-01-07",50.07576,50.265152,49.261364,49.308712,2746867,46.615616
"2021-01-08",49.479168,49.630684,47.964016,48.75,2143574,46.087414
"2021-01-11",48.20076,49.839016,48.125,49.33712,2514336,46.642467
"2021-01-12",49.384472,50.123104,49.04356,49.839016,2313485,47.116951
"2021-01-13",48.835228,49.147728,47.642044,48.10606,3318480,45.478649
"2021-01-14",48.125,48.267044,47.282196,47.329544,2552352,44.744541
"2021-01-15",46.979168,47.840908,46.28788,47.585228,3727469,44.986259
"2021-01-19",48.14394,48.503788,47.689396,47.708332,3180778,45.102646
"2021-01-20",48.134472,48.390152,47.651516,48.285984,3521654,45.648743
"2021-01-21",47.840908,49.41288,47.755684,48.920456,3127027,46.248562
"2021-01-22",48.570076,49.195076,47.954544,48.892044,1662461,46.221703
"2021-01-25",49.242424,50.160984,47.973484,49.08144,3657456,46.400753
"2021-01-26",49.39394,49.92424,48.873104,48.910984,2117280,46.239609
"2021-01-27",48.04924,48.778408,47.376896,47.746212,3362304,45.138451
"2021-01-28",48.20076,48.51326,47.395832,47.490528,3599059,44.896736
"2021-01-29",47.348484,48.267044,46.32576,47.642044,6191011,45.039978
"2021-02-01",48.238636,48.45644,46.25,47.14962,4935322,44.574448
"2021-02-02",47.594696,48.219696,47.14962,47.660984,3390816,45.05788
"2021-02-03",47.443184,48.276516,47.11174,47.935604,3527251,45.317501
"2021-02-04",45.539772,46.410984,44.015152,44.270832,6725347,41.85289
"2021-02-05",44.498104,44.98106,44.08144,44.535984,5173661,42.103561
"2021-02-08",44.886364,45.3125,44.498104,45.303028,3165254,42.828709
"2021-02-09",45.27462,45.634472,45.151516,45.54924,2669568,43.061478
"2021-02-10",45.681816,45.984848,45.151516,45.833332,2567875,43.330048
"2021-02-11",45.97538,45.97538,45.028408,45.615528,2996717,43.124142
"2021-02-12",45.511364,46.988636,45.454544,46.571972,3754819,44.028343
"2021-02-16",46.79924,46.931816,46.089016,46.58144,3701914,44.037296
"2021-02-17",45.909092,46.344696,45.568184,45.928028,2444429,43.877163
"2021-02-18",45.625,46.098484,45.246212,45.303028,2372515,43.280075
"2021-02-19",45.426136,46.52462,45.29356,46.354168,3015091,44.284279
"2021-02-22",46.335228,47.064396,45.928028,46.780304,3406867,44.691383
"2021-02-23",46.865528,47.765152,46.429924,47.509472,3605395,45.387993
"2021-02-24",47.566288,48.36174,47.348484,48.10606,2589206,45.957939
"2021-02-25",48.134472,48.75,47.376896,47.73674,2219395,45.605114
"2021-02-26",47.42424,47.79356,46.647728,47.017044,3441610,44.917553
"2021-03-01",47.632576,49.166668,47.5,49.015152,4572058,46.826439
"2021-03-02",49.185604,49.857956,48.863636,49.498104,4499405,47.287823
"2021-03-03",49.715908,50.890152,49.441288,50.397728,4154410,48.147274
"2021-03-04",50.265152,50.984848,48.541668,49.289772,3336115,47.088795
"2021-03-05",49.867424,51.448864,49.507576,51.278408,3329462,48.988628
"2021-03-08",51.098484,53.958332,51.098484,52.746212,5726054,50.390892
"2021-03-09",52.026516,52.935604,51.685604,51.884472,3557981,49.567631
"2021-03-10",51.63826,52.376896,50.946972,51.723484,4390109,49.413834
"2021-03-11",51.751896,51.95076,50.795456,51.051136,4507219,48.771507
"2021-03-12",51.136364,51.48674,50.9375,51.155304,3725040,48.871025
"2021-03-15",51.145832,51.25,49.914772,50.615528,3831274,48.35535
"2021-03-16",50.435604,50.520832,49.441288,50.23674,2740003,47.993477
"2021-03-17",50.132576,51.448864,50.085228,51.28788,2696074,48.997681
"2021-03-18",51.732956,52.14962,50.871212,51.060604,2296694,48.780552
"2021-03-19",50.91856,51.571972,50.407196,50.738636,10774368,48.472961
"2021-03-22",50.151516,50.151516,48.98674,49.839016,4461706,47.613514
"2021-03-23",49.535984,49.971592,48.51326,48.806816,2807482,46.627407
"2021-03-24",49.166668,50.54924,49.166668,49.431816,3223546,47.224499
"2021-03-25",49.696972,51.619316,49.573864,51.458332,2992282,49.160522
"2021-03-26",51.988636,52.244316,51.25,52.1875,2362589,49.857128
"2021-03-29",52.083332,52.556816,51.344696,51.63826,2260896,49.332417
"2021-03-30",51.5625,52.130684,51.23106,52.083332,2679283,49.757614
"2021-03-31",51.91288,52.348484,51.17424,51.202652,3483005,48.91626
"2021-04-01",51.145832,51.420456,50.501896,51.410984,2688470,49.115288
"2021-04-05",52.035984,52.159092,51.429924,51.79924,2902944,49.486206
"2021-04-06",51.54356,52.433712,51.54356,52.272728,2568931,49.938549
"2021-04-07",52.632576,52.803028,51.85606,52.026516,2276419,49.703335
"2021-04-08",51.297348,51.941288,51.089016,51.723484,2017382,49.413834
"2021-04-09",52.16856,52.386364,51.420456,52.026516,1700582,49.703335
"2021-04-12",52.130684,53.020832,52.130684,52.973484,2841907,50.608013
"2021-04-13",52.651516,52.821972,51.742424,52.348484,1925405,50.010925
"2021-04-14",52.140152,52.840908,52.083332,52.698864,2567347,50.345654
"2021-04-15",53.030304,53.977272,52.698864,53.664772,3077606,51.268436
"2021-04-16",54.090908,54.526516,53.778408,54.327652,3084365,51.901714
"2021-04-19",54.535984,54.61174,53.645832,54.147728,1901645,51.729824
"2021-04-20",54.10038,54.318184,52.8125,53.41856,2012419,51.033218
"2021-04-21",53.304924,54.090908,53.304924,53.892044,1368787,51.485558
"2021-04-22",53.98674,54.015152,52.916668,52.916668,2825856,50.553738
"2021-04-23",53.153408,53.82576,52.964016,53.76894,3014352,51.367954
"2021-04-26",53.939396,54.479168,53.579544,53.901516,1883270,51.494602
"2021-04-27",53.238636,54.35606,53.096592,54.0625,2619302,51.648403
"2021-04-28",54.308712,55.056816,54.090908,54.602272,4489690,52.16407
"2021-04-29",55.170456,55.823864,54.13826,55.01894,2841168,52.56213
"2021-04-30",54.70644,55.426136,54.535984,54.92424,2779709,52.471661
"2021-05-03",55.3125,56.297348,55.208332,55.814396,2210419,53.322071
"2021-05-04",55.9375,57.20644,55.871212,57.178028,2654467,54.624809
"2021-05-05",56.988636,57.907196,56.988636,57.5,2445696,54.932407
"2021-05-06",57.83144,58.51326,57.244316,58.465908,2104608,55.855179
"2021-05-07",57.935604,58.51326,57.632576,58.371212,1326230,55.764713
"2021-05-10",58.901516,59.535984,58.522728,58.78788,2159309,56.162777
"2021-05-11",58.721592,59.441288,58.371212,59.35606,2974646,56.705589
"2021-05-12",59.479168,59.517044,57.490528,57.708332,3316896,55.131435
"2021-05-13",57.46212,59.70644,57.348484,59.204544,3104851,56.560837
"2021-05-14",59.214016,59.772728,59.090908,59.327652,1579565,56.678444
"2021-05-17",59.204544,61.193184,59.204544,60.70076,5518128,57.990242
"2021-05-18",60.58712,60.64394,59.839016,60.056816,4054829,57.375053
"2021-05-19",59.640152,60.028408,58.778408,59.573864,2710752,56.913662
"2021-05-20",59.545456,59.715908,58.465908,59.535984,2633981,56.877472
"2021-05-21",59.772728,60.340908,59.39394,60.160984,2577802,57.474567
"2021-05-24",60.738636,61.164772,60.482956,60.984848,3661680,58.261642
"2021-05-25",60.965908,61.448864,60.208332,60.208332,4011850,57.519802
"2021-05-26",59.829544,60.303028,59.13826,59.990528,3335270,57.777905
"2021-05-27",60.132576,61.107956,59.952652,60.407196,7778813,58.179203
"2021-05-28",60.132576,60.369316,59.327652,59.753788,2824378,57.549896
"2021-06-01",60.757576,60.880684,59.857956,60.445076,2242944,58.215687
"2021-06-02",60.596592,60.596592,59.715908,59.876896,2061418,57.668465
"2021-06-03",59.857956,61.032196,59.64962,60.785984,2617930,58.544022
"2021-06-04",61.221592,61.808712,60.880684,61.221592,2493110,58.963566
"2021-06-07",61.448864,61.54356,60.160984,60.35038,3084893,58.124485
"2021-06-08",60.227272,60.965908,59.857956,60.748104,1865530,58.507538
"2021-06-09",60.58712,60.833332,59.876896,59.92424,2100912,57.714062
"2021-06-10",60.426136,60.60606,59.441288,59.498104,1725715,57.303646
"2021-06-11",60.255684,60.407196,59.545456,60.27462,2496173,58.051517
"2021-06-14",60.378788,60.558712,58.778408,58.996212,2982250,56.820263
"2021-06-15",59.015152,60.35038,58.78788,59.839016,2953421,57.631981
"2021-06-16",59.678028,59.810604,58.560604,58.929924,1805021,56.75642
"2021-06-17",58.929924,58.98674,56.259472,57.035984,3618490,54.932335
"2021-06-18",56.164772,56.628788,55.89962,56.089016,5683286,54.020294
"2021-06-21",56.676136,58.068184,56.58144,57.803028,2294688,55.671085
"2021-06-22",57.935604,58.248104,57.443184,57.821972,1735536,55.689331
"2021-06-23",57.8125,58.058712,57.386364,57.566288,1551370,55.443077
"2021-06-24",57.907196,57.935604,57.14962,57.556816,1665312,55.43396
"2021-06-25",57.679924,58.248104,57.376896,57.46212,2469456,55.342751
"2021-06-28",57.85038,58.030304,57.1875,57.490528,2498496,55.37011
"2021-06-29",57.878788,58.4375,57.196972,57.471592,1405958,55.351875
"2021-06-30",57.320076,58.16288,57.253788,58.058712,1900800,55.917339
"2021-07-01",58.4375,58.71212,57.83144,58.219696,2169869,56.072388
"2021-07-02",58.238636,58.238636,57.5,58.068184,1854019,55.926464
"2021-07-06",57.973484,58.181816,56.609848,57.178028,2411165,55.069141
"2021-07-07",56.818184,58.409092,56.770832,58.16288,2784883,56.017666
"2021-07-08",57.556816,58.655304,57.16856,58.077652,2385610,55.935585
"2021-07-09",58.873104,59.375,58.73106,58.939396,1855075,56.765541
"2021-07-12",58.484848,59.166668,57.897728,58.929924,2276525,56.75642
"2021-07-13",58.901516,59.053028,57.954544,58.181816,1459392,56.035904
"2021-07-14",58.172348,58.740528,58.068184,58.191288,1918541,56.045029
"2021-07-15",57.651516,58.020832,56.467804,56.714016,4088093,54.622238
"2021-07-16",56.960228,57.16856,55.909092,55.994316,2806954,53.929085
"2021-07-19",55.217804,55.378788,54.090908,54.70644,3024384,52.688713
"2021-07-20",54.829544,56.01326,54.70644,55.160984,2782877,53.126495
"2021-07-21",55.691288,55.871212,55.321972,55.369316,2445274,53.327137
"2021-07-22",55.445076,55.568184,54.602272,54.791668,1498464,52.770798
"2021-07-23",54.971592,55.142044,54.488636,55,1627613,52.971443
"2021-07-26",55.01894,55.568184,54.867424,55.340908,2642429,53.299774
"2021-07-27",55.35038,56.070076,54.469696,55.625,1978416,53.573391
"2021-07-28",55.511364,55.95644,55.03788,55.397728,2560378,53.3545
"2021-07-29",55.151516,55.397728,53.740528,54.96212,3546259,52.934959
"2021-07-30",54.772728,55.33144,54.128788,54.696972,3658195,52.679588
"2021-08-02",54.886364,55.984848,54.346592,54.460228,2282544,52.451576
"2021-08-03",54.678028,55.823864,54.166668,55.596592,2199965,53.546032
"2021-08-04",55.321972,55.407196,54.592804,54.659092,1658659,52.643108
"2021-08-05",54.990528,55.369316,54.223484,54.375,2107142,52.369492
"2021-08-06",54.64962,55.160984,54.507576,54.820076,1826880,52.798157
"2021-08-09",54.820076,55.928028,54.640152,55.520832,4702368,53.473064
"2021-08-10",55.568184,57.026516,55.530304,56.458332,2981827,54.375988
"2021-08-11",56.751896,57.130684,56.458332,56.875,2474208,54.77729
"2021-08-12",56.85606,56.998104,56.098484,56.742424,2172509,54.649601
"2021-08-13",56.410984,56.52462,55.86174,56.079544,1776826,54.477577
"2021-08-16",55.814396,56.467804,55.07576,56.32576,2386982,54.716759
"2021-08-17",56.17424,56.183712,55.198864,55.814396,2072928,54.220005
"2021-08-18",55.492424,56.52462,55.340908,55.445076,1774925,53.861233
"2021-08-19",54.952652,55.539772,54.592804,55.07576,1627296,53.502468
"2021-08-20",54.96212,55.97538,54.791668,55.64394,1528560,54.054417
"2021-08-23",55.928028,55.928028,55.07576,55.359848,2122560,53.778439
"2021-08-24",55.530304,56.01326,55.407196,55.785984,1155053,54.192406
"2021-08-25",55.625,56.647728,55.454544,56.316288,1464672,54.707561
"2021-08-26",56.335228,56.335228,55.795456,55.9375,1345027,54.339592
"2021-08-27",56.164772,57.130684,56.164772,56.941288,1722442,55.314705
"2021-08-30",57.11174,57.130684,56.136364,56.221592,1998797,54.61557
"2021-08-31",56.17424,57.073864,56.145832,56.903408,2829235,55.277908
"2021-09-01",56.998104,57.035984,56.183712,56.666668,1455802,55.047932
"2021-09-02",56.884472,57.130684,56.704544,57.102272,1435526,55.471092
"2021-09-03",57.092804,57.1875,56.515152,56.742424,1750003,55.121521
"2021-09-07",56.316288,56.467804,55.397728,55.58712,3319853,53.999218
"2021-09-08",55.284092,55.710228,55.123104,55.369316,2193946,53.787636
"2021-09-09",55.255684,55.95644,55.179924,55.473484,1591603,53.888832
"2021-09-10",55.776516,56.23106,55.246212,55.255684,1733952,53.677254
"2021-09-13",55.653408,55.994316,55.246212,55.492424,2163850,53.907227
"2021-09-14",55.558712,55.64394,54.592804,54.6875,2136394,53.125301
"2021-09-15",54.602272,55.056816,54.460228,54.867424,2419085,53.300083
"2021-09-16",55.085228,55.246212,54.772728,54.791668,2174621,53.22649
"2021-09-17",54.621212,54.801136,53.333332,53.598484,4828349,52.06739
"2021-09-20",52.566288,52.982956,51.89394,52.916668,2815613,51.405052
"2021-09-21",53.16288,53.219696,52.130684,52.291668,1886650,50.797905
"2021-09-22",52.784092,53.607956,52.708332,53.153408,2290464,51.635029
"2021-09-23",53.589016,54.602272,53.465908,54.071972,1830576,52.527355
"2021-09-24",54.071972,54.640152,53.797348,53.948864,1833427,52.407764
"2021-09-27",53.78788,54.678028,53.78788,54.289772,1877885,52.738934
"2021-09-28",54.583332,54.791668,53.929924,53.996212,1752960,52.453754
"2021-09-29",53.996212,54.479168,53.702652,54.128788,1973875,52.582546
"2021-09-30",54.41288,54.441288,52.897728,52.954544,3046771,51.441845
"2021-10-01",53.299999,53.68,52.439999,53.259998,2733000,51.738575
"2021-10-04",53.009998,54.110001,53.009998,53.830002,3177300,52.292294
"2021-10-05",53.889999,54.68,53.419998,54.34,2075500,52.78772
"2021-10-06",54.009998,54.419998,53.099998,54.029999,1889900,52.486576
"2021-10-07",54.470001,54.82,54.189999,54.259998,1505300,52.710007
"2021-10-08",54.049999,54.689999,54.049999,54.389999,2437500,52.836296
"2021-10-11",54.75,56.150002,54.700001,55.75,2307300,54.157448
"2021-10-12",55.490002,56.43,55.16,55.740002,1938400,54.147732
"2021-10-13",55.43,56.57,54.060001,55.279999,3041100,53.700871
"2021-10-14",55.689999,56,54.919998,55.810001,2271700,54.215733
"2021-10-15",55.240002,55.349998,52.580002,53.279999,7205900,51.758003
"2021-10-18",52.98,53.360001,52.700001,52.869999,3698100,51.359715
"2021-10-19",52.209999,52.5,51.73,52.060001,3824700,50.572857
"2021-10-20",52.009998,53.830002,52.009998,53.529999,2790400,52.000862
"2021-10-21",53.48,53.790001,52.740002,53.16,1679500,51.641434
"2021-10-22",53.450001,53.959999,52.959999,53.029999,2279700,51.515141
"2021-10-25",53.130001,53.509998,52.75,52.98,1787300,51.466572
"2021-10-26",53.119999,53.439999,52.48,53.040001,2906500,51.52486
"2021-10-27",51.919998,52.330002,49.779999,50.18,5247200,48.746555
"2021-10-28",50.080002,50.529999,49.549999,49.689999,3790900,48.270554
"2021-10-29",49.720001,50.650002,49.509998,49.669998,3188000,48.251122
"2021-11-01",48.860001,49.700001,48.52,49.099998,4283800,47.697411
"2021-11-02",49.23,49.849998,48.84,48.950001,3939100,47.551697
"2021-11-03",48.73,50.029999,48.73,49.91,3235300,48.484272
"2021-11-04",49.779999,50.200001,48.529999,48.75,2900100,47.35741
"2021-11-05",48.98,49.73,48.82,48.869999,2259500,47.47398
"2021-11-08",49.139999,49.599998,48.84,49.34,3276000,47.93055
"2021-11-09",49.18,49.560001,48.900002,49.279999,2577100,47.872265
"2021-11-10",49.459999,50.099998,49.25,49.700001,3359800,48.280273
"2021-11-11",49.860001,50.279999,49.450001,50.150002,2107200,48.717419
"2021-11-12",49.759998,50.16,49.169998,49.279999,2452300,48.318352
"2021-11-15",49.400002,49.48,49.049999,49.450001,2518700,48.485043
"2021-11-16",49.41,49.84,49.25,49.27,2047300,48.308552
"2021-11-17",49.150002,49.349998,48.77,48.93,2326400,47.975189
"2021-11-18",48.900002,49.389999,48.32,48.57,2186800,47.622211
"2021-11-19",48.080002,48.27,47.259998,47.580002,2919200,46.651531
"2021-11-22",47.619999,48.759998,46.91,48.439999,3318200,47.494747
"2021-11-23",48.57,48.599998,48.009998,48.310001,1924300,47.367287
"2021-11-24",48.369999,48.369999,47.459999,47.549999,1892900,46.622116
"2021-11-26",46.439999,47.799999,46.18,47.529999,2330700,46.602505
"2021-11-29",48.16,48.16,47.189999,47.220001,2721400,46.298553
"2021-11-30",46.810001,46.900002,45.279999,45.52,6170700,44.631729
"2021-12-01",46.119999,46.68,45.130001,45.130001,3947400,44.24934
"2021-12-02",45.41,46.209999,45.07,45.880001,4267600,44.984703
"2021-12-03",45.77,47.009998,45.77,46.450001,3939300,45.543583
"2021-12-06",46.860001,47.490002,46.860001,47.049999,4119900,46.13187
"2021-12-07",47.18,47.32,46.259998,46.650002,4326400,45.739681
"2021-12-08",46.759998,47.209999,46.209999,46.400002,11208600,45.49456
"2021-12-09",46.220001,46.66,45.790001,46.169998,4403300,45.269043
"2021-12-10",46.5,46.5,45.75,45.889999,4555100,44.994507
"2021-12-13",45.869999,46.119999,45.27,45.84,4100500,44.945484
"2021-12-14",45.900002,46.27,45.400002,45.540001,6463200,44.65134
"2021-12-15",45.599998,46.290001,44.880001,46.200001,5467800,45.298458
"2021-12-16",46.419998,47.139999,46.32,47.009998,5386500,46.092651
"2021-12-17",47.060001,47.200001,45.75,45.84,7606000,44.945484
"2021-12-20",45.220001,45.450001,43.869999,44.57,5221000,43.700268
"2021-12-21",45,45.689999,45,45.32,3963300,44.435631
"2021-12-22",45.330002,45.639999,44.91,45.27,3231700,44.386604
"2021-12-23",45.57,46.029999,45.509998,45.84,2403500,44.945484
"2021-12-27",45.799999,46.389999,45.75,46.330002,1754000,45.425926
"2021-12-28",46.299999,46.799999,46.299999,46.669998,2112400,45.759285
"2021-12-29",46.509998,46.98,46.509998,46.720001,1786900,45.808315
"2021-12-30",46.84,47.189999,46.619999,46.68,1669900,45.769093
