"","VRSK.Open","VRSK.High","VRSK.Low","VRSK.Close","VRSK.Volume","VRSK.Adjusted"
"2022-01-12",209.009995,210.539993,206.419998,207.389999,1010100,206.639847
"2022-01-13",207.740005,208.050003,202.690002,203.110001,886200,202.37532
"2022-01-14",201.279999,203.110001,196.830002,198.149994,1439100,197.433273
"2022-01-18",194.649994,199.139999,193.309998,198.449997,1617900,197.732178
"2022-01-19",199.360001,202.5,198.419998,199.860001,1730000,199.137085
"2022-01-20",201.589996,203.449997,197.800003,198.029999,976600,197.313705
"2022-01-21",197.800003,201.580002,195.699997,196.089996,893000,195.380722
"2022-01-24",195.789993,197.399994,191.119995,197.380005,1519900,196.666046
"2022-01-25",193.729996,196.649994,188.940002,190.610001,976800,189.920532
"2022-01-26",190.429993,193.550003,185.960007,187.759995,1209100,187.080841
"2022-01-27",189.029999,193.110001,187.669998,188.300003,983300,187.618896
"2022-01-28",188.289993,193.300003,185.589996,193.289993,608800,192.590836
"2022-01-31",193.139999,196.949997,192.160004,196.130005,982600,195.420593
"2022-02-01",195.520004,197.660004,191.889999,196.570007,1059600,195.858994
"2022-02-02",196.940002,200.490005,196.589996,200.110001,956200,199.386169
"2022-02-03",197.630005,199.979996,196.529999,196.940002,901100,196.227646
"2022-02-04",195.929993,199.300003,194.869995,197.75,1067700,197.034714
"2022-02-07",197.75,199.179993,196.820007,197.029999,824200,196.317307
"2022-02-08",196.389999,198.919998,194.300003,198.190002,982100,197.473129
"2022-02-09",200.679993,203.990005,198.100006,199.059998,1211400,198.339966
"2022-02-10",195.350006,197.350006,192.710007,194.690002,1516000,193.985779
"2022-02-11",194.729996,195.740005,192.039993,192.910004,807400,192.212219
"2022-02-14",193.389999,196.350006,190.039993,191.809998,1024600,191.116196
"2022-02-15",194.009995,194.779999,193.169998,194.270004,982600,193.567307
"2022-02-16",193.770004,194.910004,191.309998,194.070007,755100,193.368027
"2022-02-17",192.960007,194.059998,190.149994,190.300003,1289000,189.611664
"2022-02-18",190.470001,191.389999,188.389999,189.300003,1443900,188.61528
"2022-02-22",188.539993,193.350006,185.559998,186.440002,1698000,185.765625
"2022-02-23",182.690002,183.039993,176.669998,177.619995,2524100,176.977524
"2022-02-24",175.179993,179.410004,175,179.220001,1777000,178.571732
"2022-02-25",179.899994,181.020004,176.809998,179.539993,1324400,178.890564
"2022-02-28",178.759995,179,175.229996,177.339996,1149700,176.698547
"2022-03-01",177.309998,180.919998,176.110001,179.360001,1768700,178.711243
"2022-03-02",180.610001,183.589996,179.919998,181.729996,1404700,181.072662
"2022-03-03",183.410004,185.220001,182.380005,182.679993,1380000,182.019226
"2022-03-04",182.100006,188.289993,181.610001,187.699997,2617100,187.021072
"2022-03-07",187,188.830002,186.139999,187.5,2035300,186.821793
"2022-03-08",185.330002,188.330002,183.100006,185.029999,2165600,184.360718
"2022-03-09",187.449997,188.550003,184.240005,187.270004,1419500,186.592621
"2022-03-10",184.539993,187.690002,182.979996,184.839996,1247300,184.171402
"2022-03-11",185.169998,185.720001,182,182.039993,1371600,181.381531
"2022-03-14",182.720001,186.699997,181.899994,185.949997,1153300,185.593445
"2022-03-15",188.240005,191.529999,187.600006,190.910004,1097900,190.54393
"2022-03-16",191.119995,195.539993,191.020004,195.429993,1658500,195.055252
"2022-03-17",195.130005,202.460007,195,202.410004,1890400,202.021881
"2022-03-18",201.75,208.720001,201.169998,208.240005,1905400,207.840714
"2022-03-21",206.509995,211.179993,206.509995,210.320007,1522100,209.916718
"2022-03-22",210.960007,213.270004,209.050003,211.149994,1672600,210.745117
"2022-03-23",210.210007,210.899994,206.330002,207.649994,1718700,207.251831
"2022-03-24",209.139999,209.619995,206.330002,208.240005,1307400,207.840714
"2022-03-25",208.929993,209.059998,205.399994,208,838600,207.601166
"2022-03-28",208.080002,212.070007,207.130005,211.600006,1497600,211.19426
"2022-03-29",213,215.720001,212.75,214.800003,912800,214.388123
"2022-03-30",215.880005,217.639999,212.369995,216.970001,851900,216.55397
"2022-03-31",213.800003,218.130005,213.800003,214.630005,1343500,214.21846
"2022-04-01",215.570007,215.570007,211.770004,214.119995,840200,213.709427
"2022-04-04",213.410004,217.25,212.710007,217.009995,1110200,216.593887
"2022-04-05",217.25,221.520004,216.970001,219.410004,1316700,218.989288
"2022-04-06",217.770004,222.110001,216.410004,220.25,1079200,219.827667
"2022-04-07",219.880005,221.800003,219.009995,220.220001,1498100,219.797729
"2022-04-08",220.110001,221.820007,219.270004,219.520004,995400,219.099075
"2022-04-11",218.779999,220.259995,216.350006,216.449997,664600,216.034958
"2022-04-12",216.949997,218.169998,214,214.639999,614600,214.228424
"2022-04-13",214.869995,215.970001,212.929993,214.110001,938900,213.699448
"2022-04-14",215.490005,216.470001,213.059998,213.300003,630200,212.891006
"2022-04-18",212.419998,213.759995,210.320007,211.210007,569200,210.805008
"2022-04-19",211.210007,215.779999,211.190002,215.330002,1040900,214.917114
"2022-04-20",216.589996,219.179993,216.300003,217.399994,703100,216.983139
"2022-04-21",216.369995,219.600006,214.720001,215.449997,746000,215.03688
"2022-04-22",215.699997,215.699997,210.479996,210.600006,695600,210.196182
"2022-04-25",211,214.050003,209.449997,213.850006,912300,213.439957
"2022-04-26",213.470001,214.710007,208.070007,208.240005,1549800,207.840714
"2022-04-27",209.110001,211.429993,207.589996,208.419998,979800,208.020355
"2022-04-28",210.589996,214.350006,209.149994,212.690002,1164400,212.282181
"2022-04-29",210.080002,212.089996,203.539993,204.050003,1536100,203.658737
"2022-05-02",203.639999,206.029999,199.009995,202.190002,1429600,201.802307
"2022-05-03",201.050003,202.639999,198.800003,200.119995,1398500,199.736267
"2022-05-04",186,194.869995,184.220001,193.529999,2613000,193.158905
"2022-05-05",190.509995,191.960007,186.080002,187.919998,2006600,187.559662
"2022-05-06",186.309998,187.199997,183.440002,185.419998,1370000,185.064453
"2022-05-09",184.110001,184.300003,177.259995,177.979996,1207400,177.638718
"2022-05-10",180.529999,181.270004,175.240005,178.869995,1062700,178.527008
"2022-05-11",176.669998,178.899994,174.229996,174.399994,1367600,174.065582
"2022-05-12",173.130005,175.809998,171.169998,173.660004,1922300,173.327011
"2022-05-13",174.960007,176.630005,171.419998,176.210007,1901400,175.872131
"2022-05-16",175.720001,175.929993,170.509995,171.990005,1121300,171.660217
"2022-05-17",173.570007,175.559998,171.940002,174.570007,934600,174.235275
"2022-05-18",172.830002,173.110001,165.600006,166.490005,1143100,166.170761
"2022-05-19",165.779999,169.910004,164.960007,168.220001,894600,167.897446
"2022-05-20",169.369995,170.479996,165.100006,168.889999,1041100,168.566162
"2022-05-23",169.619995,171.139999,167.029999,170.919998,605800,170.592255
"2022-05-24",170.110001,171.339996,168.360001,170.940002,556700,170.612228
"2022-05-25",170.190002,172.160004,169.139999,170.720001,609400,170.392654
"2022-05-26",171.050003,174.880005,171.050003,173.710007,678500,173.376923
"2022-05-27",174.699997,178.869995,174.369995,178.649994,643600,178.307434
"2022-05-31",177.210007,177.850006,174.490005,174.919998,1365400,174.584595
"2022-06-01",171.589996,174.350006,170.660004,171.229996,973100,170.901672
"2022-06-02",171.800003,176.119995,171.449997,176,670200,175.662521
"2022-06-03",173.949997,174.339996,172.289993,173.660004,923500,173.327011
"2022-06-06",174.940002,176.509995,173.960007,174.339996,584300,174.005707
"2022-06-07",172.800003,176.580002,172.130005,175.449997,644600,175.113571
"2022-06-08",174.149994,174.740005,170.029999,170.350006,696900,170.023361
"2022-06-09",170.050003,170.850006,166.729996,166.789993,605400,166.470169
"2022-06-10",164.160004,165.589996,163,164.100006,766600,163.785355
"2022-06-13",160.710007,163.100006,159.080002,161.669998,1013700,161.360001
"2022-06-14",161.919998,161.919998,157.300003,158.229996,733900,158.229996
"2022-06-15",160.009995,162.410004,157.639999,160.190002,815400,160.190002
"2022-06-16",157.699997,158.990005,156.050003,158.580002,1264400,158.580002
"2022-06-17",158.169998,162.850006,157.330002,161.820007,2422500,161.820007
"2022-06-21",163.740005,165.979996,161.899994,165.130005,1201400,165.130005
"2022-06-22",164.020004,167.5,163.729996,166.289993,617200,166.289993
"2022-06-23",167.570007,171.330002,166.929993,170.970001,686200,170.970001
"2022-06-24",171.479996,173.110001,171.479996,172.990005,1632500,172.990005
"2022-06-27",172.619995,174.460007,171.380005,174.100006,604600,174.100006
"2022-06-28",174.080002,175.449997,168.809998,168.940002,721100,168.940002
"2022-06-29",169.169998,172.009995,168.309998,171.320007,587000,171.320007
