"","HES.Open","HES.High","HES.Low","HES.Close","HES.Volume","HES.Adjusted"
"2022-01-03",73.900002,76.879997,73.629997,76.790001,1383000,76.260498
"2022-01-04",78.32,81.959999,78.209999,81.160004,2953200,80.600372
"2022-01-05",82.300003,83.449997,80.5,80.830002,2988600,80.272644
"2022-01-06",84.199997,86.220001,83.120003,85.25,3098800,84.662163
"2022-01-07",85.989998,87.360001,85.019997,86.620003,2594600,86.02272
"2022-01-10",86.300003,86.599998,83.110001,85.150002,2718800,84.562851
"2022-01-11",86.529999,90.650002,85.099998,90.040001,2844200,89.419136
"2022-01-12",90.980003,92.029999,90.010002,91.580002,2475200,90.948517
"2022-01-13",91.550003,93.370003,90.370003,90.610001,2991700,89.985207
"2022-01-14",90.25,92.279999,90.019997,91.779999,2305700,91.147133
"2022-01-18",94.290001,94.510002,90.230003,92.18,2625000,91.54438
"2022-01-19",93,93.529999,90.300003,91.230003,2577000,90.600929
"2022-01-20",90.300003,93.050003,88.589996,88.970001,4499300,88.356514
"2022-01-21",88.480003,88.900002,85.440002,87.690002,3753800,87.085342
"2022-01-24",84.879997,89.449997,83.559998,88.739998,4328500,88.128098
"2022-01-25",88.910004,92.080002,85.5,91.5,4561500,90.869064
"2022-01-26",94.5,94.589996,86.669998,87.739998,5172900,87.134995
"2022-01-27",89,90.760002,86.419998,89.68,4968700,89.061615
"2022-01-28",89.910004,92.440002,88.699997,91,5748800,90.37252
"2022-01-31",90.769997,93.129997,88.860001,92.290001,3090600,91.653618
"2022-02-01",91.18,95.099998,90.279999,93.5,3757500,92.855278
"2022-02-02",93.559998,93.839996,91.5,93.099998,2450000,92.458038
"2022-02-03",91.580002,92.970001,90.209999,92,2870500,91.365623
"2022-02-04",92.889999,96.760002,92.889999,95.629997,4035800,94.970581
"2022-02-07",95.589996,96.510002,93.699997,95.230003,3133200,94.573357
"2022-02-08",95.040001,95.620003,92.379997,93.309998,2252400,92.666588
"2022-02-09",93.230003,95.25,92.769997,93.309998,2267500,92.666588
"2022-02-10",92.25,94.900002,91.559998,92.400002,2166600,91.762863
"2022-02-11",93.57,96.639999,93,96.199997,2809700,95.536659
"2022-02-14",96.32,96.349998,93.669998,94.730003,2824100,94.076797
"2022-02-15",90.199997,93.669998,89.089996,93.190002,3331100,92.547417
"2022-02-16",94.150002,96.050003,93.309998,94.260002,2442700,93.610039
"2022-02-17",93.650002,94.720001,92.160004,94.199997,2303900,93.550453
"2022-02-18",93,94.639999,92.440002,93.870003,2487700,93.222725
"2022-02-22",96.760002,97.389999,92.029999,93.870003,3957500,93.222725
"2022-02-23",94.830002,96.139999,93.129997,93.940002,2293200,93.292244
"2022-02-24",96.82,97,92.169998,95.260002,5321900,94.603142
"2022-02-25",95.449997,97.599998,94.400002,97.519997,2287300,96.847557
"2022-02-28",97.360001,101.650002,96.559998,101.059998,4175700,100.363144
"2022-03-01",101.889999,102.989998,99.910004,101.400002,4237000,100.700806
"2022-03-02",101.010002,102.360001,97.790001,101.779999,4122600,101.078186
"2022-03-03",100.639999,102.410004,99.870003,100.959999,2192100,100.263832
"2022-03-04",100.730003,101.57,98.599998,101.169998,3453100,100.472389
"2022-03-07",99.5,101.730003,94.639999,97.120003,5209700,96.450317
"2022-03-08",100,101.580002,93.57,96.620003,4115200,95.953766
"2022-03-09",95.050003,97.440002,93.449997,96.699997,3744100,96.033203
"2022-03-10",97.830002,98.919998,96.099998,98.120003,2776300,97.44342
"2022-03-11",96.660004,97.660004,94.510002,94.610001,2668700,94.318092
"2022-03-14",93.550003,95.089996,91.029999,94.209999,2939900,93.919327
"2022-03-15",90.220001,93.709999,89.800003,93.080002,2659800,92.792816
"2022-03-16",93.160004,96.190002,93,94.75,2850900,94.457664
"2022-03-17",96.599998,97.879997,95.419998,97.139999,3256600,96.840286
"2022-03-18",97.830002,98.339996,96.18,97.410004,4203700,97.109459
"2022-03-21",99.75,103.940002,99.389999,103.849998,3204500,103.529579
"2022-03-22",102.370003,103.400002,99.620003,101.589996,2388700,101.27655
"2022-03-23",103.18,107.190002,103.18,106.220001,3193600,105.892273
"2022-03-24",107,108.800003,105.550003,106.510002,2867200,106.181381
"2022-03-25",105.800003,109.230003,105.379997,109.080002,1999300,108.743446
"2022-03-28",106.93,107.779999,106,107.419998,2341400,107.08857
"2022-03-29",104.980003,107.769997,103.629997,107.690002,2520500,107.357735
"2022-03-30",109.150002,109.879997,107.660004,108.559998,1955900,108.225052
"2022-03-31",107.480003,110.720001,107,107.040001,2351200,106.70974
"2022-04-01",107.370003,109.339996,106.980003,108.989998,1778200,108.653725
"2022-04-04",110.330002,111.660004,108.620003,109.709999,1980800,109.371506
"2022-04-05",110.269997,111.610001,107.489998,107.629997,2775000,107.29792
"2022-04-06",108.870003,110.410004,105.889999,106.849998,2401100,106.520325
"2022-04-07",108.660004,109.75,105.379997,108.18,1954000,107.846222
"2022-04-08",108.370003,113.779999,108.370003,112.889999,2683900,112.541695
"2022-04-11",112.07,112.470001,110.029999,111.760002,2680700,111.415184
"2022-04-12",113.730003,115.669998,112.43,112.599998,1896600,112.252586
"2022-04-13",113.739998,115.410004,112.900002,114.629997,1659100,114.276321
"2022-04-14",113.989998,116.330002,113.769997,114.720001,1310700,114.366051
"2022-04-18",116,117.059998,114.959999,115.709999,1089900,115.352989
"2022-04-19",114.800003,116.110001,113.68,114.379997,1699800,114.027092
"2022-04-20",115.739998,116.5,113.839996,114.879997,1478800,114.525551
"2022-04-21",115.550003,116.5,109.639999,110.169998,1597000,109.830086
"2022-04-22",109.230003,110.699997,106.309998,106.449997,1607900,106.121559
"2022-04-25",103.080002,103.879997,98.989998,102.620003,2348400,102.303383
"2022-04-26",102.980003,104.110001,100.93,101.480003,2036700,101.166901
"2022-04-27",101.82,105.150002,98.769997,102.75,3658600,102.432976
"2022-04-28",103.089996,106.589996,99.5,105.150002,2265900,104.825577
"2022-04-29",104.889999,107.139999,102.349998,103.07,2005300,102.751991
"2022-05-02",101.68,103.470001,100.019997,102.379997,1719700,102.064117
"2022-05-03",102.949997,107.330002,102.510002,106.860001,1903800,106.530296
"2022-05-04",109.160004,111.620003,106.970001,111.489998,1961900,111.146011
"2022-05-05",112.449997,112.529999,106.050003,109.57,1795500,109.231934
"2022-05-06",111.639999,117.330002,108.730003,117.25,3301900,116.888237
"2022-05-09",114.57,115.300003,105.800003,106.730003,5186000,106.400703
"2022-05-10",107.959999,110.419998,102.620003,105.769997,2839900,105.443657
"2022-05-11",107.839996,112.860001,107.519997,109.690002,3484200,109.35157
"2022-05-12",109.349998,109.43,104.93,108.389999,2138200,108.055573
"2022-05-13",111,114.760002,110.559998,114.269997,2148400,113.917427
"2022-05-16",114.739998,118.860001,114.5,116.970001,2200400,116.609108
"2022-05-17",118,119.18,116.970001,118.370003,1758000,118.004784
"2022-05-18",118.629997,119.43,111.940002,114.190002,1983100,113.837685
"2022-05-19",111.379997,115.830002,111.379997,113.43,1854100,113.080025
"2022-05-20",114.589996,116.550003,110.459999,113.339996,1732300,112.990303
"2022-05-23",114.150002,117.209999,112.07,116.970001,2045100,116.609108
"2022-05-24",115.690002,118.269997,114.080002,117.730003,1946800,117.36676
"2022-05-25",117.220001,119.690002,117.220001,119.269997,1768700,118.902
"2022-05-26",120.050003,121.769997,118.720001,120.669998,1696300,120.297684
"2022-05-27",120.089996,123.370003,119.139999,123.279999,1806800,122.899635
"2022-05-31",126.980003,129.399994,122.730003,123.07,4275600,122.690285
"2022-06-01",124.919998,127.809998,123.599998,127.449997,3282100,127.056763
"2022-06-02",125.660004,127.959999,124.949997,126.25,1618600,125.860474
"2022-06-03",126.269997,128.440002,125.93,127.889999,1245400,127.495407
"2022-06-06",128.759995,129.619995,126.029999,126.610001,1422800,126.21936
"2022-06-07",126.050003,129.429993,126.050003,129.089996,1645800,128.691711
"2022-06-08",129.360001,131.440002,128.169998,129.639999,1605700,129.240005
"2022-06-09",128.860001,129.699997,126.370003,126.860001,1295100,126.46859
"2022-06-10",125.559998,129.369995,124.150002,127.720001,3044800,127.325935
"2022-06-13",123.269997,124.309998,118.449997,121.540001,2642400,121.165001
"2022-06-14",124.110001,125.839996,117.959999,120.07,2699200,120.07
"2022-06-15",119.599998,120,115.269997,117.160004,2910400,117.160004
"2022-06-16",113.870003,114.529999,107.550003,108.709999,3482500,108.709999
"2022-06-17",107.209999,108.900002,100.599998,102.870003,7278100,102.870003
"2022-06-21",106.279999,108.650002,105.019997,107.739998,3282200,107.739998
"2022-06-22",101.160004,104.519997,100.360001,103.339996,3762900,103.339996
"2022-06-23",104.470001,104.739998,98.110001,99.360001,2428000,99.360001
"2022-06-24",101.099998,103.970001,99.470001,101.690002,6554600,101.690002
"2022-06-27",103.290001,107.410004,102.620003,106.959999,3141100,106.959999
"2022-06-28",110.25,113.080002,109.510002,112.919998,3542700,112.919998
"2022-06-29",114.75,115.309998,108.669998,109.330002,2686500,109.330002
