"","REG.Open","REG.High","REG.Low","REG.Close","REG.Volume","REG.Adjusted"
"2022-01-20",72.919998,73.440002,70.379997,70.559998,937300,69.137115
"2022-01-21",70.459999,71,69.769997,69.989998,1042100,68.578606
"2022-01-24",69.099998,71.300003,67.620003,70.889999,1369200,69.460464
"2022-01-25",70.290001,71.339996,68.919998,70.730003,967300,69.30368
"2022-01-26",71.300003,72.540001,69.760002,70.43,562400,69.009735
"2022-01-27",71.040001,71.910004,69.269997,69.769997,698900,68.363037
"2022-01-28",69.550003,71.239998,68.150002,71.190002,914400,69.75441
"2022-01-31",70.519997,71.82,69.830002,71.75,2979300,70.303116
"2022-02-01",71.220001,71.989998,70.660004,71.68,619200,70.234528
"2022-02-02",71.75,72.379997,71.589996,71.830002,844000,70.3815
"2022-02-03",71.720001,72.260002,71.099998,71.129997,822000,69.695618
"2022-02-04",70.800003,71.099998,69.360001,70.25,677800,68.833359
"2022-02-07",70.330002,70.550003,69.68,69.910004,631200,68.500221
"2022-02-08",70.129997,71.370003,69.849998,70.470001,1024600,69.048927
"2022-02-09",71.120003,72.300003,71.07,72.260002,1097000,70.802834
"2022-02-10",71.309998,72.360001,69.860001,70.5,972200,69.078323
"2022-02-11",70.480003,70.970001,66.199997,66.830002,1952600,65.48233
"2022-02-14",66.879997,67.18,64.599998,65.160004,1496600,63.846012
"2022-02-15",65.650002,67.25,65.379997,66.160004,1343700,64.825844
"2022-02-16",66.339996,67.400002,66.110001,67.269997,1063200,65.913452
"2022-02-17",67.080002,67.650002,66.379997,66.720001,1194400,65.37455
"2022-02-18",66.690002,67.580002,66.080002,66.5,855200,65.158981
"2022-02-22",66.019997,67.440002,65.779999,66.639999,1590800,65.296165
"2022-02-23",67.209999,68.089996,65.120003,65.230003,1359900,63.914597
"2022-02-24",63.799999,66.040001,63.110001,65.900002,1460800,64.571091
"2022-02-25",66.5,67.370003,65.940002,67.25,1200200,65.89386
"2022-02-28",65.839996,67.110001,65.309998,65.889999,1316700,64.561287
"2022-03-01",65.769997,66.120003,64.110001,64.849998,1219800,63.542255
"2022-03-02",65.370003,67.099998,65.010002,66.660004,1316100,65.315758
"2022-03-03",67.25,67.949997,66.760002,67.629997,1220600,66.26619
"2022-03-04",66.75,67.809998,66.360001,67.779999,1375000,66.413177
"2022-03-07",67.279999,67.639999,65.93,65.949997,897200,64.620071
"2022-03-08",66.010002,68.269997,65.360001,67.739998,1159900,66.373978
"2022-03-09",69.019997,69.980003,68.339996,68.379997,1400600,67.001068
"2022-03-10",67.43,68.080002,66.870003,67.830002,737100,66.462166
"2022-03-11",68.209999,68.489998,66.620003,66.839996,858400,65.492126
"2022-03-14",67.099998,67.32,64.959999,65.209999,1248300,64.4981
"2022-03-15",65.879997,66.730003,65.529999,66.360001,1099600,65.635551
"2022-03-16",66.82,67.489998,65.379997,66.629997,992400,65.902596
"2022-03-17",66.419998,67.93,66.25,67.43,1023700,66.693863
"2022-03-18",67.32,67.849998,66.779999,67.510002,1469000,66.772995
"2022-03-21",67.800003,68.110001,67.089996,67.459999,841900,66.723541
"2022-03-22",67.860001,69.050003,66.599998,68.68,1172700,67.930222
"2022-03-23",68.559998,68.769997,67.68,67.849998,593500,67.109276
"2022-03-24",67.730003,68.169998,67.040001,67.599998,773700,66.862007
"2022-03-25",67.980003,69.260002,67.809998,69.230003,489300,68.47422
"2022-03-28",69.160004,69.269997,68.419998,69.18,624700,68.424759
"2022-03-29",69.940002,72.489998,69.510002,72.440002,991300,71.649178
"2022-03-30",72.209999,72.580002,71.730003,72.389999,957300,71.599716
"2022-03-31",72.620003,73.18,71.18,71.339996,1182500,70.56118
"2022-04-01",71.769997,71.93,70.910004,71.839996,605900,71.055717
"2022-04-04",71.550003,71.699997,70.279999,70.970001,718200,70.195221
"2022-04-05",70.699997,71.779999,70.220001,70.550003,815600,69.779808
"2022-04-06",70.089996,71.129997,69.879997,70.639999,977600,69.86882
"2022-04-07",70.32,70.629997,68.260002,69.190002,801600,68.434654
"2022-04-08",69.18,70.629997,68.889999,70.540001,860400,69.769913
"2022-04-11",70.620003,70.949997,69.900002,70.029999,535200,69.26548
"2022-04-12",70.220001,70.809998,69.360001,69.480003,918000,68.721489
"2022-04-13",69.529999,70.599998,69.290001,70.529999,583400,69.760025
"2022-04-14",70.43,71.309998,70.25,70.580002,567800,69.809479
"2022-04-18",70.5,71.099998,70.190002,70.559998,380700,69.789696
"2022-04-19",70.660004,71.910004,70.660004,71.629997,817900,70.848015
"2022-04-20",71.760002,73.209999,70.510002,72.720001,784700,71.926117
"2022-04-21",73.18,73.410004,72.400002,72.510002,738000,71.718407
"2022-04-22",71.949997,72,70.370003,70.440002,625500,69.671005
"2022-04-25",70.160004,70.279999,68.57,70.199997,971900,69.433624
"2022-04-26",70.57,71.089996,69.900002,70.110001,868600,69.344612
"2022-04-27",70.150002,71.050003,69.779999,70.029999,623700,69.26548
"2022-04-28",70.239998,72.150002,69.75,71.93,7e+05,71.144737
"2022-04-29",71.68,71.989998,68.690002,68.830002,1193700,68.078583
"2022-05-02",69.080002,69.349998,65.589996,67.120003,881700,66.387253
"2022-05-03",67.260002,68.910004,66.690002,68.599998,1134600,67.851089
"2022-05-04",71.790001,73.059998,69.290001,72.959999,1533100,72.163498
"2022-05-05",72.739998,72.809998,68.970001,69.57,1155900,68.810501
"2022-05-06",69.230003,69.269997,67.599998,68.580002,959200,67.831314
"2022-05-09",67.919998,68.110001,66.550003,66.940002,1274100,66.209221
"2022-05-10",67.43,68.419998,65.099998,66.029999,1230700,65.309151
"2022-05-11",66.32,67.309998,64.440002,64.620003,1265100,63.914547
"2022-05-12",64.639999,65.620003,63.82,65.550003,1774500,64.834396
"2022-05-13",66.139999,67.93,65.599998,67.889999,1381000,67.148842
"2022-05-16",67.980003,68.489998,67.43,68.010002,1015900,67.26754
"2022-05-17",69.040001,69.650002,68.080002,69.519997,1265400,68.761047
"2022-05-18",69.25,69.349998,65.989998,66.339996,1025000,65.615761
"2022-05-19",65.870003,66.93,64.160004,64.209999,1444300,63.509018
"2022-05-20",64.779999,64.900002,61.709999,63.259998,1256200,62.569389
"2022-05-23",63.919998,64.190002,62.560001,63.610001,879000,62.915569
"2022-05-24",63.380001,65.489998,62.130001,65.400002,1206300,64.686028
"2022-05-25",65.120003,66.410004,64.860001,66.160004,714900,65.437737
"2022-05-26",66.760002,67.790001,66.730003,67.209999,842100,66.476265
"2022-05-27",67.300003,69.349998,67.010002,69.099998,645800,68.345634
"2022-05-31",68.400002,69.059998,68.010002,68.209999,1495100,67.465347
"2022-06-01",68.25,68.550003,66.059998,67.349998,835300,66.614738
"2022-06-02",67.470001,67.830002,66.330002,67.449997,867700,66.713646
"2022-06-03",67.089996,67.330002,66.440002,66.68,932500,65.952057
"2022-06-06",66.889999,66.940002,64.769997,64.949997,859400,64.240936
"2022-06-07",64.550003,66.419998,64.220001,66.349998,892500,65.625656
"2022-06-08",65.900002,65.900002,64.739998,64.900002,557800,64.19149
"2022-06-09",64.75,64.870003,62.349998,62.52,746600,61.837471
"2022-06-10",61.610001,62.009998,60.889999,60.98,1084700,60.314281
"2022-06-13",59.48,59.52,56.990002,57.25,852700,56.625
"2022-06-14",56.630001,57.130001,55.779999,56.599998,1199700,56.599998
"2022-06-15",57.060001,59.349998,56.990002,58.259998,1451400,58.259998
"2022-06-16",56.950001,58.040001,56.189999,57.09,1817900,57.09
"2022-06-17",57.509998,59.009998,57.41,57.619999,2036900,57.619999
"2022-06-21",58.259998,59.119999,58.130001,58.369999,932800,58.369999
"2022-06-22",57.389999,59.360001,57.099998,58.650002,869900,58.650002
"2022-06-23",58.700001,59.689999,58.619999,59.540001,686900,59.540001
"2022-06-24",59.889999,61.580002,59.889999,61.48,1071200,61.48
"2022-06-27",61.07,62.580002,60.880001,61.959999,764000,61.959999
"2022-06-28",62.68,63.32,60.73,61.080002,642400,61.080002
"2022-06-29",60.490002,60.75,59.5,60.369999,707400,60.369999
