"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2020-09-03",68.669998,68.889999,66.330002,67.120003,3366700,65.634163
"2020-09-04",67.400002,68.120003,65.839996,66.809998,2544900,65.331017
"2020-09-08",65.449997,66.669998,65.040001,65.599998,3102600,64.147804
"2020-09-09",66.040001,66.940002,65.290001,66.410004,2275400,64.939873
"2020-09-10",66.309998,67.669998,65.360001,65.559998,2679200,64.108681
"2020-09-11",67.769997,69.169998,67.059998,68.18,4935500,66.670685
"2020-09-14",68.360001,69.580002,68.349998,69.290001,3411900,67.756119
"2020-09-15",69.239998,70.989998,69.239998,70.129997,3436500,68.577522
"2020-09-16",70.900002,71.809998,70.050003,70.720001,3160300,69.154457
"2020-09-17",68.110001,70.860001,67.910004,70.120003,3819500,68.567741
"2020-09-18",70.080002,70.400002,67.970001,68.860001,5525500,67.335625
"2020-09-21",67.860001,68.169998,67.07,67.389999,3190000,65.898178
"2020-09-22",67.629997,68.5,66.709999,68.25,2838700,66.739128
"2020-09-23",68.459999,69.190002,66.809998,67.089996,3086100,65.604813
"2020-09-24",65.949997,67.599998,65.580002,66.900002,2855000,65.419022
"2020-09-25",66.870003,68.32,66.5,68.080002,2758100,66.572906
"2020-09-28",68.970001,69.650002,68.730003,69.32,3971000,67.785446
"2020-09-29",69.440002,70.080002,68.629997,69,2571100,67.472542
"2020-09-30",69.279999,70.110001,68.860001,69.419998,3912200,67.883224
"2020-10-01",70.220001,70.599998,68.970001,69.330002,3426400,67.795227
"2020-10-02",67.919998,69.349998,67.790001,68.860001,2460500,67.335625
"2020-10-05",69.620003,71.260002,69.5,70.93,4117400,69.359818
"2020-10-06",70.900002,71.599998,69.690002,69.830002,3111000,68.284164
"2020-10-07",70.730003,72.480003,70.599998,72.239998,3180300,70.6408
"2020-10-08",72.5,73.449997,72.230003,72.910004,2312700,71.29599
"2020-10-09",73.650002,74.059998,72.75,73.080002,3584300,71.462219
"2020-10-12",74.089996,74.919998,73.269997,74.629997,4748800,72.977898
"2020-10-13",74.989998,75.32,73.040001,73.220001,3322100,71.599113
"2020-10-14",73.220001,74.400002,73.099998,73.959999,3273400,72.322723
"2020-10-15",73.25,73.889999,72.760002,73.720001,2637200,72.088043
"2020-10-16",74.339996,74.629997,73.309998,73.360001,2533200,71.736023
"2020-10-19",73.190002,73.75,71.959999,72.199997,2791400,70.601692
"2020-10-20",73.050003,74.010002,72.300003,73.349998,2252400,71.726242
"2020-10-21",73.029999,74.040001,72.879997,72.889999,2915900,71.276421
"2020-10-22",72.730003,73.580002,72.230003,73.379997,2705400,71.755569
"2020-10-23",73.459999,74.32,73.089996,74.120003,2135600,72.479195
"2020-10-26",73.199997,73.449997,71.870003,72.709999,6195700,71.100403
"2020-10-27",72.830002,73.5,72.519997,73.389999,5498400,71.765358
"2020-10-28",72.360001,72.93,70.980003,71.099998,8444500,69.526047
"2020-10-29",74.830002,76.449997,70.809998,71.019997,7110800,69.447815
"2020-10-30",70.470001,71.779999,69.970001,71.419998,4298200,69.838959
"2020-11-02",71.470001,71.910004,70.290001,70.800003,3276100,69.232697
"2020-11-03",71.919998,72.940002,71.410004,71.940002,2089600,70.347458
"2020-11-04",73.769997,74.089996,71.860001,73.019997,2427200,71.403542
"2020-11-05",73.769997,74.910004,73.419998,74.239998,2079100,72.596542
"2020-11-06",74.480003,74.620003,73.599998,74.220001,1394700,72.576996
"2020-11-09",75.190002,78.209999,73.82,73.879997,3344000,72.244499
"2020-11-10",73.760002,75.489998,73.529999,75.099998,3789900,73.4375
