"","LIN.Open","LIN.High","LIN.Low","LIN.Close","LIN.Volume","LIN.Adjusted"
"2020-08-28",251.509995,254.080002,250.75,253.570007,959900,246.155594
"2020-08-31",251.660004,253.259995,249.169998,249.740005,2297600,242.437607
"2020-09-01",249.970001,257.049988,248.550003,256.940002,2285800,249.427063
"2020-09-02",257.440002,260.48999,255.660004,260.230011,2912700,253.571228
"2020-09-03",259.119995,259.140015,247.360001,250.449997,3305100,244.041473
"2020-09-04",251.100006,251.960007,243.490005,247.699997,2924700,241.361847
"2020-09-08",243.639999,245.949997,241.889999,243.050003,1849300,236.830811
"2020-09-09",245.850006,253.580002,245.850006,251.149994,1854800,244.723541
"2020-09-10",253.320007,254.610001,247,247.289993,1095400,240.962326
"2020-09-11",249.899994,251.429993,248.710007,250.169998,1382400,243.768631
"2020-09-14",251.759995,253.639999,250.580002,251.25,1524900,244.820999
"2020-09-15",252.100006,254.270004,250.710007,250.729996,1401100,244.314285
"2020-09-16",250.300003,251.889999,248.440002,248.839996,1635000,242.472672
"2020-09-17",246.949997,250.529999,245.899994,250.389999,1506400,243.983032
"2020-09-18",249.320007,250.610001,245.25,246.100006,2460200,239.802795
"2020-09-21",239.289993,240.610001,234.869995,238.440002,2180300,232.338776
"2020-09-22",237.839996,238.679993,236.169998,238.229996,2209100,232.13414
"2020-09-23",238.130005,238.369995,232.869995,233.149994,1753500,227.184128
"2020-09-24",233.410004,235.479996,231.699997,234.5,1391200,228.499619
"2020-09-25",229.130005,233.669998,228.470001,232.75,2227300,226.794388
"2020-09-28",237.910004,238.899994,236.399994,237.050003,1182300,230.984344
"2020-09-29",237.759995,239.289993,236.270004,236.429993,1178100,230.380219
"2020-09-30",236.039993,240.020004,235.919998,238.130005,2121000,232.036728
"2020-10-01",236.690002,238.369995,232.089996,232.699997,2480100,226.745651
"2020-10-02",229.270004,234.979996,229.139999,232.149994,2458600,226.209732
"2020-10-05",234.429993,236.649994,234.240005,235.089996,2728300,229.074509
"2020-10-06",236.130005,237.809998,231.779999,232.080002,1988400,226.14151
"2020-10-07",234.639999,240.009995,234.360001,238.949997,1791300,232.835724
"2020-10-08",238.869995,240.380005,237.089996,237.75,1537800,231.666443
"2020-10-09",239.160004,241.330002,238.820007,239.940002,1849800,233.800415
"2020-10-12",241.740005,242.830002,239.940002,240.259995,1453300,234.112213
"2020-10-13",238.850006,239.089996,234.869995,235.979996,1668300,229.941742
"2020-10-14",236.490005,236.610001,234.100006,234.860001,1077000,228.850403
"2020-10-15",229.080002,230.710007,228,229.600006,2389200,223.724991
"2020-10-16",231.100006,234.429993,230.559998,233.080002,1836100,227.115952
"2020-10-19",233.910004,234.419998,229.429993,229.869995,1130000,223.988068
"2020-10-20",231.5,234.139999,230.979996,233.240005,1415100,227.271851
"2020-10-21",232.479996,235.610001,230.720001,230.910004,1360300,225.001465
"2020-10-22",229.669998,234.080002,228.460007,233.199997,1466600,227.232864
"2020-10-23",236.399994,236.929993,233.759995,234.270004,1323700,228.275482
"2020-10-26",231.139999,231.490005,226.279999,227.990005,1252300,222.156174
"2020-10-27",226.429993,228.550003,225.179993,225.470001,1566400,219.700668
"2020-10-28",217.860001,220.5,216.139999,216.910004,2297200,211.359695
"2020-10-29",215.690002,221.589996,214.139999,219.839996,2239900,214.214737
"2020-10-30",219.130005,220.899994,217.279999,220.339996,2480600,214.701935
"2020-11-02",225.119995,230.210007,224.050003,228.580002,2182600,222.731079
"2020-11-03",232.639999,235.369995,231.850006,234.089996,1595900,228.100082
"2020-11-04",233.610001,238.5,232.089996,235.289993,2347200,229.269394
"2020-11-05",249.800003,253.360001,248.360001,249.759995,2917800,243.369125
"2020-11-06",253.529999,253.660004,249.529999,250.320007,1725000,243.91481
"2020-11-09",268.649994,269.779999,257.190002,257.649994,3184300,251.057236
"2020-11-10",262.51001,264.48999,259.709991,262.040009,1935000,255.334961
"2020-11-11",262.600006,262.850006,256.890015,259.619995,1841200,252.976807
"2020-11-12",257.059998,259.730011,254.160004,255.070007,1669700,248.543274
"2020-11-13",257.589996,258.619995,255.809998,257.059998,1196700,250.482346
"2020-11-16",258.380005,259.079987,252.809998,255.460007,1720900,248.923294
"2020-11-17",253.789993,254.679993,251.009995,252.139999,1947400,245.688232
"2020-11-18",253.089996,254.389999,250.199997,250.300003,1180100,243.895325
"2020-11-19",250,253.289993,248.809998,253.070007,1205300,246.594421
"2020-11-20",253.399994,254.529999,251.399994,252.070007,1345600,245.620041
"2020-11-23",253.949997,255.210007,251.100006,252.139999,1231300,245.688232
"2020-11-24",253.460007,257.769989,252.679993,256.160004,1982100,249.605392
"2020-11-25",255.899994,256.019989,253.039993,253.339996,1172000,246.857544
"2020-11-27",258.230011,259.130005,257.200012,257.429993,1082000,250.84288
"2020-11-30",261.329987,261.519989,255.300003,256.420013,3384300,249.858704
"2020-12-01",260.790009,261.25,257.450012,258.899994,1802900,252.275238
"2020-12-02",256.529999,257.01001,250.75,251,2060200,245.490524
"2020-12-03",252.610001,252.729996,245.759995,246.199997,2463800,240.795883
"2020-12-04",244.809998,250.619995,244.770004,250.619995,3030900,245.118866
"2020-12-07",253.429993,254.660004,249.220001,249.779999,1771300,244.297287
"2020-12-08",248,250.059998,246.580002,249.240005,1397500,243.76915
"2020-12-09",250.979996,251.830002,248.460007,251.139999,1450300,245.627457
"2020-12-10",250.860001,252.410004,249.399994,250.949997,1245900,245.44162
"2020-12-11",248.330002,249.960007,247.429993,249.399994,1328900,243.925629
"2020-12-14",250.940002,251.509995,247.570007,247.600006,1814300,242.165161
"2020-12-15",249.559998,252.990005,249.300003,251.660004,1365800,246.136047
"2020-12-16",251.800003,252.100006,249.490005,250.130005,1355000,244.639618
"2020-12-17",255.869995,257.209991,255.100006,256.630005,1538600,250.996948
"2020-12-18",257.130005,258.730011,253.509995,257.670013,3525700,252.01413
"2020-12-21",250,255.029999,247.5,254.169998,1716200,248.590927
"2020-12-22",253,254.690002,251.699997,253.460007,1162300,247.896545
"2020-12-23",256.179993,257.779999,254.899994,255.100006,1036700,249.500519
"2020-12-24",254.800003,256.980011,254.770004,256.619995,276400,250.987152
"2020-12-28",262.029999,263.429993,259.679993,260.019989,1257000,254.3125
"2020-12-29",263.130005,263.279999,258.630005,259.420013,881100,253.725723
"2020-12-30",261,262.429993,260.459991,261.769989,924900,256.024109
"2020-12-31",262.459991,263.829987,260.609985,263.51001,909300,257.725952
"2021-01-04",266.709991,267.290009,257.369995,258.809998,1741300,253.129089
"2021-01-05",257.559998,263.23999,257.559998,262.869995,1620000,257.099976
"2021-01-06",261.399994,274.579987,261.390015,271.5,2586600,265.540558
"2021-01-07",269.059998,273.76001,269,270.720001,1757800,264.777649
"2021-01-08",272.029999,272.380005,267.929993,270.399994,1879300,264.464661
"2021-01-11",264.23999,269.089996,264.190002,267.529999,1913200,261.657654
"2021-01-12",265.01001,267.589996,263.670013,266.619995,1785200,260.76767
"2021-01-13",266.649994,268.529999,266.209991,267.730011,1518800,261.853302
"2021-01-14",267.179993,267.279999,263.540009,263.690002,1903400,257.901917
"2021-01-15",261.910004,261.910004,256.899994,258.089996,1955300,252.424896
"2021-01-19",263.070007,263.609985,258.279999,259.040009,1643100,253.35408
"2021-01-20",257.429993,260.700012,257.290009,257.399994,1773300,251.750031
"2021-01-21",257.130005,257.73999,253,253.199997,1559800,247.642242
"2021-01-22",251.190002,254.559998,251.190002,251.479996,1582000,245.959976
"2021-01-25",248.539993,253.550003,246,253.119995,1990700,247.56398
"2021-01-26",254.539993,257.660004,254.25,255.850006,1544600,250.234085
"2021-01-27",250.559998,250.759995,240.800003,242.910004,2681600,237.57811
"2021-01-28",246.970001,251.199997,246.070007,249.539993,2110400,244.062561
"2021-01-29",247.589996,249.320007,244.100006,245.399994,1647300,240.013412
"2021-02-01",248.25,251.199997,245.940002,250.429993,1629200,244.933014
"2021-02-02",250.75,253.639999,250.25,252.25,1526000,246.713074
"2021-02-03",252.520004,253.490005,249.809998,250.130005,2365700,244.639618
"2021-02-04",249.940002,252.419998,247.309998,249.179993,2712300,243.710449
"2021-02-05",255.050003,259.679993,252.210007,257.369995,2806400,251.720657
"2021-02-08",259.119995,259.980011,255.630005,257.339996,1770400,251.691376
"2021-02-09",257.890015,258.070007,254.949997,255.619995,1389500,250.009109
"2021-02-10",254.190002,255.110001,251.360001,252.720001,1585200,247.17276
"2021-02-11",254.149994,255.220001,251.789993,253.110001,1204000,247.554214
"2021-02-12",252.029999,253.710007,250.899994,252.679993,1478200,247.133636
"2021-02-16",252.550003,254.539993,249.850006,250.139999,2248900,244.649399
"2021-02-17",248.889999,250.289993,247.240005,249.279999,1653200,243.808258
"2021-02-18",247.839996,251.240005,246.479996,249.929993,2168500,244.443985
"2021-02-19",249.529999,251.970001,249.149994,250.880005,1962400,245.373154
"2021-02-22",250.100006,252,249.220001,251.070007,2034700,245.558975
"2021-02-23",251.5,259.200012,250.210007,258.640015,3013500,252.96283
"2021-02-24",258,259.350006,254.490005,254.610001,2155900,249.021286
"2021-02-25",252.949997,254.039993,246.899994,247,2104700,241.578323
"2021-02-26",246.779999,248.210007,244.179993,244.270004,2599300,238.908234
"2021-03-01",247.429993,252.520004,247.259995,251.490005,1517300,245.969772
"2021-03-02",253.160004,256.98999,253,254.009995,1671200,248.434448
"2021-03-03",250.559998,251.210007,247.460007,247.550003,1782800,242.116257
"2021-03-04",247.5,249.669998,242.470001,245.419998,2369400,241.065216
"2021-03-05",246.279999,248.289993,241.880005,247.639999,2136300,243.245834
"2021-03-08",248.490005,256.700012,247.820007,253.679993,2450500,249.17865
"2021-03-09",261.209991,264.899994,258.019989,262.339996,2812100,257.684967
"2021-03-10",264.119995,267.01001,263.890015,265.640015,2192800,260.926453
"2021-03-11",268.839996,270,267.23999,267.369995,1567200,262.625732
"2021-03-12",266.390015,268.559998,265.410004,268.5,1139100,263.735687
"2021-03-15",265.100006,269.01001,264.690002,269,1680400,264.226807
"2021-03-16",268.100006,271.720001,268.100006,270.790009,1599500,265.985046
"2021-03-17",269.690002,271.779999,268.410004,269.549988,1670400,264.767029
"2021-03-18",267.559998,270.48999,266.549988,267.899994,1941900,263.146332
"2021-03-19",268,270.890015,264.119995,269.119995,3845200,264.344666
"2021-03-22",268.519989,271.649994,267.630005,270.359985,1347400,265.562714
"2021-03-23",270.190002,272.470001,266.970001,267.880005,1539600,263.126678
"2021-03-24",266.799988,271.170013,266.679993,269.769989,1482100,264.983154
"2021-03-25",269.910004,274.149994,268.709991,273.380005,1847900,268.529083
"2021-03-26",275,281.880005,274.429993,281.399994,2235600,276.406799
"2021-03-29",280.130005,283.25,277.769989,281,2449600,276.013885
"2021-03-30",280.26001,280.809998,278.700012,279.26001,1364100,274.304779
"2021-03-31",278.059998,283.25,278.059998,280.140015,2218400,275.169159
"2021-04-01",279.130005,281.429993,277.170013,280.839996,1594900,275.85672
"2021-04-05",282.559998,286.980011,282.559998,285.399994,1400000,280.335815
"2021-04-06",284.5,285.220001,282.369995,284.109985,1615800,279.068665
"2021-04-07",283.48999,284.420013,280.450012,281.350006,3015900,276.357697
"2021-04-08",283.070007,284.140015,281.920013,282.200012,2003800,277.192627
"2021-04-09",283.790009,285.230011,281.730011,284.799988,1599000,279.746429
"2021-04-12",283.019989,286.369995,283.019989,285.429993,1479900,280.365265
"2021-04-13",285.459991,287.790009,285.170013,286.290009,1543600,281.210022
"2021-04-14",284.839996,286.519989,284.119995,285.049988,1325400,279.992004
"2021-04-15",287,288.799988,286.609985,287.970001,1449100,282.860199
"2021-04-16",288.839996,290.640015,288.519989,289.959991,1304400,284.814911
"2021-04-19",289.98999,290.130005,287.029999,288.450012,1675600,283.331726
"2021-04-20",287.149994,287.850006,285.690002,285.839996,1603200,280.768005
"2021-04-21",287.690002,292.48999,287.48999,291.970001,1176400,286.789246
"2021-04-22",290.679993,291.809998,288.170013,288.700012,930300,283.57724
"2021-04-23",288.369995,292.420013,287.850006,291.600006,1290600,286.425812
"2021-04-26",292.029999,292.049988,288.769989,289.519989,906300,284.38269
"2021-04-27",288.559998,290.850006,287.640015,290.209991,1199800,285.060425
"2021-04-28",288.429993,290.559998,286.950012,287.140015,1366300,282.044952
"2021-04-29",288.359985,289.339996,285.929993,289.339996,1290400,284.205933
"2021-04-30",288.329987,288.630005,285.399994,285.839996,1932700,280.768005
"2021-05-03",287.339996,289.579987,287.109985,288.700012,974900,283.57724
"2021-05-04",284.279999,285.869995,281.950012,283,2301700,277.978394
"2021-05-05",287.589996,292.769989,286.73999,291.609985,1763500,286.435608
"2021-05-06",294.980011,296.5,291.589996,296.399994,2532800,291.140625
"2021-05-07",298.5,300.910004,296.929993,298.929993,1883600,293.625732
"2021-05-10",302.100006,303.869995,301.01001,301.01001,1695700,295.668823
"2021-05-11",297.980011,300.940002,296.299988,298.609985,1634800,293.311401
"2021-05-12",294.940002,297.769989,293.290009,293.980011,1776000,288.76358
"2021-05-13",294.579987,298.790009,293.829987,297.950012,1569300,292.663177
"2021-05-14",299.570007,301.839996,298.980011,301.170013,1210600,295.825989
"2021-05-17",302.190002,303.209991,299,300.880005,1143000,295.541168
"2021-05-18",301.309998,301.809998,297.809998,298,1305900,292.71225
"2021-05-19",294.679993,296.48999,291.540009,296.070007,1882400,290.816498
"2021-05-20",297.51001,300.820007,297.51001,298.130005,1272900,292.839905
"2021-05-21",299.73999,302.029999,298.339996,298.570007,1923500,293.272125
"2021-05-24",301.149994,303.070007,300.549988,301.269989,1058300,295.924194
"2021-05-25",302.410004,302.690002,300.220001,301.25,1330300,295.904572
"2021-05-26",301.100006,301.589996,297.459991,299.769989,1411600,294.450806
"2021-05-27",300.73999,301.709991,299.769989,300.779999,1710900,295.442932
"2021-05-28",302.589996,302.98999,300,300.600006,1430900,295.266113
"2021-06-01",305.170013,305.709991,301.269989,302.26001,1418200,296.896637
"2021-06-02",302.309998,302.369995,299.320007,299.880005,1562800,295.59552
"2021-06-03",297.619995,298.709991,296.049988,298.320007,1608200,294.057831
"2021-06-04",299.959991,301.73999,298.549988,299.859985,1362200,295.575775
"2021-06-07",297.420013,297.98999,291.140015,291.579987,3591400,287.414093
"2021-06-08",293.480011,294.279999,291.359985,292.5,1721800,288.320923
"2021-06-09",292.309998,294.48999,290.170013,290.480011,1720800,286.329803
"2021-06-10",292.149994,293.109985,290.200012,290.329987,1311000,286.181915
"2021-06-11",291.579987,292.679993,289.950012,291.220001,1437700,287.059235
"2021-06-14",291,291.549988,287.940002,290.910004,1489400,286.753693
"2021-06-15",293.700012,293.720001,288.950012,290.910004,2011500,286.753693
"2021-06-16",294.73999,294.980011,289.339996,289.559998,2364000,285.422943
"2021-06-17",288.73999,289.459991,285.369995,287.23999,2397800,283.136108
"2021-06-18",284.119995,285.559998,281.98999,282.019989,3882300,277.990692
"2021-06-21",286.670013,288.630005,285.380005,288.329987,2282800,284.21048
"2021-06-22",290.799988,291.48999,289.350006,290.350006,2406900,286.201691
"2021-06-23",289.730011,290.350006,284.279999,284.76001,2685000,280.691528
"2021-06-24",287.309998,287.73999,284.820007,285.130005,3124300,281.056244
"2021-06-25",285.140015,286.880005,283,285.109985,23412000,281.03653
"2021-06-28",288.970001,289.859985,287.200012,289.690002,1969300,285.551117
"2021-06-29",291.76001,293.100006,289.709991,290.369995,1181800,286.221375
"2021-06-30",288.200012,289.880005,287.950012,289.100006,1546800,284.969543
"2021-07-01",289.690002,290.899994,288.959991,290.839996,1434800,286.684662
"2021-07-02",290.700012,292.350006,289.540009,291.76001,1066400,287.591522
"2021-07-06",291.450012,291.910004,287.470001,288.5,1288100,284.378113
"2021-07-07",290.279999,292.769989,289.329987,292.529999,1228600,288.350525
"2021-07-08",287.040009,287.959991,284.709991,286.98999,1587100,282.889648
"2021-07-09",290.899994,293.820007,290.079987,292.709991,1405800,288.527954
"2021-07-12",292.350006,294.660004,291.730011,292.519989,1382800,288.340668
"2021-07-13",291.940002,292.549988,288.829987,289.720001,1343000,285.580658
"2021-07-14",290.799988,292.119995,289.5,291.089996,1106200,286.931091
"2021-07-15",289.220001,293.5,288.98999,292.049988,1220900,287.87738
"2021-07-16",292.769989,293.170013,289.149994,290.070007,1306300,285.92569
"2021-07-19",285.230011,285.429993,282.75,284.670013,1718100,280.602814
"2021-07-20",285.26001,291.519989,284.630005,290.369995,1973600,286.221375
"2021-07-21",291.910004,294.720001,291.529999,294.200012,1370200,289.996674
"2021-07-22",296.660004,297.049988,294.540009,295.220001,914600,291.002106
"2021-07-23",297.200012,299.019989,296.179993,298.809998,1102700,294.540833
"2021-07-26",299.529999,300.029999,296.850006,298.470001,1398400,294.205658
"2021-07-27",297.649994,300.630005,295.579987,298.850006,1551300,294.5802
"2021-07-28",298.049988,298.709991,296.579987,296.859985,1063500,292.618622
"2021-07-29",297.720001,300.579987,297.329987,299.450012,1295000,295.171661
"2021-07-30",302.399994,308.799988,302,307.390015,2516600,302.998199
"2021-08-02",308.730011,310.190002,300.119995,300.220001,1927600,295.930664
"2021-08-03",300.690002,303.209991,300.049988,302.920013,1133000,298.592102
"2021-08-04",304.480011,307.720001,304.480011,305.619995,1476700,301.253479
"2021-08-05",307.399994,308.98999,304.420013,304.829987,1586500,300.474762
"2021-08-06",304.970001,306.880005,303.929993,305.869995,858900,301.499908
"2021-08-09",306.109985,306.179993,301.73999,303.26001,910300,298.927216
"2021-08-10",301.959991,304.700012,300.950012,301.779999,1448400,297.468353
"2021-08-11",307.350006,307.899994,303.670013,306.299988,1803100,301.923767
"2021-08-12",308,308.679993,304.779999,306.660004,784500,302.278625
"2021-08-13",308.140015,309.420013,307.309998,309.399994,816500,304.979523
"2021-08-16",309.869995,311.709991,308.320007,311.350006,1262500,306.901611
"2021-08-17",311.579987,312.309998,307.779999,311.519989,1408500,307.069183
"2021-08-18",312.420013,314.369995,309.700012,309.910004,1278800,305.482178
"2021-08-19",308.25,311.940002,307.75,311.170013,1402500,306.724243
"2021-08-20",310.869995,314.119995,310.720001,313.850006,1165200,309.365936
"2021-08-23",312.880005,314.359985,312.820007,312.829987,988600,308.360474
"2021-08-24",313.73999,314.309998,311.899994,312.480011,689100,308.015503
"2021-08-25",310.540009,313.559998,309.980011,312.850006,801400,308.380188
"2021-08-26",313.540009,313.920013,311.220001,311.320007,880100,306.87207
"2021-08-27",313.290009,314.98999,312.339996,314.540009,1268900,310.046082
"2021-08-30",315.579987,316.290009,314.589996,315.549988,747500,311.041595
"2021-08-31",315.130005,315.470001,313.470001,314.589996,1492900,310.095306
"2021-09-01",313.48999,315.48999,312.130005,313.880005,1050700,309.395477
"2021-09-02",314.429993,315.670013,313.799988,315.570007,893000,312.115387
"2021-09-03",314.420013,316.179993,313.339996,313.429993,1150800,309.998779
"2021-09-07",316.279999,317.029999,312.790009,315.640015,1382700,312.184631
"2021-09-08",314.049988,315.820007,310.350006,311.589996,1521800,308.178955
"2021-09-09",312.929993,315.51001,312.179993,312.700012,1211200,309.276794
"2021-09-10",313.149994,314.190002,310.109985,310.440002,971100,307.041534
"2021-09-13",314.559998,315.570007,311.179993,313.5,1354000,310.068024
"2021-09-14",315.619995,315.779999,310.98999,311.940002,1128600,308.525116
"2021-09-15",313.480011,315.049988,311.559998,314.529999,1419000,311.086731
"2021-09-16",314.089996,314.880005,309.920013,313.079987,1232300,309.652618
"2021-09-17",309.350006,311.269989,305.980011,309.320007,6512400,305.933807
"2021-09-20",301.799988,304.559998,299.570007,302.209991,1885200,298.901611
"2021-09-21",305.51001,306.100006,303.049988,304.959991,1216200,301.621521
"2021-09-22",306.070007,309.290009,305.690002,306.059998,1334000,302.709473
"2021-09-23",308.869995,311.850006,308.549988,310.369995,1066900,306.972321
"2021-09-24",308.220001,311.119995,307.809998,310.26001,926200,306.863525
"2021-09-27",310.48999,312.290009,308.470001,309.209991,1021600,305.825012
"2021-09-28",305.540009,305.670013,298.230011,299.929993,2278000,296.646576
"2021-09-29",299.670013,300.51001,298.320007,299.140015,1197700,295.865234
"2021-09-30",299.290009,300.459991,293.299988,293.380005,2084800,290.168304
"2021-10-01",295.540009,298.540009,292.559998,297.850006,1597400,294.589355
"2021-10-04",296.480011,297.970001,292,294.649994,1495200,291.424377
"2021-10-05",294.829987,299.660004,294.25,297.829987,1359900,294.56958
"2021-10-06",293.839996,296.23999,290.269989,296.049988,2050200,292.809052
"2021-10-07",297.519989,302.380005,297.450012,299.160004,1375800,295.88504
"2021-10-08",299.649994,300.309998,295.690002,296.190002,909400,292.94754
"2021-10-11",295.559998,298.179993,294.700012,294.839996,748800,291.612305
"2021-10-12",295.720001,297.089996,294.209991,295.809998,1063900,292.571686
"2021-10-13",298.769989,302.130005,297.869995,300.98999,1430000,297.694977
"2021-10-14",304.350006,309.140015,303.640015,308.769989,1126400,305.389801
"2021-10-15",308.51001,309.540009,306.579987,308.23999,1230500,304.865601
"2021-10-18",307.279999,308.529999,305.769989,307.970001,1010600,304.598572
"2021-10-19",308.040009,310.98999,306.970001,310.679993,984800,307.2789
"2021-10-20",311.149994,312,310.209991,311.220001,745300,307.812988
"2021-10-21",311.170013,311.600006,308.410004,311.309998,856900,307.902008
"2021-10-22",313.040009,314.98999,312.850006,314.149994,1214800,310.710938
"2021-10-25",315.070007,317.779999,313.959991,316.679993,1225400,313.213196
"2021-10-26",317.839996,319.109985,316.679993,316.769989,1069800,313.302246
"2021-10-27",319.5,321.420013,316.76001,318.970001,1536000,315.47818
"2021-10-28",316.450012,318.450012,315.619995,317.959991,1565000,314.479218
"2021-10-29",317.640015,322.720001,316.850006,319.200012,1890800,315.705627
"2021-11-01",321.420013,324.320007,320.480011,322.970001,1367700,319.434357
"2021-11-02",327.130005,328.73999,326.019989,327.570007,2012300,323.984009
"2021-11-03",329.890015,330.160004,325.299988,328.410004,1856300,324.814819
"2021-11-04",329.399994,331.630005,328.339996,331.5,1628200,327.871002
"2021-11-05",331.480011,332.609985,330.660004,331.98999,1693200,328.355621
"2021-11-08",335.329987,337.899994,335.059998,337.529999,1448700,333.834991
"2021-11-09",339.980011,340.160004,337.529999,338.619995,1813000,334.913025
"2021-11-10",337.670013,338.640015,335.51001,336.619995,1540100,332.934906
"2021-11-11",337.579987,337.779999,335.640015,335.660004,924900,331.985443
"2021-11-12",337.779999,337.779999,335.559998,337.019989,1044100,333.330536
"2021-11-15",336.730011,336.730011,332.76001,334.01001,1274900,330.353516
"2021-11-16",333.950012,335.320007,332.869995,332.970001,1604300,329.32489
"2021-11-17",334.339996,334.429993,331.070007,331.480011,1304600,327.851196
"2021-11-18",331.459991,331.76001,329.170013,331,1762900,327.376434
"2021-11-19",331.820007,333.23999,330.470001,332.190002,2067000,328.553436
"2021-11-22",332.769989,334.369995,329.73999,329.73999,955500,326.130219
"2021-11-23",328.980011,331.459991,328.540009,330.25,986800,326.634674
"2021-11-24",325.320007,328.299988,324.839996,327.25,1327400,323.667511
"2021-11-26",323.179993,324.470001,319.140015,320.570007,1319000,317.060638
"2021-11-29",321.5,322.649994,318.619995,320.73999,1857200,317.22876
"2021-11-30",320.359985,320.779999,315.799988,318.140015,3243900,314.657257
"2021-12-01",321.700012,325.809998,318.23999,318.290009,2459500,314.805634
"2021-12-02",320,324.690002,319.399994,324,2183900,321.523865
"2021-12-03",325.179993,327,318.26001,320.700012,2566700,318.249084
"2021-12-06",325.160004,326.429993,323.459991,325.029999,1672900,322.54599
"2021-12-07",330.660004,332.519989,329.98999,330.649994,1797500,328.123016
"2021-12-08",333.899994,334.029999,330.839996,333.190002,1370100,330.643616
"2021-12-09",331.049988,334,330.5,332.119995,1086500,329.581787
"2021-12-10",332.970001,334.839996,332.790009,334,1116600,331.447418
"2021-12-13",333.679993,335.5,331.420013,334.190002,1016800,331.635956
"2021-12-14",335.190002,336.059998,333.019989,334.5,1631400,331.943604
"2021-12-15",336.190002,341.410004,334.619995,341.359985,1445100,338.75119
"2021-12-16",340.899994,343.309998,338.579987,340.01001,1449500,337.411499
"2021-12-17",338.130005,338.98999,333.119995,333.829987,2791400,331.278717
"2021-12-20",330.359985,330.670013,327.01001,330.320007,1621800,327.795563
"2021-12-21",330.399994,334.01001,329.579987,332.890015,1051900,330.345947
"2021-12-22",332.140015,335.540009,331.440002,335.350006,923400,332.78714
"2021-12-23",335.350006,340.640015,335.220001,339.170013,1151900,336.577911
"2021-12-27",341.829987,343.869995,340.670013,343.420013,1094400,340.795471
"2021-12-28",343.380005,344.950012,342.890015,343.790009,926400,341.162598
"2021-12-29",344.170013,346.5,343.950012,345.399994,802100,342.760284
"2021-12-30",345.26001,346.220001,343.76001,344.329987,925300,341.698486
"2021-12-31",343.720001,346.970001,343.630005,346.429993,817800,343.78244
"2022-01-03",346.420013,346.589996,338.359985,338.640015,1514700,336.052002
