"","ORCL.Open","ORCL.High","ORCL.Low","ORCL.Close","ORCL.Volume","ORCL.Adjusted"
"2022-01-07",86.449997,88,86.279999,87.510002,9836800,86.780884
"2022-01-10",87.379997,89.379997,86.949997,89.279999,11025500,88.536133
"2022-01-11",88.639999,89,87.410004,88.480003,7249800,87.742805
"2022-01-12",88.889999,89.519997,87.669998,88.309998,5840300,87.574219
"2022-01-13",88.730003,88.919998,87.550003,87.790001,6044300,87.058548
"2022-01-14",87.480003,88.099998,86.660004,87.690002,6054800,86.959381
"2022-01-18",86.870003,86.970001,85.339996,85.550003,6824700,84.837212
"2022-01-19",85.769997,86.690002,83.230003,83.379997,10501800,82.685295
"2022-01-20",83.919998,85,82.519997,82.720001,10836900,82.030792
"2022-01-21",83.360001,83.389999,82.029999,82.220001,11609000,81.534958
"2022-01-24",81.220001,82.419998,79.589996,82.419998,16770400,81.733292
"2022-01-25",81.330002,82.099998,80.199997,81.07,13469900,80.394531
"2022-01-26",81.910004,82.029999,79.279999,79.589996,13971300,78.926865
"2022-01-27",80.110001,81.150002,79.199997,79.779999,10331900,79.11528
"2022-01-28",79.989998,80.5,78.57,80.480003,7854700,79.809456
"2022-01-31",80.489998,81.639999,80.120003,81.160004,10594200,80.483795
"2022-02-01",81.400002,81.400002,79.650002,81.040001,8016900,80.364792
"2022-02-02",81.160004,82.879997,80.839996,82.5,9287600,81.812622
"2022-02-03",81.629997,82.760002,81.629997,81.940002,8207200,81.257294
"2022-02-04",82.029999,82.910004,81.470001,82.110001,5570200,81.425873
"2022-02-07",82.139999,82.25,80.660004,80.739998,6292200,80.067284
"2022-02-08",80.290001,80.860001,79.800003,80.790001,6585300,80.116875
"2022-02-09",81.75,83.650002,81.650002,83.449997,8755900,82.754707
"2022-02-10",82.75,83.779999,81.620003,81.849998,6336300,81.168037
"2022-02-11",81.839996,82.43,79.529999,79.75,7670500,79.085541
"2022-02-14",79.580002,79.730003,78.440002,78.949997,5389800,78.292198
"2022-02-15",79.389999,79.93,79.209999,79.769997,5712800,79.105362
"2022-02-16",79.470001,79.779999,78.220001,79.190002,6227000,78.530205
"2022-02-17",78.760002,78.980003,75.330002,75.529999,9247100,74.900696
"2022-02-18",75.5,75.730003,74.279999,74.57,7790100,73.948692
"2022-02-22",73.82,74.910004,73.620003,74.120003,8039000,73.502449
"2022-02-23",74.07,74.379997,72.349998,72.470001,6807100,71.866196
"2022-02-24",70.940002,74.940002,70.230003,74.809998,11240500,74.186691
"2022-02-25",74.650002,76.830002,74.32,76.349998,8291800,75.71386
"2022-02-28",75.57,76.699997,75.019997,75.970001,9234400,75.337029
"2022-03-01",75.980003,76.5,75.620003,76.010002,8752100,75.376701
"2022-03-02",76.449997,78.860001,76.25,78.279999,8527200,77.627777
"2022-03-03",78.959999,79.040001,77.43,78.25,8203000,77.598038
"2022-03-04",77.669998,77.910004,75.779999,76.489998,8841300,75.852699
"2022-03-07",76.290001,76.389999,73.440002,74.32,11110100,73.700775
"2022-03-08",73.839996,75.230003,73.110001,73.330002,9134100,72.719032
"2022-03-09",74.919998,76.949997,74.690002,76.099998,8959500,75.46595
"2022-03-10",75.099998,76.849998,75.029999,76.650002,13812600,76.011368
"2022-03-11",76.699997,79.900002,74,77.82,22795800,77.171616
"2022-03-14",77.919998,78.599998,75.440002,77.07,13306200,76.427864
"2022-03-15",78.050003,81.540001,77.07,80.599998,16847200,79.928459
"2022-03-16",81,81.230003,77.75,79.959999,14071300,79.293785
"2022-03-17",79.779999,81.290001,79.260002,80.599998,10462400,79.928459
"2022-03-18",79.629997,81.989998,78.839996,81.68,24176000,80.999458
"2022-03-21",81.279999,81.980003,80.269997,80.959999,8131300,80.285454
"2022-03-22",81.459999,82.230003,80.830002,81.800003,9292300,81.118462
"2022-03-23",81.25,81.410004,80.220001,80.389999,7451100,79.720207
"2022-03-24",80.650002,82.82,80.489998,82.239998,7025700,81.554787
"2022-03-25",82.040001,82.839996,81.230003,81.730003,5682300,81.049042
"2022-03-28",81.739998,83.709999,81.739998,83.599998,6626700,82.903458
"2022-03-29",84.489998,84.510002,83.110001,84.290001,5762000,83.587715
"2022-03-30",83.959999,84.360001,83.120003,83.360001,5533100,82.665459
"2022-03-31",83.110001,83.910004,82.589996,82.730003,9433300,82.04071
"2022-04-01",83.040001,83.360001,81.470001,82.010002,6147500,81.326706
"2022-04-04",82.25,84.300003,82,84.07,7882400,83.369537
"2022-04-05",83.400002,84.519997,82.669998,82.940002,5143400,82.248955
"2022-04-06",81.919998,82.470001,81.370003,82.120003,5492400,81.435791
"2022-04-07",81.25,82.010002,80.779999,81.540001,7112200,81.176949
"2022-04-08",81.709999,81.830002,80.260002,80.940002,6182500,80.57962
"2022-04-11",80.629997,81.129997,79.699997,79.760002,5738400,79.404877
"2022-04-12",79.949997,80.989998,79.019997,79.330002,6174700,78.976791
"2022-04-13",79.260002,79.959999,78.629997,79.75,4728600,79.394913
"2022-04-14",79.830002,80.360001,79.32,79.449997,5590400,79.096245
"2022-04-18",79.150002,79.980003,77.910004,78.220001,4955900,77.871727
"2022-04-19",78.25,79.779999,78.239998,79.559998,5412400,79.205757
"2022-04-20",79.790001,81.860001,79.790001,80.290001,9472600,79.93251
"2022-04-21",81.489998,81.599998,79.330002,79.480003,5616100,79.126122
"2022-04-22",79.269997,79.699997,76.160004,76.209999,9357100,75.870674
"2022-04-25",76.199997,77.059998,74.699997,76.980003,7305900,76.637253
"2022-04-26",76.349998,76.650002,74.480003,74.510002,7555200,74.178246
"2022-04-27",74.580002,76.019997,74.419998,74.760002,7279200,74.427139
"2022-04-28",75.519997,76.629997,74.599998,76.139999,6177900,75.800987
"2022-04-29",75.339996,75.870003,73.150002,73.400002,7946900,73.073189
"2022-05-02",73.93,74.599998,72.529999,74,7379900,73.670517
"2022-05-03",73.849998,74.209999,72.809998,73.290001,5211500,72.963676
"2022-05-04",73.379997,75.349998,72.790001,75.209999,6759900,74.87513
"2022-05-05",74,74.720001,71.989998,72.800003,7197200,72.475861
"2022-05-06",72.129997,72.940002,71.629997,72.489998,6222500,72.167236
"2022-05-09",71.639999,72.589996,71.169998,71.540001,7019700,71.221474
"2022-05-10",72.5,73.620003,71.269997,72.529999,8129000,72.207062
"2022-05-11",72.309998,73.459999,70.870003,71.029999,6932100,70.713737
"2022-05-12",70.879997,70.93,68.970001,70.730003,11698900,70.415077
"2022-05-13",70.959999,71.980003,70.529999,71.169998,6700100,70.853119
"2022-05-16",70.690002,70.910004,69.389999,69.709999,6942100,69.39962
"2022-05-17",71.050003,71.900002,70.699997,71.879997,5952500,71.559952
"2022-05-18",70.800003,70.940002,67.809998,68.300003,7977300,67.995903
"2022-05-19",67.480003,67.900002,66.720001,67.040001,9451600,66.741508
"2022-05-20",67.879997,68.690002,66.849998,68.629997,7531100,68.324425
"2022-05-23",69.309998,70.470001,68.669998,70.040001,7370200,69.728149
"2022-05-24",69.669998,70.529999,68.309998,69.029999,6644100,68.722649
"2022-05-25",68.879997,70.220001,68.769997,69.830002,7103300,69.519089
"2022-05-26",70.129997,72.120003,69.910004,71.660004,6758900,71.340942
"2022-05-27",72.360001,72.849998,71.550003,72.779999,6566700,72.455948
"2022-05-31",72.230003,72.980003,71.519997,71.919998,16890300,71.599777
"2022-06-01",73.019997,73.269997,71.150002,71.599998,5804700,71.281204
"2022-06-02",71.480003,73.190002,71.010002,73.139999,6200400,72.814346
"2022-06-03",72.559998,72.959999,71.230003,71.790001,8169500,71.47036
"2022-06-06",72.629997,74.839996,72.629997,72.970001,5274700,72.645103
"2022-06-07",71.589996,73.129997,71.589996,72.690002,5675700,72.366356
"2022-06-08",72.010002,72.150002,70.940002,71.379997,5253500,71.06218
"2022-06-09",70.769997,71.160004,69.199997,69.220001,6824900,68.911804
"2022-06-10",67.980003,68.220001,66.959999,67.139999,10256100,66.841064
"2022-06-13",65.779999,66.099998,63.759998,64.050003,16547200,63.764824
"2022-06-14",72,72.43,69.019997,70.720001,29661300,70.405121
"2022-06-15",70.449997,71.419998,68.669998,69.699997,11765500,69.389664
"2022-06-16",68.5,68.959999,67.580002,68.709999,10686000,68.404068
"2022-06-17",68.75,69.370003,67.389999,67.720001,16445600,67.41848
"2022-06-21",68.610001,69.529999,67.389999,67.68,10047700,67.378654
"2022-06-22",66.93,67.57,66.379997,66.529999,8219900,66.23378
"2022-06-23",66.449997,67.870003,66.309998,67.629997,8775800,67.32888
"2022-06-24",68.330002,70.779999,67.970001,70.699997,20132600,70.385208
"2022-06-27",69.370003,70.849998,68.940002,70.410004,8840600,70.096504
"2022-06-28",70.57,71.07,68.529999,68.580002,7252100,68.274651
"2022-06-29",69.029999,70.089996,68.779999,69.209999,8077900,68.90184
